'ai'dang'shi'xi'mo'zhi 哀当世兮莫知
'jiao'long'yin'qi'wen'zhang 蛟龙隐其文章
'jiao'ming'niao'kai'lu'xi 鹪明鸟开路兮
'jiao'shen'bei'fu'qiang'yu'xi 浇身被服强圉兮
'jiao'su'wei'dan 角宿未旦
'jiao'wo'you'xi'pei'ou 叫我友兮配耦
'jiao'wu'yi'qi'mei'hao'xi 憍吾以其美好兮
'jiao'yi'yi'fu'mei'ren 矫以遗夫美人
'jiao'ying'xi'huang'wu 椒瑛兮湟汙
'jiao'zhuan'ning'yi'man'tao'xi 椒专佞以慢慆兮
'jiao'zi'mei'yi'si'chu'xi 矫兹媚以私处兮
'jie'bian'bo'yu'za'cai'xi 解萹薄与杂菜兮
'jie'ci'guo'xi'wu'liang 嗟此国兮无良
'jie'er'you'zhi 嗟尔幼志
'jie'fa'meng'shan 桀伐蒙山
'jie'fu'yun'yi'song'yu'xi 借浮云以送予兮
'jie'guang'jing'yi'wang'lai'xi 借光景以往来兮
'jie'gui'she'ju 皆归射鞠
'jie'gui'shu'zhi'yi'ni'xi 结桂树之旖旎兮
'jie'gui'zhi'xi'yan'zhu 结桂枝兮延伫
'jie'huai'xi'xuan'huo 嗟怀兮眩惑
'jie'jing'qian'li 接径千里
'jie'liu'shen'yu'xiang'fu 戒六神与乡服
'jie'miao'zhi'zhi'suo'huo'xi 介眇志之所惑兮
'jie'pei'xiang'yi'jie'yan'xi 解佩纕以结言兮
'jie'qi'huang'xie 结琦璜些
'jie'qiong'zhi'yi'za'pei'xi 结琼枝以杂佩兮
'jie'qu'xi'rang'rang 蝍蛆兮穰穰
'jie'rong'chai'xi'wei'shi 结荣茝兮逶逝
'jie'wei'qing'yi'chen'ci'xi 结微情以陈辞兮
'jie'xing'zhang'er'bu'zhu 节行张而不著
'jie'ying'jun'xi'wei'wei'shuang 嗟英俊兮未为双
'jie'you'lan'er'yan'ning 结幽兰而延儜
'jie'yu'kun'shou'xi 接舆髡首兮
'jie'yu'zhen'yu'xi'shan'xi 结余轸於西山兮
'jie'zhi'jin'zhong 竭知尽忠
'jie'zhong'cheng'yi'shi'jun'xi 竭忠诚以事君兮
'jie'zhuan'zhi'si 结撰至思
'jie'zi'tui'zhi'yin'shan 介子推之隐山
'jie'zi'zhong'er'li'ku'xi 介子忠而立枯兮
'jin'an'suo'da'hu'wu'zhi 今安所达乎吾志
'jin'bu'ru'yi'li'you'xi 进不入以离尤兮
'jin'e'xi'jiu'xun 进恶兮九旬
'jin'fan'biao'yi'wei'li'xi 今反表以为里兮
'jin'hao'hu'you'mo'wu'wen 进号呼又莫吾闻
'jin'hou'yi'wei'feng 谨厚以为丰
'jin'ke'bao'zhi 禁苛暴只
'jin'li'ji'zhi'fan'qing 晋骊姬之反情
'jin'lin'pan'xi'shang'qiu'xu 进瞵盼兮上丘墟
'jin'lu'bei'ci'xi 进路北次兮
'jin'qi'ji'xi'wei'xiao 今其集兮惟鸮
'jin'shen'sheng'zhi'li'yang'xi 晋申生之离殃兮
'jin'shen'sheng'zhi'xiao'zi'xi 晋申生之孝子兮
'jin'shui'shi'hu'yu'zhi 今谁使乎誉之
'jin'tu'mao'xi'fu'shu 堇荼茂兮扶疏
'jin'xi'chi'xiao 近習鸱枭
'jin'xian'huo'yu'li'ji'xi 晋献惑於孋姬兮
'jin'xiao'yao'er'lai'dong 今逍遥而来东
'jin'xiong'jiu'zhi'geng'geng'xi 进雄鸠之耿耿兮
'jin'xiu'shi'er'kui'jing'xi 今修饰而窥镜兮
'jin'yu'hui'zhi 近禹麾只
'jin'zhi'wei'ci'xiao'ai'ye 今直为此萧艾也
'jin'zhi'xi'bi 晋制犀比
'jin'zhi'xiang'zhe'xi'ju'fei 今之相者兮举肥
'jing'bi'ri'xi'di'ruo'yun 旌蔽日兮敌若云
'jing'chun'cui'er'shi'zhuang 精醇粹而始壮
'jing'dai'tu'xi'wei'que 径岱土兮魏阙
'jing'er'wu'fang'xie 敬而无妨些
'jing'he'shi'zhi'qi'xue 荆和氏之泣血
'jing'ji'ju'er'cheng'lin 荆棘聚而成林
'jing'jiao'jiao'yi'wang'lai 精皎皎以往来
'jing'ju'zui'xi'zhi'chi 俓娵觜兮直驰
'jing'ning'yu'xi'chan'xi'xi 竞佞谀兮谗阋阋
'jing'nv'cai'wei 惊女采薇
'jing'nv'ge'xi'wei'chen 静女歌兮微晨
'jing'qi'ru'er'cu'hui'chu 精气入而粗秽除
'jing'qiong'mi'yi'wei'zhang 精琼爢以为粻
'jing'se'nei'bai 精色内白
'jing'tang'ru'ao 经堂入奥
'jing'wen'wu'er'xu'wang 荆文寤而徐亡
'jing'xian'an'xie 静閒安些
'jing'xun'xi'you'qian 鲸鱏兮幽潜
'jing'xun'zuo'shi 荆勋作师
'jing'yi'an'zhi 静以安只
'jing'yin'yi'er'dao'yong 径淫曀而道壅
'jing'ying'si'huang'xi 经营四荒兮
'jing'ying'yuan'ye'yao'ming'ming'xi 经营原野杳冥冥兮
'jing'yue'lie'er'shuai'mao 精越裂而衰耄
'jing'zhou'rong'yi'wei'du 竞周容以为度
'jing'zhuo'shi'er'bu'de'zhi'xi 经浊世而不得志兮
'jiu'bian'bei'zai 九辩悲哉
'jiu'bian'jiu'ge 九辨九歌
'jiu'chong'hua'er'chen'ci 就重华而陈词
'jiu'chuan'shuo'xi'qi'long 就传说兮骑龙
'jiu'ge 九歌
'jiu'hou'shu'nv 九侯淑女
'jiu'huai 九怀
'jiu'ling'huai'zhi'huang'zu'xi 就灵怀之皇祖兮
'jiu'nian'zhi'zhong'bu'wu'fan'xi 九年之中不吾反兮
'jiu'shen'xu'yu'wu'hu 就申胥於五湖
'jiu'si 九思
'jiu'si'xin'yi'wei'xiang'xi 糺思心以为纕兮
'jiu'tan 九叹
'jiu'tian'zhi'ji 九天之际
'jiu'yao'qi'er'zai'ye'wai 咎繇弃而在野外
'jiu'yi'bin'qi'bing'ying 九疑缤其并迎
'jiu'yi'bin'xi'bing'ying 九嶷缤兮并迎
'jiu'yu'shi'sheng 久余是胜
'jiu'zhang 九章
'jiu'zhe'bi'er'cheng'yi'xi 九折臂而成医兮
'jiu'zhou'an'cuo 九州安错
'jiu'zhou'wen'xi'bin'qi 就周文兮邠歧
'jiu'zhu'rong'xi'ji'yi 就祝融兮稽疑
'jiu'zhuan'xu'er'chen'fan'ci'xi 就颛顼而陈攵辞兮
'ju'bao'qian'xi'fen'he 钜宝迁兮砏礉
'ju'bu'le'yi'shi'si'xi 居不乐以时思兮
'ju'chang'shi'xi'she'tian'lang 举长矢兮射天狼
'ju'chu'chou'yi'yin'yue'xi 居处愁以隐约兮
'ju'dou'bing'yi'wei'hui 举斗柄以为麾
'ju'fang'jiao'xi'cheng'tang 匊芳椒兮成堂
'ju'jie'ya'bi 举傑压陛
'ju'lai'fu'xi 橘徠服兮
'ju'liao'kuo'xi'xian'chou 居嵺廓兮鲜畴
'ju'ni'jing'zhi'zhi'yi'xi 举霓旌之墆翳兮
'ju'nian'sui'zhi'ji'yan 惧年岁之既晏
'ju'nv'mi'er 粔籹蜜饵
'ju'qi'qi'er'bu'ke'jie 居戚戚而不可解
'ju'qing'ming'er'shu'hong'xi 据青冥而摅虹兮
'ju'shi'ding'zhi 居室定只
'ju'shi'jie'ran'xi 举世皆然兮
'ju'shi'jie'zhuo'wo'du'qing 举世皆浊我独清
'ju'shi'yi'wei'heng'su'xi 举世以为恆俗兮
'ju'shuang'cun'zhi 遽爽存只
'ju'song'hou'huang'jia'shu 橘颂后皇嘉树
'ju'tian'bi'xi'yan'xie 举天罼兮掩邪
'ju'wu'xin'xi'chou'chou 惧吾心兮懤懤
'ju'xian'cai'er'shou'neng'xi 举贤才而授能兮
'ju'you'wei'ku'xi 橘柚萎枯兮
'ju'zhang'huang'xi'qu'lin'ze 遽傽遑兮驱林泽
'juan'chi'jin'yu'zhong'ting 捐赤瑾於中庭
'juan'ci'xi'ye'guang 捐此兮夜光
'juan'lin'bo'er'wan'si 捐林薄而菀死
'juan'pei'jiang'shi'xi 卷佩将逝兮
'juan'qi'sui'he 捐弃随和
'juan'yu'jue'xi'jiang'zhong 捐余玦兮江中
'juan'yu'mei'xi'jiang'zhong 捐余袂兮江中
'jue'bei'liang'xi'yong'ci 绝北梁兮永辞
'jue'da'he'ru 厥大何如
'jue'dou'guang'yi'zhi'zhi'xi 绝都广以直指兮
'jue'fu'shi'zang 厥父是臧
'jue'guo'jia'zhi'jiu'chang 绝国家之久长
'jue'heng'liu'er'jing'shi 绝横流而径逝
'jue'hong'fan'zhi'pi'ji 绝洪范之辟纪
'jue'li'wei'he 厥利惟何
'jue'li'wei'he 厥利维何
'jue'lu'sheng'zhi 爵禄盛只
'jue'meng'zai'chu 厥萌在初
'jue'quan'hui'yu'she'gan'xi 掘荃蕙与射干兮
'jue'shen'shi'ji 厥身是继
'jue'shou'yong'fu'dian'yun 厥首用夫颠陨
'jue'yan'bu'feng 厥严不奉
'jun'bu'zhi'xi'ke'nai'he 君不知兮可柰何
'jun'ge'xi'hui'lou 菌阁兮蕙楼
'jun'guai'cha'er'ping'zhi 君乖差而屏之
'jun'han'nu'er'dai'chen'xi 君含怒而待臣兮
'jun'hui'xiang'xi'yi'xia 君回翔兮以下
'jun'jiang'he'yi'jiao'zhi 君将何以教之
'jun'lu'za'yu'zou'zheng'xi 箟簬杂於黀蒸兮
'jun'qi'yuan'er'bu'cha'xi 君弃远而不察兮
'jun'shui'xu'xi'yun'zhi'ji 君谁须兮云之际
'jun'si'wo'xi'bu'de'xian 君思我兮不得閒
'jun'si'wo'xi'ran'yi'zuo 君思我兮然疑作
'jun'wang'qin'fa'xi 君王亲发兮
'jun'wang'wei'nv'he'zhi 君罔谓女何之
'jun'wu'du'er'fu'cha'xi 君无度而弗察兮
'jun'wu'shang'tian'xie 君无上天些
'jun'wu'xia'ci'you'dou'xie 君无下此幽都些
'jun'xin'xin'xi'le'kang 君欣欣兮乐康
'jun'yi'qi'xi'chai'cu 鵕鸃栖兮柴蔟
'jun'zhi'men'yi'jiu'chong 君之门以九重
'jun'zhi'xin'xi'yu'yu'yi 君之心兮与余异
'jun'zi'suo'bi 君子所鄙
'kai'chun'fa'sui'xi 开春发岁兮
'kan'ceng'xuan'xie 槛层轩些
'kan'chou'cui'er'wei'duo'xi 欿愁悴而委惰兮
'kan'lin'xi 坎廪兮
'kang'hui'feng'nu 康回冯怒
'kang'kai'jue'xi'bu'de 慷慨绝兮不得
'kao'xuan'ming'yu'kong'sang 考玄冥於空桑
'ke'ai'feng'yu'shang'zheng 溘埃风余上征
'ke'fang'fu'er'wei'huang 柯仿佛而萎黄
'ke'fang'lian'xie 刻方连些
'ke'hou'xian 课後先
'ke'shi'zhang'xi 可师长兮
'ke'wu'you'ci'chun'gong'xi 溘吾游此春宫兮
'ke'yi'zhuo'wu'ying 可以濯吾缨
'ke'yi'zhuo'wu'zu 可以濯吾足
'ke'zhu'zhi'zhi'wu'shi 刻著志之无適
'keng'zhong'yao'ju 铿锺摇虡
'kong'bu'zhong'hu'yong'nian 恐不终乎永年
'kong'cao'xing'zhi'bu'tiao 恐操行之不调
'kong'dao'yan'zhi'bu'gu 恐导言之不固
'kong'deng'jie'zhi'feng'dai'xi 恐登阶之逢殆兮
'kong'fan'ji'er'gan'hui 恐犯忌而干讳
'kong'gai'xi'cui'jing 孔盖兮翠旍
'kong'gao'xin'zhi'xian'wo 恐高辛之先我
'kong'he'xi'hui'xiang 孔鹤兮回翔
'kong'hou'zhi'xie 恐後之谢
'kong'huang'yu'zhi'bai'ji 恐皇舆之败绩
'kong'huo'yang'zhi'you'zai 恐祸殃之有再
'kong'ji'du'er'zhe'zhi 恐嫉妒而折之
'kong'jing'you'mo 孔静幽默
'kong'ju'yue'zhi'bu'tong 恐矩矱之不同
'kong'ke'si'bu'de'jian'hu'yang'chun 恐溘死不得见乎阳春
'kong'li'wang'er'mie'bai 恐离罔而灭败
'kong'mei'ren'zhi'chi'mu 恐美人之迟暮
'kong'nian'sui'zhi'bu'wu'yu 恐年岁之不吾与
'kong'niao'fei'er'song'ying'xi 孔鸟飞而送迎兮
'kong'qing'zhi'zhi'bu'xin'xi 恐情质之不信兮
'kong'que'ying'yuan 孔雀盈园
'kong'shi'shi'zhi'bu'gu 恐时世之不固
'kong'ti'jue'zhi'xian'ming'xi 恐鹈鴂之先鸣兮
'kong'tian'shi'zhi'dai'xu'xi 恐天时之代序兮
'kong'tian'ye'zhi'wu'hui 恐田野之芜秽
'kong'xiu'ming'zhi'bu'li 恐修名之不立
'kong'yu'shou'zhi'fu'jiang 恐余寿之弗将
'kong'zhong'huan'er'li'you 恐重患而离尤
'kong'zhu'bo'er'fu'dong 恐逐波而复东
'kong'zi'guo'zhi'yi'zi'shi 孔子过之以自侍
'kong'zi'yi'zai'xie 恐自遗灾些
'kong'zi'yi'zei'xie 恐自遗贼些
'kou'jin'bi'er'bu'yan 口噤闭而不言
'kou'zhong'tiao'qing 叩锺调磬
'ku'cheng'liang'zhi'bu'shen'xi 苦称量之不审兮
'ku'li'yi'ni 苦李旖旎
'ku'zhong'kou'zhi'shuo'jin 苦众口之铄金
'ku'zhong'ren'zhi'du'yu'xi 苦众人之妒予兮
'ku'zhong'ren'zhi'jie'ran'xi 苦众人之皆然兮
'ku'zhong'ren'zhi'nan'xin'xi 苦众人之难信兮
'kua'er'bu'chou'xi 姱而不丑兮
'kua'nv'chang'xi'rong'yu 姱女倡兮容与
'kua'rong'xiu'tai 姱容脩态
'kua'xiu'pang'hao 姱脩滂浩
'kuai'du'shou'ci'qu'yu'xi 塊独守此曲隅兮
'kuai'du'shou'ci'wu'ze'xi 塊独守此无泽兮
'kuai'ju'chun'zhi 脍苴蓴只
'kuai'kui'deng'yu'qing'fu'xi 蒯聩登於清府兮
'kuai'xi'ju 塊兮鞠
'kuan'dong'er'sheng'xi 款冬而生兮
'kuang'gu'nan'xing 狂顾南行
'kuang'ji'ji'yun'xi'bu'zhong 匡机极运兮不中
'kuang'xian'zhe'zhi'feng'luan'shi'zai 况贤者之逢乱世哉
'kuang'ze'xie'yi'bao'kuo'xi 筐泽泻以豹鞟兮
'kui'jian'xi'xi'jian 窥见兮溪涧
'kui'lei'ji'cui'xi'chang'kun'ru 魁垒挤摧兮常困辱
'kui'ping'xin'er'li'zi 喟凭心而历兹
'kui'yan'ye'zhi'suo'ji 窥烟液之所积
'kui'yi'chu'er'qu'zhi 媿易初而屈志
'kun'bi'xiang'qi 菎蔽象棋
'kun'he'gu'er'ye'hao'xi 鹍鹤孤而夜号兮
'kun'hong'qun'chen 鹍鸿群晨
'kun'ji'zhao'zha'er'bei'ming 鹍鸡啁哳而悲鸣
'kun'lu'za'yu'zou'zheng'xi 菎蕗杂於黀蒸兮
'kun'lun'xian'pu 昆仑县圃
'kuo'bao'jing'er'du'yi'xi 廓抱景而独倚兮
'kuo'luo'ji'er'wu'you'xi 廓落寂而无友兮
'kuo'luo'xi 廓落兮
'kuo'qi'wu'qiu'xi 廓其无求兮
'lai'ge'shun'zhi'er'yong'guo 来革顺志而用国
'lai'huang'tian'zhi'hou'de'xi 赖皇天之厚德兮
'lai'ji'han'bei 来集汉北
'lai'jiang'qu'xi'kun'qiong 来将屈兮困穷
'lai'wei'qi'er'gai'qiu 来违弃而改求
'lai'wu'dao'fu'xian'lu 来吾道夫先路
'lai'za'chen'xie 来杂陈些
'lai'zhe'bu'ke'dai 来者不可待
'lai'zhe'bu'ke'yu'qi 徠者不可与期
'lai'zhe'wu'bu'wen 来者吾不闻
'lan'bo'hu'shu 兰薄户树
'lan'cha'cao'mu'qi'you'wei'de'xi 览察草木其犹未得兮
'lan'cha'xi'yao'guang 览察兮瑶光
'lan'chai'you'er'du'fang 兰茝幽而独芳
'lan'da'bo'zhi'fang'chai'xi 揽大薄之芳茝兮
'lan'fang'jia'xie 兰芳假些
'lan'fang'wai'zhi'huang'hu'xi 览方外之荒忽兮
'lan'fei'pei'er'xia'jie'xi 揽騑辔而下节兮
'lan'gao'gang'xi'yao'yao 览高冈兮峣峣
'lan'gao'ming'zhu 兰膏明烛
'lan'hui'xing'yi'wei'jing'xi 揽彗星以为旍兮
'lan'ji'zhou'xi'you'yu 览冀州兮有馀
'lan'jiao'lan'qi'ruo'zi'xi 览椒兰其若兹兮
'lan'jiu'bang'xi'weng'yu 览旧邦兮滃郁
'lan'ke'yu'xi'pi'chou 览可与兮匹俦
'lan'min'de'yan'cuo'fu 览民德焉错辅
'lan'min'you'yi'zi'zhen 览民尤以自镇
'lan'qi'guang'xie 烂齐光些
'lan'qi'zhi'er'yu'bei 览其志而欲北
'lan'ru'hui'yi'yan'ti'xi 揽茹蕙以掩涕兮
'lan'si'wei'zhi'suo'shang 览私微之所伤
'lan'ti'er'ning'yi 揽涕而儜眙
'lan'wang'xi'xi'jun'yan 览往昔兮俊彦
'lan'xiang'guan'yu'si'ji'xi 览相观於四极兮
'lan'yao'mu'zhi'tan'zhi'xi 揽瑶木之橝枝兮
'lan'yu'chu'qi'you'wei'hui 览余初其犹未悔
'lan'yu'yi'qi'xiu'kua 览余以其修姱
'lan'zhao'zhao'xi'wei'yang 烂昭昭兮未央
'lan'zhi'bian'er'bu'fang'xi 兰芷变而不芳兮
'lan'zhi'pu'zhi'li'li 览芷圃之蠡蠡
'lan'zhi'you'er'you'fang 兰芷幽而有芳
'lan'zhong'guo'xi'ming'ming 览中国兮冥冥
'lan'zhou'liu'yu'shuo'fang 览周流於朔方
'lao'liao'kuo'er'wu'chu 老嵺廓而无处
'lao'ran'ran'er'dai'zhi 老冉冉而逮之
'lao'ran'ran'er'yu'chi 老冉冉而愈弛
'lao'ran'ran'qi'jiang'zhi'xi 老冉冉其将至兮
'lao'ran'ran'xi'ji'ji 老冉冉兮既极
'lao'xin'yuan'yuan'ti'pang'tuo'xi 劳心悁悁涕滂沱兮
'le'bu'ke'yan'zhi 乐不可言只
'le'ming'ming'er'bo'tian 了冥冥而薄天
'le'mo'le'xi'xin'xiang'zhi 乐莫乐兮新相知
'le'qi'ji'er'geng'jia'xi 勒骐骥而更驾兮
'le'qiong'ji'er'bu'yan'xi 乐穷极而不厌兮
'le'xian'gu'xie 乐先故些
'le'yao'yao'er'bo'tian 了杳杳而薄天
'lei'kai'he'shun 雷开何顺
'lei'ren'dao'xi 类任道兮
'lei'shi'gao'yu'yi'wei'ju 雷师告余以未具
'lei'tian'tian'xi'yu'ming'ming 雷填填兮雨冥冥
'lei'ting'xi'lang'shi'gai 雷霆兮硠石盖
'li'cang'hai'xi'dong'you 濿沧海兮东游
'li'chang'geng'yi'ji'ri 立长庚以继日
'li'er'bu'qi'xie 丽而不奇些
'li'er'bu'shuang'xie 历而不爽些
'li'fang'ai'zhi'fang'zhuang'xi 离芳蔼之方壮兮
'li'guang'mo'xi'chi'wu 历广漠兮驰骛
'li'gui'shu'zhi'dong'rong 丽桂树之冬荣
'li'he'gu 力何固
'li'hun'cheng'li'xi'hui'gu 礼魂成礼兮会鼓
'li'ji'ri'hu'wu'jiang'xing 历吉日乎吾将行
'li'ji'shu'yu'zhong'ting 藜棘树於中庭
'li'jiang'jie'er'chang'yin'xi 立江界而长吟兮
'li'jiu'gong'xi'bian'guan 历九宫兮遍观
'li'jiu'qing'zhi 立九卿只
'li'jiu'qu'xi'qian'niu 历九曲兮牵牛
'li'jiu'zhou'xi'suo'he 历九州兮索合
'li'lou'wei'di'xi 离娄微睇兮
'li'min'er'bu'qian'xi 离闵而不迁兮
'li'min'er'chang'ju 离愍而长鞠
'li'qun'ling'zhi'feng'feng 历群灵之丰丰
'li'ren'qun'er'dun'yi 离人群而遁逸
'li'ruo'er'mei'bu'tong'xi 理弱而媒不通兮
'li'ruo'er'mei'zhuo'xi 理弱而媒拙兮
'li'sao 离骚
'li'shi'kuang'bi'duan'ci'xi 立师旷俾端辞兮
'li'shi'ling'huai'qi'bu'wu'zhi'xi 离世灵怀其不吾知兮
'li'si'hai'zhi'zhan'ru 离四海之霑濡
'li'tai'hao'yi'you'zhuan'xi 历太皓以右转兮
'li'xie'xiu'mu 离榭脩幕
'li'xuan'ming'yi'xie'jing'xi 历玄冥以邪径兮
'li'yi'jia'zhi 丽以佳只
'li'yi'xian'zhi 丽以先只
'li'you'huan'er'nai'wu'xi 离忧患而乃寤兮
'li'zhong'shan'er'ri'yuan 历众山而日远
'li'zhu'rong'yu'zhu'ming 历祝融於硃冥
'lian'fang'zheng'er'bu'rong 廉方正而不容
'lian'fu'yun'zhi'xiang'yang 怜浮云之相羊
'lian'hui'zhi'yi'wei'pei'xi 联蕙芷以为佩兮
'lian'si'xin'zhi'bu'ke'cheng'xi 怜思心之不可惩兮
'lian'wu'su'xi'jian'mao 连五宿兮建旄
'lian'yu'shen'bu'zu'yi'zu'yi'xi 怜余身不足以卒意兮
'liang'cheng'guo'zhi'bu'zu'shi'xi 谅城郭之不足恃兮
'liang'cong'bu'ming'er'bi'yong'xi 谅聪不明而蔽廱兮
'liang'feng'xi'chuang'qi 凉风兮怆悽
'liang'huang'zhi'zhi'qu'yuan 谅皇直之屈原
'liang'mei'qi'bi'he'xi 两美其必合兮
'liang'miao'qiu'zhi'yao'ye'xi 靓杪秋之遥夜兮
'liang'wu'yuan'yu'tian'xia'xi 谅无怨於天下兮
'liao'ao'you'xi'zhou'zhang 聊翱游兮周章
'liao'chong'bu'zhi'xi'hu'kui'cai 蓼虫不知徙乎葵菜
'liao'cuan'duan'er'ni'ji'xi 聊竄端而匿迹兮
'liao'fang'yang'er'xiao'yao'xi 聊仿佯而逍遥兮
'liao'fu'you'er'qiu'nv 聊浮游而求女
'liao'fu'you'yi'xiao'yao 聊浮游以逍遥
'liao'fu'you'yu'shan'xia'xi 聊浮游於山狭兮
'liao'jia'ri'xi'xiang'yang 聊假日兮相佯
'liao'jia'ri'yi'tou'le 聊假日以媮乐
'liao'jia'ri'yi'xu'shi 聊假日以须时
'liao'jia'ri'yi'xu'yu'xi 聊假日以须臾兮
'liao'li'xi 憭栗兮
'liao'tou'yu'yi'yin'le 聊媮娱以淫乐
'liao'xi'li 憭兮栗
'liao'xiao'yao'xi'bo'guang 聊逍遥兮播光
'liao'xiao'yao'xi'rong'yu 聊逍遥兮容与
'liao'xiao'yao'yi'xiang'yang 聊逍遥以相佯
'liao'xiao'yao'yi'xiang'yang 聊逍遥以相羊
'liao'xiao'yao'yi'zi'shi 聊逍遥以自恃
'liao'xu'yu'yi'shi'wang'xi 聊须臾以时忘兮
'liao'yi'shu'wu'you'xin 聊以舒吾忧心
'liao'yi'yu'xin'xi 聊以娱心兮
'liao'yi'zhi'er'zi'mi 聊抑志而自弭
'liao'yi'zi'jiu'xi 聊以自救兮
'liao'yu'yu'yi'wang'you 聊愉娱以忘忧
'liao'zhi'xi'du'heng 缭之兮杜衡
'lie'cao'xi'cheng'xing 列草兮成行
'lie'chun'you'zhi 猎春囿只
'lie'ji'zhou'gong 列击纣躬
'lie'shu'ku'tao 列树苦桃
'lie'shu'yu'he 列树芋荷
'lie'xin'yi'yu'jiao'zhen 列新夷与椒桢
'lie'xing'an'chen 列星安陈
'lie'zi'yin'shen'er'qiong'chu'xi 列子隐身而穷处兮
'lin'feng'huang'xi'hao'ge 临风怳兮浩歌
'lin'gao'shan'xie 临高山些
'lin'liu'shui'er'tai'xi 临流水而太息
'lin'qu'chi'xie 临曲池些
'lin'shen'shui'er'chang'xiao'xi 临深水而长啸兮
'lin'yuan'xi'wang'yang 临渊兮汪洋
'lin'yuan'xiang'zhi'xuan'yuan'xi 临沅湘之玄渊兮
'lin'zhong'guo'zhi'zhong'ren'xi 临中国之众人兮
'ling'bi'li'yi'wei'li'xi 令薜荔以为理兮
'ling'da'bo'er'liu'feng'xi 凌大波而流风兮
'ling'fen'ji'gao'yu'yi'ji'zhan'xi 灵氛既告余以吉占兮
'ling'gui'xi'zhi'ju 灵龟兮执拘
'ling'hai'ruo'wu'feng'yi 令海若舞冯夷
'ling'he'wei'xi'shui'zhong 灵何为兮水中
'ling'heng'shan'qi'ruo'lou'xi 凌恆山其若陋兮
'ling'huai'ceng'bu'wu'yu'xi 灵怀曾不吾与兮
'ling'huai'qi'bu'wu'wen 灵怀其不吾闻
'ling'huang'huang'xi'ji'jiang 灵皇皇兮既降
'ling'huang'qi'bu'wu'zhi'xi 灵皇其不寤知兮
'ling'huang'tuo'er'xia'di'xi 凌黄沱而下低兮
'ling'hun'qu'er'yan'jian 灵魂屈而偃蹇
'ling'jing'lei'yi'yi'hai'dian'xi 凌惊雷以轶骇电兮
'ling'lian'quan'xi'ji'liu 灵连蜷兮既留
'ling'piao'feng'xi'xian'qu 令飘风兮先驱
'ling'she'tun'xiang 灵蛇吞象
'ling'tian'di'yi'jing'du 凌天地以径度
'ling'wu'di'yi'zhe'zhong'xi 令五帝以折中兮
'ling'yan'jian'xi'jiao'fu 灵偃蹇兮姣服
'ling'yang'hou'zhi'fan'lan'xi 凌阳侯之氾滥兮
'ling'yao'si'xi 灵遥思兮
'ling'yi'xi'bei'bei 灵衣兮被被
'ling'yu'he'suo 鲮鱼何所
'ling'yu'zhen'xi'lie'yu'xing 凌余阵兮躐余行
'ling'yuan'xiang'xi'wu'bo 令沅湘兮无波
'ling'zhao'ming'xi'kai'men 令昭明兮开门
'ling'zhi'lai'xi'bi'ri 灵之来兮蔽日
'ling'zhi'lai'xi'ru'yun 灵之来兮如云
'liu'bu'si'zhi'jiu'xiang 留不死之旧乡
'liu'chan'yuan'xie 流潺湲些
'liu'jin'shuo'shi'xie 流金铄石些
'liu'ling'xiu'xi'dan'wang'gui 留灵修兮憺忘归
'liu'sha'qian'li'xie 流沙千里些
'liu'shui'xi'yun'yun 流水兮沄沄
'liu'si'bei'gu'ti'jian'jian'xi 留思北顾涕渐渐兮
'liu'si'fen'xi'jiang'lai'xia 流澌纷兮将来下
'liu'xing'zhui'xi'cheng'yu 流星坠兮成雨
'liu'you'yu'zhi'er'yao 留有虞之二姚
'liu'ze'shi'zhi 流泽施只
'long'ang'lie'quan'liao'li'wan'zhuan'zu'xiang'bo'xi 龙卬脟圈缭戾宛转阻相薄兮
'long'jia'xi'di'fu 龙驾兮帝服
'long'ju'er'jing'yun'wang 龙举而景云往
'long'lian'yu'meng'ju'tong'gong 陇廉与孟娵同宫
'long'qu'xi'wan'zhuan 龙屈兮蜿蟤
'lou'gu'xi'ming'dong 蝼蛄兮鸣东
'lu'bian'yi'xi'shi'guai 路变易兮时乖
'lu'bu'zhou'yi'zuo'zhuan'xi 路不周以左转兮
'lu'chang'yuan'er'jiong'po 路长远而窘迫
'lu'dang'dang'qi'wu'ren'xi 路荡荡其无人兮
'lu'guan'lu'jiang'xi 路贯庐江兮
'lu'he'bu'zu'yi'si'xing 六合不足以肆行
'lu'he'you 鹿何祐
'lu'ji'huo'xi 露鸡臛蠵
'lu'kui'dui'yi'bi'shi'xi 陆魁堆以蔽视兮
'lu'man'man'qi'wu'duan'xi 路曼曼其无端兮
'lu'man'man'qi'xiu'yuan'xi 路曼曼其修远兮
'lu'miao'miao'zhi'mo'mo 路眇眇之默默
'lu'ming'qiu'qi'you 鹿鸣求其友
'lu'pin'qi'hua'xi 菉蘋齐华兮
'lu'shen'xin'yi 露申辛夷
'lu'shi'nv'zhi'fang'sang'xi 路室女之方桑兮
'lu'xian'nan'xi'du 路险难兮独
'lu'xiu'yuan'yi'duo'jian'xi 路修远以多艰兮
'lu'xiu'yuan'yi'zhou'liu 路修远以周流
'lu'yong'jue'er'bu'tong 路壅绝而不通
'lu'you'mei'er'shen'nan 路幽昧而甚难
'lu'you'mei'yi'xian'ai 路幽昧以险隘
'lu'yuan'chu'you 路远处幽
'lu'zhong'duan'er'bu'tong 路中断而不通
