'a'bu'shi 阿布石
'hang'kong'di'li'xue 航空地理学
'hang'kong'di'zhi'dian'fang'fa 航空地质甸方法
'hang'kong'di'zhi'xue 航空地质学
'hang'kong'dian 航空甸
'hang'kong'dian'ci'fa 航空电磁法
'hang'kong'fang'she'xing'ce'liang 航空放射性测量
'hang'kong'san'jiao'ce'liang 航空三角测量
'hang'kong'she'ying'ce'liang'xue 航空摄影测量学
'hang'kong'she'ying'di'zhi'tu 航空摄影地质图
'hang'kong'she'ying'ji 航空摄影机
'hang'kong'she'ying'xue 航空摄影学
'hang'kong'yao'gan 航空遥感
'hang'she'di'mao'xue 航摄地貌学
'hang'xian 航线
'hao'fan 皓矾
'hao'miao'bao'po 毫秒爆破
'he'an 河岸
'he'an'xie'po 河岸斜坡
'he'ban'hua'lei 合瓣花类
'he'cheng'bian'zhi 合成变质
'he'cheng'bian'zhi'dai 合成变质带
'he'cheng'chen'ji 河成沉积
'he'cheng'dai'xie 合成代谢
'he'cheng'di'mao 河成地貌
'he'cheng'di'zhen'ji'lu 合成地震记录
'he'cheng'jie'di 河成阶地
'he'cheng'kuang'wu 合成矿物
'he'cheng'sha'bo 河成沙波
'he'cheng'sha'wen 河成砂纹
'he'chuang 河床
'he'chuang'sha'kuang 河床砂矿
'he'chuang'xing'shi 河床型式
'he'ci'ce'jing 核磁测井
'he'ci'gong'zhen 核磁共振
'he'ci'ju 核磁矩
'he'dao 河道
'he'dao'chen'dian 河道沉淀
'he'dao'te'xing 河道特性
'he'de'an'quan'gei'shui'liang 河的安全给水量
'he'di 河底
'he'di'ceng'xue 核地层学
'he'di'zhi'xue 核地质学
'he'dian'he 核电荷
'he'fen'li 核分离
'he'fen'lie'chan'wu 核分裂产物
'he'fu 河幅
'he'fu'shan'shi 褐符山石
'he'fu'tan'shi'kuang 褐氟碳铈矿
'he'gu'sha'kuang 河谷砂矿
'he'gu'shui 河谷水
'he'gu'tian'ji 河谷填积
'he'gu'zhao'ze 河谷沼泽
'he'gui'na'tai'kuang 褐硅钠钛矿
'he'gui'shi'kuang 褐硅铈矿
'he'hu'de 河湖的
'he'hua'xue 核化学
'he'huan'qi 和缓期
'he'jie'he'neng 核结合能
'he'jin 合金
'he'jin'qing'shi 褐堇青石
'he'kou 河口
'he'kou'hu 河口湖
'he'kou'wan 河口湾
'he'kou'wan'chen'ji 河口湾沉积
'he'li 河璃
'he'li'shi 河砾石
'he'li'zhan'du 河立展度
'he'lian'shi 褐帘石
'he'liang 合量
'he'liang'heng'pou'mian 河两衡剖面
'he'liao'ji 河寥级
'he'lie'fan'ying 核裂反应
'he'lin'duo 河霖夺
'he'lin'lv'shi 核磷铝石
'he'lin'mao'xue 河霖貌学
'he'lin'pou'mian 河凛剖面
'he'lin'shi 河林蚀
'he'lin'xing 河拎型
'he'lin'zhi'zhuo 河霖质酌
'he'ling'duan'mian 河玲断面
'he'ling'kuang 河灵况
'he'liu'gai'shi'yun'liu'gai'shi 褐硫钙石陨硫钙石
'he'liu'huan'liu 河流缓流
'he'liu'meng'kuang 褐硫锰矿
'he'luo'bin'kuang 赫洛宾矿
'he'man'tan'zhao'ze 河漫滩沼泽
'he'mei 褐煤
'he'mei'hua 褐煤化
'he'mei'hua'de 褐煤化的
'he'mei'la 褐煤蜡
'he'meng'kuang 褐锰矿
'he'mo'xing 核模型
'he'neng'ji 核能级
'he'ni 褐泥
'he'qu 河曲
'he'ran'liao 核燃料
'he'san'lie'sui'pian 核散裂碎片
'he'se'huang'mo'cao'yuan'tu 褐色荒漠草原土
'he'shan'yan 褐闪岩
'he'shi 河蚀
'he'shi'lun'hui 河蚀轮回
'he'shuai'bian 核衰变
'he'shui'ceng'chu'shui 合水层储水
'he'shui'shen'meng'kuang 褐水砷锰矿
'he'shui'zhuo 河水酌
'he'su 核素
'he'suan 核酸
'he'ta'kuang 褐铊矿
'he'tang'he'suan 核糖核酸
'he'tie'fan 褐铁矾
'he'tie'kuang 褐铁矿
'he'tong'fan 褐铜矾
'he'wen'ding'xing 核稳定性
'he'wen'shi 合纹石
'he'xi 河系
'he'xi'tu'kuang 褐稀土矿
'he'xiang 河相
'he'xie'shan'shi 褐斜闪石
'he'xin'meng'kuang 褐锌锰矿
'he'yi'ni'kuang 褐钇铌矿
'he'yun'mu 褐云母
'he'zao'lei 褐藻类
'he'zhao'ze 河沼泽
'he'zhi 颌肢
'he'zhu'luo 褐侏罗
'he'zhuang'jie'gou 核状结构
'he'zi 合子
'he'zi 核子
'he'zui'gao 鹤嘴镐
'hei'bi'jin'kuang 黑铋金矿
'hei'chen'sha'kuang 黑辰砂矿
'hei'di'tong'kuang 黑碲铜矿
'hei'dian'qi'shi 黑电气石
'hei'jin'gang'shi 黑金刚石
'hei'jin'hong'shi 黑金红石
'hei'jing 黑晶
'hei'jing'zhi'shi 黑晶脂石
'hei'kuang'xing'kuang'chuang 黑矿型矿床
'hei'li'qing 黑沥青
'hei'lian'shi 黑帘石
'hei'lin'yun'mu 黑磷云母
'hei'liu'tong'nie'kuang 黑硫铜镍矿
'hei'liu'yin'xi'kuang 黑硫银锡矿
'hei'lv'tong'kuang 黑氯铜矿
'hei'mei'meng'tie'kuang 黑镁锰铁矿
'hei'meng'kuang 黑锰矿
'hei'mian'tu 黑棉土
'hei'mu'gu'kuang 黑钼钴矿
'hei'ni'tan'suan'tie'kuang 黑泥碳酸铁矿
'hei'ni'tu 黑泥土
'hei'peng'xi'tie'kuang 黑硼锡铁矿
'hei'se'jin'shu 黑色金属
'hei'se'ni 黑色泥
'hei'se'shi'hui'tu 黑色石灰土
'hei'sha 黑砂
'hei'shen'tie'kuang 黑砷铁矿
'hei'tong'kuang 黑铜矿
'hei'tu 黑土
'hei'wu'kuang 黑钨矿
'hei'xi'jin'kuang 黑稀金矿
'hei'xin'meng'kuang 黑锌锰矿
'hei'yao'yan 黑曜岩
'hei'yao'yan'shui'hua'nian'dai'ce'ding'fa 黑曜岩水化年代测定法
'hei'ying'lv'ni'shi 黑硬绿泥石
'hei'you'tu'kuang 黑铀钍矿
'hei'yun'an'shan'yan 黑云安山岩
'hei'yun'cu'mian'yan 黑云粗面岩
'hei'yun'fei'huang'yan 黑云沸煌岩
'hei'yun'gai'chang'yan 黑云钙长岩
'hei'yun'hua'gang'yan 黑云花岗岩
'hei'yun'jian'huang'yan 黑云碱煌岩
'hei'yun'mu 黑云母
'hei'yun'mu'hua 黑云母化
'hei'zhu'luo'shi 黑侏罗世
'hei'zhu'shi 黑柱石
'hen'liang'cheng'fen 痕量成分
'hen'liang'yuan'su 痕量元素
'heng'bo 横波
'heng'chong'duan'ceng 横冲断层
'heng'duan 横断
'heng'duan'ceng 横断层
'heng'fen'lie 横分裂
'heng'ge'mo 横隔膜
'heng'gu 横谷
'heng'jie'li 横节理
'heng'jie'mian 横截面
'heng'jun'lv'bo'qi 衡均滤波器
'heng'liang 横梁
'heng'qie'mian 横切面
'heng'tui'duan'ceng 横推断层
'heng'wen'ceng 恒温层
'heng'wo'bei'xie'zhong'xin'yan 横卧背斜中心岩
'heng'xiang 横巷
'heng'xiang'ce'jing 横向测井
'heng'xiang'gu 横向谷
'heng'xiang'shen'tou'xing 横向渗透性
'heng'zai 恒载
'heng'zhang'li 横张力
'heng'zhe'zhou 横褶皱
'heng'zu'li 横阻力
'hong'bao'shi 红宝石
'hong'dian'qi'shi 红电气石
'hong'gai'chang'shi 红钙长石
'hong'gao'shi 红锆石
'hong'ge'qian'kuang 红铬铅矿
'hong'guan'chen'ji'xue 宏观沉积学
'hong'guan'de 宏观的
'hong'guan'di'ceng'xue 宏观地层学
'hong'guan'ge'yi'xing 宏观蛤异性
'hong'guan'jie'gou 宏观结构
'hong'guan'xiang 宏观相
'hong'guan'yan'xing'xue 宏观岩性学
'hong'gui'gai'meng'kuang 红硅钙锰矿
'hong'gui'mei'shi 红硅镁石
'hong'gui'peng'lv'gai'shi 红硅硼铝钙石
'hong'hui'fei'shi 红辉沸石
'hong'ji'de 洪积的
'hong'ji'sha'kuang 洪积砂矿
'hong'ji'shan 洪积扇
'hong'ji'shi 洪积世
'hong'ji'shi'qi 洪积时期
'hong'ji'shuo 洪积说
'hong'jia'tie'yan 红钾铁盐
'hong'jian'ling'shi 红坚岭石
'hong'li'zhuo'fei'shi 红粒浊沸石
'hong'lian'shi 红帘石
'hong'lian'shi'pian'yan 红帘石片岩
'hong'lin 红磷
'hong'lin'lv'qian'kuang 红磷氯铅矿
'hong'lin'meng'kuang 红磷锰矿
'hong'lin'na'kuang 红磷钠矿
'hong'ling'fei'shi 红菱沸石
'hong'lv'zhu'shi 红绿柱石
'hong'meng'tie'kuang 红锰铁矿
'hong'na'shan'shi 红钠闪石
'hong'na'shan'zheng'zhang'ban'yan 红钠闪正长斑岩
'hong'ni 红泥
'hong'rang 红壤
'hong'se'huang'tong 红色黄铜
'hong'se'sha'yan 红色砂岩
'hong'se'shi'hui'tu 红色石灰土
'hong'shen'meng'kuang 红砷锰矿
'hong'shen'tie'kuang 红砷铁矿
'hong'shen'xin'kuang 红砷锌矿
'hong'shen'xin'meng'kuang 红砷锌锰矿
'hong'shui 洪水
'hong'shui'fa 洪水法
'hong'shui'liang 洪水量
'hong'shui'tui'ce 洪水推测
'hong'shui'zui'gao'ding 洪水最高顶
'hong'ta'kuang 红铊矿
'hong'tai'meng'kuang 红钛锰矿
'hong'tai'tie'kuang 红钛铁矿
'hong'ti'kuang 红锑矿
'hong'ti'nie'kuang 红锑镍矿
'hong'tie'fan 红铁矾
'hong'tu 红土
'hong'tu'hua 红土化
'hong'wai'guang'pu'fen'xi 红外光谱分析
'hong'wai'she'ying 红外摄影
'hong'wai'tan'ce'qi 红外探测器
'hong'wai'xi'shou'pu 红外吸收谱
'hong'wai'xian'dian 红外线甸
'hong'wai'xian'fu'she 红外线辐射
'hong'wai'xian'guang'pu'xue 红外线光谱学
'hong'wai'yao'gan 红外遥感
'hong'xi'tong'kuang 红硒铜矿
'hong'xie'shi 红榍石
'hong'xin'kuang 红锌矿
'hong'xuan'wu'tu 红玄武土
'hong'yi'kuang 红钇矿
'hong'you'kuang 红铀矿
'hong'zao'lei 红藻类
'hong'zhu'jiao'ye'yan 红柱角页岩
'hong'zhu'shi 红柱石
'hong'zi'su 红紫素
'hou'bi'bao'zi 厚壁孢子
'hou'bi'zu'zhi 厚壁组织
'hou'bin 后滨
'hou'bin'jie'di 后滨阶地
'hou'ceng 厚层
'hou'cheng 后成
'hou'cheng'de 后成的
'hou'cheng'di'xing 后成地形
'hou'cheng'gu 后成谷
'hou'cheng'he 后成河
'hou'cheng'he'jing 后成合晶
'hou'cheng'he'jing'gou'zao 后成合晶构造
'hou'cheng'jie'he 后成结核
'hou'cheng'kuang'chuang 后成矿床
'hou'cheng'zai'sheng'kuang'chuang 后成再生矿床
'hou'chi 后翅
'hou'du 厚度
'hou'jia'yan'hua 后加演化
'hou'qi'xuan'hui 后期旋回
'hou'qi'yan'jiang'can'ye 后期岩浆残液
'hou'sheng'chong'shua 后生冲刷
'hou'sheng'hun'he'zhuo 后生混合酌
'hou'sheng'ren'pi'bu 后生韧皮部
'hou'sheng'yi'chang 后生异常
'hou'tui 后退
'hou'tui'bing'qi 后退冰碛
'hou'xiao 后效
'hou'xiong 后胸
'hou'yan'jiang'huo'dong 后岩浆活动
'hou'yuan 后渊
'hou'zhi 后肢
'hou'zhi'di 后置地
'hu'an 湖岸
'hu'bian'xing 互变性
'hu'bian'yi'gou'xian'xiang 互变异构现象
'hu'ceng 互层
'hu'chen'ji 湖沉积
'hu'cheng'jie'di 湖成阶地
'hu'huan'xing 互换性
'hu'hui'gong'sheng'xian'xiang 互惠共生现象
'hu'ji'jian'zao 湖积建造
'hu'jiao'ceng'kuang'wu 互交层矿物
'hu'lian 互连
'hu'mian'bo'dong 湖面波动
'hu'min'su 胡敏素
'hu'min'suan 胡敏酸
'hu'pen 湖盆
'hu'peng 湖棚
'hu'po 琥珀
'hu'po'shi 琥珀尸
'hu'sheng'ye'xu 互生叶序
'hu'sheng'yu'zhuang'de 互生羽状的
'hu'shui'han'yan'liang 湖水含盐量
'hu'shui'yan'du 湖水盐度
'hu'xiang'guan'han'shu 互相关函数
'hu'xiang'shen'tou 互相渗透
'hu'xiang'shi'ying 互相适应
'hu'xin'ping'yuan 湖心平原
'hu'xing'lie'dao 弧形列岛
'hu'xu'jie'jing 胡须结晶
'hu'yan'shi 虎眼石
'hu'zhao'di'zhi'xue 湖沼地质学
'hu'zhao'xue 湖沼学
'hua'ban'yan 花斑岩
'hua'cai'lie'dao 花彩列岛
'hua'che 滑车
'hua'dong 滑动
'hua'dong'dai 滑动带
'hua'dong'duan'lie 滑动断裂
'hua'dong'gou'zao 滑动构造
'hua'dong'gou'zao'xue 滑动构造学
'hua'dong'mian 滑动面
'hua'dong'ping'jun 滑动平均
'hua'dong'shuang'jing 滑动双晶
'hua'dong'yan'ti 滑动岩体
'hua'dong'zhe'zhou 滑动褶皱
'hua'dong'zhuo 滑动酌
'hua'duan'ceng 滑断层
'hua'fen 花粉
'hua'fen 划分
'hua'fen'fen'xi 花粉分析
'hua'fen'guan 花粉管
'hua'fen'kuai 花粉块
'hua'fen'li 花粉粒
'hua'fen'mu'xi'bao 花粉母细胞
'hua'fen'nang 花粉囊
'hua'fen'pu 花粉谱
'hua'fen'si'fen'ti 花粉四分体
'hua'fen'tong'ji 花粉统计
'hua'fen'tu'shi 花粉图式
'hua'fen'yu 花粉雨
'hua'gang'ban'yan 花岗斑岩
'hua'gang'bian'jing'zhuang'de 花岗变晶状的
'hua'gang'bian'jing'zhuang'jie'gou 花岗变晶状结构
'hua'gang'cu'xuan'yan 花岗粗玄岩
'hua'gang'hui'chang'yan 花岗辉长岩
'hua'gang'shan'chang'yan 花岗闪长岩
'hua'gang'wei'jing'yan 花岗伟晶岩
'hua'gang'yan 花岗岩
'hua'gang'yan'ceng 花岗岩层
'hua'gang'yan'gou'zao'xue 花岗岩构造学
'hua'gang'yan'hua 花岗岩化
'hua'gang'yan'hua'bian'zhi 花岗岩化变质
'hua'gang'yan'zhuang'de 花岗岩状的
'hua'gang'zheng'chang'yan 花岗正长岩
'hua'gang'zhuang'de 花岗状的
'hua'gang'zhuang'huo'cheng'yan 花岗状火成岩
'hua'gui'nie'kuang 滑硅镍矿
'hua'he'shui 化合水
'hua'hen 滑痕
'hua'kuai 滑块
'hua'kuai'shi 滑块石
'hua'lin 桦林
'hua'lun'zu 滑轮组
'hua'mian 滑面
'hua'pi'li 滑劈理
'hua'pian 滑片
'hua'po 滑坡
'hua'shi 化石
'hua'shi 滑石
'hua'shi'chan'chu'xue 化石产出学
'hua'shi'ci'tie'yan 滑石磁铁岩
'hua'shi'di'zhi'xue 化石地质学
'hua'shi'hua 化石化
'hua'shi'jue 化石蕨
'hua'shi'ling'mei'yan 滑石菱镁岩
'hua'shi'pian'yan 滑石片岩
'hua'shi'qin'shi'mian 化石侵蚀面
'hua'shi'ran'liao 化石燃料
'hua'shi'ren'lei 化石人类
'hua'shi'shi 化石尸
'hua'shi'shui 化石水
'hua'shi'xue 化石学
'hua'shi'zhi'wu 化石植物
'hua'tan 化探
'hua'ti 滑体
'hua'tu'ban 画图板
'hua'xue'bian'zhi 化学变质
'hua'xue'can'yu'ci'hua 化学残余磁化
'hua'xue'chen'dian'kuang'chuang 化学沉淀矿床
'hua'xue'chen'ji 化学沉积
'hua'xue'chen'ji'kuang'chuang 化学沉积矿床
'hua'xue'chen'ji'wu 化学沉积物
'hua'xue'cheng'ceng 化学成层
'hua'xue'cheng'fen 化学成分
'hua'xue'dang'liang 化学当量
'hua'xue'fan'ying 化学反应
'hua'xue'feng'hua 化学风化
'hua'xue'gou'zao 化学构造
'hua'xue'hua'shi 化学化石
'hua'xue'huan'yuan 化学还原
'hua'xue'ji'liang'xue 化学计量学
'hua'xue'jian 化学键
'hua'xue'jian'jian'de'gong'zhen 化学键间的共振
'hua'xue'jian'neng'liang 化学键能量
'hua'xue'jin'hua 化学进化
'hua'xue'kuang'wu'xue 化学矿物学
'hua'xue'lian'xing 化学怜性
'hua'xue'ping'heng 化学平衡
'hua'xue'qin'he'shi 化学亲合势
'hua'xue'qin'shi 化学侵蚀
'hua'xue'shi 化学势
'hua'xue'xi'fu 化学吸附
'hua'xue'xing'zhi 化学性质
'hua'xue'xu'yang'liang 化学需氧量
'hua'xue'yuan'zi'liang'biao'du 化学原子量标度
'hua'yi 滑移
'hua'yi'gou'zao 滑移构造
'hua'zou'po 滑走坡
'huai'jing'shi 坏晶石
'huan'ban'hua'gang'yan 环斑花岗岩
'huan'chong'qi 缓冲器
'huan'chong'rong'ye 缓冲溶液
'huan'chong'xi 缓冲系
'huan'chong'zhuo 缓冲酌
'huan'dai 环带
'huan'dai'gou'zao 环带构造
'huan'gu 环谷
'huan'gui'suan'yan 环硅酸盐
'huan'jiao 环礁
'huan'jiao'hu 环礁湖
'huan'jiao'jie'gou 环礁结构
'huan'jie'dong'wu 环节动物
'huan'jing 环境
'huan'jing'di'qiu'hua'xue 环境地球化学
'huan'jing'di'zhi'xue 环境地质学
'huan'jing'gong'cheng'di'zhi'xue 环境工程地质学
'huan'jing'hai'yang'xue 环境海洋学
'huan'jing'kuang'wu'xue 环境矿物学
'huan'jing'sheng'wu'di'qiu'hua'xue 环境生物地球化学
'huan'jing'shui'wen'di'zhi'dian 环境水文地质甸
'huan'jing'shui'wen'di'zhi'xue 环境水文地质学
'huan'jing'tiao'jian 环境条件
'huan'jing'tu'rang'xue 环境土壤学
'huan'jing'yao'gan 环境遥感
'huan'jing'yin'zi 环境因子
'huan'liang'shu 环粮数
'huan'ling'jing 环陵井
'huan'man'chen'xian 缓慢沉陷
'huan'man'long'qi 缓慢隆起
'huan'qiu'fu'she 环球辐射
'huan'shi 环蚀
'huan'shu 幻数
'huan'suan'biao 换算表
'huan'suan'xi'shu 换算系数
'huan'tai'ping'yang'dao'hu 环太平洋岛弧
'huan'tai'ping'yang'de 环太平洋的
'huan'tai'ping'yang'di're'dai 环太平洋地热带
'huan'tai'ping'yang'di'zhen'dai 环太平洋地震带
'huan'tai'ping'yang'gai'jian'xing'yan'shi'qu 环太平洋钙碱性岩石区
'huan'tai'ping'yang'huo'shan'dai 环太平洋火山带
'huan'wan 环烷
'huan'wan'ji'you 环烷基油
'huan'wan'suan 环烷酸
'huan'wan'ting'zhi'shu 环烷烃指数
'huan'xing'ji'shu'qi 环形计数器
'huan'yang'an'shan'yan 环洋安山岩
'huan'yuan'chen'ji'wu 还原沉积物
'huan'yuan'ji 还原剂
'huan'yuan'neng'li 还原能力
'huan'zhen 缓震
'huan'zhuang'de 环状的
'huan'zhuang'duan'ceng 环状断层
'huan'zhuang'gou'zao 环状构造
'huan'zhuang'gui'suan'yan 环状硅酸盐
'huan'zhuang'hua'he'wu 环状化合物
'huan'zhuang'kuang'shi 环状矿石
'huan'zhuang'kuang'ti 环状矿体
'huan'zhuang'yan'qiang 环状岩墙
'huang'an'gong'kuang 黄铵汞矿
'huang'ban'yan 煌斑岩
'huang'ban'yan'zhuang'de 煌斑岩状的
'huang'bei'you'kuang 黄钡铀矿
'huang'chang'hei'yun'xia'yan 黄长黑云霞岩
'huang'chang'huang'ban'yan 黄长煌斑岩
'huang'chang'shi 黄长石
'huang'chang'xuan'wu'yan 黄长玄武岩
'huang'chang'yan 黄长岩
'huang'cui'yun'mu 黄脆云母
'huang'di 荒地
'huang'dian'yin'kuang 黄碘银矿
'huang'gao'ling'shi 黄高岭石
'huang'gao'shi 黄锆石
'huang'jia'tie'fan 黄钾铁矾
'huang'jiao'lin'kuang 黄胶磷矿
'huang'jing 黄晶
'huang'juan'shi 黄绢石
'huang'kuang 黄矿
'huang'lin'gai'lv'shi 黄磷钙铝石
'huang'lin'meng'tie'kuang 黄磷锰铁矿
'huang'lin'tie'fan 黄磷铁矾
'huang'ling'you'kuang 黄菱铀矿
'huang'liu'shen'kuang 黄榴砷矿
'huang'lv'gong'kuang 黄氯汞矿
'huang'lv'lian'shi 黄绿帘石
'huang'lv'lin'hui'shi 黄绿磷灰石
'huang'lv'qian'kuang 黄氯铅矿
'huang'lv'zhi'shi 黄绿蛭石
'huang'mo'di'dai 荒漠地带
'huang'mu'you'kuang 黄钼铀矿
'huang'qian'kuang 黄铅矿
'huang'shen'lv'qian'kuang 黄砷氯铅矿
'huang'shen'you'tie'kuang 黄砷铀铁矿
'huang'tan'tie'kuang 黄钽铁矿
'huang'ti'hua 黄锑华
'huang'tie'chang'ying'yan 黄铁长英岩
'huang'tie'fan 黄铁矾
'huang'tie'juan'ying'yan'hua 黄铁绢英岩化
'huang'tie'kuang 黄铁矿
'huang'tie'kuang'hua 黄铁矿化
'huang'tie'kuang'jin'zi 黄铁矿烬滓
'huang'tie'kuang'xing'gou'zao 黄铁矿型构造
'huang'tie'tan'zhi'ye'yan 黄铁炭质页岩
'huang'tong'kuang 黄铜矿
'huang'tou'lao'sha'tong 簧头捞砂筒
'huang'tu 黄土
'huang'tu'jie'he 黄土结核
'huang'tu'rang 黄土壤
'huang'xi'kuang 黄锡矿
'huang'xi'qian'kuang 黄硒铅矿
'huang'yi 黄舣
'huang'yin'kuang 黄银矿
'huang'yu 黄玉
'huang'yu'hua 黄玉化
'huang'yu'yan 黄玉岩
'huang'zha 黄渣
'hui'an'shan'yan 辉安山岩
'hui'bi'kuang 辉铋矿
'hui'bi'qian'kuang 辉铋铅矿
'hui'bo 回波
'hui'cai 回采
'hui'cai'gong'zu 回采工祖
'hui'cai'lv 回采率
'hui'chang'su'chang'yan 辉长苏长岩
'hui'chang'yan 辉长岩
'hui'chang'yan'zhuang 辉长岩状
'hui'chui'fa 灰吹法
'hui'chun'he 回春河
'hui'chun'zhuo 回春酌
'hui'ci 回次
'hui'dong'wen'du'ji 回动温度计
'hui'fa'xing'de 挥发性的
'hui'fa'zu'fen 挥发组分
'hui'fa'zu'fen'han'liang 挥发组分含量
'hui'fu'shi'jian 恢复时间
'hui'fu'tu'bian 回复突变
'hui'gai'tu 灰钙土
'hui'gan'xia'xie'yan 辉橄霞斜岩
'hui'gu'kuang 辉钴矿
'hui'guang 辉光
'hui'guang'fang'dian 辉光放电
'hui'gui'fen'xi 回归分析
'hui'gui'gai'shi 灰硅钙石
'hui'he 汇合
'hui'he'jie'di 汇合阶地
'hui'hua 灰化
'hui'hua'hei'tu 灰化黑土
'hui'hua'tu 灰化土
'hui'hua'zhao'ze'tu 灰化沼泽土
'hui'hua'zhuo 灰化酌
'hui'huang'hu'po 灰黄琥珀
'hui'ju'bian'yuan 会聚边缘
'hui'ju'shui'xi 会聚水系
'hui'li 回哩
'hui'lian'jian 汇帘间
'hui'ling 汇零
'hui'liu 回流
'hui'lv'jie'gou 辉绿结构
'hui'lv'ni'shi 辉绿泥石
'hui'lv'qian'jing'de 辉绿嵌晶的
'hui'lv'qian'jing'jie'gou 辉绿嵌晶结构
'hui'lv'tian'chong'jie'gou'de 辉绿填充结构的
'hui'lv'yan 辉绿岩
'hui'mei 辉煤
'hui'mie 毁灭
'hui'mu'kuang 辉钼矿
'hui'qian'bi'kuang 辉铅铋矿
'hui'rang 灰壤
'hui'ru 汇入
'hui'se'xia'shi'zheng'chang'yan 灰色霞石正长岩
'hui'shan'shi 辉闪石
'hui'shan'yan 辉闪岩
'hui'shen'nie'kuang 辉砷镍矿
'hui'shen'ti'nie'kuang 辉砷锑镍矿
'hui'sheng'ce'shen 回声测深
'hui'shi 辉石
'hui'shi'huang'chang'bai'liu'yan 辉石黄长白榴岩
'hui'shi'tai'tie'kuang'zhuan'yi 辉石钛铁矿转移
'hui'shi'yan 辉石岩
'hui'shi'zu 辉石组
'hui'shou'cai'qu 回收采取
'hui'shui 回水
'hui'shui 汇水
'hui'shui'mian'ji 汇水面积
'hui'shui'zuan'tan 回水钻探
'hui'ta'ti'kuang 辉铊锑矿
'hui'ti'bi'kuang 辉锑铋矿
'hui'ti'kuang 辉锑矿
'hui'ti'qian'kuang 辉锑铅矿
'hui'ti'xi'qian'kuang 辉锑锡铅矿
'hui'ti'yin'kuang 辉锑银矿
'hui'ti'yin'qian'kuang 辉锑银铅矿
'hui'tie'huang'chang'yan 辉铁黄长岩
'hui'tie'nie'kuang 辉铁镍矿
'hui'tie'ti'kuang 辉铁锑矿
'hui'tong'kuang 辉铜矿
'hui'tong'yin'kuang 辉铜银矿
'hui'tu'ban 绘图板
'hui'tu'fa 绘图法
'hui'tu'yi'qi 绘图仪器
'hui'wu'kuang 辉钨矿
'hui'xi'gong'kuang 灰硒汞矿
'hui'xi'qian'bi'kuang 辉硒铅铋矿
'hui'xi'yin'kuang 辉硒银矿
'hui'xia'yan 辉霞岩
'hui'xian'zhao'ze 灰藓沼泽
'hui'xie'yan 辉斜岩
'hui'xing 彗星
'hui'ya 回压
'hui'yan 讳岩
'hui'yan 辉岩
'hui'yan'dong 灰岩洞
'hui'yan'keng 灰岩坑
'hui'yan'pen'di 灰岩盆地
'hui'ye'shi 辉叶石
'hui'yin'huang'jia'tie'fan 辉银黄钾铁矾
'hui'yin'kuang 辉银矿
'hui'yun 灰云
'hui'zhi'fu'ni'mei'yan 灰质腐泥煤岩
'hui'zhi'jie'li'yan 灰质结砾岩
'hui'zhi'ni'hui'yan 灰质泥灰岩
'hui'zhi'nian'tu 灰质粘土
'hui'zhuan 回转
'hui'zhuan'chong'hun'jin 回转冲魂进
'hui'zhuan'fan'she'zhou 回转反射轴
'hui'zhuan'luo'pan 回转罗盘
'hui'zhuan'tuo'mian 回转椭面
'hui'zhuan'zuan'jing'fang'fa 回转钻井方法
'hui'zhuan'zuan'tan 回转钻探
'hui'zhuang'de 喙状的
'hun'gong'zhuo 混汞酌
'hun'he 混合
'hun'he'bi 混合比
'hun'he'chang'du 混合长度
'hun'he'hua'gang'yan 混合花岗岩
'hun'he'ji'yuan'you 混合基原油
'hun'he'qi 混合器
'hun'he'wei'jing'yan 混合伟晶岩
'hun'he'yan 混合岩
'hun'he'yan'jiang 混合岩浆
'hun'he'yuan'su 混合元素
'hun'he'zhui 混合锥
'hun'he'zhuo 混合酌
'hun'jiao'zhuang 混胶状
'hun'jing 混晶
'hun'ran'yan 混染岩
'hun'xiang 混响
'hun'za'dui'ji'wu 混杂堆积物
'hun'za'yan 混杂岩
'hun'zhuo'du 浑浊度
'hun'zhuo'yin'zi 混浊因子
'huo'bi'shi'lei 货币石类
'huo'cheng'de 火成的
'huo'cheng'huo'dong 火成活动
'huo'cheng'jiao'li'yan 火成角砾岩
'huo'cheng'jing'zhi 火成晶质
'huo'cheng'lun 火成论
'huo'cheng'pian'yan 火成片岩
'huo'cheng'sui'xie'chen'ji 火成碎屑沉积
'huo'cheng'sui'xie'liu 火成碎屑流
'huo'cheng'sui'xie'wu 火成碎屑物
'huo'cheng'sui'xie'yan 火成碎屑岩
'huo'cheng'tan'suan'yan'yan'jiang 火成碳酸盐岩浆
'huo'cheng'yan 火成岩
'huo'cheng'yuan'su 火成元素
'huo'cheng'zhuo 火成酌
'huo'de'xing'zhi 获得形质
'huo'dong'bing'chuan 活动冰川
'huo'dong'dai 活动带
'huo'dong'gou'zao'xing'shi 活动构造型式
'huo'dong'xing 活动性
'huo'dong'zheng'di'cao 活动正地槽
'huo'dong'zu'fen 活动组分
'huo'du 活度
'huo'du'xi'shu 活度系数
'huo'duan'ceng 活断层
'huo'fa'jing'lian 火法精炼
'huo'hua 活化
'huo'hua'ce'jing 活化测井
'huo'hua'fa 活化法
'huo'hua'fen'xi 活化分析
'huo'hua'ji 活化剂
'huo'hua'jie'mian 活化截面
'huo'hua'luo'he'wu 活化络合物
'huo'hua'neng 活化能
'huo'hua'nian'tu 活化粘土
'huo'hua'shang 活化熵
'huo'hua'shi 活化石
