'a'ba'la'qi'ya'ji'you'jun 阿巴拉契亚鸡油菌
'dong'bei'liang'xing'xiu'jun 东北两型锈菌
'dong'bei'liang'xing'you'jun 东北两型诱菌
'dong'bei'xue'hua'yi 东北雪花衣
'dong'chong'xia'cao 冬虫夏草
'dong'fang'bing'xiu'jun 东方柄锈菌
'dong'fang'chong'yi'mei 东方虫疫霉
'dong'fang'da'ye'mei 东方大叶梅
'dong'fang'fei'yi 东方肺衣
'dong'fang'he'gai'e'gao 东方褐盖鹅膏
'dong'fang'huang'gai'e'gao 东方黄盖鹅膏
'dong'fang'huang'mei 东方黄梅
'dong'fang'lie'pi'da'huan'bing'gu 东方裂皮大环柄菇
'dong'fang'mei'yi 东方梅衣
'dong'fang'rong'zhi'yi 东方茸枝衣
'dong'fang'se'ding'gu 东方色钉菇
'dong'fang'shuan'jun 东方栓菌
'dong'fang'shuang'qi'gen 东方双歧根
'dong'fang'si'hei'fen'jun 东方丝黑粉菌
'dong'fang'tuo'luo'jun 东方陀螺菌
'dong'fang'weng'duo'kong'jun 东方翁多孔菌
'dong'fang'xian'kong'jun 东方纤孔菌
'dong'fang'xiao'ao'de'mo 东方小奥德蘑
'dong'fang'ya'ling'bao 东方哑铃孢
'dong'fang'yi'dan'zi'jun 东方异担子菌
'dong'fang'zhe'kong'jun 东方褶孔菌
'dong'fang'zhuan'bao'fa 东方砖孢发
'dong'gu 冬菇
'dong'gu'shu 冬菇属
'dong'ji'ma'bo 冬季马勃
'dong'jing'bing'xiu'jun 东京柄锈菌
'dong'kuai'jun 冬块菌
'dong'ling'bao'dui'hei'fen'jun 东陵孢堆黑粉菌
'dong'ling'chang'mao'pan'jun 东岭长毛盘菌
'dong'qing'ban'zhi'pan'jun 冬青斑痣盘菌
'dong'qing'sheng'ye'zhi'jun 冬青生叶痣菌
'dong'shi'kong'jun'shu 董氏孔菌属
'dong'tu'mao'mei 冻土毛霉
'dong'xiao'bao'jiao'gu 冬小包脚菇
'dong'ya'huang'sui'ye 东亚黄髓叶
'dong'ya'mao'mian'yi 东亚毛面衣
'dong'ya'pao'qi'yi 东亚疱脐衣
'dong'ya'shan'hu'zhi 东亚珊瑚枝
'dong'ya'shi'er 东亚石耳
'dong'ya'shi'rui 东亚石蕊
'dong'ya'si'chi'jun 东亚丝齿菌
'dong'yang'jiao'xiu 东洋胶锈
'dong'yang'ni'mi'kong'jun 东洋拟迷孔菌
'dong'yang'xiao'kong'jun 东洋小孔菌
'dong'you'bing'niu'gan'jun 栋疣柄牛肝菌
'dong'zhu'pan'jun 冬蛛盘菌
'dou'bao'ce'huo'gu 豆孢侧火菇
'dou'bao'ke'shu 蚪孢壳属
'dou'fu'chai'sheng'jia'wei'bao 豆腐柴生假尾孢
'dou'li'ceng'fu'jun 豆粒层腹菌
'dou'ma'bo 豆马勃
'dou'ma'bo'shu 豆马勃属
'dou'peng'dan'nang'ke 斗蓬单囊壳
'dou'shu'ceng'xiu 豆薯层锈
'dou'xing'zhong'san 兜形钟伞
'dou'ya'jun 豆芽菌
'du'bei'san 毒杯伞
'du'bo'te'mao'chi'jun 杜波特毛齿菌
'du'ce'er 毒侧耳
'du'chi'zhe'gu 毒赤褶菇
'du'dou'dan'bao'xiu'jun 毒豆单胞锈菌
'du'e'gao 毒鹅膏
'du'fen'zhe'jun 毒粉褶菌
'du'guang'gai'san 毒光盖伞
'du'hei'fen'jun'shu 独黑粉菌属
'du'hong'gu 毒红菇
'du'juan'ban'zhi'pan'jun 杜鹃斑痣盘菌
'du'juan'cha'zi 杜鹃茶渍
'du'juan'ge'bao'feng'ke 杜鹃隔孢缝壳
'du'juan'hua'lei'jun'gen'zhen'jun 杜鹃花类菌根真菌
'du'juan'huan'bing'gu 杜鹃环柄菇
'du'juan'jin'xiu'jun 杜鹃金锈菌
'du'juan'mao'chi'lie'jun 杜鹃毛齿裂菌
'du'juan'san'ban'ke 杜鹃散斑壳
'du'juan'wai'dan'zi'jun 杜鹃外担子菌
'du'juan'ye'zhi'jun 杜鹃叶痣菌
'du'kui'bao'san 毒盔孢伞
'du'lan'mao'she'jun 杜兰毛舌菌
'du'lan'tan'tuan'jun 杜兰炭团菌
'du'li'chong'mei 毒力虫霉
'du'li'ma'an'jun 独立马鞍菌
'du'long'jiang'luo'san 独龙江裸伞
'du'meng'pan'jun 杜蒙盘菌
'du'meng'pan'jun'shu 杜蒙盘菌属
'du'nian'hua'gu 毒粘滑菇
'du'nou'xiang'mao'bao'xiu'jun 笃耨香帽孢锈菌
'du'qin'bing'xiu'jun 毒芹柄锈菌
'du'rui'shi'huang'mei 杜瑞氏黄梅
'du'san 毒伞
'du'shi'lie'xi'yi 杜氏裂隙衣
'du'song'jiao'xiu 杜松胶锈
'du'tu'tou 毒徒头
'du'wei'cao'bing'xiu'jun 独尾草柄锈菌
'du'ying'kou'mo 毒蝇口蘑
'du'ying'san 毒蝇伞
'duan'bao'chi'jun'shu 短胞齿菌属
'duan'bao'cong'zhi'hu 短孢丛枝瑚
'duan'bao'di'zhang'jun 短孢地杖菌
'duan'bao'ji'pi'yi 短孢鸡皮衣
'duan'bao'pan'san'xiu'jun 短孢盘伞锈菌
'duan'bao'tan'tuan'jun 短孢炭团菌
'duan'bian'pan'jun 短扁盘菌
'duan'bing'cao'xing'hei'fen'jun 短柄草腥黑粉菌
'duan'bing'ce'er 短柄侧耳
'duan'bing'duo'bao'xiu'jun 短柄多胞锈菌
'duan'bing'gan'yi 短饼干衣
'duan'bing'hong'gu 短柄红菇
'duan'bing'hui'chui 短柄灰锤
'duan'bing'lin'san 短柄鳞伞
'duan'bing'mao'bao'xiu'jun 短柄帽孢锈菌
'duan'bing'mo'gu 短柄蘑菇
'duan'bing'ni'suo'hu'jun 短柄拟锁瑚菌
'duan'bing'niu'gan'jun 短柄牛肝菌
'duan'bing'ru'niu'gan'jun 短柄乳牛肝菌
'duan'bing'tan'jiao'jun 短柄炭角菌
'duan'bing'xiu'qiu'jun 短柄绣球菌
'duan'chi'si'chi'jun 短齿丝齿菌
'duan'ci'ji'gang'mao'jun 短刺棘刚毛菌
'duan'ci'xiao'ke'yin'han'mei 短刺小克银汉霉
'duan'cu'song'luo 短粗松萝
'duan'gan'tai'cao'bing'xiu'jun 短杆苔草柄锈菌
'duan'gen'tiao'yi 短根条衣
'duan'geng'bao'shu 短梗孢属
'duan'geng'bao'shu 端梗孢属
'duan'geng'jing'yuan'pan'jun 短梗晶圆盘菌
'duan'geng'qing'mei 短梗青霉
'duan'geng'ru'bao'shu 短梗蠕孢属
'duan'guo'hui'qin'bing'xiu'jun 短果茴芹柄锈菌
'duan'hei'er 短黑耳
'duan'huang'zhi'yi 短黄枝衣
'duan'jian'duo'bao'xiu'jun 短尖多胞锈菌
'duan'leng'bing'pan'jun 短棱柄盘菌
'duan'leng'e'gao 短棱鹅膏
'duan'lie'mi'ge'bao'shu 断裂密格孢属
'duan'ma'an'jun 短马鞍菌
'duan'mao'kuai'jun 短毛块菌
'duan'mao'li'mao'pan'jun 短毛粒毛盘菌
'duan'mao'pan'jun'shu 短毛盘菌属
'duan'mao'wu'gong'yi 短毛蜈蚣衣
'duan'nang'li'mao'pan'jun 短囊粒毛盘菌
'duan'pan'wen'zi'yi 短盘文字衣
'duan'peng'jia'xiu'jun 椴膨痂锈菌
'duan'pian'wei'bao'yi 短片微孢衣
'duan'qun'zhu'sun 短裙竹荪
'duan'rong'pi'guo'yi 短绒皮果衣
'duan'rong'song'ta'niu'gan'jun 短绒松塔牛肝菌
'duan'ru'bao'shu 短蠕孢属
'duan'song'luo 短松萝
'duan'sui'zhu'bing'xiu'jun 短穗竹柄锈菌
'duan'xiao'tan'jiao'jun 短小炭角菌
'duan'xiao'yuan'bao'niu'gan'jun 短小圆孢牛肝菌
'duan'xiao'zhe'kong'niu'gan'jun 短小褶孔牛肝菌
'duan'yang'jiao'yi 短羊角衣
'duan'ye'ju'qian'bing'xiu'jun 椴叶咀签柄锈菌
'duan'yuan'ji'zong'jun 端圆鸡枞菌
'dui'an'bei'pan'jun 堆暗被盘菌
'dui'chen'wang'pan'yi 对称网盘衣
'dui'chuan'bao'xiu'jun 堆串孢锈菌
'dui'ji'shi'chong'mei 堆集噬虫霉
'dui'jin'qian'jun 堆金钱菌
'dui'luo'gu 堆裸菇
'dui'zhe'shu'hua 对折树花
'dun'bao'fu'pian'bao 钝孢辐片包
'dun'ceng'fu'jun 钝层腹菌
'dun'chi'cha'zi 钝齿茶渍
'dun'chi'ke'jun'shu 钝齿壳菌属
'dun'di'hua'jun'shu 盾地花菌属
'dun'di'juan 盾地卷
'dun'ding'si'mo'jun 钝顶丝膜菌
'dun'ding'tan'jiao'jun 钝顶炭角菌
'dun'hou'pan'jun 盾厚盘菌
'dun'huang'tiao'hei'fen'jun 敦煌条黑粉菌
'dun'jiao'shi'rui 钝角石蕊
'dun'jun'shu 盾菌属
'dun'ke'jun'shu 盾壳菌属
'dun'ke'mei'shu 盾壳霉属
'dun'lian'yi'shu 盾链衣属
'dun'lin'tai'cao'bing'xiu'jun 钝鳞苔草柄锈菌
'dun'mo'pan'jun 盾膜盘菌
'dun'nang'pan'jun'shu 钝囊盘菌属
'dun'pan'jun'shu 盾盘菌属
'dun'pan'wen'zi'yi 钝盘文字衣
'dun'qi'lin 盾脐鳞
'dun'shu'hua 钝树花
'dun'xiao'he'yi 盾小核衣
'dun'xing'cheng'yi 盾形橙衣
'dun'xing'ma'la'se'jun 钝形马拉色菌
'dun'xing'mu'er 盾形木耳
'dun'xing'ru'gu 盾形乳菇
'dun'xing'si'pi'jun 钝形丝皮菌
'dun'ye'cao'bing'xiu'jun 钝叶草柄锈菌
'dun'ye'shu 盾叶属
'dun'ye'yi'ke 盾叶衣科
'dun'yi'ke 盾衣科
'dun'yi'shu 盾衣属
'dun'zhuang'luo'san 盾状裸伞
'dun'zhuang'xiao'pi'san 盾状小皮伞
'duo'ban'ge'jun 多瓣革菌
'duo'ban'lie'ge'jun 多瓣裂革菌
'duo'bao'hei'liu'yi 多孢黑瘤衣
'duo'bao'ju'hua'yi 多孢菊花衣
'duo'bao'kong'jun'shu 多孢孔菌属
'duo'bao'liu'shu 多胞瘤属
'duo'bao'nang'mei'ke 多孢囊霉科
'duo'bao'nang'mei'mu 多孢囊霉目
'duo'bao'nang'mei'shu 多孢囊霉属
'duo'bao'tong'zhi'yi 多孢同枝衣
'duo'bao'wu'bing'pan'jun 多孢无柄盘菌
'duo'bao'xiu'jun'ke 多胞锈菌科
'duo'bao'xiu'jun'shu 多胞锈菌属
'duo'bao'yi'ke 多孢衣科
'duo'bao'yi'shu 多孢衣属
'duo'bei'yin'lian'hua'bing'xiu'jun 多被银莲花柄锈菌
'duo'bian'bing'xiu'jun'yuan'bian'zhong 多变柄锈菌原变种
'duo'bian'ceng'fu'jun 多变层腹菌
'duo'bian'cheng'yi 多变橙衣
'duo'bian'gen'mao'mei 多变根毛霉
'duo'bian'mao'mei 多变毛霉
'duo'bing'yi'shu 多柄衣属
'duo'ceng'fu'ge'jun 多层伏革菌
'duo'ceng'ge'dian'jun 多层革垫菌
'duo'ceng'shi'rui 多层石蕊
'duo'ceng'wen'zi'yi 多层文字衣
'duo'cha'xiao'bao'fa 多叉小孢发
'duo'chan'qiu'nang'mei 多产球囊霉
'duo'ci'shu'fa 多刺树发
'duo'dai'shuan'jun 多带栓菌
'duo'di'wai'pan'jun 多地歪盘菌
'duo'ding'bing'xiu'jun 多顶柄锈菌
'duo'dui'bing'xiu'jun 多堆柄锈菌
'duo'er'mei 多耳霉
'duo'fen'zhi'ling'zhi 多分枝灵芝
'duo'fen'zhi'mao'mei 多分枝毛霉
'duo'ge'jian'jun'shu 多隔剑菌属
'duo'ge'lin'shi'mei 多隔林氏霉
'duo'ge'pi'nang'ti'hong'gu 多隔皮囊体红菇
'duo'gen'ying'pi'ma'bo 多根硬皮马勃
'duo'geng'qiu'nang'mei 多梗球囊霉
'duo'guo'dao'yi 多果岛衣
'duo'guo'di'tu'yi 多果地图衣
'duo'guo'shan'hu'zhi 多果珊瑚枝
'duo'guo'shi'huang'yi 多果石黄衣
'duo'guo'wu'geng'nang'mei 多果无梗囊霉
'duo'hua'qiang'wei'duo'bao'xiu'jun 多花蔷薇多胞锈菌
'duo'ji'bao'yi'ke 多极孢衣科
'duo'ji'bao'yi'shu 多极孢衣属
'duo'jiao'cao'bao'kong'jun 多角糙孢孔菌
'duo'jiao'chi'lie'jun 多角齿裂菌
'duo'jie'bao'shu 多节孢属
'duo'jin'ya'pan'jun 多筋亚盘菌
'duo'jing'chong'nang'jun'shu 多精虫囊菌属
'duo'jing'la'ge'jun 多晶蜡革菌
'duo'jun'bao'yi 多菌孢衣
'duo'ke'chong'cao 多壳虫草
'duo'kong'jun'ke 多孔菌科
'duo'kong'jun'mu 多孔菌目
'duo'kong'jun'shu 多孔菌属
'duo'liang'mao'mei 多量毛霉
'duo'lin'huang'huo'gu 多鳞黄火菇
'duo'lin'kou'mo 多鳞口蘑
'duo'lin'luo'gai'gu 多鳞裸盖菇
'duo'lin'nian'hua'gu 多鳞粘滑菇
'duo'lin'qiu'gai'gu 多鳞球盖菇
'duo'lin'ru'gu 多鳞乳菇
'duo'lin'si'gai'san 多鳞丝盖伞
'duo'lin'yan'si'san 多鳞沿丝伞
'duo'liu'bao'shu 多瘤胞属
'duo'liu'bao'shu 多绺孢属
'duo'mao'bao'shu 多毛孢属
'duo'mao'chi'pan'jun 多毛齿盘菌
'duo'mao'ke'shu 多毛壳属
'duo'mao'luo'gai'gu 多毛裸盖菇
'duo'mao'mao'er'yi 多毛猫耳衣
'duo'mao'si'gai'san 多毛丝盖伞
'duo'mo'xiao'rou'chi'jun 多沫小肉齿菌
'duo'nang'yi'shu 多囊衣属
'duo'nian'ceng'kong'jun 多年层孔菌
'duo'nian'gan'pi'kong'jun 多年干皮孔菌
'duo'nian'ni'ceng'kong'jun 多年拟层孔菌
'duo'nian'sheng'duo'kong'jun 多年生多孔菌
'duo'nian'sheng'ji'mao'jun 多年生集毛菌
'duo'nian'wo'kong'jun'shu 多年卧孔菌属
'duo'nian'yi'dan'zi'jun 多年异担子菌
'duo'pan'shi'er 多盘石耳
'duo'qiang'dun'jun'ke 多腔盾菌科
'duo'qiang'jun'ke 多腔菌科
'duo'qiang'jun'mu 多腔菌目
'duo'qiang'jun'shu 多腔菌属
'duo'qu'cha'zi 多曲茶渍
'duo'qu'dun'yi 多曲盾衣
'duo'rui'lao'guan'cao'bing'xiu'jun 多蕊老鹳草柄锈菌
'duo'se'gan'bao'yi 多色杆孢衣
'duo'se'hong'gu 多色红菇
'duo'se'niu'gan'jun 多色牛肝菌
'duo'she'jun'shu 多舌菌属
'duo'shi'bing'gan'yi 多室饼干衣
'duo'shi'lao'guan'cao'bing'xiu'jun 多氏老鹳草柄锈菌
'duo'si'pan'jun 多丝盘菌
'duo'si'pan'jun'shu 多丝盘菌属
'duo'tou'bei'bao'mei 多头被包霉
'duo'tou'jun'shu 多头菌属
'duo'wa'ma'an'jun 多洼马鞍菌
'duo'wang'cha'zi 多网茶渍
'duo'wang'yi'shu 多网衣属
'duo'wen'ge'gai'jun 多纹革盖菌
'duo'xing'bao'mao'mei 多型孢毛霉
'duo'xing'cha'zi 多形茶渍
'duo'xing'dan'mao'bao 多形单毛孢
'duo'xing'hui'qiu'jun 多形灰球菌
'duo'xing'lie'pan'jun'shu 多星裂盘菌属
'duo'xing'ma'bo 多形马勃
'duo'xing'qiang'kuai'jun 多形腔块菌
'duo'xing'shu'hua 多形树花
'duo'xing'si'mo'jun 多型丝膜菌
'duo'xing'tan'jiao'jun 多形炭角菌
'duo'xing'xiao'bao'fa 多形小孢发
'duo'yi'shu 垛衣属
'duo'you'pan'jun 多疣盘菌
'duo'you'si'gai'san 多疣丝盖伞
'duo'you'wu'gong'yi 多疣蜈蚣衣
'duo'you'ying'pi'ma'bo 多疣硬皮马勃
'duo'zhe'hong'gu 多褶红菇
'duo'zhe'lin'san 多褶鳞伞
'duo'zhe'rong'gai'niu'gan'jun 多褶绒盖牛肝菌
'duo'zhi'di'juan 多指地卷
'duo'zhi'lin'san 多脂鳞伞
'duo'zhi'pan'jun 多汁盘菌
'duo'zhi'ru'gu 多汁乳菇
'duo'zhi'ru'gu'shu 多汁乳菇属
'duo'zhi'ya'zhi'mei 多枝芽枝霉
'duo'zhou'huang'yuan'mao'mei'yi 多皱黄缘毛梅衣
'duo'zhou'ru'gu 多皱乳菇
'duo'zhu'ke'shu 多柱壳属
'duo'zuo'xian'chong'cao 多座线虫草
'e'bing'pan'jun'shu 恶柄盘菌属
'e'chang'sheng'pan'jun 萼长生盘菌
'e'chou'ying'pi'di'xing 恶臭硬皮地星
'e'er'hong'gu 厄尔红菇
'e'er'li'chang'shan'xiu 鹅耳枥长栅锈
'e'er'luo'san 厄尔裸伞
'e'fen'yi 腭粉衣
'e'gao'jun 鹅膏菌
'e'gao'ke 鹅膏科
'e'gao'shu 鹅膏属
'e'guan'cao'bing'xiu'jun 鹅观草柄锈菌
'e'lan'cai'bing'xiu'jun 遏蓝菜柄锈菌
'e'le'gang'rou'you'yi 俄勒冈肉疣衣
'e'mei'bing'xiu'jun 峨眉柄锈菌
'e'mei'hong'gu 峨嵋红菇
'e'mei'qiang'wei'duo'bao'xiu'jun 峨眉蔷薇多胞锈菌
'e'mei'ru'gu 峨眉乳菇
'e'zhuang'li'mao'pan'jun 萼状粒毛盘菌
'e'zhuang'mao'ding'jun 萼状毛钉菌
'en'le'di'xing 恩勒地星
'er'bao'jia'zhi 二孢假芝
'er'bao'tai'shu 二孢炱属
'er'bao'wai'dan'jun'shu 二孢外担菌属
'er'ce'pan'jun 耳侧盘菌
'er'cha'tan'jiao'jun 二叉炭角菌
'er'cha'zi 耳茶渍
'er'chi'jia'zhi 耳匙假芝
'er'chi'jun 耳匙菌
'er'chi'jun'ke 耳匙菌科
'er'chi'jun'shu 耳匙菌属
'er'ke'jun'shu 耳壳菌属
'er'kong'bing'xiu'jun 二孔柄锈菌
'er'lang'shan'san'ban'ke 二郎山散斑壳
'er'pan'jun'shu 耳盘菌属
'er'pan'wang'yi 耳盘网衣
'er'rui'song'cao'tan'hei'fen'jun 二蕊嵩草炭黑粉菌
'er'se'di'zhang'jun 二色地杖菌
'er'se'fei'yi 二色肺衣
'er'se'mao'ding'jun 二色毛钉菌
'er'se'shu'zhi'jun 二色树脂菌
'er'se'song'rou'jun 二色松肉菌
'er'se'sun'ge'jun 二色笋革菌
'er'si'kong'jun'shu 二丝孔菌属
'er'tou'bao'pan'jun 二头孢盘菌
'er'tou'bao'pan'jun'shu 二头孢盘菌属
'er'tuo'chong'nang'jun'shu 二托虫囊菌属
'er'xing'ge'gai'jun 二型革盖菌
'er'xing'ni'ji'hu'jun 二型拟技瑚菌
'er'xing'qiu'fen'yi 二型球粉衣
'er'xing'shan'hu'jun 二形珊瑚菌
'er'yuan'cong'zhi'hu 洱源丛枝瑚
'er'zhuang'ma'an 耳状马鞍
'er'zhuang'pan'jun 耳状盘菌
'er'zhuang'xiao'ta'shi'jun 耳状小塔氏菌
'er'zhuang'xiao'xiang'gu 耳状小香菇
'er'zhuang'xue'er 耳状靴耳
'er'zhuang'zhuang'gu 耳状桩菇
'fa'guang'lei'qi'gu 发光类脐菇
'fa'guang'xiao'mi'huan'jun 发光小蜜环菌
'fa'huo'mu'ceng'kong'jun 发火木层孔菌
'fa'ji'si'ma'an'jun 法吉斯马鞍菌
'fa'luo'mao'she'jun 法洛毛舌菌
'fa'mei'xiao'ao'de'mo 发霉小奥德蘑
'fa'san'jun'shu 法伞菌属
'fa'shi'ai'you'yi 法氏矮疣衣
'fa'xing'guang'bing'gu 发形光柄菇
'fa'xuan'jun'shu 发癣菌属
'fan'huang'cha'zi 帆黄茶渍
'fan'ji'hui'hei'fen 范基灰黑粉
'fan'jiao'er'ke 泛胶耳科
'fan'jiao'er'mu 泛胶耳目
'fan'jiao'er'shu 泛膠耳属
'fan'jing'shan'xiao'ao'de'mo 梵净山小奥德蘑
'fan'jing'tiao'bao'niu'gan'jun 梵净条孢牛肝菌
'fan'juan'huang'sui'ye 反卷黄髓叶
'fan'juan'xia'ye'yi 反卷狭叶衣
'fan'lin'shi'rui 繁鳞石蕊
'fan'sheng'niu'gan'jun 泛生牛肝菌
'fan'shi'liu'bing'xiu'jun 番石榴柄锈菌
'fan'xiang'ping'kou'yi 反向瓶口衣
'fang'ban'wang'yi 方斑网衣
'fang'bao'fen'zhe'jun 方孢粉褶菌
'fang'bao'qiang'kuai'jun 方孢腔块菌
'fang'chui'xing'shan'hu'jun 纺锤形珊瑚菌
'fang'chui'zhuang'hui'bao 纺锤状灰孢
'fang'feng'bing'xiu'jun 防风柄锈菌
'fang'hui'xiang'gan'shi'mei 方喙象干尸霉
'fang'she'bao'shu 放射孢属
'fang'she'dian'pan'jun 放射点盘菌
'fang'she'pan'shi'er 放射盘石耳
'fang'she'zhuang'bei'fang'ren'ge'jun 放射状北方韧革菌
'fang'xiang'bo'pi'kong'jun 芳香薄皮孔菌
'fang'xiang'ji'you'jun 芳香鸡油菌
'fang'xiang'la'ba'jun 芳香喇叭菌
'fang'xiang'niu'gan'jun 芳香牛肝菌
'fang'xiang'ren'san 芳香韧伞
'fang'xiang'xiao'mu'ceng'kong'jun 芳香小木层孔菌
'fang'xing'fen'zhe'xun 方形粉褶蕈
'fei'bai'hong'gu 非白红菇
'fei'bao'tu'chun'yi 肥孢凸唇衣
'fei'bing'xiu'jun'ke 肥柄锈菌科
'fei'bing'xiu'jun'shu 肥柄锈菌属
'fei'cui'wei'bao'yi 翡翠微孢衣
'fei'gu'wei'pi'san 腓骨微皮伞
'fei'gu'xiao'gu 腓骨小菇
'fei'hong'cheng'yi 非红橙衣
'fei'hong'chi'shi'san 绯红齿湿伞
'fei'hong'pan'jun 绯红盘菌
'fei'hong'rou'bei'jun 绯红肉杯菌
'fei'hong'shi'la'san 绯红湿蜡伞
'fei'hong'si'mo'jun 绯红丝膜菌
'fei'jiao'huan'bing'gu 肥脚环柄菇
'fei'lai'si'ni'gui'san 费赖斯拟鬼伞
'fei'lai'si'shuan'jun 费赖斯栓菌
'fei'li'gui'ji'kong'dan'bao'xiu'jun 菲利桂基孔单胞锈菌
'fei'lian'bing'xiu 飞廉柄锈
'fei'lian'qiao'xiu'jun 飞莲鞘锈菌
'fei'lian'yuan'pan'jun 飞廉圆盘菌
'fei'long'zhang'xue'jiao'shuang'bao'xiu'jun 飞龙掌血胶双胞锈菌
'fei'lv'bin'bing'bei'jun 菲律宾柄杯菌
'fei'lv'bin'bing'xiu'jun 菲律宾柄锈菌
'fei'lv'bin'hei'pan'yi 菲律宾黑盘衣
'fei'lv'bin'mai'er'xiu'jun 菲律宾迈尔锈菌
'fei'peng'bing'xiu 飞蓬柄锈
'fei'peng'dan'nang'ke 飞蓬单囊壳
'fei'se'shi'san 绯色湿伞
'fei'shi'chong'li'mei 飞虱虫疠霉
'fei'shi'chong'yi'mei 飞虱虫疫霉
'fei'shi'duo'nian'wo'kong'jun 费氏多年卧孔菌
'fei'shi'jia'hei'san 斐氏假黑伞
'fei'wang'zhuang'xiao'bao'fa 非网状小孢发
'fei'xie'kuai'jun 费歇块菌
'fei'xie'kuai'jun'shu 费歇块菌属
'fei'xuan'bai'chi'jun 非旋白齿菌
'fei'yi 肺衣
'fei'yi'ke 肺衣科
'fei'yi'ren'yang'du'jun 非怡人羊肚菌
'fei'yi'shu 肺衣属
'fei'zao'jia'bang'bao 肥皂荚棒孢
'fei'zhou'die'sheng'xing'mao'ge'jun 非洲叠生星毛革菌
'fei'zhou'duan'bing'cao'bing'xiu'jun'dai'wei'si'bian'zhong 非洲短柄草柄锈菌戴维斯变种
'fei'zhou'duo'nian'wo'kong'jun 非洲多年卧孔菌
'fei'zhou'fen'kong'jun 非洲粉孔菌
'fei'zhou'hei'dan'chao 非洲黑蛋巢
'fei'zhou'lai'te'wo'kong'jun 非洲赖特卧孔菌
'fei'zhou'lian'lei'kou'guo'fen'yi 非洲楝类口果粉衣
'fei'zhou'rou'you'yi 非洲肉疣衣
'fen'bai'niu'gan'jun 粉白牛肝菌
'fen'ban'cha'yi 粉瓣茶衣
'fen'ban'hui'dian'yi 粉斑灰点衣
'fen'ban'mei'yi 粉斑梅衣
'fen'ban'xing'dian'mei 粉斑星点梅
'fen'bao'ge'jun 粉孢革菌
'fen'bao'ge'jun'ke 粉孢革菌科
'fen'bao'ge'jun'shu 粉孢革菌属
'fen'bao'jian'mao'pan'jun 分孢尖毛盘菌
'fen'bao'ju'bing'xiu 粉苞苣柄锈
'fen'bao'jun'shu 粉孢菌属
'fen'bao'niu'gan'jun'shu 粉孢牛肝菌属
'fen'bao'shu 粉孢属
'fen'bao'ya'ying'kong'jun 粉孢亚硬孔菌
'fen'bei'chong'cao 粉被虫草
'fen'bei'hong'shi'rui 粉杯红石蕊
'fen'bei'shan'xiu'jun 粉被栅锈菌
'fen'bing'fen'san 粉柄粪伞
'fen'bing'hong'gu 粉柄红菇
'fen'cao'hui'mei'yi 粉槽灰梅衣
'fen'ce'dan'jun 粉侧担菌
'fen'chun'dai'yi 粉唇袋衣
'fen'chun'wu'gong'yi 粉唇蜈蚣衣
'fen'da'bao'yi 粉大孢衣
'fen'dai'yi 粉袋衣
'fen'de'le'tan'tuan'jun 芬德勒炭团菌
'fen'di'juan 粉地卷
'fen'dian'di'juan 粉点地卷
'fen'die'chong'dan'mei 粉蝶虫癉霉
'fen'die'chong'yi'mei 粉蝶虫疫霉
'fen'duo'kong'jun 粉多孔菌
'fen'gui'san 粪鬼伞
'fen'guo'yi'shu 粉果衣属
'fen'guo'yin'nang'yi 粉果隐囊衣
'fen'he'fen'bao'niu'gan'jun 粉褐粉抱牛肝菌
'fen'he'ge'bao'fu'ge'jun 粉褐隔孢伏革菌
'fen'he'guang'bing'jun 粉褐光柄菌
'fen'he'si'gai'san 粉褐丝盖伞
'fen'hei'wen'yi 焚黑文衣
'fen'hong'ci'pi'er 粉红刺皮耳
'fen'hong'di'xing 粉红地星
'fen'hong'gu 粉红菇
'fen'hong'la'san 粉红蜡伞
'fen'hong'mao'ding'gu 粉红铆钉菇
'fen'hong'tan'tuan'jun 粉红炭团菌
'fen'hong'xiao'gu 粉红小菇
'fen'hong'zhi'hu'jun 粉红枝瑚菌
'fen'huang'cha'zi 粉黄茶渍
'fen'huang'dai'yi 粉黄袋衣
'fen'huang'la'san 粉黄蜡伞
'fen'hui'ge'bao'fu'ge'jun 粉灰隔孢伏革菌
'fen'hui'zi'shi'san 粉灰紫湿伞
'fen'jia'yu'pan'jun 粪假雨盘菌
'fen'jie'er'mei 粉蚧耳霉
'fen'ju'yuan'ci'pan'jun 粪居缘刺盘菌
'fen'jun'yi'ke 粉菌衣科
'fen'jun'yi'mu 粉菌衣目
'fen'jun'yi'shu 粉菌衣属
'fen'ke'jun'gang 粪壳菌纲
'fen'ke'ke 粪壳科
'fen'ke'shi'ping'kou'yi 芬克氏瓶口衣
'fen'ke'shu 粪壳属
'fen'lan'zhi'hu'jun 芬兰枝瑚菌
'fen'li'hong'shi'san 粉粒红湿伞
'fen'li'kuai'jun 粪粒块菌
'fen'li'kuai'jun'shu 粪粒块菌属
'fen'li'shu'hua 粉粒树花
'fen'li'zuo'bao'shu 粉粒座孢属
'fen'luo'pan'jun'shu 粪裸盘菌属
'fen'lv'ru'gu 粉绿乳菇
'fen'mao'shan'hu'zhi 粉帽珊瑚枝
'fen'mo'cha'zi 粉末茶渍
'fen'mo'niu'gan'jun'shu 粉末牛肝菌属
'fen'mo'rou'you'yi 粉末肉疣衣
'fen'ni'er'shan'da'ye'mei 粉尼尔山大叶梅
'fen'pan'jun 粪盘菌
