'ai'er'bu'chou 哀而不愁
'dao'shi'gu'xiao 道士顾笑
'dao'shui'huo'zhe'zhi'qiu'mian'yu'ren'ye 蹈水火者之求免于人也
'dao'si'bu'gu 蹈死不顾
'dao'wu'lie'shu 道无列树
'dao'xiang'si'ye 道相似也
'dao'yu'de'wei'xu'wei 道与德为虚位
'dao'yuan'yan'lue 道远言略
'dao'zei'duo'you 盗贼多有
'dao'zei'gong'xing 盗贼公行
'dao'zei'man'ye 盗贼满野
'dao'zei'you'suo'quan 盗贼有所劝
'dao'zhe'xue 刀者削
'dao'zhi'chang'bin 道帙长摈
'dao'zhi'ri'sha'bu'gu 盗跖日杀不辜
'dao'zhi'suo'cun 道之所存
'dao'zhi'yi'de 道之以德
'dao'zhi'yi'zheng 道之以政
'dao'zhi'zhi'shou 盗跖之寿
'de'bei'su'wei 得备宿卫
'de'bu'hou'er'si'guo'zhi'an 德不厚而思国之安
'de'dai'zui'nian'gu'xia 得待罪辇毂下
'de'er'shi'ren 得二十稔
'de'fen'qi'she 得奋其舌
'de'fu'zi'er'ming'yi'zhang 得夫子而名益彰
'de'gao'er'hui'lai 德高而毁来
'de'ge'yu'si 得歌于斯
'de'guo'heng'yu'si 得国恒于斯
'de'hu 得乎
'de'jun'ru'han'wen 得君如汉文
'de'min 得民
'de'mo'hou'yan 德莫厚焉
'de'qi'cai 得其财
'de'qi'chuan 得其船
'de'qi'dao 得其道
'de'qi'di'bu'zu'yi'wei'li 得其地不足以为利
'de'qi'qing'er'fu'wei'zhi'ze'fu'yu 得其情而弗畏之则弗予
'de'qi'qing'er'wei'zhi'ze'yu 得其情而畏之则予
'de'qi'suo'de 德其所德
'de'qi'yan'er'bu'yan 得其言而不言
'de'qi'yi'gao'qian'yu'pian 得其遗稿千余篇
'de'qi'you'jue'zhe'jia'yan 得其尤绝者家焉
'de'qia'bai'xing 德洽百姓
'de'quan'yan 得泉焉
'de'ru'zeng'shen 得如曾参
'de'sheng'ren'zhi'qing 得圣人之清
'de'sheng'ren'zhi'shi 得圣人之时
'de'shi'li'bing 得失利病
'de'shuang'shi'yu'tan'shang 得双石于潭上
'de'si'bai'lang'si'bai'lu'yi'gui 得四白狼四白鹿以归
'de'tai'gong'yin'fu'zhi'mou 得太公阴符之谋
'de'wei'wu 得卫巫
'de'wu'shuo'er'cun'zhi 得吾说而存之
'de'wu'yan'qi'wei'yu'hu 得无厌其为迂乎
'de'wu'yi'hu 得无异乎
'de'wu'you'chu'yu'shan'shui'zhi'wai'zhe 得无有出于山水之外者
'de'xi'shan'hou'ba'ri 得西山后八日
'de'xian'ren'zhi'jiu'guan 得仙人之旧馆
'de'xing'dong'tian'di 德行动天地
'de'yang'ba'shu 得杨八书
'de'yang'ren'shu 得养人术
'de'yi'bai'jue 得以拜爵
'de'yi'chu'zui 得以除罪
'de'yi'jing'yan 得异境焉
'de'yi'lan'yan 得以览焉
'de'yi'shi'yan 得一士焉
'de'yu'zhou'nan'bai'bu'zhi'jin 得于州南百步之近
'de'ze'you'jia'yan 德泽有加焉
'de'zhang'zhe'shi'ci'yi'shu 得长者时赐一书
'de'zhi'xin'er'yu'zhi'jiu'ye 得之心而寓之酒也
'de'zhi'xiu'ming 德之休明
'de'zhi'yi'zai 德至矣哉
'de'zhi'yu'ye 德之舆也
'de'zong'hao'ju'cai 德宗好聚财
'de'zong'hao'yong'bing 德宗好用兵
'de'zong'yi'cai'ji'wei'shu 德宗以猜忌为术
'de'zong'yi'ke'ke'wei'neng 德宗以苛刻为能
'de'zui'yu'tian'wang 得罪于天王
'deng'ai'zhui'bing'yu'shu'zhong 邓艾缒兵于蜀中
'deng'bi'xi'shan'xi 登彼西山兮
'deng'chong'jun'liang 登崇俊良
'deng'chuan'qin 登川禽
'deng'dong'gao'yi'shu'xiao 登东皋以舒啸
'deng'gao'zuo'fu 登高作赋
'deng'jiang'you'shu 登降有数
'deng'lan'zhi'qing 登览之顷
'deng'ming'xuan'gong 登明选公
'deng'qiu'long 登虬龙
'deng'si'lou'ye 登斯楼也
'deng'wang'gu'xiang'er'xu'xi'xi 登望故乡而嘘唏兮
'deng'xian'shi 登显士
'deng'zhong'jun'zhi'ruo'guan 等终军之弱冠
'di'fan'wen 涤烦文
'di'guo'bin'zhi 敌国宾至
'di'jian'feng'fan'sha'niao 第见风帆沙鸟
'di'jie'heng'lu 地接衡庐
'di'jin'er'zhi 地尽而止
'di'jing 弟敬
'di'ku'neng'xu'san'chen'yi'gu'min 帝喾能序三辰以固民
'di'kuo'tian'chang 地阔天长
'di'li'huo'bu'de 地利或不得
'di'li'ming'hao'zhe'bu'yi'li'shang'xing 底厉名号者不以利伤行
'di'mu 抵暮
'di'nv'ling'yi'di'zuo'jiu'er'mei 帝女令仪狄作酒而美
'di'pai'yi'duan 觝排异端
'di'shi'han'wei 地实寒微
'di'shi'ji'er'nan'ming'shen 地势极而南溟深
'di'shi'xing'bian 地势形便
'di'shi'xuan'jue 地势悬绝
'di'wang'zhe'ge'shu'li'er'yi'wu 帝王者各殊礼而异务
'di'wei'yan'yue 帝谓弇曰
'di'wei'yi'zhi'er'wei'yi 帝位以之而危矣
'di'wo'yi'ye 敌我一也
'di'xi'lu 地潟卤
'di'xiang'bu'ke'qi 帝乡不可期
'di'xiong'die'wei'jun 弟兄迭为君
'di'ye'er'fu'wei'di 弟也而弗谓弟
'di'ying'qie'zeng 狄应且憎
'di'you'yu'li 地有余利
'di'zhi'cong'di'ye 帝之从弟也
'di'zhi'yi'ding 地制一定
'di'zhi'yu'wang 帝之与王
'di'zi'shi'xian'sheng 弟子事先生
'di'zi'zhi'zhi 弟子志之
'dian'dao'er'bu'yan 颠倒而不厌
'dian'fu'zhe'ji 甸服者祭
'dian'ren'ji'xin 甸人积薪
'dian'she'ting'liao 甸设庭燎
'dian'tang'men'wu 殿堂门庑
'dian'zhi'shu'shi'nian 典职数十年
'diao'gu'zhan'chang'wen 吊古战场文
'diao'ji'bu'zhi 吊祭不至
'diao'ming'gu'yu 钓名沽誉
'diao'ren 调人
'diao'ru'zhi'gu'yu'ru'zhi'ru'mu 吊汝之孤与汝之乳母
'diao'si'wen'ji 吊死问疾
'diao'wen'ke'lou 雕文刻镂
'diao'yu'shui 钓于水
'die'su'kong'zong'zhuang'qi'huai 牒诉倥偬装其怀
'die'wo'yao'di 迭我殽地
'die'ying'nu'po 叠颖怒魄
'ding'cheng'yu'shi 鼎铛玉石
'ding'ding'yu'zi 定鼎于兹
'ding'gong'xiang'zhi 定公飨之
'ding'ji'yu'xian'ye 定计于鲜也
'ding'mao'da'yu 丁卯大雨
'ding'nian'feng'shi 丁年奉使
'ding'qian'yu'shang 鼎迁于商
'ding'qian'yu'zhou 鼎迁于周
'ding'she'ji 定社稷
'ding'tou'lin'lin 钉头磷磷
'ding'wang'shi'dan'xiang'gong'pin'yu'song 定王使单襄公聘于宋
'ding'wang'shi'wang'sun'man'lao'chu'zi 定王使王孙满劳楚子
'ding'you 丁酉
'ding'you'yu 定犹豫
'ding'zhi'qing'zhong 鼎之轻重
'dong'bu'de'bi'han'dong 冬不得避寒冻
'dong'cang 冬藏
'dong'dao'zhi'bu'tong 东道之不通
'dong'de'bai'li'xi'yu'wan 东得百里奚于宛
'dong'du 东都
'dong'du'sui'xin'duo'cai'shi 东都虽信多才士
'dong'er'de'bang 动而得谤
'dong'er'jian'you 动而见尤
'dong'fa'zhou 东伐纣
'dong'fan'zhi'chen'tian'ying'qi'hou'zhi 东藩之臣田婴齐后至
'dong'fang'wei'ming 东方未明
'dong'ge'gao'yu'zhi'di 东割膏腴之地
'dong'guo'you'lu'lian'xian'sheng 东国有鲁连先生
'dong'hu'qi'yan'er'jian'hu'qi'wen 动乎其言而见乎其文
'dong'jian'yu'hai 东渐于海
'dong'ju'cheng'gao'zhi'xian 东据城皋之险
'dong'ling'hou'ji'fei 东陵侯既废
'dong'ling'hou'yue 东陵侯曰
'dong'liu'ru'yu'xiao'shui 东流入于潇水
'dong'nuan 冬暖
'dong'nuan'er'er'hao'han 冬暖而儿号寒
'dong'ran'you'shui'sheng 洞然有水声
'dong'rao'wu'huai 栋桡屋坏
'dong'ren'bi'shen 动人必深
'dong'ruo'han'wei 东弱韩魏
'dong'shan'zhi'yin 东山之阴
'dong'she'cui'beng 栋折榱崩
'dong'sheng'bu'yun'hu 董生不云乎
'dong'sheng'ju'jin'shi 董生举进士
'dong'sheng'mian'hu'zai 董生勉乎哉
'dong'shi'yi'yue 冬十一月
'dong'wang'wu'chang 东望武昌
'dong'xi'yi'she 东西一舍
'dong'xiang'er'dai'zhi 东向而待之
'dong'xin'hai'mu 动心骇目
'dong'yao'zhe'huo'tuo'er'luo'yi 动摇者或脱而落矣
'dong'ye 栋也
'dong'ye'yu'wu'shu 东野与吾书
'dong'ye'yun 东野云
'dong'ye'zhi'shu'geng'lan'zhi'bao 东野之书耿兰之报
'dong'ye'zhi'yi'yu'jiang'nan'ye 东野之役于江南也
'dong'yi'ke'ye 东亦客也
'dong'yi'mi'xue 冬宜密雪
'dong'yi'qin'qi 动一亲戚
'dong'yi'qiu 冬一裘
'dong'yin'sheng'ren 动引圣人
'dong'you'yao'han'zhi'gu 东有殽函之固
'dong'yu'yi'shi 东隅已逝
'dong'ze'wei 动则威
'dong'zhe'de'jiu 动辄得咎
'dong'zhi'ji'yun 东之济郓
'dong'zhi'yu'hai 东至于海
'dong'zhi'zhi'wu'feng'yu'shuang'lu'zhi'suo 动植之物风雨霜露之所
'dou'bo'bi'yan'yu'chu'zi'yue 斗伯比言于楚子曰
'dou'bo'bi'yue 斗伯比曰
'dou'jiu'zi'lao 斗酒自劳
'du'bai'xue'yi'fang'jie 度白雪以方洁
'du'bu'jian'fu'lei'lei'hu'kuang'ye'yu 独不见夫累累乎旷野与
'du'can'kang'le 独惭康乐
'du'cheng'guo'bai'zhi 都城过百雉
'du'chong'er'fu'shi 妒宠而负恃
'du'de'er'chu'zhi 度德而处之
'du'du'yan'gong'zhi'ya'wang 都督阎公之雅望
'du'er'huo 督尔获
'du'fu'niao'fu 读鵩鸟赋
'du'fu'zhi'xin 独夫之心
'du'gao'qi'yi 独高其义
'du'guan'hu'zhao'kuang'zhi'dao'ye 独观乎昭旷之道也
'du'han'wen'gong'qi'bu'yi 独韩文公起布衣
'du'hen'qi'bu'zao'er 独恨其不早耳
'du'hua'yu'tao'jun'zhi'shang 独化于陶钧之上
'du'ji'liang'hao'xia'hao'yi 杜季良豪侠好义
'du'kong'chen'si'zhi'hou 独恐臣死之后
'du'kuai'ru'qin 杜蒉入寝
'du'kuai'xi'er'yang'zhi 杜蒉洗而扬觯
'du'kuai'yang'zhi 杜蒉扬觯
'du'kuai'zi'wai'lai 杜蒉自外来
'du'lai'qiong'shan'zhong 独来穷山中
'du'mao'wei'zun 渎冒威尊
'du'meng'chang'jun'chuan 读孟尝君传
'du'mu 杜牧
'du'nian'fang'shan'zi'shao'shi'shi'jiu'hao 独念方山子少时使酒好
'du'pang'sou'er'yuan'shao 独旁搜而远绍
'du'qi'shi'ke'xing'yu'shi 独其诗可行于世
'du'qi'wei'wen'you'ke'shi 独其为文犹可识
'du'qi'wen 读其文
'du'qi'yi'zhan'er'sheng 睹其一战而胜
'du'qian'pei'gong'ru'guan 独遣沛公入关
'du'que'qi'xi'yi'mian 独缺其西一面
'du'ren'cheng'luan 独任成乱
'du'shen'gu'li 独身孤立
'du'shen'wei'gui'er 独身未贵耳
'du'shu'huai'du'xing'jun'zi'zhi'de 读书怀独行君子之德
'du'shu'yu'shui 读书欲睡
'du'shu'zhi'jun'shi 读书至君奭
'du'si'men 杜私门
'du'wang'pei'yu'jiao'duan 杜妄辔于郊端
'du'wei'xin'jiang 都尉新降
'du'wu'jun'ye'hu'zai 独吾君也乎哉
'du'wu'ren'zhi'jiao'jiao 独五人之皦皦
'du'xing'huai'li 黩刑坏礼
'du'xing'qi'yi 独行其意
'du'xing'shen'yi 黩刑甚矣
'du'yi'qi'si'yuan 独以其私怨
'du'yi'shi'ke'yi'yan 睹轶诗可异焉
'du'yu'fa'li'wei'wu 独与法吏为伍
'du'yu'mai'cheng'xiao'zhou'zhi'jue'bi'xia 独与迈乘小舟至绝壁下
'du'zhong'ri'yu'jian'gu'zhi'jian'xi 独终日于涧谷之间兮
'du'zi'de'zhi 独自得之
'du'zuo'chou'ku 独坐愁苦
'du'zuo'you'zhi'kou 杜左右之口
'duan'an'qian'chi 断岸千尺
'duan'bu'di 段不弟
'duan'gui'zhi'shi'han'kang 段规之事韩康
'duan'he'chuan'jie 短褐穿结
'duan'ru'yu'yan 段入于鄢
'duan'shi'zi'di'zhi'dao'yi 段失子弟之道矣
'duan'tou'zhi'cheng'shang 断头置城上
'dui'fu'tu'nu 堆阜突怒
'dui'shi'wan'zhi'jun 对十万之军
'dui'yue 对曰
'dun'sang'yu'bian 顿颡于边
'dun'tao'xiong'nu 遁逃匈奴
'dun'zu'qi'wu 顿足起舞
'duo'cai'yu'yi'ren'ye 多才与艺人也
'duo'chu'yu'gu'qiong'ren'zhi'ci'ye 多出于古穷人之辞也
'duo'di'shi 多坻石
'duo'gan'dan 堕肝胆
'duo'huai'ming'cheng 堕坏名城
'duo'hui'yu'ci 多会于此
'duo'lao'si'yu'qi'di 多老死于其地
'duo'qi'shi'shou'er'dao'mou'shi'yong 夺其世守而道谋是用
'duo'qi'suo'zeng 夺其所憎
'duo'qi'you'zhe'liu'bai'qi'shi'qi'pian 掇其尤者六百七十七篇
'duo'sha'he'wei 多杀何为
'duo'shi'si'yi 多事四夷
'duo'tan'xi'qi'xia 多叹息泣下
'duo'xi'zi'fang'yu'shan'dian'shui'ya'zhi 多喜自放于山巅水涯之
'duo'xian'ren'suo'yan 堕先人所言
'duo'xian'wang'zhi'ming'zhe 堕先王之名者
'duo'xing'bu'yi'bi'zi'bi 多行不义必自毙
'duo'you'fang'er'yin'qiao'mu 掇幽芳而荫乔木
'duo'yu'ji'shang'zhi'gong'nv 多于机上之工女
'duo'yu'jiu'tu'zhi'cheng'guo 多于九土之城郭
'duo'yu'nan'mu'zhi'nong'fu 多于南亩之农夫
'duo'yu'shi'ren'zhi'yan'yu 多于市人之言语
'duo'yu'zai'yu'zhi'su'li 多于在庾之粟粒
'duo'yu'zhi'zhong'qi 多予之重器
'duo'yu'zhou'shen'zhi'bo'lv 多于周身之帛缕
'duo'zhe'bai'yu'cheng 多者百余城
'duo'zhi'lie'fu 堕指裂肤
'duo'zhong'tu'zhi'liu'li'xi 多中土之流离兮
'e'da'guan'tuo'chang'shen'zhe 峨大冠拖长绅者
'e'de'wei'you'dao'zhi'shi'hu'zai 恶得为有道之士乎哉
'e'de'yi'zi'xia'yi'hu'zai 恶得以自暇逸乎哉
'e'er'jin'zhe'zhuo 俄而斤者斫
'e'guo'zhe'wei'zhi'yao'yan 遏过者谓之妖言
'e'hou'zheng'zhi'ji 鄂侯争之急
'e'mei'bu'ken'rang'ren 蛾眉不肯让人
'e'ming'ye 恶名也
'e'neng'bian'zhi'bu'huo 恶能辨之不惑
'e'neng'sheng'qi'ren'er'yu'kuai'hu 恶能胜其任而愉快乎
'e'neng'shi'hu'xing'ming'zai 恶能识乎性命哉
'e'neng'shi'yu'hou'shi'zai 恶能施于后世哉
'e'neng'yin'yi'dan'zai 恶能饮一石哉
'e'pang'chu 阿房出
'e'pang'gong'fu 阿房宫赋
'e'qi'xi'yi'xiu 恶气袭衣袖
'e'ren'wu'you'suo'ji 恶人无有所纪
'e'si'shou'yang'shan 饿死首阳山
'e'wan'mu'dao 扼腕墓道
'e'wei'ren'chen'zhao'qi'jun'zhi'guo'er 恶为人臣招其君之过而
'e'yan'bu'xiang 讹言不祥
'e'you'bu'zhan'zhe'hu 恶有不战者乎
'e'yu'chao'fa'er'xi'zhi'ye 鳄鱼朝发而夕至也
'e'yu'niu'yang 厄于牛羊
'e'yu'qi'bu'ke'yu'ci'shi'za'chu 鳄鱼其不可与刺史杂处
'e'yu'you'zhi 鳄鱼有知
'e'yu'zhi'han'yan'luan'yu'yu'ci 鳄鱼之涵淹卵育于此
'e'zhe'yi'si 恶者以肆
'e'zhi'xiao'wang 恶之孝王
'en'suo'jia'ze'si'wu'yin'xi'yi'miu 恩所加则思无因喜以谬
'er'an'er'ju'xi 尔安尔居兮
'er'an'ling'yi'wu'shi'li'zhi'di'cun 而安陵以五十里之地存
'er'an'yu'qi'wei 而安于其位
'er'ba'chi'zhe'ri'yi'lao 而把持者日益牢
'er'bai'guan'zhe 而百官者
'er'bai'jia'yan'huang'di 而百家言黄帝
'er'bai'nian'wu'ci'zuo'yi 二百年无此作矣
'er'bai'xing'qin'wan'bang'ning'zhe 而百姓亲万邦宁者
'er'ban'xian'wang'zhi'da'wu'yi'shang'si 而班先王之大物以赏私
'er'bei'wu'jia'bing 而被吾甲兵
'er'bi'hou'shi'zhi'wu'wei'wang 而必后世之无危亡
'er'bi'jie'you 而彼皆有
'er'bi'lai'qi'zi'sun'yi 而庇赖其子孙矣
'er'bi'shan'dong'zhi'zhu'hou 而蔽山东之诸侯
'er'bi'shou'qie'fa 而匕首窃发
'er'bi'xia'shuo'zhi 而陛下说之
'er'bi'yi'fu'yi 而彼已服矣
'er'bi'yi'jian'ji'tian'xia'ye 而必以兼济天下也
'er'bi'zhang'yu'chan 而蔽障于谗
'er'bo'le'bu'chang'you 而伯乐不常有
'er'bo'yi'shu'qi'chi'zhi 而伯夷叔齐耻之
'er'bu'bei'zhe'wu'qiong'qi'yi 而不悲者无穷期矣
'er'bu'cha'shu'yuan'zhi'xing'ye 而不察疏远之行也
'er'bu'de'ji'hu'you'zhi'le'ye 而不得极乎游之乐也
'er'bu'de'yu'ru'xiang'yang'yi'sheng'xiang 而不得与汝相养以生相
'er'bu'gan'er'yan 而不敢贰焉
'er'bu'gan'yi'ji'lv 而不敢易纪律
'er'bu'ji'jin'ling'you'gong'yu'guo 而不及今令有功于国
'er'bu'ji'zao'tu'zhi 而不及早图之
'er'bu'jiao'zhi'bi 而不交之弊
'er'bu'jie'wu'dao 而不借吾道
'er'bu'jin'qi'neng 而不矜其能
'er'bu'ke'yi'mou'tian 而不可以谋天
'er'bu'ke'yu'yue 而不可逾越
'er'bu'mian'yu'mie'wang 而不免于灭亡
'er'bu'mian'zhi'zhi'wang 而不勉之至王
'er'bu'neng'hui'xian'zong'zhi'huo 而不能回宪宗之惑
'er'bu'neng'mi'huang'fu'bo'li'feng'ji 而不能弭皇甫镈李逢吉
'er'bu'neng'shi'qi'shen'yi'ri'an'yu 而不能使其身一日安于
'er'bu'neng'xia'ren'zhe 而不能下人者
'er'bu'neng'zi'yong'qi'cai'ye 而不能自用其才也
'er'bu'qi'li 而布其利
'er'bu'qian'hu'bei'luan'zhi'yu 而不牵乎卑乱之语
'er'bu'shi'yu'dao'ju'zhi'suo'bu'ji 而不施于刀锯之所不及
'er'bu'shuo'tian'chang'zhi'xian 而不说田常之贤
'er'bu'wei'shen'mou 而不为身谋
'er'bu'wei'zhi'suo 而不为之所
'er'bu'wo'yu 而不我与
'er'bu'wu'xin 而不吾信
'er'bu'xing'yu'jue'lu'zhi'suo'bu'jia 而不行于爵禄之所不加
'er'bu'yi'guo'jia'wei'shi 而不以国家为事
'er'bu'yi'tian'xia'guo'jia'wei'shi 而不以天下国家为事
'er'bu'yi'zhi'tu 而布衣之徒
'er'bu'you'tian'xia'zhe'zhi'suo'neng'an 而不忧天下者之所能安
'er'bu'you'yu'wu'zhi'wai 而不游于物之外
'er'bu'yu'wu'gong'an'li'zhi 而不与吾共安利之
'er'bu'zai'hu'tai'zhi'cun'wang'ye 而不在乎台之存亡也
'er'bu'zhi'fu'rang'hou'fang'shou'ming'hu 而不知夫穰侯方受命乎
'er'bu'zhi'han'di'qi'long'mu'zhi'zhong 而不知汉帝起陇亩之中
'er'bu'zhi'he'hu'shi 而不知合乎世
'er'bu'zhi'qi'suo'zhi 而不知其所止
'er'bu'zhi'qi'xin 而不知其心
'er'bu'zhi'ren'zhi'le 而不知人之乐
'er'bu'zhi'tai'shou'zhi'le'qi'le'ye 而不知太守之乐其乐也
'er'bu'zhi'tong'hu'su 而不知同乎俗
'er'bu'zhi'ye 而不知也
'er'bu'zhi'zhi'yan 而不知止焉
'er'bu'zhi'zi'sun'zu'kun'yu'di'guo 而不知子孙卒困于敌国
'er'bu'zi'zhi'ye 而不自知也
'er'chang'kou'chou 而长寇雠
'er'chang'zhi'qin'miao 而尝之寝庙
'er'chao'ren'du'xin'zhi'shen'si'zhi'zhi 而潮人独信之深思之至
'er'chao'zhu'jun 而朝诸君
'er'chen'shuai 而臣衰
'er'cheng'lian'zi'wu'dou'er'lai 尔诚恋兹五斗而来
'er'cheng'shun'wei'cong'ming'zhi'sheng'zhe 而称舜为聪明之圣者
'er'cheng'yu'yi'ji'zhi'jian 而逞于一击之间
'er'cheng'zhou'gong'zhi'gong'bu'shuai 而称周公之功不衰
'er'cheng'zhu'hou 而惩诸侯
'er'chi'su'you'shi 而迟速有时
'er'chi'xue'yu'shi 而耻学于师
'er'chi'ya'dong'yao 而齿牙动摇
'er'chu'bing'yi'gong'qi'zhi'gang'shou 而出兵以攻齐之刚寿
'er'chu'yu'zhi'li'zhi'suo'bu'ji'zhe 而出于智力之所不及者
'er'chu'zhi'zhong'tu 而处之中土
'er'chuan'rong'rong 二川溶溶
'er'chuan'zhe'gai'shao 而传者盖少
'er'chun'gu'dan'bo 而纯古淡泊
'er'ci'du'yi'zhong'ming 而此独以钟名
'er'ci'jue'shou'feng 而赐爵受封
'er'ci'neng'cha'han'wei'zhi'qing'yi'jian 而疵能察韩魏之情以谏
'er'ci'zhi'meng 而赐之盟
'er'ci'zhi'zhi'mou'zhong'gao 而疵之智谋忠告
'er'cong'si'yue'zhi'yong'gun'ye 而从四岳之用鲧也
'er'cong'yu'qiang'ling 而从于强令
'er'cun'xian'wang'zhi'miao'ye 而存先王之庙也
'er'cun'xin'yi 而存信义
'er'cuo'tian'xia'yu'tai'shan'zhi'an 而措天下于泰山之安
'er'da'sheng'fa'yu'shui'shang 而大声发于水上
'er'dai'tian'xia'yi'jun'zi'chang'zhe'zhi 而待天下以君子长者之
'er'dao'ji'tian'xia'zhi'ni 而道济天下之溺
'er'dao'ju'bu'zu'yi'cai'ye 而刀锯不足以裁也
'er'dao'lu'ruo'sai 而道路若塞
'er'dao'zei'zhi'bu'zu'yi'si'ye 而盗贼之不足以死也
'er'dao'zhi'yi'xun'ci 而导之以训辞
'er'de'you'xiong'you'ji 而德有凶有吉
'er'de'zhi'er'wei'sheng 耳得之而为声
'er'deng'yu'ren'xi'zhe'ye 而登于衽席者也
'er'di'zi'zhi'zhi'bu'juan 而弟子志之不倦
'er'diao'qi'bu'zhong 而吊其不终
'er'diao'zhi'yi'wen'yue 而吊之以文曰
'er'dong'du'chu'shi'zhi'lu'wu'ren'yan 而东都处士之庐无人焉
'er'du'bu'shi'wang'hou 而独不事王侯
'er'du'bu'zu'zi'suo'hu 而独不足子所乎
'er'du'wei'shi'wu 而独为是物
'er'du'wo'ye'hu 而独我也乎
'er'du'yi'zhi'li'shan'zhe 而都邑之丽山者
'er'e'jie'yi'wei'zhi'zhe 而恶讦以为直者
'er'e'shui'bu'kui'yi'ju 而恶谁不愧以惧
'er'e'yu'han'ran'bu'an'xi'tan 而鳄鱼睅然不安溪潭
'er'er'bu'bi 迩而不逼
'er'er'guo'yi'wei 而二国以危
'er'er'san'zi'yi'wei'ji'li 而二三子以为己力
'er'er'zhi'zhi 贰而执之
'er'fa'cang'cang 而发苍苍
'er'fa'yu'ren'zhi'suo'hu'zhe'ye 而发于人之所忽者也
'er'fan'ju'yi'wei'you 而范雎以为忧
'er'fan'wei'li'zhe'hu 而反为利者乎
'er'fang'gong'hai'neng'zhi'chen'jin'wei'wan 而妨功害能之臣尽为万
'er'fang'zhi'hai 而放之海
'er'fei'san'zi'zhe'ze'wu'yi'sui'qi 而非三子者则无以遂其
'er'fei'sheng'ren'zhi'cai 而非圣人之才
'er'fei'zhi'zhi'qing'zhuo'zhi'yuan'ye 而非制治清浊之源也
'er'feng'he'yu'yan 而风何与焉
'er'feng'yi'gao'yu'zhi'di 而封以膏腴之地
'er'feng'yu'ye'zhi'ye 而风雨夜至也
'er'fu'gui'yu'wu'wu'zhe 而复归于无物者
'er'fu'ren'yi'you'jia'wei'lao'xin 而夫人以有家为劳心
'er'fu'sheng'ruo'meng 而浮生若梦
'er'fu'wen'qi'qie'yue 而复问其妾曰
'er'fu'zhi'ku'qi'zi'qi'zhi'ku'qi 而父之哭其子妻之哭其
'er'fu'zi'zhi'suo'yu'gong'pin'jian'zhe 而夫子之所与共贫贱者
'er'gan'nian'chou'xi 而感念畴昔
'er'gan'yu'qie'fu 而敢于窃符
'er'gao'bu'shi'zhi'xin 而高不事之心
'er'gao'kui'ji'qi'deng'er'shi'er'ren 而皋夔稷契等二十二人
'er'gao'yi'cheng'gong 而告以成功
'er'gao'zhi'yi'xiang'xing 而告之以祥刑
'er'gao'zhi'yue 而告之曰
'er'ge'hu'wu'wu'kuai'er'mu'zhe 而歌呼呜呜快耳目者
'er'ge'lie'qi'hui'zhi'yi 而割裂弃毁之矣
'er'gong'bao'mao'bu'ru 尔贡包茅不入
'er'gong'ran'de'zhi 而公然得之
'er'gong'shi'she'ji 而功施社稷
'er'gong'shou'zhi'shi'yi'ye 而攻守之势异也
'er'gong'tian'xia'zhi'suo'bu'yu 而攻天下之所不欲
'er'gong'zhi'liao'er'zi 二公之料二子
'er'gong'zu'yi'zhi'dao'bu'rong'yu'shi 而公卒以直道不容于时
'er'gou'yi'qiu'ming'zhi'suo'neng'ye 而苟以求名之所能也
'er'gu'lao'jie'wu'zai'zhe 而故老皆无在者
'er'guan'cai'bu'mian'yan 而管蔡不免焉
'er'guan'shi'yi'you'san'gui 而管氏亦有三归
'er'guan'yu'qi'shi 而观于其市
'er'guan'zhong'yin'er'ling'yan'xiu'zhao'gong 而管仲因而令燕修召公
'er'guang'shi'de'yu'tian'xia'zhe'ye 而广施德于天下者也
'er'gui'chen'qie'yu'wu'zhe 而归臣妾于吴者
'er'gui'qi'wu'shi'zhi'dang'yan 而归其屋食之当焉
'er'gui'shen'fa'zhu 而鬼神乏主
'er'gui'shi'ru 而归视汝
'er'gui'ye'zhang'ye 而规也章也
'er'gui'zhi'yu'qin 而归直于秦
'er'guo'min'bao'yan 而国民保焉
'er'guo'tu'qi'she'ji 二国图其社稷
'er'guo'wan'li'zhi'liang 而裹万里之粮
'er'guo'wu'juan'ji'zhe 而国无捐瘠者
'er'guo'you'hao 二国有好
'er'guo'zhi'rong 二国治戎
'er'hai'nei'zhi'jian'shen'dai'fu'zhi'jin 而海内之荐绅大夫至今
'er'han'wei'cheng'zhi'yu'hou 而韩魏乘之于后
'er'han'xin'xi'ji'yi'jiang 而韩信袭击已降
'er'hao'jin'yan'yu'luan'guo 而好尽言于乱国
'er'hao'wu'gao'ye 而号无告也
'er'he'zhi 尔何知
'er'hou'chan'ru'zhi 而后谗入之
'er'hou'chong'sheng'zhi 而后虫生之
'er'hou'chu'wang'hu'hai'zhi'ting 而后楚王胡亥之听
'er'hou'feng'huang'ji 而后凤皇集
'er'hou'ji'an 而后即安
'er'hou'ji'qi'shu'yuan'zhi'xian 而后及其疏远之贤
'er'hou'ji'zhi 而后击之
'er'hou'ju'yu 而后举虞
'er'hou'ke'yi'dong'yu'xian 而后可以动于险
'er'hou'ke'yi'si 而后可以死
'er'hou'ke'yu'zhi'jie'si 而后可与之皆死
'er'hou'liang'yan'jin 而后良言进
'er'hou'lv'zhi 而后履之
'er'hou'neng'guang'ming 而后能光明
'er'hou'ren'ai'zhi 而后人哀之
