'an'ji'che'gang 按及车缸
'xin'xiong'bu'an 心胸不安
'xin'xiong'jian'xu 心胸间虚
'xin'xiong'zhong'da'han'tong 心胸中大寒痛
'xin'zhong'ao'nao'er're 心中懊憹而热
'xin'zhong'ao'nao'huo're'tong 心中懊憹或热痛
'xin'zhong'e'han'bu'zu'zhe 心中恶寒不足者
'xin'zhong'feng'zhe 心中风者
'xin'zhong'han'zhe 心中寒者
'xin'zhong'ji 心中饥
'xin'zhong'jian 心中坚
'xin'zhong'pi 心中痞
'xin'zhong're 心中热
'xin'zhong'ru'dan'suan'qi'zhuang 心中如啖蒜薺状
'xin'zhong'teng're 心中疼热
'xin'zhong'tong'er'zi'fan 心中痛而自烦
'xin'zhong'wen'wen'ye'ye'zhe 心中温温液液者
'xing'dai'yu 行带伛
'xing'dong'ru'chang 行动如常
'xing'lao'bu'shou 杏酪不熟
'xing'qi'zhen'yao 行其针药
'xing'ren'yi'sheng 杏仁一升
'xing'ru'shui'zhuang 形如水状
'xing'ru'zui'ren 形如醉人
'xing'ti'sun'fen 形体损分
'xing'zi'tang'fang 杏子汤方
'xiong'bei'tong 胸背痛
'xiong'bi 胸痹
'xiong'bi'bu'de'wo 胸痹不得卧
'xiong'bi'huan'ji'zhe 胸痹缓急者
'xiong'bi'xin'tong'duan'qi'bing'mai'zheng'zhi'di'jiu 胸痹心痛短气病脉证治第九
'xiong'bi'xin'zhong'pi 胸痹心中痞
'xiong'bi'zhi'bing 胸痹之病
'xiong'gui'jiao'ai'tang'fang'fu'ren'huai'shen 芎归胶艾汤方妇人怀娠
'xiong'huang 雄黄
'xiong'huang'ting'li 雄黄葶苈
'xiong'huang'xun'fang 雄黄熏方
'xiong'huang'xun'zhi 雄黄熏之
'xiong'ji'guan 雄鸡冠
'xiong'man 胸满
'xiong'man'kou'zao'zhe 胸满口燥者
'xiong'man'zhe 胸满者
'xiong'shang'you'han 胸上有寒
'xiong'shu'shi'er'qi'li 雄鼠屎二七粒
'xiong'xie'ku'tong 胸胁苦痛
'xiong'xie'man 胸胁满
'xiong'xie'ni'man 胸胁逆满
'xiong'xie'zhi'man 胸胁支满
'xiong'zhong'han'shi'er'li'bu'zhi'zhe 胸中寒实而利不止者
'xiong'zhong'jia'cuo 胸中甲错
'xiong'zhong'qi'sai 胸中气塞
'xiong'zhong'tong 胸中痛
'xiong'zhong'you'liu'yin 胸中有留饮
'xiong'zhong'zhi 胸中窒
'xu'de'xia'li'qing'gu'bu'zhi 续得下利清谷不止
'xu'han'xiang'bo 虚寒相搏
'xu'jie'yong'nong 蓄结痈脓
'xu'lai'han're 续来寒热
'xu'lao'bu'zu 虚劳不足
'xu'lao'li'ji 虚劳里急
'xu'lao'xu'fan'bu'de'mian 虚劳虚烦不得眠
'xu'lao'yao'tong 虚劳腰痛
'xu'lao'zhu'bu'zu 虚劳诸不足
'xu'ming'tang'zhi'zhong'feng'fei 续命汤治中风痱
'xu'nan'xiang'bo 虚难相搏
'xu'ruo'fu're'han'chu'zhe 虚弱浮热汗出者
'xu'shi'jin'xian 虚实紧弦
'xu'xu'bao'jie 徐徐抱解
'xu'yu 须臾
'xu'yu'dang'chai 须臾当差
'xu'yu'fu'zhi 须臾复止
'xu'ze'wei'qi'bu'zu 虚则卫气不足
'xu'ze'yi'niao 虚则遗尿
'xu'zhe'bu'zhi 虚者不治
'xu'zhe'ji 虚者即
'xu'zhi'qie'ji'zhe'yi 须知切忌者矣
'xu'zhi'shu'shi'ri'bu'jie 续之数十日不解
'xu'zi'han'chu 续自汗出
'xuan'fu'hua'tang'fang 旋复花汤方
'xuan'fu'hua'tang'zhu'zhi 旋复花汤主之
'xuan'ji'zhe 眩悸者
'xuan'yin'nei'tong 悬饮内痛
'xue'bi 血痹
'xue'bi'bing'cong'he'de'zhi 血痹病从何得之
'xue'bi'xu'lao'bing'mai'zheng'bing'zhi'di'liu 血痹虚劳病脉证并治第六
'xue'bu'li'ze'wei'shui 血不利则为水
'xue'bu'zu'ze'xiong'zhong'leng 血不足则胸中冷
'xue'han'ji'jie'bao'men 血寒积结胞门
'xue'mai'xiang'chuan 血脉相传
'xue'qi'ru'zang'ji'si 血气入藏即死
'xue'qi'shao'ye 血气少也
'xue'qi'shao'zhe'shu'yu'xin 血气少者属于心
'xue'wei'zhi'ning'zhi 血为之凝滞
'xue'xu'er'jue 血虚而厥
'ya'luan'bu'ke'he'bie'rou'shi'zhi 鸭卵不可合鳖肉食之
'yan'ba'dou'nei'zhong 研巴豆内中
'yan'duo'shi 盐多食
'yan'gan'bu'he 咽干不喝
'yan'gan'bu'ke 咽干不渴
'yan'gan'kou'zao 咽干口燥
'yan'hou'bu'li 咽喉不利
'yan'hou'tong 咽喉痛
'yan'hu'xuan'mao 奄忽眩冒
'yan'rou'wu'shi 燕肉勿食
'yan'zao'bu'ke 咽燥不渴
'yan'zao'er'ke 咽燥而渴
'yan'zao'yu'yin'shui 咽燥欲饮水
'yan'zhong'zhan'zhan 咽中占占
'yang'bing'shi'ba 阳病十八
'yang'bu 阳部
'yang'dan'zheng'xu'zai'er 阳旦证续在耳
'yang'du'zhi'wei'bing 阳毒之为病
'yang'gan'gong'sheng'jiao'shi'zhi 羊肝共生椒食之
'yang'ming'bing 阳明病
'yang'qi'bu'tong'ji'shen'leng 阳气不通即身冷
'yang'qi'du'fa 阳气独发
'yang'qi'du'sheng 阳气独盛
'yang'qi'shuai'zhe'wei'kuang 阳气衰者为狂
'yang'qian'tong'ze'e'han 阳前通则恶寒
'yang'rou'bu'ke'gong'sheng'yu'lao'shi'zhi 羊肉不可共生鱼酪食之
'yang'rou'qi'you'su're'zhe 羊肉其有宿热者
'yang'shi'sheng 阳始生
'yang'shuai'zhi'hou 阳衰之后
'yang'sun'yin'sheng 阳损阴盛
'yang'ti'jia'zhong'you'zhu'zi'bai'zhe 羊蹄甲中有珠子白者
'yang'wei'xie'feng 痒为泄风
'yang'wei'yin'xian 阳微阴弦
'yang'zhong'you'yin 阳中有阴
'yao'cheng'ru'nao 药成入脑
'yao'kuan'chi'tong 腰髋弛痛
'yao'teng 腰疼
'yao'tong'bei'qiang'bu'neng'xing 腰痛背强不能行
'yao'yi'shang'zhong 腰以上肿
'yao'yi'xia'dang'zhong'ji'yin 腰以下当肿及阴
'yao'yi'xia'leng'tong 腰以下冷痛
'yao'yi'xia'zhong 腰以下肿
'yao'zhong'jie'bu'ke'yong 药中皆不可用
'yao'zhong'leng 腰中冷
'ye'ji'zai'xia'yue 暍既在夏月
'ye'ju'bu'ke'tong'mi'shi'zhi 野苣不可同蜜食之
'ye'sai'xi'xi'ru'yang 噎塞习习如痒
'ye'shi'sheng'cai 夜食生菜
'ye'shi'ye 暍是也
'ye'shi'zhu'jiang'suan'cong'deng 夜食诸姜蒜葱等
'ye'yi'fu 夜一服
'ye'you'leng 叶尤冷
'ye'yuan'er'guang 叶圆而光
'yi'bai'fen'shao'xu 以白粉少许
'yi'bao'xi'le'li 以胞系了戾
'yi'bei'gai'fu 衣被盖覆
'yi'bie'jia'jian'wan 宜鳖甲煎丸
'yi'bing'bu'jin'gu'ye 以病不尽故也
'yi'bing'fa'shi'huo'jie'qi'han 以病发时火劫其汗
'yi'bing'ren'zhi'nei'zhong 以病人栉内中
'yi'bu'ke'he'kui'shi'zhi 亦不可合葵食之
'yi'bu'yi'shi 亦不宜食
'yi'chai'hu'yang 宜柴胡杨
'yi'chang'fu'dang'gui'san'zhu'zhi 宜常服当归散主之
'yi'cheng'ye'yu 亦成野芋
'yi'ci'bie'zhi 以此别之
'yi'ci'xiang'zhi 以此详之
'yi'ci'zhi'wei 以此致危
'yi'cu'jiang'shui'fu'zhi 以醋浆水服之
'yi'da'chai'hu'tang 宜大柴胡汤
'yi'da'cheng'qi'tang 宜大承气汤
'yi'da'cheng'qi'tang'zhu'zhi 宜大承气汤主之
'yi'da'cheng'qi'yang 宜大承气扬
'yi'da'huang'fu'zi'tang 宜大黄附子汤
'yi'da'huang'xiao'shi'tang 宜大黄硝石汤
'yi'dan'tian'you're 以丹田有热
'yi'de'jia'zi 以得甲子
'yi'fa'qi'han 以发其汗
'yi'fan'xia'zhi 医反下之
'yi'fei'tang'san'sheng'he'qu'zhi 以沸汤三升和取汁
'yi'gan'bu'zhi'jia 以肝补之佳
'yi'gan'xi'tou 以泔洗头
'yi'gua'di'san 宜瓜蒂散
'yi'gui'zhi'jia'huang'qi'tang'zhu'zhi 宜桂枝加黄芪汤主之
'yi'han'chu'ru'shui'zhong'yu 以汗出入水中浴
'yi'hou'ke'zhe 已后渴者
'yi'hui'wei'si'pang 以灰围四旁
'yi'ji'zi'bai'bing'jiu'he 以鸡子白并酒和
'yi'jiao'li'huang'wan'zhu'zhi 已椒苈黄丸主之
'yi'jin'shui 亦禁水
'yi'jin'yin'zhe'er'bian 以金银着耳边
'yi'jing'qi 益精气
'yi'ke'kou'wa'wan'di 亦可扣瓦碗底
'yi'ke'yong're'ni'he'qu'cao 亦可用热泥和屈草
'yi'ke'yong'ye 亦可用也
'yi'kuai'tu'wei'du'er'zhi 以快吐为度而止
'yi'leng'yin'zhi 宜冷饮之
'yi'li'leng'shi 衣里冷湿
'yi'li'xiao'bian'fa'han 宜利小便发汗
'yi'li'xu'ye 以里虚也
'yi'li'yao'xia'zhi 宜利药下之
'yi'ling'lin'mi'bu'tong 亦令淋秘不通
'yi'mai'ren 以埋人
'yi'mian'chan'jin'ru'jian 以绵缠筋如茧
'yi'mo'ji'shang 已摩疾上
'yi'neng'fu'zhou 亦能覆舟
'yi'neng'hai'wan'wu 亦能害万物
'yi'nuan'shui'ku'jiu'fu'da'dou'xu'san'si'wan 以暖水苦酒服大豆许三四丸
'yi'qi'ren'xue'xu 以其人血虚
'yi'qi'ren'zhu'bi 以其人逐痹
'yi'qi'shao'gui'jiu'tang'zhu'zhi 宜芪芍桂酒汤主之
'yi'qi'yin'xian'gu'ye 以其阴弦故也
'yi'qu'qi'shui 以去其水
'yi'ren'mo'luo'bi'jing 一人摩捋臂胫
'yi'ren'yi'jiao'ta'qi'liang'jian 一人以脚踏其两肩
'yi'ren'yi'shou'an'ju'xiong'shang 一人以手按据胸上
'yi'ri'yi'shang 一日以上
'yi'shang'xu'bu'neng'zhi'xia'gu'ye 以上虚不能制下故也
'yi'shao'yang'zhi 以勺扬之
'yi'shen'jin'fa're'er'huang 一身尽发热而黄
'yi'shen'jin'teng 一身尽疼
'yi'shen'jin'teng'tong 一身尽疼痛
'yi'shen'mian'mu'fu'zhong 一身面目浮肿
'yi'shen'mian'mu'huang'zhong 一身面目黄肿
'yi'shen'qi'wan'zhu'zhi 宜肾气丸主之
'yi'shen'xi'zhong 一身悉肿
'yi'shi'zao'tang 宜十枣汤
'yi'shou'yan'zhong'shang 以手掩肿上
'yi'shui'fu 以水服
'yi'shui'wu'sheng 以水五升
'yi'shui'yi'da'sheng 以水一大升
'yi'si 亦死
'yi'si'niu 疫死牛
'yi'si'niu'rou 疫死牛肉
'yi'sui 一岁
'yi'suo'bu'liao 医所不疗
'yi'tong'zi'xiao'bian 以童子小便
'yi'tu'xia'zhi'bu 医吐下之不
'yi'wei'de'jia'zi 以未得甲子
'yi'wen'yao'fu'zhi 以温药服之
'yi'wen'yao'xia'zhi 以温药下之
'yi'wu'gua'di'tang'zhu'zhi 一物瓜蒂汤主之
'yi'wu'ku'lao'zhi 亦勿苦劳之
'yi'xi'shen 以洗身
'yi'xi'xin'gan'jiang'wei're'yao'ye 以细辛干姜为热药也
'yi'xia'ru'chi'zhong'zhe 益下入尺中者
'yi'xia'yu'xue'tang'zhu'zhi 宜下瘀血汤主之
'yi'xia'zhi 医下之
'yi'xin'xia'you'zhi'yin'gu'ye 以心下有支饮故也
'yi'xiu'fu'jian 一宿腹减
'yi'xu'zhe'chi'guan'zhi 亦须折齿灌之
'yi'xue'xu'le'jue 以血虚了厥
'yi'yang'fa'jiu'zhi 以阳法救之
'yi'yi'fu'zi'bai'jiang'san'fang 薏苡附子败酱散方
'yi'yi'fu'zi'bai'jiang'san'zhu'zhi 薏苡附子败酱散主之
'yi'yi'fu'zi'san'fang 薏苡附子散方
'yi'yi'fu'zi'san'zhu'zhi 薏苡附子散主之
'yi'yi'wei'liu'yin'er'da'xia'zhi 医以为留饮而大下之
'yi'yin'fa'jiu'zhi 以阴法救之
'yi'yin'shi'xiao'xi'zhi'zhi 以饮食消息止之
'yi'yin'yi'dou 以饮一斗
'yi'yong'gan'wei'zhi'yao'tiao'zhi 益用甘味之药调之
'yi'you're'gu'ye 以有热故也
'yi'yu'shi'fu'bu'neng'shi 意欲食复不能食
'yi'yue'yi'ri'fa 以月一日发
'yi'yun'bu'ke'he'zhu'gan'shi 一云不可合猪肝食
'yi'yun'ci'ke'fa'han 医云此可发汗
'yi'zhe 一者
'yi'zhe'bing'jing 一者病痉
'yi'zhe'ye'ren 以着暍人
'yi'zhen'yin'yang'qi 宜针引阳气
'yi'zhi'jian'ji 亦致坚积
'yi'zhi'lao'nue 亦治劳疟
'yi'zhi'li'rou'lou'pu'deng'du 亦治狸肉漏脯等毒
'yi'zhi'ma'gan'lou'pu'deng'du 亦治马肝漏脯等毒
'yi'zhi'nan'zi'pang'guang'man'ji'you'yu'xue'zhe 亦治男子膀胱满急有瘀血者
'yi'zhi'qi'ke'man 以治其咳满
'yi'zhu'jing'shui'bu'li 亦主经水不利
'yi'zi'jiao 以渍脚
'yi'zuo'xue'gu 一作血蛊
'yin'bai'jiu'shi'sheng'jiu 饮白酒食生韭
'yin'bei'qi'han 阴被其寒
'yin'bing'shi'ba 阴病十八
'yin'chen'tang'fang 茵陈汤方
'yin'chen'tang'zhu'zhi 茵陈汤主之
'yin'chen'wu'ling'san'fang 茵陈五苓散方
'yin'chen'wu'ling'san'zhu'zhi 茵陈五苓散主之
'yin'chui'er'zheng'xuan 阴吹而正喧
'yin'du'zhi'wei'bing 阴毒之为病
'yin'er'sheng 饮二升
'yin'feng'qi'er'sheng'zhang 因风气而生长
'yin'fu'xia'liu'yin'gu 因复下流阴股
'yin'han'jing'zi'chu 阴寒精自出
'yin'hou'shui'liu'zai'xie'xia 饮后水流在胁下
'yin'hu'shan'qi'zhe 阴狐疝气者
'yin'jiu 饮酒
'yin'jiu'da'ji'jiu'fu'bei 饮酒大忌灸腹背
'yin'jiu'shi'zhu'rou 饮酒食猪肉
'yin'ke'teng'tong 阴咳疼痛
'yin'ke'wei'fei'wei 因咳为肺痿
'yin'leng'shui'yi'bei'ze'ding 饮冷水一杯则定
'yin'leng'shui'yi'er'sheng 饮冷水一二升
'yin'mai'xiao'ruo 阴脉小弱
'yin'qi'bu'tong'ji'gu'teng 阴气不通即骨疼
'yin'qi'gu'jue 阴气孤绝
'yin'qi'shuai'zhe'wei'dian 阴气衰者为癫
'yin'qi'wang'shi'er'dong 因其旺时而动
'yin'qian'tong'ze'bi'bu'ren 阴前通则痹不仁
'yin'ren'ru'zhi'yi'sheng 饮人乳汁一升
'yin'ru'lao 饮乳酪
'yin'sheng'jiu'zhi'san'sheng 饮生韭汁三升
'yin'shi'huo'you'mei'shi 饮食或有美时
'yin'shi'ru'gu 饮食如故
'yin'shi'zhong'du'fan'man 饮食中毒烦满
'yin'shu'sheng'ji'jie 饮数升即解
'yin'shui'liu'xing 饮水流行
'yin'tou'han 阴头寒
'yin'tui'zhong'yi'zhu 阴頹肿亦主
'yin'xia'shi'ru'niu'bi'shang'han 阴下湿如牛鼻上汗
'yin'xu'ji'leng'jie'qi 因虚积冷结气
'yin'yang'ju'wei 阴阳俱微
'yin'yang'nai'fu 阴阳乃复
'yin'yang'xiang'de 阴阳相得
'yin'yi'wu'du'zhu'gao'san 饮以五毒诸膏散
'yin'zhi'ji'jie 饮之即解
'yin'zhi'jing 因致痉
'yin'zhi'liang 饮之良
'yin'zhi'yi'liang 饮之亦良
'yin'zhong'ji'sheng'chuang 阴中即生疮
'yin'zhong'shi'chuang'lan'zhe 阴中蚀疮烂者
'yin'zuo'hei'dan 因作黑疸
'ying'dang'fa're 应当发热
'ying'ren'fu'ban'qian 赢人服半钱
'ying'tao'xing'duo'shi 樱桃杏多食
'ying'wei'bu'li 营卫不利
'ying'wei'xiang'gan 营卫相干
'yong'gui'ling'wu'wei'gan'cao'tang'qu'gui 用桂苓五味甘草汤去桂
'yong'hou'fang'zhu'zhi 用后方主之
'yong'se'bu'tong 壅塞不通
'yong'wei'san 用为散
'yong'xiao'fan'san'zhu'zhi 用硝矾散主之
'you'ba'dou'zhe 有巴豆者
'you'ban'chan'hou'yin'xu'xia'xue'dou'bu'jue'zhe 有半产后因续下血都不绝者
'you'bei'kuai'yao'xia'li 又被快药下利
'you'cong'yao'yi'shang'bi'han'chu 又从腰以上必汗出
'you'du 有毒
'you'fan'zhe 又烦者
'you'gan'wang'zhi'shi 又肝王之时
'you'han'yin 有寒饮
'you'huo'xie 有火邪
'you'jia'li 又加利
'you'jing'bu 有惊怖
'you'jiu'wei 右九味
'you'ke'zhi'zhi'fang 犹可治之方
'you'lian'nian'ji'leng 又连年积冷
'you'liu'yin 有留饮
'you'nong'dang'xia 有脓当下
'you're 又热
'you're 有热
'you're'zhe 有热者
'you'ren'shen'xia'xue'zhe 有妊娠下血者
'you'se'qing'wei'tong 又色青为痛
'you'shen 尤甚
'you'shen'chang'mu'dao'han'chu'zhe 又身常暮盗汗出者
'you'shui 有水
'you'shui'qi 有水气
'you'si'wei 右四味
'you'su'shi'ye 有宿食也
'you'sun'chu 有损处
'you'tan'yin 有痰饮
'you'tu'nong 有吐脓
'you'wei're 有微热
'you'wei'zhi'er'zhi 有未至而至
'you'xuan'yin 有悬饮
'you'yi'ting'li'wan'xia'shui 又以葶苈丸下水
'you'yi'wei 右一味
'you'yi'wei'wei'san 右一味为散
'you'yi'yi'bei'rao'yao'yi'xia 又以一被绕腰以下
'you'yi'yin 有溢饮
'you'ying'ke'zhi 犹应可治
'you'yu'bing'xiang'yi 有与病相宜
'you'yu'shen'wei'hai 有与身为害
'you'yue'cong'chun'zhi'xia 又曰从春至夏
'you'zao'shi'ye 有燥屎也
'you'zhi'er'bu'qu 有至而不去
'you'zhi'er'bu'zhi 有至而不至
'you'zhi'er'tai'guo 有至而太过
'you'zhi'yin 有支饮
'yu'bu'de'he'lu'rou'shi'zhi 鱼不得和鸬肉食之
'yu'bu'ke'duo'shi 芋不可多食
'yu'bu'ke'he'ji'rou'shi'zhi 鱼不可合鸡肉食之
'yu'cang'xiang'lian 与藏相连
'yu'cang'zhun'ci 余藏准此
'yu'de'bei'fu'xiang'huo 欲得被覆向火
'yu'fa'liu'shi'ri'dang'you'ci'zheng 于法六十日当有此证
'yu'fu'ling'gui'zhi'wu'wei'gan'cao'tang 与茯苓桂枝五味甘草汤
'yu'gong'zhi 欲攻之
'yu'gui'zhi'jia'gui'tang'zhu'zhi 与桂枝加桂汤主之
'yu'jie'fang'ci 余皆仿此
'yu'mu'he'zhe 鱼目合者
'yu'ou 于呕
'yu'ou'zhe 欲呕者
'yu're'yi'xing 瘀热以行
'yu'sheng'jiu'jiu'ran'xi'er'zhang'zhe 语声啾啾然细而长者
'yu'sheng'yin'yin'ran'bu'che'zhe 语声喑喑然不彻者
'yu'shi'duo'ren'ni 欲使多人溺
'yu'ti'bu'neng 欲嚏不能
'yu'tou'si'you'jiao'zhe 鱼头似有角者
'yu'tou'zheng'bai 鱼头正白
'yu'tou'zhong'wu'sai'zhe 鱼头中无鳃者
'yu'wo'bu'neng'wo 欲卧不能卧
'yu'wu'chang'dan'zhe 鱼无肠胆者
'yu'xiao'chai'hu'tang 与小柴胡汤
'yu'xing'bu'neng'xing 欲行不能行
'yu'xue'zai'shao'fu'bu'qu 瘀血在少腹不去
'yu'yin'shui 欲饮水
'yu'yin'shui'zhe 欲饮水者
'yu'zang'zhun'ci 余脏准此
'yu'zhi'you'nong'wu'nong 欲知有脓无脓
'yu'zhu'ling'tang 与猪苓汤
'yu'zhu'yu'huang'shi'jie'xiang'si 与茱萸黄食芥相似
'yu'zi'li 欲自利
'yu'zuo'ben'tun 欲作贲豚
'yu'zuo'feng'shui 欲作风水
'yu'zuo'gang'jing 欲作刚痉
'yuan'hua'gan'sui'da'ji'ge'deng'fen 芫花甘遂大戟各等分
'yuan'wen'qi'shuo 愿闻其说
'yue'bi'jia'ban'xia'tang'fang 越婢加半夏汤方
'yue'bi'jia'ban'xia'tang'zhu'zhi 越婢加半夏汤主之
'yue'bi'jia'shu'tang'zhi'rou'ji're 越婢加术汤治肉极热
'yue'bi'jia'shu'tang'zhu'zhi 越婢加术汤主之
'yue'bi'tang'fang 越婢汤方
'yue'bi'tang'zhu'zhi 越婢汤主之
'yue'cun'kou'mai'shu 曰寸口脉数
'yun'huang'qu 晕黄去
'za'liao'fang'di'er'shi'san 杂疗方第二十三
'zai'bei'fa're 再倍发热
'zai'cun'kou'guan'shang'xiao'jin 在寸口关上小紧
'zai'fu'zhong'bu'xia'ye 在腹中不下也
'zai'shang'jiao'zhe 在上焦者
'zai'xia'jiao'zhe 在下焦者
'zai'xia'wei'duo 在下未多
'zai'xin'xiong'jian'bu'hua 在心胸间不化
'zai'zhong'pan'jie 在中盘结
'zao'bu'dei'shui 燥不得睡
'zao'er'bu'ke 躁而不渴
'zao'he'sheng'cong'shi'zhi 枣和生葱食之
'zao'jia'wan'fang 皂荚丸方
'zao'jia'wan'zhu'zhi 皂荚丸主之
'ze'fa're'shen 则发热甚
'ze'fu'ke'chuan'ni 则浮咳喘逆
'ze'fu'man'chang'ming'xiang'zhu 则腹满肠鸣相逐
'ze'gan'qi'sheng 则肝气盛
'ze'gan'zi 则肝自
'ze'jin'qi'bu'xing 则金气不行
'ze'jue'zhi 则绝之
'ze'kou'zao'fan'ye 则口燥烦也
'ze'lin'shen 则淋甚
'ze'niao'xie 则尿血
'ze'qi'e'han'shen 则其恶寒甚
'ze'qi'ji'xu'ye 责其极虚也
'ze'qi'tang'fang 泽漆汤方
'ze'qi'tang'zhu'zhi 泽漆汤主之
'ze're'er'shao'qi'fan'yuan 则热而少气烦冤
'ze'sha'ren 则杀人
'ze'shang'fei 则伤肺
'ze'shen'ti'jin'tuo 则身体津脱
'ze'shen'yang'er'yin'zhen 则身痒而瘾疹
'ze'shou'zu'ni'leng 则手足逆冷
'ze'shui'bu'xing 则水不行
'ze'wei'jian 则为坚
'ze'xie'tang'fang 泽泻汤方
'ze'xie'tang'zhu'zhi 泽泻汤主之
'ze'xin'huo'qi'sheng 则心火气盛
'ze'xiong'man'er'duan'qi 则胸满而短气
'ze'you'bu'gan 则又补肝
'ze'you'du 则有毒
'zei'feng'ru'gong'wu'zang 贼风入攻五藏
'zei'xie'bu'xie 贼邪不泻
'zhan'yu'zhe 谵语者
'zhan'zhu'zhe'shi'ye 沾著者是也
'zhan'zhuan'tong'yi 展转痛移
'zhao'bi'jia'shu'tang'fang 赵婢加术汤方
'zhao'jian'ren'ying'dong'zhe 照见人影动者
'zhen'chu'bei'han 针处被寒
'zhen'han 振寒
'zhen'han'mai'shu 振寒脉数
'zheng'qi'ji'ji 正气即急
'zheng'qi'yin'xie 正气引邪
'zheng'shui 正水
'zheng'yi'shi'qing 蒸一食顷
'zheng'yue'wu'shi'sheng'cong 正月勿食生葱
'zhi'cu'zhong'e 治卒中恶
'zhi'da'pen'nei 置大盆内
'zhi'da'ren'feng'yin 治大人风引
'zhi'dan'she'niu'rou 治噉蛇牛肉
'zhi'fang'mai'zheng'jian'shang'juan 治方脉证见上卷
'zhi'fu 止服
'zhi'fu'ren'chan'hou'xu'lei'bu'zu 治妇人产后虚羸不足
'zhi'fu'zhe'sheng 栉浮者生
'zhi'gan'cao'tang 炙甘草汤
'zhi'gan'chuan'pi 知肝传脾
'zhi'he'bu'bu'li 知何部不利
'zhi'liang'yan 至良验
'zhi'liu'chu'niao'shou'gan'zhong'du'fang 治六畜鸟兽肝中毒方
'zhi'ma'zhui'ji'yi'qie'jin'gu'sun'fang 治马坠及一切筋骨损方
'zhi'ni'xia'qi'zhe 止逆下气者
'zhi'nv'jin'zhi 知衄今止
'zhi'ou'xin'xia'pi'ying'zhe 治呕心下痞硬者
'zhi'qi 滞气
'zhi'qi'nian'yue'ri'shi'fu'fa'zhe 至其年月日时复发者
'zhi'qi'qi'chong 治其气冲
'zhi'rou'jiu'shi'zhi 雉肉久食之
'zhi'shang'han'ling'bu'fu 治伤寒令不复
'zhi'shang'xia'xing 直上下行
'zhi'shi'bu'neng'mu'xun 直视不能目旬
'zhi'shi'ma'rou'zhong'du'yu'si'fang 治食马肉中毒欲死方
'zhi'shi'niu'rou'zhong'du'fang 治食牛肉中毒方
'zhi'shi'quan'rou'bu'xiao 治食犬肉不消
'zhi'shi'shao'yao'san'fang 枳实芍药散方
'zhi'shi'shao'yao'san'zhu'zhi 枳实芍药散主之
'zhi'shi'sheng'rou'zhong'du'fang 治食生肉中毒方
'zhi'shi'xie'bai'gui'zhi'tang'fang 枳实薤白桂枝汤方
'zhi'shi'xie'bai'gui'zhi'tang'zhu'zhi 枳实薤白桂枝汤主之
'zhi'shi'yu'rou'lou'pu'zhong'du'fang'yu'rou 治食郁肉漏脯中毒方郁肉
'zhi'shu'mi'zhong'cang'gan'pu 治黍米中藏干脯
'zhi'shu'tang'fang 枳术汤方
'zhi'shu'tang'zhu'zhi 枳术汤主之
'zhi'shu'yin'jia 治属饮家
'zhi'tian'yin'yu'bu'zhi 值天阴雨不止
'zhi'wei'de'an 治危得安
'zhi'wei'fan'bu'shou'shi 治胃反不受食
'zhi'ye'ji 至夜即
'zhi'yi'bai'ri 至一百日
'zhi'yin'bu'de'xi 支饮不得息
'zhi'yin'xiong'man'zhe 支饮胸满者
'zhi'yin'yi'chuan'er'bu'neng'wo 支饮亦喘而不能卧
'zhi'yin'zhe 支饮者
'zhi'you'li'nian 至有历年
'zhi'zhi'fang 治之方
'zhi'zhi'shi'ri'yi'shang'chai 治之十日以上瘥
'zhi'zhi'wu'fan'wei'qi'ji'shang'er'jiao 治之无犯胃气及上二焦
'zhi'zhi'yi'qian'fang 治之以前方
'zhi'zhu'luo'shi'zhong 蜘蛛落食中
'zhi'zhu'san'fang 蜘蛛散方
'zhi'zhu'san'zhu'zhi 蜘蛛散主之
'zhi'zi'chi'tang 栀子豉汤
'zhi'zi'chi'tang'zhu'zhi 栀子豉汤主之
'zhi'zi'da'huang'tang'fang 梔子大黄汤方
'zhi'zi'da'huang'tang'zhu'zhi 梔子大黄汤主之
'zhi'zi'si'liu'chu'rou'zhong'du'fang 治自死六畜肉中毒方
'zhong'bu'yi 终不移
'zhong'du'hai'ren 中毒害人
'zhong'feng'fa're 中风发热
'zhong'feng'li'jie'bing'mai'zheng'bing'zhi'di'wu 中风历节病脉证并治第五
'zhong'feng'shi'ran 中风使然
'zhong'fu'ru'qian 肿复如前
'zhong'gong'bu'xiao'xiang'chuan 中工不晓相传
'zhong'han 中寒
'zhong'ren'duo'si 中人多死
'zhong'wang'jin'ye 重亡津液
'zhong'yin'pi'lao'han'chu 重因疲劳汗出
'zhong'you'gan'xue 中有干血
'zhong'you'shui'qi 中有水气
'zhou'ri'ming'liao 昼日明了
'zhou'yin'he 粥饮和
'zhu'bing'huang'jia 诸病黄家
'zhu'bu'zu 诸不足
'zhu'du'bing 诸毒病
'zhu'fei'guan'hou'zhong 煮沸灌喉中
'zhu'fu'ren'shao'fu'han 主妇人少腹寒
'zhu'fu'shu'mai 诸浮数脉
'zhu'gao'fa'jian'fang 猪膏发煎方
'zhu'gao'fa'jian'zhu'zhi 猪膏发煎主之
'zhu'gu'shao'hui 猪骨烧灰
'zhu'huang 诸黄
'zhu'ji'da'fa'mai'lai'xi'er'fu'gu'zhe 诸积大法脉来细而附骨者
