'an'dian'niu'dian'han 按电钮点焊
'rong'mian'han'jie 熔面焊接
'rong'qi'han 熔气焊
'rong'rong'han'jie'jin'shu 熔融焊接金属
'rong'shen 熔深
'rong'shi 溶蚀
'rong'tou 熔透
'rong'tou'han'dao 熔透焊道
'rong'tou'han'feng 熔透焊缝
'rong'tou'xing'deng'li'zi'hu'han 熔透型等离子弧焊
'rong'tou'xing'han'jie'fa 熔透型焊接法
'rong'zha 熔渣
'rong'zha'liu'dong'xing 熔渣流动性
'rong'zui 熔嘴
'rong'zui'dian'zha'han 熔嘴电渣焊
'ruan'dian'hu 软电弧
'ruan'han'tiao 软焊条
'ruan'qian'han 软钎焊
'ruan'qian'liao 软钎料
'rui'bian 锐边
'run'shi'cheng'liang'shi'yan 润湿称量试验
'run'shi'jiao 润湿角
'run'shi'xing 润湿性
'sai'han 塞焊
'sai'han'feng 塞焊缝
'sai'han'han'feng 塞焊焊缝
'sai'kong'rong'jie 塞孔熔接
'san'ci'feng'san'ci'kong'qi 三次风三次空气
'san'han'jie'cai'liao 三焊接材料
'san'ji'dian'zi'qiang 三极电子枪
'san'ji'dian'zi'qiang 三级电子枪
'san'lian'jie'tou 三联接头
'san're'sun'shi 散热损失
'san'xiang'di'pin'han'ji 三相低频焊机
'san'xiang'dian'hu'han 三相电弧焊
'san'xiang'shu'ru'de'dan'xiang'han'jie'bian'ya'qi 三相输入的单相焊接变压器
'san'zhuang'guo'lu 散装锅炉
'san'zuo'lin'an 三唑磷胺
'sao'miao'zhi 扫描值
'sha'lun'pian 砂轮片
'sha'ying'tao 沙樱桃
'shan'dian 闪点
'shan'guang'dian'hu'han 闪光电弧焊
'shan'guang'dian'liu 闪光电流
'shan'guang'dui'han 闪光对焊
'shan'guang'dui'jie'han 闪光对接焊
'shan'guang'dui'jie'han'feng 闪光对接焊缝
'shan'guang'han 闪光焊
'shan'guang'han'jie 闪光焊接
'shan'guang'liu'liang 闪光留量
'shan'guang'shi'jian 闪光时间
'shan'guang'su'du 闪光速度
'shan'han 闪焊
'shan'su'dui'han 闪速对焊
'shan'xing'duo'ceng'han 山形多层焊
'shan'yang'lan'shi'ge 山羊蓝湿革
'shang'guo'tong 上锅筒
'shang'po'han 上坡焊
'shang'sheng'han'jie'fa 上升焊接法
'shang'sheng'te'xing'hu'han'dian'yuan 上升特性弧焊电源
'shang'shui 上水
'shang'yuan'rong'hua'du 上缘熔化度
'shao'chuan 烧穿
'shao'han'qiang 烧焊枪
'shao'jie'han'ji 烧结焊剂
'shao'jie'lu 烧结炉
'shao'shi 烧蚀
'she'fu'le'zu'zhi'tu 舍夫勒组织图
'she'pin'han'jie 射频焊接
'she'pin'rong'jie 射频熔接
'she'xi'shi'han'ju 射吸式焊炬
'she'xian'gong'ye'dian'shi'tan'shang 射线工业电视探伤
'she'xian'tan'shang 射线探伤
'she'xian'yan'she'fa 射线衍射法
'shen'han 深焊
'shen'he'jin 渗合金
'shen'jiao'han 深角焊
'shen'lv'gang'han'tiao 渗铝钢焊条
'shen'rong'han 深熔焊
'shen'rong'han'jie 深熔焊接
'shen'rong'han'tiao 深熔焊条
'shen'rong'jiao'han 深熔角焊
'shen'tou'tan'shang 渗透探伤
'shen'zhu 深烛
'sheng'cheng 声程
'sheng'fa'she'jian'ce 声发射检测
'sheng'huo'guo'lu 生活锅炉
'sheng'mei'qi 省煤器
'shi'bie'biao'zhi 识别标志
'shi'fa'bao'yang 湿法保养
'shi'fa'qi'ti'xi'di 湿法气体洗涤
'shi'fa'qing'xi'qi 湿法清洗器
'shi'fang'ji 湿纺机
'shi'fang'xi'sha'ji 湿纺细纱机
'shi'fen'sui'ji 湿粉碎机
'shi'guang'bu 湿光布
'shi'han 试焊
'shi'han'bu'wei 施焊部位
'shi'han'gong'yi'tiao'jian 施焊工艺条件
'shi'jie'he'zai'yi'qi 使结合在一起
'shi'jing'che 试井车
'shi'kong'qi'beng 湿空气泵
'shi'kong'qi'ya'suo'ji 湿空气压缩机
'shi'mo'xing'han'tiao 石墨型焊条
'shi'shi'chu'chen'qi 湿式除尘器
'shi'shi'dian'ci'tie 湿式电磁铁
'shi'shi'feng'zuan 湿式风钻
'shi'shi'gei'liao'ji 湿式给料机
'shi'shi'guo'lv'qi 湿式过滤器
'shi'shi'leng'ning'qi 湿式冷凝器
'shi'shi'li'he'qi 湿式离合器
'shi'shi'qi'gang'tao 湿式气缸套
'shi'shi'qi'liang'ji 湿式气量计
'shi'shi'qiu'mo'ji 湿式球磨机
'shi'shi'shou'chen'qi 湿式收尘器
'shi'shi'shui'xia'han 湿式水下焊
'shi'shi'xian'wei'guo'lv'qi 湿式纤维过滤器
'shi'shi'zhi'ban'ji 湿式纸板机
'shi'shua 湿刷
'shi'su'lie'wen 失塑裂纹
'shi'xin'han'si 实心焊丝
'shi'yan'han'feng 试验焊缝
'shi'yan'han'jie 试验焊接
'shi'yan'lie'wen 失延裂纹
'shi'ying'kong'zhi'han'jie 适应控制焊接
'shi'ying'sha'qie'ge 石英砂切割
'shi'yong'han'jie'xing 使用焊接性
'shi'yong'ke'han'xing 使用可焊性
'shi'zi'han 十字焊
'shi'zi'jiao'cha'han'feng 十字交叉焊缝
'shi'zi'jie'tou 十字接头
'shi'zi'jie'tou'lie'wen'shi'yan 十字接头裂纹试验
'shou'dian'han 手点焊
'shou'dong'han'qian'dian'han 手动焊钳点焊
'shou'dong'qie'ge 手动切割
'shou'gong'dian'hu'dui'han 手工电弧堆焊
'shou'gong'dian'hu'han 手工电弧焊
'shou'gong'dian'zha'han 手工电渣焊
'shou'gong'han 手工焊
'shou'gong'han'ji 手工焊机
'shou'gong'han'jie 手工焊接
'shou'gong'hu'han'ji 手工弧焊机
'shou'gong'qi'ge 手工气割
'shou'gong'qi'han 手工气焊
'shou'gong'wu'ji 手工钨极
'shou'gong'wu'ji'duo'xing'qi'ti'bao'hu'han 手工钨极惰性气体保护焊
'shou'han 手焊
'shou'han'han'ba 手焊焊把
'shou'han'han'feng 手焊焊缝
'shou'han'jie 手焊接
'shou'hu'han 手弧焊
'shou'kong 手孔
'shou'la'han'feng 受拉焊缝
'shou're'mian 受热面
'shou're'mian'zhuan'dong'xing'zai'sheng'shi'kong'qi'yu're'qi 受热面转动型再生式空气预热器
'shou'suo'bian'xing 收缩变形
'shou'suo'ying'li 收缩应力
'shou'ti'shi'dian'han'ji 手提式点焊机
'shou'tu'han'tiao 手涂焊条
'shou'tui'dian'han 手推点焊
'shou'wo'mian'zhao 手握面罩
'shou'ya'bu'jian 受压部件
'shou'ya'dian'han 手压点焊
'shou'ya'yuan'jian 受压元件
'shou'zai'han'feng 受载焊缝
'shu'chu'dian'kang'qi 输出电抗器
'shu'han 竖焊
'shu'kong'qie'ge 数控切割
'shu'kong'qie'ge'ji 数控切割机
'shu'liu 束流
'shu'shui 疏水
'shu'shui'fa'shu'shui'qi 疏水阀疏水器
'shu'song'han'feng 疏松焊缝
'shuan'zhu'han'jie 栓柱焊接
'shuang'ceng'qi'liu'deng'li'zi'hu'qie'ge 双层气流等离子弧切割
'shuang'ceng'yao'pi'han'tiao 双层药皮焊条
'shuang'chong'la'shen'shi'yan 双重拉伸试验
'shuang'dan'bian 双单边
'shuang'dan'bian'xing'dui'jie'jie'tou 双单边形对接接头
'shuang'dan'bian'xing'po'kou 双单边形坡口
'shuang'dian'dian'han'jie'tou 双点点焊接头
'shuang'gai'ban'jie'tou 双盖板接头
'shuang'hu'han 双弧焊
'shuang'hu'lin'jie'dian'liu 双弧临界电流
'shuang'hu'xian'xiang 双弧现象
'shuang'ji'dan'dian'han 双极单点焊
'shuang'mian'dian'han 双面点焊
'shuang'mian'ding'zi'xing'han'jie 双面丁字形焊接
'shuang'mian'gai'ban'jie'tou 双面盖板接头
'shuang'mian'han 双面焊
'shuang'mian'han'da'jie'jie'tou 双面焊搭接接头
'shuang'mian'han'dui'jie'jie'tou 双面焊对接接头
'shuang'mian'han'jie 双面焊接
'shuang'mian'po'kou 双面坡口
'shuang'mian'po'kou'han'feng 双面坡口焊缝
'shuang'mian'shui'leng'bi 双面水冷壁
'shuang'mian'xing'dui'jie'jie'tou 双面形对接接头
'shuang'mian'xing'po'kou 双面形坡口
'shuang'se'shui'wei'ji 双色水位计
'shuang'si'bing'lie'mai'hu'han 双丝并列埋弧焊
'shuang'si'chuan'lian'mai'hu'han 双丝串联埋弧焊
'shuang'tan'hu'qian'han 双碳弧钎焊
'shuang'tan'ji'jian'dian'hu'han 双碳极间电弧焊
'shuang'tou'chuan'lian'dian'hu'zi'han'ji 双头串联电弧自焊机
'shuang'wan'bian'dui'jie'han'feng 双弯边对接焊缝
'shuang'wan'dian'ji 双弯电极
'shuang'xie'bian'po'kou'han'feng 双斜边坡口焊缝
'shuang'xie'po'kou'han 双斜坡口焊
'shuang'xin'han'tiao 双芯焊条
'shuang'xing'dui'jie'jie'tou 双形对接接头
'shuang'xing'po'kou 双形坡口
'shuang'xing'po'kou'han 双形坡口焊
'shuang'zhou'han 双轴焊
'shui'bo'li 水玻璃
'shui'bo'li'mo'shu 水玻璃模数
'shui'dong'li'te'xing 水动力特性
'shui'feng'shi'an'quan'zhuang'zhi 水封式安全装置
'shui'feng'shi'hui'huo'fang'zhi'qi 水封式回火防止器
'shui'guan'guo'lu 水管锅炉
'shui'huo'guan'guo'ke'shi'guo'lu 水火管锅壳式锅炉
'shui'jin'fa'chao'sheng'tan'shang 水浸法超声探伤
'shui'leng'bi 水冷壁
'shui'leng'han'ju 水冷焊炬
'shui'leng'lu'tang 水冷炉膛
'shui'lian'ju'bu'gan'shi'shui'xia'han 水帘局部干式水下焊
'shui'mei'jiang'ran'shao'guo'lu 水煤浆燃烧锅炉
'shui'mei'qi'han 水煤气焊
'shui'mei'qi'han'jie 水煤气焊接
'shui'ping'du 水平度
'shui'ping'fang'xiang'hu'du 水平方向弧度
'shui'ping'han 水平焊
'shui'ping'han'jie 水平焊接
'shui'ping'ji'zhun'xian 水平基准线
'shui'ping'jiao'han 水平角焊
'shui'ping'jiao'han'feng 水平角焊缝
'shui'ping'jiao'han'jie 水平角焊接
'shui'ping'shi'guo're'qi 水平式过热器
'shui'ping'wei'rao'guan'ping 水平围绕管屏
'shui'ping'wei'zhi'han'jie 水平位置焊接
'shui'ping'xian 水平线
'shui'ping'zhuan'dong'han'jie 水平转动焊接
'shui'wei'biao 水位表
'shui'xia'deng'li'zi'hu'han 水下等离子弧焊
'shui'xia'ge'ju 水下割炬
'shui'xia'ge'tiao 水下割条
'shui'xia'han 水下焊
'shui'xia'han'tiao 水下焊条
'shui'xia'hu'han 水下弧焊
'shui'xia'qi'ti'bao'hu'dian'hu'han 水下气体保护电弧焊
'shui'xia'qie'ge 水下切割
'shui'ya'jian'yan 水压检验
'shui'ya'shi'yan 水压试验
'shui'zai'ya'suo'kong'qi'deng'li'zi'hu'qie'ge 水再压缩空气等离子弧切割
'shui'zheng'qi'bao'hu'dian'hu'han 水蒸气保护电弧焊
'shui'zheng'qi'bao'hu'dian'hu'han 水蒸汽保护电弧焊
'shui'zheng'qi'bao'hu'han 水蒸气保护焊
'shui'zhong'han'jie 水中焊接
'shun'lie'bu'zhi'guan'shu 顺列布置管束
'shun'shi'ji'zhong're'yuan 瞬时集中热源
'shun'shi'leng'que'su'du 瞬时冷却速度
'shun'shou'han'jie 顺手焊接
'si'cai'huo'yan'pen'tu 丝材火焰喷涂
'si'ji'dian'zha'han 丝极电渣焊
'si'ji'dian'zha'han 丝级电渣焊
'si'rong'han 四熔焊
'song'si'ji'gou 送丝机构
'song'si'su'du 送丝速度
'song'xiang'qian'ji 松香钎剂
'su'han 塑焊
'su'liao'pen'tu 塑料喷涂
'su'tai'han'jie 塑态焊接
'su'xing'duan'lie 塑性断裂
'su'xing'han'jie 塑性焊接
'su'xing'jin'shu'huan'qu 塑性金属环区
'suan'xi'chu'gou 酸洗除垢
'suan'xing'han'tiao 酸性焊条
'suan'xing'zha 酸性渣
'sui'yong'sui'qu 随用随取
'sun'shi'xi'shu 损失系数
'suo'di'dui'jie'jie'tou 锁底对接接头
'suo'di'po'kou 锁底坡口
'suo'feng'jiao'jie'jie'tou 锁缝角接接头
'suo'feng'jie'tou 锁缝接头
'suo'kong 缩孔
'suo'kou 缩口
'ta'ji'dian'han'fa'dian'ji 他激电焊发电机
'tai'gai'xing'han'tiao 钛钙型焊条
'tai'ju 胎具
'tai'shi'hu'han'ji 台式弧焊机
'tai'tie'kuang'xing'han'tiao 钛铁矿型焊条
'tai'tie'kuang'xing'han'tiao 钛铁矿形焊条
'tai'xing'han'tiao 钛型焊条
'tan'dang'liang 碳当量
'tan'gang'guan 碳钢管
'tan'gang'han'tiao 碳钢焊条
'tan'hu'bao'hu'han 碳弧保护焊
'tan'hu'han 碳弧焊
'tan'hu'qi'bao 碳弧气刨
'tan'hu'qi'ge 碳弧气割
'tan'hu'qian'han 碳弧钎焊
'tan'hu'qie'ge 碳弧切割
'tan'hua'wu'dui'han'han'tiao 碳化钨堆焊焊条
'tan'hua'yan 碳化焰
'tan'huang'shi'an'quan'fa 弹簧式安全阀
'tan'ji'hu'han 碳极弧焊
'tan'li'han 弹力焊
'tan'li'shi'han'jie 弹力式焊接
'tan'shang'ling'min'du 探伤灵敏度
'tan'su'xing'duan'lie'bian'xing 弹塑性断裂变形
'tang'ban'ji'dui'han 躺板极堆焊
'tang'han 躺焊
'tao'ci'pen'tu 陶瓷喷涂
'tao'guan'jie'tou 套管接头
'tao'huan 套环
'tao'tong'han'jie 套筒焊接
'te'shu'dian'han 特殊点焊
'te'shu'dui'han 特殊堆焊
'te'xing'han'jie 特形焊接
'te'zhong'zi'dong'zhen'kong'han'jie'shi 特种自动真空焊接室
'ti'xing'bu'yao 梯形布药
'ti'xing'cao'shi'mi'feng'mian'dui'han'fa'lan 梯形槽式密封面对焊法兰
'tian'chong'han'dao 填充焊道
'tian'chong'han'si 填充焊丝
'tian'chong'jin'shu 填充金属
'tian'feng 填缝
'tian'feng'han 填缝焊
'tian'feng'xing'shi'yan 填缝性试验
'tian'han 填焊
'tian'jiao'han 填角焊
'tian'jiao'han'feng 填角焊缝
'tian'jiao'han'feng'chi'cun 填角焊缝尺寸
'tian'jiao'han'feng'hou'chang 填角焊缝喉长
'tian'jiao'han'feng'jie'tou 填角焊缝接头
'tian'jiao'han'feng'lun'kuo 填角焊缝轮廓
'tian'jiao'han'jie 填角焊接
'tian'xi'he'jin 填隙合金
'tiao'chong'zhuang'qi'kong 条虫状气孔
'tiao'feng'qi 调风器
'tiao'han 条焊
'tiao'han 跳焊
'tiao'han'fa 跳焊法
'tiao'hu'han 挑弧焊
'tiao'shen'chang'du 调伸长度
'tiao'xing'ji'chu 条形基础
'tiao'yue'kuai'han'jie 跳跃块焊接
'tiao'zhuang'tie'su'ti 条状铁素体
'tie'bian'ji 贴边机
'tie'bian'nian'he'ji 贴边粘合机
'tie'bian'ran'se'ji 贴边染色机
'tie'fen'han'tiao 铁粉焊条
'tie'he'mian 帖合面
'tie'he'mian 贴合面
'tie'jiao'han 贴角焊
'tie'su'ti'han'tiao 铁素体焊条
'ting'che'shi'jian 停车时间
'ting'lu 停炉
'ting'lu'bao'yang 停炉保养
'tong'bu'duan'xu'qi 同步断续器
'tong'gui'han'tiao 铜硅焊条
'tong'guo'han'jie'lian'jie'chu'de'kai'kong 通过焊接连接处的开孔
'tong'guo'huo'kao'jin'han'feng'chu'de'kai'kong 通过或靠近焊缝处的开孔
'tong'han 铜焊
'tong'han'tiao 铜焊条
'tong'he'jin'han'tiao 铜合金焊条
'tong'hua'ban 铜滑板
'tong'hua'kuai 铜滑块
'tong'jie 筒节
'tong'leng'que'ban 铜冷却板
'tong'lv'han'tiao 铜铝焊条
'tong'nie'han'tiao 铜镍焊条
'tong'nie'han'tiao'he'jin 铜镍焊条合金
'tong'qiu'shi'yan 通球试验
'tong'ti 筒体
'tong'ti'shi'han'ji 同体式焊机
'tong'xi'han'tiao 铜锡焊条
'tong'xin'han'tiao 铜锌焊条
'tong'xin'zhu'tie'han'tiao 铜芯铸铁焊条
'tong'yong'ya'li'guo'lu 通用压力锅炉
'tong'zhou'du 同轴度
'tou'rong'han 透溶焊
'tu'ceng'qiang'du 涂层强度
'tu'chu'han'jie 凸出焊接
'tu'dian'dian'zu'han'ji 凸点电阻焊机
'tu'han 凸焊
'tu'han'feng 凸焊缝
'tu'han'han'feng 凸焊焊缝
'tu'han'ji 凸焊机
'tu'han'jie'tou 凸焊接头
'tu'han'mao 凸焊帽
'tu'han'yong'dian'ji 凸焊用电极
'tu'jiao'han'feng 凸角焊缝
'tu'mian'dui'han'fa'lan 凸面对焊法烂
'tu'mian'jiao'han'feng 凸面角焊缝
'tu'xiang'zhi'liang'zhi'shi'ji 图像质量指示计
'tu'xiang'zhi'liang'zhi'shi'ji'xiang'zhi'ji 图像质量指示计象质计
'tu'xing'feng'tou 凸形封头
'tu'xing'han'feng 凸形焊缝
'tu'xing'jiao'han'feng 凸形角焊缝
'tui'han'fa 退焊法
'tui'huo'han'bo 退火焊波
'tui'huo'xiao'chu'ying'li 退火消除应力
'tuo'che'shi'zi'dong'dian'han'ji 拖车式自动电焊机
'tuo'han 脱焊
'tuo'lin 脱磷
'tuo'qian 脱钎
'tuo'yang'ji 脱氧剂
'tuo'yuan'du 椭圆度
'tuo'yuan'xing'feng'tou 椭圆形封头
'tuo'zha'xing 脱渣性
'tuo'zhi'chu'li 脱脂处理
'wa'bu'xiu'li 挖补修理
'wa'jue'zuo'yong 挖掘作用
'wa'pian'shi'yuan'tong 瓦片式圆筒
'wa'si'han'jie'ji 瓦斯焊接机
'wai'bao'fa 外爆法
'wai'bu'jian'cha 外部检查
'wai'guan'jian'cha 外观检查
'wai'han'feng 外焊缝
'wai'la'ba'kou'tao'guan'jie'tou 外喇叭口套管接头
'wai'yan 外焰
'wan'bian'da'han'feng 弯边搭焊缝
'wan'bian'dui'jie'han 弯边对接焊
'wan'dian'ji 弯电极
'wan'mo 碗模
'wan'neng'dun'duan'han'jie'ji 万能镦锻焊接机
'wan'quan'rong'he 完全熔合
'wan'zhe'jiao 弯折角
'wang'fu'han'jie'dian'ji 往复焊接电极
'wang'fu'lu'pai 往复炉排
'wei'chi'shi'jian 维持时间
'wei'er'na'pai'shou'biao 维尔纳牌手表
'wei'er'shi'cu'yang'mao 威尔士粗羊毛
'wei'er'shi'fa'lan'rong 威尔士法兰绒
'wei'er'si'ba'he'fa'huo'he'jin 韦尔斯巴赫发火合金
'wei'er'si'kuan'ban'la'shen'shi'yan 韦尔斯宽板拉伸试验
'wei'han 围焊
'wei'han'man 未焊满
'wei'han'tou 未焊透
'wei'han'tou'han'feng 未焊透焊缝
'wei'hu 维弧
'wei'hu'dian'liu 维弧电流
'wei'hun'he'qu 未混合区
'wei'jia'gong'han'feng 未加工焊缝
'wei'jian'xi'han'jie 微间隙焊接
'wei'li'sha'pai'zhao'xiang'ji 威里沙牌照相机
'wei'liang'he'jin'hua 微量合金化
'wei'lie'wen 微裂纹
'wei'lun'ju'zhi'duan'xian'wei 韦纶聚酯短纤维
'wei'lun'tai'te'ju'bing'xi'he'ju'yi'xi'dan'si 韦纶泰特聚丙烯和聚乙烯单丝
'wei'na'bao'hu'fa'su 威娜宝护发素
'wei'na'bao'xiang'bo 威娜宝香波
'wei'qian'tou 未钎透
'wei'ran'dai 卫燃带
'wei'rong'he 未熔合
'wei'rong'he'dian'han'jie'tou 未熔合点焊接头
'wei'sai'er'tong'nie'xin'he'jin 韦塞尔铜镍锌合金
'wei'shi'pai'xiang'yan 威狮牌香烟
'wei'shi'zu'zhi 魏氏组织
'wei'shu'deng'li'zi'hu'han 微束等离子弧焊
'wei'shu'deng'li'zi'hu'han'ji 微束等离子弧焊机
'wei'si'di'ke'nie'ge'tie'nai're'he'jin 韦斯蒂科镍铬铁耐热合金
'wei'xi'jian'xi'han 微隙间隙焊
'wei'xing'han'jie 微型焊接
'wei'yu'han'jie'jie'tou'zhong 位于焊接接头中
'wei'yuan'jie'he 围缘接合
'wei'zheng'ya'guo'lu 微正压锅炉
'wen'cha'la'shen'xiao'chu'ying'li 温差拉伸消除应力
'wen'ding'xing'shi'yan 稳定性试验
'wen'hu'ji 稳弧剂
'wen'shi'shui'xia'han 温式水下焊
'wo'shi'nei'ran'guo'lu 卧式内燃锅炉
'wu'ban'duo'xing'qi'ti'bao'hu'han 钨板惰性气体保护焊
'wu'bao'hu'ceng'dian'hu'han 无保护层电弧焊
'wu'bao'hu'dian'hu'han 无保护电弧焊
'wu'bao'hu'jin'shu'si'dian'hu'han 无保护金属丝电弧焊
'wu'dian'ding'duan'shi'jian 无电顶锻时间
'wu'dian'ji 钨电极
'wu'dian'ji'duo'xing'qi'ti'bao'hu'han 钨电极惰性气体保护焊
'wu'feng'de 无缝的
'wu'feng'gang'guan 无缝钢管
'wu'feng'guan 无缝管
'wu'han'feng'de 无焊缝的
'wu'han'feng'gang'guan 无焊缝钢管
'wu'hu'han 钨弧焊
'wu'ji'dian'hu'han 钨极电弧焊
'wu'ji'duo'xing'qi'ti'bao'hu'dian'hu'han 钨极惰性气体保护电弧焊
'wu'ji'duo'xing'qi'ti'bao'hu'han 钨极惰性气体保护焊
'wu'ji'duo'xing'qi'ti'bao'hu'hu'han'ji 钨极惰性气体保护弧焊机
'wu'ji'duo'xing'qi'ti'hu'han'ji 钨极惰性气体弧焊机
'wu'ji'mai'chong'qing'hu'han 钨极脉冲氢弧焊
'wu'ji'mai'chong'ya'hu'han 钨极脉冲氩弧焊
'wu'ji'qi'ti'bao'hu'dian'hu'han 钨极气体保护电弧焊
'wu'ji'qi'ti'bao'hu'dian'hu'qie'ge 钨极气体保护电弧切割
'wu'ji'qi'ti'bao'hu'han 钨极气体保护焊
'wu'ji'qi'ti'bao'hu'mai'chong'dian'hu'han 钨极气体保护脉冲电弧焊
'wu'ji'qing'hu'han 钨极氢弧焊
'wu'ji'ya'hu'han 钨极氩弧焊
'wu'jia'qiang'gao'de'han'feng 无加强高的焊缝
'wu'jian'xi'dui'jie'han'feng 无间隙对接焊缝
'wu'jian'xi'han'feng 无间隙焊缝
'wu'jian'xi'jie'tou 无间隙接头
'wu'po'kou'cao'han 无坡口槽焊
'wu'po'kou'dui'jie'han 无坡口对接焊
'wu'po'kou'dui'jie'jie'tou 无坡口对接接头
'wu'qi'ti'bao'hu'dian'hu'han 无气体保护电弧焊
'wu'sun'jian'yan 无损检验
'wu'ya'han 五压焊
'wu'yang'han'ji 无氧焊剂
'xi'cuo 细锉
'xi'dao 铣刀
'xi'gan'jiao'cha'jiao 系杆交叉角
'xi'gan'jiao'cha'jiao'guan'zhuang'jie'gou 系杆交叉角管状结构
'xi'ge'ma'han'jie 西格玛焊接
'xi'ge'ma'han'jie 西格马焊接
'xi'hu 熄弧
'xi'hu'chou'san 西湖绸伞
'xi'hu'chun'cai 西湖莼菜
'xi'hu'long'jing'cha 西湖龙井茶
'xi'hu'si'chou 西湖丝绸
'xi'huo'bao'hu'zhuang'zhi 熄火保护装置
'xi'jing'qu 细晶区
'xi'lie'han'jie 系列焊接
'xi'shi'chen'shan 西式衬衫
'xi'shi'chen'shan'shang'yi 西式衬衫上衣
'xi'shi'chuang'dan 西式床单
'xi'shi'ling'dai 西式领带
'xi'shi'lv 稀释率
'xi'shi'ma'ku 西式马裤
'xi'shi'ni'mao 西式呢帽
'xi'shi'shui'yi'ku 西式睡衣裤
'xi'si 细丝
'xi'si'han 细丝焊
'xi'si'han'jie 细丝焊接
'xi'wu'dian'hu'han 西屋电弧焊
'xi'wu'nie'tong're'ci'bu'chang'he'jin 西屋镍铜热磁补偿合金
'xia'bu'han'ceng 下部焊层
'xia'chui'han'feng 下垂焊缝
'xia'de'han'jie 狭的焊接
'xia'guo'tong 下锅筒
'xia'jian'xi'han 狭间隙焊
'xia'jiang'guan 下降管
'xia'jiang'te'xing'hu'han'dian'yuan 下降特性弧焊电源
'xia'po'han 下坡焊
'xia'xian'zhi 下限值
'xian'chang'han'jie 现场焊接
'xian'chang'jian'ce 现场检测
'xian'han'jie 线焊接
'xian'neng'liang 线能量
'xian'qi'tuo'yang 先期脱氧
'xian're'yuan 线热源
'xian'tan'xing'duan'lie'li'xue 线弹性断裂力学
'xian'wei'dian'zu'han 显微电阻焊
'xian'wei'han'jie 显微焊接
'xian'wei'qu 纤维区
'xian'wei'su'xing'han'tiao 纤维素型焊条
'xian'wei'zhuang'han'feng 纤维状焊缝
'xian'zhuang'han'dao 线状焊道
'xiang'bian'ji 镶边机
'xiang'chuang'kou'ju'shu'lie'wen'shi'yan 向窗口拘束裂纹试验
'xiang'dui'jian'du 相对碱度
'xiang'han 镶焊
'xiang'hou'han 向后焊
'xiang'qian'han 向前焊
'xiang'shang'li'han 向上立焊
'xiang'xia'li'han 向下立焊
'xiang'xia'li'han'tiao 向下立焊条
'xiang'xin'xie'la'jin 向心斜拉筋
'xiang'xing'guan'dao 箱形管道
'xiang'you'han 向右焊
'xiang'zhi'ji 象质计
'xiang'zuo'han 向左焊
'xiao'chu'ying'li 消除应力
'xiao'chu'ying'li'chu'li'lie'wen 消除应力处理裂纹
'xiao'dian'liu'deng'li'zi'hu'han 小电流等离子弧焊
'xiao'kong'rong'han 小孔熔焊
'xiao'kong'shi'fang'fa 小孔释放法
'xiao'kong'xiao'ying 小孔效应
'xiao'kong'xing'deng'li'zi'hu'han 小孔型等离子弧焊
'xiao'kong'xing'deng'li'zi'hu'han'jie 小孔型等离子弧焊接
'xiao'ping 校平
'xiao'tian'jiao'han 小填角焊
'xiao'xing'guo'lu 小型锅炉
'xie'dui'jie'feng'han 斜对接缝焊
'xie'dui'jie'han 斜对接焊
'xie'dui'jie'jie'tou 斜对接接头
'xie'han 斜焊
'xie'jiao'han 斜角焊
'xie'jiao'han'feng 斜角焊缝
'xie'jiao'han'jie 斜角焊接
'xie'jiao'han'jie'feng 斜角焊接缝
'xie'jiao'jiao'han'feng 斜交角焊缝
'xie'jie'duan'jie 楔接锻接
'xie'jie'han'jie 斜接焊接
'xie'jie'han'jie 楔接焊接
'xie'jie'jiao'han'feng 斜接角焊缝
'xie'jie'tou'han'jie 斜接头焊接
'xie'kou'dui'jie'han 斜口对接焊
'xie'kou'han'jie 楔口焊接
'xie'la'ba'po'kou'han'feng 斜喇叭坡口焊缝
'xie'leng'gun'lun 斜棱滚轮
'xie'leng'gun'lun'dian'ji 斜棱滚轮电极
'xie'mian'han 斜面焊
'xie'mian'han'jie 斜面焊接
'xie'mian'jiao 斜面角
'xie'she'fa'chao'sheng'bo'tan'shang 斜射法超声波探伤
'xie'she'fa'chao'sheng'tan'shang 斜射法超声探伤
'xie'xing'jie'tou 斜形接头
'xie'zhen'shi'dui'jie'han 谐振式对接焊
'xing'dian'han'qian 形点焊钳
'xing'dui'jie'jie'tou 形对接接头
'xing'guan'jie'tou 形管接头
'xing'han'feng 形焊缝
'xing'han'jie 形焊接
'xing'jie'tou 形接头
'xing'la'shen'shi'yan 形拉伸试验
'xing'lie'wen'shi'yan 形裂纹试验
'xing'po'kou 形坡口
'xing'po'kou'dui'jie'han 形坡口对接焊
'xing'po'kou'dui'jie'han'feng 形坡口对接焊缝
'xing'po'kou'han 形坡口焊
'xing'po'kou'han'feng 型坡口焊缝
'xing'po'kou'han'feng 形坡口焊缝
'xing'po'kou'han'jie 形坡口焊接
'xing'po'kou'jie'tou 形坡口接头
'xing'po'kou'lie'wen'shi'yan 形坡口裂纹试验
'xing'zou'ji'gou 行走机构
'xing'zou'su'du 行走速度
'xiu'bu'han 修补焊
'xiu'li'han'jie'rong'qi'zhong'de'que'xian 修理焊接容器中的缺陷
'xiu'mo 修磨
'xiu'zhi'shi'jian 休止时间
