'ai'gan 嗌干
'jin'ye'liu'tong 津液流通
'jin'ye'liu'zhi 津液留之
'jin'ye'nei'yi 津液内溢
'jin'ye'qu'pi'jie'zhe 津液去皮节者
'jin'ye'se'shen 津液涩渗
'jin'ye'xiang'cheng 津液相成
'jin'ye'zhi'dao'ye 津液之道也
'jin'yi'zhi'ye 金疫至也
'jin'yong 金用
'jin'you'gu'han'qi'yu'xin'gu'qi 今有故寒气与新谷气
'jin'you'jie'luo 筋有结络
'jin'you'jing'ji 尽有经纪
'jin'you'qi'bu'li'ping'bi 今有其不离屏蔽
'jin'you'qi'san'er'bu'xia'zhe 今有其三而不下者
'jin'you'qi'zu'ran'yu'xie'feng 今有其卒然遇邪风
'jin'you'yin'yang 尽有阴阳
'jin'you'zhou'ji 尽有周纪
'jin'yu'fa'yu 金欲发郁
'jin'yu'jiang'er'di'tong'zhi'yi 金欲降而地彤窒抑
'jin'yu'quan'xing 尽欲全形
'jin'yu'sheng'er'tian'ying'zhi'yi'zhi 金欲升而天英窒抑之
'jin'yu'sheng'tian 金欲升天
'jin'yu'suo'fang'wen'zhe'zhen'shu 今余所访问者真数
'jin'yu'wen'yu'fu'zi 今余问于夫子
'jin'yu'xie'zhi 金郁泄之
'jin'yu'yi'wen'yin'yang'zhi'yao 今余已闻阴阳之要
'jin'yu'zhi'fa 金郁之发
'jin'yu'zhi'yu 金玉之域
'jin'yue'cong'ge 金曰从革
'jin'yue'jian'cheng 金曰坚成
'jin'yue'shen'ping 金曰审平
'jin'yun'cheng'zhi 金运承之
'jin'yun'lin'you 金运临酉
'jin'yun'tai'xu 金运太虚
'jin'yun'tong'zhi 金运统之
'jin'yun'xian'tian 金运先天
'jin'yun'yi'zhi'zhong 金运以至中
'jin'yun'zhi'sui 金运之岁
'jin'zao'shou'xie 金燥受邪
'jin'ze'jiu'ci 紧则灸刺
'jin'ze'qi'hua'xue'qing 劲则气滑血清
'jin'ze'tong'bi 紧则痛痹
'jin'ze'wei'tong'bi 紧则为痛痹
'jin'ze'xian'ci'er'hou'jiu'zhi 紧则先刺而后灸之
'jin'zhe 筋者
'jin'zhe 近者
'jin'zhe 金者
'jin'zhe'bian'jue 近者编绝
'jin'zhe'qi'zhi 近者奇之
'jin'zhe'yi'xia 近者一下
'jin'zhen'qi'yin'yang 谨诊其阴阳
'jin'zheng'bu'ping 金政不平
'jin'zhi 禁止
'jin'zhi'feng'xing 今之奉行
'jin'zhi'he'ye 筋之合也
'jin'zhi'jian 筋之间
'jin'zhi'jing'wei'hei'yan 筋之精为黑眼
'jin'zhi'qi'hui 尽知其会
'jin'zhi'shi'bu'bi'yi'he'ye 今之世不必已何也
'jin'zhi'shi'zu'wu'bai'ren'zhi'nan'zhe 禁止士卒无白刃之难者
'jin'zhi'shou'zu'yin'yang'suo'ku 今知手足阴阳所苦
'jin'zhi'tiao'yin'yang 尽知调阴阳
'jin'zhi'ze'ni'qi'zhi 禁之则逆其志
'jin'zhi'zhen'yi'ye 尽知针意也
'jin'zhu'yi'geng 金主乙庚
'jin'zi'suo'yan 今子所言
'jing'ba'fen'fen'zhi'shao'ban 径八分分之少半
'jing'bi 胫痹
'jing'bie 经别
'jing'bie'di'shi'yi 经别第十一
'jing'bing'zhe'zhi'qi'jing 经病者治其经
'jing'bu'guan'ze'mu'wu'suo'jian'yi 精不灌则目无所见矣
'jing'bu'ke'zuo'you'shi 颈不可左右视
'jing'bu'zu'zhe 精不足者
'jing'ce'zhi'dong'mai'ren'ying 颈侧之动脉人迎
'jing'cheng'er'nao'sui'sheng 精成而脑髓生
'jing'chi'ke'nv 惊瘈咳衄
'jing'chui'yi'ying'zhi 茎垂以应之
'jing'chui'zhe 茎垂者
'jing'ci'wu'yao 经刺勿摇
'jing'ci'zhe 经刺者
'jing'ci'zhi 经刺之
'jing'duo'han 颈多汗
'jing'er'cun'cun'zhi'da'ban 径二寸寸之大半
'jing'er'duo'jing 惊而夺精
'jing'er'shou'wei 静而守位
'jing'fang 经方
'jing'gu 京骨
'jing'gu'yi'xia'zhi'di 京骨以下至地
'jing'gui'hua 精归化
'jing'hai 惊骇
'jing'hai'jin'luan 惊骇筋挛
'jing'han'ze'xue'mai'ning'se 胫寒则血脉凝涩
'jing'hua'ri'tuo 精华日脱
'jing'hua'wei'qi 精化为气
'jing'jin 经筋
'jing'jin'di'shi'san 经筋第十三
'jing'jin'ji 颈筋急
'jing'jin'zhi'bing 经筋之病
'jing'jing'shang'gao 经胫上睪
'jing'jiu'fang'shu 精究方术
'jing'jue 精绝
'jing'jue'qi'fu 经绝气浮
'jing'ku 胫枯
'jing'lu'bu'tong 径路不通
'jing'luo'bu'tong 经络不通
'jing'luo'da'tong 经络大通
'jing'luo'fu'yu 经络府俞
'jing'luo'fu'yu'yin'yang'hui'tong 经络府俞阴阳会通
'jing'luo'jie'sheng 经络皆盛
'jing'luo'jie'shi 经络皆实
'jing'luo'ju'shi'he'ru 经络俱实何如
'jing'luo'jue'jue 经络厥绝
'jing'luo'lun 经络论
'jing'luo'lun'pian'di'wu'shi'qi 经络论篇第五十七
'jing'luo'shi'shu 经络时疏
'jing'luo'xu 经络虚
'jing'luo'zhi'jie 经络支节
'jing'luo'zhi'shi'xu 经络之实虚
'jing'luo'zhi'shu 经络之数
'jing'luo'zhi'xiang'guan 经络之相贯
'jing'mai 经脉
'jing'mai'bai'lou 经脉败漏
'jing'mai'bang'jue 经脉傍绝
'jing'mai'bie'lun 经脉别论
'jing'mai'bie'lun'pian'di'er'shi'yi 经脉别论篇第二十一
'jing'mai'chang'shen 经脉常深
'jing'mai'di'shi 经脉第十
'jing'mai'dong'chuan'ji'ke'yue'shui 颈脉动喘疾咳曰水
'jing'mai'er'shi'ba'hui 经脉二十八会
'jing'mai'liu'xing'bu'zhi 经脉流行不止
'jing'mai'liu'xing'bu'zhi 经脉留行不止
'jing'mai'man 经脉满
'jing'mai'shi'er 经脉十二
'jing'mai'shi'er'zhe 经脉十二者
'jing'mai'tong'li 经脉通利
'jing'mai'wei'ji 经脉为纪
'jing'mai'wei'li 经脉为里
'jing'mai'wei'sheng 经脉未盛
'jing'mai'wei'shi 经脉为始
'jing'mai'xu'kong 经脉虚空
'jing'mai'zhe 经脉者
'jing'mai'zhi'bing 经脉之病
'jing'mai'zhi'dao 经脉之道
'jing'mai'zhi'hai'ye 经脉之海也
'jing'man'er'xue'zhe 经满而血者
'jing'man'luo'xu 经满络虚
'jing'mi 粳米
'jing'nai'wang 精乃亡
'jing'qi'bing'gan'ze'you 精气并肝则忧
'jing'qi'bing'ju 精气并居
'jing'qi'bing'yu'pi 精气并于脾
'jing'qi'bing'yu'xin'ze'shan 精气并于心则善
'jing'qi'bu'ci 经气不次
'jing'qi'bu'san 精气不散
'jing'qi'bu'shang 精气不伤
'jing'qi'bu'wei'shi 经气不为使
'jing'qi'bu'zhuan 精气不转
'jing'qi'bu'zu 经气不足
'jing'qi'chi'huai 精气弛坏
'jing'qi'duo'ze'xu 精气夺则虚
'jing'qi'gui'yu'fei 经气归于肺
'jing'qi'jie 精气竭
'jing'qi'jie'dai'zhe'yi 经气结代者矣
'jing'qi'jie'jue 精气竭绝
'jing'qi'nai'de'cun 精气乃得存
'jing'qi'nai'guang 精气乃光
'jing'qi'nai'jue 精气乃绝
'jing'qi'nai'jue 经气乃绝
'jing'qi'ru'zang 经气入脏
'jing'qi'shuai'ye 精气衰也
'jing'qi'tai'xu 经气太虚
'jing'qi'ye 精气也
'jing'qi'ye 经气也
'jing'qi'yi'xia 精气溢下
'jing'qi'yi'xie 精气溢泻
'jing'qi'yi'zhi 经气已至
'jing'qi'you'jie 胫气有街
'jing'qi'you'yu 经气有余
'jing'qi'you'yu'zhe 经气有余者
'jing'qi'zhi'fen 精气之分
'jing'qi'zi'fu 精气自伏
'jing'qu'cun'kou'zhong'ye 经渠寸口中也
'jing'san'ze'shi'qi 精散则视歧
'jing'shang'bu'chuan'yu'zhi 精上不传于志
'jing'shang'ze'gu'suan'wei'jue 精伤则骨酸痿厥
'jing'shao 精少
'jing'she'zhi 精舍志
'jing'shen 精神
'jing'shen'bu'jin 精神不进
'jing'shen'bu'luan'si 净神不乱思
'jing'shen'bu'san 精神不散
'jing'shen'bu'zhuan 精神不专
'jing'shen'nai'ju 精神乃居
'jing'shen'nai'yang 精神乃央
'jing'shen'nai'zhi 精神乃治
'jing'shen'nei'shang 精神内伤
'jing'shen'nei'shou 精神内守
'jing'shen'qi'ri 静神七日
'jing'shen'qu'mu 精神去目
'jing'shen'zhi'suo'she'ye 精神之所舍也
'jing'sheng'ze'dang'neng'shi'er'bu'fu're 精胜则当能食而不复热
'jing'shi'qi 精食气
'jing'shi'zi'xia 精时自下
'jing'shu'zhi'gu'sui 经输治骨髓
'jing'shui 经水
'jing'shui'di'shi'er 经水第十二
'jing'shui'zhe 经水者
'jing'shun'zhi'ji 静顺之纪
'jing'shuo'mai'you'san'shu'liu'shu'zhong'zhe'he'wei'ye 经说脉有三菽六菽重者何谓也
'jing'sou'bu'li 径溲不利
'jing'sou'bu'li 泾溲不利
'jing'suan 胫酸
'jing'suan'xuan'mao 胫酸眩冒
'jing'sui'ye 经隧也
'jing'tuo'zhe 精脱者
'jing'wei'jin'ji 颈维筋急
'jing'wu'bi'ye 精无俾也
'jing'wu'cong'qu 精无从去
'jing'wu'cun 径五寸
'jing'xian'xia'zhe 经陷下者
'jing'xiang'qiang 颈项强
'jing'xiao'er'luo'da 经小而络大
'jing'xie'ze'bing'shen'er'ou 精泄则病甚而怄
'jing'xie'ze'bing'yi'shen'er'kuang 精泄则病益甚而恇
'jing'xing'shu'jing'he'zhe 井荥输经合者
'jing'xu'luo'man'he'ru 经虚络满何如
'jing'xu'luo'man'zhe 经虚络满者
'jing'yan'qi'zhi'sheng'shuai 经言气之盛衰
'jing'yan'sheng'zhe'xie'zhi 经言盛者泻之
'jing'yan'wu'ci'he'he'zhi're 经言无刺熇熇之热
'jing'yan'xia'ri'shang'shu 经言夏日伤暑
'jing'yan'yang'xu'ze'wai'han 经言阳虚则外寒
'jing'ye 经也
'jing'ye 胫也
'jing'ye'nai'shao 精液乃少
'jing'yi 惊已
'jing'yi'cun'cun'zhi'shao'ban 径一寸寸之少半
'jing'yi'dai'shi 静以待时
'jing'yi'jiu'liu 静以久留
'jing'yi'shi'fu 精以时服
'jing'yi'shi'yi 静意视义
'jing'yi'xu'wang 静以徐往
'jing'ying'ru'ge 颈膺如格
'jing'you'chang'se 经有常色
'jing'you'da'xiao 胫有大小
'jing'you'wu'feng 经有五风
'jing'yu'kang'di'ang'bi 经于亢氐昂毕
'jing'yu'niu'nv'wu'fen 经于牛女戊分
'jing'yu'wei'shi'liu'gui 经于危室柳鬼
'jing'yu'xin'wei'ji'fen 经于心尾己分
'jing'yu'zhang'yi'lou'wei 经于张翼娄胃
'jing'ze'duo'yan 静则多言
'jing'ze'ke'shen'ye 惊则咳甚也
'jing'ze'qi'luan 惊则气乱
'jing'ze'shen'zang 静则神藏
'jing'ze'xin'wu'suo'yi 惊则心无所依
'jing'ze'yang'shen 精则养神
'jing'zhe'ping'zhi 惊者平之
'jing'zhe'si 惊者死
'jing'zhe'wei'yin 静者为阴
'jing'zhi'chang'se'he'ru 经之常色何如
'jing'zhi'chu'ye 精之处也
'jing'zhi'dong'mai 经之动脉
'jing'zhi'guan'bing'ren 静志观病人
'jing'zhi'ke'wei'yan 精之窠为眼
'jing'zhi'qi'ye 静之期也
'jing'zhi'zhe'chang 敬之者昌
'jing'zhong 胫肿
'jing'zhong 颈肿
'jing'zhong'yang'zhi'mai 颈中央之脉
'jing'zhuan'zhe 精专者
'jing'zong'er'bu'ren'di'ye 胫纵而不任地也
'jiong'hu'qi'ru'ye'ming 窘乎其如夜瞑
'jiong'hu'zai 窘乎哉
'jiong'hu'zai'sheng'ren'zhi'wei'dao'ye 窘乎哉圣人之为道也
'jiong'hu'zai'wen'ye 窘乎哉问也
'jiong'hu'zai'zhao'zhao'zhi'ming'bu'ke'bi 窘乎哉昭昭之明不可蔽
'jiong'ji 窘急
'jiong'qi'cong'shang 炅气从上
'jiong'ze'cou'li'kai 炅则腠理开
'jiong'ze'qi'xie 炅则气泄
'jiong'zhi'yi'bing'jie'si 炅至以病皆死
'jiu'bao'da'han 久曝大旱
'jiu'bi'bu'qu'shen'zhe 久痹不去身者
'jiu'bing'zhe 久病者
'jiu'cai'zi 韭菜子
'jiu'cai'zi'tang 韭菜子汤
'jiu'chi'zhi 久持之
'jiu'ci'zhi'dao 灸刺之道
'jiu'ci'zhi'du'ye 灸刺之度也
'jiu'cun'ba'fen'fen'zhi'qi 九寸八分分之七
'jiu'da'zhi'er're'zhe 久大之而热者
'jiu'dai'mai'yu'yao'xiang'qu'san'cun 灸带脉于腰相去三寸
'jiu'er'bu'jie 久而不解
'jiu'er'bu'jue 久而不绝
'jiu'er'bu'sheng 救而不胜
'jiu'er'bu'xiang 久而不降
'jiu'er'bu'xiang'ye 久而不降也
'jiu'er'bu'yi 久而不易
'jiu'er'cheng'yu 久而成郁
'jiu'er'fu'yu 久而伏郁
'jiu'er'guo'ci'zhe 灸而过此者
'jiu'er'hua'yu 久而化郁
'jiu'er'jiu'zhi 九而九之
'jiu'er'zeng'qi 久而增气
'jiu'fen'wei'jiu'ye 九分为九野
'jiu'feng'ru'zhong 久风入中
'jiu'feng'wei'sun'xie 久风为飧泄
'jiu'gong'ba'feng 九宫八风
'jiu'gong'ba'feng'di'qi'shi'qi 九宫八风第七十七
'jiu'gu'di'er'shi'zhuang 灸骨骶二十壮
'jiu'han'bu'yi 久寒不已
'jiu'han're'zhi'fa 灸寒热之法
'jiu'hou'jie'cong'zhe'bu'si 九候皆从者不死
'jiu'hou'mo'bing 九候莫病
'jiu'hou'ruo'yi 九候若一
'jiu'hou'sui'tiao'you'si 九候虽调犹死
'jiu'hou'yi'bei 九候已备
'jiu'hou'zhi'mai'jie'chen'xi'xuan'jue'zhe'wei'yin 九候之脉皆沉细旋绝者为阴
'jiu'hou'zhi'xiang'ying'ye 九候之相应也
'jiu'jie'suan 韭皆酸
'jiu'jing'shao'yin 灸胫少阴
'jiu'jiu'ba'shi'yi 九九八十一
'jiu'jiu'ba'shi'yi'pian'yu'jin'tong'qi'yi'yi 九九八十一篇余尽通其意矣
'jiu'jiu'zhi'hui'zhe 九九制会者
'jiu'juan 九卷
'jiu'ke'bu'yi'ze'san'jiao'shou'zhi 久咳不已则三焦受之
'jiu'li'shang'gu 久立伤骨
'jiu'liu'er'bu'qu 久留而不去
'jiu'liu'er'bu'xie'zhe 久留而不泻者
'jiu'liu'er'huan 久留而环
'jiu'liu'er'nei'zhe 久留而内着
'jiu'liu'er'shi 久留而视
'jiu'liu'xin'xia 久留心下
'jiu'liu'zhi 久留之
'jiu'ni'zhi'suo'sheng'ye 久逆之所生也
'jiu'qi'bu'tong 九气不同
'jiu'qi'yi'bai 救其已败
'jiu'qi'yi'cheng'zhe 救其已成者
'jiu'qi'yu'gu'qi'xiang'bo 酒气与谷气相薄
'jiu'qiao 九窍
'jiu'qiao'bu'li 九窍不利
'jiu'qiao'bu'tong 九窍不通
'jiu'qiao'jie'chen 九窍皆沉
'jiu'qiao'jie'sai 九窍皆塞
'jiu'qiao'wei'shui'zhu'zhi'qi 九窍为水注之气
'jiu'qiong'gu'er'shi'zhuang 灸穷骨二十壮
'jiu'ri'chu'yu'que'pen'zhi'zhong 九日出于缺盆之中
'jiu'ri'shao'yang'bing'shuai 九日少阳病衰
'jiu'ri'si 九日死
'jiu'ru'yu'wei 酒入于胃
'jiu'sai'qi'kong 久塞其空
'jiu'shi'shang'xue 久视伤血
'jiu'shi'sui 九十岁
'jiu'suan 韭酸
'jiu'wei'chang'pi 久为肠澼
'jiu'wei'xia'san'cun 鸠尾下三寸
'jiu'wei'yi 鸠尾一
'jiu'wo'shang'qi 久卧伤气
'jiu'xin'tong'fa 久新同法
'jiu'xing'shang'jin 久行伤筋
'jiu'xing'xuan'lang 九星悬朗
'jiu'ye 九野
'jiu'ye'wei'jiu'zang 九野为九脏
'jiu'yi 久矣
'jiu'yi'chi 久以持
'jiu'yi'fa'ye 九以法野
'jiu'yi'ru'wei 酒亦入胃
'jiu'yi'xi 灸譩譆
'jiu'yin'ci'yang 灸阴刺阳
'jiu'yin'yin'yu 久阴淫雨
'jiu'ying'er'si 韭英而死
'jiu'yu'chu'men 究于畜门
'jiu'yu'wu'ji'ye 究于无极也
'jiu'yue 九曰
'jiu'yue 九月
'jiu'yue'cui'ci 九曰焠刺
'jiu'yue'da'zhen 九曰大针
'jiu'yue'er'yin 九月而喑
'jiu'yue'fu'ci 九曰浮刺
'jiu'yue'shi'yue'yin'qi'shi'bing 九月十月阴气始冰
'jiu'yue'wan'wu'jin'shuai 九月万物尽衰
'jiu'yue'yang'qi'jin'er'yin'qi'sheng 九月阳气尽而阴气盛
'jiu'ze'mu'xuan 久则目眩
'jiu'ze'qiang'shi'sheng'rou 灸则强食生肉
'jiu'ze'wei'zhong 久则为肿
'jiu'zhe 久者
'jiu'zhe 九者
'jiu'zhe 酒者
'jiu'zhe'jian'gou 久者简垢
'jiu'zhe'jing'xun'zhi'li 九者经巽之理
'jiu'zhe'li'sui 久者离岁
'jiu'zhen'bi'yi 九针毕矣
'jiu'zhen'lun 九针论
'jiu'zhen'lun'di'qi'shi'ba 九针论第七十八
'jiu'zhen'shi'er'yuan 九针十二原
'jiu'zhen'shi'er'yuan'di'yi 九针十二原第一
'jiu'zhen'tong'jiu'qiao 九针通九窍
'jiu'zhen'zhe 九针者
'jiu'zhen'zhi'lun 九针之论
'jiu'zhen'zhi'ming 九针之名
'jiu'zhen'zhi'xuan 九针之玄
'jiu'zhen'zhi'yi 九针之宜
'jiu'zhen'zui'miao 九针最妙
'jiu'zhen'zui'miao'zhe 九针最妙者
'jiu'zhi 灸之
'jiu'zhi'bu'yi'shi'shang 久之不以时上
'jiu'zhi'suo'yi 灸之所宜
'jiu'zhi'xiang'tai'yang 灸之项太阳
'jiu'zhi'yi'ran 灸之亦然
'jiu'zhi'ze'ke'ci'zhi'ze'bu'ke 灸之则可刺之则不可
'jiu'zhi'ze'yang'qi'ru'yin 灸之则阳气入阴
'jiu'zhi'ze'yin 灸之则瘖
'jiu'zhi'zhuang'shu 灸之壮数
'jiu'zi 韭子
'jiu'zi'yi 久自已
'jiu'zuo'shang'rou 久坐伤肉
'ju'bi'jian'shang'xian'zhe'jiu'zhi 举臂肩上陷者灸之
'ju'bu'yu'guan'yu'su 举不欲观于俗
'ju'chang'wei'zhi'wai 居肠胃之外
'ju'chu'an'jing 居处安静
'ju'chu'xiang'shi 居处相湿
'ju'chu'yu'yu 居处于于
'ju'ci'zhe 巨刺者
'ju'cuo'bu'gu'shi'fei 举措不顾是非
'ju'er'bing'zhi 举而并之
'ju'fei'qi'ren 惧非其人
'ju'fei'qi'wei 居非其位
'ju'fen'zhe 巨分者
'ju'gu'xue'ge'yi 巨骨穴各一
'ju'hai'ru'yu'wei 俱还入于胃
'ju'jian'fan'ying'xian'hou'zhe 巨肩反膺陷喉者
'ju'jian'xian'yan 巨肩陷咽
'ju'jie'bu'yong'er'tong 举节不用而痛
'ju'ju'ran 驹驹然
'ju'mo'ze'wei'tong 聚沫则为痛
'ju'pi 橘皮
'ju'pi'tang 橘皮汤
'ju'pi'xiang'chi'tang 橘皮香豉汤
'ju'pi'zhu'ru'tang 橘皮竹茹汤
'ju'qi'ke'bu 聚气可布
'ju'qi'nai'ping 巨气乃平
'ju'qi'shang'wei'ni 居脐上为逆
'ju'qi'tou'qian 居其头前
'ju'qi'wei'zhuo'hua 居气为灼化
'ju'qi'xia'wei'cong 居脐下为从
'ju'qing'shang'cang 惧清伤藏
'ju'qu'zhe 巨屈者
'ju'san'er'bu'duan 聚散而不端
'ju'shi'du'jian 俱视独见
'ju'shi'hun'mi 举世昏迷
'ju'shu'song'mi'shu'sheng'guo'zi'jian 具书送秘书省国子监
'ju'shui'er'sheng'bing'ye 聚水而生病也
'ju'tong'lun 举痛论
'ju'tong'lun'pian'di'san'shi'jiu 举痛论篇第三十九
'ju'wang'ju'lai 俱往俱来
'ju'wei'cheng'ye 聚未成也
'ju'xi'fen'yi'jian'ye 举膝分易见也
'ju'xu'shang'lian 巨虚上廉
'ju'xu'shang'xia'lian 巨虚上下廉
'ju'xu'shang'xia'lian'si'xue 巨虚上下廉四穴
'ju'xu'zhe 巨虚者
'ju'yan'qi'zhuang 具言其状
'ju'yang'fu'chen 巨阳伏沉
'ju'yang'shao'yang'bu'dong 巨阳少阳不动
'ju'yang'shou'zhi 巨阳受之
'ju'yang'xu'ze'yao'bei'tou'xiang'teng 巨阳虚则腰背头项疼
'ju'yang'yin'jing'zhe'san'ri 巨阳引精者三日
'ju'yang'zhe 巨阳者
'ju'yang'zhi'jue 巨阳之厥
'ju'yang'zhu'qi 巨阳主气
'ju'ye'zhe'zhi'gong 居叶蛰之宫
'ju'ye'zhe'zhi'gong'si'shi'liu'ri 居叶蛰之宫四十六日
'ju'yu'gui'shen'zhe 拘于鬼神者
'ju'yu'yin'qi 聚于阴器
'ju'yu'yin'qi 聚于阴气
'ju'ze'pai'fen'rou'er'fen'lie'ye 聚则排分肉而分裂也
'ju'zhe 举者
'ju'zhe 疽者
'ju'zhe 聚者
'ju'zhen'qu'zhi 巨针取之
'ju'zhi'han'chu 居止寒处
'ju'zhi'jiang'tang 橘枳姜汤
'ju'zhi'qian'hou 举之前后
'ju'zu'fu 举足浮
'ju'zu'qu'zhi 举足取之
'ju'zu'shan'gao 举足善高
'juan'er'qie 卷而切
'juan'rou'suo'jin 卷肉缩筋
'jue'bi'shi'zi 绝彼师资
'jue'bi'zhe 厥痹者
'jue'bing 厥病
'jue'bing'di'er'shi'si 厥病第二十四
'jue'bu'zhi'yue'si 绝不至曰死
'jue'cheng'wei'dian'ji 厥成为巅疾
'jue'chuan'xu'qi'ni 厥喘虚气逆
'jue'da'qi 厥大气
'jue'du'zhi'guan 决渎之官
'jue'duan'chu'yan 决断出焉
'jue'er'fu'xiang'xiang'ran 厥而腹向向然
'jue'er'han'shen 厥而寒甚
'jue'er'zhi'zhi 绝而止之
'jue'fu'er'bing'qu'zhe 绝肤而病去者
'jue'gu 绝骨
'jue'han'nai'chu 绝汗乃出
'jue'han'ze'zhong'yi 绝汗则终矣
'jue'huo'ling'ren'fu'man 厥或令人腹满
'jue'jie'tong 腳皆痛
'jue'kuang 厥狂
'jue'lun 厥论
'jue'lun'pian'di'si'shi'wu 厥论篇第四十五
'jue'mai'an'qi'an'zhi 蹻脉安起安止
'jue'mai'cong'zu'zhi'mu 蹻脉从足至目
'jue'mai'you'yin'yang 蹻脉有阴阳
'jue'mai'zhe 蹻脉者
'jue'nai'cheng'ji'ye 厥乃成积也
'jue'ni 厥逆
'jue'ni'cong'xia'shang'san 厥逆从下上散
'jue'ni'fu'zhang'man 厥逆腹胀满
'jue'ni'ge'bu'tong 厥逆膈不通
'jue'ni'lian'zang'ze'si 厥逆连脏则死
'jue'ni'shang'chong 厥逆上冲
'jue'ni'shang'chu 厥逆上出
'jue'ni'shang'xie 厥逆上泄
'jue'ni'wei'bing'ye 厥逆为病也
'jue'ni'zhe 厥逆者
'jue'pi'nai'jue'han 绝皮乃绝汗
'jue'qi 决气
'jue'qi'di'san'shi 决气第三十
'jue'qi'ke'yu'xin 厥气客于心
'jue'qi'ke'yu'yin'gu 厥气客于阴股
'jue'qi'liu'bo 厥气留薄
'jue'qi'shang'ji'fu 厥气上及腹
'jue'qi'shang'ni 厥气上逆
'jue'qi'shang'ni'ze'huo'luan 厥气上逆则霍乱
'jue'qi'shang'xing 厥气上行
'jue'qi'shang'ze'kong 厥气上则恐
'jue'qi'sheng'si'nai'he 决其生死奈何
'jue'qi'sheng'zu'man 厥气生足悗
'jue'qi'zai'meng'chun 绝期在孟春
'jue'qi'zou'hou'er'bu'neng'yan 厥气走喉而不能言
'jue'qian'zu'da 蹻前卒大
'jue're'bing'ye 厥热病也
'jue'ren'chang'ming 绝人长命
'jue'ren'zhang'bing 绝人长病
'jue'shen'yi'bi 厥身已毙
'jue'sheng'si 决生死
'jue'si'sheng'nai'he 决死生奈何
'jue'si'sheng'ye 决死生也
'jue'si'sheng'zhi'fen 决死生之分
'jue'tou'tong 厥头痛
'jue'xi'yi'ri'ban'si 绝系一日半死
'jue'xian'yi 决嫌疑
'jue'xie'ji'er'tong'zhe 厥挟脊而痛者
'jue'xin'tong 厥心痛
'jue'xiong'man'mian'zhong 厥胸满面肿
'jue'yi'du 决以度
'jue'yi'ming'tang 决以明堂
'jue'yin 厥阴
'jue'yin'bing'ke'yu'yin'shui'zhe'shao'shao'yu'zhi'yu 厥阴病渴欲饮水者少少与之愈
'jue'yin'bing'yu'jie'shi'cong'chou'zhi'mao'shang 厥阴病欲解时从丑至卯上
'jue'yin'bu'qian'zheng 厥阴不迁正
'jue'yin'bu'tui'wei 厥阴不退位
'jue'yin'chang'duo'qi'shao'xue 厥阴常多气少血
'jue'yin'chang'duo'xue'shao'qi 厥阴常多血少气
'jue'yin'duo'xue'shao'qi 厥阴多血少气
'jue'yin'feng'hua 厥阴风化
'jue'yin'fu'bu 厥阴复布
'jue'yin'gen'qi'yu'da'dun 厥阴根起于大敦
'jue'yin'gen'yu'da'dun 厥阴根于大敦
'jue'yin'he'ye 厥阴何也
'jue'yin'jiang'di 厥阴降地
'jue'yin'jue'ni 厥阴厥逆
'jue'yin'mai'xun'yin'qi'er'luo'yu'gan 厥阴脉循阴器而络于肝
'jue'yin'mao'zhong'ji'mai'ge'yi 厥阴毛中急脉各一
'jue'yin'nei'xue'zhe 厥阴内血者
'jue'yin'si'di 厥阴司地
'jue'yin'si'tian 厥阴司天
'jue'yin'si'tian'wei'feng'hua 厥阴司天为风化
'jue'yin'suo'wei'zhong'ye 厥阴所谓终也
'jue'yin'suo'zhi 厥阴所至
'jue'yin'suo'zhi'wei'feng'fu 厥阴所至为风府
'jue'yin'suo'zhi'wei'he'ping 厥阴所至为和平
'jue'yin'suo'zhi'wei'li'ji 厥阴所至为里急
'jue'yin'suo'zhi'wei'mao'hua 厥阴所至为毛化
'jue'yin'suo'zhi'wei'nao'dong 厥阴所至为挠动
'jue'yin'suo'zhi'wei'piao'nu'tai'liang 厥阴所至为飘怒太凉
'jue'yin'suo'zhi'wei'ruan'li 厥阴所至为緛戾
'jue'yin'suo'zhi'wei'sheng'hua 厥阴所至为生化
'jue'yin'suo'zhi'wei'xie'tong 厥阴所至为胁痛
'jue'yin'suo'zhi'wei'zhi'tong 厥阴所至为支痛
'jue'yin'wei'he 厥阴为阖
'jue'yin'yi'sheng'er'zao 厥阴一盛而躁
'jue'yin'you'shang'zhi'tian 厥阴犹尚治天
'jue'yin'you'yu'bing'yin'bi 厥阴有余病阴痹
'jue'yin'zai'quan 厥阴在泉
'jue'yin'zai'shang 厥阴在上
'jue'yin'zai'zhong 厥阴在中
'jue'yin'zhe 厥阴者
'jue'yin'zhi'biao 厥阴之表
'jue'yin'zhi'fu 厥阴之复
'jue'yin'zhi'jue 厥阴之厥
'jue'yin'zhi'ke 厥阴之客
'jue'yin'zhi'mai'ling'ren'yao'tong 厥阴之脉令人腰痛
'jue'yin'zhi'mai'zhe 厥阴之脉者
'jue'yin'zhi'shang 厥阴之上
'jue'yin'zhi'sheng 厥阴之胜
'jue'yin'zhi'you 厥阴之右
'jue'yin'zhi'zheng'nai'he 厥阴之政奈何
'jue'yin'zhi'zhi 厥阴治之
'jue'yin'zhi'zhi'qi'mai'xian 厥阴之至其脉弦
'jue'yin'zhi'zhi'ye 厥阴之治也
'jue'yin'zhi'zhu 厥阴之主
'jue'yin'zhong'zhe 厥阴终者
