'an'hao'xin'xue 暗耗心血
'nai'wei'yi'dao'zhi'gang'ling 乃为医道之纲领
'nai'zao'hua'zhi'shu'niu 乃造化之枢纽
'nan'fang'yan're 南方炎热
'nan'nv'yin'yang'mei'fen 男女阴阳枚分
'nan'yi'ci'er'cang'jing 男以此而藏精
'nan'zi'cang'jing 男子藏精
'nan'zi'chan'sheng'jing'zi 男子产生精子
'nan'zi'de'pai'jing 男子的排精
'nan'zi'meng'yi 男子梦遗
'nan'zi'xie'jing 男子泄精
'nan'zi'yi'cang'jing 男子以藏精
'nao'de'fa'yu'jian'quan 脑的发育健全
'nao'er'mu 脑耳目
'nao'ju'lu'nei 脑居颅内
'nao'wei'yuan'shen'zhi'fu 脑为元神之府
'nao'wei'zhi'bu'man 脑为之不满
'nao'yu'jing'shen'huo'dong 脑与精神活动
'nao'ze'zhu'yu'gu 淖泽注于骨
'nao'zhi'bu'man 脑之不满
'nao'zhong'zai'xin'zhi'wai 脑中在心之外
'nao'zhuan'ze'yin'mu'xi'ji 脑转则引目系急
'nei'cang'qing'jing'zhi'ye 内藏清净之液
'nei'ce'chi'bai'rou'ji 内侧赤白肉际
'nei'ce'fen'san'yin 内侧分三阴
'nei'he'yu'zang'fu 内合于脏腑
'nei'huai 内踝
'nei'huai'shang'ba'cun'chu 内踝上八寸处
'nei'huan'jing 内环境
'nei'huan'jing'yu'fa'bing 内环境与发病
'nei'jing'shi'er'guan'lun 内经十二官论
'nei'lian'shu'yu'zang'fu 内连属于脏腑
'nei'wai'zhi'fen 内外之分
'nei'wai'zuo'you'shang'xia'zhi'qi'ye 内外左右上下之气也
'nei'wei'yin 内为阴
'nei'you'yin'yang 内有阴阳
'nei'yu'zhen'yin'he'zhen'yang 内寓真阴和真阳
'nei'zang'jing'qi'de'hua'cai 内脏精气的华彩
'nei'zhi'zang'fu 内至脏腑
'nei'zhu'wu'zang'liu'fu 内注五脏六腑
'neng'gu'xia'wu'cun'chu 能骨下五寸处
'neng'he'mai'se 能合脉色
'neng'liang'zhuan'hua 能量转化
'neng'zi'yang'fei'zang 能滋养肺脏
'ni'shun'fei'shou 逆顺肥瘦
'ni'tiao'lun 逆调论
'nian'ye 粘液
'niao'chi'duan'shao 尿赤短少
'niao'liang'da'liang'zeng'duo 尿量大量增多
'niao're'chi 尿热赤
'niao'ye 尿液
'niao'ye'pai'xie'liang 尿液排泄量
'niao'ye'wei'jin'ye'suo'hua 尿液为津液所化
'ning'bi'zu'zhi 凝闭阻滞
'ning'jie 凝结
'ning'jing'gong'neng'jian'tui 宁静功能减退
'ning'ze'mai'bu'tong 凝则脉不通
'ning'zhi 凝滞
'nong'yao 农药
'nu'dong'yu'xin'ze'gan'ying 怒动于心则肝应
'nu'sheng'si 怒胜思
'nu'wei'gan'zhi'shu'mu 怒为肝志属木
'nv'yi'ci'er'xi'bao'tai 女以此而系胞胎
'nv'zi'an'qi'pai'luan 女子按期排卵
'nv'zi'meng'jiao 女子梦交
'nv'zi'qi'sui 女子七岁
'nv'zi'xi'bao'zhe 女子系胞者
'nv'zi'yi'xi'bao 女子以系胞
'ou'tu'ku'shui 呕吐苦水
'pai'chu'da'liang'shui'fen 排出大量水分
'pai'chu'ti'nei'de'zhuo'qi 排出体内的浊气
'pai'chu'ti'wai 排出体外
'pai'chu'wu'ji'fen'mi'wu 排出物及分泌物
'pai'chu'yi'wu 排除异物
'pai'sheng 派生
'pai'xie'fen'bian'de'gang'men 排泄粪便的肛门
'pai'xie'fen'bian'de'tong'dao 排泄粪便的通道
'pai'xie'zao'po'he'niao'ye 排泄糟粕和尿液
'pan'duan'xin'zhu'xue'mai 判断心主血脉
'pang'chang'ji 胖肠肌
'pang'guang 膀胱
'pang'guang'de'zhu'niao'he'pai'niao'gong'neng 膀胱的贮尿和排尿功能
'pang'guang'kai'he'you'du 膀胱开合有度
'pang'guang'wu'ci 膀胱无此
'pang'guang'zhe 膀胱者
'pang'guang'zhi'kai'he'shi'du 膀胱之开合失度
'pang'guang'zu'tai'yang'zhi'mai 膀胱足太阳之脉
'pang'kai'er'cun 旁开二寸
'pang'na'tai'yang'zhi'mai 旁纳太阳之脉
'pang'xing'ru'mu'nei'pi 旁行入目内毗
'pei'tu'sheng'jin 培土生金
'pei'zuo'shen'yi'cang'zhen'jing 配左肾以藏真精
'pen'ti'hou'yang 喷嚏喉痒
'pi'bei'fa'li 疲惫乏力
'pi'bing'ke'yi'ji'gan 脾病可以及肝
'pi'bu 皮部
'pi'bu'jiu'shi'shi'er'jing'mai'ji'qi'suo'shu'luo'mai 皮部就是十二经脉及其所属络脉
'pi'bu'li'lun 皮部理论
'pi'bu'lun 皮部论
'pi'bu'zhi'shui 脾不制水
'pi'cang'yi 脾藏意
'pi'cang'yi'zhu'si 脾藏意主思
'pi'de'zhuan'shu'he'san'jing'gong'neng 脾的转输和散精功能
'pi'dui'jin'ye'de'shu'bu'zuo'yong 脾对津液的输布作用
'pi'fu'biao'mian 皮肤表面
'pi'fu'gan'se 皮肤干涩
'pi'fu'gan'zao'deng 皮肤干燥等
'pi'fu'han'xian'hao'mao 皮肤汗腺毫毛
'pi'fu'he'mao'fa'de'run'ze'you'hua 皮肤和毛发的润泽有华
'pi'fu'run'rou 皮肤润柔
'pi'fu'run'ze 皮肤润泽
'pi'fu'shou'liang'er'gan'mao 皮肤受凉而感冒
'pi'fu'tan'yang 皮肤痰痒
'pi'fu'wei'yang 皮肤为阳
'pi'fu'yu'jin'rou'zu'zhi 皮肤与筋肉组织
'pi'he'ze'kou'neng'zhi'wu'gu'yi 脾和则口能知五谷矣
'pi'jing'zai'qian'yuan 脾经在前缘
'pi'jing'zai'zhong'xian 脾经在中线
'pi'jing'zhu'xin'zhong 脾经注心中
'pi'mao 皮毛
'pi'mao'he'bi'shu'yu'jin 皮毛和鼻属于金
'pi'mao'qiao'cui'ku'gao'deng'xian'xiang 皮毛憔悴枯搞等现象
'pi'mao'tian'li'kai'xie 皮毛腆理开泄
'pi'qi'hua'er'shang'sheng 脾气化而上升
'pi'qi'tong'yu'kou 脾气通于口
'pi'qi'xia'xian 脾气下陷
'pi'rou'jin'gu 皮肉筋骨
'pi'rou'mai'jin'gu 皮肉脉筋骨
'pi'rou'zai'ci 皮肉在此
'pi'shen'yang'xu'zhi'zheng 脾肾阳虚之证
'pi'shen'zhi'yang'xu'wei'zhu 脾肾之阳虚为主
'pi'sheng'fei 脾生肺
'pi'shi'qu'shen'yang'de'wen'xu 脾失去肾阳的温煦
'pi'shu'shi 脾属湿
'pi'shu'tu'er'zhi'yu'gan'mu 脾属土而制于肝木
'pi'tu'sheng'fei'jin 脾土生肺金
'pi'tu'wei'mu 脾土为母
'pi'wei'bu'he 脾胃不和
'pi'wei'bu'shang 脾胃不伤
'pi'wei'shen'zhi'zhu 脾为肾之主
'pi'wei'sheng'shuai'lun 脾胃盛衰论
'pi'wei'sheng'tan'zhi'yuan 脾为生痰之源
'pi'wei'shi're 脾胃湿热
'pi'wei'shi're'yu'zheng 脾胃湿热郁蒸
'pi'wei'wu'ci 脾胃无此
'pi'wei'xu'shi'chuan'bian'lun 脾胃虚实传变论
'pi'wei'yin'tu 脾为阴土
'pi'wei'yu'zhong'jiao 脾位于中焦
'pi'wei'zhe 脾胃者
'pi'wei'zhi'qi'jian'wang 脾胃之气健旺
'pi'wei'zhi'qi'xu'shuai 脾胃之气虚衰
'pi'xi'zao'e'shi 脾喜燥恶湿
'pi'xu'bu'yun 脾虚不运
'pi'xu'shui'zhong 脾虚水肿
'pi'yang'bu'zhen 脾阳不振
'pi'yang'bu'zhen'zhi'zheng 脾阳不振之证
'pi'yang'gen'yu'shen'yang 脾阳根于肾阳
'pi'yang'jiu'xu 脾阳久虚
'pi'yang'xu'sun 脾阳虚损
'pi'yi'sheng'wei'jian 脾以升为健
'pi'yi'sheng'ze'jian 脾宜升则健
'pi'you'fen'bu 皮有分部
'pi'you'yun'hua'shui'gu 脾有运化水谷
'pi'yu'xue'jian 脾俞穴见
'pi'yun'jian'wang 脾运健旺
'pi'zang'se'huang 脾脏色黄
'pi'zhe 皮者
'pi'zhi'bu'ye 皮之部也
'pi'zhi'da'luo'san'bu'zai'xiong'xie'bu 脾之大络散布在胸胁部
'pi'zhi'he'rou'ye 脾之合肉也
'pi'zhi'jian'yun 脾之健运
'pi'zhu'tong'xue 脾主统血
'pi'zhu'yun'hua'er'gui'shu'yu'tu 脾主运化而归属于土
'pi'zhu'yun'hua'shui'gu'zhi'jing 脾主运化水谷之精
'pi'zu'tai'yin'zhi'mai 脾足太阴之脉
'piao'ji'hua'li 漂疾滑利
'ping'gan'he'wei'fa 平肝和胃法
'ping'heng'xie'tiao 平衡协调
'ping'ren'qi'xiang'lun 平人气象论
'po'huai'ren'ti'xiang'dui'ping'heng'zhuang'tai 破坏人体相对平衡状态
'po'men 魄门
'po'xue'zhu'xue'zhi'jun'ji 破血逐血之峻剂
'qi'an'qi'zhi'jing'wei'bai'yan 其案气之精为白眼
'qi'ba 七八
'qi'ben'zai'shen 其本在肾
'qi'bie'luo'shang'xing'yu'she 其别络上行于舌
'qi'bing'zai'zhong 其病在中
'qi'bu'gu'jing 气不固精
'qi'bu'hua 气不化
'qi'bu'ji 其不及
'qi'bu'neng'nei'shou'er'wai'yi 气不能内守而外逸
'qi'bu'neng'wai'da'er'jie'ju'yu'nei 气不能外达而结聚于内
'qi'bu'zu 其不足
'qi'chong'men'he'zai 七冲门何在
'qi'chong'sheng'yu'ji'biao'yu'xie'qi'kang'zheng 气充盛于肌表与邪气抗争
'qi'chong'zai'gu 其充在骨
'qi'chong'zai'ji 其充在肌
'qi'chong'zai'jin 其充在筋
'qi'chong'zai'pi 其充在皮
'qi'chong'zai'xue'mai 其充在血脉
'qi'da'qi'zhi'bo'er'bu'xing'zhe 其大气之搏而不行者
'qi'dao'guan'ai 七道关隘
'qi'dao'tong'chang 气道通畅
'qi'de'gu'she'zuo'yong 气的固摄作用
'qi'de'huo'li'hen'qiang 气的活力很强
'qi'de'lai'yuan 气的来源
'qi'de'sheng'cheng 气的生成
'qi'de'tong'dao 气的通道
'qi'de'tui'dong'ji'huo 气的推动激活
'qi'de'xu'shuai 气的虚衰
'qi'de'yun'dong 气的运动
'qi'de'yun'dong'bian'hua'er'chan'sheng 气的运动变化而产生
'qi'dong'ying'yi 其动应衣
'qi'duan'fa'li 气短乏力
'qi'dui'xue'de'gu'she'zuo'yong 气对血的固摄作用
'qi'er'bu'xing 泣而不行
'qi'fei'xue'bu'he 气非血不和
'qi'fei'zhi'bu'li 气非质不立
'qi'fen'zhi 其分支
'qi'fen'zhi'dang'xia'ling'jiao'chu'jin'ren 其分支当下领角处进人
'qi'fen'zhi'jie'yu'xiao'tui'du 其分支结于小腿肚
'qi'fen'zhi'jin'ren'ye'nei 其分支进人腋内
'qi'fen'zhi'ling'qi'yu'pang'gu'bu 其分支另起于胖骨部
'qi'fen'zhi'xiang'hou'zou'ye'hou'ce'yuan 其分支向后走腋后侧缘
'qi'gu'she'gong'neng 气固摄功能
'qi'gui'yu'quan'heng 气归于权衡
'qi'he'er'sheng 气和而生
'qi'he'jin'ye'de'guan'xi 气和津液的关系
'qi'he'xue 气和血
'qi'hou'bian'hua 气候变化
'qi'hou'bian'hua'guo'yu'ji'zhou 气候变化过于急骤
'qi'hou'bian'hua'yi'chang 气候变化异常
'qi'hou'chao'shi 气候潮湿
'qi'hou'de'yi'chang 气候的异常
'qi'hou'fan'chang 气候反常
'qi'hou'gan'zao 气候干燥
'qi'hou'yan're 气候炎热
'qi'hou'yan're'wai 气候炎热外
'qi'hou'yin'su 气候因素
'qi'hou'zao'han 气候燥寒
'qi'hua'de'chang'suo 气化的场所
'qi'hua'san'jiao 气化三焦
'qi'hua'shi'chang 气化失常
'qi'hua'wu'quan'er'zhi'yang'xu'bian'mi 气化无权而致阳虚便秘
'qi'hua'zai'chun 其华在唇
'qi'hua'zai'chun'si'bai 其华在唇四白
'qi'hua'zai'fa'shen'zhu'gu'sheng'sui 其华在发肾主骨生髓
'qi'hua'zai'mao 其华在毛
'qi'hua'zai'mian'mai 其华在面脉
'qi'hua'zai'zhao 其华在爪
'qi'hua'ze'neng'chu'yi 气化则能出矣
'qi'hua'zuo'yong'de'yuan'dong'li 气化作用的原动力
'qi'ji'bu'li 气机不利
'qi'ji'shi'chang 气机失常
'qi'ji'shou'lian 气机收敛
'qi'jie 气结
'qi'jie 气街
'qi'jie'xue 气街穴
'qi'jie'yu'zhong 气结于中
'qi'jie'zhi'bang'zhong'you'xiao'xin 七节之傍中有小心
'qi'jie'zhi'pang 七节之旁
'qi'jin'liang'shang'zhi'zheng 气津两伤之证
'qi'jing'ba'mai'ze'bu'ju'yu'chang 奇经八脉则不拘于常
'qi'jing'yi'chu 奇经溢出
'qi'ju'er'bu'san 气聚而不散
'qi'ju'ze'xing'cheng 气聚则形成
'qi'li'fang'wang 其力方旺
'qi'liu'er'bu'xing'zhe 其流而不行者
'qi'liu'yu'di 气流于地
'qi'mai'sheng'da'yi'se 其脉盛大以涩
'qi'man'yu'zai 岂漫语哉
'qi'mo'zai'fei 其末在肺
'qi'neng'sheng'xue'hang'xue'she'xue 气能生血行血摄血
'qi'po'yu'xia'jiao 气迫于下焦
'qi'qi 七七
'qi'qi'yu'shen'tong 其气与肾通
'qi'ri'yi'shuai 气日以衰
'qi'rong'chun'ye 其荣唇也
'qi'rong'se'ye 其荣色也
'qi'rong'zhao'ye 其荣爪也
'qi'ru'yin'shi'ji'bao 其如饮食饥饱
'qi'san'ze'fen'zhi 器散则分之
'qi'san'ze'xing'wang 气散则形亡
'qi'shang'kou'zai'you'men'chu 其上口在幽门处
'qi'shang'zhe 其上者
'qi'she'yu'xue 气舍于血
'qi'sheng 气生
'qi'sheng'tai'guo 气升太过
'qi'shi'ze'yi'er 其实则一尔
'qi'shi'zhe 气实者
'qi'shu'yang 气属阳
'qi'si 其死
'qi'sui'jin'xie 气随津泄
'qi'ta'ci'ji 其他刺激
'qi'teng'yu'tian 气腾于天
'qi'ti'chang'tong 气体畅通
'qi'tong'yu'fei'zang 气通于肺脏
'qi'wang 气旺
'qi'wei 气味
'qi'wen'jiao'di 气温较低
'qi'wen'zhou'jiang 气温骤降
'qi'xia'duan'jin'jie'gang'men 其下端紧接肛门
'qi'xing'jie'pai'jiang 其性皆派降
'qi'xing'kai'xie 其性开泄
'qi'xing'lei'shui 其性类水
'qi'xing'sheng'fu 其性升浮
'qi'xing'shu'yin 其性属阴
'qi'xing'wei'shu 其性为暑
'qi'xing'yan're 其性炎热
'qi'xing'ze'xue'hang 气行则血行
'qi'xu'bian'mi 气虚便秘
'qi'xu'tui'dong'wu'li 气虚推动无力
'qi'xu'ze'tui'dong'wu'li 气虚则推动无力
'qi'xu'zhe 气虚者
'qi'xue'bu'neng'wai'da 气血不能外达
'qi'xue'de'yao'chong 气血的要冲
'qi'xue'de'yun'xing 气血的运行
'qi'xue'lun 气穴论
'qi'xue'qi'jie'shang'yu'mian'er'zou'kong'qiao 其血气皆上于面而走空窍
'qi'xue'shang'ni 气血上逆
'qi'xue'sheng'hua'bu'zu 气血生化不足
'qi'xue'tiao'he 气血调和
'qi'xue'ying'wei 气血营卫
'qi'xue'yu'zhi 气血瘀滞
'qi'xue'zu'zhi'bu'neng 气血阻滞不能
'qi'yi'shang 脐以上
'qi'you'pang'ji'xiang'huo'ye 其右旁即相火也
'qi'you'yu 气有余
'qi'you'yuan'jin 期有远近
'qi'yu 气郁
'qi'yu'bao'zhong 起于胞中
'qi'yu'bi 起于鼻
'qi'yu'da'zhi'ci'zhi'zhi'duan 起于大指次指之端
'qi'yu'da'zhi'cong'mao'zhi'ji 起于大趾丛毛之际
'qi'yu'da'zhi'zhi'duan 起于大趾之端
'qi'yu'da'zu'zhi'nei'ce'duan 起于大足趾内侧端
'qi'yu'di'si'zhi 起于第四趾
'qi'yu'er'hua're 气郁而化热
'qi'yu'mu'rui'pi 起于目锐毗
'qi'yu'shi'zhi'mo'duan 起于食指末端
'qi'yu'shou'da'mu'zhi'shang 起于手大拇指上
'qi'yu'shou'wu'ming'zhi'mo'duan 起于手无名指末端
'qi'yu'shou'xiao'zhi'nei'ce 起于手小指内侧
'qi'yu'shou'xiao'zhi'shang'bian 起于手小指上边
'qi'yu'shou'zhong'zhi 起于手中指
'qi'yu'wan'guan'jie'shang'fang 起于腕关节上方
'qi'yu'wei'kou 起于胃口
'qi'yu'xiao'zhi'ci'zhi'zhi'duan 起于小指次指之端
'qi'yu'xiao'zhi'zhi'duan 起于小指之端
'qi'yu'xiao'zhi'zhi'xia 起于小趾之下
'qi'yu'xin'zhong 起于心中
'qi'yu'xiong'zhong 起于胸中
'qi'yu'zhong'jiao 起于中焦
'qi'yu'zhou'shen'guan'ti 其于周身灌体
'qi'yu'zu'da'zhi'shang'bian 起于足大趾上边
'qi'yu'zu'da'zhi'zhao'jia'hou'cong'mao'chu 起于足大趾爪甲后丛毛处
'qi'yu'zu'xiao'zhi 起于足小趾
'qi'yu'zu'xiao'zhi'xia'bian 起于足小趾下边
'qi'zai'li'de 其在里的
'qi'zai'tian'wei're 其在天为热
'qi'zang'jian'gu 其脏坚固
'qi'zang'zhi'jian'cui 其脏之坚脆
'qi'zhe 气者
'qi'zhi 起止
'qi'zhi'he'qi'jie 气滞和气结
'qi'zhi'suo'zhong'shi'ye 气之所终始也
'qi'zhi'ze'xue'hang'bu'li 气滞则血行不利
'qi'zhi'ze'xue'yu 气滞则血瘀
'qi'zhi'zhe 其支者
'qi'zhi'zhe 其直者
'qi'zhi'zhu 气之主
'qi'zhu'jing'man'yi'ze'liu'ren'qi'jing'yan 其诸经满溢则流人奇经焉
'qi'zhu'xu'zhi 气主煦之
'qi'zhuo'zhe'wei'zao'po 其浊者为糟粕
'qi'zuo'pang'ji'tian'yi'zhi'zhen'shui'ye 其左旁即天一之真水也
'qi'zuo'wei'shen 其左为肾
'qi'zuo'zhe'wei'shen 其左者为肾
'qian'ban'jiu'nan 千般疚难
'qian'bian'wan'hua 千变万化
'qian'bu 浅部
'qian'chu'mian'bu 浅出面部
'qian'chu'ti'biao 浅出体表
'qian'chu'wai'huai'zhi'qian 浅出外踝之前
'qian'chu'xia'ling'kou'pang 浅出下领口旁
'qian'chu'xiang'bu 浅出项部
'qian'chu'xie'bu 浅出胁部
'qian'chu'ye'xia 浅出液下
'qian'chu'yu'er'hou 浅出于耳后
'qian'chu'yu'suo'gu'shang'wo 浅出于锁骨上窝
'qian'hou'ce'mian 前后侧面
'qian'xing'chu'zu'da'zhi'wai'ce'duan 前行出足大趾外侧端
'qian'xing'ru'que'pen 前行入缺盆
'qian'yang'xi'feng 潜阳熄风
'qian'yin 前阴
'qian'yin'hou'yin 前阴后阴
'qian'yuan 前缘
'qiang'huo 羌活
'qiang'jiu'ji'shi 抢救及时
'qiao'mai'zuo'you'cheng'dui 跷脉左右成对
'qiao'yin'xue 窍阴穴
'qie'mai'er'zhi'zhi'zhe 切脉而知之者
'qin'fan'fei'wei 侵犯肺卫
'qin'fan'ren'ti 侵犯人体
'qin'ren'ren'ti 侵人人体
'qing'chun'qi 青春期
'qing'er'wu'zhi 轻而侮之
'qing'jian'qiao'jie 轻健跷捷
'qing'jie'su'jiang 清洁肃降
'qing'jie'yan'mu'he 清洁眼目和
'qing'jin'duo'li 轻劲多力
'qing'ming'xue 晴明穴
'qing'qi'bu'neng'xi'ru 清气不能吸入
'qing'qi'zai'xia 清气在下
'qing'shi'hun'za'er'xia 清蚀混杂而下
'qing'su'jie'jing'xia'jiang 清肃洁净下降
'qing'xian'chi'hong 青弦赤洪
'qing'xu'bian'hua 情绪变化
'qing'xu'wen'ding 情绪稳定
'qing'yang'bu'sheng 清阳不升
'qing'yang'de'sheng'teng'xuan'fa 清阳的升腾宣发
'qing'zhe 清者
'qing'zhe'wei'jing'wei'wu'zhi 清者为精微物质
'qing'zhi'bu'chang 情志不畅
'qing'zhi'huo'dong 情志活动
'qing'zhi'sheng'yu'wu'zang 情志生于五脏
'qing'zhi'shu'chang 情志舒畅
'qing'zhi'suo'shang'wei'nei'yin 情志所伤为内因
'qing'zhi'yi'shi 情志意识
'qing'zhi'zhi'shang 情志之伤
'qiu'bai'dong'hei 秋白冬黑
'qiu'liang'er'jing'ji'gan'zao 秋凉而劲急干燥
'qiu'tian'tian'qi'lian'su 秋天天气敛肃
'qiu'tian'ying'liang'er'fan're 秋天应凉而反热
'qiu'zheng'lu 求正录
'qu'chu'yin'han'zhi'xie 驱除阴寒之邪
'qu'feng'san'han 祛风散寒
'qu'gan'bu 躯干部
'qu'nei'huai'yi'cun 去内踝一寸
'qu'qu'xiang'xia 屈曲向下
'qu'quan 曲泉
'qu'shen'bu'li'deng 屈伸不利等
'qu'ti'zhi'nei 躯体之内
'qu'xiang'e'hua'he'jia'ju 趋向恶化和加剧
'qu'xiang'lei'bi 取象类比
'qu'xie'wai'chu 驱邪外出
'quan'lai'ci'qi 全赖此气
'quan'lai'gan'mu'zhi'qi'yi'shu'xie'zhi 全赖肝木之气以疏泄之
'quan'lai'pi'qi'tong'she 全赖脾气统摄
'quan'lai'yi'shen'yang'he'zhi'qi'wen'xu'tui'dong 全赖一身阳和之气温煦推动
'quan'lai'yu'jing'he'xue 全赖于精和血
'quan'lai'yu'tian'gui 全赖于天癸
'quan'shen'de'qi'xue'chong'ying 全身的气血充盈
'quan'shen'de'xue 全身的血
'quan'shen'de'xue'he'mai 全身的血和脉
'quan'shen'de'xue'ye 全身的血液
'que'dian 缺碘
'que'ding'zhi'liao'yuan'ze 确定治疗原则
'que'jiao'chu'shou'shao'yang'zhi'hou 却交出手少阳之后
'que'pen 缺盆
'que'pen'zhong'tong 缺盆中痛
'que'ru'er'zhong 却入耳中
'que'shao'bi'yao'de'ying'yang 缺少必要的营养
'que'xun'yi'hou'xia'lian 却循颐后下廉
'ran'qi'zu'fa'zhe 然其卒发者
'ran'qiu'qi'suo'you 然求其所由
'ran'ze'fen'li'zhe 然则分立者
'rao'gu'zhi'jian 桡骨之间
'rao'guo'da'tui'qian'ce 绕过大腿前侧
'rao'jian'jia 绕肩胛
'rao'jian'jiao 绕肩脚
'rao'mao'ji 绕毛际
'rao'shen'yi'zhou 绕身一周
'rao'xing'yu'bi'bo'wai'ce 绕行于臂膊外侧
'rao'yin'qi 绕阴器
're'bing'he'zhong'shu 热病和中暑
're'dong'zao 热动燥
're'du'ji'zhong 热毒极重
're'duo'shu'yu'wai'yin 热多属于外淫
're'liang'bu'zu 热量不足
're'liang'guo'sheng 热量过剩
're'ru'xin'bao 热入心包
're'shen'ze'han 热甚则寒
're'sheng'han 热生寒
're'wei'wen'zhi'jian 热为温之渐
're'ye 热也
're'yun 热熨
're'zheng'shi'dong 热蒸湿动
'ren'dong'ze'xue'yun'yu'zhu'jing 人动则血运于诸经
'ren'dui'wai'jie'xin'xi'yin'qi'qing'zhi'bian'hua 人对外界信息引起情志变化
'ren'jing'ze'xue'gui'yu'gan'zang 人静则血归于肝脏
'ren'mai'de'bie'luo'san'bu'zai'fu'bu 任脉的别络散布在腹部
'ren'mai'du'mai 任脉督脉
'ren'mai'tong 任脉通
'ren'mai'wei'tong 任脉未通
'ren'mai'xu 任脉虚
'ren'mai'zhi'luo'fen'bu'yu'fu'bu 任脉之络分布于腹部
'ren'nao'ze'nao'zhuan 人脑则脑转
'ren'shen'you'guan 妊娠有关
'ren'shen'zhi'zang'fu'zhong'yin'yang 人身之脏腑中阴阳
'ren'shen'zhi'zhu 人身之主
'ren'ti'ben'shen'de'zheng'qi 人体本身的正气
'ren'ti'de'hu'xi'gong'neng 人体的呼吸功能
'ren'ti'de'hu'xi'yun'dong 人体的呼吸运动
'ren'ti'de'shang'bu 人体的上部
'ren'ti'dui'ji'bing'de'di'kang'li 人体对疾病的抵抗力
'ren'ti'jing'shen'yi'shi'si'wei'huo'dong 人体精神意识思维活动
'ren'ti'sheng'ming'de'gen'ben 人体生命的根本
'ren'ti'sheng'ming'huo'dong'de'yuan'dong'li 人体生命活动的原动力
'ren'ti'sheng'zhang'fa'yu 人体生长发育
'ren'ti'zhi'mo 人体之末
'ren'xin'dong 人心动
'ren'yi'shui'gu'wei'ben 人以水谷为本
'ren'yi'tian'di'zhi 人以天地之
'ren'ying'xue 人迎穴
'ren'zhi'gen'ben'ye 人之根本也
'ren'zhi'ji'xing 人之记性
'ren'zhi'lao'nian 人至老年
'ren'zhi'sheng'ming 人之生命
'ren'zhi'sheng'ye 人之生也
'ren'zhi'suo'shou'qi'zhe 人之所受气者
'ren'zhi'yi'shen 人之一身
'ren'zhi'yin'yang 人之阴阳
'ren'zhi'you'sheng 人之有生
'ri'chu'dong'fang 日出东方
'ri'luo'yu'xi 日落于西
'ri'ye'zhou'liu'yu'wu'zang'liu'fu'zhi'jian 日夜周流于五脏六腑之间
'rong'na'yu'wei 容纳于胃
'rong'qi 荣气
'rong'qi'zhe 荣气者
'rong'wei'tong 荣卫通
'rong'zhi'ze'xin'shang 容之则心伤
'rong'zuo'yang'you 荣左养右
'rou'bu'jian 肉不坚
'rou'he'kou'shu'yu'tu 肉和口属于土
'rou'ruan'ling'huo 柔软灵活
'rou'shi'su'lao 肉食酥酪
'ru'cun'kou 入寸口
'ru'da'zhi'jian 入大趾间
'ru'da'zhi'zhi'jian 入大趾之间
'ru'fei'zhong 入肺中
'ru'fu 入腹
'ru'gan'cang'xue'yi'ji'xin 如肝藏血以济心
'ru'huan'wu'duan 如环无端
'ru'jin'gu 濡筋骨
'ru'li'chu'biao 入里出表
'ru'mao'zhong 入毛中
'ru'meng'mei'huang'hu 如梦寐恍惚
'ru'qi'jie'zhong 入气街中
'ru'que'pen 入缺盆
'ru'run'er'bu'wai'yi 濡润而不外溢
'ru'run'yan'jing 濡润眼睛
'ru'shang'chi'zhong 入上齿中
'ru'tu 乳突
'ru'xia'chi'zhong 入下齿中
'ru'xiao'zhi'ci'zhi'zhi'jian 入小趾次趾之间
'ru'xun'pu 入循普
'ru'yan'zhong 入胭中
'ru'yang'yan'mu 濡养眼目
'ru'yang'yu'mu 濡养于目
'ru'yang'zang'fu'zu'zhi 濡养脏腑组织
'ru'zhang'nei'hou'lian 入掌内后廉
'ru'zhang'zhong 入掌中
'ru'zhi'xia 乳之下
'ru'zhong'xian'xia'xing 乳中线下行
'ru'zhong'zhi'nei'jian 入中趾内间
'ru'zhou'wai'lian 入肘外廉
'ru'zhou'zhong 入肘中
'ruan'ruo'wu'li 软弱无力
'run'ze'bi'qiao'de'gong'neng 润泽鼻窍的功能
'run'ze'kou'qiang'de'zuo'yong 润泽口腔的作用
'run'ze'yu'ku'gao 润泽与枯稿
'ruo'de'chen'mai'shu'xiang'sheng'zhi'mai 若得沉脉属相生之脉
'ruo'wei'qi'zhi'ben'ruo 若胃气之本弱
'ruo'wei'shu'shui'shu'huo'shu'zang'shu'fu 若谓属水属火属脏属腑
'ruo'wu'lu'zhi'gai 若雾露之溉
'sa'chen'yu'liu'fu 洒陈于六腑
'sa'chen'yu'liu'fu'er'qi'zhi 洒陈于六腑而气至
'san'ba 三八
'san'bai'liu'shi'wu'luo 三百六十五络
'san'bu'dao'pi'zang 散布到脾脏
'san'bu'er'shang'da'gan'zang 散布而上达肝脏
'san'bu'lian'luo'shen'zang 散布联络肾脏
'san'bu'yu'da'chang 散布于大肠
'san'bu'yu'pi'bu 散布于皮部
'san'bu'yu'xiong'xie'bu 散布于胸胁部
'san'bu'yu'xiong'zhong 散布于胸中
'san'bu'yu'yu'ji'bu 散布于鱼际部
'san'bu'zai'mian'bu 散布在面部
'san'bu'zai'tou'shang 散布在头上
'san'cun 三寸
'san'he 三合
'san'jiao'bao'luo'ming'men'bian 三焦包络命门辨
