'a'mu'bai'mei'ren 阿母白媒人
'jian'xian'si'qi'yan 见贤思齐焉
'jian'xiao'li'ze'da'shi'bu'cheng 见小利则大事不成
'jian'xiao'yue'ming 见小曰明
'jian'xie'dao'bie'lai 渐写到别来
'jian'xin'hen'xuan'liu 渐新痕悬柳
'jian'xing'jian'yuan'jian'wu'shu 渐行渐远渐无书
'jian'xing'ke'zhi'shi'ye 见行可之仕也
'jian'xuan'zhuan'ke'liu'shan'e 拣选撰刻留山阿
'jian'ye'mu'zhong'shi 建业暮钟时
'jian'yi'bu'wei 见义不为
'jian'yi'yang'de 俭以养德
'jian'yi'zhang'fu'diao 见一丈夫钓
'jian'yi'zhang'fu'you'zhi 见一丈夫游之
'jian'yi'zhang'ren'fang'jiang'wei'pu'qi 见一丈人方将为圃畦
'jian'you'yu'ren'zhe'you 见有于人者忧
'jian'yu'gu'rou'yuan 渐与骨肉远
'jian'yu'li'ze'tou'qiang'di 见狱吏则头枪地
'jian'yu'qi'chu 间於齐楚
'jian'yu'qi'jun'er'bu'shou 谏於其君而不受
'jian'yu'wang'er'bu'yong 谏於王而不用
'jian'yu'wang'yue 见於王曰
'jian'zai'di'xin 简在帝心
'jian'zhe'bu'duo'ren 俭者不夺人
'jian'zhe'jing'you'gui'shen 见者惊犹鬼神
'jian'zhi'bu'cong 见志不从
'jian'zhi'er'bu'yan 见之而不言
'jian'zhi'jun'zhong 间至军中
'jian'zhi'suo'yi 肩之所倚
'jian'zhi'yi'da'qing 建之以大清
'jian'zhi'yu'tian'er'tian'shou'zhi 荐之於天而天受之
'jian'zhi'zhe'dai'hu'ba 见之者殆乎霸
'jian'zhu'tai'miao'bi'gao'ding 荐诸太庙比郜鼎
'jian'zi'mu'lan'hua 减字木兰花
'jian'zi'xia'yue 见子夏曰
'jiang'bi'jin'zhi'zhu'hou'er'zhu'zhi'hu 将比今之诸侯而诛之乎
'jiang'bian'ri'wan 江边日晚
'jiang'bo'bu'gu 匠伯不顾
'jiang'cheng'ci'di 江城次第
'jiang'cheng'ren'qiao'chu'geng'da 江城人悄初更打
'jiang'chong'xiang'bei'yu'qian'ting 将虫响悲於前听
'jiang'chou'gui'qu 将愁归去
'jiang'chuan'huo'du'ming 江船火独明
'jiang'chun'ru'jiu'nian 江春入旧年
'jiang'chun'zhu'xiu'liang'ji'mo 绛唇珠袖两寂寞
'jiang'cun'du'gui'chu 将村独归处
'jiang'dai'zi'san'bai'jin 将贷子三百金
'jiang'deng'tai'hang'xue'man'shan 将登太行雪满山
'jiang'dong'zi'di'duo'cai'jun 江东子弟多才俊
'jiang'e'hu'tuo'ye'yi'ji'ci'yan'xie 将恶乎托业以及此言邪
'jiang'fan'yu'zong 将反于宗
'jiang'feng'yu'huo'dui'chou'mian 江枫渔火对愁眠
'jiang'fu'qu'er'sheng'yi'qie'yan 将复取而盛以箧衍
'jiang'fu'wu'xing'deng'le'you'yuan 将赴吴兴登乐游原
'jiang'hai'ji'yu'sheng 江海寄余生
'jiang'hai'ji'yu'sheng 江海寄馀生
'jiang'hai'shan'lin'zhi'shi'fu 江海山林之士服
'jiang'hai'zhi'suo'yi'neng'wei'bai'gu'wang'zhe 江海之所以能为百谷王者
'jiang'han'ceng'wei'ke 江汉曾为客
'jiang'hang'ren'zheng 将行仁政
'jiang'he'he'shui'er'wei'da 江河合水而为大
'jiang'he'qing'qian 绛河清浅
'jiang'hen'yu'xian'hua'ju'xie 将恨与闲花俱谢
'jiang'hou'zhu'zhu'lv 绛侯诛诸吕
'jiang'hu'duo'feng'bo 江湖多风波
'jiang'hu'qiu'shui'duo 江湖秋水多
'jiang'huai'du'han'shi 江淮度寒食
'jiang'jia'jiu'yu'mai 将家就鱼麦
'jiang'jia'zhe'jin 将甲者进
'jiang'jian'bo'lang'jian'tian'yong 江间波浪兼天涌
'jiang'jian'meng'zi 将见孟子
'jiang'jing'chao'chu'luo 江静潮初落
'jiang'jun'bai'fa'zheng'fu'lei 将军白发征夫泪
'jiang'jun'bai'zhan'shen'ming'lie 将军百战身名裂
'jiang'jun'bai'zhan'sheng'ming'lie 将军百战声名裂
'jiang'jun'de'ming'san'shi'zai 将军得名三十载
'jiang'jun'hua'shan'gai'you'shen 将军画善盖有神
'jiang'jun'jiao'gong'bu'de'kong 将军角弓不得控
'jiang'jun'jin'jia'ye'bu'tuo 将军金甲夜不脱
'jiang'jun'wei'wu'zhi'zi'sun 将军魏武之子孙
'jiang'jun'xia'bi'kai'sheng'mian 将军下笔开生面
'jiang'jun'ye'yin'gong 将军夜引弓
'jiang'jun'zhan'he'bei 将军战河北
'jiang'kong'bu'du 江空不渡
'jiang'lai'lao'jun'ye 将来劳君也
'jiang'lao'shen'fan'lei 将老身反累
'jiang'ling'jiu'shi 江陵旧事
'jiang'liu'gong'feng'yan 江柳共风烟
'jiang'liu'qu'si'jiu'hui'chang 江流曲似九回肠
'jiang'liu'shi'bu'zhuan 江流石不转
'jiang'liu'tian'di'wai 江流天地外
'jiang'liu'wan'zhuan'rao'fang'dian 江流宛转绕芳甸
'jiang'ming'zhe'chu'hu 将命者出户
'jiang'nai'zhi'he 将奈之何
'jiang'nan'bei'shang 江南北上
'jiang'nan'feng'li'gui'nian 江南逢李龟年
'jiang'nan'jiang'bei 江南江北
'jiang'nan'jiu'shi'xiu'zhong'sheng 江南旧事休重省
'jiang'nan'ke'cai'lian 江南可采莲
'jiang'nan'mei'e 江南梅萼
'jiang'nan'meng'duan'heng'jiang'zhu 江南梦断横江渚
'jiang'nan'shui'nian'fang'hui 江南谁念方回
'jiang'nan'tian'kuo 江南天阔
'jiang'nan'wen'hua'shu'yuan 江南文化书院
'jiang'nan'wu'lu 江南无路
'jiang'nan'you'dan'ju 江南有丹橘
'jiang'nan'you'zi 江南游子
'jiang'nan'zhang'li'di 江南瘴疠地
'jiang'nan'zi'shi'li'chou'ku 江南自是离愁苦
'jiang'pan'du'bu'xun'hua 江畔独步寻花
'jiang'pan'he'ren'chu'jian'yue 江畔何人初见月
'jiang'pan'zhou'ru'yue 江畔洲如月
'jiang'pang'bo'wan'wu'yi'wei'yi 将旁礴万物以为一
'jiang'pi'qi'suo 将芘其所
'jiang'qing'yue'jin'ren 江清月近人
'jiang'qiu'ming'er'neng'zi'yao'zhe'er'you'ruo'shi 将求名而能自要者而犹若是
'jiang'ren'er'xiao'zhi 匠人而小之
'jiang'ru'da'huang'liu 江入大荒流
'jiang'shan'dai'you'cai'ren'chu 江山代有才人出
'jiang'shan'gu'zhai'kong'wen'zao 江山故宅空文藻
'jiang'shan'liu'sheng'ji 江山留胜迹
'jiang'shan'ru'hua 江山如画
'jiang'shan'shen'shi'ji 江山身是寄
'jiang'shang'ji'ren'zai 江上几人在
'jiang'shang'qiu'feng'dong'ke'qing 江上秋风动客情
'jiang'shang'wang'lai'ren 江上往来人
'jiang'shang'yu'zhe 江上渔者
'jiang'shang'yue'ming'hu'yan'guo 江上月明胡雁过
'jiang'shen'zi'man 江神子慢
'jiang'shi'jue'er'zhen'qi'meng 匠石觉而诊其梦
'jiang'shi'ren'la'zhi 将使人剌之
'jiang'shi'yun'jin'cheng'feng 匠石运斤成风
'jiang'shi'zhi'qi 匠石之齐
'jiang'shu'bai'zhi'zhong 将数百之众
'jiang'shui'cang'cang 江水苍苍
'jiang'shui'jiang'hua'qi'zhong'ji 江水江花岂终极
'jiang'shui'jing'yu 洚水警余
'jiang'shui'liu'chun'qu'yu'jin 江水流春去欲尽
'jiang'shui'wei'jie 江水为竭
'jiang'tan'luo'yue'fu'xi'xie 江潭落月复西斜
'jiang'tian'yi'se'wu'xian'chen 江天一色无纤尘
'jiang'tou'feng'nu 江头风怒
'jiang'tou'gong'dian'suo'qian'men 江头宫殿锁千门
'jiang'tou'wei'shi'feng'bo'e 江头未是风波恶
'jiang'wan'zheng'chou'yu 江晚正愁余
'jiang'wang'fu'xuan'ru'you'qing 将往复旋如有情
'jiang'wang'tou'ji'zhe'zhong 将往投迹者众
'jiang'wang'zao'yuan'qiang'er'zhi'peng'hao'ye 将妄凿垣墙而殖蓬蒿也
'jiang'wang'zi'zhi'gu 将忘子之故
'jiang'wei'jun'zi'yan 将为君子焉
'jiang'wei'ru'yan'qi'ya'lue 将为汝言其崖略
'jiang'wei'tou'xian'xue'shao'nian 将谓偷闲学少年
'jiang'wei'ye'ren'yan 将为野人焉
'jiang'wo'gu'cun'bu'zi'ai 僵卧孤村不自哀
'jiang'wu'shi'li'ye 将五十里也
'jiang'xi'ming'yan'bie'fu'ci'zeng'zhi 姜西溟言别赋此赠之
'jiang'xi'yi'ru'shi 将奚以汝适
'jiang'xiang'gu'ren'ou'ji'ke'she 江乡故人偶集客舍
'jiang'xiang'lan'qiao'yi'qi 浆向蓝桥易乞
'jiang'xiang'ye'ye 江乡夜夜
'jiang'xing'he'yang'ji'weng'yun 江行和杨济翁韵
'jiang'yan'hua'gui'cheng'xiao'bie 江燕话归成晓别
'jiang'yao'er'sha'zhi 将要而杀之
'jiang'yi'fan'shuo'yue'ye 将以反说约也
'jiang'yi'fu'jin'ye 将以复进也
'jiang'yi'qiu'wu'suo'da'yu'ye 将以求吾所大欲也
'jiang'yi'sheng'wei'sang'ye 将以生为丧也
'jiang'yi'yu'zhi 将以愚之
'jiang'yin'wo'bing'jie'chao'yi 将因卧病解朝衣
'jiang'you'tao'zhu'yao 将犹陶铸尧
'jiang'you'tao'zhu'yao'shun'zhe'ye 将犹陶铸尧舜者也
'jiang'you'zuo'ze'si'zhi'zhi'yi'an'ren 将有作则思知止以安人
'jiang'yu'fei'zhi 将欲废之
'jiang'yu'guo'jun'tong'shi'yi'zhong'qi'shen 将与国君同食以终其身
'jiang'yu'qu'tian'xia'er'wei'zhi 将欲取天下而为之
'jiang'yu'qu'zhi 将欲取之
'jiang'yu'ruo'zhi 将欲弱之
'jiang'yu'she'zhi 将欲歙之
'jiang'yue'he'nian'chu'zhao'ren 江月何年初照人
'jiang'yue'nian'nian'wang'xiang'si 江月年年望相似
'jiang'ze'ji'ren'song'xiao'chou 绛帻鸡人送晓筹
'jiang'zhe'bu'gu 匠者不顾
'jiang'zhen'zhi'yi'wu'ming'zhi'pu 将镇之以无名之朴
'jiang'zhi'da'he 将之大壑
'jiang'zhi'er'bu'hua 将执而不化
'jiang'zhi'ru'shen'yi 降志辱身矣
'jiang'zhong'sui'qin'qin 将终岁勤勤
'jiang'zhou'si'ma'qing'shan'shi 江州司马青衫湿
'jiang'zhou'zhong'bie'xue'liu'liu'ba'er'yuan'wai 江州重别薛六柳八二员外
'jiang'zi'bei'yu'zun 将子卑逾尊
'jiang'zi'wu'nu 将子无怒
'jiang'zi'you'bu'shan'zhi'xing 将子有不善之行
'jiang'zi'you'dong'nei'zhi'huan'er'wei'ci'hu 将子有冻馁之患而为此乎
'jiang'zi'you'wang'guo'zhi'shi 将子有亡国之事
'jiang'zi'zhi'chun'qiu'gu'ji'ci'hu 将子之春秋故及此乎
'jiang'zuo'chen'han'qiu'ming'zhe 江左沉酣求名者
'jiao'chi'que'du'xiang'xiang'shui 娇痴却妒香香睡
'jiao'cuo'ru'ye 椒措如也
'jiao'cuo'ru'ye 椒错如也
'jiao'dan'mei'lao 交淡媒劳
'jiao'fang'a'jian'qing'e'lao 椒房阿监青娥老
'jiao'fang'you'zou'li'bie'ge 教坊犹奏离别歌
'jiao'guang'bu'gui'zhen 交广布鲑珍
'jiao'huang'ban'tu 娇黄半吐
'jiao'huang'cheng'yun 娇黄成晕
'jiao'hui'zhi'ren 教诲之人
'jiao'ji'zhi'wei'shi'yu'zhi'bu'nei 交戟之卫士欲止不内
'jiao'jia'xiao'meng'ti'ying 交加晓梦啼莺
'jiao'jiao'he'han'nv 皎皎河汉女
'jiao'jiao'kong'zhong'gu'yue'lun 皎皎空中孤月轮
'jiao'jiao'rao'rao'hu 胶胶扰扰乎
'jiao'jiao'zhen'mu'dian 矫矫珍木巅
'jiao'jun'zi'yi'lian 教君恣意怜
'jiao'li'zhu'zhi'mu 胶离朱之目
'jiao'liao'chao'yu'shen'lin 鹪鹩巢于深林
'jiao'long'chu'mo'xing'wu'hao 蛟龙出没猩鼯号
'jiao'long'sheng'yan 蛟龙生焉
'jiao'qi'qi'qie 骄其妻妾
'jiao'qie'ruo'wei'rong 教妾若为容
'jiao'ran'hou'zhi'kun 教然后知困
'jiao'ren'hong'xiao'cui'jian 教人红消翠减
'jiao'ren'yi'shan 教人以善
'jiao'ru'qun'di'can'long'xiang 矫如群帝骖龙翔
'jiao'sheng'man'tian'qiu'se'li 角声满天秋色里
'jiao'shi'zhi'ran'ye 教使之然也
'jiao'shou'suo'zhu 教授所著
'jiao'ta'zhen'zhong'hu'feng'liu 教他珍重护风流
'jiao'wai'zhu'you'bi 郊外驻油壁
'jiao'yi'ren'lun 教以人伦
'jiao'yi'shen'yu'jie'wu 教以慎于接物
'jiao'yi'wei'you'hun 娇逸未有婚
'jiao'you'ling'luo 交游零落
'jiao'yu'su'zhuang'shu 交语速装束
'jiao'yu'zhong'guo 交於中国
'jiao'yuan'chu'guo'yu 郊原初过雨
'jiao'zhe'bi'yi'zheng 教者必以正
'jiao'zhi'mo'ye 教之末也
'jiao'zhu'xie'gong'ji 脚著谢公屐
'jie'an'shao'zhu'chu'cheng 解鞍少驻初程
'jie'ba'fei'hua'meng'ri'yue 解把飞花蒙日月
'jie'bu'bian'qi'hou'zhe'ye 皆不鞭其后者也
'jie'bu'ji'men'ye 皆不及门也
'jie'bu'wei'ye 皆不为也
'jie'bu'yu'ye 皆不欲也
'jie'chao'fu'er'mu'zhi 解朝服而幕之
'jie'cheng'ze'hu'yue'wei'yi'ti 竭诚则胡越为一体
'jie'cong'wu'wei'zhi 皆从无为殖
'jie'de'shi'yu'zi 皆得食於子
'jie'duan'tou'zhu'shuo'shang 皆断头注槊上
'jie'er'bu'ke'bu'ji'zhe 节而不可不积者
'jie'er'jing'fu 介尔景福
'jie'er'jun'zi 嗟尔君子
'jie'er'li'shan 介而离山
'jie'er'yuan'dao'zhi'ren 嗟尔远道之人
'jie'fa'tong'zhen'xi 结发同枕席
'jie'fan'qiu'zhu'ji 皆反求诸己
'jie'fang'bai'li 皆方百里
'jie'fei'ren'shi'yu 皆非人世语
'jie'fei'xue'ju'zhou'ye 皆非薛居州也
'jie'gan'er'qiu'zhu'hai'ye 揭竿而求诸海也
'jie'gan'wei'qi 揭竿为旗
'jie'gou'tong'yi'zhi'bian'duo 解垢同异之变多
'jie'gu'sheng'ren'ye 皆古圣人也
'jie'hou'kan'ying'wan 节候看应晚
'jie'hou'zu'ji'tuo'wei'tai'wei 戒候卒击柝卫太尉
'jie'hu'shi'zhu'zhong'wu'lai 羯胡事主终无赖
'jie'jie'jia'san'hai'huo'wu'zhong 皆解甲散还火伍中
'jie'jing'er'xiang'gao'ye 皆惊而相告也
'jie'jiu'bei'shi'wu'jin 戒酒杯使勿近
'jie'jiu'ri'shen'yao 嗟旧日沈腰
'jie'ju'shou'er'wang'zhi 皆举首而望之
'jie'jun'ci'bie'yi'he'ru 嗟君此别意何如
'jie'lai'sang'hu'hu 嗟来桑户乎
'jie'li'yi'shi'da'guo 竭力以事大国
'jie'ling'hai'xu'xi'ling'ren 解铃还须系铃人
'jie'liu'wo'sha'shi'ning'zhu 解留我霎时凝伫
'jie'luo'san'ye'qiu 解落三叶秋
'jie'nan'lv'shu'chun'rao'xu 街南绿树春饶絮
'jie'neng'yi'chao'zhu'hou'you'tian'xia 皆能以朝诸侯有天下
'jie'neng'you'yang 皆能有养
'jie'qi'er'zou 皆弃而走
'jie'qi'tian'tao 解其天韬
'jie'qi'yu'kong'zi'zhe'ye 皆弃於孔子者也
'jie'qi'zhi'er'zou 皆弃之而走
'jie'qi'zhi'gu 解其桎梏
'jie'qing'ren'duan'jue 嗟情人断绝
'jie'ren'cheng'zhi 借人乘之
'jie'ru'yu'ji 皆入于机
'jie'she'yi'jian 戒奢以俭
'jie'sheng'ren'zhi'lei'ye 皆生人之累也
'jie'sheng'zhi'hai'ye 皆生之害也
'jie'shi'bu'bie'li 结誓不别离
'jie'shi'san'he'mu'nian'shao 节使三河募年少
'jie'shi'xiao'xiang'wu'xian'lu 碣石潇湘无限路
'jie'shou'zhi'qun'er'niao'jie'ye'ming 解兽之群而鸟皆夜鸣
'jie'shu'man'jia 借书满架
'jie'si'qian'sheng 结驷千乘
'jie'suo'yi'ming'ren'lun'ye 皆所以明人伦也
'jie'tan'shi'xin'shang 嗟叹使心伤
'jie'tian'lian'ye'wu'qiong'bi 接天莲叶无穷碧
'jie'tian'si'guan 揭天丝管
'jie'tian'zhi'suo'zi 皆天之所子
'jie'ting'kai'yuan'qu 解听开元曲
'jie'wai'li'qi'de'er 皆外立其德而
'jie'wan'shi'nan'wang 嗟万事难忘
'jie'wei'long'hu 皆为龙虎
'jie'wei'shu'ren 皆谓庶人
'jie'wen'jiu'jia'he'chu'you 借问酒家何处有
'jie'wen'ku'xin'ai'zhe'shui 借问苦心爱者谁
'jie'wen'lu'bang'ming'li'ke 借问路傍名利客
'jie'wen'mei'hua'he'chu'luo 借问梅花何处落
'jie'wen'si'er'zhe'shi'ye 节文斯二者是也
'jie'wen'xing'ren'jia'zhu'chu 借问行人家住处
'jie'wu'qi'ben'yi 皆无其本矣
'jie'wu'zhi'qing'ye 皆物之情也
'jie'xi'er'xing 接淅而行
'jie'xian'ren'ye 皆贤人也
'jie'xiang'sha'chang'lao 皆向沙场老
'jie'xin'shi'shen 解心释神
'jie'xin'zhi'miu 解心之谬
'jie'xiong'di'ye 皆兄弟也
'jie'xuan'chu'xi 街喧初息
'jie'xue'ju'zhou'ye 皆薛居州也
'jie'ya'yan'ye 皆雅言也
'jie'ye'chao'ying 接叶巢莺
'jie'yong'er'ai'ren 节用而爱人
'jie'yong'qing'si'chuan 皆用青丝穿
'jie'you'chang'zhi'yi'shi'yu'shang 皆有常职以食於上
'jie'you'chu'ti'ce'yin'zhi'xin 皆有怵惕恻隐之心
'jie'you'mei'de'wu'qian'wen'zi 洁优美的五千文字
'jie'you'sheng'ren'zhi'yi'ti 皆有圣人之一体
'jie'you'suo'yi'ti 皆有所一体
'jie'you'yu'wu'zhe'ye 皆囿于物者也
'jie'yu'chuan'zhao'cai'ren'suo 婕妤传诏才人索
'jie'yu'ci'tu'jin'gu'tong 皆与此图筋骨同
'jie'yu'fu'yu'wang 皆欲赴於王
'jie'yu'hao'gu'sheng'ku'wan 嗟予好古生苦晚
'jie'yu'shi'er'bu'ci 接于事而不辞
'jie'yu'ting'gu'ying'guan'qu 嗟余听鼓应官去
'jie'yu'zhou'ye 桀与纣也
'jie'yue'er'yuan'cang'yu'qi'shi'yi 皆悦而愿藏於其市矣
'jie'yue'er'yuan'chu'yu'qi'lu'yi 皆悦而愿出於其路矣
'jie'yue'er'yuan'geng'yu'qi'ye'yi 皆悦而愿耕於其野矣
'jie'yue'er'yuan'li'yu'qi'chao'yi 皆悦而愿立於其朝矣
'jie'yue'er'yuan'wei'zhi'mang'yi 皆悦而愿为之氓矣
'jie'zai'lu'chui'zhi'jian'er 皆在炉捶之间耳
'jie'zai'wu'dang'er'san'zi 嗟哉吾党二三子
'jie'zhe'ting'zhang'yi 解遮亭障驿
'jie'zhi'jie'zhi 戒之戒之
'jie'zhi'shan'zhi'wei'shan 皆知善之为善
'jie'zhi'shen'wu'wang 戒之慎勿忘
'jie'zhi'shi'fei 桀之是非
'jie'zhi'ye'bei 解之也悲
'jie'zhi'zai'de 戒之在得
'jie'zhi'zai'dou 戒之在斗
'jie'zhi'zai'se 戒之在色
'jie'zhi'zhi'tian'xia'ye 桀之治天下也
'jie'zhi'zi'ran'er'xiang'fei 桀之自然而相非
'jie'zi'yu'huang'shi 结子欲黄时
'jie'zi'zhi'huo'shi 接子之或使
'jie'zu'yi'gong'zhi 皆足以供之
'jin'ai'dai'ta'wei'yan'er'xin 今哀骀它未言而信
'jin'bai'biao'yi'wen 谨拜表以闻
'jin'bai'hu'shang 今拜乎上
'jin'bi'shang'qing'kong 金碧上青空
'jin'bi'shen'ming'zhi'jing 今彼神明至精
'jin'bian'duan'zhe'jiu'ma'si 金鞭断折九马死
'jin'bin'ren'e'zi'di'yi'huo'cuan'ming'jun'ji'zhong 今邠人恶子弟以货窜名军籍中
'jin'bing'bu'qi'qi'nian'yi 今兵不起七年矣
'jin'bing'xiao'yu 今病小愈
'jin'bu'gan'wei'qian 进不敢为前
'jin'bu'ren'ren'wu'guan'bao'si 今不忍人无冠暴死
'jin'bu'yin'xian 进不隐贤
'jin'bu'yin'xian'bi'yi'qi'dao 进不隐贤必以其道
'jin'chai'dou'cao 金钗斗草
'jin'chan'nie'suo'shao'xiang'ru 金蟾啮锁烧香入
'jin'che'yu'zuo'lun 金车玉作轮
'jin'chen'wang'guo'jian'fu 今臣亡国贱俘
'jin'chen'zhi'dao'shi'jiu'nian'yi 今臣之刀十九年矣
'jin'cheng'bai'wu 禁城百五
'jin'cheng'chen'ji 尽成陈迹
'jin'cheng'liu'lei'quan 今成流泪泉
'jin'cheng'qian'li 金城千里
'jin'cheng'si'guan'ri'fen'fen 锦城丝管日纷纷
'jin'cheng'sui'yun'le 锦城虽云乐
'jin'chu'hun'shang'luan'xiang'zhi'jian'er'yu'wu'bei 今处昏上乱相之间而欲无惫
'jin'chun'bu'jian'qian'chun'hen 今春不减前春恨
'jin'ci'xia'min 今此下民
'jin'cuo'dao'xing 金错刀行
'jin'da'ye'zhu'jin 今大冶铸金
'jin'dao'ruo'tui 进道若退
'jin'de'gui'jing'yi 近得归京邑
'jin'duan'gong'wei'yi'ma 今段公唯一马
'jin'duan'qing'chang 巾短情长
'jin'e'er'bi'bu'shang 尽垩而鼻不伤
'jin'e'ru'er'ju'bu'ren 今恶辱而居不仁
'jin'e'si'wang'er'le'bu'ren 今恶死亡而乐不仁
'jin'en'zu'yi'ji'qin'shou 今恩足以及禽兽
'jin'er'chu'yu'ya 今尔出于崖
'jin'er'fu'zi'yi'qu'xian'wang'yi'chen'chu'gou 今而夫子亦取先王已陈刍狗
'jin'er'tou'ji'you'su 锦儿偷寄幽素
'jin'fan'ying'shi'dao'tian'ya 锦帆应是到天涯
'jin'feng'wei'chan 金风未澶
'jin'feng'xi'xi 金风细细
'jin'feng'yu'lu'chu'liang'ye 金风玉露初凉夜
'jin'feng'yu'lu'yi'xiang'feng 金风玉露一相逢
'jin'fu'bai'chang'jie'sheng'yu'tu'er'fan'yu'tu 今夫百昌皆生于土而反于土
'jin'fu'gui'ye 尽富贵也
'jin'fu'li'niu 今夫嫠牛
'jin'fu'li'niu 今夫斄牛
'jin'fu'tian'xia'zhi'ren'mu 今夫天下之人牧
'jin'fu'zhuan'yu 今夫颛臾
'jin'fu'zi'wen'zhi'er'qi 今夫子闻之而泣
'jin'ge'tie'ma 金戈铁马
'jin'gu'jun'you 金谷俊游
'jin'gu'meng'mang'mang 今古梦茫茫
'jin'gu'wu'yan'gong'shu'lv 金谷无烟宫树绿
'jin'gu'zhi'qiang 筋骨之强
'jin'guan'cheng'wai'bai'sen'sen 锦官城外柏森森
'jin'guan'han'niu'chong'dong 尽管汗牛充栋
'jin'gui'jie'jin'liu'wu'ji 金龟解尽留无计
'jin'guo'jia'xia 今国家暇
'jin'guo'yi'shi'guo'ye 晋国亦仕国也
'jin'guo'zhi'shi'de'zhi'ye 晋国之始得之也
'jin'guo'zhi'shi'jin'ya 筋国之士矜雅
'jin'hou'cen'ji 津堠岑寂
'jin'hu'bu'zhu'zhi'jian 近乎卜祝之间
'jin'hu'ji'yi 进乎技矣
'jin'hu'jian'song'qiong'zhi 金壶剪送琼枝
'jin'hu'ru'mo'yang'bing 今乎儒墨杨秉
'jin'ji'mai'qing'qing 尽荠麦青青
'jin'ji'qu'ze'bu'le 今寄去则不乐
'jin'ji'shu'yue'yi 今既数月以
'jin'ji'wu'zhi'shu 今计物之数
'jin'jia'er'hua'yu'zhi'kao'yi'wei'lun 浸假而化予之尻以为轮
'jin'jia'er'hua'yu'zhi'you'bi'yi'wei'dan 浸假而化予之右臂以为弹
'jin'jia'er'hua'yu'zhi'zuo'bi'yi'wei 浸假而化予之左臂以为
'jin'jian'gong'ming'sheng'gu'ren 今见功名胜古人
'jin'jian'yi'chen'mai 金剑已沉埋
'jin'jiang'chun'se'lai'tian'di 锦江春色来天地
'jin'jiang'hang'wang'zheng 今将行王政
'jin'jiao'shou'zu 今交手足
'jin'jiu'li'ze'li 金就砺则利
'jin'kan'liang'ying'dian 今看两楹奠
'jin'kou'ting'zhou'du'bu'de 津口停舟渡不得
'jin'kua'zi'liu'hao 矜夸紫骝好
'jin'kuai'zhu'li 金块珠砾
'jin'lai'dian'si'jun 今来典斯郡
'jin'lai'duo'shao'hua'fa 近来多少华发
'jin'lai'he'chu'you'wu'chou 近来何处有吾愁
'jin'lai'ren'shi'ban'xiao'mo 近来人事半消磨
'jin'lai'shi'jue'gu'ren'shu 近来始觉古人书
'jin'lai'wu'xian'shang'xin'shi 近来无限伤心事
'jin'lei'wu'gan'tu 近泪无干土
'jin'li'ren'zhi'suo'bing 今立人之所病
'jin'li'shu'zhong'guan'she'wan 禁里疏钟官舍晚
'jin'ling'huai'gu 金陵怀古
'jin'ling'jin'du'xiao'shan'lou 金陵津渡小山楼
'jin'ling'jiu'si'liu'bie 金陵酒肆留别
'jin'ling'wang'qi'an'ran'shou 金陵王气黯然收
'jin'ling'zi'di'lai'xiang'song 金陵子弟来相送
'jin'lu'ci'di'tian'xiang'shou 金炉次第添香兽
'jin'lu'guo'du'fei'jun'zhi'pi'xie 今鲁国独非君之皮邪
'jin'mao'diao'qiu 锦帽貂裘
'jin'men'gong'shu'yue'hen'guo 禁门宫树月痕过
'jin'mian'xing'yan 仅免刑焉
'jin'mo'zhe'hei 近墨者黑
'jin'mu'lin'gao'fei'guan 尽目临皋飞观
'jin'nian'dui'hua'zui'cong'cong 今年对花最匆匆
'jin'nian'han'pu'chu'ci 今年汉酺初赐
'jin'nian'he'yi'bao'jun'en 今年何以报君恩
'jin'nian'hua'sheng'qu'nian'hong 今年花胜去年红
'jin'nian'huan'xiao'fu'ming'nian 今年欢笑复明年
'jin'nian'yan'zi'lai 今年燕子来
'jin'nian'yuan'ye'shi 今年元夜时
'jin'pan'cu'yan 金盘簇燕
'jin'pei'gong'xian'po'qin'ru'xian'yang 今沛公先破秦入咸阳
'jin'piao'lun'qiao'cui 今漂沦憔悴
'jin'ping'gong'zhi'yu'hai'tang'ye 晋平公之於亥唐也
'jin'ping'ren'du 锦屏人妒
'jin'pu'bu'xing 今仆不幸
'jin'qi'liang'bu'xiang'niu'shan'di 尽凄凉不向牛山滴
'jin'qi'qi'xue'er'xue'yan 尽弃其学而学焉
'jin'qi'suo'huai 尽其所怀
'jin'qi'suo'shou'hu'tian'er'wu'jian'de 尽其所受乎天而无见得
'jin'qi'xing'zhou'yu'lu 今蕲行周于鲁
'jin'qi'xue'qi'yi'gui'fa'du 矜其血气以规法度
'jin'qi'zhi'nai'fan'bu'neng'ji 今其智乃反不能及
'jin'qiao'mai'qing'qing 尽荞麦青青
'jin'qie'you'yan'yu'ci 今且有言于此
'jin'qu'er'hou'qian 尽去而后慊
'jin'que'qian'kai'er'feng'chang 金阙前开二峰长
'jin'que'xi'xiang'kou'yu'jiong 金阙西厢叩玉扃
'jin'que'xiao'zhong'kai'wan'hu 金阙晓钟开万户
'jin'ran'jun'zi'ye 今然君子也
'jin'ren'cao'zhou'ruo'shen 津人操舟若神
'jin'ren'duo'bu'tan 今人多不弹
'jin'ren'peng'lu'pan 金人捧露盘
'jin'ren'yi'chui'ji'zhi'bi 晋人以垂棘之璧
'jin'ren'you'da'gong'er'ji'zhi 今人有大功而击之
