'a'za 腌臜
'rui'cheng 芮城
'rui'dao 芮稻
'rui'gong 蕊宫
'rui'gu 鋭鼓
'rui'gu 锐鼓
'rui'han 芮汉
'rui'he 瑞禾
'rui'he'xian 瑞鹤仙
'rui'hou 叡后
'rui'hou 睿后
'rui'hua 睿化
'rui'huang 蕊黄
'rui'ji 蕊笈
'rui'ji 蘂笈
'rui'jie 瑞节
'rui'jin 瑞金
'rui'jin 瑞锦
'rui'jin'ke 瑞锦窠
'rui'lan 睿览
'rui'lang 鋭锒
'rui'lang 锐锒
'rui'li 瑞历
'rui'liang'fu 芮良夫
'rui'ling 睿陵
'rui'lu 瑞露
'rui'mai 瑞麦
'rui'mu 睿木
'rui'nao 瑞脑
'rui'rui 橤橤
'rui'rui 芮芮
'rui'rui 蕊蕊
'rui'sheng 叡圣
'rui'sheng 睿圣
'rui'sheng'hua 瑞圣花
'rui'sheng'nu 瑞圣奴
'rui'shi 鋭士
'rui'shi 锐士
'rui'shu 蕊书
'rui'shu 蘂书
'rui'tou'er 鋭头儿
'rui'tou'er 锐头儿
'rui'tu 瑞图
'rui'tu 睿图
'rui'xi 蕊犀
'rui'xi 蘂犀
'rui'xia 瑞霞
'rui'xian 蕤鲜
'rui'xiang 瑞像
'rui'xiang 瑞香
'rui'xiang 蕊香
'rui'xiang 蘂香
'rui'xin 瑞信
'rui'xing 瑞星
'rui'xue 瑞雪
'rui'yan 瑞鶠
'rui'ye 瑞叶
'rui'yi 鋭意
'rui'yi 锐意
'rui'ying 瑞应
'rui'yu 瑞玉
'rui'yu 瑞羽
'rui'yu 瑞雨
'rui'zao 枘凿
'rui'zao 睿藻
'rui'zhe 睿哲
'rui'zhe'gu 瑞鹧鸪
'rui'zhi 叡知
'rui'zhi 睿知
'rui'zhi 鋭志
'rui'zhi 锐志
'rui'zhou 瑞州
'rui'zhu 瑞祝
'rui'zhu 蕊珠
'rui'zhu 蘂珠
'rui'zhu'jing 蕊珠经
'rui'zi 鋭眦
'rui'zi 锐眦
'run'bi 润笔
'run'gong'run'zheng 闰宫闰征
'run'huo 润镬
'run'ji 润鸡
'run'jia'qian 润家钱
'run'se 润色
'run'se'xian'sheng 润色先生
'run'shen 润身
'run'shi 润饰
'run'wei 闰位
'run'wu 润屋
'run'xia 润下
'run'yu 闰余
'run'yu'pao 闰余匏
'run'ze 润泽
'run'zhou 润州
'ruo'ao 若敖
'ruo'ao'gui'nei 若敖鬼馁
'ruo'bu'hao'nong 弱不好弄
'ruo'bu'jin'feng 弱不禁风
'ruo'bu'sheng'yi 弱不胜衣
'ruo'chen 爇榇
'ruo'da 偌大
'ruo'di 若鞮
'ruo'er 若耳
'ruo'er'ren 若而人
'ruo'gan 若干
'ruo'ge 若个
'ruo'guan 弱冠
'ruo'guang 若光
'ruo'han 弱翰
'ruo'hao 弱毫
'ruo'he'ge 若何歌
'ruo'ji 挼祭
'ruo'jiao 爇燋
'ruo'jun 若菌
'ruo'lei 弱累
'ruo'li 弱力
'ruo'li 箬笠
'ruo'ling 弱龄
'ruo'liu 楉榴
'ruo'liu 若留
'ruo'lu 若卢
'ruo'mu 若木
'ruo'nian 弱年
'ruo'ren 若人
'ruo'rou'qiang'shi 弱肉强食
'ruo'ruo 若若
'ruo'sang 弱丧
'ruo'sha 挼莎
'ruo'sha 捼莎
'ruo'shi 若士
'ruo'shi 若时
'ruo'shu 若属
'ruo'shui 弱水
'ruo'shui 若水
'ruo'si 弱思
'ruo'sui 弱岁
'ruo'suo 挼挲
'ruo'tuan 弱湍
'ruo'wei 若为
'ruo'xi 弱息
'ruo'xi 弱緆
'ruo'xi 箬溪
'ruo'xi 蒻席
'ruo'xia'jiu 若下酒
'ruo'xie 若邪
'ruo'xing 弱行
'ruo'xu 若许
'ruo'yan 弱颜
'ruo'ying 若英
'ruo'yu 箬鱼
'ruo'yue 弱约
'ruo'zhi 弱植
'ruo'zhu 箬竹
'ruo'zu 弱足
'sa'ban 萨班
'sa'bao 萨宝
'sa'bo 萨薄
'sa'cun 撒村
'sa'dai 撒袋
'sa'dian 撒殿
'sa'dou'la 萨都剌
'sa'duo 萨埵
'sa'er'hu 萨尔浒
'sa'fa'ji 撒法即
'sa'fa'ji 撒法卽
'sa'gu'dou 撒谷豆
'sa'hai'la 洒海剌
'sa'he 撒和
'sa'hua 撒花
'sa'ji 钑戟
'sa'jia 洒家
'sa'jiao 撒娇
'sa'ke'da'hun 撒科打诨
'sa'lan 洒蓝
'sa'lei'yu 洒泪雨
'sa'li 飒戾
'sa'lou 钑镂
'sa'luo 洒落
'sa'man 撒镘
'sa'po 撒泼
'sa'qi 洒泣
'sa'qi'ma 萨齐玛
'sa'qia 飒擖
'sa'sa 洒洒
'sa'sa 飒洒
'sa'sa 飒飒
'sa'sao 洒埽
'sa'shan 撒扇
'sa'shou 撒手
'sa'shuang 飒爽
'sa'suo 馺娑
'sa'ta 飒沓
'sa'ta 馺沓
'sa'tuo 洒脱
'sa'xi 洒淅
'sa'xi 飒纚
'sa'xian 洒线
'sa'xie 靸鞋
'sa'xin 洒心
'sa'xue 洒削
'sa'yan 撒盐
'sa'ye 撒野
'sa'zan 撒暂
'sa'zha 靸霅
'sa'zhang 撒帐
'sai'bei 塞北
'sai'guan 塞关
'sai'hui 赛会
'sai'ju 塞具
'sai'la'li'ang 塞拉利昂
'sai'lu 塞芦
'sai'men 塞门
'sai'sai 鳃鳃
'sai'she 赛社
'sai'shen 赛神
'sai'weng'shi'ma 塞翁失马
'sai'xia 塞峡
'sai'yan 塞雁
'sai'ying'ge 赛鹦哥
'sai'yuan 塞垣
'sai'yuan 塞渊
'sai'yuan 赛愿
'sai'yuan'chun 塞垣春
'sai'zhi 塞职
'sai'zhong 塞种
'san'a 三阿
'san'an 三案
'san'ba 三巴
'san'bai 三拜
'san'bai 三白
'san'bai'fa 三白法
'san'bai'liu'shi'hang 三百六十行
'san'bai'pian 三百篇
'san'bai'qu 三白渠
'san'ban 三板
'san'ban'feng'zhi 三班奉职
'san'ban'liu'fang 三班六房
'san'ban'yuan 三班院
'san'bang 三邦
'san'bang'gu 三棒鼓
'san'bao 三包
'san'bao 三宝
'san'bao 三豹
'san'bao'tai'jian 三保太监
'san'ben 三本
'san'bi 三币
'san'bian 三变
'san'bian 三边
'san'biao 三表
'san'bing 散兵
'san'bo 三亳
'san'bu 三晡
'san'bu 散步
'san'bu'huo 三不惑
'san'bu'kai 三不开
'san'bu'la 三不剌
'san'bu'mai 三部脉
'san'bu'qi 三不欺
'san'bu'qu 三不去
'san'bu'xiu 三不朽
'san'bu'zhi 三不知
'san'cai 三才
'san'cai 散材
'san'cai'tu'shuo 三才图说
'san'can 三餐
'san'can 散参
'san'cang 三仓
'san'cang 三苍
'san'cao 三曹
'san'cao 散草
'san'ce 散策
'san'cha 三叉
'san'cha 散茶
'san'cha'liu'li 三茶六礼
'san'chan 三孱
'san'chang 三长
'san'chang 散场
'san'chang'liang'duan 三长两短
'san'chang'wu'zhai'cong'shu 三长物斋丛书
'san'chang'yue 三长月
'san'chao'bei'meng'hui'bian 三朝北盟会编
'san'che 三车
'san'chen 三辰
'san'cheng 三乘
'san'chi 三尺
'san'chi 三池
'san'chi'fa 三尺法
'san'chi'hui 三尺喙
'san'chi'shui 三尺水
'san'chi'tong 三尺桐
'san'chi'tong'er 三尺童儿
'san'chi'tu 三尺土
'san'chong 三崇
'san'chong 三虫
'san'chu 三楚
'san'chu 三黜
'san'chu'xin'lu 三楚新录
'san'chuan 三传
'san'chuan 三川
'san'chui'gang 三垂冈
'san'chun 三春
'san'chun'liu 三春柳
'san'ci 三刺
'san'ci 三次
'san'cong 散从
'san'cong'si'de 三从四德
'san'cong'xiong'di 三从兄弟
'san'cui 三崔
'san'cun'she 三寸舌
'san'cun'xia 三寸辖
'san'da'bu 三大部
'san'da'de 三达德
'san'da'fu 三大府
'san'da'li 三大礼
'san'da'ying 三大营
'san'da'zun 三达尊
'san'dai 三代
'san'dai 散带
'san'dan 三单
'san'dan 散诞
'san'dang 三党
'san'dao 三刀
'san'dao 三到
'san'dao 三岛
'san'dao 三盗
'san'de 三德
'san'deng 三登
'san'deng 散灯
'san'deng'jue 三等爵
'san'deng'shi'wei 三等侍卫
'san'deng'shu 三等数
'san'di 散地
'san'dian 三典
'san'dian 三殿
'san'die 三迭
'san'ding 三鼎
'san'ding'jia 三鼎甲
'san'dong 三冬
'san'dong 三洞
'san'dong 三董
'san'dong'qun'xian'lu 三洞羣仙录
'san'dong'qun'xian'lu 三洞群仙录
'san'dong'si'fu 三洞四辅
'san'dong'zhu'nang 三洞珠囊
'san'du 三毒
'san'du 三都
'san'du'zuo 三独坐
'san'duan 三端
'san'duan'bei 三段碑
'san'duo 三垛
'san'duo 三垜
'san'duo 三多
'san'e 三峨
'san'e'qu 三恶趣
'san'fa 散发
'san'fa'si 三法司
'san'fan 三幡
'san'fan 三藩
'san'fan'wu'ci 三番五次
'san'fan'zhi'luan 三藩之乱
'san'fen 三坟
'san'fen'ding'zu 三分鼎足
'san'fen'gong'shi 三分公室
'san'fen'sun'yi 三分损益
'san'fen'wu'dian 三坟五典
'san'feng 三凤
'san'feng 三封
'san'feng 三缝
'san'feng'shi'qian 三风十愆
'san'fo'qi 三佛齐
'san'fu 三伏
'san'fu 三府
'san'fu 三赋
'san'fu 三辅
'san'fu 三釜
'san'fu'bai'gui 三复白圭
'san'fu'guan 三服官
'san'fu'huang'tu 三辅黄图
'san'fu'jue'lu 三辅决录
'san'fu'yan 三妇艳
'san'gan 三竿
'san'gang 三纲
'san'gang'wu'chang 三纲五常
'san'gao 三高
'san'gao'ci 三高祠
'san'gao'guan 三告官
'san'ge 三阁
'san'ge 三革
'san'ge'ci 三阁词
'san'geng 三更
'san'geng'ban'ye 三更半夜
'san'gong 三公
'san'gong 三宫
'san'gong'cao 三公曹
'san'gong'shan 三公山
'san'gong'shang'shu 三公尚书
'san'gong'tai 三公台
'san'gong'ting 三公亭
'san'gou 三垢
'san'gu 三古
'san'gu 三姑
'san'gu 三孤
'san'gu 三顾
'san'gu 三鼓
'san'gu 散估
'san'gu'cao'lu 三顾草庐
'san'gu'liu'po 三姑六婆
'san'guan 三关
'san'guan 三官
'san'guan 三馆
'san'guan 散关
'san'guan 散官
'san'guan 散馆
'san'guan'shou'shu 三官手书
'san'guang 三光
'san'gui 三圭
'san'gui 三归
'san'gui 三珪
'san'gui 三龟
'san'gui'tai 三归台
'san'gui'ting 三癸亭
'san'guo 三国
'san'guo 三过
'san'guo'hui'yao 三国会要
'san'guo'shi'ji 三国史记
'san'guo'yan'yi 三国演义
'san'guo'zhi 三国志
'san'hai 三害
'san'hai 三海
'san'han 三韩
'san'hang 三行
'san'hao 三豪
'san'hao'jiang'jun 散号将军
'san'he 三何
'san'he 三河
'san'he'liu'yi 三翮六翼
'san'hen 三恨
'san'hong 三洪
'san'hou 三候
'san'hou 三后
'san'hu 三壶
'san'hu 三户
'san'hu 三胡
'san'hu 三虎
'san'hu'fa 三互法
'san'hua 散华
'san'hua 散花
'san'hua'an'ci 散花庵词
'san'hua'guan'hua 散华贯华
'san'hua'lian 三花脸
'san'hua'ma 三花马
'san'hua'shu 三花树
'san'huai 三槐
'san'huai'jiu'ji 三槐九棘
'san'huan 三桓
'san'huan 三浣
'san'huan 三澣
'san'huang 三皇
'san'huang'pai 三皇派
'san'huang'wu'di 三皇五帝
'san'hun 三魂
'san'hun'qi'po 三魂七魄
'san'huo 三惑
'san'ji 三季
'san'ji 三戟
'san'ji 三极
'san'ji'li 三纪历
'san'ji'mao 三脊茅
'san'jia 三加
'san'jia 三家
'san'jia 三甲
'san'jia 三驾
'san'jia'cun 三家村
'san'jia'gong'ci 三家宫词
'san'jia'shi 三家诗
'san'jia'shi'shi'yi 三家诗拾遗
'san'jian 三建
'san'jian 三监
'san'jian 三缄
'san'jian 三鉴
'san'jiang 三江
'san'jiang 三绛
'san'jiang'kou 三江口
'san'jiao 三交
'san'jiao 三教
'san'jiao 三焦
'san'jiao'chan 三脚蟾
'san'jiao'ji 三角髻
'san'jiao'jiu'liu 三教九流
'san'jiao'mao 三脚猫
'san'jiao'shou 三角兽
'san'jiao'tai'duo 三角台垛
'san'jiao'tai'duo 三角台垜
'san'jiao'xian'sheng 三教先生
'san'jiao'zhu'ying 三教珠英
'san'jie 三戒
'san'jie 三杰
'san'jie 三界
'san'jie 三节
'san'jie 三阶
'san'jie'gun 三节棍
'san'jin 三晋
'san'jing 三径
'san'jing 三旌
'san'jing 三精
'san'jing 三经
'san'jing 三荆
'san'jing'xin'yi 三经新义
'san'jing'yi'lun 三经一论
'san'jiu 三九
'san'jiu 三酒
'san'ju 三惧
'san'jue 三絶
'san'jue 三绝
'san'jue'bei 三絶碑
'san'jue'bei 三绝碑
'san'jun 三俊
'san'jun 三军
'san'jun 三君
'san'kao 三考
'san'ke 三恪
'san'ke'jiu'zhi 三科九旨
'san'kong 三孔
'san'ku 三库
'san'ku 三窟
'san'lai 三鯠
'san'lang 三郎
'san'lang 散朗
'san'lang 散郎
'san'lao 三老
'san'lao'wu'geng 三老五更
'san'le 三乐
'san'le 散乐
'san'le'jiang 三勒浆
'san'lei 三羸
'san'li 三李
'san'li 三礼
'san'li 三鯬
'san'li 散吏
'san'li 散隶
'san'li'san'bie 三吏三别
'san'li'tu 三礼图
'san'li'yi'zong 三礼义宗
'san'liang 三梁
'san'liang 三良
'san'liang'zhong 三良冢
'san'ling 三灵
'san'ling'jie 三令节
'san'ling'wu'shen 三令五申
'san'liu 三流
'san'long 三龙
'san'lou 三漏
'san'lu 三露
'san'lu'jun'gong 三鹿郡公
'san'lue 三略
'san'lue 散略
'san'lun 三论
'san'lun'zong 三论宗
'san'luo 三罗
'san'lv 三闾
'san'lv'da'fu 三闾大夫
'san'ma'tong'cao 三马同槽
'san'mai 三脉
'san'man 散漫
'san'mao 三泖
'san'mao 三茅
'san'mao'jun 三茅君
'san'mei 三昧
'san'mei'liu'zheng 三媒六证
'san'men 三门
'san'meng 三梦
'san'mian 三眠
'san'mian 三面
'san'mian'ren 三面人
'san'mian'wang 三面网
'san'miao 三苗
'san'ming 三命
'san'ming 三明
'san'ming 散名
'san'ming'tong'hui 三命通会
'san'mo 三墨
'san'mo'di 三摩地
'san'mu 三木
'san'mu 散木
'san'nao 三淖
'san'nei 三内
'san'neng 三能
'san'ni 三臡
'san'nian'ai 三年艾
'san'nian'sang 三年丧
'san'niang'zi 三娘子
'san'niao 三鸟
'san'nong 三农
'san'nv'gang 三女冈
'san'peng 三彭
'san'pi 三辟
'san'pin 三品
'san'pin'liao 三品料
'san'pin'niao 三品鸟
'san'pin'yuan 三品院
'san'ping'er'man 三平二满
'san'po'liang'sao 三婆两嫂
'san'qi 三七
'san'qi 三器
'san'qi 三奇
'san'qi 三气
'san'qi 三齐
'san'qi 散齐
'san'qi'chang'shi 散骑常侍
'san'qi'sheng 散骑省
'san'qian 三愆
'san'qian 三迁
'san'qian'da'qian'shi'jie 三千大千世界
'san'qian'shi'jie 三千世界
'san'qian'ying 三千营
'san'qian'zhi'fu 三钱之府
'san'qian'zhu'lv 三千珠履
'san'qin 三寝
'san'qin 三秦
'san'qin'ji 三秦记
'san'qing 三卿
'san'qing 三清
'san'qing'ban 三庆班
'san'qiu 三丘
'san'qiu 三秋
'san'qiu'shan 三丘山
'san'qiu'shan 三邱山
'san'qu 三衢
'san'qu 三驱
'san'qu 散曲
'san'quan 三泉
'san'quan 三铨
'san'que'qian 三雀钱
'san'rang 三壤
'san'rang 三让
'san'ren 三仁
'san'ren 三壬
'san'ren 散人
'san'ren'cheng'hu 三人成虎
'san'ri'da'yu'liang'ri'shai'wang 三日打鱼两日晒网
'san'ri'er'long 三日耳聋
'san'ri'pu'ye 三日仆射
'san'ri'xin'fu 三日新妇
'san'ru 散儒
'san'san 毵毵
'san'san 鬖鬖
'san'san'liang'liang 三三两两
'san'san'wu'wu 三三五五
'san'sha 三沙
'san'shan 三善
'san'shan 三山
'san'shan 三鳣
'san'shan'dao 三善道
'san'shan'fu'lu 三山符箓
'san'shang 三上
'san'shang 三商
'san'shao 三少
'san'she 三舍
'san'she 三赦
'san'she'fa 三舍法
'san'shen 三神
'san'shen 三身
'san'shen'shan 三神山
'san'sheng 三圣
'san'sheng 三牲
'san'sheng 三生
'san'sheng 三甥
'san'sheng'shi 三生石
'san'sheng'zhai 散生斋
'san'shi 三世
'san'shi 三事
'san'shi 三势
'san'shi 三史
'san'shi 三始
'san'shi 三尸
'san'shi 三师
'san'shi 三式
'san'shi 三时
'san'shi 三澨
'san'shi 三食
'san'shi'dian 三时殿
'san'shi'er'tian 三十二天
'san'shi'er'xiang 三十二相
'san'shi'liu'bei 三十六陂
'san'shi'liu'ce 三十六策
'san'shi'liu'dong'tian 三十六洞天
'san'shi'liu'feng 三十六峯
'san'shi'liu'feng 三十六峰
'san'shi'liu'gong 三十六宫
'san'shi'liu'guo 三十六国
'san'shi'liu'hang 三十六行
'san'shi'liu'ji 三十六计
'san'shi'liu'ji'zou'wei'shang'ji 三十六计走为上计
'san'shi'liu'jiang'lou 三十六江楼
'san'shi'liu'jun 三十六郡
'san'shi'liu'lin 三十六鳞
'san'shi'liu'ti 三十六体
'san'shi'liu'tian'gang 三十六天罡
'san'shi'liu'yu 三十六雨
'san'shi'liu'yuan 三十六苑
'san'shi'liu'zi'mu 三十六字母
'san'shi'pan 散氏盘
'san'shi'san'tian 三十三天
'san'shi'san'zu 三十三祖
'san'shi'she'he 三豕涉河
'san'shi'shui'yi 三十税一
'san'shi'wu'ju 三十五举
'san'shou 三寿
'san'shou 三首
'san'shou'du'he 三兽渡河
'san'shou'xiang'cheng 三受降城
'san'shou'zhang 散手仗
'san'shu 三叔
'san'shu 三属
'san'shu 三署
'san'shu 三蜀
'san'shu'lang 三署郎
'san'shui 三水
'san'shui 散水
'san'shui'hua 散水花
'san'shuo 三朔
'san'si 三司
'san'si 三巳
'san'si 三思
'san'si'shi 三司使
'san'si'tai 三思台
'san'si'wu'gou 三思五狗
'san'song 三颂
'san'su 三宿
'san'su 三素
'san'su 三肃
'san'su 三苏
'san'su'wang 三素望
'san'su'yun 三素云
'san'sui 三隧
'san'suo 鬖髿
'san'tai 三台
'san'tan 三袒
'san'tan'yin'yue 三潭印月
'san'tang 三唐
'san'tang 三堂
'san'tang'liang'ge 三汤两割
'san'tao 三桃
'san'tao'tang 三桃汤
'san'ti 三体
'san'ti'shi'jing 三体石经
'san'ti'tang'shi 三体唐诗
'san'tian 三天
'san'tian'zi'du 三天子都
'san'tiao 三调
'san'tiao'chuan'xia 三条椽下
'san'tiao'zhu 三条烛
'san'ting 三亭
'san'ting 三停
'san'tong 三童
'san'tong 三统
'san'tong 三通
'san'tong'li 三统历
'san'tou 三头
'san'tou'er'mian 三头二面
'san'tou'liu'bi 三头六臂
'san'tu 三涂
'san'tui 三推
'san'tun'ying 三屯营
'san'wa'liang'she 三瓦两舍
'san'wang 三望
'san'wang 三王
'san'wang 散亡
'san'wei 三卫
'san'wei 三危
'san'wei 三微
'san'wei 三畏
'san'wei 三魏
'san'wen 散文
'san'wu 三五
'san'wu 三务
'san'wu 三吴
'san'wu 三武
'san'wu'qi'yan'shi 三五七言诗
'san'wu'shui'li'bian'lan 三吴水利便览
'san'wu'ye 三五夜
'san'wu'zuo'chu 三无坐处
'san'xi 三牺
'san'xi 三郄
'san'xi'tang 三希堂
'san'xi'tang'fa'tie 三希堂法帖
'san'xia 三夏
'san'xia 三峡
'san'xia'wu'yi 三侠五义
'san'xian 三弦
'san'xian 三献
'san'xian 散仙
'san'xiang 三湘
'san'xiang 三象
'san'xiang 三饷
'san'xiao 三崤
'san'xiao 三枭
'san'xiao'tu 三笑图
'san'xiao'yin'yuan 三笑姻缘
'san'xie 三谢
'san'xin 散心
'san'xin'er'yi 三心二意
'san'xin'san'yu 三衅三浴
'san'xing 三姓
'san'xing 三性
'san'xing 三星
'san'xing 三省
'san'xiong 三雄
'san'xiu 三休
'san'xiu 三秀
'san'xu 三徐
'san'xuan 三玄
'san'xuan 三选
'san'xue 三学
'san'xun 三巡
'san'xun 三汛
'san'xun'san'yu 三熏三浴
'san'ya 三衙
'san'ya 三雅
'san'ya 三鸦
'san'ya 散衙
'san'ya'jia 三衙家
'san'yan 三严
'san'yan 三言
'san'yan 散盐
'san'yan'er'pai 三言二拍
'san'yan'liang'yu 三言两语
'san'yan'shi 三言诗
'san'yang 三杨
'san'yang 三阳
'san'yang'kai'tai 三阳开泰
'san'yao 三曜
'san'ye 三业
'san'ye 三叶
'san'yi 三一
'san'yi 三仪
'san'yi 三弋
'san'yi 三揖
'san'yi 三易
'san'yi 三益
'san'yi 三翼
'san'yi 三衣
'san'yi 散轶
'san'yi 散逸
'san'yi'sheng 散宜生
'san'yin 三淫
'san'yin 三隐
'san'ying 三英
'san'ying'lang'zhong 三影郎中
'san'yong 三雍
'san'yong 三雝
'san'yong'gong 三雍宫
'san'you 三侑
'san'you 三又
'san'you 三友
'san'you 三宥
'san'you 三游
'san'you 三酉
'san'you'dong 三游洞
'san'yu 三余
'san'yu 散语
'san'yu'san'xun 三浴三熏
'san'yu'yuan 三语掾
'san'yu'zhui'bi 三余赘笔
'san'yuan 三元
'san'yuan 三原
'san'yuan 三垣
'san'yuan 三渊
'san'yuan 三袁
'san'yuan 三远
'san'yuan 三院
'san'yuan 散员
'san'yuan'ji 三元记
'san'yuan'li 三元里
'san'yuan'xue'an 三原学案
'san'yuan'zhai 三元斋
'san'yue 三越
'san'yue'san'ri 三月三日
'san'yun'dian 三云殿
'san'yun'lv 三韵律
'san'zang 三藏
'san'zeng 三鬷
'san'zhai 三翟
'san'zhang 三张
'san'zhao 三朝
'san'zhao'san'mu 三昭三穆
'san'zhao'yao'dian 三朝要典
'san'zhe 三哲
'san'zhe'gong 三折肱
'san'zhen 三真
'san'zhen 三阵
'san'zhen'liu'cao 三真六草
'san'zheng 三征
'san'zheng 三正
'san'zheng'li 三正历
'san'zheng'qi'pi 三征七辟
'san'zhi 三支
'san'zhi 三至
'san'zhi 三芝
'san'zhi 三趾
'san'zhi 三陟
'san'zhi 散秩
'san'zhi 散职
'san'zhi'ri 三之日
'san'zhi'wu'lv 三纸无驴
'san'zhi'xiang'gong 三旨相公
'san'zhong 三众
'san'zhong 三终
'san'zhou 三州
'san'zhou 三洲
'san'zhou 散州
'san'zhou'ge 三洲歌
'san'zhu 三柱
'san'zhu 三祝
'san'zhu 三竺
'san'zhu'chai 三珠钗
'san'zhu'fu 三珠符
'san'zhu'qian 三铢钱
'san'zhu'san'chang 三注三唱
'san'zhu'shu 三珠树
'san'zhua 三髽
'san'zhun 三准
'san'zhuo'bi 散卓笔
'san'zi 馓子
'san'zi'jing 三字经
'san'zi'yan 伞子盐
'san'zi'yu 三字狱
'san'zong 三朡
'san'zong 三艐
'san'zong 三蝬
'san'zu 三俎
'san'zu 三族
'san'zu 三祖
'san'zu 三组
'san'zu'wu 三足乌
'san'zui 三最
'san'zui 三醉
'san'zun 三尊
'san'zuo'ta 三座塔
'sang'dan 丧胆
'sang'du 桑蠹
'sang'e 桑鹅
'sang'fei 桑飞
'sang'feng 桑封
'sang'fu 丧服
'sang'gai 桑盖
'sang'gan 桑干
'sang'gen 桑根
'sang'gen'che 桑根车
'sang'gong 桑公
'sang'gu 桑榖
'sang'hai 桑海
'sang'hong'yang 桑弘羊
'sang'hu 桑户
'sang'hu 桑扈
'sang'hu'peng'shi 桑弧蓬矢
'sang'hua 桑花
'sang'ji 丧祭
'sang'ji 丧纪
'sang'ji 桑屐
'sang'ji'sheng 桑寄生
'sang'jia'gou 丧家狗
'sang'jian 桑茧
'sang'jian'pu'shang 桑间濮上
'sang'jing 桑井
'sang'jiu 桑鸠
'sang'ju 丧具
'sang'ke 嗓磕
'sang'kong 桑孔
'sang'li 丧礼
'sang'lin 桑林
'sang'luan 丧乱
'sang'luo 桑落
'sang'luo'wa'jie 桑落瓦解
'sang'ma 桑麻
'sang'man 桑蟃
'sang'men 丧门
'sang'men 桑门
'sang'ming 丧明
'sang'pi'zhi 桑皮纸
'sang'piao'xiao 桑螵蛸
'sang'pu 桑朴
'sang'pu 桑濮
'sang'qi 丧气
'sang'qin 桑钦
'sang'qiu 桑丘
'sang'quan 桑泉
'sang'ren 丧人
'sang'sha 丧煞
'sang'shen 桑葚
'sang'shu 桑枢
'sang'sui 桑隧
'sang'tian 桑田
'sang'tiao'wei 桑条韦
'sang'tu 桑土
'sang'tui'lv 颡推履
'sang'wei'han 桑维翰
'sang'xi 桑溪
'sang'xin 丧心
'sang'xin'bing'kuang 丧心病狂
'sang'yan 桑眼
'sang'ye 桑野
'sang'yin 桑荫
'sang'yong 桑雍
'sang'yu 桑榆
'sang'yuan 丧元
'sang'zai 丧宰
'sang'zhi 丧志
'sang'zhi 桑植
'sang'zhong 桑中
'sang'zhu 丧主
'sang'zhu 桑主
'sang'zhu'weng 桑苎翁
'sang'zi 桑梓
'sang'zi 颡子
'sao'bai 扫拜
'sao'che 缫车
'sao'chen 扫尘
'sao'chou'zhou 扫愁帚
'sao'chu 扫除
'sao'chu 骚除
'sao'dai 扫黛
'sao'dang 扫荡
'sao'di 埽地
'sao'di 扫地
'sao'di'fu 扫地夫
'sao'dong 骚动
'sao'fan'ma 扫凡马
'sao'gua 搔瓜
'sao'ji 扫迹
'sao'jie 扫街
'sao'li 骚离
'sao'mei 扫眉
'sao'mei'cai'zi 扫眉才子
'sao'men 扫门
'sao'mu 扫墓
'sao'ni'mi 扫泥米
'sao'qing'niang 扫晴娘
'sao'rao 搔扰
'sao'rao 骚扰
'sao'ren 骚人
'sao'ren'mo'ke 骚人墨客
'sao'sao 慅慅
'sao'sao 溞溞
'sao'sao 骚骚
'sao'se 骚瑟
'sao'sha 骚杀
'sao'sheng 臊声
'sao'shi'wu 扫市舞
'sao'shou 搔首
'sao'si'hua 缫丝花
'sao'ta 扫榻
'sao'tan 骚坛
'sao'ti 骚体
'sao'ting 扫厅
'sao'tou 搔头
'sao'tou'nong'zi 搔头弄姿
'sao'tuo 臊陀
'sao'xi 缫席
'sao'xie 搔屑
'sao'xie 骚屑
'sao'xing 扫兴
'sao'xing 扫星
'sao'xue 扫雪
'sao'ya 骚雅
'sao'ying 慅婴
'sao'zhou 扫帚
'sao'zhou 扫箒
'sao'zi 臊子
'se'bi 色笔
'se'chen 色尘
'se'dao 涩道
'se'fen 洓饙
'se'fu 啬夫
'se'fu 穑夫
'se'gu 瑟汩
'se'huang 色荒
'se'jiao 色叫
'se'jie 色界
'se'jiu'jing'tian 色究竟天
'se'kong 色空
'se'lang 涩浪
'se'le 涩勒
'se'li'nei'ren 色厉内荏
'se'mu 色目
'se'ne 涩讷
'se'pu 瑟谱
'se'qin 色禽
'se'ren 穑人
'se'se 摵摵
'se'se 溹溹
'se'se 瑟瑟
'se'se 色色
'se'se'tiao 瑟瑟调
'se'se'yi 瑟瑟仪
'se'shen 啬神
'se'shen 色身
'se'shou'hun'yu 色授魂与
'se'shuai'ai'chi 色衰爱弛
'se'si 色斯
'se'suo 瑟缩
'se'tan 涩滩
'se'ti 涩体
'se'tiao 瑟调
'se'ting 色听
'se'xiang 色相
'se'xiao 色笑
'se'xue 涩雪
'se'xue 濇雪
'se'yang 色养
'se'yi 色役
'se'yi 色艺
'se'ze 塞责
'se'ze 色泽
'se'zhang 色长
'se'zhi 色智
'se'zhu 瑟柱
'se'zhuang 色庄
'sen'ai 森蔼
'sen'biao 森标
'sen'bo 森伯
'sen'bu 森布
'sen'cen 森岑
'sen'guan 篸管
'sen'lie 森列
'sen'lin 森林
'sen'luo 森罗
'sen'luo'dian 森罗殿
'sen'luo'wan'xiang 森罗万象
'sen'sen 森森
'sen'shen 森沈
