'ai'ai'duo'shi 蔼蔼多士
'guang'cai'bi'jian 光采比肩
'guang'cai'wei'wei'er'yu'ran 光采炜炜而欲然
'guang'cai'yuan'sheng 光采元圣
'guang'cai'yun'ji 光采允集
'guang'ruo'chang'li'zhi'zhen'yi 光若长离之振翼
'guang'wu'jia'yi'yu'shu'ci 光武加意于书辞
'guang'wu'si'bai'shui 光武思白水
'guang'wu'xun'feng'yu'liang'fu 光武巡封于梁父
'guang'wu'zhong'xing 光武中兴
'guang'yu'jiu'pian 广于旧篇
'gui'fan'ben'ti'wei'zhi'rong 规范本体谓之熔
'gui'feng'zhi'zhi'ye 规讽之旨也
'gui'gu'chun'wen'yi'ce'xun 鬼谷唇吻以策勋
'gui'gu'miao'miao 鬼谷眇眇
'gui'gui'er'hui'qiao 瑰诡而慧巧
'gui'hong'zhi'jie'he 归鸿知接翮
'gui'hu'fan'ben 贵乎反本
'gui'hu'jing'yao 贵乎精要
'gui'hu'ti'yao 贵乎体要
'gui'hu'zhu'zi 归乎诸子
'gui'hua'za'qu 桂华杂曲
'gui'ju'xu'wei 规矩虚位
'gui'ku'su'fei 鬼哭粟飞
'gui'lan'yu'shen 诡滥愈甚
'gui'li'fu'cou 诡丽辐辏
'gui'neng'po'li 贵能破理
'gui'shen'mi'dun 鬼神靡遁
'gui'shi'cun'yan 规式存焉
'gui'shi'gui'sheng 诡势瑰声
'gui'shu'cheng'mao 龟书呈貌
'gui'wu'zhe 贵无者
'gui'xin'shi'ye 贵信史也
'gui'yan'dun'ci 诡言遁辞
'gui'yi'ru'dao 归以儒道
'gui'yi'zhe 诡异者
'gui'yi'zhi'ci'ye 诡异之辞也
'gui'ying'du'biao 瑰颖独标
'gui'yu'xuan'mian 贵逾轩冕
'gui'yu'yu'zhong 归馀于终
'gui'zai'jing'qiao 贵在精巧
'gui'zai'ming'jue'er'yi 贵在明决而已
'gui'zai'shi'jian 贵在时见
'gui'zai'xu'jing 贵在虚静
'gui'zhang'nai'pin 珪璋乃聘
'gui'zhang'yi'pi'xiu'min 珪璋以譬秀民
'gui'zhang'zu'yong 珪璋足用
'gui'zhe'yi'qu 诡者亦曲
'guo'feng'hao'se'er'bu'yin 国风好色而不淫
'guo'gong'zhi'yi'shan'zhu 郭躬之议擅诛
'guo'qiao'yi'xiu'ci'ti'gan'zheng 国侨以修辞扌干郑
'guo'ren'zao'zhu'ru'zhi'ge 国人造侏儒之歌
'guo'yue'bi'wei 过悦必伪
'guo'zai'min'wang 国灾民亡
'hai'gong'qi'dun'yi 还攻其楯矣
'hai'yue'jiang'shen 海岳降神
'hai'zong'jing'gao 还宗经诰
'han'chu'cao'lv 汉初草律
'han'chu'ci'ren 汉初词人
'han'chu'ding'yi'ze 汉初定仪则
'han'chu'shao'fu 汉初绍复
'han'chu'si'yan 汉初四言
'han'dao'bi'shou 含道必授
'han'ding'li'yi 汉定礼仪
'han'fei'dong'zhi'shi 含飞动之势
'han'fei'yun 韩非云
'han'fei'yun'yan'hu'bian'shuo 韩非云艳乎辩说
'han'fei'zhu'bo'yu'zhi'fu 韩非著博喻之富
'han'gao'zu'zhi'chi'tai'zi 汉高祖之敕太子
'han'gu'wei'zu'cheng'qi'diao 寒谷未足成其凋
'han'lai'bi'zha 汉来笔札
'han'lin'qian'er'gua'yao 翰林浅而寡要
'han'lin'zhi'shi 翰林之士
'han'man'xuan'xi 函满玄席
'han'mie'ying'xiang 汉灭嬴项
'han'shi'hou'dai 罕施后代
'han'shi'jin'zhu 汉世金竹
'han'shi'lu'jia 汉室陆贾
'han'shi'nao'wan 汉世铙挽
'han'shi'qi'jin 汉世迄今
'han'shi'shan'bo 汉世善驳
'han'shi'yin'shu 汉世隐书
'han'shu'bi'duan 寒暑笔端
'han'wei'li'zheng 韩魏力政
'han'wei'mo'yong 汉魏莫用
'han'wen'zhong'nian 汉文中年
'han'yi'cai'zhi'hua 含懿采之华
'han'yun'suo'zhi 汉运所值
'han'zhang'si'qi 含章司契
'han'zhi'fu'song 汉之赋颂
'han'zhi'hui'jing 汉之惠景
'han'zhi'qun'si 汉之群祀
'han'zhi'zhong'cheng 汉置中丞
'han'zu'jian'hou 汉祖建侯
'han'zu'xiang'fen'yu 汉祖想枌榆
'hao'cheng'pian'pian 号称翩翩
'hao'le'wu'huang 好乐无荒
'hao'ru'jiang'hai 皓如江海
'hao'sheng'jiao'dan 好生矫诞
'hao'wei'dang'yan 号为谠言
'hao'wei'qu'jin 号为曲尽
'hao'wei'shu'ye 号为疏也
'hao'yi'shi'ren 号依诗人
'he'an'zheng'chi 和安政弛
'he'bi'qiong'chu'zhong'zhi'yun 何必穷初终之韵
'he'bi'zao'yan'chou'ju 何必躁言丑句
'he'ceng'juan'chu'nv'zhi'ke 何曾蠲出女之科
'he'chang'bu'jing'dao'wei'de 何尝不经道纬德
'he'ci'chang'si 荷此长耜
'he'fan'zhang'shen'zhi'tu 何范张沈之徒
'he'guan'mian'mian 鹖冠绵绵
'he'jian'jian'ya'er'han'yu 河间荐雅而罕御
'he'le'zhi'jing'miao 和乐之精妙
'he'liu'qun'cai 何刘群才
'he'mo'yi'ji'tan'xiao 和墨以藉谈笑
'he'neng'ju'yue 何能矩矱
'he'nong'wen'er'shi'zhi'hu 何弄文而失质乎
'he'qian'miu 劾愆谬
'he'qiang'qin'shi'gu'fou 呵强秦使鼓缶
'he'run'qian'li'zhe'ye 河润千里者也
'he'ruo'qiu'huang 和若球锽
'he'ruo'zhe'zhi'zhong'he 曷若折之中和
'he'shi'li'zhi'neng'xian'zai 何事理之能闲哉
'he'ti'yi'yang 和体抑扬
'he'wei'fu'hui 何谓附会
'he'ya'ji 合涯际
'he'yan'chi'zhi'neng'zhi'hu 何妍蚩之能制乎
'he'yan'jing'fu 何晏景福
'he'yan'zhi'tu 何晏之徒
'he'ye 何也
'he'yi'jiu'mo 何异纠纆
'he'yi'ming'qi'ran 何以明其然
'he'yi'ming'qi'ran'ye 何以明其然耶
'he'yi'xing'zhi'hu 何以行之乎
'he'you'yu'er'hou'zai 何有于二后哉
'he'yu'qing'li 何预情理
'he'yuan'zhi'you'zai 何远之有哉
'he'zai 何哉
'he'ze 何则
'he'ze'gan'dan 合则肝胆
'he'zhe 何者
'he'zi'sheng'ju 核字省句
'hen'bu'tong'shi 恨不同时
'heng'hu'jia'liang 衡斛嘉量
'heng'jiu'zhi'zhi'dao 恒久之至道
'heng'ni'si'yu'jia'li'zhi'xiang 恒匿思于佳丽之乡
'hong'bi'zhi'tu 鸿笔之徒
'hong'dong'xi'cang'tian 虹洞兮苍天
'hong'fan'han'lin 弘范翰林
'hong'feng'yi'cai 鸿风懿采
'hong'feng'yuan'dao 鸿风远蹈
'hong'lv'pan'cai 鸿律蟠采
'hong'shui'zhi'nan 洪水之难
'hong'zhi'yi'jing 弘之已精
'hong'zhong'wan'jun 洪锺万钧
'hou'dai'pian'yi 后代便宜
'hou'fa'qian'zhi 后发前至
'hou'han'qun'xian 后汉群贤
'hou'jin'suo'yi'mo'huang'ye 后进所以莫遑也
'hou'jin'zhui'qu'er'fei'wan 后进追取而非晚
'hou'ren'lei'tong 后人雷同
'hou'ren'yan'qi'tong'chi 后人验其铜尺
'hou'ren'zhui'ti'hu 后人追题乎
'hou'shi'suo'tong'xiao'zhe 后世所同晓者
'hou'yi'shi'ming'gao'si'fang 后以施命诰四方
'hou'zhi'dan'shi 后之弹事
'hou'zhi'jun'zi 后之君子
'hu'bao'wu'wen 虎豹无文
'hu'bao'yi'bing'wei'ning'zi 虎豹以炳蔚凝姿
'hu'guang'zhang'zou 胡广章奏
'hu'ning'wu'si 胡宁勿思
'hu'ruan'zhi'diao'yi'qi 胡阮之吊夷齐
'hu'xi'ju'quan 呼吸沮劝
'hu'ye'fei'yi'pi'neng'wen 狐腋非一皮能温
'hu'yi'wei'yi 忽以为易
'hu'you'sui'yi 户牖虽异
'hu'zai'yi'ye'zhe 乎哉矣也者
'hua'bu'zu'er'shi'you'yu'yi 华不足而实有馀矣
'hua'dong'ba'feng 化动八风
'hua'guo'yun'huan 华过韵缓
'hua'hui'zhi'zhu'xuan'huang 画绘之著玄黄
'hua'qiao'zhi'zhun'dang 华峤之准当
'hua'shi'bu'hu 华实布濩
'hua'shi'suo'fu 华实所附
'hua'shi'xiang'fu 华实相扶
'hua'shi'xiang'sheng 华实相胜
'hua'shi'yi'yong 华实异用
'hua'wei'mi'yu 化为谜语
'huai'bao'ting'xiu 怀宝挺秀
'huai'bie'li'guai'er'xin'yi 淮别理乖而新异
'huai'nan'chong'chao'er'fu'sao 淮南崇朝而赋骚
'huai'nan'fan'cai'er'wen'li 淮南泛采而文丽
'huai'nan'wan'bi 淮南万毕
'huai'nan'you'qing'tian'zhe'di'zhi'shuo 淮南有倾天折地之说
'huan'jun'shan'yun 桓君山云
'huan'liu'wu'juan 环流无倦
'huan'luo'zao'hui'zhi'fu 环络藻绘之府
'huan'qi'da'hao 涣其大号
'huan'qing'ge'tiao 环情革调
'huan'ran'nai'zhen 焕然乃珍
'huan'shang'pian'yi 还上便宜
'huan'shi'zhao'zhi'zi'qian'er 患识照之自浅耳
'huan'tan'cheng 桓谭称
'huan'tan'ji'gan'yu'ku'si 桓谭疾感于苦思
'huan'tan'yi'wei'qi'yan'ce'chuang 桓谭以为其言恻怆
'huan'tan'zhu'lun 桓谭著论
'huan'wen'xi'hu 桓温檄胡
'huan'xue'zhi'yan'wu'fang 欢谑之言无方
'huan'yao'zhi'huo 轘药之祸
'huan'yi'yi'ni'xin'you 浣衣以拟心忧
'huan'yi'yi'pian 桓彝一篇
'huang'di'yong'zhi 黄帝用之
'huang'di'yu'yu 皇帝御宇
'huang'di'yun'men 黄帝云门
'huang'ge'duan'zhu 黄歌断竹
'huang'guan'jiao'xue 黄观教学
'huang'jin'zi'yu'zhi'rui 黄金紫玉之瑞
'huang'niao'fu'ai 黄鸟赋哀
'huang'shi'san'fen 皇世三坟
'huang'wang'shi'ling 皇王施令
'huang'xiang'zhi'chun'xiao 黄香之淳孝
'huang'xiang'zou'jian'yu'jiang'xia 黄香奏笺于江夏
'huang'yin'zhi'yi'ye 荒淫之意也
'huang'zhong'tiao'qi 黄钟调起
'hui'ci'qie'li 会词切理
'hui'guang'nai'xin 辉光乃新
'hui'guang'xiang'zhao'yi 辉光相照矣
'hui'hu'bu'chang 回互不常
'hui'hu'qi'ci 回互其辞
'hui'huan'zi'shi 回环自释
'hui'ji'ze'jie'feng 会己则嗟讽
'hui'qing'yao'zhi'gong 会清要之工
'hui'ruo'can'mao 嚖若参昴
'hui'shi'dui'liang'wang 惠施对梁王
'hui'tong'he'shu 会通合数
'hui'wen'suo'xing 回文所兴
'hui'wen'zhi'zhi'li'zai 会文之直理哉
'hui'yi'shi'shi 会义适时
'hui'yin'jun'ju 辉音峻举
'hun'dong'xu'dan 混洞虚诞
'hun'mi'yu'yong'mu 昏迷于庸目
'hun'zhi'yi'guan 混之一贯
'huo'bian'zhi'yi'san'wu 或变之以三五
'huo'bo'wen'yi'gai'qing 或博文以该情
'huo'can'fu'qi'he 或惭凫企鹤
'huo'cheng'lu'bu 或称露布
'huo'cheng'mei'shu 或称枚叔
'huo'chi'jie'yi'cun'fu 或尺接以寸附
'huo'cuo'ti'pian'zhang'zhi'yi 或撮题篇章之意
'huo'dian'gao'shi'wen 或典诰誓问
'huo'fan'jiong'na 或范駉那
'huo'fan'ju'ya'su'zhi'zhi 或泛举雅俗之旨
'huo'fang'yu'mao 或方于貌
'huo'gong'wen'er'shu'zhi 或工文而疏治
'huo'hao'fan'wen'bo'cai 或好烦文博采
'huo'hao'fu'hua'er'bu'zhi'shi'he 或好浮华而不知实核
'huo'hao'li'yan'bian'bai 或好离言辨白
'huo'huang'huo'bai 或黄或白
'huo'ji'kang'nan'zheng 或激抗难征
'huo'jian'yan'yi'da'zhi 或简言以达旨
'huo'jiao'gui'yi'yun'shen 或骄贵以殒身
'huo'jing'er'lang 火静而朗
'huo'jing'si'yi'xian'mi 或精思以纤密
'huo'jing'si'yu'shu 或精思愈疏
'huo'juan'fen'yi'guai'dao 或狷忿以乖道
'huo'lan'lue'pian'zhang 或览略篇章
'huo'li'cui'er'ci'bo 或理粹而辞驳
'huo'li'zai'fang'cun'er'qiu'zhi'yu'biao 或理在方寸而求之域表
'huo'li'zhuo'er'wen'ze 或理拙而文泽
'huo'lian'zhi'er'gua'wen 或练治而寡文
'huo'liang'shou'shu'ti 或量首数蹄
'huo'liu'mi'yi'zi'yan 或流靡以自妍
'huo'luan'hu'shi 或乱乎石
'huo'mei'cai'er'jian'lei 或美才而兼累
'huo'mei'zhong'duo'er'bu'jian'yao'yue 或美众多而不见要约
'huo'ming'li'yi'li'ti 或明理以立体
'huo'ming'zheng'shu 或明政术
'huo'ni'qing'miao 或拟清庙
'huo'ni'yu'xin 或拟于心
'huo'pi'yu'shi 或譬于事
'huo'qu'cao'nong'yin 或曲操弄引
'huo'quan'pin'qian'xiu'zhi'wen 或铨品前修之文
'huo'quan'ren'zhi'su 或全任质素
'huo'shang'ji'shu 或伤羁戍
'huo'shi'ben'xiang'tong 或事本相通
'huo'shu'ci'xiu'ming 或述此休明
'huo'shu'han'yan 或述酣宴
'huo'shu'kuo'gua'yao 或疏阔寡要
'huo'shuai'er'zao'ji 或率尔造极
'huo'shuai'yi'er'duan 或率意而断
'huo'shuo'yin'yang 或说阴阳
'huo'ti'mu'wen'zi 或体目文字
'huo'tu'xiang'pin'wu 或图象品物
'huo'wei'yan'mei'shi 或微言美事
'huo'wen'li'er'yi'kui 或文丽而义暌
'huo'xi'wen'yi'wei'miao 或析文以为妙
'huo'xu'bi'ke'nue 或叙彼苛虐
'huo'xu'jing'dian 或叙经典
'huo'xu'zai'yi 或序灾异
'huo'yi'cai'yi'shuang'xun 或逸才以爽迅
'huo'yi'hua'er'sheng'cui 或义华而声悴
'huo'yi'kou'er'yu'qiong 或一叩而语穷
'huo'yi'wen'bian 或以文变
'huo'yi'yin'e 或以音讹
'huo'yi'zai'zhi'chi'er'si'ge'shan'he 或义在咫尺而思隔山河
'huo'yin'feng'yao'yong 或吟讽谣咏
'huo'yin'yi'yi'cang'yong 或隐义以藏用
'huo'you'hui'sai'wei'shen 或有晦塞为深
'huo'you'qu'yi'mi'yuan 或有曲意密源
'huo'you'tong'gui'yi'shi 或有同归一事
'huo'you'yu'jin'gu'zhi'qing 获祐于筋骨之请
'huo'you'zhi'er'wu'shi 或有志而无时
'huo'yu'yu'sheng 或喻于声
'huo'yun'jin'qi 或云谨启
'huo'za'yong'wen'qi 或杂用文绮
'huo'zang'pi'dang'shi'zhi'cai 或臧否当时之才
'huo'zhi'shou'yi'tong'wei 或制首以通尾
'huo'zhi'yu'fu 祸之与福
'ji'an'guo'li'li 及安国立例
'ji'ban'biao'wang'ming 及班彪王命
'ji'ban'gu'shu'han 及班固述汉
'ji'bo'yang'shi'li 及伯阳识礼
'ji'chang'qing'zhi'tu 及长卿之徒
'ji'chen'si'lun'cai 及陈思论才
'ji'chen'yu'wen 既沉予闻
'ji'cheng'kang'cu'ling 及成康促龄
'ji'cheng'si'lun 记称丝纶
'ji'chi'jin'xiang 既驰金相
'ji'chu'zhi'sao'wen 暨楚之骚文
'ji'chuan'hu'chu 记传互出
'ji'chuan'meng'xi 记传盟檄
'ji'chun'qiu'zheng'fa 及春秋征伐
'ji'cui'hu'bu'zhui 及崔胡补缀
'ji'da'yu'cheng'gong 及大禹成功
'ji'dai'mi'shi 季代弥饰
'ji'di'cen'ci 极睇参差
'ji'dian'zhi'gong'ai'ye 祭奠之恭哀也
'ji'dian'zhi'kai 祭奠之楷
'ji'diao'zhuan'zhi'yi'cai 集雕篆之轶材
'ji'dui'ju'zhi'pian'zhi'ye 即对句之骈枝也
'ji'er'jian'zan 祭而兼赞
'ji'fa'shen'yan 亟发深言
'ji'fa'yin'yong'zhi'zhi 既发吟咏之志
'ji'fan'zhi'ti 极繁之体
'ji'fei'wang'liang 既非魍魉
'ji'feng'er'li'shen'ye 肌丰而力沈也
'ji'fu'shi'long'zhi'bei 吉甫士龙之辈
'ji'fu'suo'fu 肌肤所附
'ji'fu'wen'li 吉甫文理
'ji'fu'yi'qi'ji 及傅毅七激
'ji'fu'zhi'tu 吉甫之徒
'ji'gang'zhi'hao 纪纲之号
'ji'gong'ding'fa 姬公定法
'ji'gong'mou'fu'cheng'gu'you'wei'rang'zhi'ling 祭公谋父称古有威让之令
'ji'gong'zhi'yi'ye 计功之义也
'ji'gu'mei'zhi'sheng'se 极蛊媚之声色
'ji'gu'zhi'yi'yu'ye 即古之遗语也
'ji'guan'shu'shi'shi 及观书石室
'ji'guang'wu'le'bei 及光武勒碑
'ji'gui'zhou'ren 继轨周人
'ji'han'fei'zhi'shuo'nan'ye 即韩非之说难也
'ji'han'wu'feng'shan 暨汉武封禅
'ji'han'xuan'jie'tan 及汉宣嗟叹
'ji'hao'feng'shan 纪号封禅
'ji'he'shi'gong 讥呵实工
'ji'hen'qi'duo 亟恨其多
'ji'hou'han'cha'ju 及后汉察举
'ji'hou'han'jiao'miao 暨后汉郊庙
'ji'hou'han'lu'pi 及后汉鲁丕
'ji'hu'chun'qiu'dai'fu 及乎春秋大夫
'ji'hu'han'shi 暨乎汉世
'ji'hu'hou'han 暨乎后汉
'ji'hu'pian'cheng 暨乎篇成
'ji'hu'zhan'guo 暨乎战国
'ji'huang'qi'yu'bao 暨皇齐驭宝
'ji'ji'jiu'san 既济九三
'ji'ji'zhi'guan'mian'ye 记籍之冠冕也
'ji'jian'an'zhi'chu 暨建安之初
'ji'jian'liu'yang'yan'ci 及见刘扬言辞
'ji'jiao'yin'zhi'ci'ye 即郊禋之词也
'ji'jie'zhou'zhi'chang'pi 讥桀纣之猖披
'ji'jin'wu'chi'jie 及晋武敕戒
'ji'jin'ze'hui'xie'ru'ci 记近则回邪如此
'ji'jin'zhi'xi'wen 即今之檄文
'ji'jin'zhu'si'tai 及晋筑虒台
'ji'jing'chun'zhu'ya 及景纯注雅
'ji'ju'bu'heng 积句不恒
'ji'ju'er'wei'zhang 积句而为章
'ji'kang'jue'jiao 嵇康绝交
'ji'kang'shi'xin'yi'qian'lun 嵇康师心以遣论
'ji'li'sao'dai'xing 及离骚代兴
'ji'li'si'shan'zhou'er'qin'zhuan'xing 及李斯删籀而秦篆兴
'ji'ling'jun'chang'sao 及灵均唱骚
'ji'liu'xin'zhi'yi'tai'chang 及刘歆之移太常
'ji'lu'ji'duan'yi 及陆机断议
'ji'lue'er'bu'ke'yi 济略而不可益
'ji'lue'zhi'ti 极略之体
'ji'lv'duan'yu'chang'xu 既履端于倡序
'ji'ma'yuan'yi'xia 及马援以下
'ji'mei'cheng'chi'yan 及枚乘攡艳
'ji'min'gu'zao'ci'er'cheng'gong 机敏故造次而成功
'ji'ming'de'zhi'bu'zhang 疾名德之不章
'ji'ming'zhang'chong'xue 暨明章崇学
'ji'ming'zhang'die'yao 及明章叠耀
'ji'ni'kuan'geng'cao 及倪宽更草
'ji'ou'shi'bian 奇偶适变
'ji'pan'yue'ji'zuo 及潘岳继作
'ji'qi'guo'xian'shu 及七国献书
'ji'qi'huan'zhi'ba 及齐桓之霸
'ji'qi'lai'xuan 及其来选
'ji'qi'pin'lie'cheng'wen 及其品列成文
'ji'qi'ran'yi 既其然矣
'ji'qi'ru'zi 既其如兹
'ji'qi'shang'di 既其上帝
'ji'qi'shen'wen 既其身文
'ji'qi'shi'ye 即其事也
'ji'qi'wei'cai 迹其为才
'ji'qian'shi'gu'shu 及迁史固书
'ji'qin'zhao'meng'yi 及秦昭盟夷
'ji'ru'qi'qiao 机入其巧
'ji'san'lv'ju'song 及三闾橘颂
'ji'shang'kui'hu'biao 既上窥乎表
'ji'shen'xie'yuan 寄深写远
'ji'sheng'mao'yi'qiong'wen 极声貌以穷文
'ji'shi'qian'ge'chuan 及史迁各传
'ji'shi'yi'hui'qi 即势以会奇
'ji'shou'jue'zhi'dian'ye 即授爵之典也
'ji'sui'wu'yi'wan'zhuan 既随物以宛转
'ji'sun'chuo'wei'wen 及孙绰为文
'ji'ti'cheng'shi'ye 即体成势也
'ji'tong'shi'yi 既同时矣
'ji'wei'dai'san'xiong 及魏代三雄
'ji'wei'dai'zhui'zao 及魏代缀藻
'ji'wei'jin'za'song 及魏晋杂颂
'ji'wen'zhang'zhi'gu'sui'zhe'ye 极文章之骨髓者也
'ji'wu'di'chong'li 暨武帝崇礼
'ji'wu'gong 计武功
'ji'xi'jing'zuo 缉熙景祚
'ji'xi'zhi'ben'yuan'ye 即檄之本源也
'ji'xiang'ru'zhi'diao'er'shi 及相如之吊二世
'ji'xiao'hui'wei'ji 及孝惠委机
'ji'xiao'wu'yi'ming 及孝武益明
'ji'xu'hao'di'he 季绪好诋诃
'ji'xuan'ping'er'di 及宣平二帝
'ji'xuan'zhi'yi'sui'xu 既暄之以岁序
'ji'xue'yi'chu'bao 积学以储宝
'ji'yan'shu'su 纪言殊俗
'ji'yang'gong'zhi'ci'kai'fu 及羊公之辞开府
'ji'yang'xiong'bai'guan'zhen 及扬雄百官箴
'ji'yang'xiong'gan'quan 及扬雄甘泉
'ji'yang'xiong'ju'qin 及扬雄剧秦
'ji'yi'zan'yu'yu 及益赞于禹
'ji'yi'zhi'bie'ti'ye 即议之别体也
'ji'ying'bian'qie'yu'duan'yun 季鹰辨切于短韵
'ji'ying'za'shi'yun'qing'tiao'ruo'zong'cui 季鹰杂诗云青条若总翠
'ji'you'zhan'zhi'feng'qi'cheng 及优旃之讽漆城
'ji'yu'bao'qin'lie'huo 暨于暴秦烈火
'ji'yu'kong'shi 暨于孔氏
'ji'yuan'yi'qi'jiang 极远以启疆
'ji'yun 即云
'ji'yun'biao'er'jun'zhi'cai 机云标二俊之采
'ji'yun'cheng'song 辑韵成颂
'ji'yun'zhi'lun'ji 及云之论机
'ji'zai'san'fen 纪在三坟
'ji'zai'yin'yong 寄在吟咏
'ji'zha'jian'wei'yu'xing'fei 季札鉴微于兴废
'ji'zhan'guo'zheng'xiong 暨战国争雄
'ji'zhang'er'cheng'pian 积章而成篇
'ji'zhang'gong'lun'wen 及张公论文
'ji'zhang'hua'lun'yun 及张华论韵
'ji'zhao'ling'hu'fu 及赵灵胡服
'ji'zhe 籍者
'ji'zheng'shi'ming'dao 及正始明道
'ji'zhi'yan'zhi 记之言志
'ji'zhi'zhao'yan'zhu 及制诏严助
'ji'zhi'zong'heng'zhi'shi 及至纵横之世
'ji'zhong'xuan'mi'mi 及仲宣靡密
'ji'zhou'ming'wei'xin 洎周命维新
'ji'zhou'zhi'da'zhu 及周之大祝
'ji'zhu'wu'hang'er'shu'zheng 及烛武行而纾郑
'ji'zi'er'zhi'shi'ye 即字而知时也
'ji'zi'lei'ju 瘠字累句
'ji'zong'shuo'ru'zhi'yi 既总硕儒之义
'ji'zou'zhi'yi'tiao 既奏之异条
'ji'zu'zhang'yao'qie 及卒章要切
'jia'chong'yu'zi'yuan'yi 假宠于子渊矣
'jia'jie'xing'sheng 假借形声
'jia'juan'zhi'zhi'chen'yu'zhu'ya 贾捐之之陈于珠崖
'jia'kui'gei'zha'yu'rui'song 贾逵给札于瑞颂
'jia'long'cheng'yun 驾龙乘云
'jia'lun'ke'zhu 假论客主
'jia'qi'ji'yu'wan'li 驾骐骥于万里
'jia'sheng'fu'fu'yun 贾生鵩赋云
'jia'shou'wai'qing 假手外请
'jia'yan'wang'fu 嘉言罔伏
'jia'yi'cai'ying 贾谊才颖
'jia'yi'fu'niao 贾谊鵩鸟
'jia'yi'mei'cheng 贾谊枚乘
'jia'yi'xin'shu 贾谊新书
'jia'yi'yi'er'zou'mei'chen 贾谊抑而邹枚沉
'jia'yi'zhen'qi'xu 贾谊振其绪
'jia'yu'yu'ai'lei 贾馀于哀诔
'jia'yu'yu'wen'yong 贾馀于文勇
'jian'an'ai'ci 建安哀辞
'jian'an'zhi'mo 建安之末
'jian'bi'qiong'yuan 鉴必穷源
'jian'can'zhu 检残竹
'jian'du'bo'lie 简蠹帛裂
'jian'er'wei'bo 简而未博
'jian'er'wu'ao 简而无傲
'jian'hu'wen'ci'yi 见乎文辞矣
'jian'jian'zong'cai'yi 渐渐综采矣
'jian'jie'fu'ci'wei'zhi'cai 剪截浮词谓之裁
'jian'lu'nai'ming 见路乃明
'jian'qu'tuan'hui 涧曲湍回
'jian'se'ping'yu'hong'zi 间色屏于红紫
'jian'shan'ze'zi'jian'zhong'xuan 兼善则子建仲宣
'jian'shang'ning'shuang'zhe'ye 简上凝霜者也
'jian'shi'ru'chang 见视如倡
'jian'te'cheng'jie 奸慝惩戒
'jian'tong'fu'qi 坚同符契
'jian'wen'bo'xing 简文勃兴
'jian'xuan'ri'yue 鉴悬日月
'jian'yang'ma'zhi'shen'tai 翦扬马之甚泰
'jian'ye 简也
'jian'ye'xu 茧曳绪
'jian'yi'wei'zhi'yin'er 见异唯知音耳
'jian'zai'lv'hou 鉴在虑后
'jian'zan'yan'xing 兼赞言行
'jian'zhe 笺者
'jian'zhi'wei'mei'zhe'ye 笺之为美者也
'jiang'biao'wu'lu'zhi'lei 江表吴录之类
'jiang'bu'zhi'yi 酱瓿之议
'jiang'guan'zhi'chan'ji 绛灌之谗嫉
'jiang'he'qi'lun 将核其论
'jiang'he'yi'duo 将何易夺
'jiang'ji'hou'han 降及后汉
'jiang'ji'huai'min 降及怀愍
'jiang'ji'ling'di 降及灵帝
'jiang'ji'pin'wu 降及品物
'jiang'ji'qi'guo 降及七国
'jiang'ling'shu'ju'zhi'wai 将令数句之外
'jiang'qi'xie'sheng 奖气挟声
'jiang'sheng'yu'qian 绛生于蒨
'jiang'si'yi'xia 降斯以下
'jiang'sui'e'lan 将遂讹滥
'jiang'wen'hu'guan 讲文虎观
'jiang'yi'li'lun 将以立论
'jiang'yi'tu'ji 降意图籍
'jiang'yu'feng'yun'er'bing'qu'yi 将与风云而并驱矣
'jiang'yu'jie'jie 将欲解结
'jiang'yu'ming'li 将欲明理
'jiang'yu'zheng'yin 将欲征隐
'jiang'zhong'xiao 奖忠孝
'jiang'zuo'cheng'sheng 江左称盛
'jiang'zuo'pian'zhi 江左篇制
'jiao'bian'yu'you'wu'zhi'yu 交辨于有无之域
'jiao'e'fan'qian 矫讹翻浅
'jiao'fu'ji'mu'mu'yi'da'guan 郊赋既穆穆以大观
'jiao'quan'shi 角权势
'jiao'ran'ke'fen 皎然可分
'jiao'ran'ke'pin 皎然可品
'jiao'ran'lu'gu 皦然露骨
'jiao'ran'ming'bai'ye 皦然明白也
'jiao'ran'nie'er'bu'zi 皭然涅而不缁
'jiao'ri'hui'xing 皎日嘒星
'jiao'rou'wen'cai'ye 矫揉文采也
'jiao'shi'ba'ti 教试八体
'jiao'tong'han'bu'shi'zhi'ge 郊童含不识之歌
'jiao'ye 皦也
'jiao'yue'yu'cheng'shi 校阅于成世
'jiao'zhan'ying'xiong 角战英雄
'jiao'zhe 教者
'jiao'zheng'qi'pian 矫正其偏
'jiao'zhi'shan'ye 教之善也
'jie'bao'mao'zhi'que 诘苞茅之缺
'jie'bi'lei'zhe'ye 皆比类者也
'jie'bi'yi'ye 皆比义也
'jie'cai'mian'mi 结采绵靡
'jie'cheng'shang'shu 皆称上书
'jie'chi'wei'wen 戒敕为文
'jie'ci'lei'ye 皆此类也
'jie'er'neng'mi 捷而能密
'jie'fu 嗟夫
'jie'fu'zhe'shen'zhong 接附者甚众
'jie'hou'ren'zhi'fan'shi'ye 皆后人之范式也
'jie'jie'zhu'huang'niao'zhi'sheng 喈喈逐黄鸟之声
'jie'jing'zhe'mie'zhi 捷径者灭趾
'jie'lv'si'qi 结虑司契
'jie'qi'lei'ye 皆其类也
'jie'qi'yi'zhe'ye 皆其义者也
