'a'ba'ye'ka'luo'ji'duo 阿巴耶卡罗笈多
'jian'si'huo 见思惑
'jian'tuo'luo'guo 犍陀罗国
'jian'wu 渐悟
'jian'xing 见行
'jian'xing 减行
'jian'xing'cheng'fo 见性成佛
'jian'xiu'er'huo 见修二惑
'jian'yu'bu'jian 见与不见
'jian'yuan 减缘
'jian'zhi 犍稚
'jian'zhi'bu'luo'cheng 建志补罗城
'jian'zhong'jing'guo'xu'deng'lu 建中靖国续灯录
'jiang'can'teng 江灿腾
'jiang'dao'hui'jiao 江岛惠教
'jiang'gong'kang'chu 蒋贡康楚
'jiang'hu'feng'yue'ji 江湖风月集
'jiang'hu'fo'jiao 江户佛教
'jiang'hu'hui 江湖会
'jiang'hu'pai 江湖派
'jiang'jing 讲经
'jiang'jun'de'chan'hui 将军的忏悔
'jiang'mo 降魔
'jiang'nan'fan'cha'zhi 江南梵剎志
'jiang'san'shi'ming'wang 降三世明王
'jiang'shou'fang'kai 将手放开
'jiang'wei'nong 江味农
'jiang'wei'qiao 蒋维乔
'jiang'xi'jing'an'gu'cha'chuan'qi 江西靖安古刹传奇
'jiang'yi'bin 蒋义斌
'jiao'chan'er'zong 教禅二宗
'jiao'cheng'fa'shu 教乘法数
'jiao'fan'bo'ti 憍梵波提
'jiao'guan'er'men 教观二门
'jiao'guan'gang'zong 教观纲宗
'jiao'hu'ji 角虎集
'jiao'jie'lv'yi 教诫律仪
'jiao'li'xing'guo 教理行果
'jiao'min 蕉敏
'jiao're'di'yu 焦热地狱
'jiao'sa'luo'guo 憍萨罗国
'jiao'shan'xi 焦山系
'jiao'shang'mi'guo 憍赏弥国
'jiao'shi'yi 教时义
'jiao'wai'bie'zhuan 教外别传
'jiao'wang'hu'guo'si 教王护国寺
'jiao'xiang 教相
'jiao'xing'xin'zheng 教行信证
'jiao'yuan'qing'gui 教苑清规
'jie 劫
'jie 戒
'jie 界
'jie'an'jin'chan'shi'yu'lu 介菴进禅师语录
'jie'ba 戒疤
'jie'ben 戒本
'jie'cheng'huan'ji 戒乘缓急
'jie'chi 戒尺
'jie'chu 劫初
'jie'dao 戒刀
'jie'de 戒德
'jie'die 戒牒
'jie'guan'ding 戒灌顶
'jie'he'shang 戒和尚
'jie'hu 结护
'jie'ji 结集
'jie'jie 结界
'jie'jin'qu'jian 戒禁取见
'jie'la 戒腊
'jie'lun 界论
'jie'luo'na'su'fa'la'na'guo 羯罗拏苏伐剌那国
'jie'lv 戒律
'jie'men'wang'sheng 戒门往生
'jie'mi'xian'zhi'cheng'bei'shi'ming'lun 解迷显智成悲十明论
'jie'mo 羯磨
'jie'mo'jin'gang 羯磨金刚
'jie'nei 界内
'jie'pi 洁癖
'jie'qing 介清
'jie'ruo'ju'du'guo 羯若鞠闍国
'jie'sha'fang'sheng'wen 戒杀放生文
'jie'sha'nian'fo 戒杀念佛
'jie'shen'mi'jing 解深密经
'jie'shen'zu'lun 界身足论
'jie'shi 结使
'jie'tai'si 戒台寺
'jie'tan 戒坛
'jie'tan'yuan 戒坛院
'jie'ti 戒体
'jie'tuo 解脱
'jie'tuo'dao 解脱道
'jie'tuo'dao'lun 解脱道论
'jie'tuo'ge 解脱歌
'jie'tuo'hui 解脱会
'jie'tuo'zhi'lu 解脱之路
'jie'wai 界外
'jie'xi 界系
'jie'xia 结夏
'jie'yuan 结缘
'jie'zhu'wa'chi'luo'guo 羯朱嗢祇罗国
'jie'zhu'yu'ni 借住与你
'jie'zi'na'xu'mi 芥子纳须弥
'jie'zu'li 接足礼
'jin'bo'bu'shi 金箔布施
'jin'cang 金藏
'jin'cang'yuan'zhao 金仓圆照
'jin'cheng'gong'zhu 金城公主
'jin'cun'hui'meng 今村惠猛
'jin'da'cheng 金大城
'jin'dai'fo'jiao 金代佛教
'jin'di'cang 金地藏
'jin'dong'hua 金东华
'jin'fa'lin 金法麟
'jin'fen'ding 近分定
'jin'fo'si 金佛寺
'jin'gang 金刚
'jin'gang'bo're'bo'luo'mi'jing 金刚般若波罗蜜经
'jin'gang'bu 金刚部
'jin'gang'cheng 金刚乘
'jin'gang'chu 金刚杵
'jin'gang'ding'jing'yi'zi'ding'lun'wang'yu'jia'yi'qie'shi'chu'nian'song'cheng'fo'yi'gui 金刚顶经一字顶轮王瑜伽一切时处念诵成佛仪轨
'jin'gang'ding'jing'yu'jia'xiu'xi'pi'lu'zhe'na'san'mo'di'fa 金刚顶经瑜伽修习毗卢遮那三摩地法
'jin'gang'ding'yi'qie'ru'lai'zhen'shi'she'da'cheng'xian'zheng'da'jiao'wang'jing 金刚顶一切如来真实摄大乘现证大教王经
'jin'gang'ding'yu'jia'hu'mo'yi'gui 金刚顶瑜伽护摩仪轨
'jin'gang'ding'yu'jia'lue'shu'san'shi'qi'zun'xin'yao 金刚顶瑜伽略述三十七尊心要
'jin'gang'ding'yu'jia'san'shi'qi'zun'chu'sheng'yi 金刚顶瑜伽三十七尊出生义
'jin'gang'ding'yu'jia'zhong'lue'chu'nian'song'jing 金刚顶瑜伽中略出念诵经
'jin'gang'fa'jie'gong 金刚法界宫
'jin'gang'feng'lou'ge'yi'qie'yu'jia'yu'chi'jing 金刚峰楼阁一切瑜伽瑜祇经
'jin'gang'feng'si 金刚峰寺
'jin'gang'jie 金刚界
'jin'gang'jie'da'ri'ru'lai'xin'zhou 金刚界大日如来心咒
'jin'gang'jie'san'shi'qi'zun 金刚界三十七尊
'jin'gang'ling 金刚铃
'jin'gang'pi 金刚錍
'jin'gang'sa'duo 金刚萨埵
'jin'gang'sa'duo'xin'zhou 金刚萨埵心咒
'jin'gang'sa'duo'xin'zhou'fan'chang 金刚萨埵心咒梵唱
'jin'gang'shan 金刚山
'jin'gang'shou'pu'sa 金刚手菩萨
'jin'gang'xian 金刚线
'jin'gang'xian'lun 金刚仙论
'jin'gang'ye'cha'ming'wang 金刚夜叉明王
'jin'gang'yu'ding 金刚喻定
'jin'gang'zan 金刚赞
'jin'gang'zhen'lun 金刚针论
'jin'gang'zhi 金刚智
'jin'gang'zuo 金刚座
'jin'ge'si 金阁寺
'jin'guang'ming'jing 金光明经
'jin'hui'yan 金慧眼
'jin'jiang'chan'deng 锦江禅灯
'jin'jie'guang'ming'si 金戒光明寺
'jin'ke'mu 金克木
'jin'ling'fan'cha'zhi 金陵梵剎志
'jin'ling'ke'jing'chu 金陵刻经处
'jin'ling'qing'liang'yuan'wen'yi'chan'shi'yu'lu 金陵清凉院文益禅师语录
'jin'na'luo 紧那罗
'jin'nan'quan 金南泉
'jin'neng 今能
'jin'pi'luo 金毗罗
'jin'qi'shi'lun 金七十论
'jin'ru'shen'shan 进入深山
'jin'shan'huo'fo 金山活佛
'jin'shan'si 金山寺
'jin'shang'pai 今上牌
'jin'shi 今释
'jin'tang 金堂
'jin'tian'bu'fang'bian 今天不方便
'jin'tian'mei'ren'lai 今天没人来
'jin'tun'xu 金吞虚
'jin'zhi 尽智
'jin'zhou'bei'pu'tuo'shan'pu'tuo'chan'si 锦州北普陀山普陀禅寺
'jin'zi'da'rong 金子大荣
'jin'zi'jing 金字经
'jing'ai'fa 敬爱法
'jing'an'si 静安寺
'jing'bian 经变
'jing'cang 经藏
'jing'ce 警策
'jing'chuang 经幢
'jing'ci'si 净慈寺
'jing'de'chuan'deng'lu 景德传灯录
'jing'hai 净海
'jing'hui'lao'he'shang'tan'yuan'yin'lao'ren 净慧老和尚谈元音老人
'jing'hui'yi'ru 净秽一如
'jing'ji 经集
'jing'jiang'guan'sheng'si 靖江关圣寺
'jing'jin 精进
'jing'jing'de'ma'ne'shi 静静的嘛呢石
'jing'ju'si 净居寺
'jing'jue'yuan 净觉院
'jing'kong 净空
'jing'liang 净良
'jing'liang'bu 经量部
'jing'lu 经录
'jing'lv'yi'xiang 经律异相
'jing'ming'si 净名寺
'jing'ming'si 净明寺
'jing'quan 静权
'jing'rou 净肉
'jing'shang'jing 井上靖
'jing'shang'ri'zhao 井上日召
'jing'shang'yuan'le 井上圆了
'jing'shang'zhe'ci'lang 井上哲次郎
'jing'she 精舍
'jing'shi 净施
'jing'si'jing'she 静思精舍
'jing'song 靖嵩
'jing'ta 经塔
'jing'tian'si 敬天寺
'jing'tu 净土
'jing'tu'ci'bei'ji 净土慈悲集
'jing'tu'jiao'mei'shu 净土教美术
'jing'tu'lun 净土论
'jing'tu'qun'yi'lun 净土群疑论
'jing'tu'sheng'xian'lu 净土圣贤录
'jing'tu'shi'yao 净土十要
'jing'tu'shi'yi'lun 净土十疑论
'jing'tu'tuo'luo'ni 净土陀罗尼
'jing'tu'wang'sheng'chuan 净土往生传
'jing'tu'wu'hui'nian'fo'song'jing'guan'xing'yi 净土五会念佛诵经观行仪
'jing'tu'zhen'zong 净土真宗
'jing'tu'zi'liang'quan'ji 净土资粮全集
'jing'tu'zong 净土宗
'jing'wan 静琬
'jing'wang 经王
'jing'wei'zi 经帷子
'jing'xin 净心
'jing'xin'jie'guan'fa 净心诫观法
'jing'xin'si 净信寺
'jing'xin'zhou 净心咒
'jing'xing 净行
'jing'xing 憬兴
'jing'xing 经行
'jing'xing'guo 境行果
'jing'xiong 敬雄
'jing'yao 净耀
'jing'ye 净业
'jing'ye'si 净业寺
'jing'ye'zhe 境野哲
'jing'you'fa'bao'lu 景祐法宝录
'jing'zhen'ba'jiao'ting 景真八角亭
'jing'zhong 经冢
'jing'zhong'ru'fo 敬钟如佛
'jing'zhong'zong 净众宗
'jing'zhu'zi 净住子
'jing'zong'zhao'mu'ke'song 净宗朝暮课诵
'jiu'ba'yan'kou'e'gui'tuo'luo'ni'jing 救拔焰口饿鬼陀罗尼经
'jiu'bai 九拜
'jiu'bao'jiao'tai'lang 久保角太郎
'jiu'ben'zun'xin'zhou 九本尊心咒
'jiu'bu'jing 九部经
'jiu'chao'feng'si 旧超峰寺
'jiu'cheng 九乘
'jiu'chu'shi'fo 臼杵石佛
'jiu'ci'di'ding 九次第定
'jiu'di 九谛
'jiu'di 九地
'jiu'fang'bian 九方便
'jiu'fo'shi 九佛事
'jiu'heng'si 九横死
'jiu'hua'shan 九华山
'jiu'hua'shan'yi'xin'mao'peng 九华山一心茅篷
'jiu'hua'shan'zhi 九华山志
'jiu'jie 九结
'jiu'jing 究竟
'jiu'jing'li 究竟离
'jiu'jing'yi'cheng'bao'xing'lun 究竟一乘宝性论
'jiu'ju'yin 九句因
'jiu'lei'sheng 九类生
'jiu'lian'si 九莲寺
'jiu'long'shan 九龙山
'jiu'mi'si 久米寺
'jiu'mo'li'luo 鸠摩利罗
'jiu'mo'luo'duo 鸠摩罗多
'jiu'mo'luo'shen 鸠摩罗什
'jiu'mo'luo'shen'fa'shi'da'yi 鸠摩罗什法师大义
'jiu'mo'luo'tian 鸠摩罗天
'jiu'neng'shan 久能山
'jiu'pan'tu 鸠槃荼
'jiu'pin'huo 九品惑
'jiu'pin'jing'tu 九品净土
'jiu'pin'lian'tai 九品莲台
'jiu'pin'wang'sheng 九品往生
'jiu'pin'yin 九品印
'jiu'ren'si 救仁寺
'jiu'se'lu 九色鹿
'jiu'se'lu'jing 九色鹿经
'jiu'shan'ba'hai 九山八海
'jiu'shan'chan'men 九山禅门
'jiu'shang'yuan'huo 九上缘惑
'jiu'shi 九食
'jiu'shi'ba'sui'mian 九十八随眠
'jiu'shi'xiang'cheng 九师相承
'jiu'shi'yi 九识义
'jiu'shi'zhe'yang'ma 就是这样吗
'jiu'song'zhen'yi 久松真一
'jiu'wu'wei 九无为
'jiu'wu'xue 九无学
'jiu'xiang'guan 九想观
'jiu'xin'lun 九心轮
'jiu'yao 九曜
'jiu'ye 九业
'jiu'you'qing'ju 九有情居
'jiu'yuan'shi'cheng 久远实成
'jiu'yuan'si 久远寺
'jiu'zhai'ri 九斋日
'jiu'zhe 九辙
'jiu'zhong'bu'huan 九种不还
'jiu'zhong'da'chan 九种大禅
'jiu'zhong'xiang'jie 九种相戒
'jiu'zhu'xin 九住心
'jiu'zi'yin 九字印
'jiu'zu'xiang'cheng 九祖相承
'ju 句
'ju'bu'cheng'guo 俱不成过
'ju'bu'ji'cheng'guo 俱不极成过
'ju'bu'qian 俱不遣
'ju'jian 居简
'ju'li'jia'luo 俱利迦罗
'ju'liu'sun'fo 拘留孙佛
'ju'lu'she 拘卢舍
'ju'na'han'mou'ni'fo 拘那含牟尼佛
'ju'na'luo'tai'zi 拘那罗太子
'ju'qu'jing'sheng 沮渠京声
'ju'rui'chao 橘瑞超
'ju'she'lun 俱舍论
'ju'she'shi 俱舍师
'ju'sheng'fa 俱生法
'ju'sheng'ji'xiang 具生吉祥
'ju'sheng'qi 俱生起
'ju'sheng'shen 俱生神
'ju'shi 居士
'ju'shi'chuan 居士传
'ju'shi'fen'deng'lu 居士分灯录
'ju'shi'fo'jiao'yun'dong 居士佛教运动
'ju'shi'na'jie'luo 拘尸那揭罗
'ju'you'fa 俱有法
'ju'zan 巨赞
'ju'ze'da'xue 驹泽大学
'ju'zhi 俱胝
'ju'zu'jie 具足戒
'juan'shu 眷属
'juan'shu'di'yu 眷属地狱
'juan'suo 罥索
'jue 觉
'jue'an 觉岸
'jue'chan'chao 觉禅钞
'jue'ding'cang'lun 决定藏论
'jue'ding'wang'sheng'ji 决定往生集
'jue'guan'lun 绝观论
'jue'li 觉力
'jue'nang'pai 觉囊派
'jue'ta 觉他
'jue'tian 觉天
'jue'wu'de'nuo'yan 觉悟的诺言
'jue'xin 觉心
'jue'xing 觉性
'jue'yin 觉音
'jue'yu'pai 觉宇派
'jue'ze 决择
'jun'ru 均如
'jun'tu 军荼
'jun'tu'bo'tan 君徒钵叹
'jun'tu'li'ming'wang 军荼利明王
'ka'da'la'jia'ma 卡达拉迦马
'ka'dan'ba'wang'chao 卡丹巴王朝
'ka'er'li'ku'yuan 卡尔里窟院
'ka'lu 卡卢
'ka'tong'dong'hua 卡通动画
'kai'bao'da'zang'jing 开宝大藏经
'kai'can 开参
'kai'fu'si 开福寺
'kai'he'chan'ji 开阖禅机
'kai'hua'si 开化寺
'kai'hui 开会
'kai'jing 开经
'kai'jing'ji 开经偈
'kai'la'sha'shan 开拉沙山
'kai'san'xian'yi 开三显一
'kai'shan 开山
'kai'shan'si 开善寺
'kai'shan'tang 开山堂
'kai'shi'wu'ru 开示悟入
'kai'tang 开堂
'kai'ti 开题
'kai'xian'si 开先寺
'kai'yan 开眼
'kai'yuan'shi'jiao'lu 开元释教录
'kai'yuan'shi'jiao'lu'lue'chu 开元释教录略出
'kai'yuan'si 开元寺
'kai'zhe 开遮
'kai'zheng 开证
'kan 龛
'kan'bing 看病
'kan'bu 堪布
'kan'hua'chan 看话禅
'kan'hua'nian'fo 看话念佛
'kan'jing 看经
'kan'tou'luo'di 砍头落地
'kang'ju 康居
'kao'di'li'ye 考底利耶
'ke'chen'fan'nao 客尘烦恼
'ke'en 克恩
'ke'jiu'la'he 科鸠拉贺
'ke'li'xu'na 克利须那
'ke'li'xu'na'mu'er'ti 克利须那穆尔提
'ke'qin 克勤
'ke'shu'luo 渴树罗
'ke'song 课诵
'ke'wen 克文
'ke'wen 科文
'ke'xue'man'de'la 克雪曼德拉
'ke'zi'er'shi'ku 克孜尔石窟
'ken'ding'zi'ji 肯定自己
'kong 空
'kong'bei'xin'tai 空杯心态
'kong'hai 空海
'kong'ji'shi'se 空即是色
'kong'jian 空见
'kong'que'ming'wang 孔雀明王
'kong'que'ming'wang'jing 孔雀明王经
'kong'que'wang'chao 孔雀王朝
'kong'se'ben'lai'tong 空色本来同
'kong'wang'shan'han'dai'mo'ya'xiang 孔望山汉代摩崖像
'kong'wei'qin 孔维勤
'kong'wu'bian'chu'tian 空无边处天
'kong'ye 空也
'kong'zi 孔滋
'kou'zhong'ji 叩钟偈
'ku 苦
'ku'che 库车
'ku'di 苦谛
'ku'lun 库伦
'ku'mu'chan 枯木禅
'ku'mu'tu'la'shi'ku 库木土拉石窟
'ku'xiao'wu'chang 哭笑无常
'ku'xin'du'zhong 苦心度众
'ku'xing 苦行
'ku'ya'he'shang'man'lu 枯崖和尚漫录
'ku'yin'yu'ku'guo 苦因与苦果
'kuai'gui'tou'fo'tuo'zuo'xia 快皈投佛陀座下
'kuai'huo'lie'han 快活烈汉
'kuai'le'yu'tong'ku 快乐与痛苦
'kuai'le'zhi'dao 快乐之道
'kuan'chao 宽朝
'kuan'yong'si 宽永寺
'kuang'huo 狂惑
'kuang'ye'shen 旷野神
'kui'dui'qin'shou 愧对禽兽
'kui'ji 窥基
'kun'da'kun'da 昆达昆达
'la'ba'zhou 腊八粥
'la'bu'leng'si 拉卜楞寺
'la'cang'han 拉藏汗
'la'da'ke 拉达克
'la'da'ke'li'xi'nan 拉达克里希南
'la'lu 拉露
'la'ma 喇嘛
'la'ma'si'shi 拉玛四世
'la'ma'yi'shi 拉玛一世
'la'mo'te 拉莫特
'la'sa 拉萨
'la'sen 拉森
'lai'fu 来复
'lai'guo 来果
'lai'peng'ju 赖鹏举
'lai'ye'yuan'qi 赖耶缘起
'lai'ying'yuan 来迎院
'lai'yu 赖瑜
'lai'zha'he'luo 赖咤和罗
'lan'bo'guo 滥波国
'lan'ji'fu 蓝吉富
'lan'pi'ni'yuan 蓝毗尼园
'lang'fang'jing'ye'jing'she'nian'fo'tang 廊坊净业精舍念佛堂
'lang'fang'shi'fo'si 廊坊石佛寺
'lang'fang'shi'long'quan'bai'ta'si 廊坊市龙泉白塔寺
'lao'cang'dan'bei 老藏丹贝
'lao'fu'ren'xi'jiao 老妇人洗脚
'lao'ku 老苦
'lao'nan'shan'si 老南山寺
'lao'po'xin'qie 老婆心切
'lao'si 老死
'lao'zi'hua'hu'jing 老子化胡经
'lao'zi'hua'hu'shuo 老子化胡说
'lao'zuo'xiao 老做小
'le 乐
'le'an'he'shang'yu'lu 了菴和尚语录
'le'bang'wen'lei 乐邦文类
'le'chong'hui 乐崇辉
'le'dao'ge 乐道歌
'le'de 了的
'le'fan'de'gu'shi 了凡的故事
'le'fan'si'xun 了凡四训
'le'fan'si'xun'dian'ying'ban 了凡四訓電影版
'le'guan 乐观
'le'hui 了惠
'le'pai 了派
'le'shi 了世
'le'tang'wei'yi'chan'shi'yu'lu 了堂惟一禅师语录
'le'wan 了万
'le'wu 了午
'le'xiu'bai'zhang'qing'gui 勒修百丈清规
'le'yi 了义
'le'yi'bo're'bo'luo'mi'duo'jing 了义般若波罗蜜多经
'le'yuan'ge 了元歌
'le'zhong 了中
'lei'feng'ta 雷峰塔
'lei'yin'si 雷音寺
'leng'jia'jing 楞伽经
'leng'jia'shan 楞伽山
'leng'jia'shi'zi'ji 楞伽师资记
'leng'nuan'zi'zhi 冷暖自知
'leng'yan'jing 楞严经
'leng'yan'yi'xiao 楞严一笑
'leng'yan'zhou 楞严咒
'li 力
'li'bai 礼拜
'li'bing'nan 李炳南
'li'bo'yong 李博永
'li'chao'shi'shi'zi'jian 历朝释氏资鉴
'li'che 离车
'li'dai'fa'bao'ji 历代法宝记
'li'dai'san'bao'ji 历代三宝纪
'li'di'cheng'fo 立地成佛
'li'fa 历法
'li'fo'da'chan'hui'wen 礼佛大忏悔文
'li'hua'jun'dao 立花俊道
'li'jie 历劫
'li'ju'fei'tuo 梨俱吠陀
'li'liu'tang'ji 离六堂集
'li'ming'si 黎明寺
'li'po'duo 离婆多
'li'qu'bo're'jing 理趣般若经
'li'qu'jing 理趣经
'li'she 利涉
'li'shi'a'pi'tan'lun 立世阿毗昙论
'li'shi'jie 李世杰
'li'shi'si 立石寺
'li'shui'san'yan'chan'si 丽水三岩禅寺
'li'ta 利他
'li'tan'jin'zhi'ling 离檀禁止令
'li'wan 李挽
'li'xi 离系
'li'xin 立信
'li'yan 利言
'li'yan 利严
'li'yuan'song 李元松
'li'zheng'an'guo'lun 立正安国论
'li'zheng'da'xue 立正大学
'li'zhi'fu 李志夫
'li'zi'kuan 李子宽
'li'zuo'fa 离作法
'li'zuo'ye'guan'ding 离作业灌顶
'lian'cang'fo'jiao 鎌仓佛教
'lian'deng'hui'yao 联灯会要
'lian'fen'jing'tu 莲芬净土
'lian'hang 莲航
'lian'hua 莲华
'lian'hua'cang'shi'jie 莲华藏世界
'lian'hua'jie 莲华戒
'lian'hua'jing'tu 莲花净土
'lian'hua'se 莲华色
'lian'hua'se'nv'de'gu'shi 莲华色女的故事
'lian'hua'sheng 莲华生
'lian'hua'sheng'da'shi 莲花生大士
'lian'hua'sheng'da'shi'xin'zhou 莲花生大师心咒
'lian'ru 莲如
'lian'shi'xin'zhou 莲师心咒
'lian'tian'mao'xiong 鎌田茂雄
'lian'xiang'piao'miao 莲香飘渺
'lian'xin'jie'jing 莲心洁净
'liang 量
'liang'bu'da'fa'xiang'cheng'shi'zi'fu'fa'ji 两部大法相承师资付法记
'liang'ge'guo'wang 两个国王
'liang'ge'zheng'qiang'hao'dou'zhe 两个争强好斗者
'liang'jie'man'tu'luo 两界曼荼罗
'liang'ju'bu'cheng'guo 两俱不成过
'liang'lun 量论
'liang'she 两舌
'liang'xu 两序
'liang'zong'chan'zong'gong'an 两宗禅宗公案
'liang'zuo'miao'shan'yong'bie'ren'de'zhi'hui 两座庙善用别人的智慧
'liao'dai'fo'jiao 辽代佛教
'liao'guo'fo'jiao 寮国佛教
'liao'jian 料简
'liao'ning'fu'xin'long'hai'chan'si 辽宁阜新龙海禅寺
'liao'ning'pan'jin'zhi'yuan'si 辽宁盘锦祗园寺
'liao'ning'sheng'pan'jin'shi'gao'sheng'nian'fo'tang 辽宁省盘锦市高升念佛堂
'liao'ning'sui'zhong'wen'shu'yuan 辽宁绥中文殊院
'liao'ran 了然
'liao'wu'gong'de 了无功德
'lin'a'ga'se 邻阿伽色
'lin'bao'yao 林保尧
'lin'chong'an 林崇安
'lin'chuan'fang 林传芳
'lin'hai'long'xing'gu'si 临海龙兴古寺
'lin'hai'shi'chang'zeng'fu'tang 临海市场增福堂
'lin'ji'chan'shi'fa'yu 临济禅师法语
'lin'ji'lu 临济录
'lin'ji'si 临济寺
'lin'ji'zong 临济宗
'lin'jian'lu 林间录
'lin'jin'dong 林锦东
'lin'li'guang 林藜光
'lin'qing'xuan 林清玄
'lin'qiu'wu 林秋梧
'lin'rong'zhi 林蓉芝
'lin'xi'yue'wa'si 临西月洼寺
'lin'yan'ming 林彦明
'lin'yun'chan'si 林云禅寺
'lin'zhen'guo 林镇国
'lin'zhong'zheng'nian 临终正念
'ling'gu'si 灵谷寺
'ling'guang'si 灵光寺
'ling'jiu'shan'bo're'wen'jiao'ji'jin'hui 灵鹫山般若文教基金会
'ling'li'dao'ren 灵利道人
'ling'mu'da'zhuo 铃木大拙
'ling'mu'zheng'san 铃木正三
'ling'quan'chan'si 灵泉禅寺
'ling'quan'si 灵泉寺
'ling'shan'an 灵山庵
'ling'shan'si 灵山寺
'ling'yan'si 灵巖寺
'ling'yin'si 灵隐寺
'ling'yun'chan'si 凌云禅寺
'ling'zhi'hui 令知会
'liu'ben'zong'shu 六本宗书
'liu'ben'zun 柳本尊
'liu'bo'luo'mi 六波罗蜜
'liu'bu'ding'guo 六不定过
'liu'cheng'jiu 六成就
'liu'chu 六触
'liu'da 六大
'liu'da'cheng 六大城
'liu'da'yuan'qi 六大缘起
'liu'dao 六道
'liu'dao'jin'gang'zhou 六道金刚咒
'liu'du'ji'jing 六度集经
'liu'e 六恶
'liu'fa 六法
'liu'fa'jie 六法戒
'liu'gen 六根
'liu'gen'chan'hui 六根忏悔
'liu'gen'hu'yong 六根互用
'liu'gen'qing'jing 六根清净
'liu'gui'jie 刘贵杰
'liu'guo'xiang 刘国香
'liu'hang'guan 六行观
'liu'he'jing 六和敬
'liu'he'ta 六和塔
'liu'ji 六即
'liu'jia'qi'zong 六家七宗
'liu'jing 六境
'liu'jing'shi'yi'lun 六经十一论
'liu'ju 六聚
'liu'jue'ding 六决定
'liu'li'gong'da'shi 琉璃宫大史
'liu'men'jiao'shou'xi'ding'lun 六门教授习定论
'liu'miao'fa'men 六妙法门
'liu'miao'men 六妙门
'liu'nan 六难
'liu'nian 六念
'liu'qiu 刘虬
'liu'qiu'fo'jiao 琉球佛教
'liu'rong'si 六榕寺
'liu'rui'zhi 刘锐之
'liu'shi 六识
'liu'shi 六时
'liu'shi'er'jian 六十二见
'liu'shi'ti'gong'fa 六事体功法
'liu'shi'xin 六十心
'liu'tang'wai'ji 柳塘外集
'liu'tian'sheng'shan 柳田圣山
'liu'tong 六通
'liu'wei 六味
'liu'wu 六物
'liu'xiang 六相
'liu'xiang'yuan'rong 六相圆融
'liu'xue'seng'chuan 六学僧传
'liu'yin 六因
'liu'yu'tian 六欲天
'liu'yue'hui 六月会
'liu'zhai'ri 六斋日
'liu'zhong'ben'ji 六重本迹
'liu'zhong'quan'yin 六种拳印
'liu'zhong'zhen'dong 六种震动
'liu'zhuan 流转
'liu'zi'da'ming'zhou 六字大明咒
'liu'zi'jing'fa 六字经法
'liu'zi'mi'tuo 六字弥陀
'liu'zi'wen'shu'pu'sa 六字文殊菩萨
'liu'zong 六宗
'liu'zong'yuan 柳宗元
'liu'zu'hui'neng'chuan 六祖慧能传
'liu'zu'lun 六足论
'liu'zu'tan'jing 六祖坛经
'long'cang 龙藏
'long'dao 隆道
'long'duo'jia'cuo'fo'ye'zuo'chuang'yi'shi 隆多嘉措佛爷坐床仪式
'long'gang'si 龙岗寺
'long'gong'shan'qing'hua'si 龙宫山庆华寺
'long'gu'da'xue 龙谷大学
'long'guang'si 龙光寺
'long'guo'an'nian'fo'tang 龙国庵念佛堂
'long'hai'chan'si 龙海禅寺
'long'hu'yan 龙湖巖
'long'hua'san'hui 龙华三会
'long'hua'shu 龙华树
'long'hua'si 龙华寺
'long'kan'shou'jian 龙龛手鉴
'long'men'shi'ku 龙门石窟
'long'men'si 龙门寺
'long'nv'cheng'fo 龙女成佛
'long'pan'si 龙盘寺
'long'qing'ba 龙清巴
'long'quan'gu'si 龙泉古寺
'long'quan'si 龙泉寺
'long'quan'si 泷泉寺
'long'shan'si 龙山寺
'long'shu 龙树
'long'shu'jing'tu'wen 龙舒净土文
'long'shu'pu'sa'quan'jie'wang'song 龙树菩萨劝诫王颂
'long'shu'shan 龙树山
'long'xi'ji 龙喜记
'long'xiang 龙象
'long'xing'fo'jiao'bian'nian'tong'lun 隆兴佛教编年通论
'long'xing'si 隆兴寺
'long'xing'si 龙兴寺
'long'yao'kai'hua'si 隆尧开化寺
'long'zhi 龙智
'long'zhu'si 龙珠寺
'lou 漏
'lou'jin'tong 漏尽通
'lou'lan 楼兰
'lu'bing'hua 鲁冰花
'lu'he'shi 六合释
'lu'jiang'ye'fu'shan'si 庐江冶父山寺
'lu'mei'chu'chen'xi'rao 卢梅楚臣喜饶
'lu'pan 露盘
'lu'shan 庐山
'lu'shan'lian'zong'bao'jian 庐山莲宗宝鉴
'lu'shan'si 麓山寺
'lu'shui'nang 漉水囊
'lu'xiang'zan 炉香赞
'lu'xu'si'zhou'chan'si 芦墟泗洲禅寺
'lu'ye'yuan 鹿野苑
'lu'yu'jian'cha 陆羽煎茶
'lue'lun'an'le'jing'tu'yi 略论安乐净土义
'lue'shi'xin'hua'yan'jing'xiu'xing'ci'di'jue'yi'lun 略释新华严经修行次第决疑论
'lun'cang 轮藏
'lun'hui 轮回
'lun'jia 论家
'lun'shi 论事
'lun'shi 论师
'luo'bu'lin'ka 罗布林卡
'luo'cha 洛叉
'luo'cha 罗剎
'luo'han'gong 罗汉供
'luo'hou'luo 罗侯罗
'luo'hou'luo'ba'tuo'luo 罗侯罗跋陀罗
'luo'hu'ye'lu 罗湖野录
'luo'jia'ling 罗迦陵
'luo'mo'gong'xing'lu 罗摩功行录
'luo'mo'ke'li'xi'na 罗摩克里希纳
'luo'mo'nan'tuo 罗摩难陀
'luo'mo'nu'du 罗摩奴闍
