'ai'feng'ren'zhi'zi'ye 艾封人之子也
'gu'jie'yu'ren'tong'er'fan'hai'yu'ren'yi 骨节与人同而犯害与人异
'gu'jie'zhi'yi'niu'zhi'bai'sang'zhe 故解之以牛之白颡者
'gu'jin'bu'dai 古今不代
'gu'jin'fei'shui'lu'yu 古今非水陆与
'gu'jin'shi'you'sheng 故金石有声
'gu'jing'ye 故静也
'gu'jing'zhi'er'bu'xi 故敬之而不喜
'gu'jiong 固扃
'gu'jiu'qiao'zhe'tai'sheng 故九窍者胎生
'gu'jiu'wan'li'ze'feng'si'zai'xia'yi 故九万里则风斯在下矣
'gu'ju'tian'xia'yi'shang'qi'shan'zhe'bu'zu 故举天下以赏其善者不足
'gu'jue'sheng'qi'zhi 故绝圣弃知
'gu'jun'zi'bu'de'yi'er'lin'li'tian'xia 故君子不得已而临莅天下
'gu'jun'zi'gou'neng'wu'jie'qi'wu'cang 故君子苟能无解其五藏
'gu'lao'zhi 故劳之
'gu'le'tong'wu 故乐通物
'gu'li'ci'huan'ye 故离此患也
'gu'li'yi'fa'du'zhe 故礼义法度者
'gu'liang'wu'wei'xiang'he 故两无为相合
'gu'long'feng'zhu 故龙逢诛
'gu'lu'mang'qi'xing'zhe 故卤莽其性者
'gu'ma'zhi'zhi'er'neng'zhi'dao'zhe 故马之知而能至盗者
'gu'man'ruo'du'er'er'bu'zhi'bi 故满若堵耳而不知避
'gu'ming'zhi'yue'you'chao'shi'zhi'min 故命之曰有巢氏之民
'gu'ming'zhi'yue'zhi'sheng'zhi'min 故命之曰知生之民
'gu'mo'ruo'shi'zhi'er'bu'tui 故莫若释之而不推
'gu'mo'zhi'neng'shang'ye 故莫之能伤也
'gu'mu'zhi'yu'ming'ye'dai 故目之于明也殆
'gu'nai'ken'jian'yu'gua'ren 故乃肯见于寡人
'gu'nei'xing'er'bu'qiong'yu'dao 故内省而不穷于道
'gu'neng'ruo'shi'zhi'shou 故能若是之寿
'gu'neng'sheng'wu'er'bu'shang 故能胜物而不伤
'gu'neng'wu'wu 故能物物
'gu'niao'shou'bu'yan'gao 故鸟兽不厌高
'gu'pi'san'huang'wu'di'zhi'li'yi'fa'du 故譬三皇五帝之礼义法度
'gu'qi'de'guang 故其德广
'gu'qi'de'quan'er'shen'bu'kui 故其德全而神不亏
'gu'qi'hao'zhi'ye'yi 故其好之也一
'gu'qi'jun'yin'qi'xiu'yi'ji'zhi 故其君因其修以挤之
'gu'qi'ling'tai'yi'er'bu'zhi 故其灵台一而不桎
'gu'qi'sha'zhe 故其杀者
'gu'qi'yu'er'si 故弃予而死
'gu'qi'yu'wan'wu'jie'ye 故其与万物接也
'gu'qin'yue 鼓琴曰
'gu'qin'zu'yi'zi'yu 鼓琴足以自娱
'gu'qun'yu'ren 故群于人
'gu'ren'xi 故人喜
'gu'ren'you'zhi 古人有之
'gu'ren'zhi'suo'bu'mian'ye 固人之所不免也
'gu'ren'zhi'zao'po'yi'fu 古人之糟粕已夫
'gu'rou'bu'zang 骨肉不葬
'gu'ruo'hun'zhu'cong'sheng 故若混逐丛生
'gu'ruo'shi'mang'hu 固若是芒乎
'gu'ruo'yan'he'zhe 故若颜阖者
'gu'san'xi'cheng'du 故三徙成都
'gu'shan'wu'sheng'zhe 故善吾生者
'gu'shang'bei'ri'yue'zhi'ming 故上悖日月之明
'gu'shen'zhi'you'shen'er'neng'wu'yan 故深之又深而能物焉
'gu'sheng'er'bu'shuo 故生而不说
'gu'sheng'ren'guan'yu'tian'er'bu'zhu 故圣人观于天而不助
'gu'sheng'ren'jiang'you'yu'wu'zhi'suo'bu'de'xun'er'jie'cun 故圣人将游于物之所不得循而皆存
'gu'sheng'ren'qi'qiong'ye 故圣人其穷也
'gu'sheng'ren'qu'xiang'yan 故圣人取象焉
'gu'sheng'ren'xing'bu'yan'zhi'jiao 故圣人行不言之教
'gu'sheng'ren'you'suo'you 故圣人有所游
'gu'sheng'ren'zhi'yong'bing'ye 故圣人之用兵也
'gu'shi'er'ke'jian'zhe 故视而可见者
'gu'shi'fei'bu'de'yu'shen 故是非不得于身
'gu'shi'wei'tian'zi 故势为天子
'gu'shi'zhi'suo'sheng 谷食之所生
'gu'shu'yue 故书曰
'gu'shui'zhi'shou'tu'ye'shen 故水之守土也审
'gu'si'zi'zhi'xian'er'shen'bu'mian'hu'lu 故四子之贤而身不免乎戮
'gu'su'ye'zhe 故素也者
'gu'sui'cheng 故岁成
'gu'tao'ye 故逃也
'gu'tian'cheng'zi'you'hu'dao'zei'zhi'ming 故田成子有乎盗贼之名
'gu'tian'xia'da'qi'ye 故天下大器也
'gu'tian'xia'gui 故天下归
'gu'tian'xia'jie'zhi'qiu'qi'suo'bu'zhi'er'mo'zhi'qiu'qi'suo'yi'zhi'zhe 故天下皆知求其所不知而莫知求其所已知者
'gu'tian'xia'mei'mei'da'luan 故天下每每大乱
'gu'tian'xia'you'ran'jie'sheng 故天下诱然皆生
'gu'tian'xia'zhi'da'bu'zu'yi'shang'fa 故天下之大不足以赏罚
'gu'tong'yu'tian'di'zhe 故通于天地者
'gu'tui'zheng'bu'wang'xie 故推正不妄邪
'gu'wai'tian'di 故外天地
'gu'wan'wu'bei 故万物备
'gu'wan'wu'cheng 故万物成
'gu'wan'wu'yi'ye 故万物一也
'gu'wang'dai'su'yu'jian'he'hou 故往贷粟于监河侯
'gu'wang'jian'zhi 故往见之
'gu'wei'cong'zhe'yue 顾谓从者曰
'gu'wei'mian'hu'lei 故未免乎累
'gu'wei'shi'ju'ting'yu'ying 故为是举莛与楹
'gu'wei'zhi 故围之
'gu'wei'zhong'qi'tian'nian'er'zhong'dao'zhi'yao'yu'fu'jin 故未终其天年而中道之夭于斧斤
'gu'wo'xiu'shen'qian'er'bai'sui'yi 故我修身千二百岁矣
'gu'wu'gong'zhan'zhi'luan 故无攻战之乱
'gu'wu'ming 故无名
'gu'wu'suo'shen'qin 故无所甚亲
'gu'wu'tian'zai 故无天灾
'gu'wu'you'er'yi'yi 故无忧而已矣
'gu'wu'yuan'liu'yu'jiang 故伍员流于江
'gu'xi'shi'bing'xin'er'pin'qi'li 故西施病心而颦其里
'gu'xi'zhe'yao'wen'yu'shun'yue 故昔者尧问于舜曰
'gu'xian'sheng'bu'yi'qi'neng 故先圣不一其能
'gu'xian'zhe'fu'chu'da'shan 故贤者伏处大山
'gu'xiao'er'bu'gua 故小而不寡
'gu'xiao'ji'you'er'zeng'shen'bei 故孝己忧而曾参悲
'gu'xin'bu'you'le 故心不忧乐
'gu'xing'bu'zhi'suo'wang 故行不知所往
'gu'xing'chang'fei'suo'duan 故性长非所断
'gu'xing'fei'dao'bu'sheng 故形非道不生
'gu'xu'you'yu'yu'ying'yang 故许由娱于颖阳
'gu'yang'zhi'zhe'wang'xing 故养志者忘形
'gu'yao'er'bu'men 故遥而不闷
'gu'yao'fei'you'ren 故尧非有人
'gu'ye 故也
'gu'yi'bian 故异便
'gu'yi'jian'bai'zhi'mei'zhong 故以坚白之昧终
'gu'yi'jian'jian'wang 故以剑见王
'gu'yi'ren'yi'qi'fei'ren'qing'hu 故意仁义其非人情乎
'gu'yi'shi'fei'xiang'ji'ye 故以是非相赍也
'gu'yi'xing'you'shi'qi'xing'zhe 故一形有失其形者
'gu'yi'zhong'xiao'bu'sheng'wei'da'sheng'ye 故以众小不胜为大胜也
'gu'you'bu'yan'zhi'jiao 固有不言之教
'gu'you'jin'ye 古犹今也
'gu'you'ren'zhe'lei 故有人者累
'gu'you'ru'mo'zhi'shi'fei 故有儒墨之是非
'gu'you'suo'bu'de'yi 固有所不得已
'gu'you'wang'guo'lu'min'wu'yi 故有亡国戮民无已
'gu'you'wu'qi'shi'er'de'qi'ming'zhe'hu 固有无其实而得其名者乎
'gu'you'yan'shi'wei'zhi'song'yue 故有焱氏为之颂曰
'gu'yu'jiang'qu'nv 故余将去女
'gu'yu'zhu'wu'jing 故寓诸无竟
'gu'yue 故曰
'gu'yue'bai 故曰败
'gu'yue'bu'tong 故曰不同
'gu'yue'dai'gong'yue'xiu 故曰待公阅休
'gu'zai 固哉
'gu'zai'zhi'mo'nian 故载之末年
'gu'zhao'shi'zhi'bu'gu'qin'ye 故昭氏之不鼓琴也
'gu'zhao'shi'zhi'gu'qin'ye 故昭氏之鼓琴也
'gu'zhao'xi'fu'lian'er'hao'mao'bu'cuo 故朝夕赋敛而毫毛不挫
'gu'zhe'min'bu'zhi'yi'fu 古者民不知衣服
'gu'zhe'qin'shou'duo'er'ren'shao 古者禽兽多而人少
'gu'zhe'wei'shi'cai'zhen'zhi'you 古者谓是采真之游
'gu'zhe'wei'shi'di'zhi'xian'jie 古者谓是帝之县解
'gu'zhe'wei'zhi'dun'tian'zhi'xing 古者谓之遁天之刑
'gu'zhe'wu'yi'yu'hu'qing'huang'fu'fu'zhi'guan 瞽者无以与乎青黄黼黻之观
'gu'zhe'wu'yi'yu'hu'wen'zhang'zhi'guan 瞽者无以与乎文章之观
'gu'zhi 鼓之
'gu'zhi'chu'tian'xia'zhe 古之畜天下者
'gu'zhi'cun'shen'zhe 古之存身者
'gu'zhi'dao'ye 古之道也
'gu'zhi'de'dao'zhe 古之得道者
'gu'zhi'de'zhi'shi 故至德之世
'gu'zhi'de'zhi'wei'ji 故执德之谓纪
'gu'zhi'jun'ren'zhe 古之君人者
'gu'zhi'jun'zi 古之君子
'gu'zhi'ren 古之人
'gu'zhi'ren'hu 古之人乎
'gu'zhi'ren'wai'hua'er'nei'bu'hua 古之人外化而内不化
'gu'zhi'ren'yu'qi'bu'ke'chuan'ye'si'yi 古之人与其不可传也死矣
'gu'zhi'suo'da'ye 古之所大也
'gu'zhi'suo'wei'de'zhi'zhe 古之所谓得志者
'gu'zhi'suo'wei'yin'shi'zhe 古之所谓隐士者
'gu'zhi'tian'le'zhe 故知天乐者
'gu'zhi'ye 故止也
'gu'zhi'you'ye 古之有也
'gu'zhi'yu'da'dao'zhe 古之语大道者
'gu'zhi'zhen'ren 古之真人
'gu'zhi'zhi'dao'zhe 古之治道者
'gu'zhi'zhi'qi'suo'bu'zhi 故知止其所不知
'gu'zhi'zhi'ren 古之至人
'gu'zhi'zhi'tu'wen'yu'zhi'yue 故跖之徒问于跖曰
'gu'zhu'yu'da'dao 故逐于大盗
'gu'zi'wu'shi'you 故自无适有
'gu'zu'yi'dong'ren 故足以动人
'gu'zu'zhi'yu'di'ye'jian 故足之于地也践
'gua'bu'dao'yi'huan'cheng 寡不道以欢成
'gua'gua 瓜瓜
'gua'jun'zhi'yu 寡君之欲
'gua'ren'bu'jue'ye 寡人不攫也
'gua'ren'chou'hu 寡人丑乎
'gua'ren'du'shu 寡人读书
'gua'ren'xu'yan'ruo'you'wang'ye 寡人恤焉若有亡也
'gua'ren'yuan'wen'zhi 寡人愿闻之
'gua'ren'zhao'er'guan'zhi 寡人召而观之
'guan'gu'jin'zhi'yi 观古今之异
'guan'shi'er'bu'shi'qi'yi 官施而不失其宜
'guan'shi'guo'hu'zhong'yi 官事果乎众宜
'guan'shi'zhe'zhou'yu'qin'miao 观室者周于寝庙
'guan'tian'xing'xing'qu 观天性形躯
'guan'yin'yue 关尹曰
'guan'yu'da'hai 观于大海
'guan'yu'da'shan 观于大山
'guan'yu'tian'di'zhi'wei'ye 观于天地之谓也
'guan'yu'zhuo'shui'er'mi'yu'qing'yuan 观于浊水而迷于清渊
'guan'zhe'ru'shi 观者如市
'guan'zhi'mu'zhi'guan 冠枝木之冠
'guan'zhi'zhi'er'shen'yu'xing 官知止而神欲行
'guan'zhong'you'bing 管仲有病
'guan'zhong'yu 管仲御
'guan'zhong'yue 管仲曰
'guang'cheng'zi'jue'ran'er'qi 广成子蹶然而起
'guang'cheng'zi'nan'shou'er'wo 广成子南首而卧
'guang'cheng'zi'yue 广成子曰
'guang'cheng'zi'zhi'wei'tian'yi 广成子之谓天矣
'guang'guang'hu'qi'wu'bu'rong'ye 广广乎其无不容也
'guang'hu'qi'si'shi'ye 广乎其似世也
'guang'mo'zhi'ye 广莫之野
'guang'yao'bu'de'wen'er'shu'shi'qi'zhuang'mao 光曜不得问而孰视其状貌
'guang'yao'wen'hu'wu'you'yue 光曜问乎无有曰
'guang'yao'yue 光曜曰
'guang'yi'er'bu'yao 光矣而不耀
'gui'dao'lu'dong'men'wai 归到鲁东门外
'gui'de'er'zhu'zhi 鬼得而诛之
'gui'e'neng'shang'gong 鬼恶能伤公
'gui'fu'xian'yan'ming'li'liu'zhe 贵富显严名利六者
'gui'gui'ran'zi'shi'ye 规规然自失也
'gui'huan'guai'zhi'ming'wen 诡幻怪之名闻
'gui'jian'bu'zai'ji 贵贱不在己
'gui'jian'lv'wei 贵贱履位
'gui'jian'wu'yi 贵贱无义
'gui'jian'you'shi 贵贱有时
'gui'jian'you'yi'hu 贵贱有义乎
'gui'jian'zhi'fen 贵贱之分
'gui'ke'shi 桂可食
'gui'ren'fu'shang'zhi'jia'qiu'chan'bang'zhe'zhan'zhi 贵人富商之家求禅傍者斩之
'gui'shen'bu'rao 鬼神不扰
'gui'shen'jiang'lai'she 鬼神将来舍
'gui'xiu'hu'jun 归休乎君
'gui'yi'peng'xin'er'pin'qi'li 归亦捧心而颦其里
'gui'zai'yu'wo'er'bu'shi'yu'bian 贵在于我而不失于变
'gui'ze'xia'zhi 归则下之
'gui'zhi 龟至
'gui'zhi'yi'ye 鬼之一也
'gui'zuo'yi'jin'zhi 跪坐以进之
'guo'bai'er'fan 果败而反
'guo'bu'le'xie 果不乐邪
'guo'bu'zu'yi'de'bi'zhi'qing 果不足以得彼之情
'guo'cai'bing'yan 国财并焉
'guo'du'yi'ye 过度益也
'guo'er'fu'hui 过而弗悔
'guo'fan'er'wang'shi'zhi 裹饭而往食之
'guo'fu'yao'zhi'zhi'er'shi'zao'hong'meng 过扶摇之枝而适遭鸿蒙
'guo'han'yin 过汉阴
'guo'hui'zi'zhi'mu 过惠子之墓
'guo'jue'bing'yan 国爵并焉
'guo'nei'zhi'tian'shi'mu 郭内之田十亩
'guo'qie'wu'bi'shi'hu'zai 果且无彼是乎哉
'guo'qie'wu'cheng'yu'kui'hu'zai 果且无成与亏乎哉
'guo'qie'you'bi'shi'hu'zai 果且有彼是乎哉
'guo'qie'you'cheng'yu'kui'hu'zai 果且有成与亏乎哉
'guo'shu'shi'xie 果孰是邪
'guo'shuai 国衰
'guo'wei'xu'li 国为虚厉
'guo'wu'zai 国无宰
'guo'ye 过也
'guo'yi'e'hai'tian'xia 果以恶骇天下
'guo'yi'si'shi 裹以四时
'guo'you'le'wu'you'zai 果有乐无有哉
'guo'you'ming'shi 果有名实
'guo'you'song'zhi'ye 过有宋之野
'guo'you'yan'xie 果有言邪
'guo'zhi 过之
'guo'zhi'er'bu'shou 过之而不守
'guo'zhi'li'qi'bu'ke'yi'shi'ren 国之利器不可以示人
'hai'gui 还归
'hai'min'zhi'shi'ye 害民之始也
'hai'shui'zhen'dang 海水震荡
'hai'yun'ze'jiang'xi'yu'nan'ming 海运则将徙于南冥
'han'bu'er'xi 含哺而熙
'han'liu'zhi'zhong 汗流至踵
'han'shu 寒暑
'han'shu'fu'neng'hai 寒暑弗能害
'han'shu'zhi'he'bu'cheng 寒暑之和不成
'han'wei'wei'jia 韩魏为夹
'han'wei'xiang'yu'zheng'qin'di 韩魏相与争侵地
'han'zhi'qing'yu'tian'xia'yi'yuan'yi 韩之轻于天下亦远矣
'hang'yang'zhe'xiang'tui'ye 桁杨者相推也
'hang'yu'wan'wu'zhe 行于万物者
'hao'hao 号号
'hao'he'er'e'jian 好和而恶奸
'hao'mian'yu'ren'zhe 好面誉人者
'hao'mu'er'you'shi'zhi'huan 蒿目而忧世之患
'hao'tian'er'ku'zhi 号天而哭之
'hao'wu'zhe 好恶者
'hao'wu'zhi'shu'wei'zhi'wan 号物之数谓之万
'hao'yue 号曰
'hao'zhi 好知
'hao'zhi'bu'yan 好之不厌
'he'bo'yue 河伯曰
'he'bu'hao'yu'guo'zhong'yue 何不号于国中曰
'he'bu'lv'yi'wei'da'zun'er'fu'hu'jiang'hu 何不虑以为大樽而浮乎江湖
'he'bu'shu'zhi'yu'wu'he'you'zhi'xiang 何不树之于无何有之乡
'he'bu'wei'hu 何不为乎
'he'bu'wei'xing 盍不为行
'he'bu'yi'wen'shi'yi 阖不亦问是已
'he'bu'yu'chu 和不欲出
'he'chang'bu'fa'sheng'ren'zai 曷尝不法圣人哉
'he'chang'chu'hu'zhong'zai 曷常出乎众哉
'he'chang'she'zhi 阖尝舍之
'he'chu'he'fu'ze'an'dao 何处何服则安道
'he'cong'he'dao'ze'de'dao 何从何道则得道
'he'cong'zhi'ci'zai 何从至此哉
'he'er'bu'chang 和而不唱
'he'er'cheng'ti 合而成体
'he'fu'zi'zhi'yu'ye 何夫子之娱也
'he'gan'ri'zhong 荷甘日中
'he'gan'yu'shen'nong'tong'xue'yu'lao'long'ji 荷甘与神农同学于老龙吉
'he'gan'yu'shen'nong'xue'yu'lao'long'ji 荷甘与神农学于老龙吉
'he'gu'ruo'shi 何故若是
'he'gu'ye 何故也
'he'gui'he'jian 何贵何贱
'he'han'hu'er'bu'neng'han 河汉冱而不能寒
'he'he'fa'hu'di 赫赫发乎地
'he'hu'da'tong 合乎大同
'he'hu'de 合乎德
'he'hu'zhou'ming 阖户昼瞑
'he'hui'ming 合喙鸣
'he'ji'yi 何及矣
'he'jing'sui'chang 鹤胫虽长
'he'jing'you'suo'jie 鹤胫有所节
'he'ju'hu 何居乎
'he'ke'sheng'yan 何可胜言
'he'ke'yi'xie 何可易邪
'he'pi'shi'ci'ju'zhong'ye 合譬饰辞聚众也
'he'qi'de 合其德
'he'qi'wu'te'cao'yu 何其无特操与
'he'qi'xia'xie 何其下邪
'he'qi'yu'mo 合气于漠
'he'qi'yu'shen'xie 何其愈甚邪
'he'qi'yu'xia'xie 何其愈下邪
'he'ru'de'zhi'shuai'ye 何如德之衰也
'he'shao'he'duo 何少何多
'he'shi'er'wu'you'dao'xie 何适而无有道邪
'he'shi'xing'bai'ming'er'wei'feng'su'ye 合十姓百名而为风俗也
'he'shu'zhi'you 何术之有
'he'si'he'lv'ze'zhi'dao 何思何虑则知道
'he'si'jing'zhi'nei 阖四竟之内
'he'tai'zhi 核太至
'he'tong'yi 合同异
'he'wei 何谓
'he'wei'bu'ren 何为不仁
'he'wei'cai'quan 何谓才全
'he'wei'dao 何谓道
'he'wei'de'bu'xing 何谓德不形
'he'wei'er'bu'de 何为而不得
'he'wei'he'zhi'yi'tian'ni 何谓和之以天倪
'he'wei'hu 何为乎
'he'wei'qiu'li'zhi'yan 何谓丘里之言
'he'wei'ren 何谓人
'he'wei'ren'yi 何谓仁义
'he'wei'ren'yu'tian'yi'xie 何谓人与天一邪
'he'wei'shao'hu 何谓少乎
'he'wei'shi'hu'gu 何谓始乎故
'he'wei'tian 何谓天
'he'wei'wu'shi'er'fei'zu 何谓无始而非卒
'he'wei'wu'shou'ren'yi'nan 何谓无受人益难
'he'wei'xie 何谓邪
'he'wei'ye 何谓也
'he'wei'zhe'xie 何为者邪
'he'wei'zhen'ren 何谓真人
'he'wei'zuo'wang 何谓坐忘
'he'wen'zhi'bu'yu'ye 何问之不豫也
'he'xia'zhi'hu'ren'gui'ren'jian'zai 何暇至乎人贵人贱哉
'he'xia'zhi'yu'bao'ren'zhi'suo'hang 何暇至于暴人之所行
'he'xia'zhi'yu'yue'sheng'er'e'si 何暇至于悦生而恶死
'he'xian'sheng'zhi'bei'xie 何先生之惫邪
'he'xie 何邪
'he'xu'shi 赫胥氏
'he'yan'xie 何言邪
'he'yan'zai 何言哉
'he'ye 何耶
'he'ye 何也
'he'ye 和也
'he'ye'you'sun'yan 河也有损焉
'he'yi'tian'ni 和以天倪
'he'yi'wei'sai 褐以为塞
'he'yi'wei'zhi'ren 何以谓之人
'he'yi'yi'wei'tong 合异以为同
'he'yi'you'qi'shen 何以有其身
'he'yi'zhi'qi'ran'xie 何以知其然邪
'he'yu 何与
'he'yu'sang'lin'zhi'wu 合于桑林之舞
'he'yu'tian'lun 合于天伦
'he'zai 何哉
'he'ze'cheng'ti 合则成体
'he'ze'li 合则离
'he'zhi'ku'ye 何之苦也
'he'zhi'yi'tian'ni 和之以天倪
'he'zhi'zhi'ye 和之至也
'he'zuo'wei'bao'ye 何作为报也
'hei'bai'zhi'pu 黑白之朴
'hei'se'er'ran 黑色而髯
'heng'shuo'zhi'ze'yi'shi 横说之则以诗
'heng'xing'tian'xia 横行天下
'hong'meng'fang'jiang'fu'pi'que'yue'er'you 鸿蒙方将拊脾雀跃而游
'hong'meng'fu'pi'que'yue'bu'chuo 鸿蒙拊脾雀跃不辍
'hong'meng'fu'pi'que'yue'diao'tou'yue 鸿蒙拊脾雀跃掉头曰
'hong'meng'yang'er'shi'yun'jiang'yue 鸿蒙仰而视云将曰
'hong'meng'yue 鸿蒙曰
'hou'shi 后仕
'hou'shi'qi'ren'yu'ren'xiang'shi'yu 后世其人与人相食与
'hou'shi'zhi'luan'zi'ci'shi'yi 后世之乱自此始矣
'hou'wang'zhi'zuo'yu 侯王之佐与
'hou'zhi'fa'jie'ye'mou'hu'wo 后之伐桀也谋乎我
'hou'zhi'wei'ren 后之为人
'hou'zhi'wei'ren'ye 后之为人也
'hou'zhi'yi'fa 后之以发
'hou'zhong'qian'qing 后重前轻
'hu'bu'gan'ru'yu'si'jing 斛不敢入于四竟
'hu'bu'shi'hu 胡不仕乎
'hu'bu'zhi'shi'bi'yi'si'sheng'wei'yi'tiao 胡不直使彼以死生为一条
'hu'chun'bei'zai 乎淳备哉
'hu'da'zai 乎大哉
'hu'die'xu'ye'hua'er'wei'chong 胡蝶胥也化而为虫
'hu'die'zhi'meng'wei'zhou'yu 胡蝶之梦为周与
'hu'er'ru 户而入
'hu'geng'er'bu'gu 乎耕而不顾
'hu'gui'yi 乎归矣
'hu'jin'wo'se'ye 乎进我色也
'hu'ke'de'er'bi'hu'zai 胡可得而必乎哉
'hu'lang 虎狼
'hu'nei'zhi'fan'rang 户内之烦壤
'hu'qi'qing'ye 乎其清也
'hu'qi'wei'ke'zhi'ye 乎其未可制也
'hu'ran'chu 忽然出
'hu'ran'er'yi 忽然而已
'hu'ran'wu'yi'qi'ji'zhi'chi'guo'xi'ye 忽然无异骐骥之驰过隙也
'hu'ren'zhe 乎人者
'hu'shen'xiu'yi'yue'qi'wai 笏绅修以约其外
'hu'wang'qi'yan'ye 乎忘其言也
'hu'wo'ma'ye'er'wei'zhi'ma 呼我马也而谓之马
'hu'xi 呼吸
'hu'ze'ruo'jiao 乎泽若蕉
'hu'zhi'yu'ren'yi'lei 虎之与人异类
'hu'zi'yue 壶子曰
'hua'dai'wan'wu'er'min'fu'shi 化贷万物而民弗恃
'hua'di'er'qu 画地而趋
'hua'er'wei'niao 化而为鸟
'hua'feng'ren'yue 华封人曰
'hua'ji'hou'che 滑稽后车
'hua'jie'shu'yue 滑介叔曰
'hua'qi'wan'wu'er'bu'zhi'qi'chan'zhi'zhe 化其万物而不知其禅之者
'hua'sheng'zhi'xiang'dai 化声之相待
'hua'yu'wan'wu 化育万物
'hua'yu'yu'su'si 滑欲于俗思
'hua'ze'wu'chang'ye 化则无常也
'hua'zi'wen'er'chou'zhi 华子闻而丑之
'huan'du'zhi'shi 环堵之室
'huan'gong 桓公
'huan'gong'du'shu'yu'tang'shang 桓公读书于堂上
'huan'gong'shuo'zhi 桓公说之
'huan'gong'tian'yu'ze 桓公田于泽
'huan'gong'wen'zhi'yue 桓公问之曰
'huan'gong'yue 桓公曰
'huan'ji'xiang'mo 缓急相摩
'huan'pei 缓佩
'huan'qi'wu'yong 患其无用
'huan'wei'jian'jia'shi'meng 萑苇蒹葭始萌
'huan'xiang'er'li 还乡而立
'huang'di'bu'de'you 黄帝不得友
'huang'di'dei'zhi 黄帝得之
'huang'di'jiang'jian'da'wei'hu'ju'ci'zhi'shan 黄帝将见大隗乎具茨之山
'huang'di'li'wei'tian'zi'shi'jiu'nian 黄帝立为天子十九年
'huang'di'shang'bu'neng'quan'de 黄帝尚不能全德
'huang'di'shi'wei'tian'xia 黄帝始为天下
'huang'di'shun'xia'feng'xi'xing'er'jin 黄帝顺下风膝行而进
'huang'di'tui 黄帝退
'huang'di'you'hu'chi'shui'zhi'bei 黄帝游乎赤水之北
'huang'di'you'wen 黄帝又问
'huang'di'yue 黄帝曰
'huang'di'zai'bai'qi'shou 黄帝再拜稽首
'huang'di'zai'bai'qi'shou'yue 黄帝再拜稽首曰
'huang'di'zhi'dao 黄帝之道
'huang'di'zhi'fa'ze'ye 黄帝之法则也
'huang'di'zhi'pu 黄帝之圃
'huang'di'zhi'suo'xiu 黄帝之所休
'huang'di'zhi'wang'qi'zhi 黄帝之亡其知
'huang'di'zhi'zhi'tian'xia 黄帝之治天下
'huang'quan'er'deng'da'huang 黄泉而登大皇
'huang'zi'yue 皇子曰
'hui'bu'yuan'shi 回不愿仕
'hui'chang'wen'zhi'fu'zi'yue 回尝闻之夫子曰
'hui'chang'wen'zhu'fu'zi'yue 回尝闻诸夫子曰
'hui'chi'ba'ji 挥斥八极
'hui'cuo'zhi'tian 会撮指天
'hui'dao'de'yi'wei'ren'yi 毁道德以为仁义
'hui'dong'zhi'qi 回东之齐
'hui'gan'wen'qi'you 回敢问其游
'hui'gu'bu'zhi'chun'qiu 蟪蛄不知春秋
'hui'gui'jue'guai 恢诡谲怪
'hui'hui'hu'qi'yu'you'ren'bi'you'yu'di'yi 恢恢乎其于游刃必有余地矣
'hui'jue'gou'sheng'er'qi'gui'ju 毁绝钩绳而弃规矩
'hui'ming'he 喙鸣合
'hui'wang'li'yue'yi 回忘礼乐矣
'hui'wang'ren'yi'yi 回忘仁义矣
'hui'wen'wei'jun 回闻卫君
'hui'ye 毁也
'hui'yi'guai'zhi 回壹怪之
'hui'yi'huan'wei 惠以欢为
'hui'yi'yan'dao'ye 回亦言道也
'hui'yi'yi 回益矣
'hui'you'guo'wai'zhi'tian'wu'shi'mu 回有郭外之田五十亩
'hui'yu 毁誉
'hui'yu'ren'er'bu'shi 会于仁而不恃
'hui'yue 回曰
'hui'zhi'jia'pin 回之家贫
'hui'zhi'wei'shi'dei'shi 回之未始得使
'hui'zhi'wen'zhi 惠之闻之
'hui'zhi'yi 回之意
'hui'zi'diao'zhi 惠子吊之
'hui'zi'jian 惠子见
'hui'zi'wei'zhuang'zi'yue 惠子谓庄子曰
'hui'zi'xiang'liang 惠子相梁
'hui'zi'yue 惠子曰
'hui'zi'zhi'ju'wu'ye 惠子之据梧也
'hui'zuo'wang'yi 回坐忘矣
'hun'dun'dai'zhi'shen'shan 浑沌待之甚善
'hun'hun'dun'dun 浑浑沌沌
'hun'hun'mo'mo 昏昏默默
'hun'po'jiang'wang 魂魄将往
'huo'bian'qu 或编曲
'huo'bu'zu'yu'shu 或不足于数
'huo'cai'fu'zheng 货财弗争
'huo'cai'ju'ran'hou'du'suo'zheng 货财聚然后睹所争
'huo'chi'er'bu'gu 火驰而不顾
'huo'chuan'ye 火传也
'huo'fu 祸福
'huo'fu'chun'chun 祸福淳淳
'huo'fu'neng're 火弗能热
'huo'fu'wu'you 祸福无有
'huo'fu'xiang'sheng 祸福相生
'huo'gu'qin 或鼓琴
'huo'gu'yu 惑故愚
'huo'ji'zhi'chong 祸及止虫
'huo'shi'mo'wei 或使莫为
'huo'shi'ze'shi 或使则实
'huo'wei'hui'zi'yue 或谓惠子曰
'huo'wei'zhi'ji'er'mo'jian'qi'xing 或为之纪而莫见其形
'huo'wei'zhi'rong 或谓之荣
'huo'wei'zhi'sheng 或谓之生
'huo'wei'zhi'shi 或谓之实
'huo'wei'zhi'si 或谓之死
'huo'ye 或也
'huo'yi'bu'zhi 祸亦不至
'huo'yi'feng 或以封
