'a'ba'duo'na'duo 阿巴多纳多
'di'mu'ma'xi'si 蒂姆马西斯
'di'na'bo'yi'ke'li'si'teng'sen 蒂娜博伊克里斯滕森
'di'na'ta'lai 迪纳塔莱
'di'ni'pu 迪尼普
'di'nie'bo'te'lan'si'ma'shen 第聂伯特兰斯马什
'di'ping'qiu 低平球
'di'pu 迪普
'di'qi'ya'nuo 蒂齐亚诺
'di'qi'ya'nuo'bo'lun'ji 蒂齐亚诺波伦济
'di'qiu 低球
'di'sai'er'si 迪塞尔斯
'di'sang'ge'luo 迪桑格罗
'di'sang'tuo 迪桑托
'di'si'ding 迪斯丁
'di'si'ma'lei'ci 迪斯马雷茨
'di'si'ting 迪斯汀
'di'si'tuo'er'mei 迪斯托尔梅
'di'si'wai'yuan 第四外援
'di'ta'er 迪塔尔
'di'wa'yue 迪瓦约
'di'wei'ni'feng'qiao'ke 迪维尼冯乔克
'di'wei'si 迪维斯
'di'wu'fu 迪乌夫
'di'xian 底线
'di'xian'tu'po 底线突破
'di'ya'ba'ke'er 迪亚巴克尔
'di'ya'bi 迪亚比
'di'ya'ge 蒂亚戈
'di'ya'ji'te 迪亚基特
'di'ya'la 迪亚拉
'di'ya'man'di 迪亚曼蒂
'di'ya'meng'de 迪亚蒙德
'di'ya'mo'te'ni 迪亚莫特尼
'di'ya'na 迪亚纳
'di'ya'nie'fa'ye 迪亚涅法耶
'di'ya'si 迪亚斯
'di'ya'si'te 迪亚斯特
'di'ya'ta 迪亚塔
'di'ya'wa'la 迪亚瓦拉
'di'ye'pu 迪耶普
'di'yi'fu 迪伊夫
'di'yi'luo'dian 第一落点
'di'yi'men'jiang 第一门将
'di'yi'shou'men'yuan 第一守门员
'di'zhan'na'luo 迪詹纳罗
'di'zhuo'en 迪卓恩
'dian'qiu 点球
'dian'qiu'da'zhan 点球大战
'dian'qiu'jue'sheng 点球决胜
'dian'qiu'jue'sheng'fu 点球决胜负
'dian'qiu'zhan 点球战
'dian'she 垫射
'diao'gao'qiu 吊高球
'diao'kong'men 吊空门
'diao'she 吊射
'diao'shen'hou 吊身后
'die'ge 迭戈
'die'ge'a'long'suo 迭戈阿隆索
'die'ge'an'jie'luo 迭戈安杰罗
'die'ge'de'a'sen'di'si 迭戈德阿森蒂斯
'die'ge'ge'ding 迭戈戈丁
'die'ge'ka'ma'qiao 迭戈卡马乔
'die'ge'ke'si'ta 迭戈科斯塔
'die'ge'li'wa'si 迭戈里瓦斯
'die'ge'luo'pei'si 迭戈洛佩斯
'die'ge'mi'li'tuo 迭戈米利托
'die'ge'mo'lai'si 迭戈莫莱斯
'die'ge'pei'lei'zi 迭戈佩雷兹
'die'ge'pei'luo'di 迭戈佩罗蒂
'die'ge'suo'sa'an'de'la'de 迭戈索萨安德拉德
'die'ge'ta'er'de'li 迭戈塔尔德利
'die'ge'xi'er'wa 迭戈席尔瓦
'die'te'wa'er'de 迭特瓦尔德
'ding'qiu 顶球
'ding'ren'bu'jin 盯人不紧
'ding'ren'fang'shou 盯人防守
'ding'ren'zhan'shu 盯人战术
'ding'si'da'ge 丁斯达格
'ding'wei'qiu 定位球
'ding'wei'qiu'zhan'shu 定位球战术
'dong'fang'ti'yu'ri'bao 东方体育日报
'dong'fang'zhuo 董方卓
'dong'gang 董罡
'dong'la'fu'fa 东拉夫法
'dong'qi'bin 董启斌
'dong'si'te'ling 东斯特灵
'dong'zhi'jing 董志晶
'dou'peng'cheng 窦鹏程
'du'bo'lin'zong'he'da'xue 都柏林综合大学
'du'bu'ni'ka 杜布尼卡
'du'da 杜达
'du'de'ke 杜德克
'du'de'lan'ge 杜德兰格
'du'di'ke 杜迪克
'du'er'mu'si'bai'lan 杜尔穆斯拜兰
'du'fei'si 杜菲斯
'du'fu 杜夫
'du'jia'er'deng 杜加尔登
'du'ke'luo'ke 杜克罗克
'du'ku'er'di'wu 杜库尔蒂乌
'du'la'si'te'wu'ta 都拉斯特乌塔
'du'li 独立
'du'li'peng'ji'lan'mu'da'ma'ke'te 杜利蓬吉兰穆达马克特
'du'li'yu'ke 杜利域克
'du'ling 都灵
'du'long'quan 杜龙全
'du'lu'ke'bo'er 杜鲁克波尔
'du'mei'lan'de 杜梅兰德
'du'mu 杜姆
'du'na'mo'ta'lin 杜纳摩塔林
'du'pu'ni'cha'ma'li'ke 杜普尼察马里克
'du'sai'er'duo'fu 杜塞尔多夫
'du'se'er'duo'fu 杜瑟尔多夫
'du'shang'bie'pa'mi'er 杜尚别帕米尔
'du'shang'bie'si'ba'da'ke 杜尚别斯巴达克
'du'shang'bie'xi'ma 杜尚别希玛
'du'she'er 杜舍尔
'du'si'shan'du'shi 杜斯山度士
'du'ting'he'mu 杜廷赫姆
'du'wei 杜威
'du'yi'de'si 杜伊德斯
'du'yi'ke'wei'qi 杜伊科维奇
'du'yi'la'de 杜伊拉德
'du'yi'si'bao 杜伊斯堡
'duan'chuan 短传
'duan'chuan'pei'he 短传配合
'duan'chuan'shen'tou 短传渗透
'dui'jiao'xian'cai'pan'fa 对角线裁判法
'dui'wei'ding'ren 对位盯人
'dun'gang'nong'xun'jie 顿冈农迅捷
'dun'ke'wei'qi 顿科维奇
'dun'nie'ci'ke'kuang'gong 顿涅茨克矿工
'dun'nie'ci'ke'mi'ta'er'ge 顿涅茨克米塔尔格
'duo'bu'la'si 多布拉斯
'duo'de'lei'he'te 多德雷赫特
'duo'en 多恩
'duo'fu'la'si 多夫拉斯
'duo'ma'ge'na'nuo 多玛格纳诺
'duo'ma'shi'ke 多马施克
'duo'man'shi'ke 多曼施克
'duo'mi'ji 多米济
'duo'mi'ni'ke'ke'li'si'di'ya'nuo 多米尼科克里斯蒂亚诺
'duo'mi'ni'ke'lai'yin'ha'ke 多米尼克赖因哈克
'duo'mi'ni'xi'ni 多米尼西尼
'duo'mi'qi 多米奇
'duo'ming'ge'si 多明戈斯
'duo'mo'fu'qi'si'ji 多莫夫齐斯基
'duo'mo'fu'qi'si'ji 多莫夫奇斯基
'duo'mu'zha'er 多姆扎尔
'duo'na'dai'er 多纳代尔
'duo'na'de'er 多纳德尔
'duo'na'di 多纳蒂
'duo'na'duo'ni 多纳多尼
'duo'ni 多尼
'duo'ni'ge'er'kai'er'te 多尼戈尔凯尔特
'duo'nuo'wan 多诺万
'duo'qie'si'te'cheng 多切斯特城
'duo'qiu'zhi 多球制
'duo'si'sang'tuo'si 多斯桑托斯
'duo'te'meng'de 多特蒙德
'duo'te'meng'de'er'dui 多特蒙德二队
'duo'yi'mei'lan'de 多伊梅兰德
'e'en'si'te 厄恩斯特
'e'er'da'er'fei'er'di'na 厄尔达尔菲尔蒂纳
'e'er'da'er'ji'li'ka'si'lan 厄尔达尔基利卡斯兰
'e'er'da'er'ju'nei'shi 厄尔达尔居内什
'e'er'ding'ke'ya'wu'zi 厄尔丁克雅武兹
'e'er'gen'te'bo'er 厄尔根特伯尔
'e'er'han'a'er'bai'la'ke 厄尔罕阿尔拜拉克
'e'er'han'gu'wen 厄尔罕古文
'e'er'han'ku'ku'ke 厄尔罕库库克
'e'er'jin'kai'lei'si 厄尔金凯雷斯
'e'er'jing'peng'bi 厄尔京彭比
'e'er'kan'ao'zi'bei 厄尔坎奥兹贝
'e'er'kan'sai'ke'man 厄尔坎塞克曼
'e'er'man'ao'zi'gu'er 厄尔曼奥兹古尔
'e'er'man'ji'li'ke 厄尔曼基利克
'e'er'sen'ma'ding 厄尔森马丁
'e'ken'shi'wei'ke 厄肯施威克
'e'lai'bi'er'ni'kan 厄莱比尔尼坎
'e'lun'a'er'bai'la'ke 厄伦阿尔拜拉克
'e'lun'ai'ding 厄伦艾丁
'e'luo'er'du'er'ba'kan 厄罗尔杜尔巴坎
'e'luo'si'lian'sai 俄罗斯联赛
'e'pu'sen 厄普森
'e'qi'er 厄齐尔
'e'si'te'la'fa'ba'ni'ke 俄斯特拉法巴尼克
'e'zi'di'er'ke 厄兹蒂尔克
'en'bo'li 恩波利
'en'de'li 恩德里
'en'di'ba'zong'ji'zha 恩蒂巴宗基扎
'en'di'ya'ye 恩迪亚耶
'en'duo'mu 恩多姆
'en'duo'ye 恩多耶
'en'ge'bei'te 恩格贝特
'en'ge'er 恩戈尔
'en'ge'er'ha'te 恩格尔哈特
'en'ge'ge 恩戈格
'en'ge'ha'te 恩格哈特
'en'ge'la'er 恩格拉尔
'en'ge'wa'te'ma'huo'pu 恩格瓦特马霍普
'en'ge'yi 恩戈伊
'en'jia'er 恩加尔
'en'jia'lu'la 恩加鲁拉
'en'jia'mu'bei 恩贾姆贝
'en'jin'mei'mi'si'le 恩金梅米斯勒
'en'jing'a'ke'tu'er'ke 恩京阿克图尔克
'en'jing'bai'ta'er 恩京拜塔尔
'en'kang'pu 恩康普
'en'ke'xi 恩科西
'en'ku'fo 恩库佛
'en'li'ke'a'fang'suo 恩里克阿方索
'en'ni'si'da 恩尼斯达
'en'si'te 恩斯特
'en'su'ai 恩苏埃
'en'wei'jia'duo 恩维加多
'en'ya'mu'bi 恩亚姆比
'en'zuo'bi'ya 恩佐比亚
'er'shi'wu'mi'zhe'fan'pao 二十五米折返跑
'fa'bi'an 法比安
'fa'bi'an'nu 法比安奴
'fa'bi'an'si'ji 法比安斯基
'fa'bi'ao'ao'lei'li'ao 法比奥奥雷里奥
'fa'bi'ao'ba'zha'ni 法比奥巴扎尼
'fa'bi'ao'fei'li'xi'ao 法比奥费利西奥
'fa'bi'ao'jia'lan'te 法比奥加兰特
'fa'bi'ao'jia'luo 法比奥加罗
'fa'bi'ao'ka'la'qiao'luo 法比奥卡拉乔洛
'fa'bi'ao'ka'na'wa'luo 法比奥卡纳瓦罗
'fa'bi'ao'ka'pei'luo 法比奥卡佩罗
'fa'bi'ao'ke'en'te'lao 法比奥科恩特劳
'fa'bi'ao'kua'li'ya'lei'la 法比奥夸利亚雷拉
'fa'bi'ao'lu'xi'ya'nuo 法比奥卢西亚诺
'fa'bi'ao'pa'qie'ke 法比奥帕切科
'fa'bi'ao'pai'mu 法比奥派姆
'fa'bi'ao'pei'te'lu'qi 法比奥佩特鲁齐
'fa'bi'ao'ru'ni'ao'er 法比奥儒尼奥尔
'fa'bi'ao'sang'tuo'si 法比奥桑托斯
'fa'bi'ao'xi'er'wa 法比奥席尔瓦
'fa'bi'ao'xin'pu'li'xi'ao 法比奥辛普里西奥
'fa'bi'ni'ao 法比尼奥
'fa'bi'ya'nuo 法比亚诺
'fa'bi'ya'nuo'ai'le'er 法比亚诺埃勒尔
'fa'bi'ya'nuo'ao'li'wei'la 法比亚诺奥利维拉
'fa'bu'lei'jia'si 法布雷加斯
'fa'bu'li'jia'si 法布里加斯
'fa'bu'li'ke 法布里克
'fa'bu'li'ke'ai'lei 法布里克埃雷
'fa'bu'li'qi'ao 法布里奇奥
'fa'bu'li'qi'ao'fei'qi'ni 法布里奇奥菲奇尼
'fa'bu'li'qi'ao'ka'la'qiao'luo 法布里奇奥卡拉乔洛
'fa'bu'li'qi'ao'zha'mu'bu'lei'la 法布里奇奥扎姆布雷拉
'fa'bu'li'qie 法布里切
'fa'bu'li'qie'pan'ke'la'te 法布里切潘克拉特
'fa'bu'li'xi'ao 法布里西奥
'fa'de'qia 法德恰
'fa'di 法蒂
'fa'di'he'a'ke'ye'er 法蒂赫阿克耶尔
'fa'di'he'song'ka'ya 法蒂赫松卡雅
'fa'di'jia 法迪加
'fa'en'bo'le 法恩伯勒
'fa'er'fan 法尔范
'fa'er'ke'ge'ci 法尔科格茨
'fa'er'ke'nei 法尔科内
'fa'er'ken'bei'ge 法尔肯贝格
'fa'er'ken'bo'ge 法尔肯伯格
'fa'er'kong 法尔孔
'fa'er'lun'ding 法尔伦丁
'fa'er'man 法尔曼
'fa'er'nei'lu'de 法尔内鲁德
'fa'er'si'li'kai'er'te 法尔斯利凯尔特
'fa'er'si'ni'xue'ping 法尔斯尼雪平
'fa'er'xi 法尔西
'fa'gan 法甘
'fa'guo'lian'sai 法国联赛
'fa'he'li'ta'tan 法赫里塔坦
'fa'he'ta'li 法赫塔利
'fa'jiao'qiu 发角球
'fa'ke'tuo'er 法克托尔
'fa'lan'ke'fu 法兰克福
'fa'li'ya 法里亚
'fa'li'ya'si 法里亚斯
'fa'lu'ke'ba'ya'er 法鲁克巴亚尔
'fa'lun'huo'si'te 法伦霍斯特
'fa'luo'qun'dao'wa'la 法罗群岛瓦拉
'fa'ma'li'kao 法马利考
'fa'nei'lu'de 法内鲁德
'fa'qie'di 法切蒂
'fa'qiu'dian 罚球点
'fa'qiu'hu 罚球弧
'fa'ti'he'ai'ji'di'ke 法提赫埃吉迪克
'fa'ti'he'se'er'kan'ku'er'tu'lu'si 法提赫塞尔坎库尔图卢思
'fa'ti'he'se'lan 法提赫塞兰
'fa'ti'he'yi'gen 法提赫伊根
'fa'wa'li 法瓦利
'fa'wei'qie'te 法维切特
'fa'wu'si'tuo'luo'xi'ni 法乌斯托罗西尼
'fa'xia'chang 罚下场
'fa'ya'er'duo 法亚尔多
'fa'ye 法耶
'fa'yi'si'te'ha'mei'er 法伊斯特哈梅尔
'fan'a'er'shao'te 范阿尔绍特
'fan'ai'yi'deng 范埃伊登
'fan'an'huo'er'te 范安霍尔特
'fan'bai'teng 范拜滕
'fan'bi'teng 范比滕
'fan'bo'mei'er 范博梅尔
'fan'bo'yi'teng 范伯伊滕
'fan'bu'ke'lin 范布克林
'fan'bu'la'ke'er 范布拉克尔
'fan'bu'li'ke 范布里克
'fan'bu'long'ke'huo'si'te 范布隆克霍斯特
'fan'de 范德
'fan'de'bi'si'te 范德比斯特
'fan'de'fa'te 范德法特
'fan'de'gu'en 范德古恩
'fan'de'hai'de 范德海德
'fan'de'hai'deng 范德海登
'fan'de'ke'lun 范德科伦
'fan'de'la'ke 范德拉克
'fan'de'lai'ge'te 范德莱格特
'fan'de'lan 范德兰
'fan'de'lan'nuo'yi'te 范德兰诺伊特
'fan'de'li'er 范德里尔
'fan'de'li'te 范德里特
'fan'de'lin'deng 范德林登
'fan'de'mei'de 范德梅德
'fan'de'quan 范德全
'fan'de'sa 范德萨
'fan'de'sai'er 范德塞尔
'fan'de'si'te'lu'yi'ke 范德斯特鲁伊克
'fan'de'wei'er 范德威尔
'fan'de'xi'deng 范德希登
'fan'de'xia'fu 范德夏夫
'fan'deng'ao'wei'lan 范登奥维兰
'fan'deng'bao'er 范登保尔
'fan'deng'bo'ge 范登博格
'fan'deng'bo'lei 范登博雷
'fan'deng'bu'jia'te 范登布加特
'fan'deng'bu'luo'ke 范登布罗克
'fan'deng'yi'de 范登伊德
'fan'di'ke 范迪克
'fan'di'ni'ao 凡蒂尼奥
'fan'ding'te'er 范丁特尔
'fan'du'yin 范杜因
'fan'fei'sai'mu 范费塞姆
'fan'fu'la'luo'di 范弗拉罗迪
'fan'ge'sai'er 范格塞尔
'fan'ge'te'mu 范哥特姆
'fan'gu'er'de'nei'er 范古尔德内尔
'fan'hai'fu'teng 范海弗滕
'fan'huo'wei'lun 范霍维伦
'fan'huo'yi'wei'en 范霍伊维恩
'fan'ji'sai'ai'mu 范吉塞埃姆
'fan'jun'ye 范俊业
'fan'kai'ke'huo'wen 范凯克霍温
'fan'lu'yi'si'ken'si'wei'er'de 范鲁伊斯肯斯维尔德
'fan'ma'er'wei'ke 范马尔维克
'fan'mi'er'luo 范米尔洛
'fan'mo'er 范莫尔
'fan'mu'li'ke 范穆里克
'fan'na'fo'luo 范那佛洛
'fan'ni'si'te'lu'yi 范尼斯特鲁伊
'fan'niu'si'ta'de 范纽斯塔德
'fan'niu'wen'hu'yi'ceng 范纽文胡伊曾
'fan'niu'wen'hu'yi'ze 范纽文胡伊泽
'fan'ou'deng'huo'wen 范欧登霍温
'fan'pei'xi 范佩西
'fan'pei'xi'ai 范佩西埃
'fan'si'di'en'bo'ge 范斯蒂恩伯格
'fan'si'di'en'bu'lu'ge 范斯蒂恩布鲁格
'fan'si'di'en'sai'er 范斯蒂恩塞尔
'fan'si'ding'bo'ge 范斯丁博格
'fan'si'te'la'tan 范斯特拉坦
'fan'tuo'en'hu'te 范托恩胡特
'fan'wei'feng 范伟峰
'fan'wei'gen 范维根
'fan'wo'er'fu'si'wen'ke'er 范沃尔夫斯文克尔
'fan'xi'er'deng 范希尔登
'fan'xue'wei 范学伟
'fan'yin'shao'te 范因绍特
'fan'yu'hong 范育红
'fan'yue'wei 反越位
'fan'yue'wei'zhan'shu 反越位战术
'fan'zhi'yi 范志毅
'fan'zu'en'de'er'te 范祖恩德尔特
'fang'fu'rong 方福荣
'fang'gen'xie 方根燮
'fang'jin'cheng 方锦程
'fang'qi'zhong'chang 放弃中场
'fang'shou'da'fa 防守打法
'fang'shou'qian'wei 防守前卫
'fang'shou'xing'qian'wei 防守型前卫
'fang'shou'zu'qiu 防守足球
'fang'wei'jing'ji'zhe 防卫竞技者
'fei'ao'li'luo 费奥里洛
'fei'ao'li'ta 费奥利塔
'fei'bi'jia'si 费比加斯
'fei'bo'ruo'zu'xie 飞波若足协
'fei'chan 飞铲
'fei'ci'pa'te'li'ke 费茨帕特里克
'fei'dai'li'ke 费代里科
'fei'de'li'ke 费德里科
'fei'de'li'ke'a'ge'li'ya'er'di 费德里科阿格利亚尔迪
'fei'de'li'xi 费德里希
'fei'di'nan 费迪南
'fei'di'nan'de 费迪南德
'fei'di'nan'de'ke'li 费迪南德科利
'fei'di'nan'duo 费迪南多
'fei'di'nan'duo'ke'bo'la 费迪南多科波拉
'fei'duo'nuo'fu 费多诺夫
'fei'er 菲尔
'fei'er'bo'te 费尔伯特
'fei'er'di'e'er'ma'si 菲尔迪厄尔马斯
'fei'er'gan'na'nai'fu'te'qi 费尔干纳奈福特奇
'fei'er'ge'li 菲尔格里
'fei'er'ha'bo 费尔哈伯
'fei'er'ha'te 费尔哈特
'fei'er'ha'te'ao'zi'tuo'lun 费尔哈特奥兹托伦
'fei'er'ha'te'ba'si'tuo'si 费尔哈特巴斯托斯
'fei'er'ha'te'ji'la'zi 费尔哈特基拉兹
'fei'er'ma'ni 菲尔马尼
'fei'er'man 费尔曼
'fei'er'nan'de'si 费尔南德斯
'fei'er'nan'de'si'wei'ya'er 费尔南德斯维亚尔
'fei'er'nan'di'ni'ao 费尔南迪尼奥
'fei'er'nan'duo 费尔南多
'fei'er'nan'duo'ba'lei'la 费尔南多巴雷拉
'fei'er'nan'duo'ba'ya'nuo 费尔南多巴亚诺
'fei'er'nan'duo'jia'ge 费尔南多加戈
'fei'er'nan'duo'ka'duo'zuo 费尔南多卡多佐
'fei'er'nan'duo'ka'wei'na'ji 费尔南多卡维纳吉
'fei'er'nan'duo'li'ke'sen 费尔南多里克森
'fei'er'nan'duo'mei'la 费尔南多梅拉
'fei'er'nan'duo'mei'nei'jia'zuo 费尔南多梅内加佐
'fei'er'nan'duo'na'wa'luo 费尔南多纳瓦罗
'fei'er'nan'duo'pi'la'er 费尔南多皮拉尔
'fei'er'nan'duo'sang'tuo'si 费尔南多桑托斯
'fei'er'nan'duo'suo'li'ya'nuo 费尔南多索里亚诺
'fei'er'nan'duo'tuo'lei'si 费尔南多托雷斯
'fei'er'nan'duo'wei'jia 费尔南多维加
'fei'er'nei'wei'er 菲尔内维尔
'fei'er'si'te'na 菲尔斯特纳
'fei'er'xi'ke 费尔西克
'fei'ge 菲戈
'fei'ge'la'si 菲格拉斯
'fei'ge'lai'en 菲戈莱恩
'fei'ge'luo'ya 菲格罗亚
'fei'ge'xun 费格逊
'fei'gu'ai'lun'si 费古埃伦斯
'fei'gu'shou'shang 腓骨受伤
'fei'ha'he'er 费哈赫尔
'fei'he'er 费赫尔
'fei'ka'deng'di 菲卡登蒂
'fei'ka'ni'ya 费卡尼亚
'fei'la'jing'ji 费拉竞技
'fei'la'lei'si 费拉雷斯
'fei'la'li 费拉里
'fei'la'li 费拉利
'fei'lan'de 费兰德
'fei'lan'te 费兰特
'fei'lei'la 费雷拉
'fei'lei'la'ping'tuo 费雷拉平托
'fei'li 费里
'fei'li'bo'wei'qi 菲利波维奇
'fei'li'ke'si'ke'lu'si 菲利克斯克卢斯
'fei'li'pei 费利佩
'fei'li'pei'a'nan'xi'ya'sang 费利佩阿南西亚桑
'fei'li'pei'ba'si'tuo'si 菲利佩巴斯托斯
'fei'li'pei'da'xi'er'wa 费利佩达席尔瓦
'fei'li'pei'fu'luo'lei'si 费利佩弗洛雷斯
'fei'li'pei'ge'mai'si 费利佩戈麦斯
'fei'li'pei'jia'bu'li'ai'er 费利佩加布里埃尔
'fei'li'pei'la'mo'si 菲利佩拉莫斯
'fei'li'pei'luo'pei'si 菲利佩洛佩斯
'fei'li'pei'mei'luo 费利佩梅罗
'fei'li'pei'men'de'si 费利佩门德斯
'fei'li'pei'mo'lai'si 费利佩莫莱斯
'fei'li'pei'si'ku 菲利佩斯库
'fei'li'pei'suo'ya'lei'si 费利佩索亚雷斯
'fei'li'pei'ti'ge'lao 费利佩提格劳
'fei'li'pi'ni 菲利皮尼
'fei'li'pu'ba'de'si'li 菲利普巴德斯利
'fei'li'pu'ka'luo'bi'ao 菲利普卡罗比奥
'fei'li'pu'ke'li'si'tan'te 菲利普克里斯坦特
'fei'li'pu'nei'wei'er 菲利普内维尔
'fei'li'pu'sa'wei 菲利普萨维
'fei'li'pu'yin'zha'ji 菲利普因扎吉
'fei'li'xi'ao 费利西奥
'fei'lin'ge 菲林格
'fei'luo 费罗
'fei'luo'er 费罗尔
'fei'luo'er'jing'ji 费罗尔竞技
'fei'luo'nei'di 费罗内蒂
'fei'luo'ya'na 费罗亚纳
'fei'lv'bin'lu'jun 菲律宾陆军
'fei'nan'di'si 费南迪斯
'fei'nei'ba'qie 费内巴切
'fei'ni 菲尼
'fei'ni'ke'si 菲尼科斯
'fei'ning 费宁
'fei'qi'yi'jiao 飞起一脚
'fei'ren'ti'nuo 菲仁提诺
'fei'she'er 菲舍尔
'fei'she'er'jing'ji 费舍尔竞技
'fei'shen'chan'she 飞身铲射
'fei'si'ke'er 费斯科尔
'fei'si'teng'fei'er'de'bu'lu'ke 菲斯滕费尔德布鲁克
'fei'wen'ni 费文尼
'fei'ye'de'le 费耶德勒
'fei'ye'nuo'de 菲耶诺德
'fei'ye'nuo'de 费耶诺德
'fei'ye'sai'pa'si 菲耶赛帕斯
'fei'yin'duo'nuo 费因多诺
'fei'zhou'jing'ji 非洲竞技
'fen'ai'li'ke'la'si'mu'sen 芬埃里克拉斯姆森
'fen'ke 芬克
'fen'lai'mu'bo'ke 芬莱姆博克
'fen'lan'lian'sai 芬兰联赛
'fen'luo'sen'bai'ke 芬罗森拜克
'fen'nan 芬南
'fen'ning'si 芬宁斯
'fen'zu 分组
'fen'zu'xun'huan'sai 分组循环赛
'feng'bei'er'gen 冯贝尔根
'feng'ji'zhi 冯继志
'feng'ke 冯克
'feng'lan'teng 冯兰滕
'feng'ta'na 丰塔纳
'feng'tian'bei 丰田杯
'feng'xiao'ting 冯潇霆
'fo'er'lan 佛尔兰
'fo'er'xi'te 佛尔西特
'fo'ke'te 佛科特
'fo'lei'ka'si'te 佛雷卡斯特
'fo'luo'lun'sa 佛罗伦萨
'fo'meng'te'fu'te 佛蒙特伏特
'fo'si'te 佛斯特
'fo'te 佛特
'fo'wei'er'ge 佛维尔格
'fu'bing 符兵
'fu'di'ma'li'ya 福地玛利亚
'fu'en'la'bu'la'de 弗恩拉布拉德
'fu'en'te'si 富恩特斯
'fu'er'di'si'qing'nian 福尔蒂斯青年
'fu'er'ding 弗尔丁
'fu'er'ke'ke 福尔柯克
'fu'er'ke'li 弗尔科利
'fu'er'man 富尔曼
'fu'er'si'te'nei'er 富尔斯特内尔
'fu'er'ta'duo 富尔塔多
'fu'er'zuo'ji'qi 弗尔佐吉奇
'fu'fu'er'jing'ji 福弗尔竞技
'fu'ge'sen 弗格森
'fu'gu'gou'wen'ti 腹股沟问题
'fu'ji'ya 弗吉亚
'fu'jia 福贾
'fu'ke'si 富克斯
'fu'ke'si'tong 福克斯通
'fu'la'de'meng'tai'ya'nu 弗拉德蒙泰亚努
'fu'la'duo'si'mi'te 弗拉多斯米特
'fu'la'ji 弗拉基
'fu'la'men'ge 弗拉门戈
'fu'la'mi'ni 弗拉米尼
'fu'la'mu'er'ta'li 弗拉穆尔塔里
'fu'la'ni'ao 弗拉尼奥
'fu'la'ni'gan 弗拉尼甘
'fu'la'ni'xi'qi 弗拉尼西奇
'fu'la'nie'shen 弗拉涅什
'fu'la'nie'si 弗拉涅斯
'fu'la'wei'ao'mei'lei'le'si 弗拉维奥梅雷勒斯
'fu'la'ze'ni'ya 弗拉泽尼亚
'fu'lai'bao 弗赖堡
'fu'lai'che 弗莱彻
'fu'lai'er 弗莱尔
'fu'lai'er 弗赖尔
'fu'lai'ke 弗莱克
'fu'lai'ming'huo'er'mu 弗莱铭霍尔姆
'fu'lai'ming'mo'de'lu'pu 弗莱铭莫德鲁普
'fu'lai'sai'si 弗莱塞斯
'fu'lai'se'si 弗莱瑟斯
'fu'lai'si 弗赖斯
'fu'lai'yin 弗莱因
'fu'lan 弗兰
'fu'lan'de 弗兰德
'fu'lan'de'sen 弗兰德森
'fu'lan'ka'wei'la 弗兰卡维拉
'fu'lan'ke'bao'man 弗兰克鲍曼
'fu'lan'ke'bu'luo'de 弗兰克布洛德
'fu'lan'ke'de'bo'er 弗兰克德波尔
'fu'lan'ke'er 弗兰克尔
'fu'lan'ke'li'bei'li 弗兰克里贝利
'fu'lan'ke'li'jie'ka'er'de 弗兰克里杰卡尔德
'fu'lan'ke'ni'er'sen 弗兰克尼尔森
'fu'lan'kua'te 弗兰夸特
'fu'lan'qi'qi 弗兰齐奇
'fu'lan'qie'si'ji'ni 弗兰切斯基尼
'fu'lan'qie'si'qi'ni 弗兰切斯奇尼
'fu'lan'xi'ya 弗兰西亚
'fu'lang'ci 弗朗茨
'fu'lang'ge'mi'lan'da 弗朗哥米兰达
'fu'lang'ke'yi'si 弗朗科伊斯
'fu'lang'ke'yi'si'mo'de'si'tuo 弗朗科伊斯莫德斯托
'fu'lang'qie'si'qi'ni 弗朗切斯奇尼
'fu'lang'sai'si'ke'mo'de'si'tuo 弗朗塞斯科莫德斯托
'fu'lang'sai'si'qi'ni 弗朗塞斯奇尼
'fu'lang'xi'si'du'lan 弗朗西斯杜兰
'fu'lang'xi'si'ke 弗郎西斯科
'fu'lang'xi'si'ke'bei'jia 弗朗西斯科贝加
'fu'lang'xi'si'ke'bei'nu'xi 弗朗西斯科贝努西
'fu'lang'xi'si'ke'gui'duo'lin 弗郎西斯科圭多林
'fu'lang'xi'si'ke'jia'lai'ao'tuo 弗朗西斯科加莱奥托
'fu'lang'xi'si'ke'ka'bo'ni 弗朗西斯科卡波尼
'fu'lang'xi'si'ke'ke'zha 弗朗西斯科科扎
'fu'lang'xi'si'ke'luo'di 弗朗西斯科罗迪
'fu'lang'xi'si'ke'mei'li'da 弗朗西斯科梅里达
'fu'lang'xi'si'ke'mo'de'si'tuo 弗郎西斯科莫德斯托
'fu'lang'xi'si'ke'pa'la'wei'xi'ni 弗朗西斯科帕拉维西尼
'fu'lang'xi'si'ke'pa'wen 弗朗西斯科帕文
'fu'lang'xi'si'ke'pi'sa'nuo 弗朗西斯科皮萨诺
'fu'lang'xi'si'ke'pu'la'ta'li 弗朗西斯科普拉塔里
'fu'lang'xi'si'ke'ta'wa'nuo 弗朗西斯科塔瓦诺
'fu'lang'zi 弗朗兹
'fu'lao 弗劳
'fu'le 福勒
'fu'le'mu 富勒姆
'fu'lei 弗雷
'fu'lei'de 弗雷德
'fu'lei'de'er 弗雷德尔
'fu'lei'de'li'xi 弗雷德里希
'fu'lei'de'lu'si 弗雷德鲁斯
'fu'lei'de'sen 弗雷德森
'fu'lei'di'a'du 弗雷迪阿杜
'fu'lei'er 弗雷尔
