'ai'ci'qiong'du 哀此茕独
'yan'neng'shi'zi'bu'yu'zai 焉能使子不遇哉
'yan'ren'pan 燕人畔
'yan'ren'zhi'bu'shan 言人之不善
'yan'se'zhi'qi 颜色之戚
'yan'wu'shi'bu'xiang 言无实不祥
'yan'you'jun'zi'er'ke'yi'huo'qu'hu 焉有君子而可以货取乎
'yan'you'ren'ren'zai'wei 焉有仁人在位
'yan'yuan 颜渊
'yan'yuan'shan'yan'de'xing 颜渊善言德行
'yan'yuan'yue 颜渊曰
'yan'ze'bu'ting 言则不听
'yan'ze'fei'xian'wang'zhi'dao'zhe 言则非先王之道者
'yan'zhi'cheng'shi'ye 掩之诚是也
'yan'zi 颜子
'yan'zi'bu'gai'le 颜子不改乐
'yan'zi'dang'luan'shi 颜子当乱世
'yan'zi'dui'yue 晏子对曰
'yan'zi'er'yi'yi 晏子而已矣
'yan'zi'yi'qi'jun'xian 晏子以其君显
'yan'zi'you'bu'zu'wei'yu 晏子犹不足为与
'yan'zi'zhi'gong 晏子之功
'yang 杨
'yang'bu'zu'yi'shi'fu'mu 仰不足以事父母
'yang'di'zi'yi'wan'zhong 养弟子以万钟
'yang'er'si'zhi 仰而思之
'yang'hu'yue 阳虎曰
'yang'huo'kong'zi'zhi'wang'ye 阳货孔子之亡也
'yang'huo'xian 阳货先
'yang'huo'yu'jian'kong'zi'er'e'wu'li 阳货欲见孔子而恶无礼
'yang'sheng'sang'si'wu'han 养生丧死无憾
'yang'sheng'zhe'bu'zu'yi'dang'da'shi 养生者不足以当大事
'yang'shi'wei'wo 杨氏为我
'yang'zhi'ruo'fu'mu'yi 仰之若父母矣
'yang'zhu 杨朱
'yao 尧
'yao'du'you'zhi 尧独忧之
'yao'shun'yu'ren'tong'er 尧舜与人同耳
'yao'yi'bu'de'shun'wei'ji'you 尧以不得舜为己忧
'ye 也
'ye'yi'ji'ri 夜以继日
'ye'you'e'piao 野有饿莩
'yi 义
'yi'bao'wei'qi'dao'ye 以薄为其道也
'yi'bi'you'dao'yi 亦必有道矣
'yi'bu'bu'zu 以补不足
'yi'bu'ke'de'yi 亦不可得矣
'yi'bu'ren'ren'zhi'xin 以不忍人之心
'yi'bu'shou'yu'wan'sheng'zhi'jun 亦不受於万乘之君
'yi'bu'xiao'ye 一不孝也
'yi'bu'yong'yu'geng'er 亦不用於耕耳
'yi'bu'zu'diao'hu 亦不足吊乎
'yi'cheng'san'sheng'zhe 以承三圣者
'yi'chuan'shi'yu'zhu'hou 以传食於诸侯
'yi'da'shi'xiao'zhe 以大事小者
'yi'dai'hou'zhi'xue'zhe 以待後之学者
'yi'dai'lai'nian'ran'hou'yi 以待来年然後已
'yi'dan'shi 一箪食
'yi'de'fu'ren'zhe 以德服人者
'yi'de'xing'ren'zhe'wang 以德行仁者王
'yi'di'ze'jie'ran 易地则皆然
'yi'du'zhou'hu 以笃周祜
'yi'dui'fu'mu 以怼父母
'yi'dui'yu'tian'xia 以对於天下
'yi'e'cu'ju 以遏徂莒
'yi'fei'ye 亦非也
'yi'fu'bu'bei 衣服不备
'yi'guo'mu'zhi 一国慕之
'yi'guo'zhi'suo'mu 一国之所慕
'yi'hu 已乎
'yi'hu'bai'xing'zhi'wei'wo'ai'ye 宜乎百姓之谓我爱也
'yi'ji'ren'zhi'lao 以及人之老
'yi'ji'ren'zhi'you 以及人之幼
'yi'jiang'you'yi'li'wu'guo'hu 亦将有以利吾国乎
'yi'ju'er'wu'jiao 逸居而无教
'yi'ke'wei'yu 亦可为与
'yi'lai 医来
'yi'lei'ye 亦类也
'yi'li'cun'xin 以礼存心
'yi'li'fu'ren'zhe 以力服人者
'yi'li'jia'ren'zhe'ba 以力假仁者霸
'yi'li'wei'ben 以利为本
'yi'li'yan'ye 以利言也
'yi'lie'shan'ze'er'fen'zhi 益烈山泽而焚之
'yi'man'qi'er'zai 以慢其二哉
'yi'min'mo'fei'qi'chen'ye 一民莫非其臣也
'yi'mo'ru'shun 宜莫如舜
'yi'mu'ze'bu'shi 以母则不食
'yi'nu'er'zhu'hou'ju 一怒而诸侯惧
'yi'piao'yin 一瓢饮
'yi'qi'cun'xin'ye 以其存心也
'yi'qi'ren'chuan'zhi 一齐人传之
'yi'qi'sheng'yu'ji'ren'yu'qin 以其乘舆济人於溱
'yi'qi'shi'kao'zhi 以其时考之
'yi'qi'shu'ze'guo'yi 以其数则过矣
'yi'qi'su'yu'he'nei 移其粟於河内
'yi'qi'suo'you'yi'qi'suo'wu'zhe 以其所有易其所无者
'yi'qi'wai'zhi'ye 以其外之也
'yi'qi'wang'you'fan'shou'ye 以齐王由反手也
'yi'qi'ze'shi'zhi 以妻则食之
'yi'ren'heng'xing'yu'tian'xia 一人横行於天下
'yi'ren'yu'zheng'you'yi'yi'hu 以刃与政有以异乎
'yi'ri'er'san'shi'wu 一日而三失伍
'yi'ruo'ke'wei'ye 宜若可为也
'yi'ruo'suo'wei 以若所为
'yi'ruo'wu'zui'yan 宜若无罪焉
'yi'ruo'xiao'ran 宜若小然
'yi'shan'fu'ren'zhe 以善服人者
'yi'shan'yang'ren 以善养人
'yi'shi'shun'yu'quan'mu'zhi'zhong 以事舜於畎亩之中
'yi'shun'wei'zheng'zhe 以顺为正者
'yi'su'yi'xie'qi'zhe 以粟易械器者
'yi'su'yi'zhi 以粟易之
'yi'tian'xia'yu'ren'yi 以天下与人易
'yi'tian'xia'zhi'suo'shun 以天下之所顺
'yi'tie'geng'hu 以铁耕乎
'yi'wan'sheng'zhi'guo 以万乘之国
'yi'wang'xing'jia'bing 抑王兴甲兵
'yi'wei'bu'ruo'shi 以为不若是
'yi'wei'bu'shan'bian'yi 亦为不善变矣
'yi'wei'bu'sheng'qi'ren'yi 以为不胜其任矣
'yi'wei'cai'se'bu'zu'shi'yu'mu'yu 抑为采色不足视於目与
'yi'wei'fang'yuan'ping'zhi 以为方员平直
'yi'wei'fu'mu 以危父母
'yi'wei'fu'mu'lu 以为父母戮
'yi'wei'neng'sheng'qi'ren'ye 以为能胜其任也
'yi'wei'wu'yi'er'she'zhi'zhe 以为无益而舍之者
'yi'wei'xian'hu 以为贤乎
'yi'wu'shi'bu'xiao'bai'bu 以五十步笑百步
'yi'wu'wang'ming'er'si'shou'zhi'yu'zi 亦无王命而私受之於子
'yi'xian'yu'si'wang 以陷於死亡
'yi'xiao'shi'da'zhe 以小事大者
'yi'xiao'yi'da 以小易大
'yi'xiong'zhi'lu'wei'bu'yi'zhi'lu'er'bu'shi'ye 以兄之禄为不义之禄而不食也
'yi'xiong'zhi'shi'wei'bu'yi'zhi'shi'er'bu'ju'ye 以兄之室为不义之室而不居也
'yi'xiong'zhi'shi'ze'fu'ju 以兄之室则弗居
'yi'xue'ju'zhou 一薛居州
'yi'yang'yi'zhi 以羊易之
'yi'ye 一也
'yi'yi'dao'zhi'zhi'suo'shu'yu 抑亦盗跖之所树与
'yi'yi'dao'zhi'zhi'suo'yu 抑亦盗跖之所与
'yi'yi'er'bu'yuan 遗佚而不怨
'yi'yi'fu'ba 以一服八
'yi'yi'li'er'shi'qi'si'yu 抑亦立而视其死与
'yi'yi'xin'zi'zhi'guo 亦以新子之国
'yi'yi'yu'zeng'zi'yi 亦异於曾子矣
'yi'yi'zhi'ye 以易之也
'yi'yin'ye 伊尹也
'yi'yin'yu'kong'zi 伊尹於孔子
'yi'you'ren'yi'er'yi'yi 亦有仁义而已矣
'yi'you'ruo'si'sheng'ren 以有若似圣人
'yi'you'yi'yu 一游一豫
'yi'yu'fu'li'ruo'bu'xiang'si'ran 宜与夫礼若不相似然
'yi'yu'guan'yu'fu'zi 以予观於夫子
'yi'yu'ling'ze'ju'zhi 以於陵则居之
'yi'yu'qi'shan'zhi'xia'ju'yan 邑于岐山之下居焉
'yi'yu'yu'jia'bang 以御於家邦
'yi'yun'er'yi'yi 亦运而已矣
'yi'zai'gao'wei 宜在高位
'yi'zai'zi'shu'yi 异哉子叔疑
'yi'zhao'er'huo'shi 一朝而获十
'yi'zhao'er'huo'shi'qin 一朝而获十禽
'yi'zheng'bu'xing 以正不行
'yi'zheng'jun'er'guo'ding'yi 一正君而国定矣
'yi'zhi 已之
'yi'zhi'duan'ye 义之端也
'yi'zhi'shi 义之实
'yi'zhi'yang'er'wu'hai 以直养而无害
'yi'zhi'yi'luan 一治一乱
'yi'zi'bu'lai 夷子不来
'yi'zi'si'yi'yi'tian'xia 夷子思以易天下
'yi'zi'wu'ran'wei'jian 夷子怃然为间
'yi'zi'yue 夷子曰
'yi'zuo'you'wang'er'wang'shi'li 以左右望而罔市利
'yin 殷
'yin'ci'zhi'qi'suo'xian 淫辞知其所陷
'yin'er'hou'chong'qi'cao'zhe'ye 蚓而後充其操者也
'yin'er'zhi'zhi'zhuang'yue'zhi'jian 引而置之庄岳之间
'yin'gong'zhi'ta'xue'she'yu'fu'zi 尹公之他学射於夫子
'yin'gong'zhi'ta'xue'she'yu'wo 尹公之他学射於我
'yin'ji'er'wo 隐几而卧
'yin'jian'bu'yuan 殷鉴不远
'yin'ren'qi'shi'er'zhu 殷人七十而助
'yin'shi'fu'min 殷士肤敏
'yin'shi'ruo'liu 饮食若流
'yin'shi'wen'zhi'yue 尹士闻之曰
'yin'shi'yu'ren'yue 尹士语人曰
'yin'wu'heng'xin 因无恒心
'yin'xu'pi'er'qiu'jian'meng'zi 因徐辟而求见孟子
'yin'yue'xu 殷曰序
'ying'ke'er'hou'jin 盈科而後进
'ying'rui'gu'zuo'zhi 蝇蚋姑嘬之
'yong'shi'bu'wang'sang'qi'yuan 勇士不忘丧其元
'yong'sun'er'zhi 饔飧而治
'yong'yan'pei'ming 永言配命
'you 有
'you'bai'shi'zhi'hou 由百世之後
'you'ben'zhe'ru'shi 有本者如是
'you'bu'ru'ceng'zi'zhi'shou'yue'ye 又不如曾子之守约也
'you'bu'shou'ming 又不受命
'you'bu'yi'si 又不以祀
'you'bu'yu'zhi'yu 有不虞之誉
'you'cai'xin'zhi'you 有采薪之忧
'you'cao'jie'ye 犹草芥也
'you'cheng'dai'er'yi'zhi 又称贷而益之
'you'chu'dai'fu'yu'ci 有楚大夫於此
'you'ci'guan'zhi 由此观之
'you'cong'er'li'mao'zhi 又从而礼貌之
'you'cong'er'zhen'de'zhi 又从而振德之
'you'cong'wei'zhi'ci 又从为之辞
'you'da'ren'zhi'shi 有大人之事
'you'dao'hu 有道乎
'you'e'bu'you'qi'dao 又恶不由其道
'you'er'wu'fu'yue'gu 幼而无父曰孤
'you'fu'yu'wang'zhe'yue 有复於王者曰
'you'gong'ren'er'chi'wei'gong 由弓人而耻为弓
'you'gu'er'qu 有故而去
'you'gu'er'zhi'ta 又顾而之他
'you'gu'zhi'le'ye 由古之乐也
'you'guan'shou'zhe 有官守者
'you'heng'chan'zhe'you'heng'xin 有恒产者有恒心
'you'ji'ji'zhi'ye 由己饥之也
'you'ji'ni'zhi'ye 由己溺之也
'you'ji'zhi'yu'qi'suo'wang 又极之於其所往
'you'jian'zhang'fu'yan 有贱丈夫焉
'you'jie'dao'xuan'ye 犹解倒悬也
'you'jin'er'yu'you'shi'yan'zhe 有进而与右师言者
'you'jiu'you'shi'zhi'wei'er'yu'you'shi'yan'zhe 有就右师之位而与右师言者
'you'jun'zi'guan'zhi 由君子观之
'you'ke'wei 犹可违
'you'ke'yi'wei'shan'guo 犹可以为善国
'you'li 幽厉
'you'li'zhe'jing'ren 有礼者敬人
'you'min'zhi'you'zhe 忧民之忧者
'you'nong'fu'zhi'geng'ye 犹农夫之耕也
'you'qi'kou 有齐寇
'you'qi'nian'zhi'bing'qiu'san'nian'zhi'ai'ye 犹七年之病求三年之艾也
'you'qi'wo'hou'ren 佑启我後人
'you'qi'you'si'ti'ye 犹其有四体也
'you'qi'zi'ze'mu'qi'zi 有妻子则慕妻子
'you'qian'niu'er'guo'tang'xia'zhe 有牵牛而过堂下者
'you'qiu'jian'meng'zi 又求见孟子
'you'qiu'quan'zhi'hui 有求全之毁
'you'ran'er'shi 攸然而逝
'you'ren'bu'de 有人不得
'you'ren'yi'xing 由仁义行
'you'ren'yu'ci 有人於此
'you'ru'zi'ge'yue 有孺子歌曰
'you'ruo 有若
'you'ruo'yue 有若曰
'you'shi'bu'yue 右师不悦
'you'shi'chen'zhi'wei'ye 有世臣之谓也
'you'shi'guan'zhi 由是观之
'you'shi'qi'zi'di'wei'qing 又使其子弟为卿
'you'shi'si'duan'er'zi'wei'bu'neng'zhe 有是四端而自谓不能者
'you'shi'wang'diao 右师往吊
'you'shi'yu'ci 有仕於此
'you'shui'zhi'jiu'xia 犹水之就下
'you'shui'zhi'jiu'xia 由水之就下
'you'si'long'duan'yan 有私龙断焉
'you'si'mo'yi'gao 有司莫以告
'you'si'wei'zhi'suo'zhi 有司未知所之
'you'si'zhe'zhi'zhi'er 有司者治之耳
'you'ta'ta'ye 犹沓沓也
'you'tang'zhi'yu'wu'ding 由汤至於武丁
'you'tian'xia 有天下
'you'tong'zi'yi'shu'rou'xiang 有童子以黍肉饷
'you'tuo'qi'qi'zi'yu'qi'you 有托其妻子於其友
'you'wang'zhe'qi 有王者起
'you'wei'qia'yu'tian'xia 犹未洽於天下
'you'wei'ren'zhe'neng'yi'da'shi'xiao 有惟仁者能以大事小
'you'wei'shen'nong'zhi'yan'zhe'xu'xing 有为神农之言者许行
'you'wei'zhe'yi'ruo'shi 有为者亦若是
'you'wu'you 幼吾幼
'you'xian'yu'qi'suo'wang 又先於其所往
'you'xiao'ren'zhi'shi 有小人之事
'you'yan'ze'zhe 有言责者
'you'yi'tian'xia 忧以天下
'you'yi'yi'hu 有以异乎
'you'you'bu'wei'chen 有攸不为臣
'you'you'cun'zhe 犹有存者
'you'you'fang'si'shi'li 有囿方四十里
'you'you'wei'zi 又有微子
'you'yu 有馀
'you'yu'wei'wang'liu'xing'zhe 有欲为王留行者
'you'yuan'mu'er'qiu'yu'ye 犹缘木而求鱼也
'you'yue 又曰
'you'yue'kou 有越寇
'you'yun'zhi'zhang'ye 犹运之掌也
'you'zhi 有之
'you'zhi'ru'he 忧之如何
'you'zhou'er'lai 由周而来
'you'zhu 有诸
'you'zhu'hou'zhi'shi'guo'jia'ye 犹诸侯之失国家也
'you'zui'wu'zui 有罪无罪
'yu 禹
'yu'ba'nian'yu'wai 禹八年於外
'yu'bai'xing'tong'zhi 与百姓同之
'yu'bi 於薜
'yu'bu'de'yi'ye 予不得已也
'yu'bu'gan'qing 虞不敢请
'yu'bu'ke'sheng'shi'ye 鱼不可胜食也
'yu'chong'wu'de'jian'wang 於崇吾得见王
'yu'chuan'you'zhi 於传有之
'yu'ci'you'ren'yan 於此有人焉
'yu'e'ren'yan 与恶人言
'yu'e'zhi'jiu 禹恶旨酒
'yu'fu'er'shi'wu'mu 馀夫二十五亩
'yu'gao'zi'zhi'bu'dong'xin 与告子之不动心
'yu'ge'wei'lin 与葛为邻
'yu'gong'zhi'si 庾公之斯
'yu'gong'zhi'si'xue'she'yu'yin'gong'zhi'ta 庾公之斯学射於尹公之他
'yu'gong'zhi'si'ye 庾公之斯也
'yu'gong'zhi'si'zhi 庾公之斯至
'yu'he'ren'ye 予何人也
'yu'he'wei'bu'shou 予何为不受
'yu'he'yan'zai 予何言哉
'yu'jiang'you'yuan'xing 予将有远行
'yu'jue'di'er'zhu'zhi'hai 禹掘地而注之海
'yu'lai'xu'yu 聿来胥宇
'yu'liang'shan 逾梁山
'yu'min'bu'yi'feng'jiang'zhi'jie 域民不以封疆之界
'yu'min'shou'zhi 与民守之
'yu'min'tong'le'ye 与民同乐也
'yu'min'tong'zhi 与民同之
'yu'pi'tu'di 欲辟土地
'yu'qi'di'xin 与其弟辛
'yu'qi'guo'zhi'shi 於齐国之士
'yu'qi'hao'bian'zai 予岂好辩哉
'yu'qi'qie'shan'qi'liang'ren 与其妾讪其良人
'yu'qi'ruo'shi'xiao'zhang'fu'ran'zai 予岂若是小丈夫然哉
'yu'qi'zi'de'zhi'ye 欲其自得之也
'yu'qi'zi'zhi'qi'yu'ye 欲其子之齐语也
'yu'qiang'xiang'cong 逾墙相从
'yu'qin'shou'you'he'nan'yan 於禽兽又何难焉
'yu'ran'hou'hao'ran'you'gui'zhi 予然後浩然有归志
'yu'ren'le'le 与人乐乐
'yu'ren'xin'du'wu'hu 於人心独无乎
'yu'ren'yue 语人曰
'yu'ri'wang'zhi 予日望之
'yu'san'su'er'chu'zhou 予三宿而出昼
'yu'shang'hui 与伤惠
'yu'shao'le'le 与少乐乐
'yu'shi'bao'zhi 於时保之
'yu'shi'sha'yi 於是杀羿
'yu'shi'shi'xing'fa'bu'bu'zu 於是始兴发补不足
'yu'shu'jiu'he 禹疏九河
'yu'si'shu'zhu'ren'ye 予私淑诸人也
'yu'si'tian'xia'you'ni'zhe 禹思天下有溺者
'yu'song 於宋
'yu'sui'ran 予虽然
'yu'tang'you'guang 于汤有光
'yu'tao 郁陶
'yu'tuo'yu'nang 於橐於囊
'yu'wang'he'you 於王何有
'yu'wei'chen'jin'chen'dao 欲为臣尽臣道
'yu'wei'de'wei'kong'zi'tu'ye 予未得为孔子徒也
'yu'wei'jun'jin'jun'dao 欲为君尽君道
'yu'wen'shan'yan 禹闻善言
'yu'wo'gong'tian 雨我公田
'yu'wo'he'zai 於我何哉
'yu'wo'xin'you'qi'qi'yan 於我心有戚戚焉
'yu'xin'zhi'bu'jian 舆薪之不见
'yu'xin'zhong'bu'wang 於心终不忘
'yu'yi'suo'shi'kong'zi'shi'zhi 欲以所事孔子事之
'yu'yi'wei'jun 欲以为君
'yu'you'jie'xin 予有戒心
'yu'you'mou'yan 欲有谋焉
'yu'yu'da'shun'jian'zhi'yi 予於大舜见之矣
'yu'yu'xin'you'yi'wei'su 於予心犹以为速
'yu'yu'yan 圉圉焉
'yu'yu'yue 於鱼跃
'yu'zhe'qie'xiu'yu'she'zhe'bi 御者且羞与射者比
'yu'zhi'hang'shui'ye 禹之行水也
'yu'zhi'shi'zhi 与之食之
'yu'zhong'le'le 与众乐乐
'yu'zhu'miao'chang'yi 予助苗长矣
'yu'zuan'xue'xi'zhi'lei'ye 与钻穴隙之类也
'yuan'bi'si'zhe'yi'sa'zhi 愿比死者一洒之
'yuan'er'zhi'zhi'er'zhi 援而止之而止
'yuan'er'zhi'zhi'er'zhi'zhe 援而止之而止者
'yuan'fang'qi'xing 爰方启行
'yuan'fang'zhi'ren 远方之人
'yuan'fu'zi'fu'wu'zhi 愿夫子辅吾志
'yuan'ji'jiang'nv 爰及姜女
'yuan'mu'qiu'yu 缘木求鱼
'yuan'mu'ye 怨慕也
'yuan'quan'hun'hun 原泉混混
'yuan'shou'yi'chan'er'wei'mang 愿受一廛而为氓
'yuan'wei'sheng'ren'mang 愿为圣人氓
'yuan'you'wu'chi 园囿污池
'yuan'zheng'qi'lv 爰整其旅
'yuan'zhi'yi'dao 援之以道
'yuan'zhi'yi'shou'zi'yu'shou'yuan'tian'xia'hu 援之以手子欲手援天下乎
'yue'ji 瀹济
'yue'qin'you'dao 悦亲有道
'yue'rang'yi'ji 月攘一鸡
'yue'zheng'zi'cong'yu'zi'ao'zhi'qi 乐正子从於子敖之齐
'yue'zheng'zi'jian'meng'zi 乐正子见孟子
'yue'zheng'zi'jian'meng'zi'yue 乐正子见孟子曰
'yue'zheng'zi'ru'jian 乐正子入见
'yue'zhou'gong 悦周公
'yun'er 云尔
'yun'zhe'bu'bian 芸者不变
'zai'hao'wei'ren'shi 在好为人师
'zai'wang'suo'zhe 在王所者
'zai'wo 宰我
'zai'wo'yue 宰我曰
'zai'xia'hou'zhi'shi 在夏后之世
'zai'xu'ji'ni 载胥及溺
'zai'yu'wang'suo'zhe 在於王所者
'zang'shi'zhi'zi 臧氏之子
'zang'zhi'yi'li 葬之以礼
'zao'qi 蚤起
'zao'si'chi'ye 凿斯池也
'ze'bai 则拜
'ze'bai'xing'qin'mu 则百姓亲睦
'ze'bi'ming'you'si'suo'zhi 则必命有司所之
'ze'bi'qu'ying'yan 则必取盈焉
'ze'bi'shi'gong'shi'qiu'da'mu 则必使工师求大木
'ze'bi'wei'zhi'qiu'mu'yu'chu'yi 则必为之求牧与刍矣
'ze'bi'yan'jiu'rou'er'hou'fan 则必餍酒肉而後反
'ze'bu'chu'ren 择不处仁
'ze'bu'de'mian'yan 则不得免焉
'ze'bu'gan'yi'yan 则不敢以宴
'ze'bu'gan'zhao 则不敢召
'ze'bu'jing'mo'da'hu'shi 则不敬莫大乎是
'ze'bu'ke'sheng'zhu 则不可胜诛
'ze'bu'neng'an'qi'shen 则不能安其身
'ze'bu'neng'an'zi'si 则不能安子思
'ze'bu'neng'ye 则不能也
'ze'bu'xing 则不行
'ze'bu'zhi'zu'zhi'dao'zhi 则不知足之蹈之
'ze'chen'shi'jun'ru'fu'xin 则臣视君如腹心
'ze'chen'shi'jun'ru'guo'ren 则臣视君如国人
'ze'chen'shi'jun'ru'kou'chou 则臣视君如寇雠
'ze'cheng'xian'jun'ye 则诚贤君也
'ze'dai'fu'ke'yi'qu 则大夫可以去
'ze'dao'bu'jian 则道不见
'ze'di'zi'zhi'gan'zi'shen 则弟子之感滋甚
'ze'dong'nei'qi'qi'zi 则冻馁其妻子
'ze'dong'xin'fou'hu 则动心否乎
'ze'e'yi 则恶矣
'ze'fan'yi'yi 则反夷矣
'ze'fan'zhu'qi'ru'hu 则反诸其入乎
'ze'fei'qi'shang'yi 则非其上矣
'ze'fei'ren'zhi'da'lun 则废人之大伦
'ze'fu'mu'guo'ren'jie'jian'zhi 则父母国人皆贱之
'ze'fu'zi'guo'meng'ben'yuan'yi 则夫子过孟贲远矣
'ze'gu'er'yi'yi 则故而已矣
'ze'gua'qu'zhi 则寡取之
'ze'he'fan'qi'ben'yi 则盍反其本矣
'ze'he'ru 则何如
'ze'he'wang'guo'bai'jia'zhi'you 则何亡国败家之有
'ze'he'wei'bu'xing 则何为不行
'ze'he'yi'yi'yu'jiao'yu'ren'diao'zhuo'zai 则何以异於教玉人雕琢哉
'ze'huo'ye 则惑也
'ze'ji'shi'qi'zhang'shang'zhi'si'er'bu'jiu 则疾视其长上之死而不救
'ze'jia'xiang'ruo 则贾相若
'ze'jiang'ying'zhi'yue 则将应之曰
'ze'jin'fu'gui'ye 则尽富贵也
'ze'jin'ri'zhi'shou'fei'ye 则今日之受非也
'ze'jin'yu'qin'shou 则近於禽兽
'ze'jiu'zhi 则就之
'ze'ju'er'wei'zhi'yu'he 则举而委之於壑
'ze'ju'ti'er'wei 则具体而微
'ze'ju'zhi'an 则居之安
'ze'jun'bo'zhi'zhi 则君搏执之
'ze'jun'shi'ren'dao'zhi'chu'jiang 则君使人导之出疆
'ze'jun'zi'bu'huan'yi 则君子不患矣
'ze'jun'zi'zhi'suo'yang 则君子之所养
'ze'ke'hu 则可乎
'ze'ke'wei'yang'zhi'ye 则可谓养志也
'ze'ke'yi 则可矣
'ze'ke'yi'si'shang'di 则可以祀上帝
'ze'liang'wu'jin 泽梁无禁
'ze'lin'guo'zhi'min 则邻国之民
'ze'miao'gao'yi 则苗槁矣
'ze'miao'ran'xing'zhi'yi 则苗然兴之矣
'ze'mo'wo'gan'cheng 则莫我敢承
'ze'mou'zi'le'yan 则眸子了焉
'ze'mou'zi'yan 则眸子焉
'ze'nei'yi 则馁矣
'ze'niu'yang'he'ze'yan 则牛羊何择焉
'ze'nong'you'yu'su 则农有馀粟
'ze'nu 则怒
'ze'qi'guo'qi'shu'ji'hu 则齐国其庶几乎
'ze'qi'qi'shu'ji'hu 则齐其庶几乎
'ze'qi'tu'qi'min'an 则岂徒齐民安
'ze'qian'ri'zhi'bu'shou'fei'ye 则前日之不受非也
'ze'qu'yu'can 则取于残
'ze'qu'zhi 则取之
'ze'qu'zhi'fou'hu 则去之否乎
'ze'qu'zhi'zuo'you'feng'qi'yuan 则取之左右逢其原
'ze'ren'jie'yan'bi'er'guo'zhi 则人皆掩鼻而过之
'ze'ren'zhi'suo'yi'qiu'fu'gui'li'da'zhe 则人之所以求富贵利达者
'ze'ru'zhi'he 则如之何
'ze'sai'yu'tian'di'zhi'jian 则塞于天地之间
'ze'shen'shi'guo'wang 则身弑国亡
'ze'shen'wei'guo'xue 则身危国削
'ze'shi'bu'ming'ye 则是不明也
'ze'shi'fang'si'shi'li 则是方四十里
'ze'shi'fu'zi'xiang'yi'ye 则是父子相夷也
'ze'shi'gan'ze'ye 则是干泽也
'ze'shi'gu'bu'er 则市贾不贰
'ze'shi'ke'wei'ye 则是可为也
'ze'shi'ke'yi'tu 则士可以徒
'ze'shi'li'min'er'yi'zi'yang'ye 则是厉民而以自养也
'ze'shi'qi'ren'chuan'zhu 则使齐人传诸
'ze'shi'yi'suo'jian'shi'qin'ye 则是以所贱事亲也
'ze'shuai'shou'shi'ren 则率兽食人
'ze'shun'shou'yao'zhi'tian'xia 则舜受尧之天下
'ze'tian'xia'zhi'lv 则天下之旅
'ze'tian'xia'zhi'min 则天下之民
'ze'tian'xia'zhi'min'jie'yin'ling'er'wang'zhi'yi 则天下之民皆引领而望之矣
'ze'tian'xia'zhi'nong 则天下之农
'ze'tian'xia'zhi'shang 则天下之商
'ze'tian'xia'zhi'shi 则天下之士
'ze'tian'ye 则天也
'ze'wang'bai'qi'men 则往拜其门
'ze'wang'hu 则王乎
'ze'wang'nu 则王怒
'ze'wang'xi 则王喜
'ze'wang'xu'zhi'hu 则王许之乎
'ze'wang'xun'zhi'chi'er'li 则枉寻直尺而利
'ze'wang'yi 则亡矣
'ze'wang'yi 则王矣
'ze'wang'yi'wei'shu'sheng 则王以为孰胜
'ze'wei'you'chu'ye 则未有处也
'ze'wen'wang'bu'zu'fa'yu 则文王不足法与
'ze'wu'bu'zhi'ye 则吾不知也
'ze'wu'di'yu'tian'xia 则无敌於天下
'ze'wu'e'yu'zhi'yi 则无恶於智矣
'ze'wu'heng'chan 则无恒产
'ze'wu'hui'zhi'yi 则勿毁之矣
'ze'wu'ji'de'wen'ming'yi 则吾既得闻命矣
'ze'wu'jin'tui 则吾进退
'ze'wu'qu 则勿取
'ze'wu'wang'min'zhi'duo'yu'lin'guo'ye 则无望民之多於邻国也
'ze'xi 则喜
'ze'xian'bu'xiao'zhi'xiang'qu 则贤不肖之相去
'ze'xiao'zi'ren'ren'zhi'yan'qi'qin 则孝子仁人之掩其亲
'ze'xue'kong'zi'ye 则学孔子也
'ze'yi'bu'ji 则亦不祭
'ze'yi'dan'shi'bu'ke'shou'yu'ren 则一箪食不可受於人
'ze'yi'qi'min'yu'he'dong 则移其民於河东
'ze'yin'er'hou'ke'zhe'ye 则蚓而後可者也
'ze'you'ke'ji'zhi'ye 则犹可及止也
'ze'you'kui'qi'xiong'sheng'e'zhe 则有馈其兄生鹅者
'ze'you'yi'yan 则有一焉
'ze'yue 则曰
'ze'zai'jun'yu'zi'yi 则在君与子矣
'ze'zhi'yi'da'yi 则智亦大矣
'ze'zhu'hou'jie'wei'zhi'yi 则诸侯皆为之矣
'ze'zi'jiang'lun'yu 则梓匠轮舆
'ze'zi'shi'zhi'hu 则子食之乎
'ze'zi'zhi'shen 则资之深
'zei'en'zhi'da'zhe 贼恩之大者
'zei'min'xing 贼民兴
'zei'qi'jun'zhe'ye 贼其君者也
'zei'qi'min'zhe'ye 贼其民者也
'zei'ren'zhe'wei'zhi'zei 贼仁者谓之贼
'zei'yi'zhe'wei'zhi'can 贼义者谓之残
'zeng'zi 曾子
'zeng'zi'fan 曾子反
'zeng'zi'ju'wu'cheng 曾子居武城
'zeng'zi'yang'ceng 曾子养曾
'zeng'zi'yue 曾子曰
'zhan'bi'sheng'yi 战必胜矣
'zhang'fu'sheng'er'yuan'wei'zhi'you'shi 丈夫生而愿为之有室
'zhang'fu'zhi'guan'ye 丈夫之冠也
'zhang'yi 张仪
