'a'ben'da'zuo'jiao'nang 阿苯达唑胶囊
'ge'gen'su'pu'tao'tang'zhu'she'ye 葛根素葡萄糖注射液
'ge'gen'su'zhu'she'ye 葛根素注射液
'ge'hua'zhi'yan'suan'er'jia'shuang'gua'pian 格华止盐酸二甲双胍片
'ge'jie 蛤蚧
'ge'jie'ding'chuan'jiao'nang 蛤蚧定喘胶囊
'ge'jie'ding'chuan'wan 蛤蚧定喘丸
'ge'lan'xin'ning'ruan'jiao'nang 葛兰心宁软胶囊
'ge'lie'ben'niao'pian 格列本脲片
'ge'lie'ben'niao'pian 格列苯脲片
'ge'lie'ben'niao'pian'you'jiang'tang'pian 格列本脲片优降糖片
'ge'lie'bi'qin'jiao'nang 格列吡嗪胶囊
'ge'lie'bi'qin'kong'shi'pian 格列吡嗪控释片
'ge'lie'bi'qin'kou'qiang'beng'jie'pian 格列吡嗪口腔崩解片
'ge'lie'bi'qin'pian 格列吡嗪片
'ge'lie'bi'qin'pian'di'sha 格列吡嗪片迪沙
'ge'lie'bi'qin'pian'di'sha'pian 格列吡嗪片迪沙片
'ge'lie'kui'tong'pian 格列喹酮片
'ge'lie'mei'niao'fen'san'pian 格列美脲分散片
'ge'lie'mei'niao'jiao'nang 格列美脲胶囊
'ge'lie'mei'niao'pian 格列美脲片
'ge'lie'mei'niao'pian'jia'he'luo 格列美脲片佳和洛
'ge'lie'mei'niao'pian'li'yi'ping 格列美脲片力贻苹
'ge'lie'qi'te'fen'san'pian 格列齐特分散片
'ge'lie'qi'te'huan'shi'pian 格列齐特缓释片
'ge'lie'qi'te'pian 格列奇特片
'ge'lie'qi'te'pian 格列齐特片
'ge'lin'ben'niao'pian 格林本脲片
'ge'xi'an'quan'tao 哥喜安全套
'gen'tong'ping'jiao'nang 根痛平胶囊
'gen'tong'ping'ke'li 根痛平颗粒
'gen'tong'ping'pian 根痛平片
'geng'nian'an'jiao'nang 更年安胶囊
'geng'nian'an'pian 更年安片
'geng'nian'kang'pian 更年康片
'geng'nian'ling'jiao'nang 更年灵胶囊
'geng'nian'ning 更年宁
'geng'xi'luo'wei'jiao'nang 更昔洛韦胶囊
'geng'xi'luo'wei'pu'tao'tang'zhu'she'ye 更昔洛韦葡萄糖注射液
'geng'xi'luo'wei'yan'yong'ning'jiao 更昔洛韦眼用凝胶
'geng'xi'luo'wei'zhu'she'ye'fu'er'ling 更昔洛韦注射液孚尔灵
'geng'yi'jiao'nang 更衣胶囊
'gong'ding'xiang 公丁香
'gong'fu'wang'huan'bi'tong'an'ru'gao 功夫王环吡酮胺乳膏
'gong'huan'yang'xue'ke'li 宫环养血颗粒
'gong'lao'qu'huo'jiao'nang 功劳去火胶囊
'gong'lao'qu'huo'pian 功劳去火片
'gong'lao'ye 功劳叶
'gong'liu'ning'jiao'nang 宫瘤宁胶囊
'gong'liu'ning'ke'li 宫瘤宁颗粒
'gong'liu'qing'jiao'nang 宫瘤清胶囊
'gong'liu'qing'pian 宫瘤清片
'gong'xue'ning'jiao'nang 宫血宁胶囊
'gong'yan'kang'fu'ke'xi'ji 宫炎康妇科洗剂
'gong'yan'kang'ke'li 宫炎康颗粒
'gong'yan'ping'fen'san'pian 宫炎平分散片
'gong'yan'ping'jiao'nang 宫炎平胶囊
'gong'yue'shu'jiao'nang 宫月舒胶囊
'gou'huang'xin'ding'pian'xiao'ke'pian 枸磺新啶片消刻片
'gou'ji 狗脊
'gou'pi'gao 狗皮膏
'gou'qi'zi 枸杞子
'gou'teng 钩藤
'gu'an'suan'pian 谷氨酸片
'gu'an'xian'an'gua'lun'suan'na'ke'li 谷氨酰胺呱仑酸钠颗粒
'gu'an'xian'an'gua'lun'suan'na'ke'li 谷氨酰胺胍仑酸钠颗粒
'gu'an'xian'an'gua'lun'suan'na'ke'li'mai'zi'lin 谷氨酰胺胍仑酸钠颗粒麦滋林
'gu'an'xian'an'jiao'nang 谷氨酰胺胶囊
'gu'an'xian'an'ke'li 谷氨酰氨颗粒
'gu'ben'ke'chuan'jiao'nang 固本咳喘胶囊
'gu'ben'yi'chang'pian 固本益肠片
'gu'bing'gan'an'suan'jiao'nang 谷丙甘氨酸胶囊
'gu'chang'zhi'xie'wan 固肠止泻丸
'gu'chi'san 固齿散
'gu'ci'jiao'nang 骨刺胶囊
'gu'ci'ning'jiao'nang 骨刺宁胶囊
'gu'ci'pian 骨刺片
'gu'ci'ping'pian 骨刺平片
'gu'ci'qu'tong'gao 骨刺祛痛膏
'gu'ci'wan 骨刺丸
'gu'ci'xiao'tong'jiao'nang 骨刺消痛胶囊
'gu'ci'xiao'tong'ye 骨刺消痛液
'gu'gua'ti'qu'wu'zhu'she'ye 骨瓜提取物注射液
'gu'han'yang'sheng'jing 古汉养生精
'gu'hua'chun'ruan'jiao'nang 骨化醇软胶囊
'gu'hua'san'chun'jiao'wan 骨化三醇胶丸
'gu'hua'san'chun'jiao'wan'luo'gai'quan 骨化三醇胶丸罗盖全
'gu'jin'wan'jiao'nang 骨筋丸胶囊
'gu'jing'bu'shen'wan 固精补肾丸
'gu'jing'cao 谷精草
'gu'kang'jiao'nang 骨康胶囊
'gu'kang'tie 骨康贴
'gu'mi'du'ruan'jiao'nang'you'lai'mei 骨密度软胶囊优莱美
'gu'mi'gai 蓇密钙
'gu'sui'bu 谷碎补
'gu'sui'bu 骨碎补
'gu'tai'lv'hua'na'zhu'she'ye 骨肽氯化钠注射液
'gu'tai'pian 骨肽片
'gu'tai'zhu'she'ye 骨肽注射液
'gu'tong'ling'ding 骨痛灵酊
'gu'tong'pen'ji 骨通喷剂
'gu'tong'tie'gao'ju'yi'ding'xi'xing 骨通贴膏聚异丁烯性
'gu'wei'su'pian 谷维素片
'gu'xian'pian 骨仙片
'gu'yan'ling'pian 骨炎灵片
'gu'you'ling'ca'ji 骨友灵擦剂
'gu'you'ling'cha'ji 骨友灵搽剂
'gu'you'ling'tie'gao 骨友灵贴膏
'gu'yu'ling'jiao'nang 骨愈灵胶囊
'gu'zeng'sheng'zhen'tong'gao 骨增生镇痛膏
'gu'zhe'cuo'shang'jiao'nang 骨折挫伤胶囊
'gu'zhe'zai'sheng'wan 骨折再生丸
'gu'zhi'ning'ca'ji 骨质宁擦剂
'gu'zhi'ning'cha'ji 骨质宁搽剂
'gu'zhi'zeng'sheng'li'liao'tie 骨质增生理疗贴
'gu'zhi'zeng'sheng'tie 骨质增生贴
'gu'zhi'zeng'sheng'tie'gong'xi'fa'cai 骨质增生贴恭喜发才
'gu'zhi'zeng'sheng'tie'yue'liang'shen 骨质增生贴月亮神
'gua'lou 瓜蒌
'gua'lou'pi 瓜蒌皮
'gua'lou'pi'zhu'she'ye'sao'ma 瓜蒌皮注射液扫码
'gua'lou'zi 瓜篓子
'gua'wei'pi'zhu'she'ye'sao'ma 瓜萎皮注射液扫码
'gua'xi'ti'liu'gan'hun'xuan'ji 呱西替柳干混悬剂
'guai'bao'bao'xiao'er'hua'tan'zhi'ke'chong'ji 乖宝宝小儿化痰止咳冲剂
'guan'gui 官桂
'guan'huang'bai 关黄柏
'guan'huang'gan'mao'jiao'nang 贯黄感冒胶囊
'guan'jie'zhen'tong'gao 关节镇痛膏
'guan'jie'zhi'tong'gao 关节止痛膏
'guan'mai'kang'pian 冠脉康片
'guan'mai'ning'jiao'nang 冠脉宁胶囊
'guan'tong'pian 冠通片
'guan'xin'dan'shen'di'wan 冠心丹参滴丸
'guan'xin'dan'shen'di'wan'wan 冠心丹参滴丸丸
'guan'xin'kang'jiao'nang 冠心康胶囊
'guan'xin'ning'zhu'she'ye 冠心宁注射液
'guan'xin'ning'zhu'she'ye'jia'ma 冠心宁注射液加码
'guan'xin'ning'zhu'she'ye'sao'ma 冠心宁注射液扫码
'guan'xin'qi'wei'pian 冠心七味片
'guan'xin'sheng'mai'wan 冠心生脉丸
'guan'xin'su'he'jiao'nang 冠心苏合胶囊
'guan'xin'su'he'jiao'nang 冠心苏和胶囊
'guan'xin'su'he'wan 冠心苏合丸
'guan'xin'wan 冠心丸
'guan'zhong 贯众
'guan'zhong'tan 贯众炭
'guang'an'suan'pian 胱氨酸片
'guang'dong'liang'cha'ke'li 广东凉茶颗粒
'guang'huo'xiang 广藿香
'guang'jin'qian'cao 广金钱草
'gui'ban 龟板
'gui'fu'di'huang'wan 桂附地黄丸
'gui'fu'ling 桂茯苓
'gui'jia 龟甲
'gui'jia'jiao 龟甲胶
'gui'jian'chou 鬼见愁
'gui'jiang'gai'su'zhu'she'ye 鲑降钙素注射液
'gui'li'qin'pian 桂利嗪片
'gui'lin'xi'gua'shuang 桂林西瓜霜
'gui'lin'xi'gua'shuang'jiao'nang 桂林西瓜霜胶囊
'gui'lin'xi'gua'shuang'pen'ji 桂林西瓜霜喷剂
'gui'ling'ji'jiao'nang 龟龄集胶囊
'gui'long'jin'gu'ning'pian 归龙筋骨宁片
'gui'long'ke'chuan'ling'pian 桂龙咳喘灵片
'gui'long'ke'chuan'ning'jiao'nang 桂龙咳喘宁胶囊
'gui'long'ke'chuan'ning'pian 桂龙咳喘宁片
'gui'lu'bu'shen'pian 龟鹿补肾片
'gui'lu'bu'shen'wan 龟鹿补肾丸
'gui'lu'er'xian'gao 龟鹿二仙膏
'gui'ma'zhi'tong'gao 归麻止痛膏
'gui'mei'suan'pian 桂美酸片
'gui'pi'he'ji 归脾合剂
'gui'pi'wan 归脾丸
'gui'pi'wan'nong'suo'wan 归脾丸浓缩丸
'gui'pi'ye 归脾液
'gui'qi'san'qi'kou'fu'ye 归芪三七口服液
'gui'qi'yang'xue'tang'jiang 归芪养血糖浆
'gui'shao'di'huang'wan 归芍地黄丸
'gui'shao'tiao'jing'pian 归芍调经片
'gui'xiong'hua'fen'kou'fu'ye 归芎花粉口服液
'gui'yuan'jian'nao'pian 归元健脑片
'gui'yuan'rou 桂圆肉
'gui'zhi 桂枝
'gui'zhi'fu'ling'jiao'nang 桂枝茯苓胶囊
'gui'zhi'fu'ling'pian 桂枝茯苓片
'gui'zhi'fu'ling'wan 桂枝茯苓丸
'gui'zhi'ke'li 桂枝颗粒
'guo'bai'nian'e'jiao'ke'li 郭百年阿胶颗粒
'guo'bai'nian'lv'jiao'bu'xue'ke'li 郭百年驴胶补血颗粒
'guo'dao'pian'fen'tai'pian 果导片酚酞片
'guo'gang'long'pian 过岗龙片
'guo'shu'duo'wei'jin'wei'kang'pian 果蔬多维金维康片
'guo'shu'shou'xian'ti'nai'cha 果蔬瘦纤体奶茶
'guo'tang'er'lin'suan'na'zhu'she'ye 果糖二磷酸钠注射液
'guo'tang'zhu'she'ye 果糖注射液
'guo'wei'gai'ju'jue'pian 果味钙咀嚼片
'guo'wei'jia'ju'yuan'suan'jia'ke'li 果味钾枸橼酸钾颗粒
'guo'yang'hua'qing 过氧化氢
'guo'yang'hua'qing'rong'ye 过氧化氢溶液
'guo'yang'hua'qing'shuang'yang'shui 过氧化氢双氧水
'guo'yang'hua'qing'yi'jun'xi'ji 过氧化氢抑菌洗剂
'ha'xi'nai'de'rong'ye 哈西奈德溶液
'ha'xi'nai'de'ru'gao 哈西奈德乳膏
'hai'feng'teng 海风藤
'hai'fu'shi 海浮石
'hai'ge'ke 海蛤壳
'hai'gou'you'ruan'jiao'nang'you'lai'mei 海狗油软胶囊优莱美
'hai'jin'sha 海金沙
'hai'long 海龙
'hai'ma 海马
'hai'mei'lan'zhu'she'yong'an'qu'nan 海美兰注射用氨曲南
'hai'piao'xiao 海螵蛸
'hai'pu'lin'gan'su'na'ru'gao 海普林肝素纳乳膏
'hai'shao'wan 还少丸
'hai'tong'pi 海桐皮
'hai'yang'wei'yao 海洋胃药
'hai'yuan'xing'gu'guang'gan'tai'di'yan'ye 还原型谷胱甘肽滴眼液
'hai'zao 海藻
'hai'zhu'chuan'xi'ding'pian 海珠喘息定片
'han'ci'jiu're'tie'qiang'xiao'xing 汉磁灸热贴强效型
'han'li'ting 鼾立停
'han'tang'gai'pian 含糖钙片
'han'tang'wei'dan'bai'mei 含糖胃蛋白酶
'han'tao'ye'pian 汉桃叶片
'han'zhu'ting'mi'fei'si'tong'pian'mi'suo 含珠停米非司酮片米索
'hao'bai'shang'shi'qi'wu'ji 蒿白伤湿气雾剂
'hao'bei'gai'pian 蚝贝钙片
'hao'bei'gai'pian'ju'jue'pian 蚝贝钙片咀嚼片
'hao'li'kang'chuan'bei'qing'fei'tang'jiang 好立康川贝清肺糖浆
'hao'ma'ma'gao'gai'pian 好妈妈高钙片
'hao'wa'wa'xiao'er'an'fen'wan'an'ke'li 好娃娃小儿氨酚烷胺颗粒
'hao'wa'wa'xiao'er'hua'tan'zhi'ke'ke'li 好娃娃小儿化痰止咳颗粒
'he'gan'li'dan'ke'li 和肝利胆颗粒
'he'huan'hua 合欢花
'he'huan'pi 合欢皮
'he'huang'su'lin'suan'na'zhu'she'ye 核黄素磷酸钠注射液
'he'ling'zhi'xie'jiao'nang 诃苓止泻胶囊
'he'luo'shu'gan'jiao'nang 和络舒肝胶囊
'he'luo'shu'gan'pian 和络舒肝片
'he'pu'ding'la'mi'fu'ding'pian 贺普丁拉米夫定片
'he'shi 赫石
'he'shou'wu 何首乌
'he'wei'jiang'ni'jiao'nang 和胃降逆胶囊
'he'wei'li'a'de'fu'wei'zhi'pian 贺维力阿德福韦酯片
'he'wei'liao'gan'ke'li 和胃疗疳颗粒
'he'wei'zheng'chang'wan 和胃整肠丸
'he'xin'jia'huang'suan'fen'tuo'la'ming'pian 和欣甲磺酸酚妥拉明片
'he'xue'jiao'nang 和血胶囊
'he'xue'ming'mu'pian 和血明目片
'he'ye 荷叶
'he'ye'jian'fei'cha 荷叶减肥茶
'he'zi 诃子
'hei'dou 黑豆
'hei'dou'liu'you'ruan'gao 黑豆馏油软膏
'hei'fu'pian 黑附片
'hei'fu'zi 黑附子
'hei'shun'pian 黑顺片
'hei'zhi'ma 黑芝麻
'heng'bang'duo'pan'li'tong'pian 恒邦多潘立酮片
'heng'bo'lai'ao'xiao'zuo'pian 衡博来奥硝唑片
'heng'shen'hu'ke'ye'tai'xiang'ti'lu 恒申狐克液态香体露
'heng'shen'jiao'chou'jing 恒申脚臭净
'heng'shen'jiao'qi'jing 恒申脚气净
'heng'shen'jiao'xuan'yi'pen'jing 恒申脚癣易喷净
'heng'shen'si'dan'bai'ba'hen'xiu'fu 恒申丝蛋白疤痕修复
'hong'bi'ke'luo'hong'mei'su'jiao'nang 红必克罗红霉素胶囊
'hong'dou'shan 红豆杉
'hong'he'fu'jie'xi'ye 红核妇洁洗液
'hong'he'fu'ke'xi'ye 红核妇科洗液
'hong'hua 红花
'hong'hua'huang'se'su'lv'hua'na'zhu'she'ye 红花黄色素氯化钠注射液
'hong'hua'zhu'she'ye 红花注射液
'hong'hua'zhu'she'ye'sao'ma 红花注射液扫码
'hong'jing'tian 红景天
'hong'jing'tian'can'qi'jiao'nang 红景天参杞胶囊
'hong'jing'tian'jiao'nang 红景天胶囊
'hong'mao'yao'jiu 鸿茅药酒
'hong'mei'su'chang'rong'jiao'nang 红霉素肠溶胶囊
'hong'mei'su'chang'rong'pian 红霉素肠溶片
'hong'mei'su'ru'gao 红霉素乳膏
'hong'mei'su'ruan'gao 红霉素软膏
'hong'mei'su'yan'gao 红霉素眼膏
'hong'qiang'mei'luo'xi'kang'pian 宏强美洛昔康片
'hong'run'jie'nai'min'wei'di'yan'ye 红润洁萘敏维滴眼液
'hong'shen 红参
'hong'shen'xu 红参须
'hong'teng 红藤
'hong'yang'shen'pai'shen'hai'yu'you'jiao'wan 鸿洋神牌深海鱼油胶丸
'hong'yao'pian 红药片
'hong'yao'shui 红药水
'hou'bai'jin'han'pian 喉白金含片
'hou'ding'nuo'mi'fei'si'tong'pian 后定诺米非司酮片
'hou'er'huan'xiao'yan'jiao'nang 猴耳环消炎胶囊
'hou'er'huan'xiao'yan'ke'li 猴耳环消炎颗粒
'hou'er'huan'xiao'yan'pian 猴耳环消炎片
'hou'ji'ling'pian 侯疾灵片
'hou'ji'ling'pian 喉疾灵片
'hou'ji'ling'pian'jing'zhuang 喉疾灵片精装
'hou'ji'ling'pian'tang'yi'pian 喉疾灵片糖衣片
'hou'pu 厚朴
'hou'pu'pai'qi'he'ji 厚朴排气合剂
'hou'shu'ning'jiao'nang 喉舒宁胶囊
'hou'shu'ning'pian 喉舒宁片
'hou'tong'ling'ke'li 喉痛灵颗粒
'hou'tong'ling'pian 喉痛灵片
'hou'tong'xiao'yan'wan 喉痛消炎丸
'hou'tou'jian'wei'jiao'nang 猴头健胃胶囊
'hou'tou'jian'wei'ling'jiao'nang 猴头健胃灵胶囊
'hou'tou'jun'pian 猴头菌片
'hou'yan'wan 喉炎丸
'hou'zheng'wan 喉症丸
'hu'chou'ban'yue'qing'mo'sha'ping 狐臭半月清磨砂瓶
'hu'chou'jing'xiang'ye 狐臭净香液
'hu'chou'lu 狐臭露
'hu'gan'pian 护肝片
'hu'gan'pian'tang'yi'pian 护肝片糖衣片
'hu'hu'sheng'wei 虎虎生威
'hu'huang'lian 胡黄连
'hu'po 琥珀
'hu'po'an'shen'wan 琥珀安神丸
'hu'po'suan'mei'tuo'luo'er'huan'shi'pian 琥珀酸美托洛尔缓释片
'hu'po'suan'mei'tuo'luo'er'pian'bei'ta'le'ke 琥珀酸美托洛尔片倍他乐克
'hu'po'suan'ya'tie'pian 琥珀酸亚铁片
'hu'shi'liu'shen'wan 胡氏六神丸
'hu'tong'xiao'er'an'fen'huang'na'min'ke'li 护彤小儿氨酚黄那敏颗粒
'hu'yi'hong'mei'su'jiao'nang 琥乙红霉素胶囊
'hu'yi'hong'mei'su'ke'li 琥乙红霉素颗粒
'hu'yi'hong'mei'su'ke'li'mu'er'le 琥乙红霉素颗粒姆尔乐
'hu'yi'hong'mei'su'pian 琥乙红霉素片
'hu'zhang 虎杖
'hu'zhang'shang'tong'ding 虎杖伤痛酊
'hua'chan'su'jiao'nang 华蟾素胶囊
'hua'chan'su'pian 华蟾素片
'hua'chan'su'zhu'she'ye'sao'ma 华蟾素注射液扫码
'hua'du'dan 化毒丹
'hua'fa'lin'na'pian 华法林钠片
'hua'fei'an'quan'tao 花妃安全套
'hua'fen 华芬
'hua'hong'jiao'nang 花红胶囊
'hua'hong'pian 花红片
'hua'ji'ke'li 化积颗粒
'hua'ji'kou'fu'ye 化积口服液
'hua'jiao 花椒
'hua'ju'hong 化橘红
'hua'she'jie'yang'pian 花蛇解痒片
'hua'shi 滑石
'hua'shi'fen 滑石粉
'hua'su'pian 华素片
'hua'tan'pian'suo'jia'si'tan'pian 化痰片羧甲司坦片
'hua'tan'ping'chuan'pian 化痰平喘片
'hua'tan'xiao'ke'pian 化痰消咳片
'hua'tuo'feng'tong'bao'jiao'nang 华佗风痛宝胶囊
'hua'tuo'feng'tong'bao'pian 华佗风痛宝片
'hua'tuo'gao 华佗膏
'hua'tuo'gu'tie'feng'shi'guan'jie'zhuan'yong 华佗古贴风湿关节专用
'hua'tuo'gu'tie'gu'zhi'zeng'sheng'zhuan'yong 华佗古贴骨质增生专用
'hua'tuo'gu'tie'jian'zhou'yan'zhuan'yong 华佗古贴肩周炎专用
'hua'tuo'gu'tie'jing'zhui'teng'tong'zhuan'yong 华佗古贴颈椎疼痛专用
'hua'tuo'gu'tie'yao'tui'teng'tong'zhuan'yong 华佗古贴腰腿疼痛专用
'hua'tuo'zai'zao'wan 华佗再造丸
'hua'xia'wa'wa'xiao'er'an'fen'wan'an'ke'li 华夏娃娃小儿氨酚烷胺颗粒
'hua'yu'qu'ban'pian 化瘀祛斑片
'hua'zhi'jiao'nang 化痔胶囊
'hua'zhi'ling'pian 化痔灵片
'hua'zhi'pian 化痔片
'hua'zhi'shuan 化痔栓
'hua'zhuang 化妆
'huai'hua 槐花
'huai'jiao 槐角
'huai'jiao'wan 槐角丸
'huai'mi 槐米
'huai'niu'xi 怀牛膝
'huan'bao'su'ruan'jiao'nang 环孢素软胶囊
'huan'bi'tong'an'ruan'gao'xian'di 环吡酮胺软膏藓敌
'huan'er'bo'chong'zu'ren'cu'hong'su'zhu'she'ye 环尔博重组人促红素注射液
'huan'lin'xian'gan'lv'hua'na'zhu'she'ye 环磷腺苷氯化钠注射液
'huan'lin'xian'gan'pu'an'zhu'she'ye 环磷腺苷葡胺注射液
'huan'zhi'hong'mei'su'pian 环酯红霉素片
'huang'an'cu'xian'na'di'yan'ye 磺胺醋酰钠滴眼液
'huang'an'mi'ding'na'zhu'she'ye 磺胺嘧啶钠注射液
'huang'bai'jiao'nang 黄柏胶囊
'huang'dan'yin'chen'ke'li 黄疸茵陈颗粒
'huang'dou'gan'yuan'pian 黄豆苷元片
'huang'jin'da'dang'duo'zhong'wei'sheng'su'ju'jue'pian'er'tong 黄金搭档多种维生素咀嚼片儿童
'huang'jin'da'dang'duo'zhong'wei'sheng'su'pian 黄金搭档多种维生素片
'huang'jin'da'dang'er'tong 黄金搭档儿童
'huang'jin'da'dang'er'tong'xing 黄金搭档儿童型
'huang'jin'da'dang'nan'shi 黄金搭档男士
'huang'jin'da'dang'nv'shi 黄金搭档女士
'huang'jin'da'dang'nv'shi'li'he 黄金搭档女士礼盒
'huang'jin'da'dang'zhong'lao'nian 黄金搭档中老年
'huang'jin'xue'tong'tong'mai'jiang'zhi'jiao'nang 黄金血通通脉降脂胶囊
'huang'jin'zu'he 黄金组合
'huang'jing 黄精
'huang'jing'you'jiao'wan 黄荆油胶丸
'huang'kui'jiao'nang 黄葵胶囊
'huang'lian 黄连
'huang'lian'shang'qing'ke'li 黄连上清颗粒
'huang'lian'shang'qing'pian 黄连上清片
'huang'lian'shang'qing'wan 黄连上清丸
'huang'lian'shuang'qing'wan 黄连双清丸
'huang'lian'su'pian'yan'suan'xiao'bo'jian'pian 黄连素片盐酸小檗碱片
'huang'lian'yang'gan'wan 黄连羊肝丸
'huang'long'ke'chuan'jiao'nang 黄龙咳喘胶囊
'huang'long'zhi'ke'ke'li 黄龙止咳颗粒
'huang'ming'jiao 黄明胶
'huang'qi 黄芪
'huang'qi'jian'zhong'wan 黄芪建中丸
'huang'qi'jing 黄芪精
'huang'qi'jing'kou'fu'ye 黄芪精口服液
'huang'qi'ke'li 黄芪颗粒
'huang'qi'zhu'she'ye 黄芪注射液
'huang'qi'zhu'she'ye'sao'ma 黄芪注射液扫码
'huang'qin'pian 黄芩片
'huang'qin'su'lv'jiao'nang 黄芩素铝胶囊
'huang'rui'xiang'zhu'she'ye'sao'ma 黄瑞香注射液扫码
'huang'run'jie 黄润洁
'huang'shi'gan'mao'pian 黄石感冒片
'huang'shi'xiang'sheng'han'pian 黄氏响声含片
'huang'shi'xiang'sheng'wan 黄氏响声丸
'huang'teng'su'fen'san'pian 黄藤素分散片
'huang'teng'su'jiao'nang 黄藤素胶囊
'huang'teng'su'pian 黄藤素片
'huang'teng'su'ruan'jiao'nang 黄藤素软胶囊
'huang'teng'su'shuan 黄藤素栓
'huang'ti'tong'jiao'nang 黄体酮胶囊
'huang'ti'tong'jiao'wan 黄体酮胶丸
'huang'ti'tong'zhu'she'ye 黄体酮注射液
'huang'yao'zi 黄药子
'huang'ying'ke'chuan'tang'jiang 黄英咳喘糖浆
'huang'zhi'hua'kou'fu'ye 黄栀花口服液
'hui'huang'mei'su'pian 灰黄霉素片
'hui'la'xi'tan'fen'san'pian 茴拉西坦分散片
'hui'la'xi'tan'jiao'nang 茴拉西坦胶囊
'hui'la'xi'tan'pian 茴拉西坦片
'hui'ma'zi 茴麻子
'hui'san'liu'pian 茴三硫片
'hui'san'liu'pian'bo'mo'yi'pian 茴三硫片薄膜衣片
'hui'su'lin'yan'suan'er'jia'fu'lin'zhu'she'ye 回苏林盐酸二甲弗林注射液
'hui'xiang'ju'he'wan 茴香橘核丸
'hui'xue'sheng'pian 惠血生片
'hun'he'chong'zu'ren'yi'dao'su'zhu'she'ye 混合重组人胰岛素注射液
'hun'he'tang'dian'jie'zhi'zhu'she'ye 混合糖电解质注射液
'huo'dan'wan 霍胆丸
'huo'li'su'ren'shen'jing'ye'zao'gan'jiao'nang 活力素人参茎叶皂苷胶囊
'huo'li'yuan'pian 活力源片
'huo'luo'xiao'tong'pian 活络消痛片
'huo'luo'you 活络油
'huo'luo'zhen'tong'pian'pu'lin'song 活络镇痛片普林松
'huo'ma'ren 火麻仁
'huo'mu 霍姆
'huo'wei'san 活胃散
'huo'xiang 霍香
'huo'xiang'qing'wei'jiao'nang 藿香清胃胶囊
'huo'xiang'qing'wei'pian 藿香清胃片
'huo'xiang'qing'wei'pian 霍香清胃片
'huo'xiang'qu'shu'ruan'jiao'nang 藿香祛暑软胶囊
'huo'xiang'zheng'qi'di'wan 藿香正气滴丸
'huo'xiang'zheng'qi'he'ji 藿香正气合剂
'huo'xiang'zheng'qi'jiao'nang 藿香正气胶囊
'huo'xiang'zheng'qi'ke'li 藿香正气颗粒
'huo'xiang'zheng'qi'kou'fu'ye 藿香正气口服液
'huo'xiang'zheng'qi'pian 藿香正气片
'huo'xiang'zheng'qi'ruan'jiao'nang 藿香正气软胶囊
'huo'xiang'zheng'qi'shui 藿香正气水
'huo'xiang'zheng'qi'wan 藿香正气丸
'huo'xiang'zheng'qi'wan'nong'suo'wan 藿香正气丸浓缩丸
'huo'xiang'zheng'qi'ye 藿香正气液
'huo'xue'die'da'wan 活血跌打丸
'huo'xue'jiao'nang 活血胶囊
'huo'xue'tong'mai 活血通脉
'huo'xue'tong'mai'jiao'nang 活血通脉胶囊
'huo'xue'tong'mai'pian 活血通脉片
'huo'xue'yi'zhi'ding 活血益痔酊
'huo'xue'ying'tong'wan 活血应痛丸
'huo'xue'zhi'tong'gao 活血止痛膏
'huo'xue'zhi'tong'jiao'nang 活血止痛胶囊
'huo'xue'zhi'tong'pian 活血止痛片
'huo'xue'zhuang'jin'jiao'nang 活血壮筋胶囊
'ji'chun'yan'suan'zhi'pian 肌醇烟酸酯片
'ji'da'zhi'wei'ling 积大志卫灵
'ji'fei'luo'qi'jiao'nang 吉非罗齐胶囊
'ji'gan'kou'fu'rong'ye 肌苷口服溶液
'ji'gan'lv'hua'na'zhu'she'ye 肌苷氯化钠注射液
'ji'gan'pian 肌苷片
'ji'gan'pu'tao'tang'zhu'she'ye 肌苷葡萄糖注射液
'ji'gan'zhu'she'ye 肌苷注射液
'ji'gu'cao 鸡骨草
'ji'gu'cao'jiao'nang 鸡骨草胶囊
'ji'guan'hua 鸡冠花
'ji'hua'sheng'yu'shou'shu'qi'xie 计划生育手术器械
'ji'ling'bao'bei'xiao'er'gan'mao'ke'li 机灵宝贝小儿感冒颗粒
'ji'nei'jin 鸡内金
'ji'rui'xin'kang'dan'xiao'suan'yi'shan'li'zhi'pian 吉瑞欣康单硝酸异山梨酯片
'ji'sheng'ju'he'wan 济生橘核丸
'ji'sheng'shen'qi'wan 济生肾气丸
'ji'ta'mei'su'pian 吉他霉素片
'ji'tong'ke'ke'jian'lv'hua'na'zhu'she'ye 己酮可可碱氯化钠注射液
'ji'tong'ke'ke'jian'zhu'she'ye 己酮可可碱注射液
'ji'xue'gan'pian 积雪苷片
'ji'xue'gan'shuang'ruan'gao 积雪苷霜软膏
'ji'xue'teng 鸡血藤
'ji'xue'teng'ke'li 鸡血藤颗粒
'ji'yan'gao 鸡眼膏
'ji'zhi'tang'jiang 急支糖浆
'jia'an'die'ling'pian 甲氨喋呤片
'jia'an'die'ling'pian 甲氨蝶呤片
'jia'ben'huang'ding'niao'pian 甲苯磺丁脲片
'jia'fen'na'suan'jiao'nang 甲芬那酸胶囊
'jia'fen'na'suan'jiao'nang'jia'mie'suan'jiao'nang 甲芬那酸胶囊甲灭酸胶囊
'jia'fen'na'suan'pian 甲芬那酸片
'jia'fen'xiao'du'ye 甲酚消毒液
'jia'fen'zao 甲酚皂
