'a'lun'fang'cha 阿伦方差
'huo'hua'jian'lou'yi 火花检漏仪
'huo'hua'shi 火花室
'huo'hua'tan'ce'qi 火花探测器
'huo'kong'lei'da 火控雷达
'huo'neng'qiang 获能腔
'huo'sai 活塞
'huo'shi'jian 活时间
'huo'xing'wu'zhi 活性物质
'ji'ban 基板
'ji'ben'jie'ru 基本接入
'ji'ben'mo'shi 基本模式
'ji'bo 基波
'ji'chang'bo'tong'xin 极长波通信
'ji'chang'jian'shi'lei'da 机场监视雷达
'ji'cheng'dian'gan'qi 集成电感器
'ji'cheng'dian'lu 集成电路
'ji'cheng'du 集成度
'ji'cheng'er'ji'guan'tai'yang'dian'chi 集成二极管太阳电池
'ji'cheng'guang'dian'zi'xue 集成光电子学
'ji'cheng'guang'xue 集成光学
'ji'cheng'min'gan'qi 集成敏感器
'ji'cheng'zhu'ru'luo'ji 集成注入逻辑
'ji'chuan 击穿
'ji'chuan'dian'ya 击穿电压
'ji'chuan'qiang'du 击穿强度
'ji'ci'miao'ji'shu 肌磁描记术
'ji'cun'qi 寄存器
'ji'da'zhi'yuan'li 极大值原理
'ji'dai'chuan'shu 基带传输
'ji'dai'pin'lv 基带频率
'ji'dai'xin'hao 基带信号
'ji'di'pin'tong'xin 极低频通信
'ji'di'zhan 基地站
'ji'dian 极点
'ji'dian'ji 集电极
'ji'dian'jie 集电结
'ji'dian'miao'ji'shu 肌电描记术
'ji'dian'ou'he'xi'shu 机电耦合系数
'ji'dian'qi 继电器
'ji'dian'qu 集电区
'ji'dian'tiao'xiang 机电调向
'ji'dong'xing 机动性
'ji'er'huo'fu'ding'lv 基尔霍夫定律
'ji'fen'dian'lu 积分电路
'ji'fu'xiao'ying 集肤效应
'ji'gao'pin'tong'xin 极高频通信
'ji'gua'zhi 妓瓜窒
'ji'guang 激光
'ji'guang'beng'pu 激光泵浦
'ji'guang'ce'ju 激光测距
'ji'guang'ce'yun'yi 激光测云仪
'ji'guang'chuan'shu 激光传输
'ji'guang'da'kong 激光打孔
'ji'guang'dian'ji 激光淀积
'ji'guang'dian'shi'chang'pian 激光电视唱片
'ji'guang'duo'pu'le'lei'da 激光多普勒雷达
'ji'guang'er'ji'guan 激光二极管
'ji'guang'fang'da'qi 激光放大器
'ji'guang'fen'li'tong'wei'su 激光分离同位素
'ji'guang'gan'she'yi 激光干涉仪
'ji'guang'gan'sheng 激光感生
'ji'guang'han'jie 激光焊接
'ji'guang'hang'dao'biao 激光航道标
'ji'guang'he'ju'bian 激光核聚变
'ji'guang'jia'gong 激光加工
'ji'guang'jian'he 激光键合
'ji'guang'ke'cao 激光刻槽
'ji'guang'lei'da 激光雷达
'ji'guang'po'sui 激光破碎
'ji'guang'qi 激光器
'ji'guang'qie'ge 激光切割
'ji'guang'ran'liao 激光染料
'ji'guang'shi'pan'lu'zhi'xi'tong 激光视盘录制系统
'ji'guang'sun'shang 激光损伤
'ji'guang'tan'zhen'zhi'liang'fen'xi'yi 激光探针质量分析仪
'ji'guang'tong'xin 激光通信
'ji'guang'tui'huo 激光退火
'ji'guang'tuo'luo 激光陀螺
'ji'guang'xian'kuan 激光线宽
'ji'guang'xian'shi 激光显示
'ji'guang'yin'fa'deng'li'zi'ti 激光引发等离子体
'ji'guang'zai'jie'jing 激光再结晶
'ji'guang'zhen'dang'qi 激光振荡器
'ji'guang'zhen'dang'tiao'jian 激光振荡条件
'ji'guang'zheng'fa 激光蒸发
'ji'gui'lian'jie'qi 机柜连接器
'ji'he'ma 几何码
'ji'he'yin'zi 几何因子
'ji'hua 极化
'ji'hua'fen'ji 极化分集
'ji'hua'ji'dian'qi 极化继电器
'ji'huo 激活
'ji'huo'guang'xian 激活光纤
'ji'huo'mei'zhi 激活媒质
'ji'huo'neng 激活能
'ji'ji 基极
'ji'jian'dian'rong 极间电容
'ji'jian'ping'mian 基间平面
'ji'jing'shi'jian 寂静时间
'ji'li'han'shu 激励函数
'ji'li'qi 激励器
'ji'lian'ma 级联码
'ji'lian'zong'he'fa 级联综合法
'ji'liang 计量
'ji'liang'biao'zhun 计量标准
'ji'liang'dan'wei 计量单位
'ji'liang'ji 剂量计
'ji'liang'lv'ji 剂量率计
'ji'liang'xing'jian'cha 计量型检查
'ji'lu'tou 记录头
'ji'lu'zhi'zhen 记录指针
'ji'mo 基模
'ji'mu'shi'bu'tu'xi'tong 积木式布图系统
'ji'nei'ce'shi'zhuang'zhi 机内测试装置
'ji'ou'jiao'yan 奇偶校验
'ji'pian 基片
'ji'ping'mian 基平面
'ji'qi'ren 机器人
'ji'qi'yu'yan 机器语言
'ji'qi'zhi'neng 机器智能
'ji'qu 基区
'ji'qun 基群
'ji'se'dan'yuan 基色单元
'ji'sheng'dian'rong 寄生电容
'ji'sheng'fa'she 寄生发射
'ji'sheng'fan'kui 寄生反馈
'ji'sheng'hui'bo 寄生回波
'ji'sheng'pin'lv 寄生频率
'ji'sheng'tiao'fu 寄生调幅
'ji'sheng'zhen'dang 寄生振荡
'ji'shu'chu'fa'qi 计数触发器
'ji'shu'guan 计数管
'ji'shu'lv'biao 计数率表
'ji'shu'ping 计数瓶
'ji'shu'qi 计数器
'ji'shu'qi'miao'ji'yi 计数器描迹仪
'ji'shu'qi'wang'yuan'jing 计数器望远镜
'ji'shu'xing'jian'cha 计数型检查
'ji'suan'ji'duan'ceng'cheng'xiang 计算机断层成象
'ji'suan'ji'fu'zhu'ce'shi 计算机辅助测试
'ji'suan'ji'fu'zhu'she'ji 计算机辅助设计
'ji'suan'ji'fu'zhu'zhi'zao 计算机辅助制造
'ji'suan'ji'kong'zhi 计算机控制
'ji'suan'ji'tong'xin'wang 计算机通信网
'ji'sui'dian'miao'ji'shu 脊髓电描记术
'ji'tai 基台
'ji'xian'huan 极限环
'ji'xian'hui'fu 基线恢复
'ji'xian'piao'yi 基线漂移
'ji'xian'zhen'kong 极限真空
'ji'xian'zhi'liang 极限质量
'ji'xie'dian'zi'xue 机械电子学
'ji'xie'ji'huo'dian'chi 机械激活电池
'ji'xie'pao'guang 机械抛光
'ji'xie'pin'zhi'yin'shu 机械品质因数
'ji'xie'sao'miao 机械扫描
'ji'xie'shan'xing'sao'miao 机械扇形扫描
'ji'xing'ban'dao'ti 极性半导体
'ji'xing'dian'rong'qi 极性电容器
'ji'xing'la'ba 脊形喇叭
'ji'ya 挤压
'ji'yi'dian'lu 记忆电路
'ji'yi'xiao'ying 记忆效应
'ji'yi'yu'du 记忆裕度
'ji'zai'lei'da 机载雷达
'ji'zhi'kong'zhi 极值控制
'ji'zhong'jian'kong 集中监控
'ji'zhong'kong'zhi 集中控制
'ji'zhong'qi 集中器
'ji'zhong'shuai'jian'qi 集中衰减器
'ji'zong'can'shu'wang'luo 集总参数网络
'jia'dai 价带
'jia'duan'dian'ya 夹断电压
'jia'fu'zai 假负载
'jia'lei'fang'da'qi 甲类放大器
'jia'mi 加密
'jia'mi'yao 加密钥
'jia'mu'biao 假目标
'jia'quan'qu'xian 加权曲线
'jia're'he'cheng'yang'hua'ji'shu 加热合成氧化技术
'jia'shi'yuan'gao'jing'zhi'shi'qi 驾驶员告警指示器
'jia'su'chang'shu 加速常数
'jia'su'dian'rong 加速电容
'jia'ting'dian'shi'ying'yuan 家庭电视影院
'jia'ting'tong'xin'zhong'duan 家庭通信终端
'jia'ting'xin'xi'xi'tong 家庭信息系统
'jia'ting'zhong'duan'dan'yuan 家庭终端单元
'jia'xiang'can'kao'lian'jie 假想参考连接
'jia'yong'shi'pin'xi'tong 家用视频系统
'jia'zhong'chuan'shu 加重传输
'jia'zhong'wang'luo 加重网络
'jia'zhuang'xian'gong'neng'yi 甲状腺功能仪
'jian'bian'guang'xian 渐变光纤
'jian'bian'zhe'she'lv 渐变折射率
'jian'bing'ban'dao'ti 简并半导体
'jian'bo 检波
'jian'ce 检测
'jian'ce'gai'lv 检测概率
'jian'cha'pi 检查批
'jian'chuan'ting'kao'xi'tong 舰船停靠系统
'jian'cuo'ma 检错码
'jian'ding 检定
'jian'ding'shi'yan 鉴定试验
'jian'duan'guan'cha 间断观察
'jian'ge'biao'zhun 间隔标准
'jian'hu'bing'shi 监护病室
'jian'jie'dai'xi'ban'dao'ti 间接带隙半导体
'jian'jie'fu'he 间接复合
'jian'jin'wen'ding'xing 渐近稳定性
'jian'jing'shi'xing'tie'yang'ti 尖晶石型铁氧体
'jian'liu'ji 检流计
'jian'lou 检漏
'jian'lou'qi'ti 检漏气体
'jian'lou'shi'yan 检漏试验
'jian'lou'yi 检漏仪
'jian'luo'yin'shu 减落因数
'jian'pan 键盘
'jian'pan'kai'guan 键盘开关
'jian'pin 鉴频
'jian'pin'qi 鉴频器
'jian'ren'xing 坚韧性
'jian'rong'xing 兼容性
'jian'she 溅射
'jian'she'li'zi'beng 溅射离子泵
'jian'shi'lei'da 监视雷达
'jian'shi'qi'jian'ting'qi 监视器监听器
'jian'suo'ye'wu 检索业务
'jian'xi 间隙
'jian'xi'kuo'san 间隙扩散
'jian'xiang 鉴相
'jian'xiang 检相
'jian'xiang'qi 鉴相器
'jian'xiang'qi 检相器
'jian'xie'fang'dian 间歇放电
'jian'xie'zhen'dang'qi 间歇振荡器
'jian'xing'xin'kong'qi'dian'chi 碱性锌空气电池
'jian'xing'xin'meng'dian'chi 碱性锌锰电池
'jian'xing'xu'dian'chi 碱性蓄电池
'jian'ya'yang'hua 减压氧化
'jian'yue'guan'lian'ju'zhen 简约关联矩阵
'jian'yue'xin'dao 简约信道
'jiang'e'yin'shu 降额因数
'jiang'fu'he'qu'xian 降负荷曲线
'jiang'jie'zhuang'tai'guan'ce'qi 降阶状态观测器
'jiao'bian'chao're'shi'yan 交变潮热试验
'jiao'cha'dian 交叉点
'jiao'cha'ji'hua 交叉极化
'jiao'cha'ji'hua'gan'rao 交叉极化干扰
'jiao'cha'ji'hua'jian'bie 交叉极化鉴别
'jiao'cha'tiao'zhi 交叉调制
'jiao'cuo'ding'li 交错定理
'jiao'die'dian 交迭点
'jiao'die'mai'chong'lie 交迭脉冲列
'jiao'fu'pi 交付批
'jiao'gen'zong 角跟踪
'jiao'he'dao'xian 绞合导线
'jiao'hu'dian'bo'dian'shi 交互点播电视
'jiao'hu'shi'bu'tu'xi'tong 交互式布图系统
'jiao'hu'shi'dian'shi 交互式电视
'jiao'hu'shi'duo'mei'ti'dian'shi 交互式多媒体电视
'jiao'hu'shi'jie'mu'zhi'nan 交互式节目指南
'jiao'hu'shi'pin'shu'ju'ye'wu 交互视频数据业务
'jiao'hu'shi'pin'xi'tong 交互视频系统
'jiao'hu'xing'tu'wen 交互型图文
'jiao'hu'ye'wu 交互业务
'jiao'huan 交换
'jiao'huan'ji 交换机
'jiao'huan'ji'jian'xi'tong'jie'kou 交换机间系统接口
'jiao'huan'ju 交换局
'jiao'huan'shu'zi'guang'bo 交换数字广播
'jiao'huan'wang'luo 交换网络
'jiao'huan'xi'tong 交换系统
'jiao'huan'zi 交换子
'jiao'hui'lei'da 交会雷达
'jiao'liu 交流
'jiao'mo'qi 搅模器
'jiao'pian'ji'liang'ji 胶片剂量计
'jiao'ping'mian'zhen'lie 焦平面阵列
'jiao'shou'jian'cha 交收检查
'jiao'ti'ma 交替码
'jiao'tiao 交调
'jiao'tong'guang'bo 交通广播
'jiao'wei'yi 角位移
'jiao'yan'wei 校验位
'jiao'yan'zhi'ling 校验指令
'jiao'zheng 校正
'jiao'zheng'wang'luo 校正网络
'jiao'zheng'zi 校正子
'jiao'zhi'ma 交织码
'jiao'zhi'wen'fa 交织文法
'jiao'zhou'dian'ya 交轴电压
'jiao'zhou'shu'chu'zu'kang 交轴输出阻抗
'jiao'zhui'la'ba'tian'xian 角锥喇叭天线
'jiao'zhun 校准
'jiao'zhun'dai 校准带
'jiao'zhun'lou'kong 校准漏孔
'jiao'zhun'yin'shu 校准因数
'jie'bian'pin'ci'kong'guan 捷变频磁控管
'jie'chu'dian'zu 接触电阻
'jie'chu'jian 接触件
'jie'chu'shi'bao'guang'fa 接触式曝光法
'jie'chu'shi'huo'sai 接触式活塞
'jie'di'ping'mian 接地平面
'jie'dian 节点
'jie'dian 结点
'jie'dian'chang'shu 介电常数
'jie'dian'fen'xi'fa 结点分析法
'jie'dian'qiang'du 介电强度
'jie'dian'rong 结电容
'jie'dian'sun'hao 介电损耗
'jie'dian'tao'ci 介电陶瓷
'jie'dian'zu 结电阻
'jie'ge'li 结隔离
'jie'gou'shi'chuan'gan'qi 结构式传感器
'jie'huan'xing'qi 结环行器
'jie'huo'gai'lv 截获概率
'jie'jin'shi'bao'guang'fa 接近式曝光法
'jie'jing'shi 洁净室
'jie'jing'tai 洁净台
'jie'juan'ji 解卷积
'jie'kou 接口
'jie'kou'gui'fan 接口规范
'jie'kou'mo'kuai 接口模块
'jie'kou'zong'xian 接口总线
'jie'li 解理
'jie'li'zhan 接力站
'jie'ma 解码
'jie'ma'qi 解码器
'jie'mi 解密
'jie'mian'fan'ying'lv'chang'shu 界面反应率常数
'jie'mian'tai 界面态
'jie'mian'xian'jing'dian'he 界面陷阱电荷
'jie'mu'ma'liu 节目码流
'jie'mu'qie'huan'zhong'xin 节目切换中心
'jie'ru 接入
'jie'ru'gui'yue 接入规约
'jie'ru'kong'zhi 接入控制
'jie'ru'sun'hao 介入损耗
'jie'shen 结深
'jie'shou 接收
'jie'shou'ji 接收机
'jie'tan'ce'qi 结探测器
'jie'ti'tian'xian 阶梯天线
'jie'tiao 解调
'jie'tong'lv 接通率
'jie'wei'jian'cha 截尾检查
'jie'xi 解吸
'jie'xian'he 接线盒
'jie'xing'chang'xiao'jing'ti'guan 结型场效晶体管
'jie'yue'dian'ya 阶跃电压
'jie'yue'hui'fu'er'ji'guan 阶跃恢复二极管
'jie'yue'zhe'she'lv 阶跃折射率
'jie'zhi 介质
'jie'zhi'bo'chang 截止波长
'jie'zhi'bo'dao 介质波导
'jie'zhi'bo'dao 截止波导
'jie'zhi'dian'ya 截止电压
'jie'zhi'fa 截止阀
'jie'zhi'ge'li 介质隔离
'jie'zhi'ji'chuan 介质击穿
'jie'zhi'ji'hua 介质极化
'jie'zhi'pin'lv 截止频率
'jie'zhi'qiang'du 介质强度
'jie'zhi'shi'shuai'jian'qi 截止式衰减器
'jie'zhi'tian'xian 介质天线
'jie'zhi'xi'shou 介质吸收
'jie'zhu'ru'shi'ji'guang'qi 结注入式激光器
'jin'chang'qu 近场区
'jin'chong'ma 紧充码
'jin'dai 禁带
'jin'gao'si'mai'chong'cheng'xing 近高斯脉冲成形
'jin'hong'shi'ci 金红石瓷
'jin'jin'chuang'kou 进近窗口
'jin'jin'zhuo'lu'xi'tong 进近着陆系统
'jin'jing'xiang'ye'jing 近晶相液晶
'jin'mo'shi'dian'zi'qiang 浸没式电子枪
'jin'mo'tou'jing 浸没透镜
'jin'mo'wu'jing 浸没物镜
'jin'shu 金属
'jin'shu'bo'li'you'dian'wei'qi 金属玻璃釉电位器
'jin'shu'bo'li'you'dian'zu'qi 金属玻璃釉电阻器
'jin'shu'dai 金属带
'jin'shu'feng'zhuang 金属封装
'jin'shu'hua 金属化
'jin'shu'hua'kong 金属化孔
'jin'shu'hua'zhi'jie'dian'rong'qi 金属化纸介电容器
'jin'shu'jian'hua'he'wu'ban'dao'ti 金属间化合物半导体
'jin'shu'kong'qi'dian'chi 金属空气电池
'jin'shu'mo'dian'wei'qi 金属膜电位器
'jin'shu'mo'dian'zu'qi 金属膜电阻器
'jin'shu'ruan'ci'cai'liao 金属软磁材料
'jin'shu'you'ji 金属有机
'jin'shu'zheng'qi'ji'guang'qi 金属蒸气激光器
'jin'tie'ju'jiao 近贴聚焦
'jing'bao 晶胞
'jing'ci'beng 静磁泵
'jing'ci'biao'mian'bo 静磁表面波
'jing'ci'bo 静磁波
'jing'dian'bao'hu 静电保护
'jing'dian'cun'chu'guan 静电存储管
'jing'dian'fang'dian'sun'shang 静电放电损伤
'jing'dian'ji 静电计
'jing'dian'ju'jiao'su'diao'guan 静电聚焦速调管
'jing'dian'kong'zhi 静电控制
'jing'dian'tou'jing 静电透镜
'jing'ding'yan'mo 晶锭研磨
'jing'ge 晶格
'jing'ge'chang'shu 晶格常数
'jing'ge'jie'gou 晶格结构
'jing'ge'pi'pei 晶格匹配
'jing'ge'que'xian 晶格缺陷
'jing'ji'tan'ce'qi 径迹探测器
'jing'kong'qi'ran'liao'dian'chi 肼空气燃料电池
'jing'mi'ce'ju'qi 精密测距器
'jing'mi'dian'wei'qi 精密电位器
'jing'mi'dian'zu'qi 精密电阻器
'jing'mi'du 精密度
'jing'mi'fu'er 精密伏尔
'jing'mi'jin'chang'lei'da 精密进场雷达
'jing'mian 晶面
'jing'mian'ji 净面积
'jing'mo'ca'li'ju 静摩擦力矩
'jing'pi'dian'ci'ji 经皮电刺激
'jing'pian 晶片
'jing'pin'gan'rao 镜频干扰
'jing'pin'hui'shou'hun'pin'qi 镜频回收混频器
'jing'qi 警旗
'jing'suo 精缩
'jing'tai'zheng'bu'zhuan'ju'te'xing 静态整步转矩特性
'jing'ti 晶体
'jing'ti'guan 晶体管
'jing'ti'guan'luo'ji 晶体管逻辑
'jing'ti'guang'xian 晶体光纤
'jing'ti'hun'pin'qi 晶体混频器
'jing'ti'lv'bo'qi 晶体滤波器
'jing'ti'sheng'zhang 晶体生长
'jing'ti'sheng'zhang'ti'la'fa 晶体生长提拉法
'jing'ti'zhen'dang'qi 晶体振荡器
'jing'tiao'tong'zhou'ci'kong'guan 精调同轴磁控管
'jing'wu 景物
'jing'xiang 晶向
'jing'xiang'can'shu 镜象参数
'jing'xiang'ping'mian 镜象平面
'jing'xiang'xian 径向线
'jing'xiang'yi'zhi'bi 镜象抑制比
'jing'xiang'yuan'li 镜象原理
'jing'xing'shan'shuo'ji'shu'qi 井型闪烁计数器
'jing'zha'guan 晶闸管
'jing'zhen 晶振
'jing'zhi'tu'xiang'guang'bo 静止图象广播
'jiu'cuo'bian'ma 纠错编码
'jiu'cuo'ma 纠错码
'jiu'tu'fa'cuo'wu'ma 纠突发错误码
'ju'chi'bo'xing 锯齿波形
'ju'guang'tai'yang'dian'chi 聚光太阳电池
'ju'he'ya'di'suan'jing'ti 聚合亚碲酸晶体
'ju'jiao 聚焦
'ju'jiao'wei'yi'te'xing 矩角位移特性
'ju'jue'yu 拒绝域
'ju'li 距离
'ju'li'biao'zhi 距离标志
'ju'li'dian 居里点
'ju'li'gao'du'xian'shi'qi 距离高度显示器
'ju'li'wen'du 居里温度
'ju'li'zao'sheng 距离噪声
'ju'mai'chong'ji'guang'qi 巨脉冲激光器
'ju'mai'chong'ji'shu 巨脉冲技术
'ju'ping'mu'xian'shi 巨屏幕显示
'ju'qun 巨群
'ju'shou 拒收
'ju'shu'guan 聚束管
'ju'xing'bo'dao 矩形波导
'ju'xing'chuang 矩形窗
'ju'xing'mai'chong 矩形脉冲
'ju'yu'wang 局域网
'ju'zhen'jie'shou'ji 矩阵接收机
'ju'zhen'xian'shi 矩阵显示
'juan'bao'shi'tai'yang'dian'chi 卷包式太阳电池
'juan'ji 卷积
'juan'ji'ding'li 卷积定理
'juan'ji'ma 卷积码
'juan'liu'chong'dian 涓流充电
'jue'ce 决策
'jue'ce'han'shu 决策函数
'jue'duan'gao'du 决断高度
'jue'dui'gao'du 绝对高度
'jue'dui'zhen'kong'ji 绝对真空计
'jue'yuan'chan'pin 绝缘产品
'jue'yuan'dian'zu 绝缘电阻
'jue'yuan'dian'zu'biao 绝缘电阻表
'jue'yuan'shan'chang'xiao'jing'ti'guan 绝缘栅场效晶体管
'jue'yuan'ti 绝缘体
'jue'yuan'ti'shang'gui'bo'mo 绝缘体上硅薄膜
'jun'fang'gen'zhi'you'xiao'zhi 均方根值有效值
'jun'heng'qi 均衡器
'jun'yun'xian 均匀线
'jun'yun'zhan'kuan 均匀展宽
'ka'er'man'lv'bo'qi 卡尔曼滤波器
'ka'pi'guan 卡皮管
'ka'pu'xian 卡普线
'ka'sai'ge'lun'fan'she'mian'tian'xian 卡塞格伦反射面天线
'kai'er'xi'shu 凯尔系数
'kai'guan 开关
'kai'guan'dian'lu 开关电路
'kai'guan'dian'rong'lv'bo'qi 开关电容滤波器
'kai'guan'dian'rong'qi 开关电容器
'kai'guan'dian'yuan'bian'ya'qi 开关电源变压器
'kai'guan'er'ji'guan 开关二极管
'kai'guan'jing'ti'guan 开关晶体管
'kai'guan'shi'jian 开关时间
'kai'guan'sun'hao 开关损耗
'kai'guan'wang'luo 开关网络
'kai'guan'zhi'ling 开关指令
'kai'hua 开花
'kai'huan 开环
'kai'huan'kong'zhi 开环控制
'kai'huan'pin'lv'xiang'ying 开环频率响应
'kai'lu'dian'ya 开路电压
'kai'lu'xian 开路线
'kai'lu'zhong'duan 开路终端
'kang'bao'he'xing'luo'ji 抗饱和型逻辑
'kang'bo'qiang'du 抗剥强度
'kang'ci'xing 抗磁性
'kang'fu'gong'cheng 康复工程
'kang'hui'wei'qiang 抗彗尾枪
'kang'pu'dun'xiao'ying 康普顿效应
'kang'shao'hui'neng'liang 抗烧毁能量
'kang'suo'er'xi'tong 康索尔系统
'kang'zao'sheng'chuan'sheng'qi 抗噪声传声器
'ke'bao'he'xi'shou 可饱和吸收
'ke'bian'chang'du'bian'ma'qi 可变长度编码器
'ke'bian'cheng'heng'xiang'lv'bo'qi 可编程横向滤波器
'ke'bian'cheng'luo'ji'qi'jian 可编程逻辑器件
'ke'bian'cheng'luo'ji'zhen'lie 可编程逻辑阵列
'ke'bian'cheng'yao'ce 可编程遥测
'ke'bian'cheng'zhi'du'cun'chu'qi 可编程只读存储器
'ke'bian'dian'gan'qi 可变电感器
'ke'bian'dian'rong'qi 可变电容器
'ke'bian'yu'luo'ji 可变阈逻辑
'ke'ca'bian'cheng'zhi'du'cun'chu'qi 可擦编程只读存储器
'ke'da'qu'yu 可达区域
'ke'da'xin'xi'lv 可达信息率
'ke'da'xing 可达性
'ke'dong'du 可懂度
'ke'dong'que'xian 可动缺陷
'ke'er'he 克尔盒
'ke'er'xiao'ying 克尔效应
'ke'guan'ce'xing 可观测性
'ke'han'xing'shi'yan 可焊性试验
'ke'ji'xing 可及性
'ke'jian'du'xi'shu 可见度系数
'ke'jie'shou'zhi'liang'shui'ping 可接收质量水平
'ke'kao'du 可靠度
'ke'kao'shou'ming 可靠寿命
'ke'kao'xing 可靠性
'ke'kao'xing'ren'zheng 可靠性认证
'ke'kao'xing'shi'yan 可靠性试验
'ke'kong'gui 可控硅
'ke'kong'gui'zheng'liu'qi 可控硅整流器
'ke'kong'xing 可控性
'ke'ni'ding'biao'qi 可逆定标器
'ke'nu'sen'shu 克努森数
'ke'nu'sen'zhen'kong'ji 克努森真空计
'ke'shen'ji'qu'jing'ti'guan 可渗基区晶体管
'ke'shi 刻蚀
'ke'shi'dian'hua 可视电话
'ke'shi'qu 可视区
'ke'shi'tu'wen 可视图文
'ke'wei'hu'xing 可维护性
'ke'xin'xing 可信性
'ke'yong'xing 可用性
'ke'zou'dong'bing'ren'jian'hu 可走动病人监护
'kong'cao'xing'xie'zhen'qiang 孔槽形谐振腔
'kong'chuan 空串
'kong'fen'duo'zhi 空分多址
'kong'fen'fu'yong 空分复用
'kong'fen'zhi'jiao'huan 空分制交换
'kong'guan 空管
'kong'guan'lei'da 空管雷达
'kong'hao 空号
'kong'ji'dao'hang 空基导航
'kong'jian'dian'he 空间电荷
'kong'jian'dian'he'bo 空间电荷波
'kong'jian'dian'he'shan'ji 空间电荷栅极
'kong'jian'dian'he'xian'zhi'dian'liu 空间电荷限制电流
'kong'jian'dian'zhen 空间点阵
'kong'jian'dian'zi'xue 空间电子学
'kong'jian'fen'ji 空间分集
'kong'jian'tong'xin 空间通信
'kong'jian'xie'bo 空间谐波
'kong'jing 孔径
'kong'su 空速
'kong'wei 空位
'kong'wei'liu 空位流
'kong'wei'tuan 空位团
'kong'xin'dao'xian 空心导线
'kong'xin'dian'zi'shu 空心电子束
'kong'xue 空穴
'kong'xue'xian'jing 空穴陷阱
'kong'yu'hua'fen 空域划分
'kong'zhi'gui'cheng 控制规程
'kong'zhi'lun 控制论
'kong'zhi'qi 控制器
'kong'zhi'shan'ji 控制栅极
'kong'zhi'shi'zi'zheng'jiao'ji 控制式自整角机
'kong'zhi'zhi'ling 控制指令
'kong'zhong'jiao'tong'guan'zhi 空中交通管制
'kou'shi'dian'chi 扣式电池
'kua'dao 跨导
'kuai'bo 快波
'kuai'li'zi'dao'dian 快离子导电
'kuai'shi'jian'kong'zhi 快时间控制
'kuai'su'chong'dian 快速充电
'kuai'su'fan'ying'neng'li 快速反应能力
'kuai'su'fen'zu'jiao'huan 快速分组交换
'kuai'su'fu'li'ye'bian'huan 快速傅里叶变换
'kuan'dai'fang'da'qi 宽带放大器
'kuan'dai'ma'fen'duo'zhi 宽带码分多址
'kuan'dai'zong'he'ye'wu'shu'zi'wang 宽带综合业务数字网
'kui'xian 馈线
'kui'yuan 馈源
'kuo'pin'duo'zhi 扩频多址
'kuo'pin'tong'xin 扩频通信
'kuo'pin'yao'kong 扩频遥控
'kuo'san 扩散
'kuo'san'beng 扩散泵
'kuo'san'dian'rong 扩散电容
'kuo'san'gong'yi 扩散工艺
'kuo'san'ji'huo'neng 扩散激活能
'kuo'san'kong'zhi 扩散控制
'kuo'san'shi 扩散势
'kuo'san'xi'shu 扩散系数
'kuo'sheng'xi'tong 扩声系统
'kuo'zhan'dian'zu 扩展电阻
'kuo'zhan'ma 扩展码
'kuo'zhan'qi 扩展器
'la'ba 喇叭
'la'ba'fan'she'tian'xian 喇叭反射天线
'la'ba'tian'xian 喇叭天线
'la'man'guang'xian'fang'da'qi 拉曼光纤放大器
'la'man'ji'guang'qi 拉曼激光器
'la'man'xiao'ying 拉曼效应
'la'mo'er'xuan'dong 拉莫尔旋动
'la'ping'ji'suan'ji 拉平计算机
'la'ping'yin'dao'dan'yuan 拉平引导单元
'la'tuo'qiang'du 拉脱强度
'lai'fu'jie'shou'ji 来复接收机
'lan'bao'shi'shang'gui'bo'mo 蓝宝石上硅薄膜
'lan'mu'ao'xian 兰姆凹陷
'lan'mu'xiao'zao'dian'lu 兰姆消噪电路
'lang'dao'zu'ni 朗道阻尼
'lang'yong'dian'liu 浪涌电流
'lang'yong'dian'ya 浪涌电压
'lao'hua 老化
'lao'sen'pan'ju 劳森判据
'lao'si 劳斯
'lei'bie'dian'ya 类别电压
'lei'da 雷达
'lei'da'di'ping'xian 雷达地平线
'lei'da'dian'ji 雷达点迹
'lei'da'dui'kang 雷达对抗
'lei'da'fan'zhen'cha 雷达反侦察
'lei'da'fang'cheng 雷达方程
'lei'da'fang'zhen'qi 雷达仿真器
'lei'da'fen'bian'li 雷达分辨力
'lei'da'hang'ji 雷达航迹
'lei'da'hui'bo 雷达回波
'lei'da'jie'mian'ji 雷达截面积
'lei'da'jin'jin'guan'zhi'xi'tong 雷达进近管制系统
'lei'da'ling'hang 雷达领航
'lei'da'mo'ni'qi 雷达模拟器
'lei'da'shu'ju'ku 雷达数据库
'lei'da'tan'ce'ju'li 雷达探测距离
'lei'da'tian'wen'xue 雷达天文学
'lei'da'wang 雷达网
'lei'da'wei'li'tu 雷达威力图
'lei'da'xian'shi'qi 雷达显示器
'lei'da'xun'de'qi 雷达寻的器
'lei'da'you'er 雷达诱饵
'lei'da'zhan 雷达站
'lei'da'zhong'ji 雷达中继
'lei'da'zhuan'fa'qi 雷达转发器
'lei'ji'gu'zhang'gai'lv 累积故障概率
'lei'ji'he'tu 累积和图
'lei'ji'pin'shuo 累积频数
'lei'ji'shi'xiao'gai'lv 累积失效概率
'lei'jie'zu'kang 累接阻抗
'lei'nuo'shu 雷诺数
'leng'bi'fan'ying'qi 冷壁反应器
'leng'dong'sheng'hua'jing 冷冻升华阱
'leng'han 冷焊
