'an'ding'qing'jing 安定清静
'tan'zhuo'shang'fan'yu'tou 痰浊上犯于头
'tan'zhuo'zu'yu'mai'luo 痰浊阻于脉络
'tan'zu'yu'xin 痰阻于心
'tang'ye'zhi'liao 汤液治疗
'te'shu'xing 特殊性
'teng'tong'deng 疼痛等
'ti'gao'ji'ti'kang'xie'neng'li 提高机体抗邪能力
'ti'gao'jian'kang'shui'ping 提高健康水平
'ti'gao'zheng'qi'kang'xie'neng'li 提高正气抗邪能力
'ti'gao'zheng'qi'kang'xie'neng'li'de'guan'jian 提高正气抗邪能力的关键
'ti'li'lao'dong 体力劳动
'ti'nei'huan'liu'chi'huan 体内环流迟缓
'ti'nei'wai'qi'ti'jiao'huan'chu'ru'bu'zu 体内外气体交换出入不足
'ti'nei'wai'qi'ti'jiao'huan'de'chang'suo 体内外气体交换的场所
'ti'nei'you'xue'ye'ting'zhi 体内有血液停滞
'ti'tuo'tan'xian'xi'bo'qing'leng 涕唾痰涎稀薄清冷
'ti'wen'zhu'jian'xia'jiang 体温逐渐下降
'ti'ye'zheng'fa'huo'shen'chu'chu'xian 体液蒸发或渗出出现
'ti'yu'duan'lian 体育锻炼
'ti'zhi 体质
'ti'zhi'jiao'zhuang 体质较壮
'ti'zhi'xu'ruo'zhe 体质虚弱者
'ti'zhi'yin'su 体质因素
'ti'zhi'zhuang'shi'zhe 体质壮实者
'tian'dan'xu'wu 恬淡虚无
'tian'di 天地
'tian'di'he'qi 天地合气
'tian'di'suo'chang'yang 天地所长养
'tian'di'zhe 天地者
'tian'di'zhi'dao'ye 天地之道也
'tian'fu'di'zai 天复地载
'tian'gui 天癸
'tian'han'ri'yin 天寒日阴
'tian'han'ze'tian'li'bi 天寒则腆理闭
'tian'han'ze'xi'li'bi 天寒则膝理闭
'tian'hua 天花
'tian'li'shu'song'er'bu'gu 腆理疏松而不固
'tian'lun 天论
'tian'nian 天年
'tian'qi'qing'qing'gu'shu'yang 天气轻清故属阳
'tian'qi'xia'wei'yu 天气下为雨
'tian'ren'guan'xi 天人关系
'tian'shu'yi'hou'ze'xi'li'kai 天暑衣厚则膝理开
'tian'tan'xu'wu 恬谈虚无
'tian'wei'yang 天为阳
'tian'wen'ri'ming 天温日明
'tian'yu'di 天与地
'tian'yuan'ji'da'lun 天元纪大论
'tian'zhi'qi'ye 天之气也
'tiao'he'ying'wei 调和营卫
'tiao'jie'ge'zang'fu'zu'zhi'sheng'li'gong'neng 调节各脏腑组织生理功能
'tiao'jie'ji'neng'shi'chang 调节机能失常
'tiao'jie'quan'shen'de'qi'ji'he'shui'ye'dai'xie 调节全身的气机和水液代谢
'tiao'jing'lun 调经论
'tiao'li'gan'pi 调理肝脾
'tiao'li'qi'xue 调理气血
'tiao'li'qi'xue'guan'xi 调理气血关系
'tiao'li'qi'xue'guan'xi'de'yuan'ze 调理气血关系的原则
'tiao'she'jing'shen 调摄精神
'tiao'zheng'qi'xue'guan'xi 调整气血关系
'tiao'zheng'yin'huo'yang'de'pian'sheng 调整阴或阳的偏盛
'tiao'zheng'yin'yang 调整阴阳
'tiao'zheng'zang'fu'gong'neng 调整脏腑功能
'ting'er'wei'tan 停而为痰
'ting'ji'fan'lan 停积泛滥
'ting'zhi'yu'zang'fu 停滞于脏腑
'ting'zhi'zai'zang'fu'jing'luo'deng'zu'zhi 停滞在脏腑经络等组织
'tong'bing'yi'zhi 同病异治
'tong'chu'gu'ding'bu'yi 痛处固定不移
'tong'da'shang'xia'nei'wai'bian'bu'yu'quan'shen 通达上下内外遍布于全身
'tong'de'wen'er'jian 痛得温而减
'tong'e'yu'nei 童遏于内
'tong'fu'yi'xie'da'chang'shi're 通腑以泻大肠实热
'tong'guo'fen'xi'ji'bing'de'lin'chuang'zheng'hou 通过分析疾病的临床证候
'tong'ji 痛积
'tong'jing 痛经
'tong'mai'si'ni'tang'zhu'zhi 通脉四逆汤主之
'tong'ping'xu'shi'lun 通评虚实论
'tong'she'xue'ye'wu'quan 统摄血液无权
'tong'shou 痛瘦
'tong'tiao'shui'dao 通调水道
'tong'xie'jiao'zuo 痛泻交作
'tong'xing'qi'xue 通行气血
'tong'yi'shi'dui'li'de'jie'guo 统一是对立的结果
'tong'yi'shi'er'zhe'zhi'jian'xiang'cheng'de'yi'mian 统一是二者之间相成的一面
'tong'yi'ti 统一体
'tong'yi'xing 统一性
'tong'yin'tong'yong 通因通用
'tong'you'ding'chu 痛有定处
'tou'hun'kun'juan 头昏困倦
'tou'men'zhong'ru'guo 头闷重如裹
'tou'mian'bu'wei 头面部位
'tou'mu'xuan'yun 头目眩晕
'tou'shen'teng'tong 头身疼痛
'tou'tong 头痛
'tou'tong'tou'zhang 头痛头胀
'tou'tong'yi'tou 头痛医头
'tou'zhang'tou'tong 头胀头痛
'tou'zhe 头者
'tou'zhong'zhong'zhang 头重肿胀
'tu'fa'xie'zai'chang'wei'xia'bu 吐法邪在肠胃下部
'tu'hui 吐蛔
'tu'jiao'ai'jia'gao 土脚爱稼稿
'tu'ran'hun'jue 突然昏厥
'tu'ran'qiang'lie 突然强烈
'tu'ran'shou'jing 突然受惊
'tu'ran'xing'de'da'liang'xiao'hao'huo'diu'shi 突然性的大量消耗或丢失
'tu'xia'zhi'yu 吐下之余
'tu'xie 吐泻
'tu'xie 吐血
'tu'zhi'bu'chu 吐之不出
'tui'dong 推动
'tui'dong'he'wen'xu'ge'zang'sheng'li'huo'dong 推动和温煦各脏生理活动
'tui'zhi'ke'bai 推之可百
'tui'zhi'ke'wan 推之可万
'tun'zhi'bu'xia 吞之不下
'tuo'fu'zhang'man 脱腹胀满
'tuo'gang'yin'ting 脱肛阴挺
'tuo'gang'yin'ting'deng'nei'zang'xia'chui 脱肛阴挺等内脏下垂
'tuo'gu'ju 脱骨疽
'tuo'jiu 脱臼
'tuo'jue 脱厥
'wai'er'kong'qiao'pi'mao 外而孔窍皮毛
'wai'gan'feng'han'zheng 外感风寒证
'wai'gan'han'xie 外感寒邪
'wai'gan'ji'bing 外感疾病
'wai'gan'liu'yin 外感六淫
'wai'gan'qiu'zao 外感秋燥
'wai'gan're'bing 外感热病
'wai'gan'shi'xie 外感湿邪
'wai'gan'shi'xie'er'fa'bing 外感湿邪而发病
'wai'gan'tou'tong 外感头痛
'wai'gu'mi 外固密
'wai'han 外寒
'wai'huan'jing'yu'fa'bing 外环境与发病
'wai'luo'yu'zhi'jie 外络于肢节
'wai'run'xi'li'kong'qiao 外润膝理孔窍
'wai'shang 外伤
'wai'shang'ji'fu'ju'bu 外伤肌肤局部
'wai'shang'shi'xue 外伤失血
'wai'xiang'de 外向的
'wai'xie'bu'yi'qin'fan 外邪不易侵犯
'wai'xie'fan'fei 外邪犯肺
'wai'xie'shu'biao 外邪束表
'wai'xie'tong'guo'nei'yin'er'qi'zuo'yong 外邪通过内因而起作用
'wai'xie'xi'biao 外邪袭表
'wai'xing'yu'zhi'ti 外形于肢体
'wai'yi'er'chu'xie 外逸而出血
'wai'ze'da'yu'pi'mao'he'kong'qiao 外则达于皮毛和孔窍
'wai'zhi'jin'gu'pi'rou 外至筋骨皮肉
'wan'fu'leng'tong 脘腹冷痛
'wan'fu'qi'zhi 脘腹气滞
'wan'fu'zhang'man 脘腹涨满
'wan'fu'zhang'man 脘腹胀满
'wan'fu'zhang'man'teng'tong 脘腹胀满疼痛
'wan'gu'bu'hua 完谷不化
'wan'quan'bu'lao'dong 完全不劳动
'wan'tong 脘痛
'wan'wu'fang'sheng 万物方生
'wan'wu'fu'yin'er'bao'yang 万物负阴而抱阳
'wan'wu'ge'de'qi'he'yi'sheng 万物各得其和以生
'wan'wu'xi'bei 万物悉备
'wan'wu'zhi'gang'ji 万物之纲纪
'wan'wu'zhi'neng'shi'ye 万物之能始也
'wan'wu'zhi'shang'xia'ye 万物之上下也
'wan'zheng'de'zu'zhi'xi'tong 完整的组织系统
'wan'zheng'xing 完整性
'wan'zhi'da'bu'ke'sheng'shu 万之大不可胜数
'wang'qi'yang 亡其阳
'wang'qing'ren 王清任
'wang'wen'wen'qie 望闻问切
'wang'xue'shi'jing 亡血失精
'wang'yang 亡阳
'wang'yang'xu'tuo 亡阳虚脱
'wang'yin 亡阴
'wang'yin'he'wang'yang 亡阴和亡阳
'wang'zhen 望诊
'wei'biao'bu'gu 卫表不固
'wei'bing'xian'fang 未病先防
'wei'bing'zhi'qian 未病之前
'wei'chang'ji're 胃肠积热
'wei'de'fu'shu'shui'gu'gong'neng'guo'yu'kang'jin 胃的腐熟水谷功能过于亢进
'wei'de'gong'neng'shi'tiao 胃的功能失调
'wei'de'jiang'zhuo 胃的降浊
'wei'de'qi'shu'ye 未得其术也
'wei'de'shou'na'fu'shu'shi'zhi 胃的受纳腐熟失职
'wei'de'yin'ye'ku'he 胃的阴液枯涸
'wei'guo'yu'gan 味过于甘
'wei'guo'yu'ku 味过于苦
'wei'guo'yu'suan 味过于酸
'wei'guo'yu'xian 味过于咸
'wei'guo'yu'xin 味过于辛
'wei'han 胃寒
'wei'han'he'wei're 胃寒和胃热
'wei'hou 胃厚
'wei'huo 胃火
'wei'huo'shang'yan 胃火上炎
'wei'huo'xun'jing'shang'yan 胃火循经上炎
'wei'lun 萎论
'wei'na'bu'jia 胃纳不佳
'wei'na'shou'zu'er'shi'shao 胃纳受阻而食少
'wei'nei'suo'yin'ye 为内所因也
'wei'qi 卫气
'wei'qi'bu'xing 卫气不行
'wei'qi'nai'hou 胃气乃厚
'wei'qi'shang'ni 胃气上逆
'wei'qi'shuai'bai 胃气衰败
'wei'qi'xian'bing'ye 为气先病也
'wei'qi'xu 胃气虚
'wei'qi'ying'xue 卫气营血
'wei'qi'yu'zhi 卫气郁滞
'wei're 胃热
'wei're'chi'sheng 胃热炽盛
'wei're'wei'huo 胃热胃火
'wei'sheng'gong'zuo'fang'zhen 卫生工作方针
'wei'shi'he'jiang 胃失和降
'wei'shi'pi'zhu 胃失脾助
'wei'shi'tong'jiang 胃失通降
'wei'wai'bu'gu 卫外不固
'wei'wai'er'wei'gu'ye 卫外而为固也
'wei'wai'gong'neng'jian'tui 卫外功能减退
'wei'wai'pi'fu'suo'zhong'ye 为外皮肤所中也
'wei'wu'bian'zheng 唯物辩证
'wei'wu'guan 唯物观
'wei'wu'he'bian'zheng 唯物和辩证
'wei'xia'chui 胃下垂
'wei'xie 微邪
'wei'xu'shi'jiang 胃虚失降
'wei'xue'hou'bing'ye 为血后病也
'wei'yang'xu'ruo 卫阳虚弱
'wei'yin'xu 胃阴虚
'wei'yin'yi'xu 胃阴亦虚
'wei'yu'zhong'jiao 位于中焦
'wei'yuan'pi'man 胃院痞满
'wei'zao 胃燥
'wei'zhi'guan'ye 胃之关也
'wei'zhong'cao'za 胃中嘈杂
'wei'zhong'han'ze'zhang'man 胃中寒则胀满
'wei'zhong'zheng'hou 危重证候
'wei'zhu'tong'jiang 胃主通降
'wen'bing'xue 温病学
'wen'bing'xue'jia 温病学家
'wen'bing'xue'li'lun 温病学理论
'wen'bing'xue'shuo 温病学说
'wen'du 温度
'wen'hua'shui'shi'wu'quan 温化水湿无权
'wen're'bing'shang'ji'wei'yin 温热病伤及胃阴
'wen're'de 温热的
'wen're'duo'yu 温热多雨
'wen're'liang'han 温热凉寒
'wen're'yao'zhi'qi'zhen'han 温热药治其真寒
'wen'san'qi'yin'han 温散其阴寒
'wen'shen'na'qi 温肾纳气
'wen'xin'yang'wei'zhu 温心阳为主
'wen'xu 温煦
'wen'xu'he'ying'yang 温煦和营养
'wen'xu'qi'hua'gong'neng'jian'tui 温煦气化功能减退
'wen'xu'quan'shen'zang'fu'zu'zhi 温煦全身脏腑组织
'wen'xu'shi'zhi 温煦失职
'wen'xu'zang'fu'zu'zhi 温煦脏腑组织
'wen'xu'zi'yang'yao'xi 温煦滋养腰膝
'wen'xu'zuo'yong 温煦作用
'wen'yi 温疫
'wen'yi 瘟疫
'wen'yi'liu'xing 瘟疫流行
'wen'yi'lun 温疫论
'wen'zao 温燥
'wu'bi'xian'an'wei'shou'xie'zhi'di 务必先安未受邪之地
'wu'bu'xi'gen'yu'xin 无不系根于心
'wu'cai 五材
'wu'fa'tian'he 无伐天和
'wu'fang 五方
'wu'ge'xi'tong 五个系统
'wu'geng'xie'xie 五更泄泻
'wu'gu'jin'ye'bie 五雇津液别
'wu'gu'liu'shi 无故流失
'wu'guan 五官
'wu'guan'jiu'qiao 五官九窍
'wu'han 无汗
'wu'ji 五季
'wu'ju'tong 吴鞠通
'wu'kuai'qi'xin 务快其心
'wu'ling'de'shou'gan'zhi'xie 无令得受肝之邪
'wu'ling'you'xi'xi 勿令有细隙
'wu'lu'zhi'suo'ju'ye 雾露之所聚也
'wu'mai'bu'tong'yu'she 无脉不通于舌
'wu'qi 五气
'wu'qi'bu'you 无器不有
'wu'qi'xue'de'shi'tiao 无气血的失调
'wu'qin'xi 五禽戏
'wu'qiong'wu'jin'de 无穷无尽的
'wu'se 五色
'wu'shen'ze'xing'bu'ke'huo 无神则形不可活
'wu'sheng 五声
'wu'shi'du'wu'ke'dao'zhi 误食毒物可导致
'wu'ti 五体
'wu'wei 五味
'wu'wei'pian'shi 五味偏嗜
'wu'wen'da'xiao 无问大小
'wu'xin'fan're 五心烦热
'wu'xing'de'te'xing 五行的特性
'wu'xing'xiang'ke 五行相克
'wu'xing'xiang'sheng 五行相生
'wu'xing'xue'shuo 五行学说
'wu'xing'ze'shen'wu'yi'fu 无形则神无以附
'wu'xing'zhi'tan 无形之痰
'wu'yang'ze'yin'wu'yi'sheng 无阳则阴无以生
'wu'yi'chang'lun 勿以常论
'wu'yi'qian'ye 无疫千也
'wu'yi'ru'yang'jin'mai 无以濡养筋脉
'wu'yi'wen'xu'pi'yang 无以温煦脾阳
'wu'yi'wen'yun'xue'mai 无以温运血脉
'wu'yi'zhi'zhi 五疫之至
'wu'yin 五音
'wu'yin'ze'yang'wu'yi'hua 无阴则阳无以化
'wu'yong'xin'zao'zhi'ji 误用辛燥之剂
'wu'you'ke 吴又可
'wu'you'zhong'shi 无有终时
'wu'yu'qing'jie'wu'hui'qi 屋宇清洁无秽气
'wu'zang 五脏
'wu'zang'de'yin'yang'qi'xue'shi'tiao 五脏的阴阳气血失调
'wu'zang'liu'fu'zhi'da'zhu 五脏六腑之大主
'wu'zang'liu'fu'zhi'zhu'ye 五脏六腑之主也
'wu'zang'yi'cheng 五脏已成
'wu'zang'zhe 五脏者
'wu'zang'zhi'huo 五脏之火
'wu'zhi 五志
'wu'zhi 物质
'wu'zhi'de'xiao'hao'zeng'jia 物质的消耗增加
'wu'zhi'guo'ji 五志过极
'wu'zhi'guo'ji'hua'huo 五志过极化火
'wu'zhi'guo'ji'hua'huo'zhuo'fei 五志过极化火灼肺
'wu'zhi'guo'ji'jie'neng'hua'huo 五志过极皆能化火
'wu'zhi'guo'ji'jie'neng'sheng'huo 五志过极皆能生火
'wu'zhi'hua'huo'er'zhi 五志化火而致
'wu'zhi'ji'chu 物质基础
'wu'zhi'shi'jie'wu'qiong'bian'hua 物质世界无穷变化
'wu'zhi'shu'yin 物质属阴
'wu'zhi'yu'wu'zhi'zhi'jian 物质与物质之间
'wu'zhi'zhi'huo 五志之火
'xi'bei 喜悲
'xi'bei'fang'di'shi'gao 西北方地势高
'xi'bei'fang'tian'qi'han'leng 西北方天气寒冷
'xi'bei'gao'yuan'di'qu 西北高原地区
'xi'bei'yan'han'di'qu 西北严寒地区
'xi'bei'zhi'qi 西北之气
'xi'jia'ye'shen 夕加夜甚
'xi'le'zhe 喜乐者
'xi'li'kai 膝理开
'xi'neng'huan'he'jing'shen'jin'zhang 喜能缓和精神紧张
'xi'nu'you'si'bei'kong'jing 喜怒忧思悲恐惊
'xi'ru'shen'yu'gan 吸入肾与肝
'xi'se 细涩
'xi'shang'xin 喜伤心
'xi'xiao'bu'xiu 喜笑不休
'xi'ze'qi'he'zhi'da 喜则气和志达
'xi'ze'qi'huan 喜则气缓
'xi'ze'ren'qi'shi'shuai 夕则人气始衰
'xia'jiang'de 下降的
'xia'jiang'huo'bi'cang 下降或闭藏
'xia'jiang'li'liang'guo'qiang 下降力量过强
'xia'jiang'yun'dong'bu'ji 下降运动不及
'xia'jiao 下焦
'xia'jiao'ru'du 下焦如渎
'xia'jiao'xu'han 下焦虚寒
'xia'li'chi'bai 下痢赤白
'xia're 夏热
'xia'ri'zai'fu 夏日在肤
'xia'shu'huo 夏属火
'xia'wei'bian'xie'beng'lou 下为便血崩漏
'xia'wei'xie'xie 下为泄泻
'xia'wei'yin 下为阴
'xia'wu'wei'yang'zhong'zhi'yin 下午为阳中之阴
'xia'xian 下陷
'xia'xu 下虚
'xia'yuan'xu'han 下元虚寒
'xia'ze'xu'chang 夏则虚敞
'xia'zhang 夏长
'xia'zhe'qi're 下者气热
'xia'zhi'pi'ruan 下肢痞软
'xia'zhi'si'shi'wu'ri 夏至四十五日
'xia'zhi'tan'ruan 下肢痰软
'xia'zhi'wei'ruan 下肢萎软
'xia'zhi'yi'yin'sheng 夏至一阴生
'xian'an'wei'shou'xie'zhi'di 先安未受邪之地
'xian'bing'er'hou'sheng'zhong'man'zhe 先病而后生中满者
'xian'cheng'jing 先成精
'xian'chi'teng'zhong 掀赤疼肿
'xian'fu'zheng'er'hou'qu'xie 先扶正而后祛邪
'xian'han'zi'shen'zhi'pin 咸寒滋肾之品
'xian'mei'su'lao'gu'rou 鲜美酥酪骨肉
'xian'qu'xie'er'hou'fu'zheng 先祛邪而后扶正
'xian're'er'hou'sheng'zhong'man'zhe 先热而后生中满者
'xian'tian'bu'zu 先天不足
'xian'tian'cha'fu'bu'zu 先天察赋不足
'xian'tian'zhi'ben 先天之本
'xian'tian'zhi'jing 先天之精
'xian'xian'ren'shen 咸先人肾
'xian'yin'qi'xu 先因气虚
'xian'you'shi'xue 先有失血
'xiang'dui'de'dong'tai'de'ping'heng 相对的动态的平衡
'xiang'dui'de'dong'tai'ping'heng 相对的动态平衡
'xiang'dui'jing'zhi 相对静止
'xiang'dui'jing'zhi'de'shi'wu'shu'yin 相对静止的事物属阴
'xiang'dui'ping'heng 相对平衡
'xiang'dui'ping'heng'de'zhong'yao'xing'he'bi'yao'xing 相对平衡的重要性和必要性
'xiang'fan'xiang'cheng 相反相成
'xiang'fu'xiang'cheng 相辅相成
'xiang'fu'xiang'cheng'zhi'gong 相辅相成之功
'xiang'hu'ge'ju 相互格拒
'xiang'hu'guan'lian 相互关联
'xiang'hu'lian'xi 相互联系
'xiang'hu'lian'xi'de'tong'dao 相互联系的通道
'xiang'hu'wei'yong 相互为用
'xiang'hu'xie'tiao 相互协调
'xiang'hu'yi'cun'guan'xi 相互依存关系
'xiang'hu'ying'xiang 相互影响
'xiang'hu'zhi'yue 相互制约
'xiang'hu'zi'sheng 相互资生
'xiang'huo'kang'sheng 相火亢盛
'xiang'huo'lun 相火论
'xiang'huo'wang'dong 相火妄动
'xiang'ri'wei'yang 向日为阳
'xiang'sheng'xiang'ke 相生相克
'xiang'tong'de'bing'ji 相同的病机
'xiang'wu'xiang'cheng 相侮相乘
'xiao'bian'bu'li 小便不利
'xiao'bian'duan'chi 小便短赤
'xiao'bian'huang'chi 小便黄赤
'xiao'bian'lin'zhuo 小便淋浊
'xiao'bian'qing'chang 小便清长
'xiao'bian'shi'jin 小便失禁
'xiao'chang 小肠
'xiao'chang'de'gong'neng'shi'tiao 小肠的功能失调
'xiao'chang'huo 小肠火
'xiao'chang'qing'zhuo'bu'fen 小肠清浊不分
'xiao'chang'zhe 小肠者
'xiao'chang'zhu'ye 小肠主液
'xiao'chu'pi'lao 消除疲劳
'xiao'chuan 哮喘
'xiao'da'bu'li 小大不利
'xiao'dao'fang'fa 消导方法
'xiao'dao'xie'xia 消导泻下
'xiao'er'sheng'ji'wang'sheng 小儿生机旺盛
'xiao'er'yao'zheng'zhi'jue 小儿药证直诀
'xiao'gu'shan'ji 消谷善饥
'xiao'hua'bu'liang 消化不良
'xiao'hua'xi'shou'he'yun'hua'neng'li 消化吸收和运化能力
'xiao'ji'de 消极的
'xiao'jin'dan 小金丹
'xiao'shuo'jin'ye 消烁津液
'xiao'shuo'yin'ye 消烁阴液
'xiao'zhang 消长
'xiao'zhang'sheng'shuai'de'bian'hua 消长盛衰的变化
'xiao'zhang'shi'jue'dui'de 消长是绝对的
'xiao'zhe'xiao'yi 小者小异
'xiao'zhuo'yin'ye 消灼阴液
'xie'bu'ke'gan 邪不可干
'xie'bu'neng'du'shang'ren 邪不能独伤人
'xie'cong'kou'bi'er'ren 邪从口鼻而人
'xie'feng'zhi'zhi 邪风之至
'xie'gan'huo'wei'zhu 泻肝火为主
'xie'ke 邪客
'xie'nan'bu'bei'fa 泻南补北法
'xie'qi 邪气
'xie'qi'chi'sheng 邪气炽盛
'xie'qi'du'ju'yu'shen 邪气独居于身
'xie'qi'fang'neng'cheng'xu'er'ru 邪气方能乘虚而入
'xie'qi'pian'sheng 邪气偏胜
'xie'qi'sheng'ze'shi 邪气盛则实
'xie'qi'shi'biao 邪气是标
'xie'qi'shi'fa'bing'de'zhong'yao'tiao'jian 邪气是发病的重要条件
'xie'qi'shi're 泻其实热
'xie'qi'shi'sheng 邪气始生
'xie'qi'ye'bu'sheng 邪气也不盛
'xie'qing'ze'bing'qing 邪轻则病轻
'xie'qu'er'zheng'qi'bu'fu 邪去而正气不复
'xie'qu'ze'zheng'an 邪去则正安
'xie'qu'zheng'an 邪去正安
'xie're 邪热
'xie're'chi'sheng 邪热炽盛
'xie're'fan 邪热犯
'xie're'jian'ao'xue'he'jin'ye 邪热煎熬血和津液
'xie're'jiu'liu 邪热久留
'xie're'jiu'liu'hua'huo 邪热久留化火
'xie're'li'jie'wei'ben 邪热里结为本
'xie're'nei'sheng 邪热内盛
'xie're'nei'xian'xin'bao 邪热内陷心包
'xie're'ren'xin 邪热人心
'xie're'ren'xue 邪热人血
'xie're'ru'xue'suo'zhi 邪热入血所致
'xie're'tan'huo'nei'yu 邪热痰火内郁
'xie'sheng'yu'zheng'ze'bing'jin 邪胜于正则病进
'xie'sheng'zheng'fu 邪胜正负
'xie'sheng'zheng'shuai 邪盛正衰
'xie'sheng'zheng'shuai 邪胜正衰
'xie'sheng'zheng'xu 邪盛正虚
'xie'shi 邪实
'xie'shi'jiao'ji'zhong 邪实较急重
'xie'shi'zhi'fa 泻实之法
'xie'tong 胁痛
'xie'tong'pi'kuai 胁痛痞块
'xie'tong'zuo'yong 协同作用
'xie'xia'bu'chang 泻下不畅
'xie'xia'yu'zi'yin'tong'yong 泻下与滋阴同用
'xie'xie 泄泻
'xie'xie'bian'tang 泄泻便塘
'xie'yu'hua'huo 邪郁化火
'xie'zai'fei 邪在肺
'xie'zai'gan 邪在肝
'xie'zai'pi'wei 邪在脾胃
'xie'zai'shen 邪在肾
'xie'zai'xin 邪在心
'xie'zai'xiong'ang'shang'bu 邪在胸肮上部
'xie'zheng'dou'zheng 邪正斗争
'xie'zheng'dou'zheng'de'sheng'fu 邪正斗争的胜负
'xie'zheng'dou'zheng'ju'lie 邪正斗争剧烈
'xie'zheng'guan'xi 邪正关系
'xie'zheng'sheng'shuai 邪正盛衰
'xie'zheng'shuang'fang 邪正双方
'xie'zheng'xiang'chi 邪正相持
'xie'zheng'xiao'zhang 邪正消长
'xie'zheng'xiao'zhang'sheng'shuai 邪正消长盛衰
'xie'zheng'xu'shi 邪正虚实
'xie'zheng'yu'fa'bing 邪正与发病
'xie'zhi'suo'cou 邪之所凑
'xie'zhi'yu'nei 泻之于内
'xie'zhong'ze'bing'zhong 邪重则病重
'xin'bao'luo 心包络
'xin'bing'chang'jian'zheng'zhuang 心病常见症状
'xin'bing'ji'fa'bing'shi'biao 新病继发病是标
'xin'cang'shen 心藏神
'xin'de'qi'xue'bu'zu 心的气血不足
'xin'de'qi'xue'xu'kui 心的气血虚亏
'xin'de'xing'xue 心的行血
'xin'de'yang'qi'pian'sheng 心的阳气偏盛
'xin'de'yang'qi'pian'shuai 心的阳气偏衰
'xin'de'yang'qi'xiang'dui'kang'sheng 心的阳气相对亢盛
'xin'de'yin'yang'qi'xue 心的阴阳气血
'xin'de'yin'yang'qi'xue'shi'tiao 心的阴阳气血失调
'xin'dong'bu'an 心动不安
'xin'dong'shi'chang 心动失常
'xin'dong'ze'wu'zang'liu'fu'jie'yao 心动则五脏六腑皆摇
'xin'fan 心烦
'xin'fan'shi'mian 心烦失眠
'xin'fan'yi'ku 心烦易哭
'xin'fang'ba'lue 新方八略
'xin'gan'huo'wang 心肝火旺
'xin'he'mai 心合脉
'xin'huo 心火
'xin'huo'chi'sheng 心火炽盛
'xin'huo'kang'sheng 心火亢盛
'xin'huo'shang'yan'yu'xia'yi 心火上炎与下移
'xin'huo'wang'sheng 心火旺盛
'xin'huo'xia'jiang 心火下降
'xin'huo'xia'yi 心火下移
'xin'huo'xun'jing'shang'yan 心火循经上炎
'xin'ji 心悸
'xin'ji'bu'an 心悸不安
'xin'ji'shi'mian 心悸失眠
'xin'ji'zheng'zhong 心悸怔仲
'xin'jing'huo're 心经火热
'xin'kai'qiao'yu'she 心开窍于舌
'xin'liang'run'zao 辛凉润燥
'xin'mai'bi'zu 心脉痹阻
'xin'mai'de'yun'xing'yi'chang 心脉的运行异常
'xin'mai'qi'xue'yun'xing'bu'chang 心脉气血运行不畅
'xin'mai'quan'zu 心脉痊阻
'xin'mai'wei'yu'xue'suo'zu 心脉为瘀血所阻
'xin'pi'qi'xue'liang'xu 心脾气血两虚
'xin'pi'yang'xu'ji'shen 心脾阳虚及肾
'xin'qi 心气
'xin'qi'bu'zu 心气不足
'xin'qi'chuan'man 心气喘满
'xin'qi'huan'san 心气涣散
'xin'qi'rao'dong'bu'an 心气扰动不安
'xin'qi'xin'yang'xu'sun 心气心阳虚损
'xin'qi'xu 心气虚
'xin'qi'xu'ze'bei 心气虚则悲
'xin'qi'yi 心气抑
'xin'qian'qu'bao'tong 心前区暴痛
'xin'qian'qu'bie'men'teng'tong 心前区憋闷疼痛
'xin'qing'shu'chang 心情舒畅
'xin'shen'bei'rao 心神被扰
'xin'shen'bei'zan'shi'zu'e 心神被暂时阻遏
'xin'shen'bu'an 心神不安
'xin'shen'bu'neng'nei'she 心神不能内舍
'xin'shen'bu'zu 心神不足
'xin'shen'de'yin'yang'xiang'jiao 心肾的阴阳相交
'xin'shen'fu'yue'er'bu'shou 心神浮越而不收
'xin'shen'huan'san 心神涣散
'xin'shen'nei'fu'bu'de'wai'yang 心神内伏不得外扬
'xin'shen'shi'yang 心神失养
'xin'shen'shi'yang'ze'xin'ji 心神失养则心悸
'xin'shen'shou'sun 心神受损
'xin'shen'xiang'jiao 心肾相交
'xin'shi'suo'yang 心失所养
'xin'shi'wu'zang'liu'fu'zhi'da'zhu 心是五脏六腑之大主
'xin'tong 心痛
'xin'wen'jie'biao 辛温解表
'xin'wu'suo'yi 心无所倚
'xin'wu'suo'zhu 心无所主
'xin'xian'ren'fei 辛先人肺
'xin'xiong'bie'men 心胸憋闷
'xin'xue 心血
'xin'xue'an'hao 心血暗耗
'xin'xue'bu'chang 心血不畅
'xin'xue'bu'ji'sheng'cheng'bu'chong 新血不及生成补充
'xin'xue'bu'sheng 新血不生
'xin'xue'bu'zu 心血不足
'xin'xue'kui'sun 心血亏损
'xin'xue'pi'zu 心血癖阻
'xin'xue'sheng'hua'zhang'ai 新血生化障碍
'xin'xue'xu'kui 心血虚亏
'xin'xue'yu'zu 心血瘀阻
'xin'xue'yu'zu'bing'zheng 心血瘀阻病证
'xin'yang 心阳
'xin'yang'bei'yi 心阳被抑
'xin'yang'pian'kang 心阳偏亢
'xin'yang'xin'qi'de'shi'tiao 心阳心气的失调
'xin'yang'xu'sun 心阳虚损
'xin'yang'xu'zhi'fen 心阳虚之分
