'ai'gan'huang'tian'xi'cheng'wei'hui 哀感皇天兮城为隳
'ju'bu'dan'qi 鵙不单栖
'ju'cha'ru'yun 举锸如云
'ju'ci'zhi'chu'ao'yao'jun 居此之处傲尧君
'ju'feng'wei'ne 据冯惟讷
'ju'jian'da'dai'li 俱见大戴礼
'ju'ran'you'yi 居然有异
'ju'shi'su'suo'yan'yao'ci 据史苏所言繇辞
'ju'tang 据唐
'ju'yi'lu 居易录
'ju'yi'yu'zu'yi'san'yu 举一隅足以三隅
'ju'you'cao 拘幽操
'ju'zhe'bu'zuo 居者不作
'ju'zhe'wu'zai 居者无载
'ju'zhong'quan'li'zhi'ge'ye 举众劝力之歌也
'ju'zhong'yu'qi'ci 句中语气词
'juan'jia'yi 卷贾谊
'juan'juan'bu'sai 涓涓不塞
'juan'juan'qi'shui 涓涓淇水
'juan'juan'quan'shui 涓涓泉水
'juan'juan'yuan'shui 涓涓源水
'juan'lu'wen'zuo 卷录文作
'juan'mu 卷目
'juan'tao'lin'jia 卷逃鳞甲
'juan'yin 卷引
'juan'yin'lu 卷引录
'jue'dao'bu'tong 厥道不同
'jue'gu'jiu'yi 绝故旧矣
'jue'qu'wei'yu 决渠为雨
'jue'shi'you'chang 决拾有常
'jue'xi'jiao'xi 觉兮较兮
'jue'zhang'shui'xi'guan'ye'pang 决漳水兮灌邺旁
'jue'zhi'zai'er 厥志在饵
'jun'biao'zhu'chu'chu 均标注出处
'jun'bu'jiang'qi'shi'wei'le'ming 均不将其视为乐名
'jun'bu'shou 均不收
'jun'bu'wang'chen 君不忘臣
'jun'bu'yu'xi'qie'shui'yuan 君不御兮妾谁怨
'jun'chen'dao'xi 君臣道息
'jun'chen'sheng'li 君臣生离
'jun'chen'tong'he 君臣同和
'jun'cheng'che 君乘车
'jun'dan'deng 君担簦
'jun'fu'yu'ci 均附于此
'jun'jian'ren'ze'kuan 君贱人则宽
'jun'jin'yi'qian'liang'ju'wei'yi'shi 均仅以前两句为逸诗
'jun'jun'zi'ze'zheng 君君子则正
'jun'lai'zhao'wo 君来召我
'jun'shi 均是
'jun'song'yu 均宋玉
'jun'wei 均为
'jun'wei'shou'e'qi'wang 均为兽恶其网
'jun'wu'ming'xian'biao'zhi 均无明显标志
'jun'wu'shuo'ming 均无说明
'jun'yan 均言
'jun'yi'bi'wei'ming 君以蔽为明
'jun'yu'diao'qiang 峻宇雕墙
'jun'zhi'dao'wu'shang'wu'zu'wei'zhi 均只到无伤吾足为止
'jun'zhi'yu 均置于
'jun'zi'bu'jing'yu'shui 君子不镜于水
'jun'zi'you'jiu 君子有酒
'jun'zi'yue 君子曰
'jun'zi'zhong'xi 君子重袭
'jun'zuo 均作
'jun'zuo'ren 均作人
'jun'zuo'wei'ci'tiao'zhu'jie 均作为词条注解
'jun'zuo'wei'zhu'jie 均作为注解
'kai'di'jun'zi 岂弟君子
'kai'fang'san'zi'ye 开方三子也
'kai'ge 凯歌
'kai'tou'shao'yi'ru'zi 开头少一如字
'kan'jing'zhi'wa 坎井之蛙
'kan'ke'he'gu'xi'li'jue'ci 坎坷何辜兮离厥茨
'kan'ye'zuo 堪夜作
'kan'yin'shi'san'zhou'zhi 阚骃十三州志
'kang'cang'zi 亢仓子
'kang'ji'mi 糠及米
'kang'kai'ge 慷慨歌
'kang'qu'ge 康衢歌
'kang'qu'yao 康衢谣
'kao'cha'qi'qian'hou'wen 考察其前后文
'kao'cheng'yi'yan'yue 考城邑谚曰
'kao'gong'ji 考工记
'ke'an'shi 可暗使
'ke'bu'qiu'yin 渴不求饮
'ke'bu'shen'yu 可不慎与
'ke'che'er'jue 可掣而绝
'ke'dan 渴旦
'ke'he'gu'xi 轲何辜兮
'ke'jian 可见
'ke'jian'feng'hai'shi'qu'fen 可见冯还是区分
'ke'jian'qi'mai'xiu'ji'shi'shi 可见其麦秀既是诗
'ke'le'ting'ye 可乐听也
'ke'mu'wei'li'qi'bu'dui 刻木为吏期不对
'ke'neng'shi 可能是
'ke'neng'shi'suo'ju'ban'ben'bu'tong 可能是所据版本不同
'ke'neng'xing'bi'jiao'da 可能性比较大
'ke'shang'cao 克商操
'ke'shi'gui 可使鬼
'ke'shi'wei'hua'yong 可视为化用
'ke'wei'qin'ming'wen'si 可谓钦明文思
'ke'yi'chu'zou 可以出走
'ke'yi'de'chang'shou 可以得长寿
'ke'yi'fang'bian'jian'suo 可以方便检索
'ke'yi'jie'wu'min'zhi'yun 可以解吾民之愠
'ke'yi'jiu'chang 可以久长
'ke'yi'liao'ji 可以疗饥
'ke'yi'ming'que'wei'wu'le 可以明确为舞乐
'ke'yi'si'bai 可以死败
'ke'yi'yang'fu 可以养父
'ke'yi'yang'mu 可以养母
'ke'yi'zhi'chang'jiu 可以支常久
'ke'yi'zhuo'wo'ying 可以濯我缨
'ke'yi'zhuo'wo'zu 可以濯我足
'ke'you'ge'yu'ying'zhong'zhe 客有歌于郢中者
'ke'yu 刻羽
'ke'zheng'jin'ji'zhi'ming 可证巾机之铭
'ke'zheng'meng'hu 苛政猛虎
'ke'zhi'jie'han'ren'wei'tuo 可知皆汉人伪托
'ke'zhi'yu'wen'xian'shi'dai 可置于文献时代
'ke'zhuang'qi'you 克壮其犹
'ke'zi 可菑
'ke'zui'er'chu'zou 客醉而出奏
'keng'long'kui 铿隆愧
'kong'cong'zi 孔丛子
'kong'cong'zi'ji'wen'pian 孔丛子记问篇
'kong'cong'zi'wei'fu 孔丛子为附
'kong'fei'yi'pian'zhi'ci 恐非一篇之辞
'kong'hou'shi'chuan'zao'yan 恐后世传造焉
'kong'jia 孔甲
'kong'jia'pan'yu'shu 孔甲盘盂书
'kong'jia'yue 孔甲曰
'kong'shu'yin'liu'xuan'shuo 孔疏引刘炫说
'kong'yan 孔衍
'kong'ying'da'yue 孔颖达曰
'kong'zi'bai'gu 孔子百觚
'kong'zi'ge'yue 孔子歌曰
'kong'zi'jia'yu 孔子家语
'kong'zi'lei 孔子诔
'kong'zi'shi'jia 孔子世家
'kong'zi'shi'yong'yu'lu 孔子始用于鲁
'kong'zi'song 孔子诵
'kong'zi'wei'di'zi'yue 孔子谓弟子曰
'kong'zi'yan 孔子言
'kong'zi'yi'wei'bu'fei 孔子以为不废
'kong'zi'zhi'ge 孔子之歌
'kong'zi'zuo 孔子作
'kou'kou'sheng'gou 口口生垢
'kou'qiang'kou 口戕口
'kou'shi'he'shang 口是何伤
'kou'zei'bu'sheng 寇贼不生
'ku'jing'ze'ji 哭井则己
'ku'si'yu'ye 枯死于野
'ku'yu'xian'suo 枯鱼衔索
'kuai'ji'shan'ke'shi'ming 会稽山刻石铭
'kuai'yi'yu'xing'ren 快意于行人
'kuang'ren'chen'er'qiu'fan'qi'shang'hu 况人臣而求犯其上乎
'kuang'ri'bu'quan 况日不悛
'kuang'yu'zhen'liang 况于贞良
'kui'ran'hui'lv 喟然回虑
'kui'wang'shen 窥望审
'kun'chong'wu'zuo 昆虫勿作
'kun'xue'ji'wen 困学纪闻
'kun'xue'ji'wen 困学记闻
'la'ci 蜡辞
'la'ci'wei'bi'shi'qi'suo'yan 蜡辞未必是其所言
'lai'dun'yu'xia 来遁于下
'lai'gui'yue'guo 来归越国
'lai'kan 来看
'lai'nv'xiao'sun 来女孝孙
'lai'ren'ge 莱人歌
'lai'ri'an'suo'geng 来日安所耕
'lai'shen'bao'xu'ren'huo'su 赖申包胥人获苏
'lai'shi'bu'ke'dai 来世不可待
'lai'xia'zhi'shui 濑下之水
'lai'xia'zhi'shui 瀬下之水
'lai'xian'ren'xi'en'ze'zhen 赖先人兮恩泽臻
'lai'zhe'you'ke'zhui 来者犹可追
'lai'zi'he'chu 来自何处
'lan'fu'jing 嬾妇惊
'lan'fu'jing 懒妇惊
'lan'ming'xun 览冥训
'lan'ran'xing'chen 烂然星陈
'lan'yi'bu'mei'xi 揽衣不寐兮
'lang'xie'tai'ke'shi'ming 琅邪台刻石铭
'lang'zi'ye'xin 狼子野心
'lao'jiang'zhi'er'mao'ji'zhi 老将知而耄及之
'lao'li'bao 老吏抱
'lao'shang 劳商
'lao'xin'jiu'zhou 劳心九州
'lao'zi'zhong'you'da'liang 老子中有大量
'le'di'zhi'xin 乐帝之心
'le'ji 乐记
'le'ji'ze'bei 乐极则悲
'le'lu 乐录
'le'mo'le'xi'xin'xiang'zhi 乐莫乐兮新相知
'le'xi'le'xi 乐兮乐兮
'le'yi'jun'zi 乐矣君子
'le'zai'qi'yang 乐在其央
'lei'ju 类聚
'lei'ku'qiu 垒枯邱
'lei'niu'lie'ma'han'shi'xia 羸牛劣马寒食下
'lei'si'de'biao'shu 类似的表述
'lei'tong 雷同
'lei'yao 类要
'li'bi'pi'fei 鹂必匹飞
'li'bie'xiang'qu'ci 离别相去辞
'li'bu'xu'qi'wei 嫠不恤其纬
'li'cai'zheng'ci 理财正辞
'li'chang'bi 厉倡嬖
'li'dang'lie'wei'liang'tiao 例当列为两条
'li'dang'shi'wei'liang'tiao 理当视为两条
'li'dang'shi'wei'shi 理当视为诗
'li'fu'yi'xing 立傅以行
'li'guang'chuan'yin'yan 李广传引谚
'li'gui'shi'zhi'gui'zu 力贵实知贵卒
'li'hong 离鸿
'li'ji 礼记
'li'ji'lian'wang 厉疾怜王
'li'ji'lian'wang 疠疾怜王
'li'ji'tan'gong 礼记檀弓
'li'ji'yao 骊姬繇
'li'ji'yin'nan'ren'yan 礼记引南人言
'li'ji'zheng'yi 礼记正义
'li'ji'zi'yi 礼记缁衣
'li'ji'zuo'cai'qi 礼记作采齐
'li'ju 骊驹
'li'ju'zai'men 骊驹在门
'li'jue'zi 离厥菑
'li'jun'shi'wei'du'li'tiao'mu 理均视为独立条目
'li'li'kong'zhao'bu'ji'xi 栗栗恐朝不及夕
'li'lian'wang 疠怜王
'li'ling'zhi'hun 利令智昏
'li'lou'pian 离娄篇
'li'mi 李密
'li'qin'shi'qing 力勤十顷
'li'ren'lian'wang 疠人怜王
'li'sang'bu'ru'jian'guo 力桑不如见国
'li'sao'bu'zhu 离骚补注
'li'shan'pan'xi 历山盘兮
'li'shan'pan'xi'qin'yin 厉山盘兮钦崟
'li'shan'zhu 李善注
'li'shou 狸首
'li'shou'ge 狸首歌
'li'shou'qi'fu 利受其福
'li'shou'zhi'ban'ran 狸首之斑然
'li'tian'bu'ru'feng'feng'nian 力田不如逢丰年
'li'tian'bu'ru'yu'feng'nian 力田不如遇丰年
'li'wo'zheng'min 立我烝民
'li'xin 李欣
'li'xing'mei 犁星没
'li'xing'mei 犂星没
'li'yan'yue 里谚曰
'li'yi'bu'qian 礼义不愆
'li'yi'ji'bei 礼仪既备
'li'yi'qi'ban 峛崺其阪
'li'yi'shan'shi 李义山诗
'li'yi'you'xu 礼仪有序
'li'yi'zhi'bu'qian'xi 礼义之不愆兮
'li'yong 利用
'li'yu 里语
'li'yu'yue 俚语曰
'li'yu'yue 里语曰
'li'yue'ling'chi 礼乐陵迟
'li'ze'ren'bi 力则任鄙
'li'zhi'wei'ming'yue 礼至为铭曰
'li'zi'wei'yun 力字为韵
'lian'han'ze'jue 连旱则绝
'lian'jie'bu'shou'qian 廉洁不受钱
'lian'li'an'ke'wei'ye 廉吏安可为也
'lian'li'chang'ku'pin 廉吏常苦贫
'lian'li'er'ke'wei'er'bu'ke'wei 廉吏而可为而不可为
'lian'li'er'ke'wei'zhe 廉吏而可为者
'lian'shan 连山
'lian'shi'chong'ming 廉士重名
'liang'chen'ji'mou 良臣集谋
'liang'chu'cha'bie'jiao'da'yi'wen 两处差别较大异文
'liang'chu'yi'yang 两处一样
'liang'fu'hui'lian 梁甫回连
'liang'gong 良工
'liang'gong 良弓
'liang'gong'bu'de 良工不得
'liang'gong'cang 良工藏
'liang'gong'de'zhi 良工得之
'liang'gong'zhi'zi 良弓之子
'liang'guo'bing'jiao 两国兵交
'liang'guo'jiao'zheng 两国交争
'liang'mu'qi'huai'hu 梁木其坏乎
'liang'ren'dui'da 两人对答
'liang'ren'pan'duan 两人判断
'liang'shi 梁史
'liang'shi 梁诗
'liang'shi'yi'yi 梁史已佚
'liang'shou'qu'bie'jiao'da 两首区别较大
'liang'tiao'zi'chan'song'jian'ge'san'nian 两条子产诵间隔三年
'liang'xiong'bu'bing'qi 两雄不并栖
'liang'ye'bu'qu 两叶不去
'liang'ye'zhi'zi 良冶之子
'liang'yu'bu'zhuo 良玉不琢
'liang'yuan'di'zuan'yao 梁元帝纂要
'liang'ze'wu'yi'cu'ze'you'zhi 粱则无矣粗则有之
'liang'zhe'cha'yi'jiao'da 两者差异较大
'liang'zhe'hai'shi'you'qu'bie'de 两者还是有区别的
'liang'zhe'shi'mao'dun'de 两者是矛盾的
'liang'zhou'shi'shi'yi'bu'shou 两周诗史亦不收
'liang'zu'zhi'mei'you'jiao 两足之美有鷮
'liao'e 蓼莪
'liao'yi'zu'sui 聊以卒岁
'lie'ci'si'kao 列此俟考
'lie'nv'yin 烈女引
'lie'nv'zhuan 列女传
'lie'si'ju'wei'yi'shi 列四句为逸诗
'lin'an'fu'ke'ben 临安府刻本
'lin'dang'xiang'bie'shi 临当相别时
'lin'he'ge 临河歌
'lin'he'tan 临河叹
'lin'he'zhi'cao 临河之操
'lin'hu'ruo'xiu'suo'zhi'yu'liu'ma 懔乎若朽索之驭六马
'lin'lv'shan'xia'ren'yu'yue 林虑山下人语曰
'lin'ren'yi'de 临人以德
'lin'xi'lin'xi'wo'xin'you 麟兮麟兮我心忧
'lin'zhong'bu'mai'xin 林中不卖薪
'ling'bao'yao 灵宝谣
'ling'bao'yao'lue 灵宝要略
'ling'gong'duo'wo'li 灵公夺我里
'ling'gong'nai'qu'qi'sheng 灵公乃去其声
'ling'gong'qing'mian'xin'huo 灵公情湎心惑
'ling'ji'yi'ju 另辑逸句
'ling'kui'hou 灵夔吼
'ling'ling'zhi'shui 泠泠之水
'ling'lun'du'zhang'ge 伶伦渡漳歌
'ling'luo 苓落
'ling'wen'ling'wang 令问令望
'ling'wo'cai'ge'yi'zuo'si 令我采葛以作丝
'ling'you'liu'zheng 另有流征
'ling'yue'ji'ri 令月吉日
'liu'bai'jiu 六百九
'liu'bai'jiu'shi'san 六百九十三
'liu'bai'shi 六百十
'liu'bi'chuan 刘濞传
'liu'chuan'xia'lai'de'shi'zuo 流传下来的诗作
'liu'dai'lun 六代论
'liu'fan 六反
'liu'feng 流风
'liu'fu'san'shi'wei'zhi'jiu'gong 六府三事谓之九功
'liu'fu'yin'li'yu 刘辅引里语
'liu'gui'du'shi'ye 刘规杜是也
'liu'guo'pian 六国篇
'liu'hua 刘画
'liu'ji'yu'qi'xi 流及于淇兮
'liu'jin 流金
'liu'ju'ban 六句版
'liu'li'si'xia 流离四下
'liu'lie 六列
'liu'nian'qi'bu 六年其逋
'liu'pei'wo'xi 六辔沃兮
'liu'qu'yi'wu'zhi 六曲以舞之
'liu'shi 六十
'liu'tao 六韬
'liu'ti'hui'yun 流涕芔陨
'liu'wan'zhi'yu'ou'yu 流丸止于瓯臾
'liu'xia'hui'lei 柳下惠诔
'liu'xiang'bie'lu 刘向别录
'liu'xie'yun 刘勰云
'liu'xing'yi'shi 流行一时
'liu'xuan'chuan 刘炫传
'liu'yan'zhi'yu'zhi'zhe 流言止于知者
'liu'yin 流阴
'liu'ying 六英
'liu'yu'qi'xi 流于淇兮
'liu'ze'shang'rui'zong'shu 柳泽上睿宗书
'liu'zheng 流征
'liu'zheng 流徴
'liu'zhi 留之
'liu'zhou 刘昼
'liu'zhou'yin'gu'yan 刘昼引古谚
'liu'zi'xin'lun 刘子新论
'liu'zi'xin'lun'yue 刘子新论曰
'liu'zi'yin'gu'yan 刘子引古谚
'long'bu'yin'lin 龙不隐鳞
'long'de'sheng'tian 龙得升天
'long'fan'qi'xiang 龙反其乡
'long'fan'qi'yuan 龙反其渊
'long'fan'qi'yuan 龙返其渊
'long'han'dao'lu'cheng'nan'dang 隆寒道路诚难当
'long'ji'ru'shen'yuan 龙既入深渊
'long'ji'sheng'yun 龙既升云
'long'ji'wu'shi 龙饥无食
'long'mei'die 龙媒蹀
'long'she'ge 龙蛇歌
'long'she'ge'fu 龙蛇歌附
'long'she'ge'zheng 龙蛇歌正
'long'she'ju'xing 龙蛇俱行
'long'tou'liu'shui 陇头流水
'long'tou'zhi'shui 陇头之水
'long'wei'zhang'ren'shan'yin'ju 龙威丈人山隐居
'long'yi'sheng'yun 龙已升云
'long'yu'shang'tian 龙欲上天
'long'zao'ji'e 龙遭饥饿
'lu'bao 鲁褒
'lu'bu'shou 逯不收
'lu'chu'nv'zuo 鲁处女作
'lu'cong'feng 逯从冯
'lu'ding'gong'ji'zai'gu'yu 鲁定公记载古语
'lu'feng'jun'wu 逯冯均无
'lu'feng'wu 逯冯无
'lu'guo'tong'yao 鲁国童谣
'lu'he'shi'shi 六合是式
'lu'ji 陆机
'lu'ji'yin'li'yu 陆机引里语
'lu'ji'yu 陆机语
'lu'jia'xin'yu 陆贾新语
'lu'jiang'he'ji 陆将何及
'lu'jiang'he'ji'hu 陆将何及乎
'lu'jiang'liang'ge'zheng'he'wei 逯将两个整合为
'lu'jun'ru'xiao'xu 逯均入小序
'lu'lian'zi 鲁连子
'lu'man'man 路漫漫
'lu'qian'er'ju 录前二句
'lu'qin'li 逯钦立
'lu'qiu'jie'fu 鲁秋洁妇
'lu'qu'shi'ji'zhe'wei'zheng 录取史记者为正
'lu'ren'yi'song'zhi'yue 鲁人鹥诵之曰
'lu'ren'zhi'gao 鲁人之皋
'lu'shi 逯是
'lu'shi 鲁诗
'lu'shi'shou'lu 鲁诗收录
'lu'si'bu'ze'yin 鹿死不择音
'lu'suo'ben 逯所本
'lu'tong'yao 鲁童谣
'lu'wen'chao'yue 卢文弨曰
'lu'wen'shu 路温舒
'lu'wen'shu'chuan 路温舒传
'lu'wen'shu'yin'yan 路温舒引谚
'lu'wu 逯误
'lu'zai'xiao'xu'zhong'ti'ji 逯在小序中提及
'lu'zhi'yu'shi'ji 录之于诗集
'lu'zhong'lian'yin'gu'yan 鲁仲连引古谚
'lu'zhong'ren'lu'zhong'ren 芦中人芦中人
'lu'zhu 卢注
'lu'zi'mai'qiu'er'bu'shou 虏自卖裘而不售
'luan'qi'ji'gang 乱其纪纲
'lun'bu'xiu'xin 论不修心
'lun'bu'xun'xin 论不循心
'lun'heng 论衡
'lun'ren'sheng 论人声
'lun'shi'yu'xia'zuo 伦使于夏作
'lun'wen 论文
'lun'yu 论语
'lun'yu'bi'kao'chen 论语比考谶
'lun'yu'yue 论语曰
'lun'yu'zhai'shuai'sheng 论语摘衰圣
'luo'bin'zhui'dao 洛滨醊祷
'luo'dang'nai'he 罗当奈何
'luo'hu'dan'yi 罗縠单衣
'luo'li'yi'fang 洛鲤伊鲂
'luo'qi'zhao'ge 罗绮朝歌
'luo'yang'zhi'shui 洛阳之水
'luo'ye 落叶
'luo'zao'cui'chang'nv'xi 跞躁摧长恧兮
'lv'chao'shuang'xi'cai'chen'han 履朝霜兮采晨寒
'lv'ju'ming 履屦铭
'lv'lan 吕览
'lv'shi'chun 吕氏春
'lv'shi'chun'qiu 吕氏春秋
'lv'shi'chun'qiu'suo'zai 吕氏春秋所载
'lv'shi'chun'qiu'xin'xiao'shi 吕氏春秋新校释
'lv'shi'chun'qiu'you'song'er'zhang 吕氏春秋有诵二章
'lv'shu'zi'she 闾姝子奢
'lv'shuang'cao 履霜操
'lv'yin'zhen'er'ren 缕因针而人
'lv'yin'zhen'er'ru 缕因针而入
'ma'bu'ke'ji 马不可极
'ma'huang'zhong'mai 麻黄种麦
'ma'ji'ze'zhi 马极则踬
'ma'jian'ni 马溅泥
'ma'liao'yin'chang'an'yu 马廖引长安语
'ma'rong 马融
'ma'yi'bu'gang 马亦不刚
'ma'yin'qin 马银琴
'ma'yin'ru'tu'mo'zhi'mo 马音如涂抹之抹
'ma'yuan'chuan'fu'ma'liao'chuan 马援传附马廖传
'ma'zhi'gang'yi 马之刚矣
'ma'zong 马总
'mai'chai'bu 买钗不
'mai'huang'zhong'ma 麦黄种麻
'mai'xiu'feng'yao 麦秀风摇
'mai'xiu'ge 麦秀歌
'mai'xiu'jian'jian 麦秀渐渐
'mai'xiu'jian'jian 麦秀蔪蔪
'mai'xiu'jian'jian'xi 麦秀渐渐兮
'mai'xiu'qi'qi'xi 麦秀蕲蕲兮
'man'huo'qi'ge 谩或其歌
'man'man 缦缦
'mang'mang'yu'ji 芒芒禹迹
'mao'chi 茅鸱
'mao'die'cun'yan 茅绖存焉
'mao'jun 茅君
'mao'jun'yao'ge 茅君谣歌
'mao'ming 矛铭
'mao'shi 毛诗
'mao'shi'cao'mu'chong'yu'shu 毛诗草木虫鱼疏
'mao'shi'ming'wu'jie 毛诗名物解
'mao'shi'shu'yi 毛诗疏义
'mao'shi'you'yi 髦士攸宜
'mao'ying'nei'zhuan 茅盈内传
'mei'cheng'zai'jiu 美成在久
'mei'cuo'zhe 每斮者
'mei'dan'pi'xian 昧旦丕显
'mei'mu'pan'xi 美目盼兮
'mei'nv'ru'shi 美女入室
'mei'ren'ying'ying'xi 美人荧荧兮
'mei'ren'zhu'li 韎任朱离
'mei'shou'wan'nian 眉寿万年
'mei'tuo'tuo 没橐驼
'mei'you'biao'zhi'xing'yu'yan 没有标志性语言
'mei'you'ming'que'pan'ding'he'shi 没有明确判定何时
'mei'zai'shui 美哉水
'meng'ben'zhi'juan'ye 孟贲之倦也
'meng'chang'jun'yue 孟尝君曰
'meng'chi'jiu'min 蒙耻救民
'meng'dian'ge 梦奠歌
'meng'dong'shi'yue'duo'xue'shuang 孟冬十月多雪霜
'meng'ge 梦歌
'meng'hu'bu'chu'bei'shi 猛虎不处卑势
'meng'hu'hai 猛虎骇
'meng'zhi'tian'di'suo 梦之天帝所
'meng'zi 孟子
'meng'zi'chu'ci'tong 孟子楚辞同
'meng'zi'fan'ge 孟子反歌
'meng'zi'yin'qi'ren'yan 孟子引齐人言
'meng'zi'yin'xia'yan 孟子引夏谚
'mi'bu'ji'du 靡不记睹
'mi'dao'bu'yuan 迷道不远
'mi'jin'mi'gu 靡今靡古
'mi'luan'sheng'se'xin'chan'yan'xi 迷乱声色信谗言兮
'mi'mi 靡靡
'mi'mi'zhi'yin'ye 靡靡之音也
'mi'qiu'er'bi 麛裘而鞸
'mi'qiu'er'bi 麛裘而韠
'mi'ri'bu'si 靡日不思
'mi'yang'mi'yang 迷阳迷阳
'mian'bi'liu'shui 沔彼流水
'mian'er'qian'liu 冕而前旒
'mian'mian'sheng'zhi'gua 绵绵生之瓜
'mian'mian'zhi'ge 绵绵之葛
'mian'shui'pian 沔水篇
'mian'yu'xing'lu'shen'shi'zhi'xue 免于刑戮身世之学
'miao'bu'ke'wen 渺不可闻
'miao'li'xi'bei'yun'ran 妙丽兮被云髯
'mie'chou'po'wu 灭雠破吴
'mie'zhi 灭之
'min'bao'yu'xin 民保于信
'min'bu'ke'ju 民不可剧
'min'e'qi'shang 民恶其上
'min'e'yan'yue'yun'yun 民讹言曰云云
'min'ge 民歌
'min'ji'ze'bai 民极则败
'min'ke'jin'bu'ke'xia 民可近不可下
'min'nai'wai'ci 民乃外次
'min'se'zhi'gong 民啬执功
'min'shan'zhi'di 岷山之地
'min'sheng'zai'qin 民生在勤
'min'tian'bu'diao 旻天不弔
'min'wei'bang'ben 民惟邦本
'min'wei'huai'nan'li'wang'ge 民为淮南厉王歌
'min'yao 民谣
'min'you'qin'miao 民有寝庙
'min'you'zuo'ge'ge'huai'nan'wang 民有作歌歌淮南王
'min'yuan'nian 闵元年
'min'yuan'shang'guo 民怨伤国
'min'zhi'duo'xing 民之多幸
'min'zu'liu'wang 民卒流亡
'ming'cao'xue'quan 明曹学佺
'ming'chen 明晨
'ming'dai'dong'shuo 明代董说
'ming'guang'yu'shang'xia 明光于上下
'ming'hu'ming'hu 命乎命乎
'ming'ming 明明
'ming'ming'shang'tian 明明上天
'ming'ming'wo'zu 明明我祖
'ming'mo'yi'min 明末遗民
'ming'nian'qi'si'yu'gao'liang'zhi'xu 明年其死于高梁之虚
'ming'que'shuo 明确说
'ming'ri 明日
'ming'shen 明慎
'ming'sheng'you'ye 鸣声幽咽
'ming'tang'wei 明堂位
'ming'wei'feng'huang 名为凤凰
'ming'wu'shi'li'ye 明无失礼也
'ming'xian'biao'zhi 明显标志
'ming'xian'biao'zhu 明显标注
'ming'xian'bu'gou'ke'kao 明显不够可靠
'ming'xian'bu'shi 明显不是
'ming'xian'fei'yan'yu 明显非谚语
'ming'xian'wei'hou'ren'wei'tuo 明显为后人委托
'ming'yan'qi'ren 名衍齐人
'ming'ye 命也
'ming'yu'ru'ming 明虞汝明
'ming'yue'chu'lv 名曰初虑
'ming'yue'gui'lai 名曰归来
'ming'yue'ling'luo 名曰苓落
'ming'yue'nan'yang 名曰南阳
'ming'yue'xi'yang 名曰晳阳
'ming'yue'zhu'gan 名曰朱干
'ming'zhi'bu'zao 命之不造
'ming'zhi'shuai'yi 命之衰矣
'ming'zhi'yue 命之曰
'miu'yu 缪与
'mo'bu'dai'kui 莫不代匮
'mo'bu'gan'shang 莫不感伤
'mo'bu'mao'zhe 莫不茂者
'mo'bu'xian'ting 莫不咸听
'mo'er'ju'yuan'ben'wu 末二句原本无
'mo'fei'er'ji 莫匪尔极
'mo'jin'guan'ge 秣金关歌
'mo'ma'jin'guan 秣马金关
'mo'ming'huang'lu 殁命黄垆
'mo'mo'gao'shan 莫莫高山
'mo'mu'qiu'zhi 嫫母求之
'mo'san'ren'er'mi 莫三人而迷
'mo'shi'fu'li'hun'jiang'ju'huo 莫食复礼昏将举火
'mo'yi'wei'lang 墨以为朗
'mo'yi'wei'ming 墨以为明
'mo'yu'gan'zhi 莫余敢止
'mo'yu'yuan'shou 冐于原兽
'mo'zhi'mei'xi 莫之媒兮
'mo'zhi'qi'di'zhi'shuo 莫知其苖之硕
'mo'zhi'yu'jing 莫之与京
'mo'zhi'zhi'bi 莫之知避
'mo'zhi'zhi'zai 莫之知载
'mo'zhong'er'mi 莫众而迷
'mo'zi 墨子
'mo'zi'chun'qiu 墨子春秋
'mo'zi'suo'yin 墨子所引
'mo'zi'xian'gu 墨子闲诂
'mo'zi'yun 墨子云
'mou'chen'wang 谋臣亡
'mou'er'bu'de 谋而不得
'mou'zi'yin'gu'yan 牟子引古谚
'mu'ke'yin 木客吟
'mu'ri'yu'yue'bai'bao'sheng 沐日浴月百宝生
'mu'shi'fan'zhe'pi'qi'zhi 木实繁者披其枝
'mu'tian'zi'yao 穆天子谣
'mu'tian'zi'zhuan'ming'que'shuo 穆天子传明确说
'mu'tian'zi'zhuan'wu 穆天子传五
'mu'yi'si 母已死
'mu'yu'yuan'jing'er'zheng'zhi 目于眢井而拯之
'mu'zi'wen'zhi 牧子闻之
'na'me 那么
'na'qi'sheng'sheng'li'yan 纳其声声丽颜
'na'xia 纳夏
'na'yi'xiao'cheng 纳以孝成
'nai'da'ji'ye 乃大吉也
'nai'da'qi'fu 乃大其辐
'nai'di'mie'wang 乃底灭亡
'nai'ge'yue 乃歌曰
'nai'guan'xin'gong 乃管新宫
'nai'gui'shan'he 奈龟山何
'nai'he'li'si'yang 奈何罹斯殃
'nai'ji'qi'tang 乃跻其堂
'nai'jie'qi'xing 乃节其行
'nai'ke'du 乃可读
'nai'liang'han'wei'shu 乃两汉纬书
'nai'ming'zhou'gong'wei'zuo 乃命周公为作
'nai'quan'ru'qu 乃全汝躯
'nai'ru'dong'ting'qie'yu'shu 乃入洞庭窃禹书
'nai'she'ji'he 奈社稷何
'nai'shen'er'fu 乃申尔服
'nai'tui'er'yin'ji 乃退而隐迹
'nai'wei'jin'ce 乃为金策
'nai'xia'shi'xi 乃下世兮
'nai'yi'nai'rang 乃揖乃让
