'ai'e'xiang'gong'er'ji'xiong'sheng 爱恶相攻而吉凶生
'yu'tian'di'xiang'si 与天地相似
'yu'wan'wu 育万物
'yu'wu'jiu 裕无咎
'yu'xuan'zai'shang 玉铉在上
'yu'ye 遇也
'yu'yi'qi'gong'xia'ren'zhe'ye 语以其功下人者也
'yu'yi'run'zhi 雨以润之
'yu'yu'zhi'ji 遇雨之吉
'yu'yuan'fu 遇元夫
'yu'zhi'shi'yi'da'yi'zai 豫之时义大矣哉
'yu'zhu'yu'xiang 遇主于巷
'yuan'er'shen 圆而神
'yuan'hai'ye 远害也
'yuan'heng 元亨
'yuan'heng'li'zhen 元亨利贞
'yuan'ji 元吉
'yuan'ji'wu'jiu 元吉无咎
'yuan'ji'zai'shang 元吉在上
'yuan'jin'xiang'qu'er'hui'lin'sheng 远近相取而悔吝生
'yuan'min'ye 远民也
'yuan'qu'zhu'wu 远取诸物
'yuan'shi'fan'zhong 原始反终
'yuan'shi'yao'zhong 原始要终
'yuan'shi'yuan'yong'zhen 原筮元永贞
'yuan'yong'zhen 元永贞
'yuan'zhe 元者
'yue'da'you 曰大有
'yue'dong'hui 曰动悔
'yue'ge 曰革
'yue'ji'wang 月几望
'yue'ren'yu'yi 曰仁与义
'yue'rou'yu'gang 曰柔与刚
'yue'shi'ke 曰噬嗑
'yue'tong'ren 曰同人
'yue'wang'ze'ri'lai 月往则日来
'yue'xian'yu'wei 曰闲舆卫
'yue'xiao'chu 曰小畜
'yue'yin'yu'yang 曰阴与阳
'yue'ying'ze'shi 月盈则食
'yun'cong'long 云从龙
'yun'shang'yu'tian 云上於天
'yun'sheng 允升
'yun'sheng'da'ji 允升大吉
'yun'xing'yu'shi 云行雨施
'za'er'bu'yan 杂而不厌
'za'er'bu'yue 杂而不越
'za'gua'chuan 杂卦传
'zai'di'cheng'xing 在地成形
'zai'gui'yi'che 载鬼一车
'zai'san'du 再三渎
'zai'shi'zhong 在师中
'zai'shi'zhong'ji 在师中吉
'zai'tian'cheng'xiang 在天成象
'zai'xia'wei'er'bu'you 在下位而不忧
'zai'zai'wai'ye 灾在外也
'zai'zhong'kui 在中馈
'zang'zhi'zhong'ye 葬之中野
'zao'ren'zhi'ci'duo 躁人之辞多
'zao'wan'wu'zhe 燥万物者
'ze'bei'yi 则备矣
'ze'bu'yi'qi'suo'xing'ye 则不疑其所行也
'ze'bu'yu 则不御
'ze'da'die'zhi'jie 则大耋之嗟
'ze'de'qi'you 则得其友
'ze'di'cui 泽地萃
'ze'dong'er'xia 泽动而下
'ze'fei'qi'zhong'yao'bu'bei 则非其中爻不备
'ze'feng'da'guo 泽风大过
'ze'ge'cong'qi'lei'ye 则各从其类也
'ze'hai'cheng 则害成
'ze'huo'ge 泽火革
'ze'jie'ruo 则嗟若
'ze'jin'yi 则尽矣
'ze'jing'er'zheng 则静而正
'ze'ju'ke'zhi'yi 则居可知矣
'ze'kun'er'fan'ze'ye 则困而反则也
'ze'lei'sui 泽雷随
'ze'li'you'you'wang 则利有攸往
'ze'mie'mu 泽灭木
'ze'min'bu'ying'ye 则民不应也
'ze'min'bu'yu'ye 则民不与也
'ze'qian'kun'huo'ji'hu'xi'yi 则乾坤或几乎息矣
'ze'shan'xian 泽山咸
'ze'shang'you'di 泽上有地
'ze'shang'you'feng 泽上有风
'ze'shang'you'lei 泽上有雷
'ze'shang'you'shui 泽上有水
'ze'shang'yu'di 泽上於地
'ze'shang'yu'tian 泽上于天
'ze'shang'zhi'zhe'zhi'yi 则伤之者至矣
'ze'shi'chen 则失臣
'ze'shi'shen 则失身
'ze'shi'tian'di'bu'jiao 则是天地不交
'ze'shi'tian'di'jiao 则是天地交
'ze'shui'kun 泽水困
'ze'si'guo'ban'yi 则思过半矣
'ze'sun'yi'ren 则损一人
'ze'tian'jue 泽天夬
'ze'wu'shui 泽无水
'ze'wu'yi'jian'yi 则无以见易
'ze'xing'fa'qing'er'min'fu 则刑罚清而民服
'ze'yan'yu'yi'wei'jie 则言语以为阶
'ze'zhong'you'huo 泽中有火
'ze'zhong'you'lei 泽中有雷
'zhan'hu'qian 战乎乾
'zhan'long'yu'ye 战龙於野
'zhan'shi'wei'lai 占事未来
'zhang'ren 丈人
'zhang'wang'er'cha'lai 彰往而察来
'zhang'zi'shuai'shi 长子帅师
'zhao'si'guo'ye 照四国也
'zhe'qi'you'gong 折其右肱
'zhen'bu'yu'qi'gong 震不于其躬
'zhen'da'ren'ji 贞大人吉
'zhen'dong'fang'ye 震东方也
'zhen'fu'yi'zhe'ye 贞夫一者也
'zhen'gu 贞固
'zhen'gua'zhong 震卦终
'zhen'guan'zhe'ye 贞观者也
'zhen'heng 振恒
'zhen'heng'zai'shang 振恒在上
'zhen'ji 贞吉
'zhen'ji 贞疾
'zhen'ji'heng 贞吉亨
'zhen'ji'hui'wang 贞吉悔亡
'zhen'ji'sheng'jie 贞吉升阶
'zhen'jing'bai'li 震惊百里
'zhen'lai'li 震来厉
'zhen'lai'xi'xi 震来虩虩
'zhen'li 贞厉
'zhen'li'wu'jiu 贞厉无咎
'zhen'lin 贞吝
'zhen'ming'zhe'ye 贞明者也
'zhen'qi'ye 震起也
'zhen'shang'dui'xia 震上兑下
'zhen'shang'gen'xia 震上艮下
'zhen'shang'kan'xia 震上坎下
'zhen'shang'kun'xia 震上坤下
'zhen'shang'li'xia 震上离下
'zhen'shang'qian'xia 震上乾下
'zhen'shang'xun'xia 震上巽下
'zhen'shang'zhen'xia 震上震下
'zhen'sheng'zhe'ye 贞胜者也
'zhen'su'su 震苏苏
'zhen'sui'ni 震遂泥
'zhen'suo'suo 震索索
'zhen'wang'lai'li 震往来厉
'zhen'wei'lei 震为雷
'zhen'wei'long 震为龙
'zhen'wei'zu 震为足
'zhen'wu'jiu'zhe 震无咎者
'zhen'xing'wu'sheng 震行无眚
'zhen'xiong 贞凶
'zhen'yi'suo'er'de'nan 震一索而得男
'zhen'yong'fa'gui'fang 震用伐鬼方
'zhen'zhe 贞者
'zhen'zhe'dong'ye 震者动也
'zhen'zheng'ye 贞正也
'zheng'bei'fang'zhi'gua'ye 正北方之卦也
'zheng'bu'fu'ye 征不服也
'zheng'da'er'tian'di'zhi'qing'ke'jian'yi 正大而天地之情可见矣
'zheng'hu'xiong'ye 正乎凶也
'zheng'ji 征吉
'zheng'jia'er'tian'xia'ding'yi 正家而天下定矣
'zheng'wei'ju'ti 正位居体
'zheng'wei'ye 正位也
'zheng'xiong 征凶
'zheng'yi'guo 征邑国
'zheng'yi'guo'ye 征邑国也
'zhi'bian'hua'zhi'dao'zhe 知变化之道者
'zhi'bu'she'ming'ye 志不舍命也
'zhi'chong'li'bei 知崇礼卑
'zhi'cun'er'bu'zhi'wang 知存而不知亡
'zhi'da'xing'ye 志大行也
'zhi'de'er'bu'zhi'sang 知得而不知丧
'zhi'er'bu'wang'luan 治而不忘乱
'zhi'er'li'hu'ming 止而丽乎明
'zhi'er'shuo 止而说
'zhi'er'xun 止而巽
'zhi'er'yong'zhi 制而用之
'zhi'gang'ye 志刚也
'zhi'gao'bu'shi 雉膏不食
'zhi'gong'yi'cun'qi'wei'zhe'ye 致恭以存其位者也
'zhi'guang'da'ye 知光大也
'zhi'ji'ping 只既平
'zhi'jian'bing'ye 至坚冰也
'zhi'jin'er'bu'zhi'tui 知进而不知退
'zhi'jin'tui'cun'wang 知进退存亡
'zhi'jing'er'de'fang 至静而德方
'zhi'ke'ze'ye 志可则也
'zhi'kou'zhi 致寇至
'zhi'lai'zhe'ni 知来者逆
'zhi'lin 知临
'zhi'lin 至临
'zhi'lin'wu'jiu 至临无咎
'zhi'mo'ye 志末也
'zhi'qi'sui 执其随
'zhi'qi'suo'ye 止其所也
'zhi'qi'zheng'ye 直其正也
'zhi'qiong'xiong'ye 志穷凶也
'zhi'qiong'ye 志穷也
'zhi'qiong'zai'ye 志穷灾也
'zhi'shang'xing'ye 志上行也
'zhi'she'xia'ye 志舍下也
'zhi'shi'ran'hou'heng 致饰然后亨
'zhi'tian'xia'zhi'huo 致天下之货
'zhi'tong'sai'ye 知通塞也
'zhi'wei'bian'ye 志未变也
'zhi'wei'de'ye 志未得也
'zhi'wei'guang'ye 志未光也
'zhi'wei'ping'ye 志未平也
'zhi'xiao'xiang'ye 致孝享也
'zhi'xing'ye 志行也
'zhi'xing'zheng'ye 志行正也
'zhi'ye 止也
'zhi'yi'cang'wang 知以藏往
'zhi'yi'fang'ye 直以方也
'zhi'yi'hu'kun 致役乎坤
'zhi'yi'ye 志疑也
'zhi'yi'zai 知矣哉
'zhi'ying'ye 志应也
'zhi'yong'huang'niu 执用黄牛
'zhi'yu'ba'yue'you'xiong 至于八月有凶
'zhi'yu'cong'ji 置于丛棘
'zhi'yu'shi'nian 至于十年
'zhi'yuan'yi'li'tian'xia 致远以利天下
'zhi'zai'jun'ye 志在君也
'zhi'zai'kun'yuan 至哉坤元
'zhi'zai'nei'ye 志在内也
'zhi'zai'sui'ren 志在随人
'zhi'zai'wai'ye 志在外也
'zhi'zai'xia'ye 志在下也
'zhi'zhe'guan'qi'tuan'ci 知者观其彖辞
'zhi'zhe'jian'zhi'wei'zhi'zhi 知者见之谓之知
'zhi'zhi 止之
'zhi'zhi'ye 志治也
'zhi'zhi'yong'huang'niu'zhi'ge 执之用黄牛之革
'zhi'zhi'zhi'zhi 知至至之
'zhi'zhong'zhong'zhi 知终终之
'zhi'zhou'hu'wan'wu 知周乎万物
'zhi'zhu'gong'ye 止诸躬也
'zhong'bi'you'suo'bi 众必有所比
'zhong'bu'ke'chang'ye 终不可长也
'zhong'bu'ke'yong'ye 终不可用也
'zhong'bu'zai'ren 中不在人
'zhong'bu'zi'luan'ye 中不自乱也
'zhong'chao'san'chi'zhi 终朝三褫之
'zhong'er'suo'cheng'shi'ye 终而所成始也
'zhong'fu 中孚
'zhong'fu'gua'zhong 中孚卦终
'zhong'fu'xin'ye 中孚信也
'zhong'fu'yi'li'zhen 中孚以利贞
'zhong'gang'er'bu'zhong 重刚而不中
'zhong'hang 中行
'zhong'hang'du'fu 中行独复
'zhong'hang'wu'jiu 中行无咎
'zhong'ji 终吉
'zhong'lai'you'ta 终来有他
'zhong'lin 终吝
'zhong'men'ji'tuo 重门击柝
'zhong'ming'yi'li'hu'zheng 重明以丽乎正
'zhong'mo'zhi'ling'ye 终莫之陵也
'zhong'mo'zhi'sheng 终莫之胜
'zhong'mo'zhi'wen'ye 终莫之闻也
'zhong'ri'jie 终日戒
'zhong'ri'qian'qian 终日乾乾
'zhong'wan'wu'shi'wan'wu'zhe 终万物始万物者
'zhong'wei'bian'ye 中未变也
'zhong'wei'da'ye 中未大也
'zhong'wei'guang'ye 中未光也
'zhong'wei'wang'ye 中未亡也
'zhong'wu'gong'ye 终无功也
'zhong'wu'jiu 终无咎
'zhong'wu'jiu'ye 终无咎也
'zhong'wu'you'ye 中无尤也
'zhong'wu'you'ye 终无尤也
'zhong'xian'ye 重险也
'zhong'xin 忠信
'zhong'xin'de'ye 中心得也
'zhong'xin'yi'zhe'qi'ci'zhi 中心疑者其辞枝
'zhong'xin'yuan'ye 中心愿也
'zhong'xiong 终凶
'zhong'xun'yi'shen'ming 重巽以申命
'zhong'ye 众也
'zhong'yi'wei'shi'ye 中以为实也
'zhong'yi'wei'zhi'ye 中以为志也
'zhong'yi'xing'yuan'ye 中以行愿也
'zhong'yi'xing'zheng'ye 中以行正也
'zhong'yi'yu'ming 终以誉命
'zhong'yi'zi'kao'ye 中以自考也
'zhong'you'da'bai 终有大败
'zhong'you'qing'ye 中有庆也
'zhong'you'xiong 终有凶
'zhong'yun 众允
'zhong'yun'zhi 众允之
'zhong'ze'you'shi 终则有始
'zhong'ze'you'shi'ye 终则有始也
'zhong'zheng'er'ying 中正而应
'zhong'zheng'ye 中正也
'zhong'zheng'yi'guan'tian'xia 中正以观天下
'zhong'zheng'yi'tong 中正以通
'zhong'zheng'you'qing 中正有庆
'zhong'zhi'ze'luan 终止则乱
'zhou'ji'zhi'li 舟楫之利
'zhou'liu'zhu'xu 周流注虚
'zhou'ri'san'jie 昼日三接
'zhou'ri'san'jie'ye 昼日三接也
'zhou'ye'zhi'xiang'ye 昼夜之象也
'zhou'zhi'sheng'de'xie 周之盛德邪
'zhu'fu'fang'lai 朱绂方来
'zhu'qi'zhe'mo'ruo'zhang'zi 主器者莫若长子
'zhu'ren'you'yan 主人有言
'zhuang'yu'da'yu'zhi'fu 壮于大舆之輹
'zhuang'yu'qian'zhi 壮于前趾
'zhuang'yu'qiu 壮于頄
'zhuang'yu'zhi 壮于趾
'zhuo'mu'wei'si 斵木为耜
'zhuo'sun'zhi 酌损之
'zi'cang'ye 自藏也
'zi'fu 自复
'zi'ke'jia 子克家
'zi'qiu'kou'shi 自求口实
'zi'shang'xia'xia 自上下下
'zi'shang'you'ye 自上佑也
'zi'shi'qi'fu 子弑其父
'zi'shi'ye 自试也
'zi'tian'you'ye 自天佑也
'zi'tian'you'zhi 自天佑之
'zi'wai'lai'ye 自外来也
'zi'wo'xi'jiao 自我西郊
'zi'wo'zhi'kou 自我致寇
'zi'wo'zhi'rong 自我致戎
'zi'xia'song'shang 自下讼上
'zi'yi'gao'ming 自邑告命
'zi'yue 子曰
'zi'zi 子子
'zu'cheng'zhi'zhong 卒成之终
'zu'yi'chang'ren 足以长人
'zu'yi'gan'shi 足以干事
'zu'yi'he'li 足以合礼
'zu'yi'he'yi 足以和义
'zui'da'er'bu'ke'jie 罪大而不可解
'zun'er'guang 尊而光
'zun'jiu'gui'er 樽酒簋贰
'zuo'ci'wu'jiu 左次无咎
'zuo'jie'sheng'er'wei'wang'gu 作结绳而为网罟
'zuo'yi'zhe 作易者
'zuo'yi'zhe'qi'zhi'dao'hu 作易者其知盗乎
