'a'bi'liu'you 阿比留优
'da'hui'zhuan 大回转
'da'huo'ji 打火机
'da'ji'fang'yu 打击防御
'da'jia'fan'chang 打架番长
'da'jia'gui'xiu 大家闺秀
'da'jia'lai'lian'ai 大家来恋爱
'da'jia'yi'qi'jiao 大家一起叫
'da'jia'yi'qi'lai 大家一起来
'da'jiang'dong'qu 大江东去
'da'jiang'hu'huo'jian 大江户火箭
'da'jiang'jun 大将军
'da'jiang'qian'li 大江千里
'da'jiao'xue'lun 大教学论
'da'jie'da 大姐大
'da'jin'tian'yu'mei 大津田裕美
'da'jiu'bao'li'yang 大久保利洋
'da'jiu'bao'ling 大久保玲
'da'jiu'bao'ma'li'zi 大久保麻梨子
'da'jiu'bao'shen'long 大久保伸隆
'da'jiu'bao'ya'yi 大久保亚衣
'da'kai'ai 打开爱
'da'kai'yan'jie 大开眼戒
'da'kong'ming'ri'xiang 大空明日香
'da'kong'mo'long 大空魔龙
'da'kong'you'fei 大空佑飞
'da'lan'tang 大懒堂
'da'lang'man'zhu'yi 大浪漫主义
'da'lao'po'ju'le'bu 大老婆俱乐部
'da'lao'po'xiao'lao'gong 大老婆小老公
'da'lao'ying 大老鹰
'da'li'shui'shou 大力水手
'da'lian'meng 大联盟
'da'lian'wang'ye 褡裢王爷
'da'lian'zhan 大连站
'da'lin'dian'zi 大林典子
'da'lin'long'jie 大林隆介
'da'lin'long'zhi'jie 大林隆之介
'da'ling'xing 大陵星
'da'ling'xing'zong 大陵星宗
'da'long'cai'nai 大泷彩乃
'da'long'jin'shi 大泷进矢
'da'long'jing'guan 大泷警官
'da'long'ming'ri'xiang 大泷明日香
'da'long'yong'yi 大泷咏一
'da'long'yu'zi 大泷裕子
'da'lu'hui'mei 大路惠美
'da'ma'fan 大麻烦
'da'mao'mao 大猫猫
'da'mao'xian'jia 大冒险家
'da'men'wu'lang 大门五郎
'da'men'xiao'bai'he 大门小百合
'da'men'ying 大门英
'da'men'zhi'xiang 大门知香
'da'ming 大命
'da'ming'gong'ci 大明宫词
'da'ming'li 大明历
'da'ming'qi'cai 大明奇才
'da'ming'shou 大命兽
'da'ming'xing 大明星
'da'ming'yun 大命运
'da'mo'jian 大魔茧
'da'mo'tou 大魔头
'da'mu'cai'nai 大木彩乃
'da'mu'guang 大木光
'da'mu'jin 大木堇
'da'mu'li'sha 大木理沙
'da'mu'min'fu 大木民夫
'da'mu'you 大木悠
'da'nan'ren 大男人
'da'nao'chang'ban'po 大闹长坂坡
'da'nao'fan'she 大脑反射
'da'nao'yi'chang 大闹一场
'da'nao'zao'can 大闹早餐
'da'nei'qun'ying 大内群英
'da'nei'ya'li'sha 大内亚里沙
'da'niao'he'xiao'niao 大鸟和小鸟
'da'niao'mei'you'ji 大鸟美由纪
'da'nv'ren 大女人
'da'nv'zai 大女仔
'da'pao'zhi'jie 大炮之街
'da'pen'ti 打喷嚏
'da'pi'po'sha'lun 大毗婆沙论
'da'ping'chun'zi 大坪纯子
'da'ping'jia'dai 大平佳代
'da'ping'tou 大平透
'da'po'gong 大迫弓
'da'pu'an'na 大浦安娜
'da'pu'bu'zhi'shu 大瀑布之术
'da'pu'dong'hua 大浦冬华
'da'pu'long'yu'yi 大浦龙宇一
'da'qi'dian'xue 大气电学
'da'qi'neng'jian'du 大气能见度
'da'qi'neng'liang'xue 大气能量学
'da'qi'wu'li'xue 大气物理学
'da'qi'ying'xiong'zhuan 大旗英雄传
'da'qian'qian 大前茜
'da'qian'shen'tong 大千神瞳
'da'qiao'chun'zi 大桥纯子
'da'qiao'sha'dai'zi 大桥沙代子
'da'qiao'zhen'xing 大桥真幸
'da'qiao'zhuo'mi 大桥卓弥
'da'qin'guo'quan'lu 大秦国全录
'da'qing'hou'gong 大清后宫
'da'qing'hui'shang 大清徽商
'da'qing'lv'li 大清律例
'da'qing'yi'tong'zhi 大清一统志
'da'quan'yang 大泉洋
'da'quan'yi'lang 大泉逸郞
'da'ren'guo'man'you 大人国漫游
'da'ren'jie'nu 大忍戒怒
'da'ren'qi'zuo 大人气作
'da'ren'wu 大人物
'da'ri'dian 大日殿
'da'ri'xiang'shun'yi 大日向顺一
'da'ri'zi 大日子
'da'ru'xia'shi'yan'wen 大儒侠史艳文
'da'sen'juan'zi 大森绢子
'da'sen'leng'zi 大森冷子
'da'sen'ling'zi 大森玲子
'da'sen'nan'peng 大森南朋
'da'sen'xiang'xu'li 大森香绪里
'da'sen'ya'you'zi 大森亚由子
'da'sen'yang'ping 大森洋平
'da'sen'zhang'du 大森章督
'da'seng'zheng 大僧正
'da'shan'bai'he'xiang 大山百合香
'da'shan'gao'nan 大山高男
'da'shan'gao'ze 大山镐则
'da'shan'jian'tai 大杉健太
'da'shan'lian 大杉涟
'da'shang'you'mei'zi 大上佑美子
'da'she'tou 大舌头
'da'sheng'chang'ge 大声唱歌
'da'shi'cai'xiang 大石彩香
'da'shi'cang'ren 大石蔵人
'da'shi'dai 大时代
'da'shi'guang 大石光
'da'shi'hui 大石惠
'da'shi'hui'mei 大石惠美
'da'shi'jian 大事件
'da'shi'ju 大石菊
'da'shi'lan 大栅栏
'da'shi'meng 大石萌
'da'shi'xiu'yi'lang 大石秀一郎
'da'shou'la'xiao'shou 大手拉小手
'da'shui'zhong'xiang 大水忠相
'da'si'mo'er 达斯摩尔
'da'si'qi 达斯琪
'da'si'wei'da 达斯维达
'da'si'wei'de 达斯维德
'da'sui'tian'di'chuan 大隋天帝传
'da'tang'shuang'long'zhuan 大唐双龙传
'da'tang'xia 搭堂夏
'da'tang'you'xia'chuan 大唐游侠传
'da'tao'wang 大逃亡
'da'te'xie 大特写
'da'teng'shi 大藤史
'da'teng'zhen'ji 大藤真纪
'da'tian'hei'yu'si 大田黑裕司
'da'tian'shen'tai'lang 大畑伸太郎
'da'tian'shi 大天使
'da'tian'yu 大天宇
'da'tian'yuan 大田原
'da'ting'bao 大庭保
'da'ting'dian'zhi'ye 大停电之夜
'da'tong'ming'ri'xiang 大潼明日香
'da'tong'shi'jie 大同世界
'da'tong'shu 大同书
'da'tou'ri'ji 大头日记
'da'tou'tie 大头贴
'da'tou'ze 打投择
'da'tuan'yuan 大团圆
'da'wai'ke'xue 大外科学
'da'wei 大威
'da'wei'fen'qi 大卫芬奇
'da'wei'guo'shi 大卫果实
'da'wei'lin'qi 大卫林奇
'da'wei'ni'ai 达维尼埃
'da'wu'qian 大舞千
'da'wu'shou 大乌兽
'da'wu'xian 大无限
'da'xi'di 大溪地
'da'xi'jian'qing 大西健晴
'da'xi'jie'hua 大西结花
'da'xi'lu 大细路
'da'xi'ma'shi 大西麻世
'da'xi'mei'xi 大西美希
'da'xi'wang 大西望
'da'xi'you'li'xiang 大西由梨香
'da'xia'gu 大峡谷
'da'xiang'gang 大香港
'da'xiang'mei'zhi'zi 大向美智子
'da'xiang'shou 大象兽
'da'xiao'bi'li 大小比例
'da'xiao'de'tian'shi 大笑的天使
'da'xiao'jie 大小姐
'da'xiao'jie'men 大小姐们
'da'xing'lun 达性论
'da'xiong'yi'shi 大熊医师
'da'xue'bian 大学辨
'da'xue'bian'ye 大学辨业
'da'xue'de'li'xiang 大学的理想
'da'xue'gu'ben 大学古本
'da'xue'jing'shen 大学精神
'da'xue'sheng'le'mei 大学生了没
'da'xue'xin'sheng 大学新生
'da'xue'yan'yi 大学衍义
'da'xue'zi'xi'shi 大学自习室
'da'ya'sha 大压杀
'da'yan'jing 大眼睛
'da'yan'li 大衍历
'da'yang'chao'xi 大洋潮汐
'da'ye'ai'guo 大野爱果
'da'ye'fu'you 大叶福由
'da'ye'gan'dai 大野干代
'da'ye'jia'nai'zi 大野加奈子
'da'ye'ke'fu 大野克夫
'da'ye'xiang'nai 大野香奈
'da'ye'yi 大野翼
'da'ye'you'jia 大野由佳
'da'ye'you'tai 大野优太
'da'ye'zhi 大野智
'da'yi'jiu'zi 达依久子
'da'yi'ze'yan 大易择言
'da'ying'he'yang 大鹰和洋
'da'ying'jia 大赢家
'da'ying'wo 答应我
'da'ying'xiong 大英雄
'da'you'guai 大诱拐
'da'you'ke'yang 大友克洋
'da'you'li'nai 大友梨奈
'da'you'long'san'lang 大友龙三郎
'da'you'mei'nai'mei 大友美奈美
'da'you'nan 大友南
'da'yu'dai'wo'tao'wang 大雨带我逃亡
'da'yu'de'ye'li 大雨的夜里
'da'yu'lao'ba 大鱼老爸
'da'yu'xian'sheng 大愚先生
'da'yuan'chong 大原崇
'da'yuan'hai'yun'ji 大元海运记
'da'yuan'jue 大圆觉
'da'yuan'lan 大原兰
'da'yuan'li'hui 大原理绘
'da'yuan'li'mei 大原里美
'da'yuan'li'zi 大原丽子
'da'yuan'ma'qin 大原麻琴
'da'yuan'sha'ye'jia 大原沙也佳
'da'yuan'sha'ye'xiang 大原沙耶香
'da'yuan'xiang'zhi 大原香织
'da'yuan'you'li 大原佑里
'da'yue'duo'jia'zi 大越多佳子
'da'yue'gui'dai 大越贵代
'da'yue'you'hui 大越友惠
'da'yue'zai'dong'ji 大约在冬季
'da'yun'dong'hui 大运动会
'da'zang'chun'zi 大藏淳子
'da'ze'an'xi 大泽安希
'da'ze'hui 大泽惠
'da'ze'li'guo 大泽梨果
'da'ze'long'fu 大泽隆夫
'da'ze'long'fu'beng 大泽隆夫迸
'da'ze'meng 大泽萌
'da'ze'qian'qiu 大泽千秋
'da'ze'shao 大泽梢
'da'ze'tong 大泽瞳
'da'ze'wu'zi 大泽舞子
'da'ze'ya'yu'tai 大泽亚裕太
'da'ze'yao 大泽遥
'da'ze'you'xiang 大泽佑香
'da'ze'yu'zhi'xing 大泽誉志幸
'da'ze'zhen'meng 大泽真梦
'da'zhai'men 大宅门
'da'zhan'ba'xu'ka 大战巴墟卡
'da'zhan'kuang'xiang'qu 大战狂想曲
'da'zhan'lue 大战略
'da'zhang'fu 大丈夫
'da'zhi'ruo'yu 大智若鱼
'da'zhi'ruo'yu 大智若愚
'da'zhi'zhao'yu 大智照宇
'da'zhong'ai'mei 大冢爱美
'da'zhong'an'li 大冢安里
'da'zhong'chu 大冢雏
'da'zhong'fang'zhong 大冢芳忠
'da'zhong'guo 大中国
'da'zhong'hai'yue 大冢海月
'da'zhong'jiu'mei 大冢久美
'da'zhong'li'sha 大冢梨沙
'da'zhong'liang'zi 大冢良子
'da'zhong'ling'zi 大冢玲子
'da'zhong'liu'mei 大冢留美
'da'zhong'ma'hui 大冢麻惠
'da'zhong'ming'fu 大冢明夫
'da'zhong'ning'ning 大冢宁宁
'da'zhong'qian'xia 大塚千夏
'da'zhong'qian'xun 大冢千寻
'da'zhong'tian'wen'xue 大众天文学
'da'zhong'ze'zi 大钟则子
'da'zhong'zhe'xue 大众哲学
'da'zhong'zhou'fu 大冢周夫
'da'zhong'zhou'fu 大塚周夫
'da'zhu'hong 大竹宏
'da'zhu'xiu'si 大竹修司
'da'zhu'xun 大竹熏
'da'zhu'yi'chong 大竹一重
'da'zhu'you'ji 大竹佑季
'da'zhu'yu'zi 大竹裕子
'da'zhuang'lun 达庄论
'da'zi'de'chun'tian 达子的春天
'da'zui'niao'shou 大嘴鸟兽
'dai'bu'ling 逮捕令
'dai'dong'yuan'ji 戴东原集
'dai'hao'sha'shou 代号杀手
'dai'hao'zhen'tong'ji 代号镇痛剂
'dai'li'ba'ba 代理爸爸
'dai'mao'zi'de'mao 戴帽子的猫
'dai'mei'xi 黛美希
'dai'nan'ge'cong'shu 岱南阁丛书
'dai'shu'li'lun 代数理论
'dai'shu'quan'wang 袋鼠拳王
'dai'shu'shou 袋鼠兽
'dai'shu'tuo'pu'xue 代数拓扑学
'dai'wen'qing'mu 戴文青木
'dai'wo'fei'ba 带我飞吧
'dai'wo'qu'liu'lang 带我去流浪
'dai'wo'qu'xun'zhao 带我去寻找
'dai'wo'qu'yue'qiu 带我去月球
'dai'wo'zou 带我走
'dai'xi'gong'zhu 黛西公主
'dai'ya'na 戴雅娜
'dai'yi'zhi'zheng'fu 代议制政府
'dai'yong'yi 代永翼
'dai'zi'lang 带子郎
'dan'bai'zhi'nv'hai 蛋白质女孩
'dan'chao'fan 蛋炒饭
'dan'che'lian'ren 单车恋人
'dan'che'shao'nv 单车少女
'dan'che'shi'qie'ji 单车失窃记
'dan'che'sui'yue 单车岁月
'dan'cheng'che'piao 单程车票
'dan'chun'de'hai'zi 单纯的孩子
'dan'chun'de'lian'kong 单纯的脸孔
'dan'chun'de'xiao'hai 单纯的小孩
'dan'chun'nv'hai 单纯女孩
'dan'dan'de'ge 淡淡的歌
'dan'feng'fei'jian 单锋飞剑
'dan'gao'shang'de'cao'mei 蛋糕上的草莓
'dan'jiao'long'shou 单角龙兽
'dan'lao'de'mian'ao 蛋佬的棉袄
'dan'lian'gao'xiao 单恋高校
'dan'lian'yi'zhi'hua 单恋一只花
'dan'lian'yi'zhi'hua 单恋一支花
'dan'mian'ren 单面人
'dan'ni'bo'le 丹尼波勒
'dan'qian'lu 丹铅录
'dan'qin'hai'zi 单亲孩子
'dan'qing'liu'zhu 丹青流主
'dan'qing'xian 单情弦
'dan'ren'chuang'shuang'ren'fang 单人床双人房
'dan'ren'fang'shuang'ren'chuang 单人房双人床
'dan'ren'hui 单人悔
'dan'shen'bu'luo 单身部落
'dan'shen'de'gan'shou 单身的感受
'dan'shen'du'ma 单身毒妈
'dan'shen'gong'hai 单身公害
'dan'shen'jie 单身戒
'dan'shen'jie'zhi 单身戒指
'dan'shen'nv'zi 单身女子
'dan'shen'qing'ge 单身情歌
'dan'shen'ri'ji 单身日记
'dan'shen'tao'wang 单身逃亡
'dan'shen'yi'min 单身移民
'dan'shen'yi'zu 单身一族
'dan'shou'yong'bao 单手拥抱
'dan'xia'ying 丹下樱
'dan'xian'shen'qin 单弦神琴
'dan'xiao'gui 胆小鬼
'dan'xing'dao 单行道
'dan'yan'pi'de'yu 单眼皮的鱼
'dan'yan'pi'nv'sheng 单眼皮女生
'dan'yu'ma'you'mei 丹羽麻由美
'dan'yu'tong 丹羽瞳
'dan'yu'ye'yue 丹羽叶月
'dan'yu'you'xiang'li 丹羽由香里
'dan'yu'zhi'hui 丹羽智绘
'dan'yu'zi'bao'li 丹羽紫保里
'dan'yuan'hua'chang'zai 但愿花常在
'dan'yuan'ji 澹园集
'dan'yuan'ni'ming'bai 但愿你明白
'dan'yuan'ni'zhi'dao 但愿你知道
'dan'yuan'ren'chang'jiu 但愿人长久
'dan'yuan'yu'ta'xiang'yong 但愿与她相拥
'dan'ze'huang'zhi 丹泽晃之
'dan'zhu'qi'shui 弹珠汽水
'dan'zi'lun 单子论
'dan'zu'yin 单足印
'dang'ai'bian'cheng'xi'guan 当爱变成习惯
'dang'ai'yi'cheng'wang'shi 当爱已成往事
'dang'ai'yi'cuo'shi 当爱已错时
'dang'ai'zai'kao'jin 当爱在靠近
'dang'bu'zhu'de'ai 挡不住的爱
'dang'bu'zhu'de'qi'ji 挡不住的奇迹
'dang'bu'zhu'wo'de'xin 挡不住我的心
'dang'chu'ying'gai'ai'ni 当初应该爱你
'dang'dai'guan'li'xue 当代管理学
'dang'dai'jian'xiong 当代奸雄
'dang'dai'jiao'che 当代轿车
'dang'ha'li'yu'dao 当哈利遇到
'dang'jia'de'nv'ren 当家的女人
'dang'jian'ling'zi 当间绫子
'dang'ma'you'yi 当麻由衣
'dang'ni'cai'ku'qi 当尼采哭泣
'dang'ni'hui'lai'zhao'wo 当你回来找我
'dang'ni'shi'peng'you 当你是朋友
'dang'ni'zai'ku 当你在哭
'dang'nian'qing 当年情
'dang'nian'shi 当年事
'dang'qi'piao'piao 党旗飘飘
'dang'qian'de'min'zhu 当前的民主
'dang'shi'dao'jun 当世道君
'dang'shi'de'yue'liang 当时的月亮
'dang'tian'de'xin 当天的心
'dang'wo'ai'shang'ni 当我爱上你
'dang'wo'lao'le 当我老了
'dang'wo'xiang'qi'ni 当我想起你
'dang'wo'yu'shang'ni 当我遇上你
'dang'xing'fu'lai'qiao'men 当幸福来敲门
'dang'yang'guang'bian'leng 当阳光变冷
'dang'zhao'dao'ni 当找到你
'dang'zhen'jiu'hao 当真就好
'dang'zhen'xue 当真雪
'dang'zhong'jiu'jing 当中究竟
'dao'ai'gou'xin'liu 倒乂勾心流
'dao'ai'xie'ti 倒乂邪薙
'dao'ben'li'sha 岛本里沙
'dao'ben'xiao'ren 稻本咲人
'dao'ben'xu'mei 岛本须美
'dao'ben'you'yi 稻本由衣
'dao'bo'ming 刀薄命
'dao'cao'ren 稻草人
'dao'cao'ren'shou 稻草人兽
'dao'chu'liu'qing 到处留情
'dao'chu'luan'zou 到处乱走
'dao'ci'mo'suo 倒刺魔锁
'dao'ci'yi'you 到此一游
'dao'cun'xiang'zhi 岛村香织
'dao'cun'xun 岛村熏
'dao'cun'you'nai 稻村优奈
'dao'da'fu 岛大辅
'dao'dai'kuan'zi 岛袋宽子
'dao'dan'de'fa'zhan 导弹的发展
'dao'de'lun 道德论
'dao'de'lun'ji 道德论集
'dao'de'qing'cao'lun 道德情操论
'dao'de'shuo 道德说
'dao'de'yu'ren'shi 道德与认识
'dao'de'yu'yan 道德语言
'dao'de'yuan'li 道德原理
'dao'de'zhe'xue 道德哲学
'dao'de'zhen'yan'lu 道德箴言录
'dao'di'jin'bu'jin 到底禁不禁
'dao'di'ren'hou'fang'qu 到敌人后方去
'dao'du'xing 刀独行
'dao'fan'tian'que 倒反天阙
'dao'fang'chun'zi 岛方淳子
'dao'feng'jian 导风剑
'dao'feng'zhan'shi 刀锋战士
'dao'gang'an'yi'he 岛冈安艺和
'dao'gu'ai'li 岛谷爱梨
'dao'gu'tang'wen'ji 道古堂文集
'dao'gu'tong 岛谷瞳
'dao'guang'jian'ying 刀光剑影
'dao'guang'yu 岛光裕
'dao'hai'bian 到海边
'dao'han'chang'yan 菿汉昌言
'dao'han'wei'yan 菿汉微言
'dao'heng'wu'lang 稻恒吾郎
'dao'hua'wai'mian 到画外面
'dao'huo'xian 导火线
'dao'huo'xian 盗火线
'dao'ji'kan'mo 刀戟戡魔
'dao'ji'kan'mo'lu 刀戟戡魔录
'dao'jian'da'hui 刀剑大会
'dao'jian'er 稻健二
'dao'jian'ru'meng 刀剑如梦
'dao'jian'tan 刀剑谈
'dao'jiao'sha 道教莎
'dao'jiao'shi 道教史
'dao'jin'hu'zi 岛津冴子
'dao'jin'jing'zi 岛津敬子
'dao'jin'jiu'jiang 倒尽九江
'dao'jin'ya'zi 岛津讶子
'dao'jun'jie 岛俊介
'dao'le'wan'shang 到了晚上
'dao'liang'xiang 岛凉香
'dao'ma'dan 刀马旦
'dao'men'you'quan'wei 刀门有权威
'dao'meng'huan'xiu 悼梦欢休
'dao'meng'zhen'tan 盗梦侦探
'dao'mu'mi'cheng 盗墓迷城
'dao'nai'huang'dai 刀奈晃代
'dao'pian'ji'hua 刀片计划
'dao'qi'he'ge'zi 岛崎和歌子
'dao'qi'zhi'ying 岛崎织映
'dao'qiang'bu'ru 刀枪不入
'dao'quan'sen 稻泉森
'dao'ri'zhe 盗日者
'dao'sen'guang'xiang 稲森光香
'dao'sen'li'nai 稻森丽奈
'dao'sen'quan 稻森泉
'dao'sen'shou'shi 稻森寿世
'dao'sheng'mei'ji 稻生美纪
'dao'sheng'qian'dao'han 道圣千道寒
'dao'shi'hou'zai'shuo 到时候再说
'dao'shi'shou 道士兽
'dao'shi'zun'zhe 道释尊者
'dao'shu'kai'shi 倒数开始
'dao'shu'san'miao 倒数三秒
'dao'tian'bai'he'hua 岛田百合花
'dao'tian'che 稻田彻
'dao'tian'jiu'zuo 岛田久作
'dao'tian'ma'mei 岛田麻美
'dao'tian'min 岛田敏
'dao'tian'nai'yang'zi 岛田奈央子
'dao'tian'qian'hua 稻田千花
'dao'tian'qin'mei 岛田琴美
'dao'tian'tong 岛田瞳
'dao'tian'xiang'nai 岛田香奈
'dao'tian'yang'yu'wen 稻田养鱼问
'dao'tian'yang'zi 岛田阳子
'dao'tian'yu'dai 岛田郁代
'dao'tian'zhe'xi 岛田哲希
'dao'tian'zhen'shi'jia 岛田真实佳
'dao'wei'can 刀唯残
'dao'wo'zhei'li'duo'yu 到我这里躲雨
'dao'wu'fa 道无法
'dao'wu'jia 刀无价
'dao'xiang'yu 岛香裕
'dao'xing'dun'bo 倒行沌波
'dao'xiong'shi'jiang'chuan 倒凶十将传
'dao'xue'sheng 刀学生
'dao'yan'wan'sui 导演万岁
'dao'ye'ai'mei 稻叶爱美
'dao'ye'bai'hui 岛野百惠
'dao'ye'hao'zhi 稻叶浩志
'dao'ye'lan 岛野兰
'dao'ye'ming 稻叶明
'dao'ye'shi 稻叶实
'dao'ye'xi'hui 稻叶夕辉
'dao'ye'zheng'cheng 稻叶正成
'dao'yi'you'dao 盗亦有道
'dao'yi'zhi'lue 岛夷志略
'dao'yin'yang'sheng'gong 导引养生功
'dao'ying'bu'liu'zong 刀影不留踪
'dao'ying'jin'fu 岛英津夫
'dao'ying'xian'sheng 倒影先生
'dao'you'mei'zi 岛由美子
'dao'yuan'gui 稻垣圭
'dao'yuan'mei'dai'zi 稻垣美代子
'dao'yuan'run'yi 稻垣润一
'dao'yuan'zhi'nai 稻元志乃
'dao'zang'yuan'liu'kao 道藏源流考
'dao'ze'ling 稻泽绫
'dao'zhong'sha'you'mei 道重沙由美
'dao'zhong'yang 岛中央
'dao'zhong'zuo'you'mei 道重佐由美
'dao'zhuan'di'qiu 倒转地球
'de'ben'gong'min 德本恭敏
'de'chang'hao'si 的场浩司
'de'chong'fu 德充符
'de'chuan'jia'guang 德川家光
'de'chuan'jia'mao 德川家茂
'de'chuan'qi'zhao 德川齐昭
'de'chuan'xiu'zhong 德川秀忠
'de'guang'you'he 德光由禾
'de'guo'hang'kong 德国航空
'de'guo'jiao'yu'shi 德国教育史
'de'guo'she'hui'xue 德国社会学
'de'han'ci'dian 德汉词典
'de'jing'wei 德井唯
'de'jing'xiang'zhi 的井香织
'de'jing'you 德井优
'de'li'ying'shi 得利影视
'de'shan'jing'yan 德山靖彦
'de'shan'jiu'mei'zi 德山久美子
'de'shan'xiu'dian 德山秀典
'de'tian'qian'sheng 德田千圣
'de'tian'shi'gao'da 德天使高达
'de'wan'chun'zi 德丸纯子
'de'wan'wan 德丸完
'de'yi'de'xiao 得意的笑
'de'yong'ai 德永爱
'de'yong'qian'nai'mei 德永千奈美
'de'yong'ying'ming 德永英明
'de'yong'you'yi 德永友一
'de'yu'jian 德育鉴
'de'ze'zhi'zi 德泽直子
'de'zhao'tian'huang 德昭天皇
'de'zhong'cong 德重聪
'deng'ai'jiang'luo 等爱降落
'deng'ai'zou'le'yi'hou 等爱走了以后
'deng'bu'dao'de'ren 等不到的人
'deng'dai'de'nan'hai 等待的男孩
'deng'dai'hua'kai 等待花开
'deng'dai'na'yi'tian 等待那一天
'deng'dai'yi'shi'ren 等待一世人
'deng'dao'na'yi'tian 等到那一天
'deng'dao'tian'hun'di'an 等到天昏地暗
'deng'deng'deng'deng 等等等等
'deng'feng'de'qi 等风的旗
'deng'feng'zao'ji 登峰造击
'deng'hong'jiu'lv 灯红酒绿
'deng'ji'men 登机门
'deng'jian'hong 邓建泓
'deng'jian'yi'zhan'gu 灯剑一盏孤
'deng'jiu'wu 邓九五
'deng'le'you'deng 等了又等
'deng'ni'ai'wo 等你爱我
'deng'ni'ba'meng'zuo'wan 等你把梦做完
'deng'ni'dao'qian 等你道歉
'deng'ni'de'xin 等你的心
'deng'ni'hui'jia 等你回家
'deng'ni'hui'lai 等你回来
'deng'ni'shuo'ai'wo 等你说爱我
'deng'ni'yi'wan'nian 等你一万年
'deng'su'chi'xu 等速持续
'deng'tan'bi'jiu 登坛必究
'deng'wo 等我
'deng'wo'hui'lai 等我回来
'deng'wo'yi'qi'ru'meng 等我一起入梦
'deng'wo'you'yi'tian 等我有一天
'deng'xian'lian'hua'zuo 登仙莲花座
'deng'xiao'ping 邓小平
'deng'xiao'ping'wen'xuan 邓小平文选
'deng'yi'fen'zhong 等一分钟
'deng'yi'ge'ren 等一个人
'deng'yu'ren 等玉人
'deng'yun'yi'de 等韵一得
'deng'yun'yuan'liu 等韵源流
'deng'zhe'ni 等着你
'deng'zhe'ni'hui'lai 等着你回来
'deng'zhe'wo 等着我
'deng'zhong'jian 灯中剑
'di'ao'chuan'shuo 迪奥传说
'di'ba'hao'dang'pu 第八号当铺
'di'biao'xing'tai'xue 地表形态学
'di'bu'lao 地不老
'di'cao'you'shi 滴草由实
'di'ceng'di'zhi'xue 地层地质学
'di'ceng'xue'yuan'li 地层学原理
'di'ci'qiu'hun 第次求婚
'di'dao'zhan 地道战
'di'deng'dong'wu 低等动物
'di'du'ming'xiang 地度冥象
'di'er'ci'ai'shang'ni 第二次爱上你
'di'er'ci'bao'guang 第二次曝光
'di'er'ci'chong'ji 第二次冲击
'di'er'ci'fen'shou 第二次分手
'di'er'dao'cai'hong 第二道彩虹
'di'er'ru'sheng 第二儒圣
'di'er'shi 第二世
'di'er'shi'jiu'tian 第二十九天
'di'er'tian'tang 第二天堂
'di'er'xing'nv'ren 第二性女人
'di'er'zui'ai 第二最爱
'di'ge'dian'hua 第个电话
'di'ge'shou 迪哥兽
'di'ge'xin'niang 第个新娘
'di'ge'yue 第个月
'di'guo'da'sha 帝国大厦
'di'guo'de'hui'mie 帝国的毁灭
'di'guo'fan'ji'zhan 帝国反击战
'di'guo'hui'mie 帝国毁灭
'di'guo'jiao'xiong 帝国骄雄
'di'guo'zhu'yi'lun 帝国主义论
'di'hai'chuan'qi 地海传奇
'di'hai'chuan'shuo 地海传说
'di'hao'fang'jian 第号房间
'di'hou'wu'gong'dui 敌后武工队
'di'huang'long'jia'shou 帝皇龙甲兽
'di'ji'ci 第几次
'di'ji'ci'ai'ni 第几次爱你
'di'ji'xiao'shuo 低级小说
'di'jing'wu'nan 地井武男
'di'jiu'dao'men 第九道门
'di'jiu'shi'jiu'ye 第九十九夜
'di'jiu'tian'chang 地久天长
'di'juan'du'jie'e 地卷读劫厄
'di'kong'hu'yue 低空弧月
'di'kong'kou'hu'yue 低空口胡月
'di'kong'zhong'duan 低空中段
'di'lao'tian'huang 地老天荒
'di'li'mo 帝历魔
'di'li'mo 帝厉魔
'di'li'si 地理司
'di'li'xue'gai'lun 地理学概论
'di'ling'gui'mu 地灵鬼母
'di'liu'gan 第六感
'di'liu'gan'jue 第六感觉
'di'liu'ri 第六日
'di'liu'yuan'su 第六元素
'di'lu'shou 迪路兽
'di'mai'ou'pian 蒂迈欧篇
'di'ming'shou'hai'zhe 第名受害者
'di'mu'you'zi 笛木优子
'di'nie'bu 蒂涅卜
'di'nuo'zuo'lu 帝诺佐鲁
'di'nv'fang'hun 帝女芳魂
'di'pang'zi 狄胖子
'di'ping'xian 地平线
'di'qi'feng'yin 第七封印
'di'qi'gan 第七感
'di'qi'ri 第七日
'di'qi'yin'zhang 第七印章
'di'qiu'cun 地球村
'di'qiu'de'li'liang 地球的力量
'di'qiu'feng'bao 地球风暴
'di'qiu'hao'jie 地球浩劫
'di'qiu'lian'he'jun 地球联合军
'di'qiu'lun'wang'ji 地球沦亡记
'di'qiu'ren 地球人
'di'qiu'shao'nv 地球少女
'di'qiu'ting'dun'ji 地球停顿记
'di'qiu'ting'zhuan'ri 地球停转日
'di'qiu'wei'ji 地球危机
'di'qiu'yi 地球仪
'di'qiu'zhan'shi 地球战士
'di'ru'yan 狄如燕
'di'san'di'yan'lei 第三滴眼泪
'di'san'du'mi'qing 第三度迷情
'di'san'duan'qing 第三段情
'di'san'ge'ren 第三个人
'di'san'ji'zhong'ying 第三集中营
'di'san'lei'an'zhan 第三类暗战
'di'san'lei'jie'chu 第三类接触
'di'san'lei'lai'ke 第三类来客
'di'san'ru'sheng 第三儒圣
'di'san'shi'san'tian 第三十三天
'di'san'tian 第三天
