'ai'ai'fu'mu 哀哀父母
'luan'fei'jiang'zi'tian 亂匪降自天
'luan'kuang'si'xue 亂況斯削
'luan'li'mo'yi 乱离瘼矣
'luan'mi'you'ding 乱靡有定
'luan'ru'ci'wu 乱如此幠
'luan'sheng'bu'yi 亂生不夷
'luan'sheng'hui'hui 鸾声哕哕
'luan'sheng'hui'hui 鸾声嘒嘒
'luan'sheng'jiang'jiang 鸾声将将
'luan'sheng'yue'yue 鸞声噦噦
'luan'shi'yong'bao 乱是用暴
'luan'shi'yong'chang 乱是用长
'luan'shi'yong'dan 乱是用餤
'luan'shu'chuan'ju 乱庶遄沮
'luan'shu'chuan'yi 乱庶遄已
'luan'wo'bian'dou 乱我笾豆
'luan'wo'xin'qu 乱我心曲
'luan'zhi'chu'sheng 乱之初生
'luan'zhi'you'sheng 乱之又生
'lun'xu'yi'pu 沦胥以铺
'luo'cai'qi'liu 捋采其刘
'lv'bi'huai'pu 率彼淮浦
'lv'bi'kuang'ye 率彼旷野
'lv'bi'you'cao 率彼幽草
'lv'bi'zhong'ling 率彼中陵
'lv'chang'zhuo'su 率场啄粟
'lv'di'wu'min'xin 履帝武敏歆
'lv'gu'er'pu 屡顾尔仆
'lv'jian'zhao'kao 率见昭考
'lv'li'fang'gang 旅力方刚
'lv'lv'bu'yue 率履不越
'lv'shi'nong'fu 率时農夫
'lv'shi'zhao'kao 率时昭考
'lv'wo'fa'xi 履我发兮
'lv'wo'ji'xi 履我即兮
'lv'wu'qi'qi 屡舞僛僛
'lv'wu'suo'suo 屡舞傞傞
'lv'wu'xian'xian 屡舞仙仙
'lv'xi'shui'xu 率西水滸
'lv'xi'si'xi 绿兮丝兮
'lv'xi'yi'xi 绿兮衣兮
'lv'yi 绿衣
'lv'yi'huang'guo 绿衣黄裹
'lv'yi'huang'shang 绿衣黄裳
'lv'ying'you'xian 旅楹有閑
'lv'zhi'bei'xi 履之卑兮
'lv'zhu'qing'qing 绿竹青青
'lv'zhu'ru'ze 绿竹如箦
'lv'zhu'yi'yi 绿竹猗猗
'ma'mai'meng'meng 麻麥幪幪
'ma'yi'ru'xue 麻衣如雪
'man'jing'lai'wei 蛮荆来威
'mang'zhi'chi'chi 氓之蚩蚩
'mao'pao'zi'geng 毛炰胾羹
'mao'qiu 旄丘
'mao'qiu'zhi'ge'xi 旄丘之葛兮
'mao'shi'you'yi 髦士攸宜
'mao'zei'mao'ji 蟊賊蟊疾
'mao'zei'nei'hong 蟊賊內訌
'mei'ge'you'shi 韎韐有奭
'mei'huai'mi'ji 每怀靡及
'mei'huai'mi'ji 每懷靡及
'mei'meng'jiang'yi 美孟姜矣
'mei'meng'yi'yi 美孟弋矣
'mei'meng'yong'yi 美孟庸矣
'mei'mu'pan'xi 美目盼兮
'mei'mu'qing'xi 美目清兮
'mei'mu'yang'xi 美目扬兮
'mei'ren'zhi'yi 美人之贻
'mei'ru'ying 美如英
'mei'ru'yu 美如玉
'mei'shi'si'gui 每食四簋
'mei'shou'bao'lu 眉寿保鲁
'mei'shou'wu'you'hai 眉寿无有害
'mei'wu'du 美无度
'mei'you'liang'peng 每有良朋
'mei'yu'shu'ren 媚于庶人
'mei'yu'tian'zi 媚于天子
'mei'zi'yi'ren 媚茲一人
'meng'bi'zhou'chi 蒙彼绉絺
'meng'fa'you'yuan 蒙伐有苑
'meng'sou'zou'gong 矇瞍奏公
'mi'ai'si'sheng 靡愛斯牲
'mi'bu'you'chu 靡不有初
'mi'guo'bu'dao 靡国不到
'mi'guo'bu'min 靡国不泯
'mi'jie'mi'jiu 靡屆靡究
'mi'ming'mi'hui 靡明靡晦
'mi'ren'bu'gong 密人不恭
'mi'ren'bu'zhou 靡人不周
'mi'ren'fu'sheng 靡人弗胜
'mi'ri'bu'si 靡日不思
'mi'shen'bu'ju 靡神不舉
'mi'shen'bu'zong 靡神不宗
'mi'sheng'guan'guan 靡聖管管
'mi'shi'gui'pin 靡使归聘
'mi'shi'lao'yi 靡室劳矣
'mi'shi'mi'jia 靡室靡家
'mi'suo'di'zhi 靡所厎止
'mi'suo'ding'chu 靡所定處
'mi'suo'yu'tong 靡所与同
'mi'suo'zhi'ju 靡所止居
'mi'suo'zhi'li 靡所止戾
'mi'suo'zhi'yi 靡所止疑
'mi'yi'fei'mu 靡依匪母
'mi'you'bu'xiao 靡有不孝
'mi'you'chao'yi 靡有朝矣
'mi'you'jie'wei 靡有孑遺
'mi'you'lv'li 靡有旅力
'mi'you'yi'chou 靡有夷瘳
'mi'you'yi'jie 靡有夷屆
'mi'yue'bu'chi 彌月不迟
'mi'zhan'fei'fu 靡瞻匪父
'mi'zhan'mi'gu 靡瞻靡顧
'mi'zhe'bu'yu 靡哲不愚
'mi'zhi'yang'yang 泌之洋洋
'mian'bi'liu'shui 沔彼流水
'mian'er'dun'si 勉尔遁思
'mian'man 绵蛮
'mian'man'huang'niao 绵蛮黄鸟
'mian'mian'ge'lei 绵绵葛藟
'mian'mian'ge'yuan 绵绵葛爰
'mian'mian'gua'die 绵绵瓜瓞
'mian'mian'qi'biao 绵绵其麃
'mian'mian'wei'qu 黽勉畏去
'mian'mian'wo'wang 勉勉我王
'mian'mian'yi'yi 绵绵翼翼
'mian'shui 沔水
'miao'miao'hao'tian 藐藐昊天
'mie'wo'li'wang 滅我立王
'min'ge'you'xin 民各有心
'min'jin'fang'dai 民今方殆
'min'jin'zhi'wu'lu 民今之无禄
'min'ju'er'zhan 民具尔瞻
'min'lao 民勞
'min'mi'you'li 民靡有黎
'min'mian'cong'shi 黾勉从事
'min'mian'qiu'zhi 黾勉求之
'min'mian'tong'xin 黾勉同心
'min'mo'bu'gu 民莫不穀
'min'mo'bu'yi 民莫不逸
'min'ren'suo'zhan 民人所瞻
'min'sui'mi'wu 民虽靡膴
'min'suo'liao'yi 民所燎矣
'min'tian'ji'wei 旻天疾威
'min'xian'ke'ju'zhi 民鮮克舉之
'min'xu'ran'yi 民胥然矣
'min'xu'xiao'yi 民胥效矣
'min'yan'wu'jia 民言无嘉
'min'yi'lao'zhi 民亦勞止
'min'you'su'xin 民有肅心
'min'yu'xiao'zi 闵予小子
'min'yu'xiao'zi'zhi'shen 闵予小子之什
'min'zhi'bing'yi 民之秉彝
'min'zhi'chu'sheng 民之初生
'min'zhi'duo'pi 民之多辟
'min'zhi'e'yan 民之讹言
'min'zhi'fang'dian'shi 民之方殿屎
'min'zhi'fu'mu 民之父母
'min'zhi'hui'yu 民之回遹
'min'zhi'mi'ying 民之靡盈
'min'zhi'mo'yi 民之莫矣
'min'zhi'qia'yi 民之洽矣
'min'zhi'shi'de 民之失德
'min'zhi'tan'luan 民之貪亂
'min'zhi'wang'ji 民之罔極
'min'zhi'wei'li 民之未戾
'min'zhi'wu'gu 民之无辜
'min'zhi'wu'liang 民之无良
'min'zhi'you'gui 民之攸归
'min'zhi'you'ji 民之攸墍
'min'zhi'zhi'yi 民之质矣
'min'zu'liu'wang 民卒流亡
'ming'bi'guan'ren 命彼倌人
'ming'bi'hou'che 命彼后车
'ming'bu'yi'zai 命不易哉
'ming'cheng'bo'xiu'fu 命程伯休父
'ming'ci'wen'wang 命此文王
'ming'fa'bu'mei 明发不寐
'ming'ling'you'zi 螟蛉有子
'ming'ming'lu'hou 明明鲁侯
'ming'ming'shang'tian 明明上天
'ming'ming'shi'fu 明命使賦
'ming'ming'tian'zi 明明天子
'ming'ming'zai'xia 明明在下
'ming'tiao'hui'hui 鸣蜩嘒嘒
'ming'wo'zhong'ren 命我眾人
'ming'xing'huang'huang 明星煌煌
'ming'xing'you'lan 明星有烂
'ming'xing'zhe'zhe 明星晢晢
'ming'yu'xia'guo 命于下国
'ming'zhao'shang'di 明昭上帝
'ming'zhao'you'zhou 明昭有周
'ming'zhi'bu'yi 命之不易
'mo'bu'jing'hao 莫不静好
'mo'bu'ling'de 莫不令德
'mo'bu'ling'yi 莫不令仪
'mo'bu'lv'zong 莫不率從
'mo'bu'zhen'die 莫不震疊
'mo'chi'fei'hu 莫赤匪狐
'mo'ci'xia'min 瘼此下民
'mo'fei'er'ji 莫匪尔極
'mo'fei'wang'chen 莫非王臣
'mo'fei'wang'tu 莫非王土
'mo'gan'bu'lai'wang 莫敢不來王
'mo'gan'bu'lai'xiang 莫敢不來享
'mo'gan'bu'nuo 莫敢不諾
'mo'gan'huang'xi 莫敢遑息
'mo'gan'huo'huang 莫敢或遑
'mo'gao'fei'shan 莫高匪山
'mo'hei'fei'wu 莫黑匪乌
'mo'huo'huang'chu 莫或遑处
'mo'jun'fei'quan 莫浚匪泉
'mo'ken'nian'luan 莫肯念乱
'mo'ken'su'ye 莫肯夙夜
'mo'ken'xia'yi 莫肯下遗
'mo'ken'yong'xun 莫肯用讯
'mo'ken'zhao'xi 莫肯朝夕
'mo'men'zhen'she 莫捫朕舌
'mo'mo'ge'lei 莫莫葛櫑
'mo'qi'de'yin 貊其德音
'mo'ru'han'le 莫如韓乐
'mo'ru'nan'tu 莫如南土
'mo'ru'xiong'di 莫如兄弟
'mo'sui'mo'da 莫遂莫达
'mo'wang'mo'lai 莫往莫来
'mo'wei'mu'xin 莫慰母心
'mo'wo'ken'de 莫我肯德
'mo'wo'ken'gu 莫我肯顾
'mo'wo'ken'lao 莫我肯劳
'mo'yu'ping'feng 莫予荓蜂
'mo'yu'yun'gou 莫予云覯
'mo'yuan'ju'er 莫遠具尔
'mo'yuan'ju'qing 莫怨具庆
'mo'zhi'cui'zhi 秣之摧之
'mo'zhi'gan'zhi 莫之敢指
'mo'zhi'qi'ta 莫知其他
'mo'zhi'qi'you 莫知其尤
'mo'zhi'wo'ai 莫知我哀
'mo'zhi'wo'jian 莫知我艰
'mo'zhi'wo'yi 莫知我勚
'mou'fu'kong'duo 谋夫孔多
'mou'you'hui'yu 谋犹回遹
'mou'yu'zen'ren 谋欲谮人
'mou'yu'zen'yan 谋欲谮言
'mou'zang'bu'cong 谋臧不从
'mou'zhi'bu'zang 谋之不臧
'mou'zhi'qi'zang 谋之其臧
'mu'gua 木瓜
'mu'men 墓门
'mu'men'you'ji 墓门有棘
'mu'men'you'mei 墓门有梅
'mu'mu'huang'huang 穆穆皇皇
'mu'mu'jue'sheng 穆穆厥声
'mu'mu'lu'hou 穆穆鲁侯
'mu'mu'wen'wang 穆穆文王
'mu'ren'nai'meng 牧人乃梦
'mu'ru'qing'feng 穆如清風
'mu'shi'lao'ku 母氏劳苦
'mu'shi'qu'lao 母氏劬劳
'mu'shi'sheng'shan 母氏圣善
'mu'xi'ju'wo 母兮鞠我
'mu'ye'tian'zhi 母也天只
'mu'ye'yang'yang 牧野洋洋
'mu'yue 母曰
'nai'an'si'qin 乃安斯寝
'nai'chang'nai'jiang 乃场乃疆
'nai'ding'ji'zi 鼐鼎及鼒
'nai'gou'yu'jing 乃覯于京
'nai'guo'hou'liang 乃裹糇糧
'nai'ji'nai'cang 乃積乃倉
'nai'ji'wang'ji 乃及王季
'nai'jian'jiao'tong 乃见狡童
'nai'jian'kuang'qie 乃见狂且
'nai'jiang'nai'li 乃疆乃理
'nai'juan'xi'gu 乃眷西顧
'nai'li'gao'men 乃立皋門
'nai'li'ying'men 乃立应門
'nai'li'zhong'tu 乃立冢土
'nai'ming'lu'gong 乃命鲁公
'nai'qi'er'fu 乃弃尔辅
'nai'qin'nai'xing 乃寝乃兴
'nai'qiu'qian'si'cang 乃求千斯仓
'nai'qiu'wan'si'xiang 乃求万斯箱
'nai'ru'zhi'ren'xi 乃如之人兮
'nai'ru'zhi'ren'ye 乃如之人也
'nai'sheng'nan'zi 乃生男子
'nai'sheng'nv'zi 乃生女子
'nai'wei'nai'zhi 乃慰乃止
'nai'xuan'nai'mu 乃宣乃畝
'nai'zao'qi'cao 乃造其曹
'nai'zhan'wo'meng 乃占我梦
'nai'zhao'si'kong 乃召司空
'nai'zhao'si'tu 乃召司徒
'nai'zhi'nan'gang 乃陟南岡
'nai'zuo'nai'you 乃左乃右
'nan'dong'qi'mu 南东其亩
'nan'fang'zhi'yuan 南方之原
'nan'gai'jin'yi 南陔今佚
'nan'guo'shi'shi 南国是式
'nan'guo'zhi'ji 南国之纪
'nan'jian'zhi'bin 南涧之滨
'nan'shan 南山
'nan'shan'chao'ji 南山朝隮
'nan'shan'cui'cui 南山崔崔
'nan'shan'lie'lie 南山烈烈
'nan'shan'lv'lv 南山律律
'nan'shan'you'gou 南山有枸
'nan'shan'you'kao 南山有栲
'nan'shan'you'qi 南山有杞
'nan'shan'you'sang 南山有桑
'nan'shan'you'tai 南山有台
'nan'tu'shi'bao 南土是保
'nan'you'jia'yu 南有嘉鱼
'nan'you'jia'yu'zhi'shen 南有嘉鱼之什
'nan'you'jiu'mu 南有樛木
'nan'you'qiao'mu 南有乔木
'nan'zhong'da'zu 南仲大祖
'nan'zi'zhi'xiang 男子之祥
'nei'bi'yu'zhong'guo 內奰于中国
'neng'bu'wo'jia 能不我甲
'neng'bu'wo'zhi 能不我知
'ni'ru'tiao'ji 惄如调饥
'ni'yan'ru'dao 惄焉如捣
'nian'bi'bu'ji 念彼不迹
'nian'bi'gong'ren 念彼共人
'nian'bi'jing'shi 念彼京师
'nian'bi'jing'zhou 念彼京周
'nian'bi'shuo'ren 念彼硕人
'nian'bi'zhou'jing 念彼周京
'nian'guo'zhi'wei'nue 念国之为虐
'nian'wo'du'xi 念我独兮
'nian'wo'tu'yu 念我土宇
'nian'wo'wu'lu 念我无禄
'nian'xi'xian'ren 念昔先人
'nian'zi'cao'cao 念子懆懆
'nian'zi'huang'zu 念茲皇祖
'nian'zi'rong'gong 念茲戎功
'niao'fu'yi'zhi 鸟覆翼之
'niao'ming'ying'ying 鸟鸣嘤嘤
'niao'nai'qu'yi 鸟乃去矣
'niao'shu'you'qu 鸟鼠攸去
'niao'yu'nv'luo 茑与女萝
'ning'bi'wo'dun 寧俾我遁
'ning'bu'wo'bao 宁不我报
'ning'bu'wo'gu 宁不我顾
'ning'bu'wo'jin 寧不我矜
'ning'ding'wo'gong 寧丁我躬
'ning'huo'mie'zhi 宁或灭之
'ning'mo'wo'ting 寧莫我聽
'ning'mo'wo'you 宁莫我有
'ning'mo'zhi'cheng 宁莫之惩
'ning'mo'zhi'zhi 宁莫之知
'ning'shi'bu'lai 宁适不来
'ning'wei'tu'du 寧为荼毒
'ning'zi'jin'yi 寧自今矣
'niu'yang'fei'zi'zhi 牛羊腓字之
'niu'yang'wu'jian'lv 牛羊勿踐履
'nong'fu'ke'min 农夫克敏
'nong'fu'zhi'qing 农夫之庆
'nv'fan'shou'zhi 女反收之
'nv'fan'you'zhi 女反有之
'nv'fu'duo'zhi 女覆奪之
'nv'fu'shuo'zhi 女覆說之
'nv'pao'xiu'yu'zhong'guo 女炰烋于中国
'nv'sui'zhan'le'zong 女虽湛乐從
'nv'suo'zhi'xi 女所治兮
'nv'xin'bei'zhi 女心悲止
'nv'xin'shang'bei 女心伤悲
'nv'xin'shang'zhi 女心伤止
'nv'xing'shi'li 女興是力
'nv'ye'bu'shuang 女也不爽
'nv'yue'guan'hu 女曰观乎
'nv'yue'ji'ming 女曰鸡鸣
'nv'zhi'dan'xi 女之耽兮
'nv'zhi'yi'kuang 女执懿筐
'nv'zhuan'qi'yu 女转弃予
'nv'zi'shan'huai 女子善怀
'nv'zi'you'xing 女子有行
'nv'zi'zhi'xiang 女子之祥
'pan'fei'wei'niao 拚飞维鸟
'pan'shui 泮水
'pao'bie'kuai'li 炰鳖脍鲤
'pao'bie'xian'yu 炰鱉鮮鱼
'pao'you'ku'ye 匏有苦叶
'pao'zhi'fan'zhi 炮之燔之
'pei'qi'xiang'ti 佩其象揥
'pei'yu'jiang'jiang 佩玉将将
'pei'yu'qiong'ju 佩玉琼琚
'pei'yu'zhi'nuo 佩玉之傩
'peng'jiu'si'xiang 朋酒斯飨
'peng'peng'qi'mai 芃芃其麦
'peng'peng'shu'miao 芃芃黍苗
'peng'peng'yu'pu 芃芃棫樸
'peng'you'yi'zen 朋友已譖
'peng'you'you'she 朋友攸攝
'pi'bi'huai'mu 譬彼坏木
'pi'bi'jing'zhou 淠彼涇舟
'pi'bi'zhou'liu 譬彼舟流
'pi'er'wei'de 辟尔为德
'pi'yan'bu'xin 辟言不信
'pian'bi'fei'xiao 翩彼飞鸮
'pian'pian'zhe'zhui 翩翩者鵻
'pian'qi'fan'yi 翩其反矣
'piao'feng'fa'fa 飘风发发
'piao'feng'fu'fu 飘风弗弗
'piao'feng'zi'nan 飄風自南
'ping'chen'yu'song 平陈与宋
'ping'ping'zuo'you 平平左右
'ping'wang'zhi'sun 平王之孙
'ping'yun'bu'dai 荓云不逮
'ping'zhi'qing'yi 瓶之罄矣
'po'fu 破斧
'po'suo'qi'xia 婆娑其下
'pou'jing'zhi'lv 裒荊之旅
'pou'shi'zhi'dui 裒时之對
'pu'bi'han'cheng 溥彼韓城
'pu'dun'huai'pen 鋪敦淮濆
'pu'fu'jiu'zhi 匍匐救之
'pu'fu'kuang'cui 仆夫况瘁
'pu'si'hai'yi 溥斯害矣
'pu'tian'zhi'xia 溥天之下
'qi'ao 淇奥
'qi'bi'ru'zhi 其比如櫛
'qi'bi'zhi'nv 跂彼织女
'qi'bian'yi'qi 其弁伊骐
'qi'bo'si'zhao 其镈斯趙
'qi'bu'er'shou 岂不尔受
'qi'bu'er'si 岂不尔思
'qi'bu'huai'gui 岂不怀归
'qi'bu'ri'jie 岂不日戒
'qi'bu'su'ye 岂不夙夜
'qi'che'ji'zai 其车既载
'qi'che'san'qian 其车三千
'qi'cheng'qi'ju 其檉其椐
'qi'chong'ru'yong 其崇如墉
'qi'cong'ru'shui 其从如水
'qi'cong'ru'yu 其从如雨
'qi'cong'ru'yun 其从如云
'qi'da'you'yong 其大有颙
'qi'dai'yi'si 其带伊丝
'qi'de'bu'hui 其德不回
'qi'de'bu'shuang 其德不爽
'qi'de'bu'you 其德不犹
'qi'de'ke'ming 其德克明
'qi'de'mi'hui 其德靡悔
'qi'di'jun'zi 豈弟君子
'qi'diao'wei'he 其钓维何
'qi'ding'er'gong 耆定尔功
'qi'du 其毒
'qi'er'chang'xi 颀而长兮
'qi'er'shi'shi 其耳湿湿
'qi'fei'li'tian 其飞戾天
'qi'feng 齐风
'qi'feng'si'hao 其風肆好
'qi'fu 祈父
'qi'gan'ai'zhi 岂敢爱之
'qi'gan'dan'xing 岂敢惮行
'qi'gan'ding'ju 岂敢定居
'qi'gan'ru'ji 其甘如荠
'qi'gan'yi 其干矣
'qi'gao'wei'he 其告维何
'qi'geng'ze'ze 其耕澤澤
'qi'guan'qi'li 其灌其栵
'qi'he'neng'shu 其何能淑
'qi'hou'ye'chu 其后也处
'qi'hou'ye'hui 其后也悔
'qi'hou'zhi'zi 齐侯之子
'qi'huang'er'yun 其黄而陨
'qi'jiao'sha'sha 其角濈濈
'qi'jiu'an'zhai 其究安宅
'qi'jiu'ru'zhi'he 其旧如之何
'qi'ju'zhi'cong 漆沮之从
'qi'jun'san'shan 其軍三單
'qi'jun'ye'zai 其君也哉
'qi'ke'xiao'an 汔可小安
'qi'ke'xiao'kai 汔可小愒
'qi'ke'xiao'kang 汔可小康
'qi'ke'xiao'xi 汔可小息
'qi'ke'xiao'xiu 汔可小休
'qi'kuai'ru'lin 其會如林
'qi'le'ru'he 其乐如何
'qi'le'yin'jiu 岂乐饮酒
'qi'le'you'ao 齐了游敖
'qi'le'zhi'qie 其乐只且
'qi'lei'wei'he 其類维何
'qi'li'bu'yi 其麗不億
'qi'li'yi'jiu 其笠伊糾
'qi'liu'shang'shang 其流汤汤
'qi'liu'shi'zhong 骐骝是中
'qi'ma'jue'jue 其马蹻蹻
'qi'ma'zhao'zhao 其马昭昭
'qi'ming'duo'pi 其命多辟
'qi'ming'fei'chen 其命匪諶
'qi'ming'jie'jie 其鸣喈喈
'qi'ming'wei'xin 其命维新
'qi'nang'yi'shu 其馕伊黍
'qi'nian'kong'su 祈年孔夙
'qi'pu'wei'he 其仆维何
'qi'qi'huang'huang 其泣喤喤
'qi'qi'kong'you 其祁孔有
'qi'qi'pei'pei 其旗茷茷
'qi'qi'pi'pi 其旂淠淠
'qi'qi'qu'qi 岂其取妻
'qi'qi'ru'yun 祁祁如云
'qi'qi'shi'yu 岂其食鱼
'qi'qi'wu'tan 契契寤叹
'qi'qi'xiong'di 戚戚兄弟
'qi'qi'yi'feng 凄其以风
'qi'ren'mei'qie'quan 其人美且鬈
'qi'ren'mei'qie'ren 其人美且仁
'qi'ren'mei'qie'si 其人美且偲
'qi'ren'ru'yu 其人如玉
'qi'ren'shen'yuan 其人甚远
'qi'rong'bu'gai 其容不改
'qi'sheng'ze'zhi 其繩則直
'qi'shi'bo'bai'gu 其始播百谷
'qi'shi'kong'shi 其詩孔碩
'qi'shi'li'li 其实离离
'qi'shi'qi'xi 其实七兮
'qi'shi'san'xi 其实三兮
'qi'shi'yi 其湿矣
'qi'shi'ze'er 其室则迩
'qi'shi'zhi'shi 其实之食
'qi'shi'zhi'yao 其实之肴
'qi'shui'shang'shang 淇水汤汤
'qi'shui'you'you 淇水滺滺
'qi'shui'zai'you 淇水在右
'qi'shui'zhi'zhi 其谁知之
'qi'su'wei'he 其蔌维何
'qi'ti'lian'lian 泣涕涟涟
'qi'ti'ru'yu 泣涕如雨
'qi'tong'qi'yi 其桐其椅
'qi'wei'piao'feng 其为飘风
'qi'wei'yu'ren 其维愚人
'qi'wei'zhe'ren 其维哲人
'qi'wei'zui'zhi 其未醉止
'qi'wo'hu'sang'zhong 期我乎桑中
'qi'wu'fu'ma 岂无服马
'qi'wu'gao'mu 岂无膏沐
'qi'wu'ju'ren 岂无居人
'qi'wu'ta'ren 岂无他人
'qi'wu'ta'shi 岂无他士
'qi'wu'yin'jiu 岂无饮酒
'qi'xi'fei'xi 萋兮斐兮
'qi'xia'hou'xun 其下侯旬
'qi'xia'wei'gu 其下维谷
'qi'xia'wei'tuo 其下维萚
'qi'xiang'shi'sheng 其香始升
'qi'xiao'ye'ge 其啸也歌
'qi'xin'kong'jia 其新孔嘉
'qi'xin'kong'jian 其心孔艰
'qi'xin'sai'yuan 其心塞渊
'qi'xiu'yi 其修矣
'qi'xu'qi'xie 其虚其邪
'qi'yan'qi'zhe 其檿其柘
'qi'yao'wei'he 其殽维何
'qi'ye'fei'fei 其叶肺肺
'qi'ye'jing'jing 其叶箐箐
'qi'ye'peng'peng 其叶蓬蓬
'qi'ye'qi'qi 其叶萋萋
'qi'ye'qing'qing 其叶青青
'qi'ye'wo'ruo 其叶沃若
'qi'ye'xu'xi 其叶湑兮
'qi'ye'xu'xu 其叶湑湑
'qi'ye'you'nan 其叶有难
'qi'ye'you'wo 其叶有沃
'qi'ye'you'you 其叶有幽
'qi'ye'zang'zang 其叶牂牂
'qi'ye'zhen'zhen 其叶蓁蓁
'qi'yi'bu'tei 其仪不忒
'qi'yi'yi'ren 岂伊异人
'qi'yi'yi'xi 其仪一兮
'qi'yin'wei'he 其胤维何
'qi'yin'zhao'zhao 其音昭昭
'qi'yong'kang'nian 迄用康年
'qi'yong'you'cheng 迄用有成
'qi'you'yi'zhi'xing 岐有夷之行
'qi'yu'fang'guan 其鱼鲂鳏
'qi'yu'fang'yu 其鱼鲂鱮
'qi'yu'qi'yu 其雨其雨
'qi'yu'ru'yi 弃予如遗
'qi'yu'wang'zhi 跂予望之
'qi'yu'wei'wei 其鱼唯唯
'qi'yue 七月
'qi'yue'bu'ji 豈曰不極
'qi'yue'bu'shi 岂曰不时
'qi'yue'heng'kui'ji'shu 七月亨葵及菽
'qi'yue'liu'huo 七月流火
'qi'yue'ming'ju 七月鸣鵙
'qi'yue'shi'gua 七月食瓜
'qi'yue'wu'yi 岂曰无衣
'qi'yue'wu'yi'liu'xi 岂曰无衣六兮
'qi'yue'wu'yi'qi'xi 岂曰无衣七兮
'qi'yue'zai'ye 七月在野
'qi'zai'yu'jin 其在于今
'qi'ze'bu'yuan 其则不远
'qi'ze'you'an 淇则有岸
'qi'zeng'wei'he 其贈维何
'qi'zhan'yue'le 其湛曰乐
'qi'zhao'yang'yang 旂旐央央
'qi'zheng'bu'huo 其政不獲
'qi'zhi'pi'zhi 啟之辟之
'qi'zhi'ru'shi 其直如矢
'qi'zhi'zhai'ye 其之翟也
'qi'zhi'zhan'ye 其之展也
'qi'zhui'qi'mo 其追其貊
'qi'zi'ao'xiang 齐子翱翔
'qi'zi'chen'xi 祇自尘兮
'qi'zi'fa'xi 齐子发夕
'qi'zi'gui'zhi 齐子归止
'qi'zi'hao'he 妻子好合
'qi'zi'qi'di 齐子岂弟
'qi'zi'qi'xi 其子七兮
'qi'zi'qi'xi 祇自疧兮
'qi'zi'qi'yi 其菑其翳
'qi'zi'yong'zhi 齐子庸止
'qi'zi'you'gui 齐子由归
'qi'zi'zai'ji 其子在棘
'qi'zi'zai'mei 其子在梅
'qi'zi'zai'zhen 其子在榛
'qi'zi'zhong'xi 祇自重兮
'qia'bi'qi'lin 洽比其邻
'qia'ci'si'guo 洽此四国
'qian'gong'er'wei 虔共尔位
'qian'hou'yi'qian 乾餱以愆
'qian'ou'qi'yun 千耦其耘
'qian'qi'si'ren 遷其私人
'qian'shang 褰裳
'qian'shang'she'qin 褰裳涉溱
'qian'shang'she'wei 褰裳涉洧
'qian'sui'fu'yi 潜虽伏矣
'qian'tao'yu'yuan 潜逃于渊
'qian'wang'bu'wang 前王不忘
'qian'you'duo'yu 潛有多鱼
'qian'yu'qiao'mu 迁于乔木
'qian'ze'jie 浅则揭
'qiang'qiang'ji'ji 蹌蹌济济
'qiang'you'ci 墙有茨
'qiao'bi'sang'xin 樵彼桑薪
'qiao'qiao'cuo'xin 翘翘错薪
'qiao'qu'qiang'xi 巧趋跄兮
'qiao'xiao'qian'xi 巧笑倩兮
'qiao'xiao'zhi'cuo 巧笑之瑳
'qiao'yan 巧言
'qiao'yan'ru'huang 巧言如簧
'qiao'yan'ru'liu 巧言如流
'qie'wang'guan'hu 且往观乎
'qie'yi'xi'le 且以喜乐
'qie'yi'yong'ri 且以永日
'qie'yi'zhuo'li 且以酌醴
'qin'cheng'kong'an 寢成孔安
'qin'feng 秦风
'qin'gao'ji'fang 侵镐及方
'qin'ji'gui'fang 覃及鬼方
'qin'jie'qi'li 亲结其缡
'qin'miao'ji'cheng 寢庙既成
'qin'ruan'cu'gong 侵阮徂共
'qin'se'ji'gu 琴瑟击鼓
'qin'se'you'zhi 琴瑟友之
'qin'se'zai'yu 琴瑟在御
'qin'shou'e'mei 螓首蛾眉
'qin'wei 溱洧
'qin'ying'yu'wei 親迎于渭
'qin'yu'wei 溱与洧
'qin'zi'ruan'jiang 侵自阮疆
'qing'guan'jiang'jiang 磬筦將將
'qing'ji'ling'ju 慶既令居
'qing'jiu'bai'hu 清酒百壺
'qing'jiu'ji'zai 清酒既载
'qing'kuang'xi'zhi 顷筐塈之
'qing'miao 清庙
'qing'miao'zhi'shen 清庙之什
'qing'qing'zi'jin 青青子衿
'qing'qing'zi'pei 青青子佩
'qing'ren 清人
'qing'ren'zai'peng 清人在彭
'qing'ren'zai'xiao 清人在消
'qing'ren'zai'zhou 清人在轴
'qing'wu'bu'yi 罄无不宜
'qing'yang'wan'xi 清扬婉兮
'qing'ying 青蝇
'qiong'gui'yu'pei 琼瑰玉佩
'qiong'you'zhi'shao 邛有旨苕
'qiong'you'zhi'yi 邛有旨鷊
'qiong'zhi'xun'shu 穹窒熏鼠
'qiu'er'xin'te 求尔新特
'qiu'er'zai'chang 秋而载嘗
'qiu'fu'bu'hui 求福不回
'qiu'min'zhi'mo 求民之莫
'qiu'qi'you'sheng 求其友声
'qiu'ri'qi'qi 秋日凄凄
'qiu'wo'shu'shi 求我庶士
'qiu'yi'wei'qi 秋以为期
'qiu'zhi'bu'de 求之不得
