'ai'jiu 艾灸
'hong'mo'ji'guang'da'kong'shu 虹膜激光打孔术
'hong'mo'ji'guang'qie'chu'shu 虹膜激光切除术
'hong'mo'ji'guang'qie'kai'guan'tong'shu 虹膜激光切开贯通术
'hong'mo'qian'dun'shu'he'hong'mo'qian'yin'shu 虹膜嵌顿术和虹膜牵引术
'hong'mo'qian'fang'jiao'zhan'lian'song'jie'shu 虹膜前房角粘连松解术
'hong'mo'qian'zhan'lian'song'jie'shu 虹膜前粘连松解术
'hong'mo'qie'chu'shu 虹膜切除术
'hong'mo'qie'kai'shu 虹膜切开术
'hong'mo'tuo'chu'qie'chu'shu 虹膜脱出切除术
'hong'mo'xiu'bu'shu 虹膜修补术
'hong'mo'zhan'lian'song'jie'shu 虹膜粘连松解术
'hong'mo'zhou'bian'ji'guang'qie'chu'shu 虹膜周边激光切除术
'hong'mo'zhou'bian'qie'chu'shu 虹膜周边切除术
'hong'wai'xian'zhao'she 红外线照射
'hou'bi'kong'cheng'xing'shu 后鼻孔成形术
'hou'biao'zhuang'ruan'gu'qie'chu'shu 喉杓状软骨切除术
'hou'bing'sun'qie'chu'shu 喉病损切除术
'hou'bu'fen'qie'chu'shu 喉部分切除术
'hou'cheng'xing'shu 喉成形术
'hou'chu'tou'chan'qian'bu'fen'tun'qian'yin'shu 后出头产钳部分臀牵引术
'hou'fa'mo'ji'xie'xing'sui'lie'shu 后发膜机械性碎裂术
'hou'fa'xing'bai'nei'zhang'qie'kai'shu 后发性白内障切开术
'hou'fan'shen'jing'jie'pou'shu 喉返神经解剖术
'hou'fan'shen'jing'qie'duan'shu 喉返神经切断术
'hou'fan'shen'jing'song'jie'shu 喉返神经松解术
'hou'fan'shen'jing'tan'cha'shu 喉返神经探查术
'hou'gong'mo'jia'gu'shu 后巩膜加固术
'hou'jia'zhuang'ruan'gu'xiu'bu'shu 喉甲状软骨修补术
'hou'jie'cheng'xing'shu 喉结成形术
'hou'jing'jian'cha 喉镜检查
'hou'jing'xia'bi'yan'bing'sun'qie'chu'shu 喉镜下鼻咽病损切除术
'hou'jing'xia'bian'tao'ti'qie'chu'shu 喉镜下扁桃体切除术
'hou'jing'xia'can'yu'xian'yang'zeng'zhi'ti'ti'qie'chu'shu 喉镜下残余腺样增殖体体切除术
'hou'jing'xia'hou'bing'sun'qie'chu'shu 喉镜下喉病损切除术
'hou'jing'xia'hou'cheng'xing'shu 喉镜下喉成形术
'hou'jing'xia'hou'kuo'zhang'shu 喉镜下喉扩张术
'hou'jing'xia'hou'qie'kai'yin'liu'shu 喉镜下喉切开引流术
'hou'jing'xia'hou'ruan'gu'qie'chu'shu 喉镜下喉软骨切除术
'hou'jing'xia'huan'biao'guan'jie'fu'wei'shu 喉镜下环杓关节复位术
'hou'jing'xia'hui'yan'bing'sun'ji'guang'shao'zhuo'shu 喉镜下会厌病损激光烧灼术
'hou'jing'xia'hui'yan'bing'sun'qie'chu'shu 喉镜下会厌病损切除术
'hou'jing'xia'she'bing'sun'ji'guang'shao'zhuo'shu 喉镜下舌病损激光烧灼术
'hou'jing'xia'sheng'dai'bing'sun'ji'guang'shao'zhuo'shu 喉镜下声带病损激光烧灼术
'hou'jing'xia'sheng'dai'bing'sun'qie'chu'shu 喉镜下声带病损切除术
'hou'jing'xia'sheng'dai'qie'chu'shu 喉镜下声带切除术
'hou'jing'xia'sheng'dai'zhan'lian'song'jie'shu 喉镜下声带粘连松解术
'hou'jing'xia'sheng'men'bing'sun'qie'chu'shu 喉镜下声门病损切除术
'hou'jing'xia'yan'bu'bing'sun'qie'chu'shu 喉镜下咽部病损切除术
'hou'lie'shang'feng'he'shu 喉裂伤缝合术
'hou'lou'bi'he'shu 喉瘘闭合术
'hou'nang'qie'kai'shu 后囊切开术
'hou'nang'zhong'dai'xing'feng'he'shu 喉囊肿袋形缝合术
'hou'nei'yi'wu'qu'chu 喉内异物去除
'hou'qi'guan'lou'guan'qie'chu'shu 喉气管瘘管切除术
'hou'qie'kai'tan'cha'shu 喉切开探查术
'hou'qiong'long'chuan'ci'shu 后穹隆穿刺术
'hou'qiong'long'chuan'ci'yin'liu'shu 后穹窿穿刺引流术
'hou'qiong'long'jing'jian'cha 后穹窿镜检查
'hou'qiong'long'qie'kai'yin'liu'shu 后穹窿切开引流术
'hou'qiong'long'xiu'bu'shu 后穹隆修补术
'hou'ru'lu'bo'li'ti'qie'ge'shu 后入路玻璃体切割术
'hou'ru'lu'huan'shu'zhui'rong'he'shu 后入路寰枢椎融合术
'hou'ru'lu'huan'shu'zhui'zai'rong'he'shu 后入路寰枢椎再融合术
'hou'ru'lu'jing'zhui'rong'he'shu 后入路颈椎融合术
'hou'ru'lu'jing'zhui'zai'rong'he'shu 后入路颈椎再融合术
'hou'ru'lu'xiong'yao'zhui'rong'he'shu 后入路胸腰椎融合术
'hou'ru'lu'xiong'yao'zhui'zai'rong'he'shu 后入路胸腰椎再融合术
'hou'ru'lu'xiong'zhui'jian'pan'qie'chu'shu 后入路胸椎间盘切除术
'hou'ru'lu'xiong'zhui'rong'he'shu 后入路胸椎融合术
'hou'ru'lu'xiong'zhui'zai'rong'he'shu 后入路胸椎再融合术
'hou'ru'lu'yao'di'rong'he'shu 后入路腰骶融合术
'hou'ru'lu'yao'di'zai'rong'he'shu 后入路腰骶再融合术
'hou'ru'lu'yao'zhui'jian'pan'qie'chu'shu 后入路腰椎间盘切除术
'hou'ru'lu'yao'zhui'rong'he'shu 后入路腰椎融合术
'hou'ru'lu'yao'zhui'zai'rong'he'shu 后入路腰椎再融合术
'hou'ru'lu'zhen'jing'rong'he'shu 后入路枕颈融合术
'hou'ru'lu'zhen'jing'zai'rong'he'shu 后入路枕颈再融合术
'hou'ruan'gu'gu'zhe'xiu'bu'shu 喉软骨骨折修补术
'hou'ruan'gu'qie'chu'shu 喉软骨切除术
'hou'tui'fa'e'lie'jiao'zheng'shu 后推法腭裂矫正术
'hou'yan'qie'chu'shu 喉咽切除术
'hou'zao'kou'xiu'zheng'shu 喉造口修正术
'hou'zao'ying 喉造影
'hou'zhi'jia'qu'chu'shu 喉支架取出术
'hou'zhi'jia'tiao'zheng'shu 喉支架调整术
'hou'zhi'jia'zhi'huan'shu 喉支架置换术
'hou'zhi'jia'zhi'ru'shu 喉支架置入术
'hou'zhu'she 喉注射
'hu'xi'ji'zhi'liao'da'yu'deng'yu'xiao'shi 呼吸机治疗大于等于小时
'hu'xi'ji'zhi'liao'xiao'yu'xiao'shi 呼吸机治疗小于小时
'hu'xi'xun'lian 呼吸训练
'hua'che'shen'jing'si'tuo'shu 滑车神经撕脱术
'hua'dong'pi'ban'yi'zhi'shu 滑动皮瓣移植术
'hua'liao'beng'guan'wei'zhi'tiao'zheng 化疗泵管位置调整
'hua'liao'beng'zhi'ru 化疗泵置入
'hua'nang'bing'sun'qie'chu'shu 滑囊病损切除术
'hua'xue'wu'zhi'shuan'se 化学物质栓塞
'hua'xue'xiong'mo'gu'ding'shu 化学胸膜固定术
'hua'xue'xiu'ke'zhi'liao 化学休克治疗
'hua'xue'zhi'liao'yao'wu'zhi'ru 化学治疗药物置入
'huai'gu'bing'sun'qie'chu'shu 踝骨病损切除术
'huai'guan'jie'bing'sun'qie'chu'shu 踝关节病损切除术
'huai'guan'jie'gu'zhe'bi'he'fu'wei'shu 踝关节骨折闭合复位术
'huai'guan'jie'gu'zhe'qie'kai'fu'wei'shu 踝关节骨折切开复位术
'huai'guan'jie'hua'mo'qie'chu'shu 踝关节滑膜切除术
'huai'guan'jie'huo'zu'zhi'jian'cha 踝关节活组织检查
'huai'guan'jie'jia'ti'qu'chu'shu 踝关节假体取出术
'huai'guan'jie'jing'jian'cha 踝关节镜检查
'huai'guan'jie'jing'xia'bing'sun'qie'chu'shu 踝关节镜下病损切除术
'huai'guan'jie'jing'xia'hua'mo'qie'chu'shu 踝关节镜下滑膜切除术
'huai'guan'jie'jing'xia'wei'gu'zhe'shu 踝关节镜下微骨折术
'huai'guan'jie'jing'xia'you'li'ti'qu'chu'shu 踝关节镜下游离体取出术
'huai'guan'jie'li'duan'shu 踝关节离断术
'huai'guan'jie'nang'feng'he'shu 踝关节囊缝合术
'huai'guan'jie'nang'song'jie'shu 踝关节囊松解术
'huai'guan'jie'nei'gu'ding'wu'qu'chu'shu 踝关节内固定物取出术
'huai'guan'jie'qie'kai'shu 踝关节切开术
'huai'guan'jie'ren'dai'xiu'bu'shu 踝关节韧带修补术
'huai'guan'jie'rong'he'shu 踝关节融合术
'huai'guan'jie'song'jie'shu 踝关节松解术
'huai'guan'jie'tuo'wei'bi'he'fu'wei'shu 踝关节脱位闭合复位术
'huai'guan'jie'tuo'wei'qie'kai'fu'wei'shu 踝关节脱位切开复位术
'huai'guan'jie'wai'gu'ding'jia'qu'chu'shu 踝关节外固定架去除术
'huai'guan'jie'xiu'bu'shu 踝关节修补术
'huai'ren'dai'feng'he'shu 踝韧带缝合术
'huan'biao'guan'jie'tuo'wei'bi'he'fu'wei'shu 环杓关节脱位闭合复位术
'huan'yan'ji'qie'duan'shu 环咽肌切断术
'huan'yan'ji'qie'kai'shu 环咽肌切开术
'huan'zhuang'qian'cha'ru'shu 环状钳插入术
'huan'zhuang'qian'qian'yin'zhuang'zhi'qu'chu'shu 环状钳牵引装置去除术
'huan'zhuang'qian'zhi'huan'shu 环状钳置换术
'huang'ban'lie'kong'xiu'fu'shu 黄斑裂孔修复术
'huang'ren'dai'bu'fen'qie'chu'shu 黄韧带部分切除术
'hui'chang'bu'fen'qie'chu'shu 回肠部分切除术
'hui'chang'dai'pang'guang'shu 回肠代膀胱术
'hui'chang'dai'pang'guang'zao'ying 回肠代膀胱造影
'hui'chang'dai'shu'chu'dao'nei'kui'jing'jian'cha 回肠代输出道内窥镜检查
'hui'chang'dai'shu'niao'guan'shu 回肠代输尿管术
'hui'chang'gang'men'wen'he'shu 回肠肛门吻合术
'hui'chang'heng'jie'chang'wen'he'shu 回肠横结肠吻合术
'hui'chang'jiang'jie'chang'wen'he'shu 回肠降结肠吻合术
'hui'chang'jie'chang'qie'chu'shu 回肠结肠切除术
'hui'chang'kong'chang'wen'he'shu 回肠空肠吻合术
'hui'chang'mang'chang'wen'he'shu 回肠盲肠吻合术
'hui'chang'po'lie'xiu'bu'shu 回肠破裂修补术
'hui'chang'qie'chu'shu 回肠切除术
'hui'chang'sheng'jie'chang'wen'he'shu 回肠升结肠吻合术
'hui'chang'wai'zhi'shu 回肠外置术
'hui'chang'yi'zhuang'jie'chang'wen'he'shu 回肠乙状结肠吻合术
'hui'chang'yong'jiu'xing'zao'kou'shu 回肠永久性造口术
'hui'chang'zan'shi'xing'zao'kou'shu 回肠暂时性造口术
'hui'chang'zao'kou'bi'he'shu 回肠造口闭合术
'hui'chang'zao'kou'hai'na'shu 回肠造口还纳术
'hui'chang'zhi'chang'wen'he'shu 回肠直肠吻合术
'hui'mang'bu'qie'chu'shu 回盲部切除术
'hui'tai'shu 毁胎术
'hui'xuan'ji'huan'dai'xiu'bu'shu 回旋肌环带修补术
'hui'yan'bing'sun'qie'chu'shu 会厌病损切除术
'hui'yan'qie'chu'shu 会厌切除术
'hui'yan'qie'kai'yin'liu'shu 会厌切开引流术
'hui'yin'bing'sun'qie'chu'shu 会阴病损切除术
'hui'yin'ce'qie'feng'he'shu 会阴侧切缝合术
'hui'yin'chan'ke'lie'shang'feng'he'shu 会阴产科裂伤缝合术
'hui'yin'chen'jiu'xing'chan'ke'lie'shang'xiu'bu'shu 会阴陈旧性产科裂伤修补术
'hui'yin'cheng'xing'shu 会阴成形术
'hui'yin'lie'shang'feng'he'shu 会阴裂伤缝合术
'hui'yin'qie'kai'shu 会阴切开术
'hui'yin'qie'kai'yi'wu'qu'chu'shu 会阴切开异物取出术
'hui'yin'qie'kai'yin'liu'shu 会阴切开引流术
'hui'yin'shan'wu'zhang'li'xiu'bu'shu 会阴疝无张力修补术
'hui'yin'zhi'chang'lou'bi'he'shu 会阴直肠瘘闭合术
'hui'yin'zhi'chang'lou'xiu'bu'shu 会阴直肠瘘修补术
'huo'dong'ping'ban'yun'dong'shi'yan 活动平板运动试验
'huo'guan'zhi'liao 火罐治疗
'ji'di'dong'mai'zao'ying 基底动脉造影
'ji'dian'tu 肌电图
'ji'gong'neng'shou'fa'ce'shi 肌功能手法测试
'ji'guang'zhao'she'zhi'liao 激光照射治疗
'ji'hua'mo'qie'chu 机化膜切除
'ji'jian'bing'sun'qie'chu'shu 肌腱病损切除术
'ji'jian'cheng'xing'shu 肌腱成形术
'ji'jian'da'kong'shu 肌腱打孔术
'ji'jian'gu'ding'shu 肌腱固定术
'ji'jian'hou'xi'shu 肌腱后徙术
'ji'jian'hua'lun'chong'jian'shu 肌腱滑轮重建术
'ji'jian'jin'suo'shu 肌腱紧缩术
'ji'jian'qie'chu'shu 肌腱切除术
'ji'jian'qie'chu'shu'yong'yu'yi'zhi 肌腱切除术用于移植
'ji'jian'tan'cha'shu 肌腱探查术
'ji'jian'xi'qian'shu 肌腱徙前术
'ji'jian'xue'guan'shen'jing'tan'cha'shu 肌腱血管神经探查术
'ji'jian'yan'chang'shu 肌腱延长术
'ji'jian'yan'chi'feng'he'shu 肌腱延迟缝合术
'ji'jian'yi'zhi'shu 肌腱移植术
'ji'jian'zai'jie'shu 肌腱再接术
'ji'jian'zhuan'yi'shu 肌腱转移术
'ji'pi'shen'jing'feng'he'shu 肌皮神经缝合术
'ji'pi'shen'jing'tan'cha'shu 肌皮神经探查术
'ji'pi'shen'jing'wen'he'shu 肌皮神经吻合术
'ji'qie'kai'shu 肌切开术
'ji're'ying'xiang'tu 肌热影像图
'ji'rou'bing'sun'qie'chu'shu 肌肉病损切除术
'ji'rou'cheng'xing'shu 肌肉成形术
'ji'rou'qie'chu'shu 肌肉切除术
'ji'rou'qie'chu'yong'yu'yi'zhi 肌肉切除用于移植
'ji'rou'qie'duan'shu 肌肉切断术
'ji'rou'qie'kai'yi'wu'qu'chu'shu 肌肉切开异物取出术
'ji'rou'qie'kai'yin'liu'shu 肌肉切开引流术
'ji'rou'qing'chuang'shu 肌肉清创术
'ji'rou'song'jie'shu 肌肉松解术
'ji'rou'yi'wei'shu 肌肉移位术
'ji'rou'yi'zhi'shu 肌肉移植术
'ji'rou'zai'jie'shu 肌肉再接术
'ji'rou'zhu'she'mian'yi'yi'zhi'ji'zhi'liao 肌肉注射免疫抑制剂治疗
'ji'shen'jing'gen'qie'duan'shu 脊神经根切断术
'ji'shen'jing'gen'she'pin'xiao'rong'shu 脊神经根射频消融术
'ji'shen'jing'po'huai'shu 脊神经破坏术
'ji'suan'ji'ying'guang'tou'shi'fu'zhu'wai'ke 计算机荧光透视辅助外科
'ji'sui'bing'sun'shuan'se'shu 脊髓病损栓塞术
'ji'sui'dian'ci'ji'dian'ji'zhi'ru'shu 脊髓电刺激电极置入术
'ji'sui'huo'zu'zhi'jian'cha 脊髓活组织检查
'ji'sui'ji'mo'peng'chu'xiu'bu'shu 脊髓脊膜膨出修补术
'ji'sui'ji'xing'xue'guan'qie'chu'shu 脊髓畸形血管切除术
'ji'sui'mo'fen'liu'xiu'zheng'shu 脊髓膜分流修正术
'ji'sui'nei'shen'jing'gen'qie'duan'shu 脊髓内神经根切断术
'ji'sui'qian'wai'ce'shu'qie'duan'shu 脊髓前外侧束切断术
'ji'sui'shen'jing'gen'zhan'lian'song'jie'shu 脊髓神经根粘连松解术
'ji'sui'shen'jing'shu'qie'duan'shu 脊髓神经束切断术
'ji'sui'xie'kuai'bu'pian 脊髓血块补片
'ji'sui'ying'mo'wai'fen'liu'shu 脊髓硬膜外分流术
'ji'sui'zao'lou'shu 脊髓造瘘术
'ji'sui'zhan'lian'song'jie'shu 脊髓粘连松解术
'ji'sui'zhong'si'qie'duan'shu 脊髓终丝切断术
'ji'sui'zhu'wang'mo'xia'qiang'fen'liu'shu 脊髓蛛网膜下腔分流术
'ji'sui'zhu'wang'mo'xia'qiang'fu'qiang'fen'liu'shu 脊髓蛛网膜下腔腹腔分流术
'ji'sui'zhu'wang'mo'xia'qiang'shu'niao'guan'fen'liu'shu 脊髓蛛网膜下腔输尿管分流术
'ji'sui'zhu'wang'mo'zhan'lian'song'jie'shu 脊髓蛛网膜粘连松解术
'ji'sui'zong'lie'xiu'bu'shu 脊髓纵裂修补术
'ji'ti'xin'li'zhi'liao 集体心理治疗
'ji'tu'qie'chu'shu 脊突切除术
'ji'xie'shen'geng'huan'shu 机械肾更换术
'ji'xie'shen'qu'chu'shu 机械肾去除术
'ji'xie'shen'zhi'ru'shu 机械肾置入术
'ji'xing'zu'song'jie'shu 畸形足松解术
'ji'xiong'jiao'zheng'shu 鸡胸矫正术
'ji'zhu'guan'jie'huo'zu'zhi'jian'cha 脊柱关节活组织检查
'ji'zhu'guan'jie'song'jie'shu 脊柱关节松解术
'ji'zhu'hou'tu'cheng'xing'shu 脊柱后凸成形术
'ji'zhu'ke'tiao'jie'zhuang'zhi'tiao'zheng'shu 脊柱可调节装置调整术
'ji'zhu'ke'tiao'jie'zhuang'zhi'zhi'ru'shu'sheng'zhang'bang 脊柱可调节装置置入术生长棒
'ji'zhu'lie'xiu'bu'shu 脊柱裂修补术
'ji'zhu'qian'yin 脊柱牵引
'ji'zhui'gu'zhe'fu'wei'shu 脊椎骨折复位术
'ji'zhui'gu'zhe'xiu'bu'shu 脊椎骨折修补术
'ji'zhui'hou'gong'qie'chu'shu 脊椎后弓切除术
'jia'bu'bing'sun'qie'chu'shu 颊部病损切除术
'jia'bu'zhou'wen'qie'chu'shu 颊部皱纹切除术
'jia'cheng'xing'shu 甲成形术
'jia'chuang'qing'chuang'shu 甲床清创术
'jia'chuang'qu'chu'shu 甲床去除术
'jia'gen'bu'fen'qu'chu'shu 甲根部分去除术
'jia'guan'jie'qie'chu'shu 假关节切除术
'jia'nei'bu'bing'sun'qie'chu'shu 颊内部病损切除术
'jia'nian'mo'huo'zu'zhi'jian'cha 颊粘膜活组织检查
'jia'ti'ping'gu 假体评估
'jia'ting'liao'fa 家庭疗法
'jia'xi'dai'qie'kai'shu 颊系带切开术
'jia'xia'nong'zhong'chou'xi'shu 甲下脓肿抽吸术
'jia'zhe'qu'chu'shu 甲褶去除术
'jia'zhi'dian'xiu'fu'shu 颊脂垫修复术
'jia'zhuang'pang'xian'bing'sun'qie'chu'shu 甲状旁腺病损切除术
'jia'zhuang'pang'xian'bu'fen'qie'chu'shu 甲状旁腺部分切除术
'jia'zhuang'pang'xian'huo'zu'zhi'jian'cha 甲状旁腺活组织检查
'jia'zhuang'pang'xian'quan'bu'qie'chu'shu 甲状旁腺全部切除术
'jia'zhuang'pang'xian'tan'cha'shu 甲状旁腺探查术
'jia'zhuang'pang'xian'tong'wei'su'sao'miao 甲状旁腺同位素扫描
'jia'zhuang'pang'xian'zi'ti'yi'zhi'shu 甲状旁腺自体移植术
'jia'zhuang'she'guan'bing'sun'qie'chu'shu 甲状舌管病损切除术
'jia'zhuang'she'guan'lou'bi'he'shu 甲状舌管瘘闭合术
'jia'zhuang'she'guan'qie'chu'shu 甲状舌管切除术
'jia'zhuang'xian'bing'sun'qie'chu'shu 甲状腺病损切除术
'jia'zhuang'xian'chuan'ci'huo'zu'zhi'jian'cha 甲状腺穿刺活组织检查
'jia'zhuang'xian'feng'he'shu 甲状腺缝合术
'jia'zhuang'xian'gai'liang'gen'zhi'shu 甲状腺改良根治术
'jia'zhuang'xian'gen'zhi'shu 甲状腺根治术
'jia'zhuang'xian'qie'kai'tan'cha'shu 甲状腺切开探查术
'jia'zhuang'xian'qie'kai'yin'liu'shu 甲状腺切开引流术
'jia'zhuang'xian'qu'chou'xi'yin'liu'shu 甲状腺区抽吸引流术
'jia'zhuang'xian'shu'hou'tan'cha'zhi'xue'shu 甲状腺术后探查止血术
'jia'zhuang'xian'tong'wei'su'sao'miao 甲状腺同位素扫描
'jia'zhuang'xian'xia'bu'bu'fen'qie'chu'shu 甲状腺峡部部分切除术
'jia'zhuang'xian'xia'bu'heng'duan'shu 甲状腺峡部横断术
'jia'zhuang'xian'xue'guan'jie'za'shu 甲状腺血管结扎术
'jia'zhuang'xian'zi'ti'yi'zhi'shu 甲状腺自体移植术
'jian'ban'chong'jian'shu 睑板重建术
'jian'ban'xian'bing'sun'qie'chu'shu 睑板腺病损切除术
'jian'ban'xian'nang'zhong'gua'chu'shu 睑板腺囊肿刮除术
'jian'ban'xian'nong'zhong'qie'kai'yin'liu'shu 睑板腺脓肿切开引流术
'jian'ce'jing'shen'jing'yi'wei'shu 健侧颈神经移位术
'jian'guan'jie'bing'sun'qie'chu'shu 肩关节病损切除术
'jian'guan'jie'bu'fen'zhi'huan'shu 肩关节部分置换术
'jian'guan'jie'chao'sheng'jian'cha 肩关节超声检查
'jian'guan'jie'cheng'xing'de'xiu'zheng'shu 肩关节成形的修正术
'jian'guan'jie'cheng'xing'shu 肩关节成形术
'jian'guan'jie'gu'ding'shu 肩关节固定术
'jian'guan'jie'hua'mo'qie'chu'shu 肩关节滑膜切除术
'jian'guan'jie'huo'zu'zhi'jian'cha 肩关节活组织检查
'jian'guan'jie'ji'rou'cheng'xing'shu 肩关节肌肉成形术
'jian'guan'jie'jia'ti'qu'chu'shu 肩关节假体取出术
'jian'guan'jie'jing'jian'cha 肩关节镜检查
'jian'guan'jie'jing'xia'bing'sun'qie'chu'shu 肩关节镜下病损切除术
'jian'guan'jie'jing'xia'hua'mo'qie'chu'shu 肩关节镜下滑膜切除术
'jian'guan'jie'jing'xia'you'li'ti'qu'chu'shu 肩关节镜下游离体取出术
'jian'guan'jie'li'duan'shu 肩关节离断术
'jian'guan'jie'nang'xiu'fu'chong'jian'shu 肩关节囊修复重建术
'jian'guan'jie'qie'kai'shu 肩关节切开术
'jian'guan'jie'quan'bu'zhi'huan'shu 肩关节全部置换术
'jian'guan'jie'song'jie'shu 肩关节松解术
'jian'guan'jie'tuo'wei'bi'he'fu'wei'shu 肩关节脱位闭合复位术
'jian'guan'jie'tuo'wei'qie'kai'fu'wei'nei'gu'ding'shu 肩关节脱位切开复位内固定术
'jian'guan'jie'tuo'wei'qie'kai'fu'wei'shu 肩关节脱位切开复位术
'jian'guan'jie'xiu'bu'shu 肩关节修补术
'jian'guan'jie'xiu'zheng'shu 肩关节修正术
'jian'huan'fa'qu'ji'jian'hua'che'chong'jian'shu 腱环法屈肌腱滑车重建术
'jian'jia'dai'li'duan'shu 肩胛带离断术
'jian'jia'gu'bing'sun'qie'chu'shu 肩胛骨病损切除术
'jian'jia'gu'bu'fen'qie'chu'shu 肩胛骨部分切除术
'jian'jia'gu'cheng'xing'shu 肩胛骨成形术
'jian'jia'gu'gang'ban'nei'gu'ding'shu 肩胛骨钢板内固定术
'jian'jia'gu'gang'zhen'nei'gu'ding'shu 肩胛骨钢针内固定术
'jian'jia'gu'luo'ding'nei'gu'ding'shu 肩胛骨螺钉内固定术
'jian'jia'gu'nei'gu'ding'wu'qu'chu'shu 肩胛骨内固定物取出术
'jian'jia'gu'qie'chu'shu 肩胛骨切除术
'jian'jia'gu'si'gu'qu'chu'shu 肩胛骨死骨去除术
'jian'jia'gu'sui'nei'zhen'nei'gu'ding'shu 肩胛骨髓内针内固定术
'jian'jia'gu'wai'gu'ding'jia'qu'chu'shu 肩胛骨外固定架去除术
'jian'jia'gu'wai'gu'ding'shu 肩胛骨外固定术
'jian'jia'gu'xie'xing'jie'gu'shu 肩胛骨楔形截骨术
'jian'jia'gu'zhe'gu'shu 肩胛骨折骨术
'jian'jia'shang'shen'jing'tan'cha'shu 肩胛上神经探查术
'jian'jia'she'gu'ji'bu'fen'qie'chu'shu 肩胛舌骨肌部分切除术
'jian'jia'ti'ji'qie'duan'shu 肩胛提肌切断术
'jian'lie'zeng'da'shu 睑裂增大术
'jian'mo'qie'chu'shu 腱膜切除术
'jian'nei'fan'jiao'zheng'ban'jian'chong'jian'shu 睑内翻矫正伴睑重建术
'jian'qiao'bing'sun'qie'chu'shu 腱鞘病损切除术
'jian'qiao'feng'he'shu 腱鞘缝合术
'jian'qiao'qie'chu'shu 腱鞘切除术
'jian'qiao'qie'kai'shu 腱鞘切开术
'jian'qiu'zhan'lian'kou'chun'nian'mo'yi'zhi'xiu'bu'shu 睑球粘连口唇粘膜移植修补术
'jian'qiu'zhan'lian'song'jie'shu 睑球粘连松解术
'jian'qiu'zhan'lian'yang'mo'yi'zhi'xiu'bu'shu 睑球粘连羊膜移植修补术
'jian'qiu'zhan'lian'you'li'yi'zhi'wu'xiu'bu'shu 睑球粘连游离移植物修补术
'jian'suo'guan'jie'nei'gu'ding'wu'qu'chu'shu 肩锁关节内固定物取出术
'jian'suo'guan'jie'tuo'wei'qie'kai'fu'wei'nei'gu'ding'shu 肩锁关节脱位切开复位内固定术
'jian'suo'guan'jie'tuo'wei'qie'kai'fu'wei'shu 肩锁关节脱位切开复位术
'jian'suo'qie'duan'shu 腱索切断术
'jian'suo'xiu'bu'shu 腱索修补术
'jian'tui'suo'jiao'zheng'shu 睑退缩矫正术
'jian'xia'chui'jiao'zheng'guo'du'fu'wei'shu 睑下垂矫正过度复位术
'jian'xie'xing'gu'qian'yin 间歇性骨牵引
'jian'xiu'xiu'bu'shu 肩袖修补术
'jian'ya'cang'liao'fa 减压仓疗法
'jian'yi'jing'shen'zhuang'kuang'ping'ding 简易精神状况评定
'jian'yi'wei'jiao'zheng'shu 睑移位矫正术
'jian'yuan'feng'he'shu 睑缘缝合术
'jian'yuan'qie'kai'shu 睑缘切开术
'jian'zhi'liao'xing'yao'wu'zhu'she 腱治疗性药物注射
'jiang'jie'chang'bing'sun'qie'chu'shu 降结肠病损切除术
'jiang'jie'chang'bu'fen'qie'chu'shu 降结肠部分切除术
'jiang'jie'chang'gang'men'wen'he'shu 降结肠肛门吻合术
'jiang'jie'chang'po'lie'xiu'bu'shu 降结肠破裂修补术
'jiang'jie'chang'yi'zhuang'jie'chang'wen'he'shu 降结肠乙状结肠吻合术
'jiang'jie'chang'zhi'chang'wen'he'shu 降结肠直肠吻合术
'jiang'zhu'dong'mai'fei'dong'mai'fen'liu'shu 降主动脉肺动脉分流术
'jiang'zhu'dong'mai'zao'ying 降主动脉造影
'jiao'cha'chun'ban'duan'di'shu 交叉唇瓣断蒂术
'jiao'cha'chun'ban'zhuan'yi'shu 交叉唇瓣转移术
'jiao'gan'shen'jing'huo'zu'zhi'jian'cha 交感神经活组织检查
'jiao'gan'shen'jing'jie'huo'zu'zhi'jian'cha 交感神经节活组织检查
'jiao'gan'shen'jing'jie'xiu'bu'shu 交感神经节修补术
'jiao'gan'shen'jing'ma'zui'ji'zhu'she'zhi'tong 交感神经麻醉剂注射止痛
'jiao'gan'shen'jing'qie'duan'shu 交感神经切断术
'jiao'gan'shen'jing'xiu'bu'shu 交感神经修补术
'jiao'gan'shen'jing'zhu'she'po'huai'ji 交感神经注射破坏剂
'jiao'mo'ban'ceng'qie'chu'shu 角膜板层切除术
'jiao'mo'bing'sun'leng'dong'shu 角膜病损冷冻术
'jiao'mo'bing'sun'qie'chu'shu 角膜病损切除术
'jiao'mo'bing'sun'shao'zhuo'shu 角膜病损烧灼术
'jiao'mo'bo'li'ti'zhan'lian'song'jie'shu 角膜玻璃体粘连松解术
'jiao'mo'feng'xian'chai'chu'shu 角膜缝线拆除术
'jiao'mo'gan'xi'bao'yi'zhi'shu 角膜干细胞移植术
'jiao'mo'huo'zu'zhi'jian'cha 角膜活组织检查
'jiao'mo'jian'ceng'shao'zhuo'shu 角膜间层烧灼术
'jiao'mo'lie'shang'feng'he'shu 角膜裂伤缝合术
'jiao'mo'nei'pi'yi'zhi'shu 角膜内皮移植术
'jiao'mo'qie'kai'shu 角膜切开术
'jiao'mo'qie'kai'yi'wu'qu'chu'shu 角膜切开异物取出术
