'a'fei 阿斐
'mi'he'la'ren 米何拉人
'mi'hu'ya'li 米户雅利
'mi'hu'ya'li'sheng'ma'tu'sa'li 米户雅利生玛土撒利
'mi'huo'ren 迷惑人
'mi'ji'duo 米吉多
'mi'jia 密迦
'mi'jia 弥迦
'mi'jia 米甲
'mi'jia 米迦
'mi'jia'le 米迦勒
'mi'jia'shu 弥迦书
'mi'kua'ta 米夸他
'mi'la'da'weng 米拉大翁
'mi'la'li 米拉利
'mi'le'gong 米勒公
'mi'le'li'gong 米勒力公
'mi'li'an 米利暗
'mi'li'ba 米利巴
'mi'li'ba'jia'di'si 米利巴加低斯
'mi'li'ba'li 米力巴力
'mi'li'da 米利大
'mi'li'dou 米利都
'mi'lun 米伦
'mi'luo 米罗
'mi'luo'da 米罗大
'mi'luo'ren 米罗人
'mi'luo'si 米罗斯
'mi'mo 密抹
'mi'na 弥拿
'mi'na 弥那
'mi'na'xian 米拿现
'mi'ni 米匿
'mi'ni'lao 米尼老
'mi'sa'shan 米萨山
'mi'sai'ya 弥赛亚
'mi'sai'ya'de'jiu'shu 弥赛亚的救赎
'mi'sai'ya'zhi'yan'xi 弥赛亚之宴席
'mi'sha 米沙
'mi'sha 米煞
'mi'sha'li 米沙利
'mi'sha'shi'bei'mo'ya'wen 米沙石碑摩押文
'mi'she 米设
'mi'she'ni 米设尼
'mi'she'ya'fu'zhi'zi 米设雅弗之子
'mi'shi'ma 米施玛
'mi'shi'na 米示拿
'mi'shu'lan'bi'li'jia'zhi'zi 米书兰比利迦之子
'mi'shu'lan'fan'hui'ye'lu'sa'leng'zhi'shou'ling 米书兰返回耶路撒冷之首领
'mi'si'ba 米斯巴
'mi'suo'bo'da'mi 米所波大米
'mi'ti'li'da 米提利达
'mi'tui'li'ni 米推利尼
'mi'wu'ni'ren 米乌尼人
'mi'yun'he'you'an'zai'ta'de'si'wei 密云和幽暗在他的四围
'mian'de'ni'de'jiao'peng'zai'shi'tou'shang 免得你的脚碰在石头上
'mian'qian'huan'hu 面前欢呼
'mie'wang'cheng 灭亡城
'min'shu'ji 民数记
'min'zhong'de'wan'zu'a 民中的万族啊
'ming'ding 命定
'ming'liang'zhi'xing 明亮之星
'ming'ming 命名
'mo'da'la 抹大拉
'mo'da'la'de'ma'li'ya 抹大拉的马利亚
'mo'di'gai 末底改
'mo'gui 魔鬼
'mo'gui'quan'bing'jin'xiao'mie 魔鬼权柄尽消灭
'mo'li'xiang'shu 摩利橡树
'mo'li'ya 摩利亚
'mo'luo 摩洛
'mo'ri 末日
'mo'ri'meng'en'de'mian'zai'si 末日蒙恩得免再死
'mo'shi 磨石
'mo'shi 默示
'mo'shi'lun 末世论
'mo'te 摩特
'mo'xi 摩西
'mo'xi'de'lv'fa 摩西的律法
'mo'xi'lv'fa 摩西律法
'mo'xi'wu'jing 摩西五经
'mo'xi'zhi'yue 摩西之约
'mo'ya 摩押
'mo'ya'de'shen'ji'mo 摩押的神基抹
'mo'ya'ke'zeng'de'shen'ji'mo 摩押可憎的神基抹
'mo'ya'ren 摩押人
'mo'ya'ren'ya'li'yi'le 摩押人亚利伊勒
'mu'an'de'lie 慕安德烈
'mu'dao 牧祷
'mu'dao'ban 慕道班
'mu'di 慕迪
'mu'di 目的
'mu'di'shen'xue'shou'ce 慕迪神学手册
'mu'le 穆勒
'mu'qin 母亲
'mu'shi 牧师
'mu'yang 牧羊
'mu'yang'ren 牧羊人
'na'ba 拿八
'na'bo 拿伯
'na'bo'de'pu'tao'yuan 拿伯的葡萄园
'na'bo'lang'jiu'ping'jing 那波浪就平静
'na'bo'li'wan 拿波里湾
'na'bo'ni'du 拿波尼度
'na'bu'bo'la'sa 拿布波拉撒
'na'ci'ai'shuang'shou'lai'yong'bao'wo 那慈爱双手来拥抱我
'na'ci'ai'shuang'shou'zheng'deng'zhe'wo 那慈爱双手正等着我
'na'da 哪哒
'na'da 拿答
'na'dan 拿单
'na'dan'ye 拿但业
'na'dan'yue 拿但约
'na'e'mi 拿俄米
'na'fei'shi 拿非施
'na'fu'ta'li 拿弗他利
'na'fu'ta'li'de'ji'di'si 拿弗他利的基低斯
'na'fu'ta'li'quan'jing 拿弗他利全境
'na'fu'ta'li'you'ya'xi'ma'si 拿弗他利有亚希玛斯
'na'fu'tu'xi'ren 拿弗土希人
'na'gong'wu'lai'jin'ru'ta'de'yuan'yu 拿供物来进入他的院宇
'na'guo'shi'you'fu'de 那国是有福的
'na'ha'lai 拿哈莱
'na'he 拿鹤
'na'hong 拿鸿
'na'hong 那鸿
'na'hong'shu 那鸿书
'na'ji'zhe'lv'li'jia'nong'can'hai 那藉着律例架弄残害
'na'jiu'shi'ye'su'ai'ni 那就是耶稣爱你
'na'jiu'shi'zhu'ye'su 那就是主耶稣
'na'ma 拿玛
'na'mei'hao'li'ming'lai'lin 那美好黎明来临
'na'min'shi'you'fu'de 那民是有福的
'na'sa'le 拿撒勒
'na'shi 那时
'na'shi'ci'mu'ye'su'zhao'dao'wo 那时慈牧耶稣找到我
'na'shi'ni'de'ci'ai'fu'zhu'wo 那时你的慈爱扶助我
'na'shi'ta'yao'zai'nu'zhong'ze'bei'ta'men 那时他要在怒中责备他们
'na'shi'wo'de'fu'le 那时我的福乐
'na'shi'wo'zui'qian'cheng'zui'ke'mu'de 那是我最虔诚最渴慕的
'na'sun 拿孙
'na'wei'da'de'chuang'zao'zhu 那伟大的创造主
'na'xi'er'ren'de'yuan 拿细耳人的愿
'na'xia 拿辖
'na'yi'ge'da'neng'zhe'xiang'ni 哪一个大能者象你
'na'yi'gong'yi'zhi'li'ren'min'de 那以公义治理人民的
'na'yong'ni'bao'xue'zhong'jia 那用你宝血重价
'na'yue 拿约
'na'zuo'zai'tian'shang'de'bi'fa'xiao 那坐在天上的必发笑
'nai'man 乃幔
'nai'man 乃缦
'nai'shi'li'xi'de'nv'er 乃示利希的女儿
'nai'xiang'kang'pi'bei'feng'chui'san 乃像糠毗被风吹散
'nan'bei'wei'ni'suo'chuang'zao 南北为你所创造
'nan'dao'yin'hun'hai'neng'qi'lai'cheng'zan 难道阴魂还能起来称赞
'nan'dao'zi'ji'bu'cheng'zhi'ren'ma 难道自己不惩治人吗
'nan'dao'zi'ji'bu'kan'jian'ma 难道自己不看见吗
'nan'dao'zi'ji'bu'ting'jian'ma 难道自己不听见吗
'nan'di 南地
'nan'men 南门
'neng'gou'ai'ni'ci'ni'li'liang'geng'xin 能够爱你赐你力量更新
'neng'gou'zhang'xian'ni'rong'yao 能够彰显你荣耀
'neng'li'gui'gei'ye'he'hua 能力归给耶和华
'neng'shi'wo'men'yu'shen'de'ai'ge'jue 能使我们与神的爱隔绝
'neng'xue'ni'de'yang'shi 能学你的样式
'ni'ai'ni'shou 你爱你手
'ni'ai'wo'ren'shi'wo 你爱我认识我
'ni'an'wei'wo'jiu'shi'wo'huan'le 你安慰我就使我欢乐
'ni'ba 尼八
'ni'ba'de'er'zi'ye'luo'bo'an 尼八的儿子耶罗波安
'ni'ba'wo'de'liang'peng'mi'you 你把我的良朋密友
'ni'ba'wo'fang'zai'ji'shen'de'keng'li 你把我放在极深的坑里
'ni'ba'wo'suo'ren'shi'de 你把我所认识的
'ni'bai 尼拜
'ni'bai'yue 尼拜约
'ni'bei'zun'chong 你被尊崇
'ni'bi'bao'you'wo'tuo'li'ku'nan 你必保佑我脱离苦难
'ni'bi'bu'pa'hei'ye'de'jing'hai 你必不怕黑夜的惊骇
'ni'bi'jiang'ta'men'ru'tong'yao'jiang'de'wa'qi'shuai'sui 你必将他们如同窑匠的瓦器摔碎
'ni'bi'wei'rao'wo'dao'yong'yuan 你必围绕我到永远
'ni'bi'yong'en'hui'ru'tong'dun'pai'si'mian'hu'wei'ta 你必用恩惠如同盾牌四面护卫他
'ni'bi'yong'tie'zhang'da'po'ta'men 你必用铁杖打破他们
'ni'bo 尼波
'ni'bu'jia'ni'sa 尼布甲尼撒
'ni'bu'ke'xiang'na'wu'zhi'de'luo'ma 你不可象那无知的骡马
'ni'bu'sa'la'dan 尼布撒拉旦
'ni'bu'sha'si'ban 尼布沙斯班
'ni'chai'hui'le'ta'yi'qie'de'li'ba 你拆毁了他一切的篱笆
'ni'chuang'zao'shi'ren 你创造世人
'ni'ci'de'fu'fen'bie'chu'zhao'bu'zhao 你赐的福分别处找不着
'ni'ci'gei'wo'zhi'hui'mou'lue 你赐给我智慧谋略
'ni'ci'sheng'ming'mian'yan'ming'ling'wan'wu 你赐生命绵延命令万物
'ni'da'bi'ya 尼大比雅
'ni'da'sui'le'la'ha'bo 你打碎了拉哈伯
'ni'de'chou'di'dou'yao'mie'wang 你的仇敌都要灭亡
'ni'de'chou'di'yong'zhe'xiu'ru 你的仇敌用这羞辱
'ni'de'ci'bei'bi'jian'li'dao'yong'yuan 你的慈悲必建立到永远
'ni'de'en'dian'ru'chen'xing 你的恩典如晨星
'ni'de'en'dian'shen'chu'wo'xin 你的恩典深触我心
'ni'de'fen'nu'ru'huo 你的忿怒如火
'ni'de'fen'nu'zhong'ya'wo'shen 你的忿怒重压我身
'ni'de'gong'yi'qi'neng 你的公义岂能
'ni'de'gong'zuo'he'qi'da 你的工作何其大
'ni'de'han'ni'de'lei'ni'de'xue 你的汗你的泪你的血
'ni'de'jing'xia'ba'wo'jian'chu 你的惊吓把我剪除
'ni'de'lie'nu'man'guo'wo'shen 你的烈怒漫过我身
'ni'de'mei'hao 你的美好
'ni'de'qi'shi'qi'neng 你的奇事岂能
'ni'de'shou'you'li 你的手有力
'ni'de'shou'zai'wo'shen'shang'chen'zhong 你的手在我身上沉重
'ni'de'xin'shi'bi'jian'li'zai'tian'shang 你的信实必坚立在天上
'ni'de'xin'shi'fou 你的心是否
'ni'de'xin'shi'shi'zai'ni'de'si'wei 你的信实是在你的四围
'ni'de'xin'si'ji'qi'shen 你的心思极其深
'ni'de'yan'shi'fou 你的眼是否
'ni'de'yi'nian'gao'guo'wo'de'si'xiang 你的意念高过我的思想
'ni'de'you'shou'ye'gao'ju 你的右手也高举
'ni'er 尼珥
'ni'fei 尼斐
'ni'gao'ju'le'ta'di'ren'de'you'shou 你高举了他敌人的右手
'ni'ge 尼哥
'ni'ge'bo'li 尼哥波立
'ni'ge'da 尼哥大
'ni'ge'di'mu 尼哥底母
'ni'ge'la 尼哥拉
'ni'guan'xia'hai'de'kuang'ao 你管辖海的狂傲
'ni'hong 尼宏
'ni'hu'shi'ta 尼护施他
'ni'ji'lu'bing'yu'xi'la'bing 你基路冰与西拉冰
'ni'jia'nuo 尼迦挪
'ni'jia'nuo'men 尼迦挪门
'ni'jia'sha'li'xue 尼甲沙利薛
'ni'jian'shao'ta'qing'nian'de'ri'zi 你减少他青年的日子
'ni'jiao'dao'wo'de'shou'zheng'zhan 你教导我的手争战
'ni'jiao'ta'de'dao'jian'juan'ren 你叫他的刀剑卷刃
'ni'jiao'ta'yi'qie'de'chou'di'huan'xi 你叫他一切的仇敌欢喜
'ni'jie 尼结
'ni'jiu'she'mian'wo'de'zui'e 你就赦免我的罪恶
'ni'jiu'shi'ta'ping'jing'le 你就使他平静了
'ni'kai'le'wo'de'er'wo'de'yan 你开了我的耳我的眼
'ni'li 尼利
'ni'li'ya 尼利亚
'ni'li'ya 尼利雅
'ni'ling'jiang'he'yong'liu'qun'shan'fu'su 你令江河涌流群山复苏
'ni'lu 尼禄
'ni'luo'he 尼罗河
'ni'men'ai'ye'he'hua'de 你们爱耶和华的
'ni'men'bian'zai'dao'zhong'mie'wang 你们便在道中灭亡
'ni'men'dang'le'yi'shi'feng'ye'he'hua 你们当乐意事奉耶和华
'ni'men'dang'xiao'de'ye'he'hua'shi'shen 你们当晓得耶和华是神
'ni'men'dang'zun'chong'ye'he'hua 你们当尊崇耶和华
'ni'men'jiang'wo'de'zun'rong'bian'wei'xiu'ru 你们将我的尊荣变为羞辱
'ni'men'lai'ji'gu'tiao'wu'zan'mei'ta 你们来击鼓跳舞赞美他
'ni'men'min'jian'de 你们民间的
'ni'men'shi'shang'de'shen'pan'guan'gai'shou'guan'jiao 你们世上的审判官该受管教
'ni'men'xin'li'zheng'zhi'de'ren 你们心里正直的人
'ni'men'yao'gu'se'tan'qin'zan'mei'ta 你们要鼓瑟弹琴赞美他
'ni'men'yao'jiang'rong'yao 你们要将荣耀
'ni'men'yao'jin'shen 你们要谨慎
'ni'men'yao'xiang'ye'he'hua'chang'xin'ge 你们要向耶和华唱新歌
'ni'men'yao'zan'mei'ye'he'hua 你们要赞美耶和华
'ni'men'yao'zun'chong 你们要尊崇
'ni'men'yi'qie'zuo'nie'de'ren 你们一切作孽的人
'ni'men'yi'ren 你们义人
'ni'men'yi'ren'ying'dang 你们义人应当
'ni'men'ying'dang'kao'ye'he'hua'huan'le 你们应当靠耶和华欢乐
'ni'men'ying'dang'tan'qin 你们应当弹琴
'ni'men'yong'si'xian'yue'qi'zan'mei'ta 你们用丝弦乐器赞美他
'ni'men'yu'wan'ren 你们愚顽人
'ni'mu'li 尼母利
'ni'ni'wei 尼尼微
'ni'pu'er 尼普尔
'ni'pu'xin 尼普心
'ni'qi'bu'jian 你岂不见
'ni'qi'yao'xing'qi'shi'gei'si'ren'kan 你岂要行奇事给死人看
'ni'qin'kou'ying'xu'qin'shou'cheng'jiu 你亲口应许亲手成就
'ni'que'gao'ju'le'wo'de'jiao 你却高举了我的角
'ni'ruo'neng'xin'ni'ruo'neng'xin 你若能信你若能信
'ni'shen'bian'de'ren'xu'yao 你身边的人需要
'ni'shi'bai'niao'huan'chang'bai'hua'sheng'kai 你使百鸟欢唱百花盛开
'ni'shi'fou'yuan'yi'tong'wei'shen'de'er'nv 你是否愿意同为神的儿女
'ni'shi'hei'an'zhong'de'guang'mang 你是黑暗中的光芒
'ni'shi'jue'wang'zhong'de'pan'wang 你是绝望中的盼望
'ni'shi'ruan'ruo'zhuan'wei'gang'qiang 你使软弱转为刚强
'ni'shi'she'mian'ta'men'de'shen 你是赦免他们的神
'ni'shi'shen'yuan'de'shen 你是伸冤的神
'ni'shi'ta'de'guang'hui'zhi'xi 你使他的光辉止息
'ni'shi'ta'men'li'liang'de'rong'yao 你是他们力量的荣耀
'ni'shi'ta'zai'zao'nan'de'ri'zi 你使他在遭难的日子
'ni'shi'tian'kong'xuan'li'da'di'fu'zu 你使天空绚丽大地富足
'ni'shi'wo'cang'shen'zhi'chu 你是我藏身之处
'ni'shi'wo'de'dun'pai 你是我的盾牌
'ni'shi'wo'de'er'zi 你是我的儿子
'ni'shi'wo'de'fu'shi'wo'de'shen 你是我的父是我的神
'ni'shi'wo'de'shan'zhai 你是我的山寨
'ni'shi'wo'de'shen 你是我的神
'ni'shi'wo'de'shen'wo'suo'yi'kao'de 你是我的神我所倚靠的
'ni'shi'wo'de'zhu 你是我的主
'ni'shi'wo'de'zhu'ni'shi'wo'de'zhu 你是我的主你是我的主
'ni'shi'wo'huan'nan'zhong 你是我患难中
'ni'shi'wo'ni'shi'wo'de'zhu 你是我你是我的主
'ni'shi'wo'pao'kai'yi'qie'fan'nao 你使我抛开一切烦恼
'ni'shi'wo'wo'suo'tou'kao'de'zhu 你是我我所投靠的主
'ni'shi'wo'zheng'jiu'wo'de'shen 你是我拯救我的神
'ni'shuo'mei'tian'sheng'huo'yi'yang'ping'jing 你说每天生活一样平静
'ni'shuo'yin'tian'dai'biao'ni'de'xin'qing 你说阴天代表你的心情
'ni'si'luo 尼斯洛
'ni'sui'ruan'ruo'kao'ta'xiong'qian 你虽软弱靠他胸前
'ni'sui'zui'e'shen'zhong 你虽罪恶深重
'ni'suo'xi'yue'de'er'nv 你所喜悦的儿女
'ni'tan'ya 尼探雅
'ni'tong'zai'shi'wo'quan'ran'de'sheng 你同在使我全然得胜
'ni'tuo'fa'ren 尼陀法人
'ni'tuo'fa'ren'ma'ha'lai 尼陀法人玛哈莱
'ni'wei'qin'yan'guan'kan 你惟亲眼观看
'ni'wo'ba'leng'mo'bian'cheng'ai 你我把冷漠变成爱
'ni'xi'mi 尼希米
'ni'xi'mi'ji 尼希米记
'ni'xi'ya 尼细亚
'ni'ya 尼亚
'ni'ya'bo'li 尼亚波利
'ni'yan'wu'le 你厌恶了
'ni'yao'dao'ji'shi'cai'jiu'wo'ne 你要到几时才救我呢
'ni'yao'jiang'zi'ji'yin'cang'dao'yong'yuan 你要将自己隐藏到永远
'ni'yi'jiang'zhi'gao'zhe 你已将至高者
'ni'yi'jing'ming'ding'shi'xing'shen'pan 你已经命定施行审判
'ni'yi'xi'le'dai'ti'you'shang 你以喜乐代替忧伤
'ni'yi'zhi'wo'xin'shen'chu 你医治我心深处
'ni'ying'yun'ta'men 你应允他们
'ni'yong'yi'qie'de'bo'lang'kun'zhu'wo 你用一切的波浪困住我
'ni'yong'you'neng'de'bang'bi 你用有能的膀臂
'ni'you'da'neng'de'bang'bi 你有大能的膀臂
'nian'jiu 拈阄
'ning'lu 宁录
'ning'xi'fen'zheng'lang 宁息纷争浪
'niu'nai'yu'mi 牛奶与蜜
'niu'xi'cao 牛膝草
'nu'li'mian'qian 努力面前
'nu'pu'de'xing'xiang 奴仆的形象
'nu'qi 怒气
'nu'si'wen'bei 努斯文碑
'nuo'fu 挪弗
'nuo'si'ti'pai 诺斯提派
'nuo'ya 挪亚
'nuo'ya'di'yue 挪亚的约
'nuo'ya'zhi'yue 挪亚之约
'nv'ren'de'hou'yi 女人的后裔
'nv'wang 女王
'nv'wu 女巫
'nv'xian'zhi 女先知
'o'wo'ai'ni'ye'su 哦我爱你耶稣
'o'wo'ci'ai'de'tian'fu 哦我慈爱的天父
'o'zan'mei'zhu'ha'li'lu'ya 哦赞美主哈利路亚
'o'zhen'ai'zai'wo'xin 哦真爱在我心
'o'zhu'a 哦主啊
'o'zhu'qiu'ni'bao'shou 哦主求你保守
'o'zhu'qiu'ni'jian'gu 哦主求你坚固
'ou'xiang 偶像
'pa'da'la 帕大啦
'pa'fu 帕弗
'pa'lai 帕莱
'pa'le'ti'ren 帕勒提人
'pa'le'ti'ren'xi'li'si 帕勒提人希利斯
'pa'lu'ya 帕路亚
'pa'lu'ya'de'er'zi'yue'sha'fa 帕路亚的儿子约沙法
'pa'si'lu'xi'ren 帕斯鲁细人
'pa'te'la 帕特拉
'pa'ti'ya'ren 帕提亚人
'pa'zi 帕子
'pan'jiao 叛教
'pan'ni'ya 潘尼亚
'pan'shi 磐石
'pan'wang 盼望
'pang'fei'li'ya 旁非利亚
'pang'jing 旁经
'pao'kai'yi'qie'you'lv 抛开一切忧虑
'pei'de'shen'de'guo 配得神的国
'pi'da'ya 毗大雅
'pi'er 毗珥
'pi'juan 皮卷
'pi'la 辟拉
'pi'la'ti 毗拉提
'pi'la'xin 毗拉心
'pi'lie'si'wu'sa 毗列斯乌撒
'pi'ni'na 毗尼拿
'pi'nu'yi'le 毗努伊勒
'pi'ping 皮平
'pi'tan 辟探
'pian'dai'ren 偏待人
'pian'xin 偏心
'piao'bu'di 漂布地
'pin'xing 品行
'ping'an'de'qi'yue'ye 平安的七月夜
'ping'an'ji 平安祭
'ping'an'ji'sheng'de'zhi'you 平安祭牲的脂油
'ping'an'ye 平安夜
'ping'ju 凭据
'ping'yuan 平原
'po'hai 迫害
'po'lv'bi'wu 坡旅比乌
'po'lv'jia 坡旅甲
'pu'a 普阿
'pu'cao 蒲草
'pu'er 普珥
'pu'er'ri 普珥日
'pu'hua'cha'chuan 普化差传
'pu'le 普勒
'pu'ren 仆人
'pu'ren'men'suo'shou'de'xiu'ru 仆人们所受的羞辱
'pu'ta'he'te 浦他何特
'pu'tao'bing 葡萄饼
'pu'tao'yuan 葡萄园
'pu'tian'xia'dang'xiang'ye'he'hua'huan'hu 普天下当向耶和华欢呼
'pu'tian'zhi'xia'wan'zu'wan'min 普天之下万族万民
'pu'tong'qi'shi 普通启示
'pu'tong'shu'xin 普通书信
'qi'an'jiu'guang'qian'cheng'ming'liang 弃暗就光前程明亮
'qi'dai'you'ren'neng'gou'liao'jie'ni'xin 期待有人能够了解你心
'qi'dai'zhe'yu'hou 期待着雨后
'qi'dang'fu'fu'bai'rong'yao'da'jun'wang 齐当俯伏拜荣耀大君王
'qi'dao'chu'lai'de'neng'li 祈祷出来的能力
'qi'ge'jie'qi 七个节期
'qi'ge'shi'dai 七个时代
'qi'jian'jiao'hui 七间教会
'qi'lai'xie'zhu'ge 齐来谢主歌
'qi'neng'yu'ni'xiang'jiao'ma 岂能与你相交吗
'qi'neng'zai'fen'mu'li 岂能在坟墓里
'qi'neng'zai'mie'wang'zhong 岂能在灭亡中
'qi'qiu 祈求
'qi'qiu'jiu'dei'zhe 祈求就得着
'qi'shi 七十
'qi'shi 启示
'qi'shi 起誓
'qi'shi'lu 启示录
'qi'shi'lu'yan'jiu 启示录研究
'qi'shi'shi'yi'ben 七十士译本
'qi'shi'wen'xue 启示文学
'qi'shi'yu'zhen'li 启示与真理
'qi'ya 欺压
'qi'ying'jing'wen 启应经文
'qian'bei 谦卑
'qian'bei'qin'jin'zhu'gen'zhe'ta'tong'bu 谦卑亲近主跟着他同步
'qian'bei'qing'jie'you'gong'yu'ren 谦卑清洁有功于人
'qian'cai 钱财
'qian'cheng 虔诚
'qian'cheng'qin'ai'chong'jing'zhi'dao'yong'heng 虔诚亲爱崇敬直到永恒
'qian'fu'chang 千夫长
'qian'jing 虔敬
'qian'lai'xian'shang'zui'shen'de'jing'bai 前来献上最深的敬拜
'qian'qian'xi'nian 前千禧年
'qian'qian'xi'nian'pai 前千禧年派
'qian'qiu'wan'gu'yong'heng 千秋万古永恒
'qian'wan'tian'jun'kou'bai 千万天军叩拜
'qian'xi'nian 千禧年
'qian'xu'zi'bei'fu'shi'wo'zhu 谦虚自卑服事我主
'qian'yin'wo'zou'zhe'ren'sheng'lu 牵引我走这人生路
'qiang'bao'zheng'jing 强暴争竞
'qiang'si'yi'lai'ren 强似依赖人
'qiang'si'yi'lai'wang'zi 强似依赖王子
'qiang'zhuang 强壮
'qiao'sui'le'e'ren'de'ya'chi 敲碎了恶人的牙齿
'qie'mu'ni'dan'dan'xun'qiu'ni 切慕你单单寻求你
'qin'ai'peng'you'ni'shi'fou'ceng'jing 亲爱朋友你是否曾经
'qin'ai'zhu'o'wo'de'zhu 亲爱主哦我的主
'qin'ju 亲咀
'qin'niao'fei'xiang'tian'kong 禽鸟飞翔天空
'qin'yan'jian'zhu'sheng'rong 亲眼见主圣容
'qin'zui 亲嘴
'qing'chen'wo'zhong'ge'sheng 清晨我众歌声
'qing'ge'xiao'niao'qing'zhu'liu'quan 清歌小鸟轻注流泉
'qing'hui'ru'xue'wen'rou'de'yue 清辉如雪温柔的月
'qing'jiao'tu 清教徒
'qing'jie 清洁
'qing'nian'de'fu'ren 青年的富人
'qing'qing'xiang'shou'jing'ji'de'di 轻轻向首静寂的地
'qing'ting'wo'de'xin 倾听我的心
'qing'yu 情欲
'qiu'ci'zhi'dao'en 求赐指导恩
'qiu'gao'ye'he'hua'yong'sheng'shen'de'ming 求告耶和华永生神的名
'qiu'jiao'wo'men'zen'yang'xiang'ai 求教我们怎样相爱
'qiu'ni'bao'hu'da'jiu'wo 求你保护搭救我
'qiu'ni'bu'yao'zai'nu'zhong'ze'bei'wo 求你不要在怒中责备我
'qiu'ni'ce'er'ting'wo'de'hu'qiu 求你侧耳听我的呼求
'qiu'ni'chui'ting'wo'hu'qiu'de'sheng'yin 求你垂听我呼求的声音
'qiu'ni'dai'ling'wo 求你带领我
'qiu'ni'fa'chu'guang'lai 求你发出光来
'qiu'ni'jiu'wo'tuo'li'yi'qie'zhui'gan'wo'de'ren 求你救我脱离一切追赶我的人
'qiu'ni'lian'xu'zhuan'xiang'wo 求你怜恤转向我
'qiu'ni'ling'ting'wo'mei'yi'ge'xin'tiao 求你聆听我每一个心跳
'qiu'ni'liu'xin'ting'wo'de'yan'yu 求你留心听我的言语
'qiu'ni'qing'ting'wo'de'xin 求你倾听我的心
'qiu'ni'ting'shen'er'li 求你挺身而立
'qiu'ni'xiang'nian'wo'de 求你想念我的
'qiu'ni'yi'zhi'wo'bian'quan'yu 求你医治我便痊愈
'qiu'ni'zai'nu'zhong'qi'lai 求你在怒中起来
'qiu'tan 邱坛
'qiu'zhu'shi'tian'ling'xing'li 求主时添灵性力
'qiu'zhu'tong'zhi'wo'men'wan'gu'zhi'shen 求主统治我们万古之神
'qu'li 取利
'qu'xi'ni'bao'zuo'qian'jing'bai'ni 屈膝你宝座前敬拜你
'quan'bing 权柄
'quan'di'a 全地啊
'quan'di'dang'zun'ta'ming 全地当尊他名
'quan'di'dou'yao'lai'zan'mei'ni 全地都要来赞美你
'quan'di'dou'yao'xiang'ye'he'hua'ge'chang 全地都要向耶和华歌唱
'quan'di'dou'yao'xiang'ye'he'hua'huan'le 全地都要向耶和华欢乐
'quan'di'yao'zai'ta'mian'qian'zhan'dou 全地要在他面前战抖
'quan'dou'xiang'zhu'xian'shang 全都向主献上
'quan'gui'zhu'neng'li'bu'jue'shi'chuang'zao 全归主能力不绝施创造
'quan'jie 劝戒
'quan'jie'ni 劝戒你
'quan'kao'zhu'shang'ci 全靠主赏赐
'quan'li'wei'yan'jie'shu'yu'zhu 权力威严皆属于主
'quan'men 泉门
'quan'mian 劝勉
'quan'neng 全能
'quan'neng 权能
'quan'neng'de'chuang'zao'zhu 全能的创造主
'quan'neng'de'zhu'ai'shen'chang 全能的主爱深长
'quan'neng'shen 全能神
'quan'neng'wu'xian'liang'ci'ai'shen'mo'ce 权能无限量慈爱深莫测
'quan'neng'zhe 全能者
'quan'neng'zhi'shen 全能之神
'quan'quan'de'shen'ming 全权的神明
'quan'quan'quan'neng'wei'yan'de'zhu 全权全能威严的主
'quan'quan'wan'wu'ji'jian'li 全权万物即建立
'quan'quan'you'quan'ai 全权又全爱
'quan'ran'xiang'ni 全然向你
'quan'shan'quan'neng'shen 全善全能神
'quan'xin'de'ni 全新的你
'quan'xin'lai'zan'mei'ni 全心来赞美你
'quan'zhi 全知
'que'an'ta'men'suo'xing'de 却按他们所行的
'que'chang'ting'jian'ta'men'ge'sheng 却常听见他们歌声
'que'si'zai'shi'zi'jia 却死在十字架
'que'xin 确信
'qun'xing'tian'shi'tuan'ju'ou'ge 群星天使团聚讴歌
'rang'ai'zou'dong 让爱走动
'rang'dao'gao'de'sheng'yin'bu'xie'xi 让祷告的声音不歇息
'rang'fu'xing'de'huo 让复兴的火
'rang'mei'ge'ling'hun'zai'ci'huo'guo'lai 让每个灵魂再次活过来
'rang'mei'yi'ke'xin'zai'ci'fei'qi'lai 让每一颗心再次飞起来
'rang'ni'de'ai'hua'cheng'wen'nuan'de'yong'bao 让你的爱化成温暖的拥抱
'rang'ni'de'ai'hua'cheng'xi'wang'de'zhong'zi 让你的爱化成希望的种子
'rang'wo'jin'ru'zhu'ni'de'rong'yao 让我进入主你的荣耀
'rang'wo'jin'ru'zhu'ni'de'tong'zai 让我进入主你的同在
'rang'wo'men'de'xin'xiang'shen'chang'kai 让我们的心向神敞开
'rang'wo'men'xian'chu'mei'ge'yin'fu 让我们献出每个音符
'rang'wo'men'xian'shang'xian'shang 让我们献上献上
'rang'wo'men'xiang'qi'sheng'li'de'hao'jiao 让我们响起胜利的号角
'rang'wo'men'xiang'zheng'ge'shi'jie 让我们向整个世界
'rang'wo'men'zhang'kai'kou'ju'qi'shou 让我们张开口举起手
'rang'wo'men'zhang'kai'zan'mei'de'kou 让我们张开赞美的口
'rang'wo'men'zhong'yu'shi'jia'de'hu'zhao 让我们忠于十架的呼召
'rang'wo'yi'bian'you'yi'bian 让我一遍又一遍
'rang'wo'yi'tian'you'yi'tian 让我一天又一天
'rang'wo'zhen'shi'de'jian'dao'ni 让我真实的见到你
'rang'wo'zheng'ge'xin'ling 让我整个心灵
