'a'er'ji'li'ya 阿尔及利亚
'hu'hui'de'ke'hu'guan'xi 互惠的客户关系
'hu'hui'hu'li 互惠互利
'hu'jiao 呼叫
'hu'jiao'bang'ding'hao'ma 呼叫绑定号码
'hu'jiao'bao'chi 呼叫保持
'hu'jiao'bao'chi'ye'wu 呼叫保持业务
'hu'jiao'biao'zhi 呼叫标识
'hu'jiao'can'kao'hao 呼叫参考号
'hu'jiao'can'kao'zhi 呼叫参考值
'hu'jiao'chi'xu'shi'jian 呼叫持续时间
'hu'jiao'chong'jian 呼叫重建
'hu'jiao'chu'li 呼叫处理
'hu'jiao'chuan 呼叫串
'hu'jiao'dai'li 呼叫代理
'hu'jiao'dao'da'xin'hao 呼叫到达信号
'hu'jiao'deng'dai 呼叫等待
'hu'jiao'deng'dai'ye'wu 呼叫等待业务
'hu'jiao'deng'dai'yin 呼叫等待音
'hu'jiao'dian 呼叫点
'hu'jiao'duan 呼叫段
'hu'jiao'duan'mo'xing 呼叫段模型
'hu'jiao'fang'zhen'ce'shi 呼叫仿真测试
'hu'jiao'fei'lv 呼叫费率
'hu'jiao'fen'pei 呼叫分配
'hu'jiao'gen'zong 呼叫跟踪
'hu'jiao'gu'zhang'xin'hao 呼叫故障信号
'hu'jiao'guan'li 呼叫管理
'hu'jiao'guan'li'ye'wu 呼叫管理业务
'hu'jiao'guan'li'zhong'xin 呼叫管理中心
'hu'jiao'gui'ji 呼叫轨迹
'hu'jiao'hao'ma 呼叫号码
'hu'jiao'hua'wu'yuan'xin'hao 呼叫话务员信号
'hu'jiao'hui'chang 呼叫会场
'hu'jiao'hui'hua'kong'zhi'gong'neng 呼叫会话控制功能
'hu'jiao'ji'lu 呼叫记录
'hu'jiao'ji'lu'xi'tong 呼叫记录系统
'hu'jiao'jian 呼叫键
'hu'jiao'jian'li'shi'jian 呼叫建立时间
'hu'jiao'jian'shi 呼叫监视
'hu'jiao'jian'xi 呼叫间隙
'hu'jiao'jie'liu 呼叫节流
'hu'jiao'jie'shou'xin'hao 呼叫接受信号
'hu'jiao'jie'tong 呼叫接通
'hu'jiao'jie'xu 呼叫接续
'hu'jiao'ju'shou'xin'hao 呼叫拒收信号
'hu'jiao'kong'zhi 呼叫控制
'hu'jiao'kong'zhi'dan'yuan 呼叫控制单元
'hu'jiao'kong'zhi'gong'neng 呼叫控制功能
'hu'jiao'kong'zhi'gong'neng'shi'ti 呼叫控制功能实体
'hu'jiao'kong'zhi'guan'xi 呼叫控制关系
'hu'jiao'kong'zhi'gui'cheng 呼叫控制规程
'hu'jiao'kong'zhi'jiao'hu'yu'yin'ying'da 呼叫控制交互语音应答
'hu'jiao'kong'zhi'jie'ru'dian 呼叫控制接入点
'hu'jiao'kong'zhi'jie'ru'gong'neng 呼叫控制接入功能
'hu'jiao'kong'zhi'jie'ru'gong'neng'shi'ti 呼叫控制接入功能实体
'hu'jiao'kong'zhi'kuai 呼叫控制块
'hu'jiao'kong'zhi'kuo'zhan'biao'ji'yu'yan 呼叫控制扩展标记语言
'hu'jiao'kong'zhi'mo'kuai 呼叫控制模块
'hu'jiao'kong'zhi'zi'fu 呼叫控制字符
'hu'jiao'lian'jie'xin'hao 呼叫连接信号
'hu'jiao'liu'cheng'gua'ji'duan'xin 呼叫流程挂机短信
'hu'jiao'luo'ji 呼叫逻辑
'hu'jiao'mi'du 呼叫密度
'hu'jiao'nei'rong'cun'chu 呼叫内容存储
'hu'jiao'nei'rong'ti'qu 呼叫内容提取
'hu'jiao'nei'xiu'gai'gui'cheng 呼叫内修改规程
'hu'jiao'pai'dui 呼叫排队
'hu'jiao'pei'bi 呼叫配比
'hu'jiao'pian'zhuan 呼叫偏转
'hu'jiao'qian'zhuan 呼叫前转
'hu'jiao'qian'zhuan'zeng'qiang'ye'wu 呼叫前转增强业务
'hu'jiao'qing'qiu'shi'yan 呼叫请求时延
'hu'jiao'quan'bu 呼叫全部
'hu'jiao'shai'xuan 呼叫筛选
'hu'jiao'shi'li'ma 呼叫实例码
'hu'jiao'shi'li'shu'ju 呼叫实例数据
'hu'jiao'shi'li'shu'ju'zi'duan'zhi'shi'yu 呼叫实例数据字段指示语
'hu'jiao'tong'zhi 呼叫通知
'hu'jiao'xian'zhi 呼叫限制
'hu'jiao'xiang'xi'gen'zong 呼叫详细跟踪
'hu'jiao'xiang'xi'ji'lu 呼叫详细记录
'hu'jiao'xiang'xi'xin'xi 呼叫详细信息
'hu'jiao'xie'lou 呼叫泄露
'hu'jiao'xin'hao'fa'sheng'qi 呼叫信号发生器
'hu'jiao'yan'ma 呼叫掩码
'hu'jiao'yi'xiang 呼叫意向
'hu'jiao'ying'yong'fu'wu'qi 呼叫应用服务器
'hu'jiao'yong'se 呼叫拥塞
'hu'jiao'you'xiao'shi'chang 呼叫有效时长
'hu'jiao'yu'liu'ye'wu 呼叫预留业务
'hu'jiao'yuan 呼叫源
'hu'jiao'zan'ting 呼叫暂停
'hu'jiao'zhan'yong'shi'jian 呼叫占用时间
'hu'jiao'zhang'hu'xin'xi 呼叫帐户信息
'hu'jiao'zheng'shi'xin'hao 呼叫证实信号
'hu'jiao'zhi'liang'ce'liang 呼叫质量测量
'hu'jiao'zhi'shi'qi 呼叫指示器
'hu'jiao'zhong'cai'jie'dian 呼叫仲裁节点
'hu'jiao'zhong'xin 呼叫中心
'hu'jiao'zhong'xin'fu'wu'qi 呼叫中心服务器
'hu'jiao'zhong'xin'jie'ru'zi'guan 呼叫中心接入字冠
'hu'jiao'zhong'xin'liu'yan 呼叫中心留言
'hu'jiao'zhuan'chu 呼叫转出
'hu'jiao'zhuan'jie 呼叫转接
'hu'jiao'zhuan'xiang 呼叫转向
'hu'jiao'zhuan'yi 呼叫转移
'hu'jiao'zhuan'yi'ye'wu 呼叫转移业务
'hu'jiao'zi'guan 呼叫字冠
'hu'kong'xin'ling 互控信令
'hu'kou 户口
'hu'lian 互联
'hu'lian'gong'cheng'shi 互连工程师
'hu'lian'wang'an'quan'xie'hui'yu'mi'shi'guan'li'xie'yi 互联网安全协会与密匙管理协议
'hu'lian'wang'dui'xiang'xu'qiu'zhong'jie'xie'yi 互联网对象需求中介协议
'hu'lian'wang'shang'wang'lv 互联网上网率
'hu'lian'wang'xie'yi 互联网协议
'hu'lian'wang'xie'yi'wang'guan 互联网协议网关
'hu'lian'wang'ye'wu'kong'zhi'dian 互联网业务控制点
'hu'lian'xing'kong 互联星空
'hu'lian'yu 互联域
'hu'mu'jing 护目镜
'hu'ou'he 互耦合
'hu'sun 呼损
'hu'sun'hu 呼损呼
'hu'suo'ma 互锁码
'hu'tao 护套
'hu'tiao 互调
'hu'tiao'chan'wu 互调产物
'hu'tiao'chan'wu'jie'ci 互调产物阶次
'hu'tiao'shi'zhen 互调失真
'hu'tiao'zao'sheng 互调噪声
'hu'tong 互通
'hu'tong'bian'jie'wang'guan'gong'neng 互通边界网关功能
'hu'tong'bu'wang 互同步网
'hu'tong'bu'zhuang'tai 互同步状态
'hu'tong'wang'guan 互通网关
'hu'wai'guang'gao'guan'zhu'lv 户外广告关注率
'hu'wei'bei'fen 互为备份
'hu'zhu'ji'huo'tai 互助激活态
'hu'zhu'kong'xian'tai 互助空闲态
'hu'zhu'zai'pin 互助载频
'hua'dan'chi 话单池
'hua'dan'fen'jian 话单分拣
'hua'dan'fen'xi'tai 话单分析台
'hua'dan'fu'wu'qi 话单服务器
'hua'dan'guan'li'dan'yuan 话单管理单元
'hua'dan'huan'chong'qu 话单缓冲区
'hua'dan'jie'kou'chu'li'ji 话单接口处理机
'hua'dan'jie'kou'ji 话单接口机
'hua'dan'shang'bao 话单上报
'hua'dan'tai'fu'wu'qi 话单台服务器
'hua'dan'zhuan'cun 话单转存
'hua'dao 滑道
'hua'dong'chuang'kou 滑动窗口
'hua'dong'chuang'kou'xie'yi 滑动窗口协议
'hua'dong'fa'men 滑动阀门
'hua'dong'fu'zai 滑动负载
'hua'dong'jian 滑动键
'hua'dong'kai'guan 滑动开关
'hua'dong'luo'ding'tiao'jie'qi 滑动螺钉调节器
'hua'dong'shi'zhan'ban'gang'jia 滑动式栈板钢架
'hua'fei'ji'jia'qi 话费计价器
'hua'fen'de'pin'dai 划分的频带
'hua'ji 话机
'hua'jie'zheng'zhi'he'yi'lv 化解争执和疑虑
'hua'lu'yu'hui 话路迂回
'hua'mian'bian'ji 画面编辑
'hua'mian'fen'ge'qi 画面分割器
'hua'pin'xin'hao 话频信号
'hua'shang'chuan'shu 话上传输
'hua'tong'tai'hua'guan'tai 话统台话管台
'hua'tong'zao'sheng 话筒噪声
'hua'wei'ben'di'wei'hu'zhong'duan 华为本地维护终端
'hua'wei'da'xue'ban'gong'hui'yi 华为大学办公会议
'hua'wei'dai'xin'dao'fen'pei'suan'fa 华为代信道分配算法
'hua'wei'ji'mi 华为机密
'hua'wei'lin'ju'fa'xian'xie'yi 华为邻居发现协议
'hua'wei'liu'mei'ti'fu'wu'qi 华为流媒体服务器
'hua'wei'pei'zhi'qi'ruan'jian 华为配置器软件
'hua'wei'tuo'pu'shou'ji'xie'yi 华为拓扑收集协议
'hua'wei'wen'dang 华为文档
'hua'wei'zu'bo'guan'li'xie'yi 华为组播管理协议
'hua'wei'zui'gao'bu'zhu'xian 华为最高补助线
'hua'wu'fu'he 话务负荷
'hua'wu'fu'he'bu'ping'heng 话务负荷不平衡
'hua'wu'liang 话务量
'hua'wu'liang'mi'du 话务量密度
'hua'wu'lu'you'gui'hua 话务路由规划
'hua'wu'tai 话务台
'hua'wu'tong'ji 话务统计
'hua'wu'xuan'lu 话务选路
'hua'wu'yuan 话务员
'hua'wu'yuan'deng'lu 话务员登录
'hua'wu'yuan'ping'tai 话务员平台
'hua'xia'chuan'shu 话下传输
'hua'xian'mu'ban 划线模板
'hua'xian'zhi'piao 划线支票
'hua'xue'fa'pao 化学发泡
'hua'xue'qi'xiang'chen'ji'fa 化学气相沉积法
'hua'xue'zhuan'hua 化学转化
'hua'yin'ce'yin 话音侧音
'hua'yin'dian'liu 话音电流
'hua'yin'jie'chu 话音截除
'hua'yin'pin'lv 话音频率
'hua'yin'shu'zi'xin'ling 话音数字信令
'hua'zhen 划针
'hua'zhen 滑帧
'hua'zhong'hua 画中画
'huai'zhang 坏账
'huai'zhang'he'xiao 坏账核销
'huai'zhang'zhun'bei 坏账准备
'huai'zhang'zhun'bei 坏帐准备
'huan'bao'zhi'xiang 环保纸箱
'huan'bi 环比
'huan'chong'cun'chu'qi 缓冲存储器
'huan'chong'fang'da'qi 缓冲放大器
'huan'chong'qu'yi'chu 缓冲区溢出
'huan'chong'qu'yi'chu'gong'ji 缓冲区溢出攻击
'huan'chong'qu'zhuang'tai'bao'gao 缓冲区状态报告
'huan'chong'shuai'jian'qi 缓冲衰减器
'huan'cun 缓存
'huan'cun'jie'xi'cheng'xu 缓存解析程序
'huan'cun'qing'li 缓存清理
'huan'deng'pian'sao'miao'qi 幻灯片扫描器
'huan'fu 换肤
'huan'hang 换行
'huan'hang'fu 换行符
'huan'hao 换号
'huan'hu'lian 环互联
'huan'hui 环回
'huan'hui'ce'shi 环回测试
'huan'hui'hui'fu 环回回复
'huan'hui'hui'fu 环回恢复
'huan'hui'jie'kou 环回接口
'huan'hui'xiao'xi 环回消息
'huan'hui'zhen'duan 环回诊断
'huan'hui'zheng'shi'xiao'xi 环回证实消息
'huan'jie'xi'tong'chu'kou 环接系统出口
'huan'jing'bao'hu 环境保护
'huan'jing'dian'yuan'jian'kong 环境电源监控
'huan'jing'he'dian'yuan'jian'kong'ban 环境和电源监控板
'huan'jing'jian'kong'ban 环境监控板
'huan'jing'jian'kong'dan'yuan 环境监控单元
'huan'jing'jian'kong'tai 环境监控台
'huan'jing'jian'kong'yi 环境监控仪
'huan'jing'she'ji 环境设计
'huan'jing'wen'du 环境温度
'huan'jing'ying'li'shai'xuan 环境应力筛选
'huan'jing'zao'sheng'ce'yin 环境噪声侧音
'huan'lu'bao'hu 环路保护
'huan'lu'duan'kou'zhuang'tai'ji 环路端口状态机
'huan'lu'jian'ce 环路检测
'huan'lu'shi'yan 环路时延
'huan'lu'xi'tong 环路系统
'huan'mian'fan'she'qi 环面反射器
'huan'nei'lv'bo'qi 环内滤波器
'huan'pian'xin'hao 换片信号
'huan'qi'dong'dian'lu 缓启动电路
'huan'qie'dian 环切点
'huan'qiu'hui'bo 环球回波
'huan'suan'feng'xian 换算风险
'huan'tou'luo'shuan 环头螺栓
'huan'wang 环网
'huan'xian'dian'lu 幻线电路
'huan'xing'jie'di'ti 环形接地体
'huan'xing'kai'guan 环形开关
'huan'xing'qi 环行器
'huan'xing'tian'xian 环形天线
'huan'xing'wang'tuo'pu 环形网拓扑
'huan'xing'xi'feng'tian'xian 环形隙缝天线
'huan'ye 换页
'huan'zhuang'xiao'ying 环状效应
'huang'jin'shi'duan 黄金时段
'huang'lv'xian 黄绿线
'huang'se'jing'bao 黄色警报
'huang'wu'shi 黄武士
'huang'ye 黄页
'hui'bao 汇报
'hui'bao'cai'liao 汇报材料
'hui'bao'quan 汇报权
'hui'bian 汇编
'hui'bian'cheng'xu 汇编程序
'hui'bian'yu'yan 汇编语言
'hui'bo'ce'shi 回波测试
'hui'bo'kong'zhi 回波控制
'hui'bo'sun'hao 回波损耗
'hui'bo'xiang 回波箱
'hui'bo'xiao'ying 回波效应
'hui'bo'yi'zhi 回波抑制
'hui'chang'guan'li 会场管理
'hui'chang'jing'yin 会场静音
'hui'chang'lie'biao 会场列表
'hui'chang'mu'ban 会场模板
'hui'chang'qun'zu 会场群组
'hui'chang'shi'pin'lun'xun 会场视频轮循
'hui'chao'zu 回巢族
'hui'che 回车
'hui'cheng'tong'xin 回程通信
'hui'dao'zheng'chang'gui'dao 回到正常轨道
'hui'du'deng'ji 灰度等级
'hui'du'dian'ping 灰度电平
'hui'du'ji'gen'zong 灰度级跟踪
'hui'du'ji'shi'zhen 灰度级失真
'hui'dui'sun'yi 汇兑损益
'hui'fang 回访
'hui'fang'ye'wu 回访业务
'hui'fu 恢复
'hui'fu'gao'jing 恢复告警
'hui'fu'ji'hua 恢复计划
'hui'fu'jian'xie 恢复间歇
'hui'fu'mo'shi 恢复模式
'hui'fu'qi'fa'she'gong'lv'kong'zhi'mo'shi 恢复期发射功率控制模式
'hui'fu'shi'jian 恢复时间
'hui'geng'si'yuan'li 惠更斯原理
'hui'gou 回购
'hui'gou'xie'yi 回购协议
'hui'guang 回光
'hui'gui'ce'shi 回归测试
'hui'gui'fen'xi 回归分析
'hui'gun 回滚
'hui'guo'liu'xue'sheng 回国留学生
'hui'hou'de 会后的
'hui'hou'tao'lun 会后讨论
'hui'hu 回呼
'hui'hu'qing'qiu 回呼请求
'hui'hua 会话
'hui'hua'bian'jie'kong'zhi'qi 会话边界控制器
'hui'hua'biao'zhi'fu 会话标识符
'hui'hua'ce'shi 会话测试
'hui'hua'chao'shi'shi'jian 会话超时时间
'hui'hua'chi 会话池
'hui'hua'ding'shi'qi 会话定时器
'hui'hua'fa'qi'qing'qiu 会话发起请求
'hui'hua'fa'qi'xie'yi 会话发起协议
'hui'hua'gan'zhi'wang'luo 会话感知网络
'hui'hua'guan'li 会话管理
'hui'hua'guan'li'xie'yi 会话管理协议
'hui'hua'he'xin'bao 会话核心包
'hui'hua'ji'chu'bao 会话基础包
'hui'hua'ji'fei 会话计费
'hui'hua'ji'fei'gong'neng 会话计费功能
'hui'hua'kong'zhi'ceng 会话控制层
'hui'hua'kong'zhi'dan'yuan 会话控制单元
'hui'hua'liu 会话流
'hui'hua'miao'shu'xie'yi 会话描述协议
'hui'hua'shi'fang 会话释放
'hui'hua'shu 会话数
'hui'hua'shu'ju'cun'chu'dan'yuan 会话数据存储单元
'hui'hua'tong'zhi'xie'yi 会话通知协议
'hui'hua'xu'ke 会话许可
'hui'hua'zhe'kou 会话折扣
'hui'huai 毁坏
'hui'jiao 回叫
'hui'jiao'an'quan 回叫安全
'hui'jie 汇接
'hui'jie'ju 汇接局
'hui'jie'ren'wu 汇接任务
'hui'ju 汇聚
'hui'ju'ceng 汇聚层
'hui'ju'shi'hui'yi'dian'hua 会聚式会议电话
'hui'ju'ye'wu 汇聚业务
'hui'ju'yin'zi 会聚因子
'hui'ju'zeng'yi 会聚增益
'hui'ju'zi'ceng 汇聚子层
'hui'kou 回扣
'hui'kuan 汇款
'hui'kuan'shi'jian 回款时间
'hui'kuan'tong'zhi 汇款通知
'hui'kuan'yin'hang 汇款银行
'hui'kuan'zhi'di'zhi 汇款至地址
'hui'ling'sheng 回铃声
'hui'ling'yin 回铃音
'hui'liu'han 回流焊
'hui'lu 回路
'hui'lv 汇率
'hui'ming'dan 灰名单
'hui'piao 汇票
'hui'piao'hui'chu 汇票汇出
'hui'pu'he'xin'jing'shen 惠普核心精神
'hui'qian 会签
'hui'qian'jie'lun 会签结论
'hui'qian'wan'cheng 会签完成
'hui'qiang 回抢
'hui'sao 回扫
'hui'sheng 回声
'hui'sheng'can'kao'dang'liang 回声参考当量
'hui'sheng'di'xiao'qi 回声抵消器
'hui'sheng'xiao'chu 回声消除
'hui'sheng'yi'zhi 回声抑制
'hui'shou 回收
'hui'si'deng'zi'zhi'xi'tong 惠斯登自治系统
'hui'song'xie'yi 回送协议
'hui'tiao'hua 灰条化
'hui'tiao'yong'hu'ming 回调用户名
'hui'tui 回退
'hui'xiang'jian'cha 回响检查
'hui'xing'wei 彗星尾
'hui'xuan'qi 回旋器
'hui'yi 会议
'hui'yi'can'jia'ren'shu 会议参加人数
'hui'yi'dian'hua'fang'da'qi 会议电话放大器
'hui'yi'fang'yin 会议放音
'hui'yi'guan'li 会议管理
'hui'yi'he'xin'bao 会议核心包
'hui'yi'hu'jiao 会议呼叫
'hui'yi'hu'jiao'gong'neng 会议呼叫功能
'hui'yi'jian'quan 会议鉴权
'hui'yi'mo'shi 会议模式
'hui'yi'qiao 会议桥
'hui'yi'shi'chang 会议时长
'hui'yi'shi'yin'dao 会议室引导
'hui'yi'te'fu'hao 会议特服号
'hui'yi'yu'ji'shi'jian 会议预计时间
'hui'yi'yu'yue 会议预约
'hui'yi'zi'yuan'tai 会议资源台
'hui'zhi 回执
'hui'zhi'lian'jie 回指链接
'hui'zong 汇总
'hui'zong'xiang 汇总项
'hui'zong'zhuan'jia'fa'xian'de'wen'ti 汇总专家发现的问题
'hun'dun'li'lun 混沌理论
'hun'he'bian'liang'qi 混合变量器
'hun'he'bing'zu 混合并组
'hun'he'cha'fen'mai'chong'bian'ma'tiao'zhi 混合差分脉冲编码调制
'hun'he'duan'kou 混合端口
'hun'he'gao'pin 混合高频
'hun'he'gong'gui 混合共柜
'hun'he'huan 混合环
'hun'he'ji'suan'ji 混合计算机
'hun'he'jie'tou 混合接头
'hun'he'jiu'cuo 混合纠错
'hun'he'kuo'pin 混合扩频
'hun'he'kuo'pin'tiao'zhi 混合扩频调制
'hun'he'la'ba'tian'xian 混合喇叭天线
'hun'he'lei'shuang'jiao'xian 混合类双绞线
'hun'he'lian'ji'fen'xi'chu'li 混合联机分析处理
'hun'he'lu'you 混合路由
'hun'he'mo 混合模
'hun'he'shui 混合税
'hun'he'tiao'pin 混合跳频
'hun'he'wei'dian'lu 混合微电路
'hun'he'xiang'yi'jian'kong 混合相移键控
'hun'he'xie'tiao'gong'neng 混合协调功能
'hun'he'xue'xi 混合学习
'hun'he'zi'dong'chong'chuan'qing'qiu 混合自动重传请求
'hun'lu 混录
'hun'luan'de'xiang'mu'shi'shi 混乱的项目实施
'hun'ning'tu'da'kong'gong'ju 混凝土打孔工具
'hun'pin'qi 混频器
'hun'quan'jie'tou 混全接头
'hun'xian 混线
'hun'xiang 混响
'hun'xiang'ban 混响板
'hun'xiang'shi 混响室
'hun'xiang'shi'chang 混响时长
'hun'yin'lv 混音率
'hun'yin'tai 混音台
'hun'yin'zhuang'kuang 婚姻状况
'huo'bi'de'jian'ting'xing 货币的坚挺性
'huo'bi'dui'chong 货币对冲
'huo'bi'fu'hao 货币符号
'huo'bi'gong'zi 货币工资
'huo'cang 货仓
'huo'cang'bu 货仓簿
'huo'che'ban'ben 火车版本
'huo'dao'fu'kuan 货到付款
'huo'dao'fu'xian'jin 货到付现金
'huo'de'ji'fen 获得积分
'huo'dong'ban'shou 活动扳手
'huo'dong'chuang'kou 活动窗口
'huo'dong'gong'dan 活动工单
'huo'dong'hui'yi 活动会议
'huo'dong'jie'kou 活动接口
'huo'dong'lian'jie 活动连接
'huo'dong'lian'lu 活动链路
'huo'dong'miao'shu 活动描述
'huo'dong'miao'shu'tu 活动描述图
'huo'dong'mu'di'chuan'shu'di'zhi 活动目的传输地址
'huo'dong'mu'lu 活动目录
'huo'dong'mu'lu'fu'wu'jie'kou 活动目录服务接口
'huo'dong'mu'lu'fu'zhi 活动目录复制
'huo'dong'ping'heng 活动平衡
'huo'dong'she'ji 活动设计
'huo'dong'tu'xiang'qu'yu 活动图像区域
'huo'dong'zhou'xiao 活动轴销
'huo'dong'zhuo'mian 活动桌面
'huo'jia'qi 货架期
'huo'jiao'cheng'yun'ren 货交承运人
'huo'jing 火警
'huo'li'neng'li 获利能力
'huo'qi 货期
'huo'qi'cun'kuan 活期存款
'huo'qi'tong'zhi'cun'kuan'zhang'hu 活期通知存款账户
'huo'qu'huo'fu'he'tong 或取或付合同
'huo'sai 活塞
'huo'sai'shi'shuai'jian'qi 活塞式衰减器
'huo'wu'jie'suo 货物解锁
'huo'xian 火线
'huo'xing'song'xiang'han'ji 活性松香焊剂
'huo'ying'zhan'lue 获赢战略
'huo'you'fu'zhai 或有负债
'huo'you'zi'chan 或有资产
'huo'yun'cheng'jiao'ren 货运承交人
'ji'ben'bian'ma'gui'ze 基本编码规则
'ji'ben'cha'yi 基本差异
'ji'ben'chong'fa'kong'zhi 基本重发控制
'ji'ben'ci'pan 基本磁盘
'ji'ben'dan'wei 基本单位
'ji'ben'fei 基本费
'ji'ben'feng'ge 基本风格
'ji'ben'fu'li 基本福利
'ji'ben'fu'wu'ji 基本服务集
'ji'ben'fu'wu'ji'biao'zhi'fu 基本服务集标识符
'ji'ben'gong'neng 基本功能
'ji'ben'gong'zi 基本工资
'ji'ben'gui'cheng 基本规程
'ji'ben'he'fei'ji'ben'yi'yao'fei 基本和非基本医药费
'ji'ben'hu'jiao'chu'li 基本呼叫处理
'ji'ben'hu'jiao'guan'li 基本呼叫管理
'ji'ben'hu'jiao'zhuang'tai'mo'xing 基本呼叫状态模型
'ji'ben'jia 基本价
'ji'ben'jian'shao'bi'lv 基本减少比率
'ji'ben'jie'shou'kong'zhi 基本接收控制
'ji'ben'kuang 基本框
'ji'ben'lei 基本类
'ji'ben'lei'xing'zhuan'huan'qi 基本类型转换器
'ji'ben'mian'xiang'lian'jie'lei 基本面向连接类
'ji'ben'mian'xiang'lian'jie'lei'ye'wu 基本面向连接类业务
'ji'ben'ming'cheng 基本名称
'ji'ben'mo'kuai 基本模块
'ji'ben'mo'xing 基本模型
'ji'ben'nei'cun 基本内存
'ji'ben'nei'cun'di'zhi 基本内存地址
'ji'ben'run'shi'xing 基本润湿性
'ji'ben'she'ji'yuan'li 基本设计原理
'ji'ben'sheng'chan'wu'liao'qing'dan 基本生产物料清单
'ji'ben'shi'qi 基本时期
'ji'ben'shu'e 基本数额
'ji'ben'su'lv'jie'kou 基本速率接口
'ji'ben'su'lv'jie'ru 基本速率接入
'ji'ben'xie'yi 基本协议
'ji'ben'xin'dao 基本信道
'ji'ben'ye'wu 基本业务
'ji'ben'ye'wu'yin 基本业务音
'ji'ben'you'xian'ji 基本优先级
'ji'ben'zao'sheng 基本噪声
'ji'ben'zhuan'li 基本专利
'ji'ben'zhun'ru'tiao'jian 基本准入条件
'ji'biao 基表
'ji'bie 级别
'ji'bie'gou'cheng 级别构成
'ji'bie'lei'xing 级别类型
'ji'ceng'shi'wu'liao'jia 积层式物料架
'ji'ceng'yuan'gong 基层员工
'ji'cha'ji'yong 即插即用
'ji'che 机车
'ji'che'diao'du'yuan 机车调度员
'ji'che'hao 机车号
'ji'che'si'ji 机车司机
'ji'che'zong'he'tong'xin'she'bei 机车综合通信设备
'ji'cheng 集成
'ji'cheng 继承
'ji'cheng'can'kao'dian 集成参考点
'ji'cheng'ce'shi 集成测试
'ji'cheng'ce'shi'bao'gao 集成测试报告
'ji'cheng'ce'shi'ji'hua 集成测试计划
'ji'cheng'chan'pin'guan'li'tuan'dui 集成产品管理团队
'ji'cheng'chan'pin'kai'fa 集成产品开发
'ji'cheng'dian'lu 集成电路
'ji'cheng'fu'wu 集成服务
'ji'cheng'guan'li'mo'kuai 集成管理模块
'ji'cheng'guang'lu 集成光路
'ji'cheng'hao'ma'zhi'jie'ru'ju'xuan'ze 集成号码直接入局选择
'ji'cheng'hua 集成化
'ji'cheng'ji'guang'tiao'zhi'qi 集成激光调制器
'ji'cheng'ji'shu'guan'li'tuan'dui 集成技术管理团队
'ji'cheng'jie'jue'fang'an'jiao'fu'ding'dan'dao'hui'kuan 集成解决方案交付订单到回款
'ji'cheng'jie'jue'fang'an'jiao'fu'xian'suo'dao'he'tong 集成解决方案交付线索到合同
'ji'cheng'kai'fa'huan'jing 集成开发环境
'ji'cheng'ma 继承码
'ji'cheng'pei'zhi'qi 集成配置器
'ji'cheng'qian'yi'xian 继承迁移线
'ji'cheng'she'bei'dian'lu 集成设备电路
'ji'cheng'shu'ju'ying'yong'huan'jing 集成数据应用环境
'ji'cheng'xiang'mu'guan'li'ji'hua 集成项目管理计划
'ji'cheng'zong'xian 集成总线
'ji'chu'bao 基础包
'ji'chu'bu 基础部
'ji'chu'chao'qun 基础超群
'ji'chu'chao'zhu'qun 基础超主群
'ji'chu'deng 基础等
'ji'chu'ji'qun 基础基群
'ji'chu'mi'yao 基础密钥
'ji'chu'pei'zhi 基础配置
'ji'chu'qu'bie'ming 基础区别名
'ji'chu'shu'ju'biao 基础数据表
'ji'chu'wang'shou 基础网守
'ji'chu'wen'jian 基础文件
'ji'chu'zheng'shu'che'xiao'lie'biao 基础证书撤消列表
'ji'chu'zhu'qun 基础主群
'ji'chu'zi'yuan'guan'li'zi'xi'tong 基础资源管理子系统
'ji'ci'mai'chong 计次脉冲
'ji'cun'qi 寄存器
'ji'cun'yi'ma'qi 寄存译码器
'ji'dai 基带
'ji'dai'chu'li'ban 基带处理板
'ji'dai'chu'li'dan'yuan 基带处理单元
'ji'dai'chuan'di'han'shu 基带传递函数
'ji'dai'dai'kuan 基带带宽
'ji'dai'dan'yuan 基带单元
'ji'dai'jie'jue'de'wen'ti 亟待解决的问题
'ji'dai'jie'ru'dian 基带接入点
'ji'dai'tiao'pin 基带跳频
'ji'dai'wang 基带网
'ji'di'di'qiu'zhan 基地地球站
'ji'di'zhi 基地址
'ji'dian'qi 继电器
'ji'dian'qi'jie'xian'qi 继电器接线器
'ji'dian'shu 击点数
'ji'dian'yi'ti'hua 机电一体化
'ji'ding'fu'li'ji'hua 既定福利计划
