'a'da'pa'lin 阿达帕林
'tiao'wen'zhuang'jiao'pi'zheng 条纹状角皮症
'tie'si'quan 铁丝圈
'tong'feng 痛风
'tong'hua'ji'su 同化激素
'tong'kang'zuo 酮康唑
'tong'ti'fen 酮替芬
'tong'xin'xing'mao'xuan'jun 同心性毛癣菌
'tong'xing'cuo'shang'zong'he'zheng 痛性挫伤综合症
'tong'xing'fan'ying 同形反应
'tong'xing'fei'pang'bing 痛性肥胖病
'tong'xing'guang'an'suan'niao'zheng 同型胱氨酸尿症
'tong'xing'zhi'fang'shan 痛性脂肪疝
'tong'xing'zhi'fang'zong'he'zheng 痛性脂肪综合症
'tong'xing'zhi'zhong'zong'he'zheng 痛性指肿综合症
'tong'yuan'xing 同源性
'tou'bao'bo'wo 头孢泊肟
'tou'bao'di 头孢地
'tou'bao'fu'xin 头孢呋辛
'tou'bao'ke'luo 头孢克洛
'tou'bao'la'ding 头孢拉定
'tou'bao'meng'duo 头孢孟多
'tou'bao'mi'ding 头孢嘧啶
'tou'bao'ni'xi 头孢尼西
'tou'bao'pai'tong'na 头孢哌酮钠
'tou'bao'pi'lin 头孢匹林
'tou'bao'qu'song 头孢曲松
'tou'bao'sai'wo 头孢噻肟
'tou'bao'ta'ding 头孢他啶
'tou'bao'te'lun 头孢特仑
'tou'bao'ti'an 头孢替安
'tou'bao'zuo'lin'na 头孢唑林钠
'tou'bu'mao'nang'zhou'wei'yan 头部毛囊周围炎
'tou'bu'nong'zhong'xing'chuan'jue'xing'mao'nang'zhou'wei'yan 头部脓肿性穿掘性毛囊周围炎
'tou'bu'ru'tou'zhuang'pi'yan 头部乳头状皮炎
'tou'bu'sao'yang'bing 头部瘙痒病
'tou'jin'liu 头巾瘤
'tou'mian'ji'xing'ya'ji'xing'zhu'ru 头面畸形牙畸形侏儒
'tou'ming'dan'bai 透明蛋白
'tou'ming'xi'bao 透明细胞
'tou'ming'xi'bao'han'guan'liu 透明细胞汗管瘤
'tou'ming'xi'bao'han'xian'liu 透明细胞汗腺瘤
'tou'ming'xi'bao'ji'pi'liu 透明细胞棘皮瘤
'tou'ming'xi'bao'ji'shang'pi'liu 透明细胞肌上皮瘤
'tou'ming'xi'bao'xing'wai'mi'han'xian'xian'liu 透明细胞型外泌汗腺腺瘤
'tou'pi'bu'fen'ge'xing'feng'wo'zhi'yan 头皮部分割性蜂窝织炎
'tou'pi'bu'jie'jie'xing'shen'jing'xing'pi'yan 头皮部结节性神经性皮炎
'tou'pi'bu'yang'zhen 头皮部痒疹
'tou'pi'huan'zhuang'jian'jin'xing'huai'si 头皮环状渐进性坏死
'tou'pi'mao'fa'zhong'liu 头皮毛发肿瘤
'tou'pi'mi'lan'nong'pao'xing'pi'bing 头皮糜烂脓疱性皮病
'tou'xuan 头癣
'tu'an'zhuang'bai'pi'bing 图案状白皮病
'tu'fa'xing'mao'fa'jiao'hua'zheng 秃发性毛发角化症
'tu'fa'xing'mao'nang'yan 秃发性毛囊炎
'tu'mei'su 土霉素
'tu'ran'si'wang 突然死亡
'tu'wen 吐温
'tui'bu'sao'yang'bing 腿部瘙痒病
'tui'xing'qi 退行期
'tun'ru 吞入
'tun'shi'gong'neng'zhang'ai'zong'he'zheng 吞噬功能障碍综合征
'tun'shi'ti 吞噬体
'tun'shi'xi'bao'ji'neng'bu'quan'zong'he'zheng 吞噬细胞机能不全综合征
'tun'shi'zuo'yong'ji'su 吞噬作用激素
'tuo'bu'mei'su 妥布霉素
'tuo'fa'duo'han'jiao'mo'ying'yang'bu'liang'zong'he'zheng 脱发多汗角膜营养不良综合征
'tuo'fa'duo'han'she'zhuang'jiao'mo'hun'zhuo'zong'he'zheng 脱发多汗舌状角膜浑浊综合征
'tuo'fu'sha'xing 托氟沙星
'tuo'jia'bing 脱甲病
'tuo'la'zuo'lin 妥拉唑林
'tuo'min'liao'fa 脱敏疗法
'tuo'se'xing'se'su'shi'jin'zheng 脱色性色素失禁症
'tuo'xie 脱屑
'wai'gen'qiao 外根鞘
'wai'mi'han'xian 外泌汗腺
'wai'pei'ceng'fa'yu'bu'liang'zong'he'zheng 外胚层发育不良综合症
'wai'pei'ceng'shao'han'xing'zong'he'zheng 外胚层少汗性综合症
'wai'pei'ceng'zong'he'zheng 外胚层综合征
'wai'pei'ye'fa'yu'bu'liang 外胚叶发育不良
'wai'pi'ceng 外皮层
'wai'shang'xing'biao'pi'nang'zhong 外伤性表皮囊肿
'wai'shang'xing'zhi'fang'huai'si 外伤性脂肪坏死
'wai'xian'zi 外显子
'wai'xian'zi'yi'lou 外显子遗漏
'wai'yin'bai'ban 外阴白斑
'wai'yin'bai'se'bing'bian 外阴白色病变
'wai'yin'yin'dao'ya'yin'zong'he'zheng 外阴阴道牙龈综合征
'wai'yuan'xing'guang'gan'xing'pi'yan 外援性光感性皮炎
'wai'yuan'xing'se'su'chen'zhuo 外源性色素沉着
'wai'zhou'heng'wen'qi 外周恒温器
'wang'zhuang'hong'ban'xing'mao'nang'yan 网状红瘢性毛囊炎
'wang'zhuang'hong'ban'xing'nian'dan'bai'bing 网状红斑性粘蛋白病
'wang'zhuang'qing'ban 网状青斑
'wang'zhuang'se'su'pi'bing 网状色素皮病
'wang'zhuang'se'su'shi'jin'zheng 网状色素失禁症
'wang'zhuang'se'su'xing'pi'bing 网状色素性皮病
'wang'zhuang'zhi'duan'se'su'chen'zhuo'bei'cun 网状肢端色素沉着北村
'wang'zhuang'zu'zhi'xi'bao'liu 网状组织细胞瘤
'wang'zhuang'zu'zhi'xi'bao'rou'ya'zhong 网状组织细胞肉芽肿
'wei'an'zhi 维胺酯
'wei'bu'xing'chong'ke 伪步行虫科
'wei'cheng'shu'mao'fa'shang'pi'liu 未成熟毛发上皮瘤
'wei'ding'xing'xi'bao 未定型细胞
'wei'nai'ding'suan 为萘啶酸
'wei'nang'xing'fu'shu'qi'ai 微囊性附属器癌
'wei'nong'zhong 微脓肿
'wei'pao 微泡
'wei'sheng'wu'chan'wu 微生物产物
'wei'si'ning'ju'dan'bai 微丝凝聚蛋白
'wei'suo 萎缩
'wei'suo'wen 萎缩纹
'wei'suo'xing'bian'ping'tai'xian 萎缩性扁平苔藓
'wei'suo'xing'cuo'chuang 萎缩性痤疮
'wei'suo'xing'duo'ruan'gu'yan 萎缩性多软骨炎
'wei'suo'xing'hong'se'mao'fa'jiao'hua'zheng 萎缩性红色毛发角化症
'wei'suo'xing'man'xing'zhi'duan'pi'yan 萎缩性慢性肢端皮炎
'wei'suo'xing'mao'fa'jiao'hua'zheng 萎缩性毛发角化症
'wei'suo'xing'yan'jian'xia'chui 萎缩性眼睑下垂
'wei'xi'bang'zhuang'gan'jun 微细棒状杆菌
'wei'xiao'liang 微小梁
'wei'xing'yang'xi'bao'huai'si 卫星样细胞坏死
'wen'chong'ding'yao 蚊虫叮咬
'wen'shen 文身
'wo'niu'pa'xing'hen'ji'yang'kui'yang 蜗牛爬行痕迹样溃疡
'wo'zhuang'jiao'zhi'song'jie'zheng 窝状角质松解症
'wu'bai'zhi 乌柏脂
'wu'dao'shou'zu'xu'dong'zheng'zi'can 舞蹈手足徐动症自残
'wu'fan'ying'xing 无反应性
'wu'gong'yao'shang 蜈蚣咬伤
'wu'han'xing'wai'pei'ye'fa'yu'bu'liang 无汗性外胚叶发育不良
'wu'han'zheng 无汗症
'wu'ji'bing'de'pi'ji'yan 无肌病的皮肌炎
'wu'jia 无甲
'wu'jing'zi'xing'cheng'nan'zi'nv'xing'ru'fang'zong'he'zheng 无精子形成男子女性乳房综合症
'wu'liu'huang'zhi 五硫磺酯
'wu'luo'tuo'pin 乌洛托品
'wu'ri're'li'ke'ci'ti 五日热立克次体
'wu'se'jun'ke'gan'ran 无色菌科感染
'wu'se'su'xing'zhi 无色素性痣
'wu'shu'he'tang'ti 无数核糖体
'wu'tong'xing'guan'jie'bing 无痛性关节病
'wu'wei'suo'tu'fa'xing'mao'fa'jiao'hua'zheng 无萎缩秃发性毛发角化症
'wu'yi 无义
'xi'bao'diao'wang 细胞凋亡
'xi'bao'du'xing 细胞毒型
'xi'bao'nei'fen'zhi'gan'jun 细胞内分枝杆菌
'xi'bao'qi 细胞器
'xi'bao'qi'de'zi'shen'kang'ti 细胞器的自身抗体
'xi'bao'rong'jie'xing 细胞溶解型
'xi'bao'wai'dan'gu'chun'chen'zhuo'zheng 细胞外胆固醇沉着症
'xi'bao'yang'ti 细胞样体
'xi'bao'yin'zi 细胞因子
'xi'chong'gan'ran 吸虫感染
'xi'er'chun 烯二醇
'xi'fu'shi'jian 希夫氏碱
'xi'guan'xing'chou'chu'ji'xing 习惯性抽搐畸形
'xi'ji 洗剂
'xi'jing'guan'fa'yu'bu'quan'zong'he'zheng 细精管发育不全综合症
'xi'jun'xing'mao'nang'xing 细菌性毛囊性
'xi'jun'xing'xie'tong'xing'huai'ju 细菌性协同性坏疽
'xi'jun'xing'yin'dao'bing 细菌性阴道病
'xi'mao 细毛
'xi'mao'sheng'zhi'qi'zong'he'zheng 稀毛生殖器综合症
'xi'mi'ti'ding 西咪替丁
'xi'mi'ti'ding 西米替丁
'xi'ni'luo'he're 西尼罗河热
'xi'rou'se'su'chen'zhuo'tuo'fa'jia'fei'da'zong'he'zheng 息肉色素沉着脱发甲肥大综合症
'xi'shu'jian 喜树碱
'xi'suan 烯酸
'xi'suan'xin 烯酸锌
'xi'suo'mi'xing 西索米星
'xi'tong'pi'chen'zhuo'zheng 系统铍沉着症
'xi'tong'xing'bian'ying'xing'mai'guan'yan 系统性变应性脉管炎
'xi'tong'xing'gu'ruan'hua'zheng 系统性骨软化症
'xi'tong'xing'hong'ban'lang'chuang 系统性红斑狼疮
'xi'tong'xing'jie'chu'xing'pi'yan 系统性接触性皮炎
'xi'tong'xing'ruan'gu'ruan'hua'zheng 系统性软骨软化症
'xi'tong'xing'tan'xing'xian'wei'po'lie 系统性弹性纤维破裂
'xi'tong'xing'tan'xing'zu'zhi'rong'jie'xing'rou'ya'zhong'bing 系统性弹性组织溶解性肉芽肿病
'xi'tong'xing'tou'ming'bian'xing'bing 系统性透明变性病
'xi'tong'xing'ying'pi'bing 系统性硬皮病
'xi'tong'xing'ying'pi'zheng 系统性硬皮症
'xi'yi'yao'shang 蜥蜴咬伤
'xi'yu'guang'hua'xue'liao'fa 洗浴光化学疗法
'xia'gan'yang'nong'pi'bing 下疳样脓皮病
'xia'he'mian'gu'fa'yu'bu'quan 下颌面骨发育不全
'xia'he'yan'mian'tou'lu'ji'xing 下颌眼面头颅畸形
'xia'ji'chun'yan 夏季唇炎
'xia'ji'pi'yan 夏季皮炎
'xia'ji'sao'yang'bing 夏季瘙痒病
'xia'ji'xing'yin'xie'bing 夏季型银屑病
'xia'ji'yang'zhen 夏季痒疹
'xia'ke'guan'jie 夏科关节
'xia'zhi'shen'jing'bing'bian 下肢神经病变
'xian'bing'du 腺病毒
'xian'bing'xing'cuo'chuang 腺病性痤疮
'xian'chong'gan'ran 线虫感染
'xian'feng'mei'ta'chun 先锋美他醇
'xian'gan'tuo'an'mei'que'xian 腺苷脱氨酶缺陷
'xian'ju'jiao'hua'zheng 限局角化症
'xian'ju'xing'xian'zhuang'yu'lin'bing 限局性线状鱼鳞病
'xian'li'ti 线粒体
'xian'liu'yang'pi'zhi'xian'zeng'sheng 腺瘤样皮脂腺增生
'xian'nai'le 仙乃乐
'xian'qu'ban 先驱斑
'xian'suo'xi'bao 线索细胞
'xian'tian'gu'xing'xie'jing'zong'he'zheng 先天骨性斜颈综合症
'xian'tian'xing'bai'se'jiao'hua'bing 先天性白色角化病
'xian'tian'xing'bao'han'xing'pi'yang'nang'zhong 先天性包涵性皮样囊肿
'xian'tian'xing'bei'bu'pi'fu'de'ge'dou'dao 先天性背部皮肤的各窦道
'xian'tian'xing'cheng'gu'bu'quan 先天性成骨不全
'xian'tian'xing'dong'jing'mai'wen'he'zheng 先天性动静脉吻合症
'xian'tian'xing'fan'fa'xing'xian'wei'liu'bing 先天性泛发性纤维瘤病
'xian'tian'xing'feng'zhen'zong'he'zheng 先天性风疹综合征
'xian'tian'xing'gan'jue'xing'shen'jing'bing 先天性感觉性神经病
'xian'tian'xing'hong'xi'bao'sheng'cheng'xing'bu'lin'zheng 先天性红细胞生成性卟啉症
'xian'tian'xing'hou'jia 先天性厚甲
'xian'tian'xing'hou'jia'zheng 先天性厚甲症
'xian'tian'xing'jia'xing'cheng'bu'quan 先天性甲形成不全
'xian'tian'xing'jiao'hua'bu'liang 先天性角化不良
'xian'tian'xing'jing'xiong'zhui'gu'jie'he'zong'he'zheng 先天性颈胸椎骨结合综合症
'xian'tian'xing'ju'bu'mao'zeng'duo'zheng 先天性局部毛增多症
'xian'tian'xing'mao'zeng'duo'zheng 先天性毛增多症
'xian'tian'xing'mian'bu'wai'pei'ye'fa'yu'bu'liang 先天性面部外胚叶发育不良
'xian'tian'xing'pi'fu'que'xian 先天性皮肤缺陷
'xian'tian'xing'pi'zhi'xian'zeng'sheng 先天性皮脂腺增生
'xian'tian'xing'qia'gu'jiao'zong'he'zheng 先天性髂骨角综合征
'xian'tian'xing'quan'shen'xing'zhi'fang'ying'yang'bu'liang 先天性全身性脂肪营养不良
'xian'tian'xing'se'zhi 先天性色痣
'xian'tian'xing'shen'shang'xian'zeng'sheng 先天性肾上腺增生
'xian'tian'xing'tun'shi'zhang'ai'bing 先天性吞噬障碍病
'xian'tian'xing'tuo'fa 先天性脱发
'xian'tian'xing'wang'zhuang'qing'ban 先天性网状青斑
'xian'tian'xing'xian'wei'liu'bing 先天性纤维瘤病
'xian'tian'xing'xin'zang'fang'shi'chuan'dao'zu'zhi 先天性心脏房室传导阻滞
'xian'tian'xing'xing'lian'wu'qiu'dan'bai'xue'zheng 先天性性联无球蛋白血症
'xian'tian'xing'zhang'zhi'he'qiang'kou'zhou'wei'jiao'pi'bing 先天性掌跖和腔口周围角皮病
'xian'tian'xing'zhi'fang'wei'suo'xing'tang'niao'bing 先天性脂肪萎缩性糖尿病
'xian'tian'xing'zhi'fang'ying'yang'bu'liang'xing'tang'niao'bing 先天性脂肪营养不良性糖尿病
'xian'tian'yu'xing'huo'shen'she'yang'chi'dai 先天愚型或伸舌样痴呆
'xian'wei'lian'jie'dan'bai 纤维连接蛋白
'xian'wei'lian'jie'su 纤维连接素
'xian'wei'rou'liu 纤维肉瘤
'xian'wei'shang'pi'liu 纤维上皮瘤
'xian'wei'xing'ji'yan 纤维性肌炎
'xian'wei'zu'zhi'xi'bao'liu 纤维组织细胞瘤
'xian'wei'zu'zhi'xing'cheng'xing'zhi'mo'yan 纤维组织形成性脂膜炎
'xian'xi'bang'zhuang'gan'jun 纤细棒状杆菌
'xian'xing'chun'yan 腺性唇炎
'xian'xing're 腺性热
'xian'yang'lin'zhuang'xi'bao'ai 腺样鳞状细胞癌
'xian'yang'nang'xing'ai 腺样囊性癌
'xian'zhi'xing 限制性
'xian'zhi'xing'pi'bing 限制性皮病
'xian'zhuang'bai'jia 线状白甲
'xian'zhuang'bian'ping'tai'xian 线状扁平苔藓
'xian'zhuang'tai'xian 线状苔藓
'xiang'bu'ban'hen'ge'da'xing'mao'nang'yan 项部瘢痕疙瘩性毛囊炎
'xiang'bu'ling'xing'pi'fu 项部菱形皮肤
'xiang'guo'zhi 香果脂
'xiang'qian'you 镶嵌疣
'xiao'ben'di'ping 硝苯地平
'xiao'chang'jie'he'chang'yan'shu'yi'jun 小肠结核肠炎鼠疫菌
'xiao'er'qiu'zhen'xing'zhi'duan'pi'yan 小儿丘疹性肢端皮炎
'xiao'ji'mao'fa'tai'xian 小棘毛发苔藓
'xiao'ji'tai'xian 小棘苔藓
'xiao'ji'zhuang'mao'yong'bing 小棘状毛壅病
'xiao'jia'yu'ju'jia 小甲与巨甲
'xiao'liu'zong'he'zheng 小柳综合征
'xiao'luo'jun 小螺菌
'xiao'nao'ji'shi'wang'mo'cheng'xue'guan'xi'bao'liu 小脑及视网膜成血管细胞瘤
'xiao'nao'shi'wang'mo'xue'guan'xi'bao'liu'bing 小脑视网膜血管细胞瘤病
'xiao'shi'xi'bao 小噬细胞
'xiao'suan'yin 硝酸银
'xiao'tou 小头
'xiao'tui'jing'mai'xing'kui'yang 小腿静脉性溃疡
'xiao'tui'kui'yang 小腿溃疡
'xiao'tui'man'xing'mao'nang'yan 小腿慢性毛囊炎
'xiao'tui'nong'pao'xing'wei'suo'xing'pi'yan 小腿脓疱性萎缩性皮炎
'xiao'tui'tong'xing'zhi'zhong'zong'he'zheng 小腿痛性脂肿综合症
'xiao'ye'xing'zhi'mo'yan 小叶性脂膜炎
'xie'tong'ci'ji'fen'zi 协同刺激分子
'xie'tong'xing'huai'ju 协同性坏疽
'xie'tong'xing'huai'si'xing'feng'wo'zhi'yan 协同性坏死性蜂窝织炎
'xie'zhe'shang 蝎蛰伤
'xin'de'an 心得安
'xin'fang'li'na'tai 心房利钠肽
'xin'hao'xu'lie 信号序列
'xin'hao'zhuan'dao'ji'zhuan'lu'huo'hua'dan'bai 信号转导及转录活化蛋白
'xin'lin'zhi 心磷脂
'xin'lin'zhi'ying'guang 心磷脂荧光
'xin'mei'su 新霉素
'xin'mian'pi'fu'zong'he'zheng 心面皮肤综合症
'xin'sheng'er'bo'tuo'xing'pi'yan 新生儿剥脱性皮炎
'xin'sheng'er'cuo'chuang 新生儿痤疮
'xin'sheng'er'guo'min'xing'hong'ban 新生儿过敏性红斑
'xin'sheng'er'hong'ban 新生儿红斑
'xin'sheng'er'hong'ban'lang'chuang 新生儿红斑狼疮
'xin'sheng'er'nong'pao'chuang 新生儿脓疱疮
'xin'sheng'er'pao'zhen 新生儿疱疹
'xin'sheng'er'pi'fu'yan'se'gai'bian 新生儿皮肤颜色改变
'xin'sheng'er'pi'xia'zhi'fang'huai'si 新生儿皮下脂肪坏死
'xin'sheng'er'shui'zhong 新生儿水肿
'xin'sheng'er'yi'guo'xing'nong'pao'xing'hei'bian'bing 新生儿一过性脓疱性黑变病
'xin'sheng'er'ying'hua'zheng 新生儿硬化症
'xin'sheng'er'zan'shi'xing'di'qiu'dan'bai 新生儿暂时性低球蛋白
'xin'sheng'er'zan'shi'xing'wei'suo'xing'hui'zhuang'hong'ban 新生儿暂时性萎缩性回状红斑
'xin'sheng'er'zhong'du'xing'hong'ban 新生儿中毒性红斑
'xin'sheng'er'zi'dian 新生儿紫癜
'xin'sheng'mei'su 新生霉素
'xin'zang'pi'fu'zong'he'zheng 心脏皮肤综合征
'xing'biao'pi'zhi 型表皮痣
'xing'bing'shi'yan'yan'jiu'shi'bo'pian'shi'yan 性病实验研究室玻片试验
'xing'bing'xing'lin'ba'rou'ya'zhong 性病性淋巴肉芽肿
'xing'bing'you 性病疣
'xing'chang'xi'rou 型肠息肉
'xing'chuan'bo'ji'bing 性传播疾病
'xing'da'pao'xing'biao'pi'song'jie'zheng 型大疱性表皮松解症
'xing'hong're 猩红热
'xing'hong're'yang'hong'ban 猩红热样红斑
'xing'hua'wu 鋞化物
'xing'kong'bu 性恐怖
'xing'lian'lin'ba'zeng'sheng'xing'bing 性联淋巴增生性病
'xing'lian'yi'chuan'xing'xun'chang'xing'yu'lin'bing 性联遗传性寻常性鱼鳞病
'xing'lian'zhong'zheng'lian'he'xing'mian'yi'que'xian'bing 性联重症联合型免疫缺陷病
'xing'pi'fu'song'chi'zheng 型皮肤松弛症
'xing'xing'nu'ka'jun 星形奴卡菌
'xing'zhu'ru 型侏儒
'xing'zhuang'zi'fa'xing'jia'ban 星状自发性假瘢
'xiong'fu'bi'xue'shuan'xing'jing'mai'yan 胸腹壁血栓性静脉炎
'xiong'ji'su'yuan'xing'tuo'fa 雄激素源性脱发
'xiong'xian'ji'su 胸腺激素
'xiong'xian'tai 胸腺肽
'xiong'xian'ti'ye'yin'zi 胸腺体液因子
'xiong'xian'wu'tai 胸腺五肽
'xiong'xian'xi'bao'sheng'zhang'su 胸腺细胞生长素
'xiong'xian'yi'lai'xing'lin'ba'xi'bao 胸腺依赖性淋巴细胞
'xiu'pi'li'ming 溴匹立明
'xiu'zhi'qi 休止期
'xiu'zhi'qi'tuo'fa 休止期脱发
'xu'bu'jia'xing'mao'nang'yan 须部假性毛囊炎
'xu'chuang 须疮
'xu'fa'xing'huo'zheng'zhuang'xing'huang'liu'bing 续发性或症状性黄瘤病
'xu'fa'xing'xi'tong'xing'dian'fen'yang'bian'bing 续发性系统性淀粉样变病
'xu'ji 醑剂
'xu'xuan'mao'xuan'jun 须癣毛癣菌
'xu'yang'xing'bao'zi'xing 需氧性孢子型
'xuan'jun'zhen 癣菌疹
'xuan'mao'chong'bing 旋毛虫病
'xuan'mao'xian'chong 旋毛线虫
'xuan'ti'ke'li'ning'ji'shi'yan 旋体颗粒凝集试验
'xuan'ze 选择
'xuan'ze'xing'mian'yi'yi'zhi 选择性免疫抑制
'xue'guan'cuo'gou'liu'ruan'gu'fa'yu'yi'chang'zong'he'zheng 血管错构瘤软骨发育异常综合症
'xue'guan'gu'fei'da'zong'he'zheng 血管骨肥大综合症
'xue'guan'huo'xing'chang'tai 血管活性肠肽
'xue'guan'lang'chuang'yang'xing 血管狼疮样型
'xue'guan'liu'bing'zong'he'zheng 血管瘤病综合征
'xue'guan'liu'he'lin'ba'guan'liu'xing'ju'she 血管瘤和淋巴管瘤性巨舌
'xue'guan'liu'xue'xiao'ban'jian'shao'zong'he'zheng 血管瘤血小板减少综合症
'xue'guan'nei'ya'zeng'gao'xing'zi'dian 血管内压增高性紫癜
'xue'guan'shu'huan'su 血管舒缓素
'xue'guan'tong'tou'xing'yin'zi 血管通透性因子
'xue'guan'wei'suo'xing'pi'fu'yi'se'bing 血管萎缩性皮肤异色病
'xue'guan'xing'nao'san'cha'shen'jing'zong'he'zheng 血管性脑三叉神经综合征
'xue'guan'xing'shui'zhong 血管性水肿
'xue'han'zheng 血汗症
'xue'mu'xi'bao 血母细胞
'xue'ning'yi'zhi'shi'yan 血凝抑制试验
'xue'qing'bing'xing'xun'ma'zhen 血清病型荨麻疹
'xue'se'bing 血色病
'xue'shuan'xing'cheng'xing'xue'xiao'ban'jian'shao'xing'zi'dian 血栓形成性血小板减少性紫癜
'xue'shuan'xing'jing'mai'yan 血栓性静脉炎
'xue'shuan'xing'jing'mai'yan'hou'zong'he'zheng 血栓性静脉炎后综合症
'xue'xi'chong'wei'you'gan'ran 血吸虫尾蚴感染
'xue'xiao'ban'jian'shao'rao'gu'fa'yu'bu'quan 血小板减少桡骨发育不全
'xue'xiao'ban'jian'shao'xing'zi'dian'xue'xiao'ban'zong'he'zheng 血小板减少性紫癜血小板综合症
'xue'xiao'ban'zeng'duo'zheng'xing'zi'dian 血小板增多症性紫癜
'xun'chang'lang'chuang 寻常狼疮
'xun'chang'xing'cuo'chuang 寻常性痤疮
'xun'chang'xing'yang'zhen 寻常性痒疹
'xun'chang'xing'yin'xie'bing 寻常型银屑病
'xun'chang'xing'yu'lin'bing 寻常性鱼鳞病
'xun'chang'you 寻常疣
'xun'ma'zhen 荨麻疹
'xun'ma'zhen'er'long'dian'fen'yang'bian'xing'bing 荨麻疹耳聋淀粉样变性病
'xun'ma'zhen'he'ju'qiu'dan'bai'xue'zheng 荨麻疹和巨球蛋白血症
'xun'ma'zhen'xing'cuo'chuang 荨麻疹性痤疮
'xun'ma'zhen'xing'xue'guan'yan 荨麻疹性血管炎
'ya'chi'sheng'zhang'bu'quan 牙齿生长不全
'ya'ji'xing'jie'jie'xing'you'zou'xing'zhi'mo'yan 亚急性结节性游走性脂膜炎
'ya'ji'xing'pi'fu'hong'ban'lang'chuang 亚急性皮肤红斑狼疮
'ya'ji'xing'pi'fu'xing'hong'ban'lang'chuang 亚急性皮肤型红斑狼疮
'ya'li'xing'zhi'mo'yan 压力性脂膜炎
'ya'lin'chuang'gan'ran 亚临床感染
'ya'liu'suan'qing'na 亚硫酸氢钠
'ya'sheng'jun'bing 牙生菌病
'ya'sheng'jun'bing'yang'nong'pi'bing 芽生菌病样脓皮病
'ya'si 雅司
'yan'chi'xing'jia'zu'xing'ju'xian'xing're'xun'ma'zhen 延迟性家族性局限性热荨麻疹
'yan'chi'xing'pi'fu'hua'hen'zheng 延迟性皮肤划痕症
'yan'chi'xing'ya'li'xing'xun'ma'zhen 延迟性压力性荨麻疹
'yan'chi'zhi'zhi'fa'yu'bu'liang 眼齿指趾发育不良
'yan'da'nao'se'su'jian'tui'zong'he'zheng 眼大脑色素减退综合征
'yan'dai'zhuang'pao'zhen 眼带状疱疹
'yan'jian'pi'fu'song'chi 眼睑皮肤松弛
'yan'jian'song'jie'zheng 眼睑松解症
'yan'ke'lie 闫科列
'yan'kou'sheng'zhi'qi'zong'he'zheng 眼口生殖器综合征
'yan'mian'su'li'xing'lang'chuang 颜面粟粒性狼疮
'yan'mian'zai'fa'xing'pi'yan 颜面再发性皮炎
'yan'pi'fu'lao'an'suan'dai'xie'wen'luan'zheng 眼皮肤酪氨酸代谢紊乱症
'yan'pi'zhi 眼皮痣
'yan'shen'tai 延伸肽
'yan'suan 烟酸
'yan'suan'da'ke'luo'ning 盐酸达克罗宁
'yan'suan'dan'jie 盐酸氮介
'yan'suan'huang'lian'su 盐酸黄连素
'yan'suan'ji'chun'zhi 烟酸肌醇酯
'yan'suan'liu'an 盐酸硫胺
'yan'suan'que'fa'zheng 烟酸缺乏症
'yan'suan'sheng'yu'fen'zhi 烟酸生育酚酯
'yan'suan'zuo'xuan'mi'zuo 盐酸左旋咪唑
'yan'xia'he'tou'lu'ji'xing'ban'xi'mao'zheng 眼下颌头颅畸形伴稀毛症
'yan'xia'yan 咽峡炎
'yan'xian'an 烟酰胺
'yan'xiao'dong 闫小东
'yan'zao'tang'chen'ji'bing 岩藻糖沉积病
'yan'zheng'hou'se'su'chen'zhuo 炎症后色素沉着
'yan'zhong'de'lian'he'xing'mian'yi'que'xian'bing 严重的联合型免疫缺陷病
'yang'chong'bing 恙虫病
'yang'dian 痒点
'yang'dou 羊痘
'yang'fu'sha'xing 氧氟沙星
'yang'hua'mei 氧化镁
'yang'hua'xin 氧化锌
'yang'man'pi'yan 恙螨皮炎
'yang'mao'zhi 羊毛脂
'yang'mao'zhuang'fa 羊毛状发
'yang'mao'zhuang'zhi 羊毛状痣
'yang'pi'fu 痒皮肤
'yang'xing'bu'lu'jun 羊型布鲁菌
'yang'xing'xuan'ze 阳性选择
'yang'zhen 痒疹
'yang'zhen'heng'xuan 痒疹横痃
'yang'zhen'xiao'jie'jie 痒疹小结节
'yao'ben'mi'ding 药苯嘧啶
'yao'jia'pi 咬甲癖
'yao'wu'guo'liang 药物过量
'yao'wu'zi'dian 药物紫癜
'yao'zhen 药疹
'ye'er'sen'jun'shu 耶尔森菌属
'ye'hua'xing'zhi'mo'yan 液化性脂膜炎
'ye'ju'hua 野菊花
'ye'mao'xuan 腋毛癣
'ye'suan 叶酸
'ye'suan'jie'kang'wu'zhi 叶酸拮抗物质
'ye'suan'que'fa'zheng 叶酸缺乏症
'ye'ti'jing'ya 液体静压
'ye'ti'shi'la 液体石蜡
'ye'tu're 野兔热
'ye'wo'ke'li'zhuang'jiao'hua'bu'quan'zheng 腋窝颗粒状角化不全症
'ye'zhuang'shi'la 液状石腊
'yi'an'ding'chun 乙胺丁醇
'yi'bing'chun'rong'ye 异丙醇溶液
'yi'bing'ji'gan 异丙肌苷
'yi'bing'ji'gan'lei 异丙肌苷类
'yi'bing'zheng'zong'he'zheng 疑病症综合征
'yi'chang'dan'bai'xue'zheng'xing'zi'dian 异常蛋白血症性紫癜
'yi'chang'qiu'dan'bai'xue'zheng 异常球蛋白血症
'yi'chuan'xing'bai'se'jiao'hua'bing 遗传性白色角化病
