'a'ba 阿爸
'hu'die'jie'tang'shi 蝴蝶结糖饰
'hu'die'xing'mo'jing 蝴蝶型墨镜
'hu'dou'jian'suo 戽斗尖梭
'hu'dun'bao'ke'meng 护盾宝可梦
'hu'er'mao 护耳帽
'hu'fu'jin'bi 护符金币
'hu'hu 壶壶
'hu'jiao 胡椒
'hu'ju 护具
'hu'la'hu'la'feng'ge 呼拉呼拉风格
'hu'li'bao'ke'meng 狐狸宝可梦
'hu'lian'wang'da'sai 互联网大赛
'hu'mu'jing 护目镜
'hu'pa 胡帕
'hua'ban'bing'qi'lin 花瓣冰淇淋
'hua'ban'wu 花瓣舞
'hua'bao'bao'ke'meng 花苞宝可梦
'hua'bao'ke'meng 花宝可梦
'hua'bei'bei 花蓓蓓
'hua'bei'bei'de'hua'fen 花蓓蓓的花粉
'hua'da'hu 猾大狐
'hua'duo'jia'nong'pao 花朵加农炮
'hua'duo'shui'bei 花朵水杯
'hua'duo'tang'shi 花朵糖饰
'hua'duo'xun'xiang 花朵薰香
'hua'duo'yin'hua'lian'ku'wa 花朵印花连裤袜
'hua'fen'tuan 花粉团
'hua'hua'bao'ke'meng 画画宝可梦
'hua'hua'ji'xi'wa 花花及膝袜
'hua'hua'qi'chang 哗哗气场
'hua'hua'shou'ji'ke 花花手机壳
'hua'hua'xiao'zi 滑滑小子
'hua'hua'xiao'zi'de'han 滑滑小子的汗
'hua'jie'fu'ren 花洁夫人
'hua'li'da'sai'can'jia'zheng 华丽大赛参加证
'hua'li'da'sai'hui'yi'jiang'zhang 华丽大赛回忆奖章
'hua'li'da'sai'zhi'xing'jiang'zhang 华丽大赛之星奖章
'hua'lian'bao'ke'meng 花镰宝可梦
'hua'liao 花疗
'hua'liao'huan'huan 花疗环环
'hua'liao'huan'huan'de'hua 花疗环环的花
'hua'long'dian'jing 画龙点睛
'hua'mu 花幕
'hua'pi 画皮
'hua'pi'bao'ke'meng 画皮宝可梦
'hua'pi'guo 花啤果
'hua'shen'xing'tai 化身形态
'hua'sheng'jiang 花生酱
'hua'sheng'jiang'san'ming'zhi 花生酱三明治
'hua'shi'bao'ke'meng 化石宝可梦
'hua'shi'bao'ke'meng 花饰宝可梦
'hua'shi'hai'shou 化石海兽
'hua'shi'kui 化石盔
'hua'shi'kui'de'tang'guo 化石盔的糖果
'hua'shi'long 化石龙
'hua'shi'niao 化石鸟
'hua'shi'yi'long 化石翼龙
'hua'shi'yi'long'de'tang'guo 化石翼龙的糖果
'hua'shi'yi'long'jin'hua'shi 化石翼龙进化石
'hua'shi'yu 化石鱼
'hua'shu'bao'ke'meng 花束宝可梦
'hua'shua'jia'gong 画刷加工
'hua'wei'ji'yong 化为己用
'hua'wu'niao 花舞鸟
'hua'wu'niao'de'yu'mao 花舞鸟的羽毛
'hua'xiang'de'cao'zuo 滑翔的操作
'hua'xiang'mo'shi 滑翔模式
'hua'xing'de'yang'zi 化形的样子
'hua'xue'bian'hua'qi'ti 化学变化气体
'hua'xue'zhi'li 化学之力
'hua'yan'guai 花岩怪
'hua'yan'guai'de'sui'pian 花岩怪的碎片
'hua'yang'hai'shi 花漾海狮
'hua'ye'di 花叶蒂
'hua'ye'hou 花椰猴
'hua'ye'yuan 花椰猿
'hua'yuan'bao'ke'meng 花园宝可梦
'hua'yuan'hua'wen 花园花纹
'hua'zhi'li 花之礼
'hua'zhuang'bao 化妆包
'hua'zou 花奏
'huai'huai'ling'yu 坏坏领域
'huai'jiu 怀旧
'huai'xin'yan'bao'ke'meng 坏心眼宝可梦
'huan'cai'hua'wen 幻彩花纹
'huan'cai'yi'zi 幻彩椅子
'huan'cai'zhuo'jin 幻彩桌巾
'huan'chang 换场
'huan'dang 换档
'huan'jue 幻觉
'huan'le'shi'guang 欢乐时光
'huan'ran'yi'xin 焕然一新
'huan'xiang'guang'xian 幻象光线
'huan'xiao'jiang'zhang 欢笑奖章
'huan'xing'ba'zhang 唤醒巴掌
'huan'ying'fang'shou 幻影防守
'huan'yuan'wei'chu'shi'she'zhi 还原为初始设置
'huan'zhi'bao'ke'meng 幻之宝可梦
'huan'zhi'bao'ke'meng'xiang'xiang'tu 幻之宝可梦想象图
'huan'zhi'tao'tao'guo 幻之桃桃果
'huan'zhuang 换装
'huan'zhuang'xiang 换装箱
'huang'bo 凰檗
'huang'chong'bao'ke'meng 蝗虫宝可梦
'huang'di'bao'ke'meng 皇帝宝可梦
'huang'guan'xing'mo'jing 皇冠形墨镜
'huang'guan'xing'yan'jing 皇冠形眼镜
'huang'hua 黄花
'huang'huang'ban 晃晃斑
'huang'huang'zhang'zhang'de 慌慌张张的
'huang'hun'de'yang'zi 黄昏的样子
'huang'hun'zhi'zheng 黄昏之证
'huang'hun'zhi'zong 黄昏之鬃
'huang'jia'bao'ke'meng 皇家宝可梦
'huang'jia'da'shi 皇家大师
'huang'jia'da'shi'jiang'zhang 皇家大师奖章
'huang'jiao'pian 黄椒片
'huang'jie'mo'jiang 黄芥末酱
'huang'jin'pen'wu 黄金喷雾
'huang'jin'xiang'shui 黄金香水
'huang'jin'zhi'qu 黄金之躯
'huang'li 凰梨
'huang'li'guo 凰梨果
'huang'lv 黄绿
'huang'qiu'guo 黄球果
'huang'se 黄色
'huang'se'bo'li'shao 黄色玻璃哨
'huang'se'ge'zi'yi'zi 黄色格子椅子
'huang'se'ge'zi'zhuo'jin 黄色格子桌巾
'huang'se'he'xin 黄色核心
'huang'se'hua'ban 黄色花瓣
'huang'se'pan'zi 黄色盘子
'huang'se'shui'bei 黄色水杯
'huang'se'shui'hu 黄色水壶
'huang'se'sui'pian 黄色碎片
'huang'se'tou'jin 黄色头巾
'huang'se'yi'zi 黄色椅子
'huang'se'zhuo'jin 黄色桌巾
'huang'wen'bu'xiu'gang'shui'hu 黄纹不锈钢水壶
'huang'ye 皇叶
'huang'ye'hua'wen 荒野花纹
'huang'you 黄油
'huang'yu'mao 黄羽毛
'huang'zui'ya'bao'ke'meng 黄嘴鸭宝可梦
'hui'bei'feng'chui'de'gun'lai'gun'qu 会被风吹得滚来滚去
'hui'chen'shan 灰尘山
'hui'cheng'feng'yi'dong 会乘风移动
'hui'cui'lv'zhen'ba 回翠绿镇吧
'hui'dan'yu'jia'ba 回丹瑜家吧
'hui'dao'qi'dian 回到起点
'hui'dao'zuo'qi'xing'tai 回到坐骑形态
'hui'fu 回复
'hui'fu'feng'suo 回复封锁
'hui'fu'kou'dai 回复口袋
'hui'fu'peng'peng 回复碰碰
'hui'fu'you'jian 回复邮件
'hui'fu'yu'tui'chu 回复与退出
'hui'fu'zhi'ling 回复指令
'hui'gong'min'guan'ba 回公民馆吧
'hui'gua'zai'shu'zhi'shang 会挂在树枝上
'hui'huai'shi'ban 毁坏石板
'hui'huang'hui'yi'li'de 辉煌回忆里的
'hui'li'jia 绘理佳
'hui'ling'dun'mo'jing 惠灵顿墨镜
'hui'ling'dun'yan'jing 惠灵顿眼镜
'hui'liu'he'tan 汇流河滩
'hui'mai'tou'jin'shi 会埋头进食
'hui'mao'chu'shui'mian'shai'tai'yang 会冒出水面晒太阳
'hui'mi 惠弥
'hui'nai 惠奈
'hui'ni'tai'bing'qian'ru'di'mian 会拟态并潜入地面
'hui'ni'tai'cheng'qi'ta'bao'ke'meng 会拟态成其他宝可梦
'hui'ni'tai'cheng'shu 会拟态成树
'hui'nian'jian 悔念剑
'hui'pa'di'ya'ba 回帕底亚吧
'hui'se 灰色
'hui'se'ge'zi 灰色格子
'hui'se'lei'si 灰色蕾丝
'hui'sheng 回声
'hui'shou 挥手
'hui'shou'li'yong 回收利用
'hui'tian'mie'di'ju'yan'zhui 毁天灭地巨岩坠
'hui'tie'zai'dong'ku'de'qiang'bi'shang 会贴在洞窟的墙壁上
'hui'tie'zai'shu'gan'shang 会贴在树干上
'hui'tie'zai'shu'gen'shang 会贴在树根上
'hui'tie'zai'yan'bi'shang 会贴在岩壁上
'hui'xing'quan 彗星拳
'hui'xing'sui'pian 彗星碎片
'hui'xuan'ti 回旋踢
'hui'yi 回忆
'hui'yi'jiang'zhang 回忆奖章
'hui'yi'zhao'shi 回忆招式
'hui'you'bao'ke'meng 回游宝可梦
'hui'yu'fan'chi'she'zhan'dou 会与饭匙蛇战斗
'hui'yu'fei'tian'tang'lang'zhan'dou 会与飞天螳螂战斗
'hui'yu'mao'you'zhan'zhan'dou 会与猫鼬斩战斗
'hui'yuan'ka 会员卡
'hui'zai'bai'tian'huo'dong 会在白天活动
'hui'zai'bang'wan'huo'dong 会在傍晚活动
'hui'zai'lu'di'shang'huo'dong 会在陆地上活动
'hui'zai'lu'di'shang'ji'ji'huo'dong 会在陆地上积极活动
'hui'zai'lu'di'shang'pao'lai'pao'qu 会在陆地上跑来跑去
'hui'zai'ni'zhong'shui'jiao 会在泥中睡觉
'hui'zai'shui'shang'yi'dong 会在水上移动
'hui'zai'tu'zhong'yi'dong 会在土中移动
'hui'zai'wan'shang'huo'dong 会在晚上活动
'hui'zai'wan'shang'ji'ji'huo'dong 会在晚上积极活动
'hui'zhi 挥指
'hui'zhuan'bao'ke'meng 回转宝可梦
'hui'zhuan'meng'xiang'jia 回转梦想家
'hui'zi 惠子
'hui'zong 灰棕
'hun'bao'ke'meng 魂宝可梦
'hun'he'guo'zhi 混合果汁
'hun'hun'e 混混鳄
'hun'luan 混乱
'hun'wu'lie'yin'bao 魂舞烈音爆
'hun'xin 魂心
'hun'yuan'zhi'shi 浑圆之石
'huo'ban'da'sai 伙伴大赛
'huo'ban'miao 火斑喵
'huo'bang'ban 火帮班
'huo'bao'hou 火暴猴
'huo'bao'ke'meng 火宝可梦
'huo'bao'shou 火暴兽
'huo'bu'dan'xing 祸不单行
'huo'chu'qu 豁出去
'huo'de'de'dong'xi 获得的东西
'huo'de'de'wu'pin 获得的物品
'huo'de'shu'liang 获得数量
'huo'dong'cheng'yuan 活动成员
'huo'dong'hui'chang 活动会场
'huo'dong'jiang'zhang 活动奖章
'huo'e 火鳄
'huo'e'bao'ke'meng 火鳄宝可梦
'huo'guang'mi'gong 火光迷宫
'huo'hai 火海
'huo'hong'bu'dao'weng 火红不倒翁
'huo'hu'li 火狐狸
'huo'hua 火花
'huo'hua'bao'ke'meng 火花宝可梦
'huo'huo'qi'pao 活活气泡
'huo'jian'que 火箭雀
'huo'jian'shi'bao'ke'meng 火剑士宝可梦
'huo'jian'tou'chui 火箭头锤
'huo'ju'bao'ke'meng 火炬宝可梦
'huo'kong'long 火恐龙
'huo'li 活力
'huo'li'kuai 活力块
'huo'li'lei 活力蕾
'huo'li'sui'pian 活力碎片
'huo'li'zhi'zheng 活力之证
'huo'ma'bao'ke'meng 火马宝可梦
'huo'mao'bao'ke'meng 火猫宝可梦
'huo'qiu'shi'ban 火球石板
'huo'qiu'shu 火球鼠
'huo'shan'bao'ke'meng 火山宝可梦
'huo'shan'kou'bao'ke'meng 火山口宝可梦
'huo'shan'zhen'bao 火山镇宝
'huo'shan'zhen'shi 火山镇石
'huo'shen'e 火神蛾
'huo'shou'ji'ke 火手机壳
'huo'shu'bao'ke'meng 火鼠宝可梦
'huo'tai'jing'shou'ji'ke 火太晶手机壳
'huo'tai'jing'sui'kuai 火太晶碎块
'huo'tui'huang'you'san'ming'zhi 火腿黄油三明治
'huo'tui'pian 火腿片
'huo'tui'san'ming'zhi 火腿三明治
'huo'yan'bao'ke'meng 火焰宝可梦
'huo'yan'bao'zhu 火焰宝珠
'huo'yan'bian 火焰鞭
'huo'yan'cun'chu'die 火焰存储碟
'huo'yan'dan 火焰弹
'huo'yan'ji 火焰鸡
'huo'yan'ji'jin'hua'shi 火焰鸡进化石
'huo'yan'ka'dai 火焰卡带
'huo'yan'lun 火焰轮
'huo'yan'niao 火焰鸟
'huo'yan'niao'de'dian'xin 火焰鸟的点心
'huo'yan'niao'de'tang'guo 火焰鸟的糖果
'huo'yan'qiu 火焰球
'huo'yan'quan 火焰拳
'huo'yan'shi 火炎狮
'huo'yan'shou'hu 火焰守护
'huo'yan'shu 火岩鼠
'huo'yan'shui'bei 火焰水杯
'huo'yan'ti 火焰踢
'huo'yan'xuan'wo 火焰旋涡
'huo'yan'ya 火焰牙
'huo'yan'zhi'qu 火焰之躯
'huo'yi'bu 火伊布
'huo'yu'shui 火与水
'huo'yue'mo'shi 活跃模式
'huo'zao'mian'ju 火灶面具
'huo'zhan'shi'bao'ke'meng 火战士宝可梦
'huo'zhi'bao'shi 火之宝石
'huo'zhi'ji 火稚鸡
'huo'zhi'shi 火之石
'huo'zhi'shi'yue 火之誓约
'huo'zhi'wu 火之舞
'huo'zhong'bao'ke'meng 火种宝可梦
'huo'zhu'bao'ke'meng 火猪宝可梦
'ji'ben'kuan'san'ming'zhi 基本款三明治
'ji'bian'tou'zi 机变骰子
'ji'bie'dui'zhan 级别对战
'ji'bie'dui'zhan'da'shi 级别对战大师
'ji'bie'dui'zhan'da'shi'jiang'zhang 级别对战大师奖章
'ji'bu'sen'pan'fa 吉布森盘发
'ji'chi'xing'tai 疾驰形态
'ji'dai'xie 系带鞋
'ji'di'guang'chang 极地广场
'ji'di'qu 极地区
'ji'di'qu'de'huan'jing'zheng'zhi 极地区的环境整治
'ji'dian'jia'zhi'bian'xie 祭典夹趾便鞋
'ji'dian'qing'bian'he'fu 祭典轻便和服
'ji'dian'shao'nian 祭典少年
'ji'dian'shao'nv 祭典少女
'ji'dian'shu'kou'dai 祭典束口袋
'ji'dong'niao 急冻鸟
'ji'dong'niao'de'dian'xin 急冻鸟的点心
'ji'dong'niao'de'tang'guo 急冻鸟的糖果
'ji'dong'zhi'zheng 激动之证
'ji'e'fei'yue'fen'sui'ji 极恶飞跃粉碎击
'ji'fang'wu 寄放屋
'ji'fen 积分
'ji'feng'zhi'yi 疾风之翼
'ji'ge'er'de 基格尔德
'ji'ge'er'de'duo'mian'ti 基格尔德多面体
'ji'guang 极光
'ji'guang'bao'ke'meng 极光宝可梦
'ji'guang'mu 极光幕
'ji'guang'shu 极光束
'ji'han'leng'yan 极寒冷焰
'ji'he'bao'ke'meng 集合宝可梦
'ji'he'xue'hua 几何雪花
'ji'he'xue'hua'de'bing 几何雪花的冰
'ji'hui'dai 集灰袋
'ji'ji'long 戟脊龙
'ji'jie'bao'ke'meng 季节宝可梦
'ji'jing'bao'ke'meng 寂静宝可梦
'ji'ju'cao'yuan 极巨草原
'ji'ju'chao'neng 极巨超能
'ji'ju'chong'gu 极巨虫蛊
'ji'ju'da'de 极巨大地
'ji'ju'e'ba 极巨恶霸
'ji'ju'fang'bi 极巨防壁
'ji'ju'fei'chong 极巨飞冲
'ji'ju'gang'tie 极巨钢铁
'ji'ju'gong'ji 极巨攻击
'ji'ju'gu'gu 极巨菇菇
'ji'ju'han'bing 极巨寒冰
'ji'ju'hua'deng'ji 极巨化等级
'ji'ju'huo'bao 极巨火爆
'ji'ju'long'qi 极巨龙骑
'ji'ju'pao 极巨炮
'ji'ju'quan'dou 极巨拳斗
'ji'ju'shan'dian 极巨闪电
'ji'ju'shui'liu 极巨水流
'ji'ju'suan'du 极巨酸毒
'ji'ju'tang'guo 极巨糖果
'ji'ju'tian'mi 极巨甜蜜
'ji'ju'wan'dai 极巨腕带
'ji'ju'xie'bao'ke'meng 寄居蟹宝可梦
'ji'ju'yan'shi 极巨岩石
'ji'ju'yao'jing 极巨妖精
'ji'ju'you'hun 极巨幽魂
'ji'kuang'da'di'wan'li'bing 激狂大地万里冰
'ji'kuang'shi 极矿石
'ji'la'de 季拉德
'ji'la'qi 基拉祈
'ji'li'dan 吉利蛋
'ji'li'dan'de'tang'guo 吉利蛋的糖果
'ji'li'nian'gao 肌力粘糕
'ji'li'quan 吉利拳
'ji'li'zhi'yu 肌力之羽
'ji'liu 激流
'ji'lu 记录
'ji'lu'jiang'zhang 纪录奖章
'ji'luo 击落
'ji'luo'qian 极落钳
'ji'na'bang 吉拿棒
'ji'ni'ya 吉尼亚
'ji'nian'jiang'zhang 纪念奖章
'ji'nian'qiu 纪念球
'ji'qu 汲取
'ji'sha 集沙
'ji'shao'chu'xian 极少出现
'ji'sheng'bao'ke'meng 寄生宝可梦
'ji'sheng'zhong'zi 寄生种子
'ji'shi'ga'li 即食咖喱
'ji'shi'mian 即食面
'ji'shi'qiu 计时球
'ji'shi'rou'pai 即食肉排
'ji'shi'tong'xun'qi 即时通讯器
'ji'shu'gao'shou 技术高手
'ji'su'fu'chong'hong'lie'zhuang 极速俯冲轰烈撞
'ji'su'zhe'fan 急速折返
'ji'su'zhuan'lun 疾速转轮
'ji'tai'lang 计太郎
'ji'teng'bang 棘藤棒
'ji'xi'wa 及膝袜
'ji'xian'ti'sheng'ji 极限提升剂
'ji'xie'ling'jian 机械零件
'ji'xing'bao'ke'meng 疾行宝可梦
'ji'xu 继续
'ji'xu'dui'zhan 继续对战
'ji'xu'que'ren 继续确认
'ji'xu'you'wan 继续游玩
'ji'xu'zhan'dou 继续战斗
'ji'yin'bao'ke'meng 基因宝可梦
'ji'yin'shi'ban 基因石板
'ji'yin'zhi'xie 基因之楔
'ji'you'quan 集友圈
'ji'you'quan'de'mi'yu 集友圈的密语
'ji'you'quan'ren'wu 集友圈任务
'ji'zao 急躁
'ji'zao'bo'he 急躁薄荷
'ji'zhang'qi'xi 击掌奇袭
'ji'zhi'ji 吉雉鸡
'ji'zhi'ji'mian'ju 吉雉鸡面具
'ji'zhi'ji'shou'ji'ke 吉雉鸡手机壳
'ji'zhong'xian 集中线
'jia'bao'bao 夹饱堡
'jia'bei 加倍
'jia'gui'zhen'zhuang 假跪真撞
'jia'he'ren'wa 甲贺忍蛙
'jia'jia'jiu'bao'ke'meng 家家酒宝可梦
'jia'ku 假哭
'jia'le'dou'kou'hua'quan 伽勒豆蔻花圈
'jia'le'dou'kou'shou'huan 伽勒豆蔻手环
'jia'le'dou'kou'zhi 伽勒豆蔻枝
'jia'le'er'chuan'shuo 伽勒尔传说
'jia'le'er'de'bao'ke'meng 伽勒尔的宝可梦
'jia'le'er'de'yang'zi 伽勒尔的样子
'jia'le'er'di'qu 伽勒尔地区
'jia'le'er'guan'jun 伽勒尔冠军
'jia'le'er'guan'jun'jiang'zhang 伽勒尔冠军奖章
'jia'lei'yu'dian'xi'chong'lang 驾雷驭电戏冲浪
'jia'mei 佳美
'jia'nai'mei 佳奈美
'jia'nai'zi 加奈子
'jia'nang 颊囊
'jia'nong'guang'pao 加农光炮
'jia'nong'shui'pao 加农水炮
'jia'qiao'bao'ke'meng 甲壳宝可梦
'jia'qiao'hua'shi 甲壳化石
'jia'qiao'jian 甲壳茧
'jia'qiao'long 甲壳龙
'jia're'luo'tuo'mu 加热洛托姆
'jia'shang'mian'bao 加上面包
'jia'su 加速
'jia'xiang'ma'fen 家乡玛芬
'jia'xiao 佳孝
'jia'xin'bing 夹心饼
'jia'you 加油
'jia'you'bao'ke'meng 加油宝可梦
'jia'you'peng'peng 加油碰碰
'jia'zhen 嘉珍
'jia'zhen'guo 嘉珍果
'jia'zheng'jiao'shi 家政教室
'jia'zhou'bao'ke'meng 甲胄宝可梦
'jia'zhu 夹住
'jia'zi 佳子
'jia'zu'bao'ke'meng 家族宝可梦
'jian'ci'bi 尖刺臂
'jian'ci'fang'shou 尖刺防守
'jian'ci'jia'nong'pao 尖刺加农炮
'jian'dun'jian'guai 坚盾剑怪
'jian'guang 兼光
'jian'guo'ya'ling 坚果哑铃
'jian'jian'bao'ke'meng 尖尖宝可梦
'jian'jian'gu'shou 坚坚固守
'jian'jian'kuang 坚坚矿
'jian'jiao'bao'ke'meng 健脚宝可梦
'jian'kang'hu'fu 健康护符
'jian'la'xiang'chang 煎辣香肠
'jian'mei 健美
'jian'mei'bao'ke'meng 健美宝可梦
'jian'pei'gen 煎培根
'jian'qiu 捡球
'jian'shan'bao'ke'meng 剑山宝可梦
'jian'shi 捡拾
'jian'shi'gong'ji 尖石攻击
'jian'shi'zhi'zheng 捡拾之证
'jian'tai 健太
'jian'ti'zhong'wen 简体中文
'jian'wu 健吾
'jian'wu 剑舞
'jian'wu'gong'bao'ke'meng 茧蜈蚣宝可梦
'jian'wu'gu 剑舞菇
'jian'ya'long 尖牙笼
'jian'ya'lu'sha 尖牙陆鲨
'jian'yi 健一
'jian'yi 坚毅
'jian'ying 剪影
'jian'ying'nao'dai 坚硬脑袋
'jian'ying'nao'dai'bao'ke'meng 坚硬脑袋宝可梦
'jian'ying'yan'shi 坚硬岩石
'jian'yu'bao'ke'meng 箭羽宝可梦
'jian'yue'yi'zi 简约椅子
'jian'zhi'wang 剑之王
'jian'zhuang'xiong'ji 健壮胸肌
'jian'zi'cao 毽子草
'jian'zi'cao'de'ye'pian 毽子草的叶片
'jian'zi'hua 毽子花
'jian'zi'mian 毽子棉
'jiang'e'gui'peng'song'dao'kong'dong'ba 将厄诡椪送到恐洞吧
'jiang'jiu'tou'dai 讲究头带
'jiang'jiu'wei'jin 讲究围巾
'jiang'jiu'yan'jing 讲究眼镜
'jiang'jiu'zong 讲究粽
'jiang'li 奖励
'jiang'pai'he 奖牌盒
'jiang'xue 降雪
'jiang'xue'zhi'zheng 降雪之证
'jiang'yu 降雨
'jiang'yu'zhi'zheng 降雨之证
'jiang'zhi 将之
'jiang'zhuang 奖状
'jiao'chu 叫出
'jiao'cuo'huo'yan 交错火焰
'jiao'cuo'shan'dian 交错闪电
'jiao'dian'jing 焦点镜
'jiao'hua'tian'gou 狡猾天狗
'jiao'hua'zhi'zheng 狡猾之证
'jiao'huan 交换
'jiao'huan'chang'di 交换场地
'jiao'huan'dui'xiang 交换对象
'jiao'jin 绞紧
'jiao'jin'yu 角金鱼
'jiao'jin'yu'de'tang'guo 角金鱼的糖果
'jiao'sheng 叫声
'jiao'shi 教师
'jiao'shi'ban'gong'shi 教师办公室
'jiao'tang'zong'he 焦糖综合
'jiao'xiang 蕉香
'jiao'xiang'guo 蕉香果
'jiao'xiang'zhi'qu 焦香之躯
'jiao'xiao'hu 狡小狐
'jiao'yin'jiang'zhang 脚印奖章
'jiao'zhi'zi'mu 交织字母
'jiao'zhuang 角撞
'jiao'zuan 角钻
'jie'bang 接棒
'jie'bing'bao'ke'meng 结冰宝可梦
'jie'bing'luo'tuo'mu 结冰洛托姆
'jie'cao'er 结草儿
'jie'cao'gui'fu 结草贵妇
'jie'dong'tou 结冻头
'jie'dong'tou 解冻头
'jie'dong'yao 解冻药
'jie'du'yao 解毒药
'jie'fang'hu'pa 解放胡帕
'jie'jing 结晶
'jie'jing'bao'ke'meng 结晶宝可梦
'jie'jing'dong'ku 结晶洞窟
'jie'jing'guang'mang 洁净光芒
'jie'jing'sui'pian 结晶碎片
'jie'jing'xun'xiang 洁净薰香
'jie'jing'zhi'fu 洁净之符
'jie'jing'zhi'yan 洁净之盐
'jie'ke'luo'mu 捷克罗姆
'jie'ke'luo'mu'de'dian'xin 捷克罗姆的点心
'jie'la'ao'la 捷拉奥拉
'jie'li'shuai 借力摔
'jie'ma'yao 解麻药
'jie'mao 睫毛
'jie'mao'de'yan'se 睫毛的颜色
'jie'mian'yao 解眠药
'jie'mo'fan'tuan 芥末饭团
'jie'mo'jiang 芥末酱
'jie'ni'gui 杰尼龟
'jie'ni'gui'de'tang'guo 杰尼龟的糖果
'jie'ni'gui'pen'hu 杰尼龟喷壶
'jie'pai'bao'ke'meng 节拍宝可梦
'jie'pai'qi 节拍器
'jie'qiu'shou 接球手
'jie'san'dui'wu 解散队伍
'jie'san'ji'you'quan 解散集友圈
'jie'shi 结实
'jie'shou 接收
'jie'shou'bao'ke'ru'kou'zhan'xin'wen 接收宝可入口站新闻
'jie'shou'shen'mi'li'wu 接收神秘礼物
'jie'shu 结束
'jie'shu'ye'can 结束野餐
'jie'xian'dun'ke 界限盾壳
'jie'zhu 借助
'jie'zuo'cha'wan 杰作茶碗
'jie'zuo'de'yang'zi 杰作的样子
'jin'bang'shu'dai 紧绑束带
'jin'chan'gou'zhao 紧缠钩爪
'jin'gang'bao'zhu 金刚宝珠
'jin'gong'du'bang'ban'de'ji'di'ba 进攻毒帮班的基地吧
'jin'gong'e'bang'ban'de'ji'di'ba 进攻恶帮班的基地吧
'jin'gong'huo'bang'ban'de'ji'di'ba 进攻火帮班的基地吧
'jin'gong'ti'sheng 进攻提升
'jin'gong'xia'jiang 进攻下降
'jin'gong'yao'wan 进攻药丸
'jin'gou'bi 金勾臂
'jin'gu'bao'ke'meng 筋骨宝可梦
'jin'hua'bao'ke'meng 进化宝可梦
'jin'hua'qi'shi 进化奇石
'jin'huang'se'hua'mi 金黄色花蜜
'jin'hui'dao'guan 锦汇道馆
'jin'hui'zhen 锦汇镇
'jin'jia'ya 金假牙
'jin'jin'fei 劲劲肥
'jin'ri'te'can 今日特餐
'jin'ru'gong'min'guan'ba 进入公民馆吧
'jin'se 金色
'jin'se'huang'li'guo 金色凰梨果
'jin'se'jiao'xiang'guo 金色蕉香果
'jin'se'man'mei'guo 金色蔓莓果
'jin'se'san'ming'zhi'qian 金色三明治签
'jin'se'wang'guan 金色王冠
'jin'se'ye'zi 金色叶子
'jin'shen'zhan 近身战
'jin'shu 紧束
'jin'shu'bao'zha 金属爆炸
'jin'shu'fang'hu 金属防护
'jin'shu'fen 金属粉
'jin'shu'guai 金属怪
'jin'shu'mo 金属膜
'jin'shu'yin 金属音
'jin'shu'zhao 金属爪
'jin'shuang'qi'shui 劲爽汽水
'jin'shui 浸水
'jin'tai'shui'bei 金钛水杯
'jin'tai'shui'hu 金钛水壶
'jin'xue'shan'dao 锦穴山道
'jin'yao'bao'ke'meng 紧咬宝可梦
'jin'yao'bu'fang 紧咬不放
'jin'yu'bao'ke'meng 金鱼宝可梦
'jin'yu'wang 金鱼王
'jin'zhang'gan 紧张感
'jin'zhang'zhi'zheng 紧张之证
'jin'zhen 金枕
'jin'zhen'guo 金枕果
'jin'zhu 金珠
'jing'bao'da'tou 惊爆大头
'jing'cai'hui'yi'li'de 精彩回忆里的
'jing'dian 静电
'jing'dian'jiang'zhang 经典奖章
'jing'dian'pi'ge'shuang'jian'bao 经典皮革双肩包
'jing'guang'chi 晶光池
'jing'guang'hua 晶光花
'jing'guang'she'ji 镜光射击
'jing'guang'xing'qun 晶光星群
'jing'guang'ya 晶光芽
'jing'guang'ya'de'jie'jing 晶光芽的结晶
'jing'guang'zhuan'zhuan 晶光转转
'jing'hai'zhi'li 惊骇之力
'jing'hua 净化
'jing'ji'bao'ke'meng 荆棘宝可梦
'jing'ji'chang 竞技场
'jing'jia 镜甲
'jing'jiao'lu 惊角鹿
'jing'jiao'lu'de'mao 惊角鹿的毛
'jing'jie 京介
'jing'jie'bao'ke'meng 境界宝可梦
'jing'jie'bao'ke'meng 警戒宝可梦
'jing'jing'mi 晶晶蜜
'jing'kong'nian'gao 净空粘糕
'jing'kong'shi'ban 净空石板
'jing'li'chong'pei'de 精力充沛的
'jing'ling 精灵
'jing'ling'qiu 精灵球
'jing'ling'qiu'ji 精灵球级
'jing'ling'qiu'shou'ji'ke 精灵球手机壳
'jing'ling'tou 精灵头
'jing'mian'fan'she 镜面反射
'jing'mian'shu'xing 镜面属性
'jing'ming 靖明
'jing'sai'qiu 竞赛球
'jing'shen'bo 精神波
'jing'shen'chang'di 精神场地
'jing'shen'chong'ji 精神冲击
'jing'shen'cun'chu'die 精神存储碟
'jing'shen'ji'po 精神击破
'jing'shen'jian 精神剑
'jing'shen'li 精神力
'jing'shen'li'ren 精神利刃
'jing'shen'nian'gao 精神粘糕
'jing'shen'qiang'nian 精神强念
'jing'shen'tu'jin 精神突进
'jing'shen'zao'yin 精神噪音
'jing'shen'zhi'ya 精神之牙
'jing'shen'zhi'yu 精神之羽
'jing'shen'zhi'zao'zhe 精神制造者
'jing'shen'zhong'zi 精神种子
'jing'shen'zhuan'yi 精神转移
